county,precinct,office,district,party,office,early_voting,election_day,votes
Erath,Precinct 31,US House,25,REP,Roger Williams,331,232,563
Erath,Precinct 31,US House,25,DEM,Elaine M. Henderson,54,48,102
Erath,Precinct 31,US House,25,LIB,Betsy Dewey,6,11,17
Erath,Precinct 31,US House,25,,Over Votes,0,0,0
Erath,Precinct 31,US House,25,,Under Votes,11,16,27
Erath,Precinct 31,Railroad Commissioner,,REP,Christi Craddick,322,230,552
Erath,Precinct 31,Railroad Commissioner,,DEM,Dale Henry,54,45,99
Erath,Precinct 31,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,5,4,9
Erath,Precinct 31,Railroad Commissioner,,GRN,Chris Kennedy,7,6,13
Erath,Precinct 31,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 31,Railroad Commissioner,,,Under Votes,14,22,36
Erath,Precinct 31,Railroad Commissioner,unexpired,REP,Barry Smitherman,332,231,563
Erath,Precinct 31,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,16,19,35
Erath,Precinct 31,Railroad Commissioner,unexpired,GRN,Josh Wendel,17,17,34
Erath,Precinct 31,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 31,Railroad Commissioner,unexpired,,Under Votes,37,40,77
Erath,Precinct 31,State Senate,30,REP,Craig Estes,334,242,576
Erath,Precinct 31,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",28,22,50
Erath,Precinct 31,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 31,State Senate,30,,Under Votes,40,43,83
Erath,Precinct 31,State House,59,REP,J.D. Sheffield,333,247,580
Erath,Precinct 31,State House,59,DEM,Bill Norris,57,44,101
Erath,Precinct 31,State House,59,,Over Votes,0,0,0
Erath,Precinct 31,State House,59,,Under Votes,12,16,28
Erath,Precinct 32,Ballots Cast,,,,,,597
Erath,Precinct 32,Straight Party,,REP,Republican Party,212,81,293
Erath,Precinct 32,Straight Party,,DEM,Democratic Party,21,8,29
Erath,Precinct 32,Straight Party,,LIB,Libertarian Party,2,0,2
Erath,Precinct 32,Straight Party,,GRN,Green Party,0,0,0
Erath,Precinct 32,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 32,Straight Party,,,Under Votes,192,81,273
Erath,Precinct 32,President,,REP,Mitt Romney \ Paul Ryan,371,140,511
Erath,Precinct 32,President,,DEM,Barack Obama \ Joe Biden,43,25,68
Erath,Precinct 32,President,,LIB,Gary Johnson \ Jim Gray,5,3,8
Erath,Precinct 32,President,,GRN,Jill Stein \ Cheri Honkala,0,0,0
Erath,Precinct 32,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 32,President,,,Over Votes,0,0,0
Erath,Precinct 32,President,,,Under Votes,8,2,10
Erath,Precinct 32,US Senate,,REP,Ted Cruz,365,140,505
Erath,Precinct 32,US Senate,,DEM,Paul Sadler,46,23,69
Erath,Precinct 32,US Senate,,LIB,John Jay Myers,7,3,10
Erath,Precinct 32,US Senate,,GRN,David B. Collins,1,1,2
Erath,Precinct 32,US Senate,,,Over Votes,0,0,0
Erath,Precinct 32,US Senate,,,Under Votes,8,3,11
Erath,Precinct 32,US House,11,REP,Mike Conaway,366,140,506
Erath,Precinct 32,US House,11,DEM,Jim Riley,45,20,65
Erath,Precinct 32,US House,11,LIB,Scott J. Ballard,9,5,14
Erath,Precinct 32,US House,11,,Over Votes,0,0,0
Erath,Precinct 32,US House,11,,Under Votes,7,5,12
Erath,Precinct 32,Railroad Commissioner,,REP,Christi Craddick,361,136,497
Erath,Precinct 32,Railroad Commissioner,,DEM,Dale Henry,43,20,63
Erath,Precinct 32,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,7,6,13
Erath,Precinct 32,Railroad Commissioner,,GRN,Chris Kennedy,6,4,10
Erath,Precinct 32,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 32,Railroad Commissioner,,,Under Votes,10,4,14
Erath,Precinct 32,Railroad Commissioner,unexpired,REP,Barry Smitherman,365,136,501
Erath,Precinct 32,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,20,14,34
Erath,Precinct 32,Railroad Commissioner,unexpired,GRN,Josh Wendel,13,9,22
Erath,Precinct 32,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 32,Railroad Commissioner,unexpired,,Under Votes,29,11,40
Erath,Precinct 32,State Senate,30,REP,Craig Estes,372,140,512
Erath,Precinct 32,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",26,18,44
Erath,Precinct 32,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 32,State Senate,30,,Under Votes,29,12,41
Erath,Precinct 32,State House,59,REP,J.D. Sheffield,371,139,510
Erath,Precinct 32,State House,59,DEM,Bill Norris,50,27,77
Erath,Precinct 32,State House,59,,Over Votes,0,0,0
Erath,Precinct 32,State House,59,,Under Votes,6,4,10
Erath,Precinct 32 STP,Ballots Cast,,,,,,272
Erath,Precinct 32 STP,Straight Party,,REP,Republican Party,73,28,101
Erath,Precinct 32 STP,Straight Party,,DEM,Democratic Party,19,21,40
Erath,Precinct 32 STP,Straight Party,,LIB,Libertarian Party,0,0,0
Erath,Precinct 32 STP,Straight Party,,GRN,Green Party,1,0,1
Erath,Precinct 32 STP,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 32 STP,Straight Party,,,Under Votes,86,44,130
Erath,Precinct 32 STP,President,,REP,Mitt Romney \ Paul Ryan,127,57,184
Erath,Precinct 32 STP,President,,DEM,Barack Obama \ Joe Biden,43,32,75
Erath,Precinct 32 STP,President,,LIB,Gary Johnson \ Jim Gray,3,3,6
Erath,Precinct 32 STP,President,,GRN,Jill Stein \ Cheri Honkala,3,0,3
Erath,Precinct 32 STP,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 32 STP,President,,,Over Votes,0,0,0
Erath,Precinct 32 STP,President,,,Under Votes,3,1,4
Erath,Precinct 32 STP,US Senate,,REP,Ted Cruz,121,54,175
Erath,Precinct 32 STP,US Senate,,DEM,Paul Sadler,46,33,79
Erath,Precinct 32 STP,US Senate,,LIB,John Jay Myers,6,3,9
Erath,Precinct 32 STP,US Senate,,GRN,David B. Collins,3,0,3
Erath,Precinct 32 STP,US Senate,,,Over Votes,0,0,0
Erath,Precinct 32 STP,US Senate,,,Under Votes,3,3,6
Erath,Precinct 32 STP,US House,11,REP,Mike Conaway,118,53,171
Erath,Precinct 32 STP,US House,11,DEM,Jim Riley,46,33,79
Erath,Precinct 32 STP,US House,11,LIB,Scott J. Ballard,9,2,11
Erath,Precinct 32 STP,US House,11,,Over Votes,0,0,0
Erath,Precinct 32 STP,US House,11,,Under Votes,6,5,11
Erath,Precinct 32 STP,Railroad Commissioner,,REP,Christi Craddick,117,56,173
Erath,Precinct 32 STP,Railroad Commissioner,,DEM,Dale Henry,45,30,75
Erath,Precinct 32 STP,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,5,2,7
Erath,Precinct 32 STP,Railroad Commissioner,,GRN,Chris Kennedy,6,0,6
Erath,Precinct 32 STP,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 32 STP,Railroad Commissioner,,,Under Votes,6,5,11
Erath,Precinct 32 STP,Railroad Commissioner,unexpired,REP,Barry Smitherman,128,56,184
Erath,Precinct 32 STP,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,18,16,34
Erath,Precinct 32 STP,Railroad Commissioner,unexpired,GRN,Josh Wendel,11,4,15
Erath,Precinct 32 STP,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 32 STP,Railroad Commissioner,unexpired,,Under Votes,22,17,39
Erath,Precinct 32 STP,State Senate,30,REP,Craig Estes,127,61,188
Erath,Precinct 32 STP,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",25,15,40
Erath,Precinct 32 STP,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 32 STP,State Senate,30,,Under Votes,27,17,44
Erath,Precinct 32 STP,State House,59,REP,J.D. Sheffield,125,55,180
Erath,Precinct 32 STP,State House,59,DEM,Bill Norris,47,33,80
Erath,Precinct 32 STP,State House,59,,Over Votes,0,0,0
Erath,Precinct 32 STP,State House,59,,Under Votes,7,5,12
Erath,Precinct 33 STP,Ballots Cast,,,,,,515
Erath,Precinct 33 STP,Straight Party,,REP,Republican Party,110,84,194
Erath,Precinct 33 STP,Straight Party,,DEM,Democratic Party,26,20,46
Erath,Precinct 33 STP,Straight Party,,LIB,Libertarian Party,2,0,2
Erath,Precinct 33 STP,Straight Party,,GRN,Green Party,1,0,1
Erath,Precinct 33 STP,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 33 STP,Straight Party,,,Under Votes,172,100,272
Erath,Precinct 33 STP,President,,REP,Mitt Romney \ Paul Ryan,224,147,371
Erath,Precinct 33 STP,President,,DEM,Barack Obama \ Joe Biden,74,52,126
Erath,Precinct 33 STP,President,,LIB,Gary Johnson \ Jim Gray,6,2,8
Erath,Precinct 33 STP,President,,GRN,Jill Stein \ Cheri Honkala,3,0,3
Erath,Precinct 33 STP,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 33 STP,President,,,Over Votes,0,0,0
Erath,Precinct 33 STP,President,,,Under Votes,4,3,7
Erath,Precinct 33 STP,US Senate,,REP,Ted Cruz,219,142,361
Erath,Precinct 33 STP,US Senate,,DEM,Paul Sadler,64,46,110
Erath,Precinct 33 STP,US Senate,,LIB,John Jay Myers,15,5,20
Erath,Precinct 33 STP,US Senate,,GRN,David B. Collins,5,2,7
Erath,Precinct 33 STP,US Senate,,,Over Votes,0,0,0
Erath,Precinct 33 STP,US Senate,,,Under Votes,8,9,17
Erath,Precinct 33 STP,US House,11,REP,Mike Conaway,211,144,355
Erath,Precinct 33 STP,US House,11,DEM,Jim Riley,69,46,115
Erath,Precinct 33 STP,US House,11,LIB,Scott J. Ballard,18,5,23
Erath,Precinct 33 STP,US House,11,,Over Votes,0,0,0
Erath,Precinct 33 STP,US House,11,,Under Votes,13,9,22
Erath,Precinct 33 STP,Railroad Commissioner,,REP,Christi Craddick,212,142,354
Erath,Precinct 33 STP,Railroad Commissioner,,DEM,Dale Henry,64,41,105
Erath,Precinct 33 STP,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,14,4,18
Erath,Precinct 33 STP,Railroad Commissioner,,GRN,Chris Kennedy,8,9,17
Erath,Precinct 33 STP,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 33 STP,Railroad Commissioner,,,Under Votes,13,8,21
Erath,Precinct 33 STP,Railroad Commissioner,unexpired,REP,Barry Smitherman,224,143,367
Erath,Precinct 33 STP,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,28,24,52
Erath,Precinct 33 STP,Railroad Commissioner,unexpired,GRN,Josh Wendel,25,15,40
Erath,Precinct 33 STP,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 33 STP,Railroad Commissioner,unexpired,,Under Votes,34,22,56
Erath,Precinct 33 STP,State Senate,30,REP,Craig Estes,229,157,386
Erath,Precinct 33 STP,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",47,24,71
Erath,Precinct 33 STP,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 33 STP,State Senate,30,,Under Votes,35,23,58
Erath,Precinct 33 STP,State House,59,REP,J.D. Sheffield,228,152,380
Erath,Precinct 33 STP,State House,59,DEM,Bill Norris,70,42,112
Erath,Precinct 33 STP,State House,59,,Over Votes,0,0,0
Erath,Precinct 33 STP,State House,59,,Under Votes,13,10,23
Erath,Precinct 34,Ballots Cast,,,,,,153
Erath,Precinct 34,Straight Party,,REP,Republican Party,67,21,88
Erath,Precinct 34,Straight Party,,DEM,Democratic Party,3,2,5
Erath,Precinct 34,Straight Party,,LIB,Libertarian Party,0,0,0
Erath,Precinct 34,Straight Party,,GRN,Green Party,0,0,0
Erath,Precinct 34,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 34,Straight Party,,,Under Votes,48,12,60
Erath,Precinct 34,President,,REP,Mitt Romney \ Paul Ryan,110,31,141
Erath,Precinct 34,President,,DEM,Barack Obama \ Joe Biden,8,3,11
Erath,Precinct 34,President,,LIB,Gary Johnson \ Jim Gray,0,0,0
Erath,Precinct 34,President,,GRN,Jill Stein \ Cheri Honkala,0,1,1
Erath,Precinct 34,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 34,President,,,Over Votes,0,0,0
Erath,Precinct 34,President,,,Under Votes,0,0,0
Erath,Precinct 34,US Senate,,REP,Ted Cruz,107,31,138
Erath,Precinct 34,US Senate,,DEM,Paul Sadler,7,3,10
Erath,Precinct 34,US Senate,,LIB,John Jay Myers,1,0,1
Erath,Precinct 34,US Senate,,GRN,David B. Collins,0,1,1
Erath,Precinct 34,US Senate,,,Over Votes,0,0,0
Erath,Precinct 34,US Senate,,,Under Votes,3,0,3
Erath,Precinct 34,US House,11,REP,Mike Conaway,100,27,127
Erath,Precinct 34,US House,11,DEM,Jim Riley,10,5,15
Erath,Precinct 34,US House,11,LIB,Scott J. Ballard,2,1,3
Erath,Precinct 34,US House,11,,Over Votes,0,0,0
Erath,Precinct 34,US House,11,,Under Votes,6,2,8
Erath,Precinct 34,Railroad Commissioner,,REP,Christi Craddick,103,27,130
Erath,Precinct 34,Railroad Commissioner,,DEM,Dale Henry,8,5,13
Erath,Precinct 34,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,1,0,1
Erath,Precinct 34,Railroad Commissioner,,GRN,Chris Kennedy,1,1,2
Erath,Precinct 34,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 34,Railroad Commissioner,,,Under Votes,5,2,7
Erath,Precinct 34,Railroad Commissioner,unexpired,REP,Barry Smitherman,104,28,132
Erath,Precinct 34,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,1,3,4
Erath,Precinct 34,Railroad Commissioner,unexpired,GRN,Josh Wendel,5,2,7
Erath,Precinct 34,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 34,Railroad Commissioner,unexpired,,Under Votes,8,2,10
Erath,Precinct 34,State Senate,30,REP,Craig Estes,102,28,130
Erath,Precinct 34,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",6,4,10
Erath,Precinct 34,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 34,State Senate,30,,Under Votes,10,3,13
Erath,Precinct 34,State House,59,REP,J.D. Sheffield,104,27,131
Erath,Precinct 34,State House,59,DEM,Bill Norris,9,5,14
Erath,Precinct 34,State House,59,,Over Votes,0,0,0
Erath,Precinct 34,State House,59,,Under Votes,5,3,8
Erath,Precinct 34 BD,Ballots Cast,,,,,,445
Erath,Precinct 34 BD,Straight Party,,REP,Republican Party,85,128,213
Erath,Precinct 34 BD,Straight Party,,DEM,Democratic Party,13,24,37
Erath,Precinct 34 BD,Straight Party,,LIB,Libertarian Party,0,0,0
Erath,Precinct 34 BD,Straight Party,,GRN,Green Party,0,1,1
Erath,Precinct 34 BD,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 34 BD,Straight Party,,,Under Votes,76,118,194
Erath,Precinct 34 BD,President,,REP,Mitt Romney \ Paul Ryan,146,225,371
Erath,Precinct 34 BD,President,,DEM,Barack Obama \ Joe Biden,25,35,60
Erath,Precinct 34 BD,President,,LIB,Gary Johnson \ Jim Gray,0,7,7
Erath,Precinct 34 BD,President,,GRN,Jill Stein \ Cheri Honkala,1,1,2
Erath,Precinct 34 BD,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 34 BD,President,,,Over Votes,0,0,0
Erath,Precinct 34 BD,President,,,Under Votes,2,3,5
Erath,Precinct 34 BD,US Senate,,REP,Ted Cruz,145,220,365
Erath,Precinct 34 BD,US Senate,,DEM,Paul Sadler,26,33,59
Erath,Precinct 34 BD,US Senate,,LIB,John Jay Myers,1,12,13
Erath,Precinct 34 BD,US Senate,,GRN,David B. Collins,0,3,3
Erath,Precinct 34 BD,US Senate,,,Over Votes,0,0,0
Erath,Precinct 34 BD,US Senate,,,Under Votes,2,3,5
Erath,Precinct 34 BD,US House,11,REP,Mike Conaway,141,213,354
Erath,Precinct 34 BD,US House,11,DEM,Jim Riley,25,37,62
Erath,Precinct 34 BD,US House,11,LIB,Scott J. Ballard,1,15,16
Erath,Precinct 34 BD,US House,11,,Over Votes,0,0,0
Erath,Precinct 34 BD,US House,11,,Under Votes,7,6,13
Erath,Precinct 34 BD,Railroad Commissioner,,REP,Christi Craddick,142,214,356
Erath,Precinct 34 BD,Railroad Commissioner,,DEM,Dale Henry,24,37,61
Erath,Precinct 34 BD,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,0,6,6
Erath,Precinct 34 BD,Railroad Commissioner,,GRN,Chris Kennedy,2,6,8
Erath,Precinct 34 BD,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 34 BD,Railroad Commissioner,,,Under Votes,6,8,14
Erath,Precinct 34 BD,Railroad Commissioner,unexpired,REP,Barry Smitherman,144,216,360
Erath,Precinct 34 BD,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,4,19,23
Erath,Precinct 34 BD,Railroad Commissioner,unexpired,GRN,Josh Wendel,7,14,21
Erath,Precinct 34 BD,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 34 BD,Railroad Commissioner,unexpired,,Under Votes,19,22,41
Erath,Precinct 34 BD,State Senate,30,REP,Craig Estes,146,217,363
Erath,Precinct 34 BD,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",13,29,42
Erath,Precinct 34 BD,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 34 BD,State Senate,30,,Under Votes,15,25,40
Erath,Precinct 34 BD,State House,59,REP,J.D. Sheffield,140,221,361
Erath,Precinct 34 BD,State House,59,DEM,Bill Norris,26,46,72
Erath,Precinct 34 BD,State House,59,,Over Votes,0,0,0
Erath,Precinct 34 BD,State House,59,,Under Votes,8,4,12
Erath,Precinct 35 STP,Ballots Cast,,,,,,66
Erath,Precinct 35 STP,Straight Party,,REP,Republican Party,7,13,20
Erath,Precinct 35 STP,Straight Party,,DEM,Democratic Party,6,6,12
Erath,Precinct 35 STP,Straight Party,,LIB,Libertarian Party,0,0,0
Erath,Precinct 35 STP,Straight Party,,GRN,Green Party,0,0,0
Erath,Precinct 35 STP,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 35 STP,Straight Party,,,Under Votes,16,18,34
Erath,Precinct 35 STP,President,,REP,Mitt Romney \ Paul Ryan,13,21,34
Erath,Precinct 35 STP,President,,DEM,Barack Obama \ Joe Biden,15,14,29
Erath,Precinct 35 STP,President,,LIB,Gary Johnson \ Jim Gray,1,0,1
Erath,Precinct 35 STP,President,,GRN,Jill Stein \ Cheri Honkala,0,1,1
Erath,Precinct 35 STP,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 35 STP,President,,,Over Votes,0,0,0
Erath,Precinct 35 STP,President,,,Under Votes,0,1,1
Erath,Precinct 35 STP,US Senate,,REP,Ted Cruz,11,22,33
Erath,Precinct 35 STP,US Senate,,DEM,Paul Sadler,17,11,28
Erath,Precinct 35 STP,US Senate,,LIB,John Jay Myers,1,4,5
Erath,Precinct 35 STP,US Senate,,GRN,David B. Collins,0,0,0
Erath,Precinct 35 STP,US Senate,,,Over Votes,0,0,0
Erath,Precinct 35 STP,US Senate,,,Under Votes,0,0,0
Erath,Precinct 35 STP,US House,25,REP,Roger Williams,12,22,34
Erath,Precinct 35 STP,US House,25,DEM,Elaine M. Henderson,15,11,26
Erath,Precinct 35 STP,US House,25,LIB,Betsy Dewey,2,4,6
Erath,Precinct 35 STP,US House,,,Over Votes,0,0,0
Erath,Precinct 35 STP,US House,,,Under Votes,0,0,0
Erath,Precinct 35 STP,Railroad Commissioner,,REP,Christi Craddick,12,23,35
Erath,Precinct 35 STP,Railroad Commissioner,,DEM,Dale Henry,14,8,22
Erath,Precinct 35 STP,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,0,1,1
Erath,Precinct 35 STP,Railroad Commissioner,,GRN,Chris Kennedy,1,5,6
Erath,Precinct 35 STP,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 35 STP,Railroad Commissioner,,,Under Votes,2,0,2
Erath,Precinct 35 STP,Railroad Commissioner,unexpired,REP,Barry Smitherman,16,26,42
Erath,Precinct 35 STP,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,7,3,10
Erath,Precinct 35 STP,Railroad Commissioner,unexpired,GRN,Josh Wendel,2,5,7
Erath,Precinct 35 STP,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 35 STP,Railroad Commissioner,unexpired,,Under Votes,4,3,7
Erath,Precinct 35 STP,State Senate,30,REP,Craig Estes,18,26,44
Erath,Precinct 35 STP,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",8,9,17
Erath,Precinct 35 STP,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 35 STP,State Senate,30,,Under Votes,3,2,5
Erath,Precinct 35 STP,State House,59,REP,J.D. Sheffield,14,24,38
Erath,Precinct 35 STP,State House,59,DEM,Bill Norris,13,13,26
Erath,Precinct 35 STP,State House,59,,Over Votes,0,0,0
Erath,Precinct 35 STP,State House,59,,Under Votes,2,0,2
Erath,Precinct 41,Ballots Cast,,,,,,433
Erath,Precinct 41,Straight Party,,REP,Republican Party,114,95,209
Erath,Precinct 41,Straight Party,,DEM,Democratic Party,13,16,29
Erath,Precinct 41,Straight Party,,LIB,Libertarian Party,1,0,1
Erath,Precinct 41,Straight Party,,GRN,Green Party,0,1,1
Erath,Precinct 41,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 41,Straight Party,,,Under Votes,127,66,193
Erath,Precinct 41,President,,REP,Mitt Romney \ Paul Ryan,221,155,376
Erath,Precinct 41,President,,DEM,Barack Obama \ Joe Biden,31,21,52
Erath,Precinct 41,President,,LIB,Gary Johnson \ Jim Gray,1,1,2
Erath,Precinct 41,President,,GRN,Jill Stein \ Cheri Honkala,0,0,0
Erath,Precinct 41,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 41,President,,,Over Votes,0,0,0
Erath,Precinct 41,President,,,Under Votes,2,1,3
Erath,Precinct 41,US Senate,,REP,Ted Cruz,213,144,357
Erath,Precinct 41,US Senate,,DEM,Paul Sadler,32,28,60
Erath,Precinct 41,US Senate,,LIB,John Jay Myers,4,3,7
Erath,Precinct 41,US Senate,,GRN,David B. Collins,2,0,2
Erath,Precinct 41,US Senate,,,Over Votes,0,0,0
Erath,Precinct 41,US Senate,,,Under Votes,4,3,7
Erath,Precinct 41,US House,11,REP,Mike Conaway,206,142,348
Erath,Precinct 41,US House,11,DEM,Jim Riley,30,28,58
Erath,Precinct 41,US House,11,LIB,Scott J. Ballard,8,2,10
Erath,Precinct 41,US House,11,,Over Votes,0,0,0
Erath,Precinct 41,US House,11,,Under Votes,11,6,17
Erath,Precinct 41,Railroad Commissioner,,REP,Christi Craddick,206,140,346
Erath,Precinct 41,Railroad Commissioner,,DEM,Dale Henry,30,28,58
Erath,Precinct 41,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,4,3,7
Erath,Precinct 41,Railroad Commissioner,,GRN,Chris Kennedy,4,0,4
Erath,Precinct 41,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 41,Railroad Commissioner,,,Under Votes,11,7,18
Erath,Precinct 41,Railroad Commissioner,unexpired,REP,Barry Smitherman,213,145,358
Erath,Precinct 41,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,12,6,18
Erath,Precinct 41,Railroad Commissioner,unexpired,GRN,Josh Wendel,6,6,12
Erath,Precinct 41,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 41,Railroad Commissioner,unexpired,,Under Votes,24,21,45
Erath,Precinct 41,State Senate,30,REP,Craig Estes,215,148,363
Erath,Precinct 41,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",14,10,24
Erath,Precinct 41,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 41,State Senate,30,,Under Votes,26,20,46
Erath,Precinct 41,State House,59,REP,J.D. Sheffield,214,148,362
Erath,Precinct 41,State House,59,DEM,Bill Norris,32,26,58
Erath,Precinct 41,State House,59,,Over Votes,0,0,0
Erath,Precinct 41,State House,59,,Under Votes,9,4,13
Erath,Precinct 44,Ballots Cast,,,,,,963
Erath,Precinct 44,Straight Party,,REP,Republican Party,316,148,464
Erath,Precinct 44,Straight Party,,DEM,Democratic Party,42,17,59
Erath,Precinct 44,Straight Party,,LIB,Libertarian Party,1,2,3
Erath,Precinct 44,Straight Party,,GRN,Green Party,0,0,0
Erath,Precinct 44,Straight Party,,,Over Votes,0,0,0
Erath,Precinct 44,Straight Party,,,Under Votes,276,161,437
Erath,Precinct 44,President,,REP,Mitt Romney \ Paul Ryan,544,278,822
Erath,Precinct 44,President,,DEM,Barack Obama \ Joe Biden,75,38,113
Erath,Precinct 44,President,,LIB,Gary Johnson \ Jim Gray,2,2,4
Erath,Precinct 44,President,,GRN,Jill Stein \ Cheri Honkala,1,0,1
Erath,Precinct 44,President,,,VIRGIL GOODE (W),0,0,0
Erath,Precinct 44,President,,,Over Votes,0,0,0
Erath,Precinct 44,President,,,Under Votes,13,10,23
Erath,Precinct 44,US Senate,,REP,Ted Cruz,529,264,793
Erath,Precinct 44,US Senate,,DEM,Paul Sadler,89,41,130
Erath,Precinct 44,US Senate,,LIB,John Jay Myers,5,8,13
Erath,Precinct 44,US Senate,,GRN,David B. Collins,3,2,5
Erath,Precinct 44,US Senate,,,Over Votes,0,0,0
Erath,Precinct 44,US Senate,,,Under Votes,9,13,22
Erath,Precinct 44,US House,11,REP,Mike Conaway,530,256,786
Erath,Precinct 44,US House,11,DEM,Jim Riley,83,47,130
Erath,Precinct 44,US House,11,LIB,Scott J. Ballard,7,9,16
Erath,Precinct 44,US House,11,,Over Votes,0,0,0
Erath,Precinct 44,US House,11,,Under Votes,15,16,31
Erath,Precinct 44,Railroad Commissioner,,REP,Christi Craddick,524,254,778
Erath,Precinct 44,Railroad Commissioner,,DEM,Dale Henry,75,45,120
Erath,Precinct 44,Railroad Commissioner,,LIB,Vivekananda (Vik) Wall,7,3,10
Erath,Precinct 44,Railroad Commissioner,,GRN,Chris Kennedy,8,11,19
Erath,Precinct 44,Railroad Commissioner,,,Over Votes,0,0,0
Erath,Precinct 44,Railroad Commissioner,,,Under Votes,21,15,36
Erath,Precinct 44,Railroad Commissioner,unexpired,REP,Barry Smitherman,529,253,782
Erath,Precinct 44,Railroad Commissioner,unexpired,LIB,Jaime O. Perez,26,22,48
Erath,Precinct 44,Railroad Commissioner,unexpired,GRN,Josh Wendel,19,20,39
Erath,Precinct 44,Railroad Commissioner,unexpired,,Over Votes,0,0,0
Erath,Precinct 44,Railroad Commissioner,unexpired,,Under Votes,61,33,94
Erath,Precinct 44,State Senate,30,REP,Craig Estes,531,269,800
Erath,Precinct 44,State Senate,30,LIB,"Richard Wells Forsythe, Jr.",36,23,59
Erath,Precinct 44,State Senate,30,,Over Votes,0,0,0
Erath,Precinct 44,State Senate,30,,Under Votes,68,36,104
Erath,Precinct 44,State House,59,REP,J.D. Sheffield,523,266,789
Erath,Precinct 44,State House,59,DEM,Bill Norris,84,47,131
Erath,Precinct 44,State House,59,,Over Votes,0,0,0
Erath,Precinct 44,State House,59,,Under Votes,28,15,43
Erath,Precinct 44 STP,Ballots Cast,,,,1,0,1
Erath,Precinct 44 STP,Straight Party,,REP,Republican Party,0,0,0
Erath,Precinct 44 STP,Straight Party,,DEM,Democratic Party,0,0,0
Erath,Precinct 44 STP,Straight Party,,LIB,Libertarian Party,0,0,0
Erath,Precinct 44 STP,Straight Party,,GRN,Green Party,0,0,0
