county,precinct,office,district,candidate,party,early_voting,mail,election_day,votes
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,138,5,70,213
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,114,2,58,174
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,138,6,73,217
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,115,1,56,172
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,155,6,81,242
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,133,5,70,208
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,119,2,58,179
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,135,5,73,213
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,115,2,55,172
Collin,PCT 099,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,151,6,82,239
Collin,PCT 099,"District Judge, 199th Judicial District",,Angela Tucker,REP,153,6,86,245
Collin,PCT 099,"District Judge, 380th Judicial District",,Ben Smith,REP,151,6,84,241
Collin,PCT 099,"District Judge, 401st Judicial District",,Mark Rusch,REP,149,6,81,236
Collin,PCT 099,"District Judge, 416th Judicial District",,Chris Oldner,REP,154,6,81,241
Collin,PCT 099,"Judge, County Court at Law Number 2",,Barnett Walker,REP,148,6,82,236
Collin,PCT 099,Sheriff,,Terry G. Box,REP,155,6,89,250
Collin,PCT 099,County Tax Assessor-Collector,,Kenneth L. Maun,REP,157,6,90,253
Collin,PCT 099,District Clerk,,Andrea Stroh Thompso,REP,156,6,86,248
Collin,PCT 099,"County Commissioner, Precinct 3",,Chris Hill,REP,156,6,89,251
Collin,PCT 099,"Constable, Precinct No. 1",,Shane Williams,REP,152,6,81,239
Collin,PCT 100,Straight Party,,Republican,REP,8,1,2,11
Collin,PCT 100,Straight Party,,Democrat,DEM,0,0,0,0
Collin,PCT 100,Straight Party,,Libertarian,LIB,0,0,0,0
Collin,PCT 100,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 100,President/Vice-President,,Romney/Ryan,REP,12,1,2,15
Collin,PCT 100,President/Vice-President,,Obama/Biden,DEM,1,0,0,1
Collin,PCT 100,President/Vice-President,,Johnson/Gray,LIB,0,0,0,0
Collin,PCT 100,President/Vice-President,,Stein/Honkala,GRN,0,0,0,0
Collin,PCT 100,President/Vice-President,,Write-in 50,NP,0,0,0,0
Collin,PCT 100,U.S. Senate,,Ted Cruz,REP,12,1,2,15
Collin,PCT 100,U.S. Senate,,Paul Sadler,DEM,1,0,0,1
Collin,PCT 100,U.S. Senate,,John Jay Myers,LIB,0,0,0,0
Collin,PCT 100,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Collin,PCT 100,U.S. House,3,Sam Johnson,REP,12,1,2,15
Collin,PCT 100,Railroad Commissioner,,Christi Craddick,REP,12,1,1,14
Collin,PCT 100,Railroad Commissioner,,Dale Henry,DEM,1,0,0,1
Collin,PCT 100,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,0,0,1,1
Collin,PCT 100,Railroad Commissioner,,Chris Kennedy,GRN,0,0,0,0
Collin,PCT 100,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,12,1,1,14
Collin,PCT 100,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,0,0,1,1
Collin,PCT 100,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,1,0,0,1
Collin,PCT 100,"Justice, Supreme Court, Place 2",,Don Willett,REP,12,1,2,15
Collin,PCT 100,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,1,0,0,1
Collin,PCT 100,"Justice, Supreme Court, Place 4",,John Devine,REP,12,1,2,15
Collin,PCT 100,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,0,0,0,0
Collin,PCT 100,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,1,0,0,1
Collin,PCT 100,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,11,1,2,14
Collin,PCT 100,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,2,0,0,2
Collin,PCT 100,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,0,0,0,0
Collin,PCT 100,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,0,0,0,0
Collin,PCT 100,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,12,1,2,15
Collin,PCT 100,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,1,0,0,1
Collin,PCT 100,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,0,0,0,0
Collin,PCT 100,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,12,1,2,15
Collin,PCT 100,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,1,0,0,1
Collin,PCT 100,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,12,1,2,15
Collin,PCT 100,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,1,0,0,1
Collin,PCT 100,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,11,1,2,14
Collin,PCT 100,"Member, State Board of Education, District 12",,Lois Parrott,DEM,2,0,0,2
Collin,PCT 100,State Senate,30,Craig Estes,REP,11,1,2,14
Collin,PCT 100,State Senate,30,Richard Wells Forsyt,LIB,2,0,0,2
Collin,PCT 100,State Representative,70,Scott Sanford,REP,12,1,2,15
Collin,PCT 100,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,12,1,2,15
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,12,1,2,15
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,1,0,0,1
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,11,1,2,14
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,2,0,0,2
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,12,1,2,15
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,1,0,0,1
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,12,1,2,15
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,11,1,2,14
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,2,0,0,2
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,12,1,2,15
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,1,0,0,1
Collin,PCT 100,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,12,1,2,15
Collin,PCT 100,"District Judge, 199th Judicial District",,Angela Tucker,REP,12,1,2,15
Collin,PCT 100,"District Judge, 380th Judicial District",,Ben Smith,REP,12,1,2,15
Collin,PCT 100,"District Judge, 401st Judicial District",,Mark Rusch,REP,12,1,2,15
Collin,PCT 100,"District Judge, 416th Judicial District",,Chris Oldner,REP,12,1,2,15
Collin,PCT 100,"Judge, County Court at Law Number 2",,Barnett Walker,REP,12,1,2,15
Collin,PCT 100,Sheriff,,Terry G. Box,REP,12,1,2,15
Collin,PCT 100,County Tax Assessor-Collector,,Kenneth L. Maun,REP,12,1,2,15
Collin,PCT 100,District Clerk,,Andrea Stroh Thompso,REP,12,1,2,15
Collin,PCT 100,"County Commissioner, Precinct 3",,Chris Hill,REP,12,1,2,15
Collin,PCT 100,"Constable, Precinct No. 1",,Shane Williams,REP,12,1,2,15
Collin,PCT 101,Straight Party,,Republican,REP,621,12,258,891
Collin,PCT 101,Straight Party,,Democrat,DEM,214,4,111,329
Collin,PCT 101,Straight Party,,Libertarian,LIB,3,0,9,12
Collin,PCT 101,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 101,President/Vice-President,,Romney/Ryan,REP,914,20,372,1306
Collin,PCT 101,President/Vice-President,,Obama/Biden,DEM,374,4,183,561
Collin,PCT 101,President/Vice-President,,Johnson/Gray,LIB,15,1,10,26
Collin,PCT 101,President/Vice-President,,Stein/Honkala,GRN,2,0,2,4
Collin,PCT 101,President/Vice-President,,Write-in 50,NP,1,0,0,1
Collin,PCT 101,U.S. Senate,,Ted Cruz,REP,888,21,357,1266
Collin,PCT 101,U.S. Senate,,Paul Sadler,DEM,357,5,168,530
Collin,PCT 101,U.S. Senate,,John Jay Myers,LIB,15,0,18,33
Collin,PCT 101,U.S. Senate,,David B. Collins,GRN,7,0,5,12
Collin,PCT 101,U.S. House,3,Sam Johnson,REP,963,20,402,1385
Collin,PCT 101,Railroad Commissioner,,Christi Craddick,REP,867,19,351,1237
Collin,PCT 101,Railroad Commissioner,,Dale Henry,DEM,319,5,156,480
Collin,PCT 101,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,25,2,17,44
Collin,PCT 101,Railroad Commissioner,,Chris Kennedy,GRN,15,0,9,24
Collin,PCT 101,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,873,18,360,1251
Collin,PCT 101,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,138,3,79,220
Collin,PCT 101,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,66,2,29,97
Collin,PCT 101,"Justice, Supreme Court, Place 2",,Don Willett,REP,888,17,366,1271
Collin,PCT 101,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,185,6,97,288
Collin,PCT 101,"Justice, Supreme Court, Place 4",,John Devine,REP,870,19,356,1245
Collin,PCT 101,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,145,2,87,234
Collin,PCT 101,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,65,2,23,90
Collin,PCT 101,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,830,16,333,1179
Collin,PCT 101,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,339,6,164,509
Collin,PCT 101,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,40,3,29,72
Collin,PCT 101,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,9,0,5,14
Collin,PCT 101,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,852,17,340,1209
Collin,PCT 101,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,326,6,161,493
Collin,PCT 101,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,41,2,30,73
Collin,PCT 101,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,862,19,367,1248
Collin,PCT 101,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,196,4,91,291
Collin,PCT 101,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,878,17,368,1263
Collin,PCT 101,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,185,6,93,284
Collin,PCT 101,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,870,20,347,1237
Collin,PCT 101,"Member, State Board of Education, District 12",,Lois Parrott,DEM,352,5,174,531
Collin,PCT 101,State Senate,8,Ken Paxton,REP,877,20,355,1252
Collin,PCT 101,State Senate,8,"Jack G.B. Ternan, Jr",DEM,334,5,155,494
Collin,PCT 101,State Senate,8,Ed Kless,LIB,25,1,25,51
Collin,PCT 101,State Representative,33,Scott Turner,REP,893,17,371,1281
Collin,PCT 101,State Representative,33,Michael A. Carrasco,LIB,178,6,91,275
Collin,PCT 101,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,927,21,401,1349
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,868,19,349,1236
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,335,6,169,510
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,865,19,348,1232
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,334,6,170,510
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,874,17,349,1240
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,323,8,166,497
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,911,20,388,1319
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,860,18,352,1230
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,337,7,166,510
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,872,20,352,1244
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,324,5,165,494
Collin,PCT 101,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,917,20,394,1331
Collin,PCT 101,"District Judge, 199th Judicial District",,Angela Tucker,REP,918,19,394,1331
Collin,PCT 101,"District Judge, 380th Judicial District",,Ben Smith,REP,917,20,392,1329
Collin,PCT 101,"District Judge, 401st Judicial District",,Mark Rusch,REP,911,21,391,1323
Collin,PCT 101,"District Judge, 416th Judicial District",,Chris Oldner,REP,915,20,395,1330
Collin,PCT 101,"Judge, County Court at Law Number 2",,Barnett Walker,REP,910,20,390,1320
Collin,PCT 101,Sheriff,,Terry G. Box,REP,917,20,399,1336
Collin,PCT 101,County Tax Assessor-Collector,,Kenneth L. Maun,REP,937,20,406,1363
Collin,PCT 101,District Clerk,,Andrea Stroh Thompso,REP,914,20,395,1329
Collin,PCT 101,"County Commissioner, Precinct 1",,Matt Shaheen,REP,911,20,391,1322
Collin,PCT 101,"Constable, Precinct No. 4",,Joe Wright,REP,918,20,404,1342
Collin,PCT 102,Straight Party,,Republican,REP,628,50,256,934
Collin,PCT 102,Straight Party,,Democrat,DEM,125,6,50,181
Collin,PCT 102,Straight Party,,Libertarian,LIB,5,0,3,8
Collin,PCT 102,Straight Party,,Green,GRN,0,0,1,1
Collin,PCT 102,President/Vice-President,,Romney/Ryan,REP,932,68,368,1368
Collin,PCT 102,President/Vice-President,,Obama/Biden,DEM,250,17,109,376
Collin,PCT 102,President/Vice-President,,Johnson/Gray,LIB,11,1,8,20
Collin,PCT 102,President/Vice-President,,Stein/Honkala,GRN,2,1,1,4
Collin,PCT 102,President/Vice-President,,Write-in 50,NP,2,0,1,3
Collin,PCT 102,U.S. Senate,,Ted Cruz,REP,899,66,348,1313
Collin,PCT 102,U.S. Senate,,Paul Sadler,DEM,256,16,107,379
Collin,PCT 102,U.S. Senate,,John Jay Myers,LIB,23,1,13,37
Collin,PCT 102,U.S. Senate,,David B. Collins,GRN,5,0,6,11
Collin,PCT 102,U.S. House,3,Sam Johnson,REP,955,59,394,1408
Collin,PCT 102,Railroad Commissioner,,Christi Craddick,REP,904,63,344,1311
Collin,PCT 102,Railroad Commissioner,,Dale Henry,DEM,210,11,88,309
Collin,PCT 102,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,21,2,17,40
Collin,PCT 102,Railroad Commissioner,,Chris Kennedy,GRN,17,2,12,31
Collin,PCT 102,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,895,64,356,1315
Collin,PCT 102,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,73,5,45,123
Collin,PCT 102,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,50,3,21,74
Collin,PCT 102,"Justice, Supreme Court, Place 2",,Don Willett,REP,924,69,371,1364
Collin,PCT 102,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,97,4,54,155
Collin,PCT 102,"Justice, Supreme Court, Place 4",,John Devine,REP,899,65,362,1326
Collin,PCT 102,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,86,6,44,136
Collin,PCT 102,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,42,2,24,68
Collin,PCT 102,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,886,64,331,1281
Collin,PCT 102,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,228,15,100,343
Collin,PCT 102,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,27,0,23,50
Collin,PCT 102,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,6,0,3,9
Collin,PCT 102,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,877,65,339,1281
Collin,PCT 102,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,231,14,100,345
Collin,PCT 102,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,34,0,21,55
Collin,PCT 102,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,908,67,360,1335
Collin,PCT 102,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,97,6,57,160
Collin,PCT 102,"Judge, Court of Criminal Appeals Place 8",,Elsa Alcala,REP,903,67,351,1321
Collin,PCT 102,"Judge, Court of Criminal Appeals Place 8",,William Bryan Strang,LIB,91,4,60,155
Collin,PCT 102,"Member, State Board of Education, District 12",,"Geraldine \Tincy\"" Mi""",REP,890,59,359,1308
Collin,PCT 102,"Member, State Board of Education, District 12",,Lois Parrott,DEM,245,13,103,361
Collin,PCT 102,State Senate,8,Ken Paxton,REP,908,60,359,1327
Collin,PCT 102,State Senate,8,"Jack G.B. Ternan, Jr",DEM,222,10,91,323
Collin,PCT 102,State Senate,8,Ed Kless,LIB,26,0,17,43
Collin,PCT 102,State Representative,70,Scott Sanford,REP,924,58,381,1363
Collin,PCT 102,"Chief Justice, 5th Court of Appeals District",,Carolyn Wright,REP,927,60,377,1364
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 2",,David Evans,REP,897,61,348,1306
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 2",,Dan Wood,DEM,229,11,105,345
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 5",,Jim Moseley,REP,886,59,349,1294
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 5",,Penny Robe Phillips,DEM,236,13,103,352
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 9",,David Lewis,REP,890,59,352,1301
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 9",,David Hanschen,DEM,231,11,98,340
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 10",,Molly Francis,REP,925,60,378,1363
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 11",,Douglas S. Lang,REP,891,61,352,1304
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 11",,Tonya J. Holt,DEM,231,11,103,345
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 12",,"Robert M. \Bob\"" Fill""",REP,898,58,359,1315
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 12",,Lawrence J. Praeger,DEM,223,15,96,334
Collin,PCT 102,"Justice, 5th Court of Appeals District, Place 13",,Elizabeth Lang Miers,REP,918,61,378,1357
Collin,PCT 102,"District Judge, 199th Judicial District",,Angela Tucker,REP,924,59,381,1364
Collin,PCT 102,"District Judge, 380th Judicial District",,Ben Smith,REP,914,59,376,1349
Collin,PCT 102,"District Judge, 401st Judicial District",,Mark Rusch,REP,913,59,373,1345
Collin,PCT 102,"District Judge, 416th Judicial District",,Chris Oldner,REP,916,57,375,1348
Collin,PCT 102,"Judge, County Court at Law Number 2",,Barnett Walker,REP,907,58,373,1338
Collin,PCT 102,Sheriff,,Terry G. Box,REP,923,58,380,1361
Collin,PCT 102,County Tax Assessor-Collector,,Kenneth L. Maun,REP,928,61,378,1367
Collin,PCT 102,District Clerk,,Andrea Stroh Thompso,REP,917,58,378,1353
Collin,PCT 102,"County Commissioner, Precinct 1",,Matt Shaheen,REP,910,57,375,1342
Collin,PCT 102,"Constable, Precinct No. 1",,Shane Williams,REP,908,58,374,1340
Collin,PCT 103,Straight Party,,Republican,REP,165,3,63,231
Collin,PCT 103,Straight Party,,Democrat,DEM,122,0,73,195
Collin,PCT 103,Straight Party,,Libertarian,LIB,2,0,6,8
Collin,PCT 103,Straight Party,,Green,GRN,0,0,0,0
Collin,PCT 103,President/Vice-President,,Romney/Ryan,REP,252,4,87,343
Collin,PCT 103,President/Vice-President,,Obama/Biden,DEM,187,1,105,293
Collin,PCT 103,President/Vice-President,,Johnson/Gray,LIB,4,0,12,16
Collin,PCT 103,President/Vice-President,,Stein/Honkala,GRN,0,0,0,0
Collin,PCT 103,President/Vice-President,,Write-in 50,NP,2,0,1,3
Collin,PCT 103,U.S. Senate,,Ted Cruz,REP,245,4,82,331
Collin,PCT 103,U.S. Senate,,Paul Sadler,DEM,180,1,96,277
Collin,PCT 103,U.S. Senate,,John Jay Myers,LIB,6,0,14,20
Collin,PCT 103,U.S. Senate,,David B. Collins,GRN,1,0,0,1
Collin,PCT 103,U.S. House,3,Sam Johnson,REP,270,4,113,387
Collin,PCT 103,Railroad Commissioner,,Christi Craddick,REP,245,3,84,332
Collin,PCT 103,Railroad Commissioner,,Dale Henry,DEM,163,0,90,253
Collin,PCT 103,Railroad Commissioner,,Vivekananda (Vik) Wa,LIB,11,0,13,24
Collin,PCT 103,Railroad Commissioner,,Chris Kennedy,GRN,6,1,2,9
Collin,PCT 103,"Railroad Commissioner, Unexpired Term",,Barry Smitherman,REP,246,3,88,337
Collin,PCT 103,"Railroad Commissioner, Unexpired Term",,Jaime O. Perez,LIB,52,0,46,98
Collin,PCT 103,"Railroad Commissioner, Unexpired Term",,Josh Wendel,GRN,31,1,8,40
Collin,PCT 103,"Justice, Supreme Court, Place 2",,Don Willett,REP,252,4,95,351
Collin,PCT 103,"Justice, Supreme Court, Place 2",,RS Roberto Koelsch,LIB,68,0,42,110
Collin,PCT 103,"Justice, Supreme Court, Place 4",,John Devine,REP,248,4,84,336
Collin,PCT 103,"Justice, Supreme Court, Place 4",,Tom Oxford,LIB,50,0,41,91
Collin,PCT 103,"Justice, Supreme Court, Place 4",,Charles E. Waterbury,GRN,28,0,13,41
Collin,PCT 103,"Justice, Supreme Court, Place 6",,Nathan Hecht,REP,232,4,78,314
Collin,PCT 103,"Justice, Supreme Court, Place 6",,Michele Petty,DEM,174,0,96,270
Collin,PCT 103,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,12,0,13,25
Collin,PCT 103,"Justice, Supreme Court, Place 6",,Jim Chisholm,GRN,5,0,1,6
Collin,PCT 103,"Presiding Judge, Court of Criminal Appeals",,Sharon Keller,REP,236,4,83,323
Collin,PCT 103,"Presiding Judge, Court of Criminal Appeals",,Keith Hampton,DEM,172,0,93,265
Collin,PCT 103,"Presiding Judge, Court of Criminal Appeals",,Lance Stott,LIB,17,0,14,31
Collin,PCT 103,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker Herve,REP,250,4,95,349
Collin,PCT 103,"Judge, Court of Criminal Appeals Place 7",,Mark W. Bennett,LIB,60,0,44,104
