county,precinct,office,district,candidate,party,election_day,early_voting,votes
Donley,201 Courthouse,Straight Party,,Libertarian,Lib,0,1,1
Donley,301 AGFH,Straight Party,,Libertarian,Lib,0,0,0
Donley,303 Hedley,Straight Party,,Libertarian,Lib,1,0,1
Donley,401 CCLC,Straight Party,,Libertarian,Lib,1,0,1
Donley,101 Barfield Bldg,Straight Party,,Green,Grn,0,0,0
Donley,102 Howard Wick,Straight Party,,Green,Grn,0,0,0
Donley,201 Courthouse,Straight Party,,Green,Grn,0,0,0
Donley,301 AGFH,Straight Party,,Green,Grn,0,0,0
Donley,303 Hedley,Straight Party,,Green,Grn,0,0,0
Donley,401 CCLC,Straight Party,,Green,Grn,0,0,0
Donley,101 Barfield Bldg,Registered Voters,,,,,,229
Donley,102 Howard Wick,Registered Voters,,,,,,317
Donley,201 Courthouse,Registered Voters,,,,,,708
Donley,301 AGFH,Registered Voters,,,,,,243
Donley,303 Hedley,Registered Voters,,,,,,354
Donley,401 CCLC,Registered Voters,,,,,,613
Donley,101 Barfield Bldg,Ballots Cast,,,,70,112,182
Donley,102 Howard Wick,Ballots Cast,,,,100,96,196
Donley,201 Courthouse,Ballots Cast,,,,192,278,470
Donley,301 AGFH,Ballots Cast,,,,70,78,148
Donley,303 Hedley,Ballots Cast,,,,134,76,210
Donley,401 CCLC,Ballots Cast,,,,164,173,337
