county,precinct,office,district,candidate,party,votes,early_voting,mail,election_day
Lee,Pct. 404,President,,Obama/Biden,DEM,160,103,3,54
Lee,Pct. 405,President,,Obama/Biden,DEM,69,25,0,44
Lee,Pct. 101,President,,Johnson/Gray,LIB,7,2,0,5
Lee,Pct. 102,President,,Johnson/Gray,LIB,1,0,0,1
Lee,Pct. 103,President,,Johnson/Gray,LIB,0,0,0,0
Lee,Pct. 201,President,,Johnson/Gray,LIB,4,2,0,2
Lee,Pct. 202,President,,Johnson/Gray,LIB,8,3,0,5
Lee,Pct. 203,President,,Johnson/Gray,LIB,4,3,0,1
Lee,Pct. 301,President,,Johnson/Gray,LIB,0,0,0,0
Lee,Pct. 302,President,,Johnson/Gray,LIB,11,7,0,4
Lee,Pct. 303,President,,Johnson/Gray,LIB,15,0,1,14
Lee,Pct. 304,President,,Johnson/Gray,LIB,2,1,0,1
Lee,Pct. 401,President,,Johnson/Gray,LIB,2,0,0,2
Lee,Pct. 402,President,,Johnson/Gray,LIB,1,1,0,0
Lee,Pct. 403,President,,Johnson/Gray,LIB,5,0,0,5
Lee,Pct. 404,President,,Johnson/Gray,LIB,4,2,0,2
Lee,Pct. 405,President,,Johnson/Gray,LIB,1,0,0,1
Lee,Pct. 101,President,,Stein/Honkala,GRN,0,0,0,0
Lee,Pct. 102,President,,Stein/Honkala,GRN,1,0,0,1
Lee,Pct. 103,President,,Stein/Honkala,GRN,0,0,0,0
Lee,Pct. 201,President,,Stein/Honkala,GRN,1,1,0,0
Lee,Pct. 202,President,,Stein/Honkala,GRN,1,0,1,0
Lee,Pct. 203,President,,Stein/Honkala,GRN,0,0,0,0
Lee,Pct. 301,President,,Stein/Honkala,GRN,0,0,0,0
Lee,Pct. 302,President,,Stein/Honkala,GRN,3,0,0,3
Lee,Pct. 303,President,,Stein/Honkala,GRN,2,0,0,2
Lee,Pct. 304,President,,Stein/Honkala,GRN,1,1,0,0
Lee,Pct. 401,President,,Stein/Honkala,GRN,0,0,0,0
Lee,Pct. 402,President,,Stein/Honkala,GRN,1,0,0,1
Lee,Pct. 403,President,,Stein/Honkala,GRN,0,0,0,0
Lee,Pct. 404,President,,Stein/Honkala,GRN,1,0,0,1
Lee,Pct. 405,President,,Stein/Honkala,GRN,1,1,0,0
Lee,Pct. 101,President,,Write-in,NP,4,2,0,2
Lee,Pct. 102,President,,Write-in,NP,1,0,0,1
Lee,Pct. 103,President,,Write-in,NP,0,0,0,0
Lee,Pct. 201,President,,Write-in,NP,2,2,0,0
Lee,Pct. 202,President,,Write-in,NP,5,3,0,2
Lee,Pct. 203,President,,Write-in,NP,0,0,0,0
Lee,Pct. 301,President,,Write-in,NP,0,0,0,0
Lee,Pct. 302,President,,Write-in,NP,3,0,0,3
Lee,Pct. 303,President,,Write-in,NP,3,0,0,3
Lee,Pct. 304,President,,Write-in,NP,0,0,0,0
Lee,Pct. 401,President,,Write-in,NP,0,0,0,0
Lee,Pct. 402,President,,Write-in,NP,0,0,0,0
Lee,Pct. 403,President,,Write-in,NP,0,0,0,0
Lee,Pct. 404,President,,Write-in,NP,1,1,0,0
Lee,Pct. 405,President,,Write-in,NP,1,0,0,1
Lee,Pct. 101,U.S. Senate,,Ted Cruz,REP,575,367,25,183
Lee,Pct. 102,U.S. Senate,,Ted Cruz,REP,67,36,6,25
Lee,Pct. 103,U.S. Senate,,Ted Cruz,REP,105,54,6,45
Lee,Pct. 201,U.S. Senate,,Ted Cruz,REP,316,152,14,150
Lee,Pct. 202,U.S. Senate,,Ted Cruz,REP,728,470,32,226
Lee,Pct. 203,U.S. Senate,,Ted Cruz,REP,162,91,4,67
Lee,Pct. 301,U.S. Senate,,Ted Cruz,REP,62,13,1,48
Lee,Pct. 302,U.S. Senate,,Ted Cruz,REP,512,189,16,307
Lee,Pct. 303,U.S. Senate,,Ted Cruz,REP,419,149,23,247
Lee,Pct. 304,U.S. Senate,,Ted Cruz,REP,71,32,1,38
Lee,Pct. 401,U.S. Senate,,Ted Cruz,REP,228,81,7,140
Lee,Pct. 402,U.S. Senate,,Ted Cruz,REP,62,35,3,24
Lee,Pct. 403,U.S. Senate,,Ted Cruz,REP,137,60,2,75
Lee,Pct. 404,U.S. Senate,,Ted Cruz,REP,266,162,10,94
Lee,Pct. 405,U.S. Senate,,Ted Cruz,REP,227,83,6,138
Lee,Pct. 101,U.S. Senate,,Paul Sadler,DEM,303,187,110,6
Lee,Pct. 102,U.S. Senate,,Paul Sadler,DEM,98,55,43,0
Lee,Pct. 103,U.S. Senate,,Paul Sadler,DEM,45,20,25,0
Lee,Pct. 201,U.S. Senate,,Paul Sadler,DEM,59,19,36,4
Lee,Pct. 202,U.S. Senate,,Paul Sadler,DEM,234,136,73,25
Lee,Pct. 203,U.S. Senate,,Paul Sadler,DEM,55,24,30,1
Lee,Pct. 301,U.S. Senate,,Paul Sadler,DEM,19,1,16,2
Lee,Pct. 302,U.S. Senate,,Paul Sadler,DEM,253,58,189,6
Lee,Pct. 303,U.S. Senate,,Paul Sadler,DEM,189,52,127,10
Lee,Pct. 304,U.S. Senate,,Paul Sadler,DEM,51,20,30,1
Lee,Pct. 401,U.S. Senate,,Paul Sadler,DEM,143,51,92,0
Lee,Pct. 402,U.S. Senate,,Paul Sadler,DEM,61,16,45,0
Lee,Pct. 403,U.S. Senate,,Paul Sadler,DEM,53,19,32,2
Lee,Pct. 404,U.S. Senate,,Paul Sadler,DEM,182,115,64,3
Lee,Pct. 405,U.S. Senate,,Paul Sadler,DEM,85,26,59,0
Lee,Pct. 101,U.S. Senate,,John Jay Myers,LIB,16,9,0,7
Lee,Pct. 102,U.S. Senate,,John Jay Myers,LIB,5,1,0,4
Lee,Pct. 103,U.S. Senate,,John Jay Myers,LIB,2,1,0,1
Lee,Pct. 201,U.S. Senate,,John Jay Myers,LIB,8,5,0,3
Lee,Pct. 202,U.S. Senate,,John Jay Myers,LIB,13,5,3,5
Lee,Pct. 203,U.S. Senate,,John Jay Myers,LIB,2,1,0,1
Lee,Pct. 301,U.S. Senate,,John Jay Myers,LIB,4,0,0,4
Lee,Pct. 302,U.S. Senate,,John Jay Myers,LIB,25,12,1,12
Lee,Pct. 303,U.S. Senate,,John Jay Myers,LIB,22,1,4,17
Lee,Pct. 304,U.S. Senate,,John Jay Myers,LIB,1,0,0,1
Lee,Pct. 401,U.S. Senate,,John Jay Myers,LIB,7,2,2,3
Lee,Pct. 402,U.S. Senate,,John Jay Myers,LIB,2,1,0,1
Lee,Pct. 403,U.S. Senate,,John Jay Myers,LIB,3,0,0,3
Lee,Pct. 404,U.S. Senate,,John Jay Myers,LIB,8,2,0,6
Lee,Pct. 405,U.S. Senate,,John Jay Myers,LIB,7,2,0,5
Lee,Pct. 101,U.S. Senate,,David B. Collins,GRN,2,2,0,0
Lee,Pct. 102,U.S. Senate,,David B. Collins,GRN,1,0,0,1
Lee,Pct. 103,U.S. Senate,,David B. Collins,GRN,4,2,0,2
Lee,Pct. 201,U.S. Senate,,David B. Collins,GRN,4,2,0,2
Lee,Pct. 202,U.S. Senate,,David B. Collins,GRN,6,3,3,0
Lee,Pct. 203,U.S. Senate,,David B. Collins,GRN,2,1,0,1
Lee,Pct. 301,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Lee,Pct. 302,U.S. Senate,,David B. Collins,GRN,11,3,0,8
Lee,Pct. 303,U.S. Senate,,David B. Collins,GRN,8,1,0,7
Lee,Pct. 304,U.S. Senate,,David B. Collins,GRN,3,1,0,2
Lee,Pct. 401,U.S. Senate,,David B. Collins,GRN,2,0,0,2
Lee,Pct. 402,U.S. Senate,,David B. Collins,GRN,1,1,0,0
Lee,Pct. 403,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Lee,Pct. 404,U.S. Senate,,David B. Collins,GRN,2,1,0,1
Lee,Pct. 405,U.S. Senate,,David B. Collins,GRN,0,0,0,0
Lee,Pct. 101,U.S. House,10,Michael McCaul,REP,627,404,25,198
Lee,Pct. 102,U.S. House,10,Michael McCaul,REP,73,38,6,29
Lee,Pct. 103,U.S. House,10,Michael McCaul,REP,125,66,5,54
Lee,Pct. 201,U.S. House,10,Michael McCaul,REP,346,166,13,167
Lee,Pct. 202,U.S. House,10,Michael McCaul,REP,814,527,31,256
Lee,Pct. 203,U.S. House,10,Michael McCaul,REP,191,104,4,83
Lee,Pct. 304,U.S. House,10,Michael McCaul,REP,86,38,1,47
Lee,Pct. 401,U.S. House,10,Michael McCaul,REP,260,95,9,156
Lee,Pct. 402,U.S. House,10,Michael McCaul,REP,68,37,3,28
Lee,Pct. 403,U.S. House,10,Michael McCaul,REP,151,61,3,87
Lee,Pct. 404,U.S. House,10,Michael McCaul,REP,304,184,10,110
Lee,Pct. 101,U.S. House,10,Tawana W. Cadien,DEM,247,152,3,92
Lee,Pct. 102,U.S. House,10,Tawana W. Cadien,DEM,92,51,0,41
Lee,Pct. 103,U.S. House,10,Tawana W. Cadien,DEM,30,14,0,16
Lee,Pct. 201,U.S. House,10,Tawana W. Cadien,DEM,31,12,2,17
Lee,Pct. 202,U.S. House,10,Tawana W. Cadien,DEM,169,95,27,47
Lee,Pct. 203,U.S. House,10,Tawana W. Cadien,DEM,27,12,1,14
Lee,Pct. 304,U.S. House,10,Tawana W. Cadien,DEM,38,14,1,23
Lee,Pct. 401,U.S. House,10,Tawana W. Cadien,DEM,116,36,0,80
Lee,Pct. 402,U.S. House,10,Tawana W. Cadien,DEM,58,14,0,44
Lee,Pct. 403,U.S. House,10,Tawana W. Cadien,DEM,37,17,1,19
Lee,Pct. 404,U.S. House,10,Tawana W. Cadien,DEM,148,94,2,52
Lee,Pct. 101,U.S. House,10,Richard Priest,LIB,24,14,1,9
Lee,Pct. 102,U.S. House,10,Richard Priest,LIB,6,2,0,4
Lee,Pct. 103,U.S. House,10,Richard Priest,LIB,3,0,1,2
Lee,Pct. 201,U.S. House,10,Richard Priest,LIB,11,3,0,8
Lee,Pct. 202,U.S. House,10,Richard Priest,LIB,14,6,3,5
Lee,Pct. 203,U.S. House,10,Richard Priest,LIB,4,2,0,2
Lee,Pct. 304,U.S. House,10,Richard Priest,LIB,2,1,0,1
Lee,Pct. 401,U.S. House,10,Richard Priest,LIB,5,1,0,4
Lee,Pct. 402,U.S. House,10,Richard Priest,LIB,3,2,0,1
Lee,Pct. 403,U.S. House,10,Richard Priest,LIB,5,1,0,4
Lee,Pct. 404,U.S. House,10,Richard Priest,LIB,3,0,0,3
Lee,Pct. 301,U.S. House,17,Bill Flores,REP,67,13,1,53
Lee,Pct. 302,U.S. House,17,Bill Flores,REP,555,197,16,342
Lee,Pct. 303,U.S. House,17,Bill Flores,REP,433,148,21,264
Lee,Pct. 405,U.S. House,17,Bill Flores,REP,237,85,6,146
Lee,Pct. 301,U.S. House,17,Ben Easton,LIB,9,0,0,9
Lee,Pct. 302,U.S. House,17,Ben Easton,LIB,121,28,3,90
Lee,Pct. 303,U.S. House,17,Ben Easton,LIB,115,31,6,78
Lee,Pct. 405,U.S. House,17,Ben Easton,LIB,46,16,0,30
Lee,Pct. 101,Railroad Commissioner,,Christi Craddick,REP,555,353,23,179
Lee,Pct. 102,Railroad Commissioner,,Christi Craddick,REP,66,35,6,25
Lee,Pct. 103,Railroad Commissioner,,Christi Craddick,REP,105,53,5,47
Lee,Pct. 201,Railroad Commissioner,,Christi Craddick,REP,311,149,14,148
Lee,Pct. 202,Railroad Commissioner,,Christi Craddick,REP,712,460,28,224
Lee,Pct. 203,Railroad Commissioner,,Christi Craddick,REP,157,93,4,60
Lee,Pct. 301,Railroad Commissioner,,Christi Craddick,REP,66,13,1,52
Lee,Pct. 302,Railroad Commissioner,,Christi Craddick,REP,529,190,19,320
Lee,Pct. 303,Railroad Commissioner,,Christi Craddick,REP,424,149,25,250
Lee,Pct. 304,Railroad Commissioner,,Christi Craddick,REP,72,34,1,37
Lee,Pct. 401,Railroad Commissioner,,Christi Craddick,REP,224,78,8,138
Lee,Pct. 402,Railroad Commissioner,,Christi Craddick,REP,60,33,3,24
Lee,Pct. 403,Railroad Commissioner,,Christi Craddick,REP,137,55,2,80
Lee,Pct. 404,Railroad Commissioner,,Christi Craddick,REP,262,156,10,96
Lee,Pct. 405,Railroad Commissioner,,Christi Craddick,REP,225,84,5,136
Lee,Pct. 101,Railroad Commissioner,,Dale Henry,DEM,289,185,6,98
Lee,Pct. 102,Railroad Commissioner,,Dale Henry,DEM,98,56,0,42
Lee,Pct. 103,Railroad Commissioner,,Dale Henry,DEM,42,19,1,22
Lee,Pct. 201,Railroad Commissioner,,Dale Henry,DEM,44,16,3,25
Lee,Pct. 202,Railroad Commissioner,,Dale Henry,DEM,210,123,26,61
Lee,Pct. 203,Railroad Commissioner,,Dale Henry,DEM,46,17,0,29
Lee,Pct. 301,Railroad Commissioner,,Dale Henry,DEM,16,1,2,13
Lee,Pct. 302,Railroad Commissioner,,Dale Henry,DEM,211,49,4,158
Lee,Pct. 303,Railroad Commissioner,,Dale Henry,DEM,153,44,6,103
Lee,Pct. 304,Railroad Commissioner,,Dale Henry,DEM,45,15,1,29
Lee,Pct. 401,Railroad Commissioner,,Dale Henry,DEM,126,42,0,84
Lee,Pct. 402,Railroad Commissioner,,Dale Henry,DEM,60,16,0,44
Lee,Pct. 403,Railroad Commissioner,,Dale Henry,DEM,44,22,2,20
Lee,Pct. 404,Railroad Commissioner,,Dale Henry,DEM,168,104,2,62
Lee,Pct. 405,Railroad Commissioner,,Dale Henry,DEM,79,25,1,53
Lee,Pct. 101,Railroad Commissioner,,Vivekananda Wall,LIB,11,4,0,7
Lee,Pct. 102,Railroad Commissioner,,Vivekananda Wall,LIB,5,1,0,4
Lee,Pct. 103,Railroad Commissioner,,Vivekananda Wall,LIB,2,2,0,0
Lee,Pct. 201,Railroad Commissioner,,Vivekananda Wall,LIB,8,4,0,4
Lee,Pct. 202,Railroad Commissioner,,Vivekananda Wall,LIB,9,2,1,6
Lee,Pct. 203,Railroad Commissioner,,Vivekananda Wall,LIB,1,0,0,1
Lee,Pct. 301,Railroad Commissioner,,Vivekananda Wall,LIB,2,0,0,2
Lee,Pct. 302,Railroad Commissioner,,Vivekananda Wall,LIB,23,11,0,12
Lee,Pct. 303,Railroad Commissioner,,Vivekananda Wall,LIB,25,3,3,19
Lee,Pct. 304,Railroad Commissioner,,Vivekananda Wall,LIB,1,0,0,1
Lee,Pct. 401,Railroad Commissioner,,Vivekananda Wall,LIB,5,2,1,2
Lee,Pct. 402,Railroad Commissioner,,Vivekananda Wall,LIB,2,1,0,1
Lee,Pct. 403,Railroad Commissioner,,Vivekananda Wall,LIB,5,0,0,5
Lee,Pct. 404,Railroad Commissioner,,Vivekananda Wall,LIB,3,1,0,2
Lee,Pct. 405,Railroad Commissioner,,Vivekananda Wall,LIB,5,1,0,4
Lee,Pct. 101,Railroad Commissioner,,Chris Kennedy,GRN,19,13,0,6
Lee,Pct. 102,Railroad Commissioner,,Chris Kennedy,GRN,1,0,0,1
Lee,Pct. 103,Railroad Commissioner,,Chris Kennedy,GRN,2,1,0,1
Lee,Pct. 201,Railroad Commissioner,,Chris Kennedy,GRN,8,5,0,3
Lee,Pct. 202,Railroad Commissioner,,Chris Kennedy,GRN,15,5,5,5
Lee,Pct. 203,Railroad Commissioner,,Chris Kennedy,GRN,6,2,1,3
Lee,Pct. 301,Railroad Commissioner,,Chris Kennedy,GRN,0,0,0,0
Lee,Pct. 302,Railroad Commissioner,,Chris Kennedy,GRN,25,7,0,18
Lee,Pct. 303,Railroad Commissioner,,Chris Kennedy,GRN,23,5,0,18
Lee,Pct. 304,Railroad Commissioner,,Chris Kennedy,GRN,3,2,0,1
Lee,Pct. 401,Railroad Commissioner,,Chris Kennedy,GRN,6,2,0,4
Lee,Pct. 402,Railroad Commissioner,,Chris Kennedy,GRN,4,2,0,2
Lee,Pct. 403,Railroad Commissioner,,Chris Kennedy,GRN,3,1,0,2
Lee,Pct. 404,Railroad Commissioner,,Chris Kennedy,GRN,11,9,0,2
Lee,Pct. 405,Railroad Commissioner,,Chris Kennedy,GRN,8,2,0,6
Lee,Pct. 101,Railroad Commissioner,unexpired,Barry Smitherman,REP,568,366,22,180
Lee,Pct. 102,Railroad Commissioner,unexpired,Barry Smitherman,REP,71,39,6,26
Lee,Pct. 103,Railroad Commissioner,unexpired,Barry Smitherman,REP,113,57,5,51
Lee,Pct. 201,Railroad Commissioner,unexpired,Barry Smitherman,REP,321,153,16,152
Lee,Pct. 202,Railroad Commissioner,unexpired,Barry Smitherman,REP,750,487,31,232
Lee,Pct. 203,Railroad Commissioner,unexpired,Barry Smitherman,REP,171,97,4,70
Lee,Pct. 301,Railroad Commissioner,unexpired,Barry Smitherman,REP,66,13,1,52
Lee,Pct. 302,Railroad Commissioner,unexpired,Barry Smitherman,REP,558,201,19,338
Lee,Pct. 303,Railroad Commissioner,unexpired,Barry Smitherman,REP,442,148,27,267
Lee,Pct. 304,Railroad Commissioner,unexpired,Barry Smitherman,REP,80,39,1,40
Lee,Pct. 401,Railroad Commissioner,unexpired,Barry Smitherman,REP,232,85,9,138
Lee,Pct. 402,Railroad Commissioner,unexpired,Barry Smitherman,REP,64,36,3,25
Lee,Pct. 403,Railroad Commissioner,unexpired,Barry Smitherman,REP,143,59,2,82
Lee,Pct. 404,Railroad Commissioner,unexpired,Barry Smitherman,REP,285,167,10,108
Lee,Pct. 405,Railroad Commissioner,unexpired,Barry Smitherman,REP,236,85,6,145
Lee,Pct. 101,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,122,67,1,54
Lee,Pct. 102,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,22,12,0,10
Lee,Pct. 103,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,15,8,0,7
Lee,Pct. 201,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,26,12,1,13
Lee,Pct. 202,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,85,44,11,30
Lee,Pct. 203,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,9,3,0,6
Lee,Pct. 301,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,4,0,0,4
Lee,Pct. 302,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,93,16,0,77
Lee,Pct. 303,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,72,22,4,46
Lee,Pct. 304,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,14,5,1,8
Lee,Pct. 401,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,36,9,0,27
Lee,Pct. 402,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,11,9,0,2
Lee,Pct. 403,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,18,9,0,9
Lee,Pct. 404,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,60,36,0,24
Lee,Pct. 405,Railroad Commissioner,unexpired,Jaime O. Perez,LIB,29,8,0,21
Lee,Pct. 101,Railroad Commissioner,unexpired,Josh Wendel,GRN,25,13,0,12
Lee,Pct. 102,Railroad Commissioner,unexpired,Josh Wendel,GRN,4,3,0,1
Lee,Pct. 103,Railroad Commissioner,unexpired,Josh Wendel,GRN,4,2,0,2
Lee,Pct. 201,Railroad Commissioner,unexpired,Josh Wendel,GRN,9,4,0,5
Lee,Pct. 202,Railroad Commissioner,unexpired,Josh Wendel,GRN,32,13,8,11
Lee,Pct. 203,Railroad Commissioner,unexpired,Josh Wendel,GRN,15,7,1,7
Lee,Pct. 301,Railroad Commissioner,unexpired,Josh Wendel,GRN,5,1,0,4
Lee,Pct. 302,Railroad Commissioner,unexpired,Josh Wendel,GRN,45,11,1,33
Lee,Pct. 303,Railroad Commissioner,unexpired,Josh Wendel,GRN,53,12,1,40
Lee,Pct. 304,Railroad Commissioner,unexpired,Josh Wendel,GRN,11,4,0,7
Lee,Pct. 401,Railroad Commissioner,unexpired,Josh Wendel,GRN,15,5,0,10
Lee,Pct. 402,Railroad Commissioner,unexpired,Josh Wendel,GRN,5,0,0,5
Lee,Pct. 403,Railroad Commissioner,unexpired,Josh Wendel,GRN,5,1,0,4
Lee,Pct. 404,Railroad Commissioner,unexpired,Josh Wendel,GRN,15,8,1,6
Lee,Pct. 405,Railroad Commissioner,unexpired,Josh Wendel,GRN,19,7,0,12
Lee,Pct. 101,State Senate,18,Glenn Hegar,REP,605,394,16,195
Lee,Pct. 102,State Senate,18,Glenn Hegar,REP,73,36,6,31
Lee,Pct. 103,State Senate,18,Glenn Hegar,REP,114,58,5,51
Lee,Pct. 201,State Senate,18,Glenn Hegar,REP,336,162,15,159
Lee,Pct. 202,State Senate,18,Glenn Hegar,REP,770,487,35,248
Lee,Pct. 203,State Senate,18,Glenn Hegar,REP,169,93,4,72
Lee,Pct. 301,State Senate,18,Glenn Hegar,REP,71,12,1,58
Lee,Pct. 302,State Senate,18,Glenn Hegar,REP,582,197,18,367
Lee,Pct. 303,State Senate,18,Glenn Hegar,REP,474,156,23,295
Lee,Pct. 304,State Senate,18,Glenn Hegar,REP,77,37,1,39
Lee,Pct. 401,State Senate,18,Glenn Hegar,REP,240,83,9,148
Lee,Pct. 402,State Senate,18,Glenn Hegar,REP,60,32,2,26
Lee,Pct. 403,State Senate,18,Glenn Hegar,REP,147,61,2,84
Lee,Pct. 404,State Senate,18,Glenn Hegar,REP,318,189,10,119
Lee,Pct. 405,State Senate,18,Glenn Hegar,REP,242,86,6,150
Lee,Pct. 101,State House,17,Tim Kleinschmidt,REP,667,426,22,219
Lee,Pct. 102,State House,10,Tim Kleinschmidt,REP,80,41,6,33
Lee,Pct. 103,State House,10,Tim Kleinschmidt,REP,137,69,6,62
Lee,Pct. 201,State House,10,Tim Kleinschmidt,REP,357,170,14,173
