county,precinct,office,district,candidate,party,votes,early_voting,election_day,provisional,
Mitchell,PRECINCT 1,U.S. Senate,,John Jay Myers,LIB,13,9,4,0,0
Mitchell,PRECINCT 2,U.S. Senate,,John Jay Myers,LIB,2,1,1,0,0
Mitchell,PRECINCT 025,U.S. Senate,,John Jay Myers,LIB,4,2,2,0,0
Mitchell,PRECINCT 3,U.S. Senate,,John Jay Myers,LIB,24,10,14,0,0
Mitchell,PRECINCT 4,U.S. Senate,,John Jay Myers,LIB,5,2,3,0,0
Mitchell,PRECINCT 046,U.S. Senate,,John Jay Myers,LIB,3,2,1,0,0
Mitchell,PRECINCT 1,U.S. Senate,,David B. Collins,GRN,9,5,4,0,0
Mitchell,PRECINCT 2,U.S. Senate,,David B. Collins,GRN,0,0,0,0,0
Mitchell,PRECINCT 025,U.S. Senate,,David B. Collins,GRN,1,0,1,0,0
Mitchell,PRECINCT 3,U.S. Senate,,David B. Collins,GRN,3,3,0,0,0
Mitchell,PRECINCT 4,U.S. Senate,,David B. Collins,GRN,1,0,1,0,0
Mitchell,PRECINCT 046,U.S. Senate,,David B. Collins,GRN,3,1,2,0,0
Mitchell,PRECINCT 1,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 2,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 025,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 3,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 4,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 046,U.S. Senate,,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 1,U.S. Senate,,UNDER VOTES,,22,15,7,0,0
Mitchell,PRECINCT 2,U.S. Senate,,UNDER VOTES,,10,0,10,0,0
Mitchell,PRECINCT 025,U.S. Senate,,UNDER VOTES,,16,5,11,0,0
Mitchell,PRECINCT 3,U.S. Senate,,UNDER VOTES,,29,15,14,0,0
Mitchell,PRECINCT 4,U.S. Senate,,UNDER VOTES,,22,7,15,0,0
Mitchell,PRECINCT 046,U.S. Senate,,UNDER VOTES,,12,6,6,0,0
Mitchell,PRECINCT 1,U.S. House,11,Mike Conaway,REP,453,307,146,0,0
Mitchell,PRECINCT 2,U.S. House,11,Mike Conaway,REP,146,38,107,1,0
Mitchell,PRECINCT 025,U.S. House,11,Mike Conaway,REP,206,128,78,0,0
Mitchell,PRECINCT 3,U.S. House,11,Mike Conaway,REP,406,265,141,0,0
Mitchell,PRECINCT 4,U.S. House,11,Mike Conaway,REP,245,104,140,1,0
Mitchell,PRECINCT 046,U.S. House,11,Mike Conaway,REP,225,153,72,0,0
Mitchell,PRECINCT 1,U.S. House,11,Jim Riley,DEM,105,61,44,0,0
Mitchell,PRECINCT 2,U.S. House,11,Jim Riley,DEM,14,2,12,0,0
Mitchell,PRECINCT 025,U.S. House,11,Jim Riley,DEM,93,57,36,0,0
Mitchell,PRECINCT 3,U.S. House,11,Jim Riley,DEM,129,70,59,0,0
Mitchell,PRECINCT 4,U.S. House,11,Jim Riley,DEM,88,24,64,0,0
Mitchell,PRECINCT 046,U.S. House,11,Jim Riley,DEM,57,35,20,0,2
Mitchell,PRECINCT 1,U.S. House,11,Scott J. Ballard,LIB,15,9,6,0,0
Mitchell,PRECINCT 2,U.S. House,11,Scott J. Ballard,LIB,2,1,1,0,0
Mitchell,PRECINCT 025,U.S. House,11,Scott J. Ballard,LIB,11,5,6,0,0
Mitchell,PRECINCT 3,U.S. House,11,Scott J. Ballard,LIB,17,7,10,0,0
Mitchell,PRECINCT 4,U.S. House,11,Scott J. Ballard,LIB,11,5,6,0,0
Mitchell,PRECINCT 046,U.S. House,11,Scott J. Ballard,LIB,5,2,3,0,0
Mitchell,PRECINCT 1,U.S. House,11,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 2,U.S. House,11,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 025,U.S. House,11,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 3,U.S. House,11,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 4,U.S. House,11,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 046,U.S. House,11,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 1,U.S. House,11,UNDER VOTES,,24,17,7,0,0
Mitchell,PRECINCT 2,U.S. House,11,UNDER VOTES,,12,0,12,0,0
Mitchell,PRECINCT 025,U.S. House,11,UNDER VOTES,,20,7,13,0,0
Mitchell,PRECINCT 3,U.S. House,11,UNDER VOTES,,29,17,12,0,0
Mitchell,PRECINCT 4,U.S. House,11,UNDER VOTES,,21,8,13,0,0
Mitchell,PRECINCT 046,U.S. House,11,UNDER VOTES,,12,8,4,0,0
Mitchell,PRECINCT 1,Railroad Commissioner,,Christi Craddick,REP,401,265,136,0,0
Mitchell,PRECINCT 2,Railroad Commissioner,,Christi Craddick,REP,137,37,99,1,0
Mitchell,PRECINCT 025,Railroad Commissioner,,Christi Craddick,REP,190,122,68,0,0
Mitchell,PRECINCT 3,Railroad Commissioner,,Christi Craddick,REP,358,238,120,0,0
Mitchell,PRECINCT 4,Railroad Commissioner,,Christi Craddick,REP,221,97,123,1,0
Mitchell,PRECINCT 046,Railroad Commissioner,,Christi Craddick,REP,191,134,57,0,0
Mitchell,PRECINCT 1,Railroad Commissioner,,Dale Henry,DEM,129,80,49,0,0
Mitchell,PRECINCT 2,Railroad Commissioner,,Dale Henry,DEM,20,2,18,0,0
Mitchell,PRECINCT 025,Railroad Commissioner,,Dale Henry,DEM,101,61,40,0,0
Mitchell,PRECINCT 3,Railroad Commissioner,,Dale Henry,DEM,145,76,69,0,0
Mitchell,PRECINCT 4,Railroad Commissioner,,Dale Henry,DEM,96,24,72,0,0
Mitchell,PRECINCT 046,Railroad Commissioner,,Dale Henry,DEM,74,46,26,0,2
Mitchell,PRECINCT 1,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,6,4,2,0,0
Mitchell,PRECINCT 2,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,1,0,1,0,0
Mitchell,PRECINCT 025,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,8,3,5,0,0
Mitchell,PRECINCT 3,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,17,10,7,0,0
Mitchell,PRECINCT 4,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,6,2,4,0,0
Mitchell,PRECINCT 046,Railroad Commissioner,,Vivekananda (Vik) Wall,LIB,3,1,2,0,0
Mitchell,PRECINCT 1,Railroad Commissioner,,Chris Kennedy,GRN,13,7,6,0,0
Mitchell,PRECINCT 2,Railroad Commissioner,,Chris Kennedy,GRN,3,2,1,0,0
Mitchell,PRECINCT 025,Railroad Commissioner,,Chris Kennedy,GRN,2,0,2,0,0
Mitchell,PRECINCT 3,Railroad Commissioner,,Chris Kennedy,GRN,15,9,6,0,0
Mitchell,PRECINCT 4,Railroad Commissioner,,Chris Kennedy,GRN,10,4,6,0,0
Mitchell,PRECINCT 046,Railroad Commissioner,,Chris Kennedy,GRN,9,4,5,0,0
Mitchell,PRECINCT 1,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 2,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 025,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 3,Railroad Commissioner,,OVER VOTES,,1,1,0,0,0
Mitchell,PRECINCT 4,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 046,Railroad Commissioner,,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 1,Railroad Commissioner,,UNDER VOTES,,48,38,10,0,0
Mitchell,PRECINCT 2,Railroad Commissioner,,UNDER VOTES,,13,0,13,0,0
Mitchell,PRECINCT 025,Railroad Commissioner,,UNDER VOTES,,29,11,18,0,0
Mitchell,PRECINCT 3,Railroad Commissioner,,UNDER VOTES,,45,25,20,0,0
Mitchell,PRECINCT 4,Railroad Commissioner,,UNDER VOTES,,32,14,18,0,0
Mitchell,PRECINCT 046,Railroad Commissioner,,UNDER VOTES,,22,13,9,0,0
Mitchell,PRECINCT 1,Railroad Commissioner,Unexpired,Barry Smitherman,REP,412,273,139,0,0
Mitchell,PRECINCT 2,Railroad Commissioner,Unexpired,Barry Smitherman,REP,143,39,103,1,0
Mitchell,PRECINCT 025,Railroad Commissioner,Unexpired,Barry Smitherman,REP,197,129,68,0,0
Mitchell,PRECINCT 3,Railroad Commissioner,Unexpired,Barry Smitherman,REP,375,247,128,0,0
Mitchell,PRECINCT 4,Railroad Commissioner,Unexpired,Barry Smitherman,REP,214,98,115,1,0
Mitchell,PRECINCT 046,Railroad Commissioner,Unexpired,Barry Smitherman,REP,201,142,59,0,0
Mitchell,PRECINCT 1,Railroad Commissioner,Unexpired,Jaime O. Perez,LIB,72,41,31,0,0
Mitchell,PRECINCT 2,Railroad Commissioner,Unexpired,Jaime O. Perez,LIB,9,1,8,0,0
Mitchell,PRECINCT 025,Railroad Commissioner,Unexpired,Jaime O. Perez,LIB,46,31,15,0,0
Mitchell,PRECINCT 3,Railroad Commissioner,Unexpired,Jaime O. Perez,LIB,77,39,38,0,0
Mitchell,PRECINCT 4,Railroad Commissioner,Unexpired,Jaime O. Perez,LIB,62,17,45,0,0
Mitchell,PRECINCT 046,Railroad Commissioner,Unexpired,Jaime O. Perez,LIB,31,17,14,0,0
Mitchell,PRECINCT 1,Railroad Commissioner,Unexpired,Josh Wendel,GRN,27,18,9,0,0
Mitchell,PRECINCT 2,Railroad Commissioner,Unexpired,Josh Wendel,GRN,2,0,2,0,0
Mitchell,PRECINCT 025,Railroad Commissioner,Unexpired,Josh Wendel,GRN,9,5,4,0,0
Mitchell,PRECINCT 3,Railroad Commissioner,Unexpired,Josh Wendel,GRN,20,13,7,0,0
Mitchell,PRECINCT 4,Railroad Commissioner,Unexpired,Josh Wendel,GRN,17,0,17,0,0
Mitchell,PRECINCT 046,Railroad Commissioner,Unexpired,Josh Wendel,GRN,13,5,7,0,1
Mitchell,PRECINCT 1,Railroad Commissioner,Unexpired,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 2,Railroad Commissioner,Unexpired,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 025,Railroad Commissioner,Unexpired,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 3,Railroad Commissioner,Unexpired,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 4,Railroad Commissioner,Unexpired,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 046,Railroad Commissioner,Unexpired,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 1,Railroad Commissioner,Unexpired,UNDER VOTES,,86,62,24,0,0
Mitchell,PRECINCT 2,Railroad Commissioner,Unexpired,UNDER VOTES,,20,1,19,0,0
Mitchell,PRECINCT 025,Railroad Commissioner,Unexpired,UNDER VOTES,,78,32,46,0,0
Mitchell,PRECINCT 3,Railroad Commissioner,Unexpired,UNDER VOTES,,109,60,49,0,0
Mitchell,PRECINCT 4,Railroad Commissioner,Unexpired,UNDER VOTES,,72,26,46,0,0
Mitchell,PRECINCT 046,Railroad Commissioner,Unexpired,UNDER VOTES,,54,34,19,0,1
Mitchell,PRECINCT 1,State Senate,28,Robert Duncan,REP,446,294,152,0,0
Mitchell,PRECINCT 2,State Senate,28,Robert Duncan,REP,146,39,106,1,0
Mitchell,PRECINCT 025,State Senate,28,Robert Duncan,REP,213,139,74,0,0
Mitchell,PRECINCT 3,State Senate,28,Robert Duncan,REP,394,258,136,0,0
Mitchell,PRECINCT 4,State Senate,28,Robert Duncan,REP,242,104,137,1,0
Mitchell,PRECINCT 046,State Senate,28,Robert Duncan,REP,218,153,65,0,0
Mitchell,PRECINCT 1,State Senate,28,Smitty Smith,LIB,71,44,27,0,0
Mitchell,PRECINCT 2,State Senate,28,Smitty Smith,LIB,9,0,9,0,0
Mitchell,PRECINCT 025,State Senate,28,Smitty Smith,LIB,43,27,16,0,0
Mitchell,PRECINCT 3,State Senate,28,Smitty Smith,LIB,79,44,35,0,0
Mitchell,PRECINCT 4,State Senate,28,Smitty Smith,LIB,55,14,41,0,0
Mitchell,PRECINCT 046,State Senate,28,Smitty Smith,LIB,30,15,15,0,0
Mitchell,PRECINCT 1,State Senate,28,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 2,State Senate,28,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 025,State Senate,28,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 3,State Senate,28,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 4,State Senate,28,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 046,State Senate,28,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 1,State Senate,28,UNDER VOTES,,80,56,24,0,0
Mitchell,PRECINCT 2,State Senate,28,UNDER VOTES,,19,2,17,0,0
Mitchell,PRECINCT 025,State Senate,28,UNDER VOTES,,74,31,43,0,0
Mitchell,PRECINCT 3,State Senate,28,UNDER VOTES,,108,57,51,0,0
Mitchell,PRECINCT 4,State Senate,28,UNDER VOTES,,68,23,45,0,0
Mitchell,PRECINCT 046,State Senate,28,UNDER VOTES,,51,30,19,0,2
Mitchell,PRECINCT 1,State Representative,83,Charles Perry,REP,480,316,164,0,0
Mitchell,PRECINCT 2,State Representative,83,Charles Perry,REP,148,39,108,1,0
Mitchell,PRECINCT 025,State Representative,83,Charles Perry,REP,235,154,81,0,0
Mitchell,PRECINCT 3,State Representative,83,Charles Perry,REP,434,278,156,0,0
Mitchell,PRECINCT 4,State Representative,83,Charles Perry,REP,267,112,154,1,0
Mitchell,PRECINCT 046,State Representative,83,Charles Perry,REP,226,155,71,0,0
Mitchell,PRECINCT 1,State Representative,83,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 2,State Representative,83,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 025,State Representative,83,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 3,State Representative,83,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 4,State Representative,83,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 046,State Representative,83,OVER VOTES,,0,0,0,0,0
Mitchell,PRECINCT 1,State Representative,83,UNDER VOTES,,117,78,39,0,0
Mitchell,PRECINCT 2,State Representative,83,UNDER VOTES,,26,2,24,0,0
Mitchell,PRECINCT 025,State Representative,83,UNDER VOTES,,95,43,52,0,0
Mitchell,PRECINCT 3,State Representative,83,UNDER VOTES,,147,81,66,0,0
Mitchell,PRECINCT 4,State Representative,83,UNDER VOTES,,98,29,69,0,0
Mitchell,PRECINCT 046,State Representative,83,UNDER VOTES,,73,43,28,0,2
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
