county,precinct,office,district,candidate,party,early_voting,election_day,mail,provisional,votes
Wilson,Box 416,President/V President,,Stein/Honkala,GRN,1,2,0,0,3
Wilson,Box 416,President/V President,,Write-in 50,NP,2,2,0,0,4
Wilson,Box 416,US Senator,,Ted Cruz,REP,559,325,47,1,932
Wilson,Box 416,US Senator,,Paul Sadler,DEM,223,149,12,0,384
Wilson,Box 416,US Senator,,John Jay Myers,LIB,16,19,1,0,36
Wilson,Box 416,US Senator,,David B. Collins,GRN,4,3,0,0,7
Wilson,Box 416,US Representative D28,,William R. Hayward,REP,498,283,43,0,824
Wilson,Box 416,US Representative D28,,Henry Cuellar,DEM,287,184,15,0,486
Wilson,Box 416,US Representative D28,,Patrick Hisel,LIB,14,27,0,1,42
Wilson,Box 416,US Representative D28,,Michael D. Cary,GRN,4,3,0,0,7
Wilson,Box 416,Railroad Comm,,Christi Craddick,REP,568,319,47,0,934
Wilson,Box 416,Railroad Comm,,Dale Henry,DEM,196,142,7,0,345
Wilson,Box 416,Railroad Comm,,Vivekananda Wall,LIB,14,16,0,1,31
Wilson,Box 416,Railroad Comm,,Chris Kennedy,GRN,13,9,3,0,25
Wilson,Box 416,Railroad Comm-Unexp,,Barry Smitherman,REP,562,323,46,0,931
Wilson,Box 416,Railroad Comm-Unexp,,Jaime O. Perez,LIB,114,89,4,1,208
Wilson,Box 416,Railroad Comm-Unexp,,Josh Wendel,GRN,25,23,3,0,51
Wilson,Box 416,Justice Supreme Court 2,,Don Willett,REP,594,340,50,1,985
Wilson,Box 416,Justice Supreme Court 2,,RS Roberto Koelsch,LIB,98,88,3,0,189
Wilson,Box 416,Justice Supreme Court 4,,John Devine,REP,585,327,48,1,961
Wilson,Box 416,Justice Supreme Court 4,,Tom Oxford,LIB,91,84,3,0,178
Wilson,Box 416,Justice Supreme Court 4,,Charles E. Waterbury,GRN,20,25,2,0,47
Wilson,Box 416,Justice Supreme Court 6,,Nathan Hecht,REP,515,287,46,1,849
Wilson,Box 416,Justice Supreme Court 6,,Michele Petty,DEM,232,160,8,0,400
Wilson,Box 416,Justice Supreme Court 6,,Mark Ash,LIB,21,26,3,0,50
Wilson,Box 416,Justice Supreme Court 6,,Jim Chisholm,GRN,9,11,1,0,21
Wilson,Box 416,"Criminal Appeals Judge, Presiding",,Sharon Keller,REP,554,310,47,0,911
Wilson,Box 416,"Criminal Appeals Judge, Presiding",,Keith Hampton,DEM,209,146,8,0,363
Wilson,Box 416,"Criminal Appeals Judge, Presiding",,Lance Stott,LIB,19,31,2,1,53
Wilson,Box 416,Criminal Appeals Judge 7,,B. Parker Hervey,REP,591,339,48,0,978
Wilson,Box 416,Criminal Appeals Judge 7,,Mark W. Bennett,LIB,101,96,5,1,203
Wilson,Box 416,Criminal Appeals Judge 8,,Elsa Alcala,REP,580,331,45,0,956
Wilson,Box 416,Criminal Appeals Judge 8,,"William Strange, III",LIB,111,101,8,1,221
Wilson,Box 416,State Bd Educ 3,,David M. Williams,REP,539,316,47,0,902
Wilson,Box 416,State Bd Educ 3,,Marisa B. Perez,DEM,247,168,10,1,426
Wilson,Box 416,"State Senator, D21",,Grant Rostig,REP,466,256,37,0,759
Wilson,Box 416,"State Senator, D21",,Judith Zaffirini,DEM,314,221,19,0,554
Wilson,Box 416,"State Senator, D21",,Joseph Morse,LIB,16,19,2,1,38
Wilson,Box 416,"State Representative, D44",,John Kuempel,REP,634,387,51,1,1073
Wilson,Box 416,"Justice, 4th Court Appeals 2",,Marialyn Barnard,REP,571,333,51,1,956
Wilson,Box 416,"Justice, 4th Court Appeals 2",,Baldemar Garza,DEM,214,150,7,0,371
Wilson,Box 416,"Justice, 4th Court Appeals 3",,Rebecca Simmons,REP,562,325,48,1,936
Wilson,Box 416,"Justice, 4th Court Appeals 3",,Patricia Alvarez,DEM,228,160,10,0,398
Wilson,Box 416,"Justice, 4th Court Appeals 4",,Steve Hilbig,REP,542,323,45,1,911
Wilson,Box 416,"Justice, 4th Court Appeals 4",,Luz Elena Chapa,DEM,250,165,12,0,427
Wilson,Box 416,"Justice, 4th Court Appeals 5",,Karen Angelini,REP,577,343,46,1,967
Wilson,Box 416,"Justice, 4th Court Appeals 5",,David D. Towler,DEM,211,141,12,0,364
Wilson,Box 416,"Justice, 4th Court Appeals 7",,Phylis J. Speedlin,REP,551,316,47,1,915
Wilson,Box 416,"Justice, 4th Court Appeals 7",,Rebeca C. Martinez,DEM,237,170,11,0,418
Wilson,Box 416,"District Attorney, D81",,RenÈ M. PeÒa,DEM,451,294,27,1,773
Wilson,Box 416,Sheriff,,Chris Burchell,REP,400,261,31,0,692
Wilson,Box 416,Sheriff,,"Joe D. Tackitt, Jr.",DEM,395,235,28,1,659
Wilson,Box 416,County Attorney,,Daynah Fallwell,REP,631,383,50,1,1065
Wilson,Box 416,County Tax Assessor-Collector,,Anna D. Gonzales,DEM,488,308,27,1,824
Wilson,Box 416,"Constable, Pct 4",,Galen Jansky,REP,632,391,50,1,1074
Wilson,CODE 1 - RURAL AREA,Proposed ESD #3,,FOR,NP,528,595,50,1,1174
Wilson,CODE 1 - RURAL AREA,Proposed ESD #3,,AGAINST,NP,251,192,20,0,463
Wilson,CODE 2 - CITY OF STOCKDALE,Proposed ESD #3,,FOR,NP,99,173,13,0,285
Wilson,CODE 2 - CITY OF STOCKDALE,Proposed ESD #3,,AGAINST,NP,20,46,2,0,68
Wilson,CODE 3 - ETJ OF STOCKDALE,Proposed ESD #3,,FOR,NP,23,4,0,0,27
Wilson,CODE 3 - ETJ OF STOCKDALE,Proposed ESD #3,,AGAINST,NP,2,4,0,0,6
Wilson,CODE 4 - CITY OF NIXON,Proposed ESD #3,,FOR,NP,0,0,0,0,0
Wilson,CODE 4 - CITY OF NIXON,Proposed ESD #3,,AGAINST,NP,0,0,0,0,0
Wilson,CODE 5 - ETJ OF NIXON,Proposed ESD #3,,FOR,NP,0,0,0,0,0
Wilson,CODE 5 - ETJ OF NIXON,Proposed ESD #3,,AGAINST,NP,1,0,0,0,1
