county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,,,,,
Comal,404,,,Libertarian,Straight Party,35,1,19,15,,,,,
Comal,405,,,Libertarian,Straight Party,25,0,13,12,,,,,
Comal,406,,,Libertarian,Straight Party,17,1,7,9,,,,,
Comal,Total,,,Libertarian,Straight Party,474,21,272,181,,,,,
Comal,101,,,Green,Straight Party,6,0,0,6,,,,,
Comal,102,,,Green,Straight Party,1,0,1,0,,,,,
Comal,103,,,Green,Straight Party,1,0,0,1,,,,,
Comal,104,,,Green,Straight Party,3,0,0,3,,,,,
Comal,105,,,Green,Straight Party,11,1,6,4,,,,,
Comal,106,,,Green,Straight Party,4,0,4,0,,,,,
Comal,201,,,Green,Straight Party,11,0,5,6,,,,,
Comal,202,,,Green,Straight Party,2,0,1,1,,,,,
Comal,203,,,Green,Straight Party,7,0,3,4,,,,,
Comal,204,,,Green,Straight Party,5,0,4,1,,,,,
Comal,205,,,Green,Straight Party,10,0,7,3,,,,,
Comal,206,,,Green,Straight Party,4,0,3,1,,,,,
Comal,301,,,Green,Straight Party,7,0,3,4,,,,,
Comal,302,,,Green,Straight Party,5,0,2,3,,,,,
Comal,303,,,Green,Straight Party,1,0,0,1,,,,,
Comal,304,,,Green,Straight Party,7,0,6,1,,,,,
Comal,305,,,Green,Straight Party,11,0,5,6,,,,,
Comal,401,,,Green,Straight Party,5,0,4,1,,,,,
Comal,402,,,Green,Straight Party,3,0,1,2,,,,,
Comal,403,,,Green,Straight Party,6,0,3,3,,,,,
Comal,404,,,Green,Straight Party,7,0,5,2,,,,,
Comal,405,,,Green,Straight Party,9,1,3,5,,,,,
Comal,406,,,Green,Straight Party,7,0,3,4,,,,,
Comal,Total,,,Green,Straight Party,133,2,69,62,,,,,
Comal,101,,,,Straight Party,1600,,,,,,,,
Comal,102,,,,Straight Party,1757,,,,,,,,
Comal,103,,,,Straight Party,1526,,,,,,,,
Comal,104,,,,Straight Party,960,,,,,,,,
Comal,105,,,,Straight Party,2218,,,,,,,,
Comal,106,,,,Straight Party,2989,,,,,,,,
Comal,201,,,,Straight Party,1691,,,,,,,,
Comal,202,,,,Straight Party,484,,,,,,,,
Comal,203,,,,Straight Party,2705,,,,,,,,
Comal,204,,,,Straight Party,2486,,,,,,,,
Comal,205,,,,Straight Party,2546,,,,,,,,
Comal,206,,,,Straight Party,2238,,,,,,,,
Comal,301,,,,Straight Party,1366,,,,,,,,
Comal,302,,,,Straight Party,1902,,,,,,,,
Comal,303,,,,Straight Party,342,,,,,,,,
Comal,304,,,,Straight Party,1909,,,,,,,,
Comal,305,,,,Straight Party,751,,,,,,,,
Comal,401,,,,Straight Party,943,,,,,,,,
Comal,402,,,,Straight Party,1975,,,,,,,,
Comal,403,,,,Straight Party,2112,,,,,,,,
Comal,404,,,,Straight Party,2666,,,,,,,,
Comal,405,,,,Straight Party,1635,,,,,,,,
Comal,406,,,,Straight Party,2096,,,,,,,,
Comal,Total,,,,Straight Party,40897,,,,,,,,
Comal,101,,,,Ballots Cast,2687,,,,,,,,
Comal,102,,,,Ballots Cast,2564,,,,,,,,
Comal,103,,,,Ballots Cast,2453,,,,,,,,
Comal,104,,,,Ballots Cast,1467,,,,,,,,
Comal,105,,,,Ballots Cast,3407,,,,,,,,
Comal,106,,,,Ballots Cast,4361,,,,,,,,
Comal,201,,,,Ballots Cast,2681,,,,,,,,
Comal,202,,,,Ballots Cast,681,,,,,,,,
Comal,203,,,,Ballots Cast,4204,,,,,,,,
Comal,204,,,,Ballots Cast,3722,,,,,,,,
Comal,205,,,,Ballots Cast,3920,,,,,,,,
Comal,206,,,,Ballots Cast,3401,,,,,,,,
Comal,301,,,,Ballots Cast,2031,,,,,,,,
Comal,302,,,,Ballots Cast,3122,,,,,,,,
Comal,303,,,,Ballots Cast,538,,,,,,,,
Comal,304,,,,Ballots Cast,2929,,,,,,,,
Comal,305,,,,Ballots Cast,1191,,,,,,,,
Comal,401,,,,Ballots Cast,1549,,,,,,,,
Comal,402,,,,Ballots Cast,3086,,,,,,,,
Comal,403,,,,Ballots Cast,3201,,,,,,,,
Comal,404,,,,Ballots Cast,4199,,,,,,,,
Comal,405,,,,Ballots Cast,2414,,,,,,,,
Comal,406,,,,Ballots Cast,3328,,,,,,,,
Comal,Total,,,,Ballots Cast,63136,,,,,,,,
Comal,101,President,,Republican,Donald J. Trump,1751,182,1223,346,,,,,
Comal,102,President,,Republican,Donald J. Trump,2035,124,1677,234,,,,,
Comal,103,President,,Republican,Donald J. Trump,1886,127,1373,386,,,,,
Comal,104,President,,Republican,Donald J. Trump,1083,104,827,152,,,,,
Comal,105,President,,Republican,Donald J. Trump,2576,182,1871,523,,,,,
Comal,106,President,,Republican,Donald J. Trump,3430,212,2813,405,,,,,
Comal,201,President,,Republican,Donald J. Trump,1788,106,1237,445,,,,,
Comal,202,President,,Republican,Donald J. Trump,451,35,313,103,,,,,
Comal,203,President,,Republican,Donald J. Trump,3174,266,2460,448,,,,,
Comal,204,President,,Republican,Donald J. Trump,2811,231,2199,381,,,,,
Comal,205,President,,Republican,Donald J. Trump,2802,166,2420,216,,,,,
Comal,206,President,,Republican,Donald J. Trump,2620,162,2113,345,,,,,
Comal,301,President,,Republican,Donald J. Trump,1020,52,714,254,,,,,
Comal,302,President,,Republican,Donald J. Trump,1890,129,1409,352,,,,,
Comal,303,President,,Republican,Donald J. Trump,236,13,162,61,,,,,
Comal,304,President,,Republican,Donald J. Trump,1805,107,1256,442,,,,,
Comal,305,President,,Republican,Donald J. Trump,770,26,537,207,,,,,
Comal,401,President,,Republican,Donald J. Trump,1047,121,674,252,,,,,
Comal,402,President,,Republican,Donald J. Trump,2270,213,1647,410,,,,,
Comal,403,President,,Republican,Donald J. Trump,2426,196,1720,510,,,,,
Comal,404,President,,Republican,Donald J. Trump,3157,182,2427,548,,,,,
Comal,405,President,,Republican,Donald J. Trump,1816,126,1284,406,,,,,
Comal,406,President,,Republican,Donald J. Trump,2292,285,1579,428,,,,,
Comal,Total,President,,Republican,Donald J. Trump,45136,3347,33935,7854,,,,,
Comal,101,President,,Democratic,Hillary Clinton,717,90,467,160,,,,,
Comal,102,President,,Democratic,Hillary Clinton,408,31,322,55,,,,,
Comal,103,President,,Democratic,Hillary Clinton,423,52,292,79,,,,,
Comal,104,President,,Democratic,Hillary Clinton,294,43,218,33,,,,,
Comal,105,President,,Democratic,Hillary Clinton,653,82,459,112,,,,,
Comal,106,President,,Democratic,Hillary Clinton,738,59,584,95,,,,,
Comal,201,President,,Democratic,Hillary Clinton,707,52,459,196,,,,,
Comal,202,President,,Democratic,Hillary Clinton,185,12,116,57,,,,,
Comal,203,President,,Democratic,Hillary Clinton,811,78,611,122,,,,,
Comal,204,President,,Democratic,Hillary Clinton,706,70,521,115,,,,,
Comal,205,President,,Democratic,Hillary Clinton,902,57,738,107,,,,,
Comal,206,President,,Democratic,Hillary Clinton,595,54,458,83,,,,,
Comal,301,President,,Democratic,Hillary Clinton,888,89,462,337,,,,,
Comal,302,President,,Democratic,Hillary Clinton,980,86,687,207,,,,,
Comal,303,President,,Democratic,Hillary Clinton,263,25,136,102,,,,,
Comal,304,President,,Democratic,Hillary Clinton,932,51,614,267,,,,,
Comal,305,President,,Democratic,Hillary Clinton,322,21,208,93,,,,,
Comal,401,President,,Democratic,Hillary Clinton,396,78,219,99,,,,,
Comal,402,President,,Democratic,Hillary Clinton,663,68,475,120,,,,,
Comal,403,President,,Democratic,Hillary Clinton,603,63,406,134,,,,,
Comal,404,President,,Democratic,Hillary Clinton,784,67,569,148,,,,,
Comal,405,President,,Democratic,Hillary Clinton,431,38,312,81,,,,,
Comal,406,President,,Democratic,Hillary Clinton,837,135,533,169,,,,,
Comal,Total,President,,Democratic,Hillary Clinton,14238,1401,9866,2971,,,,,
Comal,101,President,,Libertarian,Gary Johnson,111,13,65,33,,,,,
Comal,102,President,,Libertarian,Gary Johnson,59,3,37,19,,,,,
Comal,103,President,,Libertarian,Gary Johnson,84,6,50,28,,,,,
Comal,104,President,,Libertarian,Gary Johnson,49,2,35,12,,,,,
Comal,105,President,,Libertarian,Gary Johnson,94,7,71,16,,,,,
Comal,106,President,,Libertarian,Gary Johnson,101,12,64,25,,,,,
Comal,201,President,,Libertarian,Gary Johnson,110,4,62,44,,,,,
Comal,202,President,,Libertarian,Gary Johnson,26,2,16,8,,,,,
Comal,203,President,,Libertarian,Gary Johnson,116,11,72,33,,,,,
Comal,204,President,,Libertarian,Gary Johnson,91,7,59,25,,,,,
Comal,205,President,,Libertarian,Gary Johnson,122,14,91,17,,,,,
Comal,206,President,,Libertarian,Gary Johnson,104,7,69,28,,,,,
Comal,301,President,,Libertarian,Gary Johnson,69,0,32,37,,,,,
Comal,302,President,,Libertarian,Gary Johnson,163,7,99,57,,,,,
Comal,303,President,,Libertarian,Gary Johnson,25,1,13,11,,,,,
Comal,304,President,,Libertarian,Gary Johnson,123,3,68,52,,,,,
Comal,305,President,,Libertarian,Gary Johnson,59,2,38,19,,,,,
Comal,401,President,,Libertarian,Gary Johnson,61,2,34,25,,,,,
Comal,402,President,,Libertarian,Gary Johnson,74,5,39,30,,,,,
Comal,403,President,,Libertarian,Gary Johnson,88,4,52,32,,,,,
Comal,404,President,,Libertarian,Gary Johnson,154,5,108,41,,,,,
Comal,405,President,,Libertarian,Gary Johnson,76,4,53,19,,,,,
Comal,406,President,,Libertarian,Gary Johnson,109,12,56,41,,,,,
Comal,Total,President,,Libertarian,Gary Johnson,2068,133,1283,652,,,,,
Comal,101,President,,Green,Jill Stein,22,2,11,9,,,,,
Comal,102,President,,Green,Jill Stein,12,2,8,2,,,,,
Comal,103,President,,Green,Jill Stein,9,1,5,3,,,,,
Comal,104,President,,Green,Jill Stein,8,0,3,5,,,,,
Comal,105,President,,Green,Jill Stein,18,1,8,9,,,,,
Comal,106,President,,Green,Jill Stein,12,0,10,2,,,,,
Comal,201,President,,Green,Jill Stein,16,0,8,8,,,,,
Comal,202,President,,Green,Jill Stein,4,0,4,0,,,,,
Comal,203,President,,Green,Jill Stein,20,1,11,8,,,,,
Comal,204,President,,Green,Jill Stein,13,0,9,4,,,,,
Comal,205,President,,Green,Jill Stein,20,0,17,3,,,,,
Comal,206,President,,Green,Jill Stein,13,1,8,4,,,,,
Comal,301,President,,Green,Jill Stein,16,1,6,9,,,,,
Comal,302,President,,Green,Jill Stein,24,3,12,9,,,,,
Comal,303,President,,Green,Jill Stein,4,0,2,2,,,,,
Comal,304,President,,Green,Jill Stein,20,2,12,6,,,,,
Comal,305,President,,Green,Jill Stein,15,1,6,8,,,,,
Comal,401,President,,Green,Jill Stein,10,0,6,4,,,,,
Comal,402,President,,Green,Jill Stein,18,1,9,8,,,,,
Comal,403,President,,Green,Jill Stein,24,1,16,7,,,,,
Comal,404,President,,Green,Jill Stein,14,1,7,6,,,,,
Comal,405,President,,Green,Jill Stein,14,2,5,7,,,,,
Comal,406,President,,Green,Jill Stein,17,1,10,6,,,,,
Comal,Total,President,,Green,Jill Stein,343,21,193,129,,,,,
Comal,101,President,,,Darrell L. Castle,2,0,1,1,,,,,
Comal,102,President,,,Darrell L. Castle,0,0,0,0,,,,,
Comal,103,President,,,Darrell L. Castle,0,0,0,0,,,,,
Comal,104,President,,,Darrell L. Castle,1,0,1,0,,,,,
Comal,105,President,,,Darrell L. Castle,0,0,0,0,,,,,
Comal,106,President,,,Darrell L. Castle,2,1,1,0,,,,,
Comal,201,President,,,Darrell L. Castle,4,0,3,1,,,,,
Comal,202,President,,,Darrell L. Castle,0,0,0,0,,,,,
Comal,203,President,,,Darrell L. Castle,2,0,2,0,,,,,
Comal,204,President,,,Darrell L. Castle,3,1,1,1,,,,,
Comal,205,President,,,Darrell L. Castle,1,0,1,0,,,,,
Comal,206,President,,,Darrell L. Castle,5,0,5,0,,,,,
Comal,301,President,,,Darrell L. Castle,3,0,2,1,,,,,
Comal,302,President,,,Darrell L. Castle,5,1,3,1,,,,,
Comal,303,President,,,Darrell L. Castle,0,0,0,0,,,,,
Comal,304,President,,,Darrell L. Castle,2,0,0,2,,,,,
Comal,305,President,,,Darrell L. Castle,0,0,0,0,,,,,
Comal,401,President,,,Darrell L. Castle,1,1,0,0,,,,,
Comal,402,President,,,Darrell L. Castle,1,0,0,1,,,,,
Comal,403,President,,,Darrell L. Castle,2,0,2,0,,,,,
Comal,404,President,,,Darrell L. Castle,2,0,2,0,,,,,
Comal,405,President,,,Darrell L. Castle,8,0,5,3,,,,,
Comal,406,President,,,Darrell L. Castle,5,0,4,1,,,,,
Comal,Total,President,,,Darrell L. Castle,49,4,33,12,,,,,
Comal,101,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,102,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,103,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,104,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,105,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,106,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,201,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,202,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,203,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,204,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,205,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,206,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,301,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,302,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,303,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,304,President,,,Scott Cubbler,1,1,0,0,,,,,
Comal,305,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,401,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,402,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,403,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,404,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,405,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,406,President,,,Scott Cubbler,0,0,0,0,,,,,
Comal,Total,President,,,Scott Cubbler,1,1,0,0,,,,,
Comal,101,President,,,Tom Hoefling,1,0,0,1,,,,,
Comal,102,President,,,Tom Hoefling,3,0,2,1,,,,,
Comal,103,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,104,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,105,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,106,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,201,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,202,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,203,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,204,President,,,Tom Hoefling,1,0,1,0,,,,,
Comal,205,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,206,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,301,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,302,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,303,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,304,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,305,President,,,Tom Hoefling,1,0,0,1,,,,,
Comal,401,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,402,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,403,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,404,President,,,Tom Hoefling,0,0,0,0,,,,,
Comal,405,President,,,Tom Hoefling,1,0,0,1,,,,,
Comal,406,President,,,Tom Hoefling,2,1,0,1,,,,,
Comal,Total,President,,,Tom Hoefling,9,1,3,5,,,,,
Comal,101,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,102,President,,,Laurence Kotlikoff,1,0,1,0,,,,,
Comal,103,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,104,President,,,Laurence Kotlikoff,2,0,2,0,,,,,
Comal,105,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,106,President,,,Laurence Kotlikoff,1,0,1,0,,,,,
Comal,201,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,202,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,203,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,204,President,,,Laurence Kotlikoff,1,0,1,0,,,,,
Comal,205,President,,,Laurence Kotlikoff,1,0,1,0,,,,,
Comal,206,President,,,Laurence Kotlikoff,2,0,1,1,,,,,
Comal,301,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,302,President,,,Laurence Kotlikoff,1,0,1,0,,,,,
Comal,303,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,304,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,305,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,401,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,402,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,403,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,404,President,,,Laurence Kotlikoff,1,0,1,0,,,,,
Comal,405,President,,,Laurence Kotlikoff,1,0,1,0,,,,,
Comal,406,President,,,Laurence Kotlikoff,0,0,0,0,,,,,
Comal,Total,President,,,Laurence Kotlikoff,11,0,10,1,,,,,
Comal,101,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,102,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,103,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,104,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,105,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,106,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,201,President,,,Michael A. Maturen,2,2,0,0,,,,,
Comal,202,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,203,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,204,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,205,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,206,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,301,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,302,President,,,Michael A. Maturen,1,1,0,0,,,,,
Comal,303,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,304,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,305,President,,,Michael A. Maturen,2,0,2,0,,,,,
Comal,401,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,402,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,403,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,404,President,,,Michael A. Maturen,3,0,3,0,,,,,
Comal,405,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,406,President,,,Michael A. Maturen,0,0,0,0,,,,,
Comal,Total,President,,,Michael A. Maturen,8,3,5,0,,,,,
Comal,101,President,,,Evan McMullin,20,2,10,8,,,,,
Comal,102,President,,,Evan McMullin,9,0,6,3,,,,,
Comal,103,President,,,Evan McMullin,14,1,10,3,,,,,
Comal,104,President,,,Evan McMullin,3,0,3,0,,,,,
Comal,105,President,,,Evan McMullin,12,0,7,5,,,,,
Comal,106,President,,,Evan McMullin,18,0,15,3,,,,,
Comal,201,President,,,Evan McMullin,15,0,11,4,,,,,
Comal,202,President,,,Evan McMullin,5,3,2,0,,,,,
Comal,203,President,,,Evan McMullin,14,1,11,2,,,,,
Comal,204,President,,,Evan McMullin,30,1,26,3,,,,,
Comal,205,President,,,Evan McMullin,16,2,13,1,,,,,
Comal,206,President,,,Evan McMullin,19,2,14,3,,,,,
Comal,301,President,,,Evan McMullin,7,0,6,1,,,,,
Comal,302,President,,,Evan McMullin,18,1,13,4,,,,,
Comal,303,President,,,Evan McMullin,3,0,1,2,,,,,
Comal,304,President,,,Evan McMullin,12,0,5,7,,,,,
Comal,305,President,,,Evan McMullin,7,0,6,1,,,,,
Comal,401,President,,,Evan McMullin,12,1,8,3,,,,,
Comal,402,President,,,Evan McMullin,9,0,4,5,,,,,
Comal,403,President,,,Evan McMullin,18,1,11,6,,,,,
Comal,404,President,,,Evan McMullin,24,1,15,8,,,,,
Comal,405,President,,,Evan McMullin,14,0,11,3,,,,,
Comal,406,President,,,Evan McMullin,13,0,6,7,,,,,
Comal,Total,President,,,Evan McMullin,312,16,214,82,,,,,
Comal,101,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,102,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,103,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,104,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,105,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,106,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,201,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,202,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,203,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,204,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,205,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,206,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,301,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,302,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,303,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,304,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,305,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,401,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,402,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,403,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,404,President,,,Monica Moorehead,1,0,0,1,,,,,
Comal,405,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,406,President,,,Monica Moorehead,0,0,0,0,,,,,
Comal,Total,President,,,Monica Moorehead,1,0,0,1,,,,,
Comal,101,President,,,Robert Morrow,0,0,0,0,,,,,
