county,precinct,office,district,party,candidate,votes,1,2,3,4
Lavaca,0001,President,,REP,Rick Santorum,0,0,0,0,0
Lavaca,0008,President,,REP,Rick Santorum,0,0,0,0,0
Lavaca,0016,President,,REP,Rick Santorum,0,0,0,0,0
Lavaca,0019,President,,REP,Rick Santorum,0,0,0,0,0
Lavaca,0023,President,,REP,Rick Santorum,0,0,0,0,0
Lavaca,0029,President,,REP,Rick Santorum,0,0,0,0,0
Lavaca,0030,President,,REP,Rick Santorum,1,0,0,1,0
Lavaca,0031,President,,REP,Rick Santorum,0,0,0,0,0
Lavaca,0032,President,,REP,Rick Santorum,0,0,0,0,0
Lavaca,0001,President,,REP,Chris Christie,1,0,0,0,1
Lavaca,0008,President,,REP,Chris Christie,0,0,0,0,0
Lavaca,0016,President,,REP,Chris Christie,0,0,0,0,0
Lavaca,0019,President,,REP,Chris Christie,0,0,0,0,0
Lavaca,0023,President,,REP,Chris Christie,0,0,0,0,0
Lavaca,0029,President,,REP,Chris Christie,0,0,0,0,0
Lavaca,0030,President,,REP,Chris Christie,1,0,0,1,0
Lavaca,0031,President,,REP,Chris Christie,0,0,0,0,0
Lavaca,0032,President,,REP,Chris Christie,0,0,0,0,0
Lavaca,0001,President,,REP,Donald J. Trump,252,52,46,97,57
Lavaca,0008,President,,REP,Donald J. Trump,84,6,8,33,37
Lavaca,0016,President,,REP,Donald J. Trump,90,13,10,42,25
Lavaca,0019,President,,REP,Donald J. Trump,80,16,18,27,19
Lavaca,0023,President,,REP,Donald J. Trump,130,12,7,83,28
Lavaca,0029,President,,REP,Donald J. Trump,216,19,12,116,69
Lavaca,0030,President,,REP,Donald J. Trump,170,11,6,91,62
Lavaca,0031,President,,REP,Donald J. Trump,144,38,25,44,37
Lavaca,0032,President,,REP,Donald J. Trump,51,8,9,9,25
Lavaca,0001,President,,REP,Carly Fiorina,0,0,0,0,0
Lavaca,0008,President,,REP,Carly Fiorina,0,0,0,0,0
Lavaca,0016,President,,REP,Carly Fiorina,0,0,0,0,0
Lavaca,0019,President,,REP,Carly Fiorina,0,0,0,0,0
Lavaca,0023,President,,REP,Carly Fiorina,0,0,0,0,0
Lavaca,0029,President,,REP,Carly Fiorina,0,0,0,0,0
Lavaca,0030,President,,REP,Carly Fiorina,0,0,0,0,0
Lavaca,0031,President,,REP,Carly Fiorina,0,0,0,0,0
Lavaca,0032,President,,REP,Carly Fiorina,0,0,0,0,0
Lavaca,0001,President,,REP,Ben Carson,19,2,7,4,6
Lavaca,0008,President,,REP,Ben Carson,8,1,2,3,2
Lavaca,0016,President,,REP,Ben Carson,10,1,0,6,3
Lavaca,0019,President,,REP,Ben Carson,1,0,0,0,1
Lavaca,0023,President,,REP,Ben Carson,9,1,1,3,4
Lavaca,0029,President,,REP,Ben Carson,14,0,2,5,7
Lavaca,0030,President,,REP,Ben Carson,13,2,0,6,5
Lavaca,0031,President,,REP,Ben Carson,17,3,4,4,6
Lavaca,0032,President,,REP,Ben Carson,9,0,3,1,5
Lavaca,0001,President,,REP,Rand Paul,5,2,1,2,0
Lavaca,0008,President,,REP,Rand Paul,1,0,1,0,0
Lavaca,0016,President,,REP,Rand Paul,0,0,0,0,0
Lavaca,0019,President,,REP,Rand Paul,1,0,0,1,0
Lavaca,0023,President,,REP,Rand Paul,2,0,0,0,2
Lavaca,0029,President,,REP,Rand Paul,1,0,0,1,0
Lavaca,0030,President,,REP,Rand Paul,0,0,0,0,0
Lavaca,0031,President,,REP,Rand Paul,4,2,0,1,1
Lavaca,0032,President,,REP,Rand Paul,0,0,0,0,0
Lavaca,0001,President,,REP,Ted Cruz,513,98,77,196,142
Lavaca,0008,President,,REP,Ted Cruz,143,17,12,53,61
Lavaca,0016,President,,REP,Ted Cruz,142,12,18,62,50
Lavaca,0019,President,,REP,Ted Cruz,127,35,26,32,34
Lavaca,0023,President,,REP,Ted Cruz,196,13,12,112,59
Lavaca,0029,President,,REP,Ted Cruz,413,28,28,211,146
Lavaca,0030,President,,REP,Ted Cruz,295,18,14,149,114
Lavaca,0031,President,,REP,Ted Cruz,250,47,47,63,93
Lavaca,0032,President,,REP,Ted Cruz,119,10,9,43,57
Lavaca,0001,President,,REP,Lindsey Graham,23,0,7,0,16
Lavaca,0008,President,,REP,Lindsey Graham,11,0,3,0,8
Lavaca,0016,President,,REP,Lindsey Graham,2,0,0,0,2
Lavaca,0019,President,,REP,Lindsey Graham,10,0,5,0,5
Lavaca,0023,President,,REP,Lindsey Graham,10,0,4,0,6
Lavaca,0029,President,,REP,Lindsey Graham,14,0,4,0,10
Lavaca,0030,President,,REP,Lindsey Graham,14,0,3,0,11
Lavaca,0031,President,,REP,Lindsey Graham,19,0,7,0,12
Lavaca,0032,President,,REP,Lindsey Graham,6,0,0,1,5
Lavaca,0001,President,,REP,Uncommitted,8,2,3,1,2
Lavaca,0008,President,,REP,Uncommitted,0,0,0,0,0
Lavaca,0016,President,,REP,Uncommitted,1,0,0,0,1
Lavaca,0019,President,,REP,Uncommitted,5,2,2,0,1
Lavaca,0023,President,,REP,Uncommitted,0,0,0,0,0
Lavaca,0029,President,,REP,Uncommitted,7,1,2,3,1
Lavaca,0030,President,,REP,Uncommitted,5,1,2,0,2
Lavaca,0031,President,,REP,Uncommitted,3,0,1,1,1
Lavaca,0032,President,,REP,Uncommitted,1,0,0,0,1
Lavaca,0001,President,,REP,OVER VOTES,1,1,0,0,0
Lavaca,0008,President,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,President,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,President,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,President,,REP,OVER VOTES,1,1,0,0,0
Lavaca,0029,President,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,President,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,President,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,President,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,President,,REP,UNDER VOTES,3,1,2,0,0
Lavaca,0008,President,,REP,UNDER VOTES,0,0,0,0,0
Lavaca,0016,President,,REP,UNDER VOTES,0,0,0,0,0
Lavaca,0019,President,,REP,UNDER VOTES,0,0,0,0,0
Lavaca,0023,President,,REP,UNDER VOTES,0,0,0,0,0
Lavaca,0029,President,,REP,UNDER VOTES,2,0,0,0,2
Lavaca,0030,President,,REP,UNDER VOTES,0,0,0,0,0
Lavaca,0031,President,,REP,UNDER VOTES,0,0,0,0,0
Lavaca,0032,President,,REP,UNDER VOTES,0,0,0,0,0
Lavaca,0001,U.S. House,27,REP,Gregg Deeb,506,111,95,169,131
Lavaca,0008,U.S. House,27,REP,Gregg Deeb,124,12,14,49,49
Lavaca,0016,U.S. House,27,REP,Gregg Deeb,103,9,9,50,35
Lavaca,0019,U.S. House,27,REP,Gregg Deeb,114,24,29,29,32
Lavaca,0023,U.S. House,27,REP,Gregg Deeb,176,13,16,82,65
Lavaca,0029,U.S. House,27,REP,Gregg Deeb,313,21,29,157,106
Lavaca,0030,U.S. House,27,REP,Gregg Deeb,210,16,14,105,75
Lavaca,0031,U.S. House,27,REP,Gregg Deeb,233,56,57,47,73
Lavaca,0032,U.S. House,27,REP,Gregg Deeb,97,9,15,29,44
Lavaca,0001,U.S. House,27,REP,Blake Farenthold,340,65,50,135,90
Lavaca,0008,U.S. House,27,REP,Blake Farenthold,116,13,10,39,54
Lavaca,0016,U.S. House,27,REP,Blake Farenthold,123,15,16,48,44
Lavaca,0019,U.S. House,27,REP,Blake Farenthold,101,29,23,27,22
Lavaca,0023,U.S. House,27,REP,Blake Farenthold,183,11,15,119,38
Lavaca,0029,U.S. House,27,REP,Blake Farenthold,351,37,22,170,122
Lavaca,0030,U.S. House,27,REP,Blake Farenthold,276,26,10,143,97
Lavaca,0031,U.S. House,27,REP,Blake Farenthold,220,41,40,67,72
Lavaca,0032,U.S. House,27,REP,Blake Farenthold,87,11,8,26,42
Lavaca,0001,U.S. House,27,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,U.S. House,27,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,U.S. House,27,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,U.S. House,27,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,U.S. House,27,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,U.S. House,27,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,U.S. House,27,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,U.S. House,27,REP,OVER VOTES,1,1,0,0,0
Lavaca,0032,U.S. House,27,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,U.S. House,27,REP,UNDER VOTES,87,8,18,24,37
Lavaca,0008,U.S. House,27,REP,UNDER VOTES,38,1,5,9,23
Lavaca,0016,U.S. House,27,REP,UNDER VOTES,39,2,4,23,10
Lavaca,0019,U.S. House,27,REP,UNDER VOTES,29,6,8,7,8
Lavaca,0023,U.S. House,27,REP,UNDER VOTES,55,5,2,35,13
Lavaca,0029,U.S. House,27,REP,UNDER VOTES,88,4,7,44,33
Lavaca,0030,U.S. House,27,REP,UNDER VOTES,73,4,3,28,38
Lavaca,0031,U.S. House,27,REP,UNDER VOTES,51,7,8,12,24
Lavaca,0032,U.S. House,27,REP,UNDER VOTES,22,3,1,3,15
Lavaca,0001,Railroad Commissioner,,REP,Lance N. Christian,133,25,21,39,48
Lavaca,0008,Railroad Commissioner,,REP,Lance N. Christian,33,5,3,11,14
Lavaca,0016,Railroad Commissioner,,REP,Lance N. Christian,25,0,3,15,7
Lavaca,0019,Railroad Commissioner,,REP,Lance N. Christian,25,5,8,5,7
Lavaca,0023,Railroad Commissioner,,REP,Lance N. Christian,35,4,5,16,10
Lavaca,0029,Railroad Commissioner,,REP,Lance N. Christian,88,3,7,35,43
Lavaca,0030,Railroad Commissioner,,REP,Lance N. Christian,59,1,2,36,20
Lavaca,0031,Railroad Commissioner,,REP,Lance N. Christian,83,15,21,14,33
Lavaca,0032,Railroad Commissioner,,REP,Lance N. Christian,23,0,2,6,15
Lavaca,0001,Railroad Commissioner,,REP,John Greytok,55,17,14,13,11
Lavaca,0008,Railroad Commissioner,,REP,John Greytok,14,3,3,5,3
Lavaca,0016,Railroad Commissioner,,REP,John Greytok,23,5,2,10,6
Lavaca,0019,Railroad Commissioner,,REP,John Greytok,14,3,3,3,5
Lavaca,0023,Railroad Commissioner,,REP,John Greytok,28,1,0,20,7
Lavaca,0029,Railroad Commissioner,,REP,John Greytok,40,6,3,22,9
Lavaca,0030,Railroad Commissioner,,REP,John Greytok,53,1,3,29,20
Lavaca,0031,Railroad Commissioner,,REP,John Greytok,35,13,4,8,10
Lavaca,0032,Railroad Commissioner,,REP,John Greytok,16,1,1,4,10
Lavaca,0001,Railroad Commissioner,,REP,Doug Jeffrey,60,15,9,21,15
Lavaca,0008,Railroad Commissioner,,REP,Doug Jeffrey,23,0,3,8,12
Lavaca,0016,Railroad Commissioner,,REP,Doug Jeffrey,8,2,1,2,3
Lavaca,0019,Railroad Commissioner,,REP,Doug Jeffrey,12,4,2,2,4
Lavaca,0023,Railroad Commissioner,,REP,Doug Jeffrey,22,0,1,10,11
Lavaca,0029,Railroad Commissioner,,REP,Doug Jeffrey,39,2,3,21,13
Lavaca,0030,Railroad Commissioner,,REP,Doug Jeffrey,34,2,3,15,14
Lavaca,0031,Railroad Commissioner,,REP,Doug Jeffrey,21,3,6,3,9
Lavaca,0032,Railroad Commissioner,,REP,Doug Jeffrey,10,0,1,4,5
Lavaca,0001,Railroad Commissioner,,REP,Weston Martinez,42,6,12,16,8
Lavaca,0008,Railroad Commissioner,,REP,Weston Martinez,19,1,3,10,5
Lavaca,0016,Railroad Commissioner,,REP,Weston Martinez,10,0,1,6,3
Lavaca,0019,Railroad Commissioner,,REP,Weston Martinez,24,7,7,3,7
Lavaca,0023,Railroad Commissioner,,REP,Weston Martinez,25,0,7,10,8
Lavaca,0029,Railroad Commissioner,,REP,Weston Martinez,30,2,2,16,10
Lavaca,0030,Railroad Commissioner,,REP,Weston Martinez,31,1,1,16,13
Lavaca,0031,Railroad Commissioner,,REP,Weston Martinez,22,6,5,2,9
Lavaca,0032,Railroad Commissioner,,REP,Weston Martinez,16,0,4,5,7
Lavaca,0001,Railroad Commissioner,,REP,Wayne Christian,74,10,14,29,21
Lavaca,0008,Railroad Commissioner,,REP,Wayne Christian,27,1,1,10,15
Lavaca,0016,Railroad Commissioner,,REP,Wayne Christian,19,1,2,7,9
Lavaca,0019,Railroad Commissioner,,REP,Wayne Christian,25,7,5,7,6
Lavaca,0023,Railroad Commissioner,,REP,Wayne Christian,32,2,2,16,12
Lavaca,0029,Railroad Commissioner,,REP,Wayne Christian,61,4,3,27,27
Lavaca,0030,Railroad Commissioner,,REP,Wayne Christian,30,4,0,14,12
Lavaca,0031,Railroad Commissioner,,REP,Wayne Christian,38,4,7,15,12
Lavaca,0032,Railroad Commissioner,,REP,Wayne Christian,23,7,3,6,7
Lavaca,0001,Railroad Commissioner,,REP,Ron Hale,73,13,15,30,15
Lavaca,0008,Railroad Commissioner,,REP,Ron Hale,21,1,2,7,11
Lavaca,0016,Railroad Commissioner,,REP,Ron Hale,16,1,1,9,5
Lavaca,0019,Railroad Commissioner,,REP,Ron Hale,28,5,10,8,5
Lavaca,0023,Railroad Commissioner,,REP,Ron Hale,30,5,2,15,8
Lavaca,0029,Railroad Commissioner,,REP,Ron Hale,58,4,6,29,19
Lavaca,0030,Railroad Commissioner,,REP,Ron Hale,44,3,3,21,17
Lavaca,0031,Railroad Commissioner,,REP,Ron Hale,33,9,4,15,5
Lavaca,0032,Railroad Commissioner,,REP,Ron Hale,9,0,0,2,7
Lavaca,0001,Railroad Commissioner,,REP,Gary Gates,252,58,39,96,59
Lavaca,0008,Railroad Commissioner,,REP,Gary Gates,85,12,5,32,36
Lavaca,0016,Railroad Commissioner,,REP,Gary Gates,98,13,13,38,34
Lavaca,0019,Railroad Commissioner,,REP,Gary Gates,80,20,15,28,17
Lavaca,0023,Railroad Commissioner,,REP,Gary Gates,129,11,11,74,33
Lavaca,0029,Railroad Commissioner,,REP,Gary Gates,242,27,19,129,67
Lavaca,0030,Railroad Commissioner,,REP,Gary Gates,186,22,9,94,61
Lavaca,0031,Railroad Commissioner,,REP,Gary Gates,153,37,33,43,40
Lavaca,0032,Railroad Commissioner,,REP,Gary Gates,66,11,8,20,27
Lavaca,0001,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,Railroad Commissioner,,REP,OVER VOTES,1,0,0,1,0
Lavaca,0029,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,Railroad Commissioner,,REP,UNDER VOTES,244,40,39,84,81
Lavaca,0008,Railroad Commissioner,,REP,UNDER VOTES,56,3,9,14,30
Lavaca,0016,Railroad Commissioner,,REP,UNDER VOTES,66,4,6,34,22
Lavaca,0019,Railroad Commissioner,,REP,UNDER VOTES,36,8,10,7,11
Lavaca,0023,Railroad Commissioner,,REP,UNDER VOTES,112,6,5,74,27
Lavaca,0029,Railroad Commissioner,,REP,UNDER VOTES,194,14,15,92,73
Lavaca,0030,Railroad Commissioner,,REP,UNDER VOTES,122,12,6,51,53
Lavaca,0031,Railroad Commissioner,,REP,UNDER VOTES,120,18,25,26,51
Lavaca,0032,Railroad Commissioner,,REP,UNDER VOTES,43,4,5,11,23
Lavaca,0001,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,352,76,64,104,108
Lavaca,0008,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,112,9,11,40,52
Lavaca,0016,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,96,10,12,39,35
Lavaca,0019,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,99,25,26,17,31
Lavaca,0023,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,150,9,13,81,47
Lavaca,0029,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,251,29,24,117,81
Lavaca,0030,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,193,13,11,93,76
Lavaca,0031,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,203,38,50,49,66
Lavaca,0032,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,68,8,8,17,35
Lavaca,0001,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,345,75,63,131,76
Lavaca,0008,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,108,14,9,41,44
Lavaca,0016,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,101,12,10,47,32
Lavaca,0019,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,103,24,24,34,21
Lavaca,0023,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,153,10,17,87,39
Lavaca,0029,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,309,25,21,154,109
Lavaca,0030,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,231,21,9,121,80
Lavaca,0031,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,171,41,32,45,53
Lavaca,0032,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,93,6,11,29,47
Lavaca,0001,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0008,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0016,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0019,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0023,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0029,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0030,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0031,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0032,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Lavaca,0001,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,236,33,36,93,74
Lavaca,0008,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,58,3,9,16,30
Lavaca,0016,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,68,4,7,35,22
Lavaca,0019,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,42,10,10,12,10
Lavaca,0023,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,111,10,3,68,30
Lavaca,0029,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,192,8,13,100,71
Lavaca,0030,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,135,12,7,62,54
Lavaca,0031,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,131,26,23,32,50
Lavaca,0032,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,45,9,5,12,19
Lavaca,0001,"Justice, Supreme Court, Place 5",,REP,Rick Green,408,83,74,143,108
Lavaca,0008,"Justice, Supreme Court, Place 5",,REP,Rick Green,114,13,14,40,47
Lavaca,0016,"Justice, Supreme Court, Place 5",,REP,Rick Green,96,8,12,46,30
Lavaca,0019,"Justice, Supreme Court, Place 5",,REP,Rick Green,123,29,30,28,36
Lavaca,0023,"Justice, Supreme Court, Place 5",,REP,Rick Green,162,11,18,85,48
Lavaca,0029,"Justice, Supreme Court, Place 5",,REP,Rick Green,323,21,30,157,115
Lavaca,0030,"Justice, Supreme Court, Place 5",,REP,Rick Green,237,18,9,118,92
Lavaca,0031,"Justice, Supreme Court, Place 5",,REP,Rick Green,214,41,51,48,74
Lavaca,0032,"Justice, Supreme Court, Place 5",,REP,Rick Green,89,7,9,21,52
