county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day,provisional
Lamb,Olton Community Cente,President,,Donald Trump,REP,380,12,61,306,1
Lamb,Lamb County Ag Center,President,,Donald Trump,REP,120,3,68,49,0
Lamb,Earth Community Center,President,,Donald Trump,REP,315,16,40,258,1
Lamb,11 - Sudan Community Ce,President,,Donald Trump,REP,390,17,107,266,0
Lamb,Olton Community Center,President,,Donald Trump,REP,194,10,47,136,1
Lamb,Lamb County Ag Center,President,,Donald Trump,REP,121,12,72,37,0
Lamb,8 - Lamb County Ag Center,President,,Donald Trump,REP,945,47,615,281,2
Lamb,Lamb County Ag Center,President,,Donald Trump,REP,349,27,218,104,0
Lamb,Amherst Community Cent,President,,Donald Trump,REP,191,11,75,105,0
Lamb,Springlake 1st Baptist,President,,Donald Trump,REP,106,3,30,72,1
Lamb,Total,President,,Donald Trump,REP,3111,158,1333,1614,6
Lamb,Olton Community Cente,President,,Hillary Clinton,DEM,107,3,23,81,0
Lamb,Lamb County Ag Center,President,,Hillary Clinton,DEM,117,6,74,37,0
Lamb,Earth Community Center,President,,Hillary Clinton,DEM,58,3,13,42,0
Lamb,11 - Sudan Community Ce,President,,Hillary Clinton,DEM,50,0,18,32,0
Lamb,Olton Community Center,President,,Hillary Clinton,DEM,44,10,7,27,0
Lamb,Lamb County Ag Center,President,,Hillary Clinton,DEM,39,4,18,17,0
Lamb,8 - Lamb County Ag Center,President,,Hillary Clinton,DEM,199,19,114,66,0
Lamb,Lamb County Ag Center,President,,Hillary Clinton,DEM,100,5,59,34,2
Lamb,Amherst Community Cent,President,,Hillary Clinton,DEM,48,1,9,38,0
Lamb,Springlake 1st Baptist,President,,Hillary Clinton,DEM,9,0,5,4,0
Lamb,Total,President,,Hillary Clinton,DEM,771,51,340,378,2
Lamb,Olton Community Cente,President,,Gary Johnson,LIB,6,0,1,5,0
Lamb,Lamb County Ag Center,President,,Gary Johnson,LIB,18,1,5,12,0
Lamb,Earth Community Center,President,,Gary Johnson,LIB,3,0,0,3,0
Lamb,11 - Sudan Community Ce,President,,Gary Johnson,LIB,12,2,6,4,0
Lamb,Olton Community Center,President,,Gary Johnson,LIB,2,1,0,1,0
Lamb,Lamb County Ag Center,President,,Gary Johnson,LIB,6,0,0,6,0
Lamb,8 - Lamb County Ag Center,President,,Gary Johnson,LIB,27,2,12,13,0
Lamb,Lamb County Ag Center,President,,Gary Johnson,LIB,3,1,1,1,0
Lamb,Amherst Community Cent,President,,Gary Johnson,LIB,6,0,3,3,0
Lamb,Springlake 1st Baptist,President,,Gary Johnson,LIB,2,0,0,2,0
Lamb,Total,President,,Gary Johnson,LIB,85,7,28,50,0
Lamb,Olton Community Cente,President,,Jill Stein,GRN,0,0,0,0,0
Lamb,Lamb County Ag Center,President,,Jill Stein,GRN,1,0,0,1,0
Lamb,Earth Community Center,President,,Jill Stein,GRN,0,0,0,0,0
Lamb,11 - Sudan Community Ce,President,,Jill Stein,GRN,2,0,1,1,0
Lamb,Olton Community Center,President,,Jill Stein,GRN,1,0,0,1,0
Lamb,Lamb County Ag Center,President,,Jill Stein,GRN,0,0,0,0,0
Lamb,8 - Lamb County Ag Center,President,,Jill Stein,GRN,2,0,2,0,0
Lamb,Lamb County Ag Center,President,,Jill Stein,GRN,1,1,0,0,0
Lamb,Amherst Community Cent,President,,Jill Stein,GRN,0,0,0,0,0
Lamb,Springlake 1st Baptist,President,,Jill Stein,GRN,1,0,0,1,0
Lamb,Total,President,,Jill Stein,GRN,8,1,3,4,0
Lamb,Olton Community Cente,President,,Write-In,,8,0,0,8,0
Lamb,Lamb County Ag Center,President,,Write-In,,1,0,0,1,0
Lamb,Earth Community Center,President,,Write-In,,2,0,1,1,0
Lamb,11 - Sudan Community Ce,President,,Write-In,,4,0,0,4,0
Lamb,Olton Community Center,President,,Write-In,,1,1,0,0,0
Lamb,Lamb County Ag Center,President,,Write-In,,0,0,0,0,0
Lamb,8 - Lamb County Ag Center,President,,Write-In,,14,1,12,1,0
Lamb,Lamb County Ag Center,President,,Write-In,,7,2,4,1,0
Lamb,Amherst Community Cent,President,,Write-In,,0,0,0,0,0
Lamb,Springlake 1st Baptist,President,,Write-In,,1,1,0,0,0
Lamb,Total,President,,Jodey Arrington,REP,38,5,17,16,0
Lamb,Olton Community Cente,U.S. House,19,Jodey Arrington,REP,409,14,68,326,1
Lamb,Lamb County Ag Center,U.S. House,19,Jodey Arrington,REP,150,7,83,60,0
Lamb,Earth Community Center,U.S. House,19,Jodey Arrington,REP,324,17,43,263,1
Lamb,11 - Sudan Community Ce,U.S. House,19,Jodey Arrington,REP,406,17,109,280,0
Lamb,Olton Community Center,U.S. House,19,Jodey Arrington,REP,205,12,49,144,0
Lamb,Lamb County Ag Center,U.S. House,19,Jodey Arrington,REP,125,14,71,40,0
Lamb,8 - Lamb County Ag Center,U.S. House,19,Jodey Arrington,REP,1001,51,643,305,2
Lamb,Lamb County Ag Center,U.S. House,19,Jodey Arrington,REP,380,30,235,114,1
Lamb,Amherst Community Cent,U.S. House,19,Jodey Arrington,REP,192,10,73,109,0
Lamb,Springlake 1st Baptist,U.S. House,19,Jodey Arrington,REP,111,4,31,75,1
Lamb,Total,U.S. House,19,Jodey Arrington,REP,3303,176,1405,1716,6
Lamb,Olton Community Cente,U.S. House,19,Troy Bonar,LIB,26,0,4,22,0
Lamb,Lamb County Ag Center,U.S. House,19,Troy Bonar,LIB,31,1,20,10,0
Lamb,Earth Community Center,U.S. House,19,Troy Bonar,LIB,8,0,2,6,0
Lamb,11 - Sudan Community Ce,U.S. House,19,Troy Bonar,LIB,18,0,9,9,0
Lamb,Olton Community Center,U.S. House,19,Troy Bonar,LIB,9,1,0,7,1
Lamb,Lamb County Ag Center,U.S. House,19,Troy Bonar,LIB,19,0,10,9,0
Lamb,8 - Lamb County Ag Center,U.S. House,19,Troy Bonar,LIB,61,3,40,18,0
Lamb,Lamb County Ag Center,U.S. House,19,Troy Bonar,LIB,32,1,23,8,0
Lamb,Amherst Community Cent,U.S. House,19,Troy Bonar,LIB,17,0,7,10,0
Lamb,Springlake 1st Baptist,U.S. House,19,Troy Bonar,LIB,4,0,3,1,0
Lamb,Total,U.S. House,19,Troy Bonar,LIB,225,6,118,100,1
Lamb,Olton Community Cente,U.S. House,19,Mark Lawson,GRN,16,0,3,13,0
Lamb,Lamb County Ag Center,U.S. House,19,Mark Lawson,GRN,15,0,10,5,0
Lamb,Earth Community Center,U.S. House,19,Mark Lawson,GRN,7,0,0,7,0
Lamb,11 - Sudan Community Ce,U.S. House,19,Mark Lawson,GRN,8,2,2,4,0
Lamb,Olton Community Center,U.S. House,19,Mark Lawson,GRN,3,0,1,2,0
Lamb,Lamb County Ag Center,U.S. House,19,Mark Lawson,GRN,4,0,1,3,0
Lamb,8 - Lamb County Ag Center,U.S. House,19,Mark Lawson,GRN,33,1,20,12,0
Lamb,Lamb County Ag Center,U.S. House,19,Mark Lawson,GRN,12,0,8,4,0
Lamb,Amherst Community Cent,U.S. House,19,Mark Lawson,GRN,6,1,2,3,0
Lamb,Springlake 1st Baptist,U.S. House,19,Mark Lawson,GRN,1,0,0,1,0
Lamb,Total,U.S. House,19,Mark Lawson,GRN,105,4,47,54,0
Lamb,Olton Community Cente,Railroad Commissioner,,Wayne Christian,REP,348,12,55,280,1
Lamb,Lamb County Ag Center,Railroad Commissioner,,Wayne Christian,REP,114,3,69,42,0
Lamb,Earth Community Center,Railroad Commissioner,,Wayne Christian,REP,293,16,38,238,1
Lamb,11 - Sudan Community Ce,Railroad Commissioner,,Wayne Christian,REP,357,16,96,245,0
Lamb,Olton Community Center,Railroad Commissioner,,Wayne Christian,REP,179,11,43,124,1
Lamb,Lamb County Ag Center,Railroad Commissioner,,Wayne Christian,REP,98,10,58,30,0
Lamb,8 - Lamb County Ag Center,Railroad Commissioner,,Wayne Christian,REP,871,43,565,261,2
Lamb,Lamb County Ag Center,Railroad Commissioner,,Wayne Christian,REP,320,29,200,91,0
Lamb,Amherst Community Cent,Railroad Commissioner,,Wayne Christian,REP,176,11,72,93,0
Lamb,Springlake 1st Baptist,Railroad Commissioner,,Wayne Christian,REP,95,4,28,63,0
Lamb,Total,Railroad Commissioner,,Wayne Christian,REP,2851,155,1224,1467,5
Lamb,Olton Community Cente,Railroad Commissioner,,Grady Yarbrough,DEM,108,2,27,79,0
Lamb,Lamb County Ag Center,Railroad Commissioner,,Grady Yarbrough,DEM,108,6,62,40,0
Lamb,Earth Community Center,Railroad Commissioner,,Grady Yarbrough,DEM,57,3,13,41,0
Lamb,11 - Sudan Community Ce,Railroad Commissioner,,Grady Yarbrough,DEM,47,0,15,32,0
Lamb,Olton Community Center,Railroad Commissioner,,Grady Yarbrough,DEM,47,9,8,30,0
Lamb,Lamb County Ag Center,Railroad Commissioner,,Grady Yarbrough,DEM,39,5,21,13,0
Lamb,8 - Lamb County Ag Center,Railroad Commissioner,,Grady Yarbrough,DEM,195,18,119,58,0
Lamb,Lamb County Ag Center,Railroad Commissioner,,Grady Yarbrough,DEM,95,1,53,39,2
Lamb,Amherst Community Cent,Railroad Commissioner,,Grady Yarbrough,DEM,53,1,10,42,0
Lamb,Springlake 1st Baptist,Railroad Commissioner,,Grady Yarbrough,DEM,15,0,5,10,0
Lamb,Total,Railroad Commissioner,,Grady Yarbrough,DEM,764,45,333,384,2
Lamb,Olton Community Cente,Railroad Commissioner,,Mark Miller,LIB,16,0,4,12,0
Lamb,Lamb County Ag Center,Railroad Commissioner,,Mark Miller,LIB,6,1,3,2,0
Lamb,Earth Community Center,Railroad Commissioner,,Mark Miller,LIB,3,0,0,3,0
Lamb,11 - Sudan Community Ce,Railroad Commissioner,,Mark Miller,LIB,18,0,11,7,0
Lamb,Olton Community Center,Railroad Commissioner,,Mark Miller,LIB,6,1,1,4,0
Lamb,Lamb County Ag Center,Railroad Commissioner,,Mark Miller,LIB,8,1,1,6,0
Lamb,8 - Lamb County Ag Center,Railroad Commissioner,,Mark Miller,LIB,46,2,28,16,0
Lamb,Lamb County Ag Center,Railroad Commissioner,,Mark Miller,LIB,10,0,7,3,0
Lamb,Amherst Community Cent,Railroad Commissioner,,Mark Miller,LIB,10,0,3,7,0
Lamb,Springlake 1st Baptist,Railroad Commissioner,,Mark Miller,LIB,7,0,2,5,0
Lamb,Total,Railroad Commissioner,,Mark Miller,LIB,130,5,60,65,0
Lamb,Olton Community Cente,Railroad Commissioner,,Martina Salinas,GRN,16,0,0,16,0
Lamb,Lamb County Ag Center,Railroad Commissioner,,Martina Salinas,GRN,16,0,6,10,0
Lamb,Earth Community Center,Railroad Commissioner,,Martina Salinas,GRN,6,0,0,6,0
Lamb,11 - Sudan Community Ce,Railroad Commissioner,,Martina Salinas,GRN,13,2,2,9,0
Lamb,Olton Community Center,Railroad Commissioner,,Martina Salinas,GRN,7,0,1,6,0
Lamb,Lamb County Ag Center,Railroad Commissioner,,Martina Salinas,GRN,15,1,5,9,0
Lamb,8 - Lamb County Ag Center,Railroad Commissioner,,Martina Salinas,GRN,35,1,17,17,0
Lamb,Lamb County Ag Center,Railroad Commissioner,,Martina Salinas,GRN,14,1,9,4,0
Lamb,Amherst Community Cent,Railroad Commissioner,,Martina Salinas,GRN,3,0,1,2,0
Lamb,Springlake 1st Baptist,Railroad Commissioner,,Martina Salinas,GRN,2,0,0,1,1
Lamb,Total,Railroad Commissioner,,Martina Salinas,GRN,127,5,41,80,1
Lamb,Olton Community Cente,State Senate,28,Charles Perry,REP,422,14,66,341,1
Lamb,Lamb County Ag Center,State Senate,28,Charles Perry,REP,172,8,97,67,0
Lamb,Earth Community Center,State Senate,28,Charles Perry,REP,316,16,43,256,1
Lamb,11 - Sudan Community Ce,State Senate,28,Charles Perry,REP,406,18,109,279,0
Lamb,Olton Community Center,State Senate,28,Charles Perry,REP,212,12,49,150,1
Lamb,Lamb County Ag Center,State Senate,28,Charles Perry,REP,138,14,77,47,0
Lamb,8 - Lamb County Ag Center,State Senate,28,Charles Perry,REP,1015,51,652,310,2
Lamb,Lamb County Ag Center,State Senate,28,Charles Perry,REP,393,31,245,115,2
Lamb,Amherst Community Cent,State Senate,28,Charles Perry,REP,200,11,81,108,0
Lamb,Springlake 1st Baptist,State Senate,28,Charles Perry,REP,113,4,32,76,1
Lamb,Total,State Senate,28,Charles Perry,REP,3387,179,1451,1749,8
Lamb,Olton Community Cente,State Representative,88,Ken King,REP,406,14,62,329,1
Lamb,Lamb County Ag Center,State Representative,88,Ken King,REP,168,7,95,66,0
Lamb,Earth Community Center,State Representative,88,Ken King,REP,311,16,41,253,1
Lamb,11 - Sudan Community Ce,State Representative,88,Ken King,REP,400,18,107,275,0
Lamb,Olton Community Center,State Representative,88,Ken King,REP,211,12,49,149,1
Lamb,Lamb County Ag Center,State Representative,88,Ken King,REP,134,14,71,49,0
Lamb,8 - Lamb County Ag Center,State Representative,88,Ken King,REP,999,47,640,310,2
Lamb,Lamb County Ag Center,State Representative,88,Ken King,REP,379,30,236,111,2
Lamb,Amherst Community Cent,State Representative,88,Ken King,REP,197,11,80,106,0
Lamb,Springlake 1st Baptist,State Representative,88,Ken King,REP,110,4,31,74,1
Lamb,Total,State Representative,88,Ken King,REP,3315,173,1412,1722,8
