county,precinct,office,district,party,candidate,early_votes,election_day,provisional,votes
Bastrop,1001,Straight Party,,Green,,4,3,0,7
Bastrop,1002,Straight Party,,Green,,2,2,0,4
Bastrop,1003,Straight Party,,Green,,6,7,0,13
Bastrop,1004,Straight Party,,Green,,3,3,0,6
Bastrop,2005,Straight Party,,Green,,4,0,0,4
Bastrop,2006,Straight Party,,Green,,0,1,0,1
Bastrop,2007,Straight Party,,Green,,0,1,0,1
Bastrop,2008,Straight Party,,Green,,2,0,0,2
Bastrop,2009,Straight Party,,Green,,0,1,0,1
Bastrop,2010,Straight Party,,Green,,0,1,0,1
Bastrop,2011,Straight Party,,Green,,3,5,0,8
Bastrop,3012,Straight Party,,Green,,0,0,0,0
Bastrop,3013,Straight Party,,Green,,0,3,0,3
Bastrop,3014,Straight Party,,Green,,4,4,0,8
Bastrop,3015,Straight Party,,Green,,0,2,0,2
Bastrop,3016,Straight Party,,Green,,2,5,0,7
Bastrop,4017,Straight Party,,Green,,4,2,0,6
Bastrop,4018,Straight Party,,Green,,1,0,0,1
Bastrop,4019,Straight Party,,Green,,4,1,0,5
Bastrop,4020,Straight Party,,Green,,2,3,0,5
Bastrop,4021,Straight Party,,Green,,2,0,0,2
Bastrop,Total,Straight Party,,Green,,43,44,0,87
Bastrop,1001,President,,Republican,Donald J. Trump,960,246,0,1206
Bastrop,1002,President,,Republican,Donald J. Trump,532,159,0,691
Bastrop,1003,President,,Republican,Donald J. Trump,1740,411,2,2153
Bastrop,1004,President,,Republican,Donald J. Trump,483,219,0,702
Bastrop,2005,President,,Republican,Donald J. Trump,804,208,0,1012
Bastrop,2006,President,,Republican,Donald J. Trump,428,191,1,620
Bastrop,2007,President,,Republican,Donald J. Trump,688,308,3,999
Bastrop,2008,President,,Republican,Donald J. Trump,384,86,0,470
Bastrop,2009,President,,Republican,Donald J. Trump,351,120,0,471
Bastrop,2010,President,,Republican,Donald J. Trump,339,232,0,571
Bastrop,2011,President,,Republican,Donald J. Trump,700,228,0,928
Bastrop,3012,President,,Republican,Donald J. Trump,300,137,0,437
Bastrop,3013,President,,Republican,Donald J. Trump,351,307,0,658
Bastrop,3014,President,,Republican,Donald J. Trump,504,179,0,683
Bastrop,3015,President,,Republican,Donald J. Trump,437,141,1,579
Bastrop,3016,President,,Republican,Donald J. Trump,689,207,1,897
Bastrop,4017,President,,Republican,Donald J. Trump,510,133,0,643
Bastrop,4018,President,,Republican,Donald J. Trump,222,53,1,276
Bastrop,4019,President,,Republican,Donald J. Trump,640,233,1,874
Bastrop,4020,President,,Republican,Donald J. Trump,756,152,0,908
Bastrop,4021,President,,Republican,Donald J. Trump,314,233,3,550
Bastrop,Total,President,,Republican,Donald J. Trump,12132,4183,13,16328
Bastrop,1001,President,,Democratic,Hillary Clinton,507,134,0,641
Bastrop,1002,President,,Democratic,Hillary Clinton,597,134,0,731
Bastrop,1003,President,,Democratic,Hillary Clinton,1120,230,1,1351
Bastrop,1004,President,,Democratic,Hillary Clinton,342,162,1,505
Bastrop,2005,President,,Democratic,Hillary Clinton,489,128,0,617
Bastrop,2006,President,,Democratic,Hillary Clinton,182,62,1,245
Bastrop,2007,President,,Democratic,Hillary Clinton,214,95,1,310
Bastrop,2008,President,,Democratic,Hillary Clinton,145,28,0,173
Bastrop,2009,President,,Democratic,Hillary Clinton,206,41,0,247
Bastrop,2010,President,,Democratic,Hillary Clinton,167,55,0,222
Bastrop,2011,President,,Democratic,Hillary Clinton,392,99,1,492
Bastrop,3012,President,,Democratic,Hillary Clinton,90,44,0,134
Bastrop,3013,President,,Democratic,Hillary Clinton,166,129,1,296
Bastrop,3014,President,,Democratic,Hillary Clinton,428,142,0,570
Bastrop,3015,President,,Democratic,Hillary Clinton,515,179,3,697
Bastrop,3016,President,,Democratic,Hillary Clinton,513,170,1,684
Bastrop,4017,President,,Democratic,Hillary Clinton,553,167,1,721
Bastrop,4018,President,,Democratic,Hillary Clinton,91,28,0,119
Bastrop,4019,President,,Democratic,Hillary Clinton,435,145,0,580
Bastrop,4020,President,,Democratic,Hillary Clinton,751,242,1,994
Bastrop,4021,President,,Democratic,Hillary Clinton,142,98,0,240
Bastrop,Total,President,,Democratic,Hillary Clinton,8045,2512,12,10569
Bastrop,1001,President,,Libertarian,Gary Johnson,61,29,0,90
Bastrop,1002,President,,Libertarian,Gary Johnson,40,12,0,52
Bastrop,1003,President,,Libertarian,Gary Johnson,107,41,1,149
Bastrop,1004,President,,Libertarian,Gary Johnson,31,15,0,46
Bastrop,2005,President,,Libertarian,Gary Johnson,37,21,0,58
Bastrop,2006,President,,Libertarian,Gary Johnson,19,9,0,28
Bastrop,2007,President,,Libertarian,Gary Johnson,32,15,1,48
Bastrop,2008,President,,Libertarian,Gary Johnson,18,8,0,26
Bastrop,2009,President,,Libertarian,Gary Johnson,16,13,0,29
Bastrop,2010,President,,Libertarian,Gary Johnson,14,14,0,28
Bastrop,2011,President,,Libertarian,Gary Johnson,37,17,0,54
Bastrop,3012,President,,Libertarian,Gary Johnson,19,10,0,29
Bastrop,3013,President,,Libertarian,Gary Johnson,10,12,0,22
Bastrop,3014,President,,Libertarian,Gary Johnson,40,22,0,62
Bastrop,3015,President,,Libertarian,Gary Johnson,35,13,0,48
Bastrop,3016,President,,Libertarian,Gary Johnson,33,26,0,59
Bastrop,4017,President,,Libertarian,Gary Johnson,34,21,0,55
Bastrop,4018,President,,Libertarian,Gary Johnson,12,3,0,15
Bastrop,4019,President,,Libertarian,Gary Johnson,29,24,0,53
Bastrop,4020,President,,Libertarian,Gary Johnson,56,24,0,80
Bastrop,4021,President,,Libertarian,Gary Johnson,18,14,0,32
Bastrop,Total,President,,Libertarian,Gary Johnson,698,363,2,1063
Bastrop,1001,President,,Green,Jill Stein,13,9,0,22
Bastrop,1002,President,,Green,Jill Stein,15,12,0,27
Bastrop,1003,President,,Green,Jill Stein,21,11,0,32
Bastrop,1004,President,,Green,Jill Stein,7,7,0,14
Bastrop,2005,President,,Green,Jill Stein,13,7,0,20
Bastrop,2006,President,,Green,Jill Stein,3,2,0,5
Bastrop,2007,President,,Green,Jill Stein,9,11,0,20
Bastrop,2008,President,,Green,Jill Stein,4,0,0,4
Bastrop,2009,President,,Green,Jill Stein,5,2,0,7
Bastrop,2010,President,,Green,Jill Stein,2,3,0,5
Bastrop,2011,President,,Green,Jill Stein,14,13,0,27
Bastrop,3012,President,,Green,Jill Stein,4,2,0,6
Bastrop,3013,President,,Green,Jill Stein,5,6,0,11
Bastrop,3014,President,,Green,Jill Stein,14,4,0,18
Bastrop,3015,President,,Green,Jill Stein,6,7,0,13
Bastrop,3016,President,,Green,Jill Stein,7,10,0,17
Bastrop,4017,President,,Green,Jill Stein,16,5,0,21
Bastrop,4018,President,,Green,Jill Stein,2,0,0,2
Bastrop,4019,President,,Green,Jill Stein,11,9,0,20
Bastrop,4020,President,,Green,Jill Stein,17,4,0,21
Bastrop,4021,President,,Green,Jill Stein,6,2,0,8
Bastrop,Total,President,,Green,Jill Stein,194,126,0,320
Bastrop,1001,President,,,Write-ins,30,11,0,41
Bastrop,1002,President,,,Write-ins,8,8,0,16
Bastrop,1003,President,,,Write-ins,41,8,0,49
Bastrop,1004,President,,,Write-ins,13,8,0,21
Bastrop,2005,President,,,Write-ins,7,9,0,16
Bastrop,2006,President,,,Write-ins,6,6,0,12
Bastrop,2007,President,,,Write-ins,10,5,0,15
Bastrop,2008,President,,,Write-ins,3,2,0,5
Bastrop,2009,President,,,Write-ins,6,4,0,10
Bastrop,2010,President,,,Write-ins,8,7,0,15
Bastrop,2011,President,,,Write-ins,13,7,0,20
Bastrop,3012,President,,,Write-ins,4,0,0,4
Bastrop,3013,President,,,Write-ins,6,5,0,11
Bastrop,3014,President,,,Write-ins,8,8,0,16
Bastrop,3015,President,,,Write-ins,16,4,0,20
Bastrop,3016,President,,,Write-ins,17,6,0,23
Bastrop,4017,President,,,Write-ins,19,8,0,27
Bastrop,4018,President,,,Write-ins,6,3,0,9
Bastrop,4019,President,,,Write-ins,13,9,0,22
Bastrop,4020,President,,,Write-ins,18,10,0,28
Bastrop,4021,President,,,Write-ins,3,2,0,5
Bastrop,Total,President,,,Write-ins,255,130,0,385
Bastrop,1001,Railroad Commissioner,,Republican,Wayne Christian,900,228,0,1128
Bastrop,1002,Railroad Commissioner,,Republican,Wayne Christian,484,131,0,615
Bastrop,1003,Railroad Commissioner,,Republican,Wayne Christian,1640,378,2,2020
Bastrop,1004,Railroad Commissioner,,Republican,Wayne Christian,433,198,0,631
Bastrop,2005,Railroad Commissioner,,Republican,Wayne Christian,718,176,0,894
Bastrop,2006,Railroad Commissioner,,Republican,Wayne Christian,363,158,1,522
Bastrop,2007,Railroad Commissioner,,Republican,Wayne Christian,640,266,3,909
Bastrop,2008,Railroad Commissioner,,Republican,Wayne Christian,353,85,0,438
Bastrop,2009,Railroad Commissioner,,Republican,Wayne Christian,325,105,0,430
Bastrop,2010,Railroad Commissioner,,Republican,Wayne Christian,299,214,0,513
Bastrop,2011,Railroad Commissioner,,Republican,Wayne Christian,636,214,0,850
Bastrop,3012,Railroad Commissioner,,Republican,Wayne Christian,269,106,0,375
Bastrop,3013,Railroad Commissioner,,Republican,Wayne Christian,293,244,0,537
Bastrop,3014,Railroad Commissioner,,Republican,Wayne Christian,478,153,0,631
Bastrop,3015,Railroad Commissioner,,Republican,Wayne Christian,391,121,1,513
Bastrop,3016,Railroad Commissioner,,Republican,Wayne Christian,632,180,1,813
Bastrop,4017,Railroad Commissioner,,Republican,Wayne Christian,480,109,0,589
Bastrop,4018,Railroad Commissioner,,Republican,Wayne Christian,215,45,1,261
Bastrop,4019,Railroad Commissioner,,Republican,Wayne Christian,582,220,1,803
Bastrop,4020,Railroad Commissioner,,Republican,Wayne Christian,714,146,1,861
Bastrop,4021,Railroad Commissioner,,Republican,Wayne Christian,296,183,1,480
Bastrop,Total,Railroad Commissioner,,Republican,Wayne Christian,11141,3660,12,14813
Bastrop,1001,Railroad Commissioner,,Democratic,Grady Yarbrough,441,115,0,556
Bastrop,1002,Railroad Commissioner,,Democratic,Grady Yarbrough,535,135,0,670
Bastrop,1003,Railroad Commissioner,,Democratic,Grady Yarbrough,996,194,1,1191
Bastrop,1004,Railroad Commissioner,,Democratic,Grady Yarbrough,320,154,1,475
Bastrop,2005,Railroad Commissioner,,Democratic,Grady Yarbrough,485,132,0,617
Bastrop,2006,Railroad Commissioner,,Democratic,Grady Yarbrough,179,67,1,247
Bastrop,2007,Railroad Commissioner,,Democratic,Grady Yarbrough,204,101,1,306
Bastrop,2008,Railroad Commissioner,,Democratic,Grady Yarbrough,137,25,0,162
Bastrop,2009,Railroad Commissioner,,Democratic,Grady Yarbrough,186,40,0,226
Bastrop,2010,Railroad Commissioner,,Democratic,Grady Yarbrough,151,56,0,207
Bastrop,2011,Railroad Commissioner,,Democratic,Grady Yarbrough,353,86,0,439
Bastrop,3012,Railroad Commissioner,,Democratic,Grady Yarbrough,84,41,0,125
Bastrop,3013,Railroad Commissioner,,Democratic,Grady Yarbrough,170,131,1,302
Bastrop,3014,Railroad Commissioner,,Democratic,Grady Yarbrough,375,123,0,498
Bastrop,3015,Railroad Commissioner,,Democratic,Grady Yarbrough,460,150,3,613
Bastrop,3016,Railroad Commissioner,,Democratic,Grady Yarbrough,450,142,1,593
Bastrop,4017,Railroad Commissioner,,Democratic,Grady Yarbrough,510,154,1,665
Bastrop,4018,Railroad Commissioner,,Democratic,Grady Yarbrough,79,32,0,111
Bastrop,4019,Railroad Commissioner,,Democratic,Grady Yarbrough,381,129,0,510
Bastrop,4020,Railroad Commissioner,,Democratic,Grady Yarbrough,691,203,1,895
Bastrop,4021,Railroad Commissioner,,Democratic,Grady Yarbrough,133,104,1,238
Bastrop,Total,Railroad Commissioner,,Democratic,Grady Yarbrough,7320,2314,12,9646
Bastrop,1001,Railroad Commissioner,,Libertarian,Mark Miller,116,41,0,157
Bastrop,1002,Railroad Commissioner,,Libertarian,Mark Miller,78,23,0,101
Bastrop,1003,Railroad Commissioner,,Libertarian,Mark Miller,218,73,0,291
Bastrop,1004,Railroad Commissioner,,Libertarian,Mark Miller,54,33,0,87
Bastrop,2005,Railroad Commissioner,,Libertarian,Mark Miller,68,37,0,105
Bastrop,2006,Railroad Commissioner,,Libertarian,Mark Miller,46,23,0,69
Bastrop,2007,Railroad Commissioner,,Libertarian,Mark Miller,58,39,1,98
Bastrop,2008,Railroad Commissioner,,Libertarian,Mark Miller,33,12,0,45
Bastrop,2009,Railroad Commissioner,,Libertarian,Mark Miller,46,15,0,61
Bastrop,2010,Railroad Commissioner,,Libertarian,Mark Miller,46,34,0,80
Bastrop,2011,Railroad Commissioner,,Libertarian,Mark Miller,98,32,0,130
Bastrop,3012,Railroad Commissioner,,Libertarian,Mark Miller,37,22,0,59
Bastrop,3013,Railroad Commissioner,,Libertarian,Mark Miller,34,39,0,73
Bastrop,3014,Railroad Commissioner,,Libertarian,Mark Miller,69,35,0,104
Bastrop,3015,Railroad Commissioner,,Libertarian,Mark Miller,72,20,0,92
Bastrop,3016,Railroad Commissioner,,Libertarian,Mark Miller,82,46,0,128
Bastrop,4017,Railroad Commissioner,,Libertarian,Mark Miller,64,34,0,98
Bastrop,4018,Railroad Commissioner,,Libertarian,Mark Miller,23,3,0,26
Bastrop,4019,Railroad Commissioner,,Libertarian,Mark Miller,92,40,0,132
Bastrop,4020,Railroad Commissioner,,Libertarian,Mark Miller,101,35,0,136
Bastrop,4021,Railroad Commissioner,,Libertarian,Mark Miller,25,43,0,68
Bastrop,Total,Railroad Commissioner,,Libertarian,Mark Miller,1460,679,1,2140
Bastrop,1001,Railroad Commissioner,,Green,Martina Salinas,58,23,0,81
Bastrop,1002,Railroad Commissioner,,Green,Martina Salinas,47,21,0,68
Bastrop,1003,Railroad Commissioner,,Green,Martina Salinas,89,33,0,122
Bastrop,1004,Railroad Commissioner,,Green,Martina Salinas,42,22,0,64
Bastrop,2005,Railroad Commissioner,,Green,Martina Salinas,32,13,0,45
Bastrop,2006,Railroad Commissioner,,Green,Martina Salinas,22,12,0,34
Bastrop,2007,Railroad Commissioner,,Green,Martina Salinas,23,15,0,38
Bastrop,2008,Railroad Commissioner,,Green,Martina Salinas,13,2,0,15
Bastrop,2009,Railroad Commissioner,,Green,Martina Salinas,12,12,0,24
Bastrop,2010,Railroad Commissioner,,Green,Martina Salinas,23,6,0,29
Bastrop,2011,Railroad Commissioner,,Green,Martina Salinas,42,18,0,60
Bastrop,3012,Railroad Commissioner,,Green,Martina Salinas,8,1,0,9
Bastrop,3013,Railroad Commissioner,,Green,Martina Salinas,16,14,0,30
Bastrop,3014,Railroad Commissioner,,Green,Martina Salinas,48,32,0,80
Bastrop,3015,Railroad Commissioner,,Green,Martina Salinas,58,38,0,96
Bastrop,3016,Railroad Commissioner,,Green,Martina Salinas,61,30,0,91
Bastrop,4017,Railroad Commissioner,,Green,Martina Salinas,54,21,0,75
Bastrop,4018,Railroad Commissioner,,Green,Martina Salinas,11,3,0,14
Bastrop,4019,Railroad Commissioner,,Green,Martina Salinas,47,24,0,71
Bastrop,4020,Railroad Commissioner,,Green,Martina Salinas,70,32,0,102
Bastrop,4021,Railroad Commissioner,,Green,Martina Salinas,17,14,0,31
Bastrop,Total,Railroad Commissioner,,Green,Martina Salinas,793,386,0,1179
Bastrop,1001,U.S. House,10,Republican,Michael T. McCaul,997,261,0,1258
Bastrop,1002,U.S. House,10,Republican,Michael T. McCaul,568,159,0,727
Bastrop,1004,U.S. House,10,Republican,Michael T. McCaul,483,224,0,707
Bastrop,2005,U.S. House,10,Republican,Michael T. McCaul,790,212,0,1002
Bastrop,2006,U.S. House,10,Republican,Michael T. McCaul,413,181,1,595
Bastrop,2009,U.S. House,10,Republican,Michael T. McCaul,355,121,0,476
Bastrop,2010,U.S. House,10,Republican,Michael T. McCaul,337,238,0,575
Bastrop,2011,U.S. House,10,Republican,Michael T. McCaul,695,230,1,926
Bastrop,4017,U.S. House,10,Republican,Michael T. McCaul,539,129,0,668
Bastrop,4019,U.S. House,10,Republican,Michael T. McCaul,664,246,1,911
Bastrop,4020,U.S. House,10,Republican,Michael T. McCaul,817,178,1,996
Bastrop,4021,U.S. House,10,Republican,Michael T. McCaul,315,222,2,539
Bastrop,Total,U.S. House,10,Republican,Michael T. McCaul,6973,2401,6,9380
Bastrop,1001,U.S. House,10,Democratic,Tawana W. Cadien,449,121,0,570
Bastrop,1002,U.S. House,10,Democratic,Tawana W. Cadien,523,124,0,647
Bastrop,1004,U.S. House,10,Democratic,Tawana W. Cadien,325,159,1,485
Bastrop,2005,U.S. House,10,Democratic,Tawana W. Cadien,477,132,0,609
Bastrop,2006,U.S. House,10,Democratic,Tawana W. Cadien,174,66,1,241
Bastrop,2009,U.S. House,10,Democratic,Tawana W. Cadien,188,39,0,227
Bastrop,2010,U.S. House,10,Democratic,Tawana W. Cadien,152,54,0,206
Bastrop,2011,U.S. House,10,Democratic,Tawana W. Cadien,370,95,0,465
Bastrop,4017,U.S. House,10,Democratic,Tawana W. Cadien,530,163,1,694
Bastrop,4019,U.S. House,10,Democratic,Tawana W. Cadien,393,129,0,522
Bastrop,4020,U.S. House,10,Democratic,Tawana W. Cadien,702,208,1,911
Bastrop,4021,U.S. House,10,Democratic,Tawana W. Cadien,131,97,0,228
Bastrop,Total,U.S. House,10,Democratic,Tawana W. Cadien,4414,1387,4,5805
Bastrop,1001,U.S. House,10,Libertarian,Bill Kelsey,81,30,0,111
Bastrop,1002,U.S. House,10,Libertarian,Bill Kelsey,60,28,0,88
Bastrop,1004,U.S. House,10,Libertarian,Bill Kelsey,45,22,0,67
Bastrop,2005,U.S. House,10,Libertarian,Bill Kelsey,47,20,0,67
Bastrop,2006,U.S. House,10,Libertarian,Bill Kelsey,28,16,0,44
Bastrop,2009,U.S. House,10,Libertarian,Bill Kelsey,24,16,0,40
Bastrop,2010,U.S. House,10,Libertarian,Bill Kelsey,29,18,0,47
Bastrop,2011,U.S. House,10,Libertarian,Bill Kelsey,67,28,0,95
Bastrop,4017,U.S. House,10,Libertarian,Bill Kelsey,41,29,0,70
Bastrop,4019,U.S. House,10,Libertarian,Bill Kelsey,47,37,0,84
Bastrop,4020,U.S. House,10,Libertarian,Bill Kelsey,58,27,0,85
Bastrop,4021,U.S. House,10,Libertarian,Bill Kelsey,26,26,0,52
Bastrop,Total,U.S. House,10,Libertarian,Bill Kelsey,553,297,0,850
Bastrop,4018,U.S. House,17,Republican,Bill Flores,214,52,1,267
Bastrop,Total,U.S. House,17,Republican,Bill Flores,214,52,1,267
Bastrop,4018,U.S. House,17,Democratic,William Matta,90,28,0,118
Bastrop,Total,U.S. House,17,Democratic,William Matta,90,28,0,118
Bastrop,4018,U.S. House,17,Libertarian,Clark Patterson,23,3,0,26
Bastrop,Total,U.S. House,17,Libertarian,Clark Patterson,23,3,0,26
Bastrop,1003,U.S. House,27,Republican,Blake Farenthold,1802,450,2,2254
Bastrop,2007,U.S. House,27,Republican,Blake Farenthold,692,293,3,988
Bastrop,2008,U.S. House,27,Republican,Blake Farenthold,385,94,0,479
Bastrop,3012,U.S. House,27,Republican,Blake Farenthold,307,132,0,439
Bastrop,3013,U.S. House,27,Republican,Blake Farenthold,338,289,0,627
Bastrop,3014,U.S. House,27,Republican,Blake Farenthold,521,180,0,701
Bastrop,3015,U.S. House,27,Republican,Blake Farenthold,446,136,1,583
Bastrop,3016,U.S. House,27,Republican,Blake Farenthold,690,216,1,907
Bastrop,Total,U.S. House,27,Republican,Blake Farenthold,5181,1790,7,6978
Bastrop,1003,U.S. House,27,Democratic,Raul (Roy) Barrera,1114,222,1,1337
Bastrop,2007,U.S. House,27,Democratic,Raul (Roy) Barrera,222,121,2,345
Bastrop,2008,U.S. House,27,Democratic,Raul (Roy) Barrera,151,28,0,179
Bastrop,3012,U.S. House,27,Democratic,Raul (Roy) Barrera,95,43,0,138
Bastrop,3013,U.S. House,27,Democratic,Raul (Roy) Barrera,176,140,1,317
Bastrop,3014,U.S. House,27,Democratic,Raul (Roy) Barrera,428,161,0,589
Bastrop,3015,U.S. House,27,Democratic,Raul (Roy) Barrera,538,193,3,734
Bastrop,3016,U.S. House,27,Democratic,Raul (Roy) Barrera,522,173,1,696
Bastrop,Total,U.S. House,27,Democratic,Raul (Roy) Barrera,3246,1081,8,4335
Bastrop,1001,State Representative,17,Republican,John Cyrier,1169,318,0,1487
Bastrop,1002,State Representative,17,Republican,John Cyrier,728,221,0,949
Bastrop,1003,State Representative,17,Republican,John Cyrier,2074,515,2,2591
Bastrop,1004,State Representative,17,Republican,John Cyrier,622,293,0,915
Bastrop,2005,State Representative,17,Republican,John Cyrier,950,259,0,1209
Bastrop,2006,State Representative,17,Republican,John Cyrier,462,211,1,674
Bastrop,2007,State Representative,17,Republican,John Cyrier,770,322,4,1096
Bastrop,2008,State Representative,17,Republican,John Cyrier,428,105,0,533
Bastrop,2009,State Representative,17,Republican,John Cyrier,420,153,0,573
Bastrop,2010,State Representative,17,Republican,John Cyrier,384,266,0,650
Bastrop,2011,State Representative,17,Republican,John Cyrier,819,269,1,1089
Bastrop,3012,State Representative,17,Republican,John Cyrier,324,146,0,470
Bastrop,3013,State Representative,17,Republican,John Cyrier,364,328,0,692
Bastrop,3014,State Representative,17,Republican,John Cyrier,665,237,0,902
Bastrop,3015,State Representative,17,Republican,John Cyrier,595,196,1,792
Bastrop,3016,State Representative,17,Republican,John Cyrier,849,280,1,1130
Bastrop,4017,State Representative,17,Republican,John Cyrier,688,187,0,875
