county,precinct,office,district,candidate,party,votes,early_voting_ivo,early_voting_paper,election_day,provisional
Williamson,216,Ballots Cast,,,,"1,722","1,342",71,306,3
Williamson,218,Ballots Cast,,,,"2,130","1,663",106,356,5
Williamson,253,Ballots Cast,,,,"3,824","2,738",158,918,10
Williamson,254,Ballots Cast,,,,"2,208","1,662",117,423,6
Williamson,259,Ballots Cast,,,,"3,761","2,735",139,882,5
Williamson,264,Ballots Cast,,,,"2,790","2,019",99,670,2
Williamson,266,Ballots Cast,,,,"2,574","1,898",163,509,4
Williamson,267,Ballots Cast,,,,"1,761","1,286",79,395,1
Williamson,273,Ballots Cast,,,,"1,751","1,360",76,312,3
Williamson,274,Ballots Cast,,,,"2,911","2,022",123,754,12
Williamson,275,Ballots Cast,,,,"1,869","1,321",115,429,4
Williamson,277,Ballots Cast,,,,"3,607","2,905",136,563,3
Williamson,278,Ballots Cast,,,,"3,732","2,872",142,712,6
Williamson,283,Ballots Cast,,,,"2,983","2,193",132,652,6
Williamson,287,Ballots Cast,,,,"3,292","2,383",189,716,4
Williamson,305,Ballots Cast,,,,"2,083","1,614",138,330,1
Williamson,309,Ballots Cast,,,,942,549,38,355,0
Williamson,310,Ballots Cast,,,,"1,102",597,60,443,2
Williamson,311,Ballots Cast,,,,"1,266",813,64,388,1
Williamson,312,Ballots Cast,,,,"2,429","1,512",116,797,4
Williamson,314,Ballots Cast,,,,"2,086","1,492",144,447,3
Williamson,330,Ballots Cast,,,,"2,777","2,064",94,617,2
Williamson,331,Ballots Cast,,,,"2,289","1,724",81,478,6
Williamson,332,Ballots Cast,,,,"2,635","1,976",112,544,3
Williamson,333,Ballots Cast,,,,"2,602","1,893",121,585,3
Williamson,337,Ballots Cast,,,,"3,181","2,320",137,718,6
Williamson,339,Ballots Cast,,,,"1,650","1,206",67,375,2
Williamson,341,Ballots Cast,,,,"1,431","1,066",131,229,5
Williamson,343,Ballots Cast,,,,573,319,61,192,1
Williamson,344,Ballots Cast,,,,"3,860","2,973",261,624,2
Williamson,368,Ballots Cast,,,,"2,145","1,649",150,340,6
Williamson,369,Ballots Cast,,,,"1,857","1,316",99,438,4
Williamson,370,Ballots Cast,,,,"2,442","1,821",140,479,2
Williamson,371,Ballots Cast,,,,"3,021","2,233",149,630,9
Williamson,379,Ballots Cast,,,,"1,791","1,292",214,277,8
Williamson,381,Ballots Cast,,,,"3,383","2,629",275,475,4
Williamson,382,Ballots Cast,,,,"2,886","2,263",485,138,0
Williamson,392,Ballots Cast,,,,"3,444","2,459",413,562,10
Williamson,394,Ballots Cast,,,,"5,239","4,215",746,274,4
Williamson,395,Ballots Cast,,,,"2,119","1,642",128,349,0
Williamson,396,Ballots Cast,,,,"2,928","2,211",525,186,6
Williamson,402,Ballots Cast,,,,"3,085","2,261",97,721,6
Williamson,403,Ballots Cast,,,,"1,501","1,115",49,336,1
Williamson,413,Ballots Cast,,,,366,228,17,120,1
Williamson,415,Ballots Cast,,,,"1,180",620,57,503,0
Williamson,420,Ballots Cast,,,,"3,182","2,363",120,691,8
Williamson,423,Ballots Cast,,,,"2,235","1,608",101,519,7
Williamson,424,Ballots Cast,,,,"4,826","3,684",206,928,8
Williamson,425,Ballots Cast,,,,350,136,24,189,1
Williamson,426,Ballots Cast,,,,"1,249",970,53,220,6
Williamson,427,Ballots Cast,,,,"1,600","1,194",89,312,5
Williamson,428,Ballots Cast,,,,"1,812","1,376",84,350,2
Williamson,429,Ballots Cast,,,,795,533,34,226,2
Williamson,434,Ballots Cast,,,,"1,960","1,330",105,522,3
Williamson,436,Ballots Cast,,,,524,380,33,110,1
Williamson,455,Ballots Cast,,,,"1,483","1,078",74,330,1
Williamson,456,Ballots Cast,,,,912,643,60,207,2
Williamson,463,Ballots Cast,,,,"2,955","2,177",149,624,5
Williamson,480,Ballots Cast,,,,"3,092","2,351",120,613,8
Williamson,484,Ballots Cast,,,,"3,177","2,417",144,614,2
Williamson,488,Ballots Cast,,,,"3,849","2,961",151,728,9
Williamson,491,Ballots Cast,,,,"3,298","2,499",130,664,5
Williamson,Total,Ballots Cast,,,,"205,862","152,841","11,463","41,157",401
Williamson,119,Straight Party,,,REP,659,510,33,116,0
Williamson,122,Straight Party,,,REP,504,389,44,71,0
Williamson,135,Straight Party,,,REP,377,264,11,101,1
Williamson,138,Straight Party,,,REP,752,593,39,118,2
Williamson,140,Straight Party,,,REP,360,293,19,48,0
Williamson,145,Straight Party,,,REP,333,231,15,86,1
Williamson,146,Straight Party,,,REP,521,373,25,123,0
Williamson,147,Straight Party,,,REP,401,303,16,81,1
Williamson,149,Straight Party,,,REP,361,286,11,63,1
Williamson,150,Straight Party,,,REP,317,225,15,76,1
Williamson,151,Straight Party,,,REP,368,246,30,90,2
Williamson,152,Straight Party,,,REP,289,186,9,93,1
Williamson,160,Straight Party,,,REP,769,645,15,109,0
Williamson,162,Straight Party,,,REP,340,240,24,74,2
Williamson,172,Straight Party,,,REP,458,342,31,84,1
Williamson,182,Straight Party,,,REP,961,775,40,146,0
Williamson,185,Straight Party,,,REP,222,156,15,50,1
Williamson,186,Straight Party,,,REP,411,282,18,108,3
Williamson,189,Straight Party,,,REP,478,313,20,143,2
Williamson,190,Straight Party,,,REP,"1,016",805,46,164,1
Williamson,197,Straight Party,,,REP,501,401,16,84,0
Williamson,198,Straight Party,,,REP,693,565,30,98,0
Williamson,201,Straight Party,,,REP,"1,266",971,47,245,3
Williamson,204,Straight Party,,,REP,"1,083",814,47,217,5
Williamson,206,Straight Party,,,REP,"1,032",713,59,259,1
Williamson,207,Straight Party,,,REP,"1,677","1,178",75,422,2
Williamson,216,Straight Party,,,REP,474,382,9,82,1
Williamson,218,Straight Party,,,REP,394,309,20,65,0
Williamson,253,Straight Party,,,REP,"1,353",981,47,323,2
Williamson,254,Straight Party,,,REP,737,571,39,127,0
Williamson,259,Straight Party,,,REP,"1,281",968,43,268,2
Williamson,264,Straight Party,,,REP,991,736,35,219,1
Williamson,266,Straight Party,,,REP,757,569,62,125,1
Williamson,267,Straight Party,,,REP,701,524,26,150,1
Williamson,273,Straight Party,,,REP,439,352,16,71,0
Williamson,274,Straight Party,,,REP,656,441,28,184,3
Williamson,275,Straight Party,,,REP,370,270,31,68,1
Williamson,277,Straight Party,,,REP,"1,111",907,32,169,3
Williamson,278,Straight Party,,,REP,"1,085",842,48,193,2
Williamson,283,Straight Party,,,REP,936,684,39,211,2
Williamson,287,Straight Party,,,REP,"1,052",779,52,220,1
Williamson,305,Straight Party,,,REP,957,737,66,154,0
Williamson,309,Straight Party,,,REP,418,246,17,155,0
Williamson,310,Straight Party,,,REP,514,283,27,202,2
Williamson,311,Straight Party,,,REP,532,353,25,153,1
Williamson,312,Straight Party,,,REP,"1,019",674,53,291,1
Williamson,314,Straight Party,,,REP,598,429,29,139,1
Williamson,330,Straight Party,,,REP,799,597,24,178,0
Williamson,331,Straight Party,,,REP,838,655,22,157,4
Williamson,332,Straight Party,,,REP,944,711,42,190,1
Williamson,333,Straight Party,,,REP,822,599,37,185,1
Williamson,337,Straight Party,,,REP,"1,028",751,37,238,2
Williamson,339,Straight Party,,,REP,435,311,18,105,1
Williamson,341,Straight Party,,,REP,588,437,50,100,1
Williamson,343,Straight Party,,,REP,146,81,19,46,0
Williamson,344,Straight Party,,,REP,"1,515","1,198",83,234,0
Williamson,368,Straight Party,,,REP,925,728,52,144,1
Williamson,369,Straight Party,,,REP,502,360,20,121,1
Williamson,370,Straight Party,,,REP,821,627,34,159,1
Williamson,371,Straight Party,,,REP,"1,120",843,74,201,2
Williamson,379,Straight Party,,,REP,762,553,102,105,2
Williamson,381,Straight Party,,,REP,"1,422","1,109",131,179,3
Williamson,382,Straight Party,,,REP,"1,422","1,141",209,72,0
Williamson,392,Straight Party,,,REP,"1,501","1,092",183,223,3
Williamson,394,Straight Party,,,REP,"2,506","2,047",325,133,1
Williamson,395,Straight Party,,,REP,896,711,43,142,0
Williamson,396,Straight Party,,,REP,"1,404","1,071",233,100,0
Williamson,402,Straight Party,,,REP,895,660,23,211,1
Williamson,403,Straight Party,,,REP,458,354,11,92,1
Williamson,413,Straight Party,,,REP,147,106,5,36,0
Williamson,415,Straight Party,,,REP,480,266,19,195,0
Williamson,420,Straight Party,,,REP,"1,038",789,31,216,2
Williamson,423,Straight Party,,,REP,606,427,37,139,3
Williamson,424,Straight Party,,,REP,"1,665","1,304",58,299,4
Williamson,425,Straight Party,,,REP,145,64,9,72,0
Williamson,426,Straight Party,,,REP,427,336,21,67,3
Williamson,427,Straight Party,,,REP,579,434,34,111,0
Williamson,428,Straight Party,,,REP,718,570,24,124,0
Williamson,429,Straight Party,,,REP,175,118,6,50,1
Williamson,434,Straight Party,,,REP,984,686,54,243,1
Williamson,436,Straight Party,,,REP,258,187,14,56,1
Williamson,455,Straight Party,,,REP,340,258,15,67,0
Williamson,456,Straight Party,,,REP,240,194,12,34,0
Williamson,463,Straight Party,,,REP,686,531,33,119,3
Williamson,480,Straight Party,,,REP,770,617,13,138,2
Williamson,484,Straight Party,,,REP,933,734,36,163,0
Williamson,488,Straight Party,,,REP,"1,215",944,51,218,2
Williamson,491,Straight Party,,,REP,931,724,29,178,0
Williamson,Total,Straight Party,,,REP,"66,610","50,061","3,767","12,678",104
Williamson,119,Straight Party,,,DEM,552,400,25,124,3
Williamson,122,Straight Party,,,DEM,414,319,48,43,4
Williamson,135,Straight Party,,,DEM,652,463,23,165,1
Williamson,138,Straight Party,,,DEM,600,468,23,107,2
Williamson,140,Straight Party,,,DEM,318,267,17,33,1
Williamson,145,Straight Party,,,DEM,622,431,25,162,4
Williamson,146,Straight Party,,,DEM,939,721,29,184,5
Williamson,147,Straight Party,,,DEM,649,480,34,132,3
Williamson,149,Straight Party,,,DEM,458,339,28,91,0
Williamson,150,Straight Party,,,DEM,495,348,29,115,3
Williamson,151,Straight Party,,,DEM,488,363,22,102,1
Williamson,152,Straight Party,,,DEM,492,320,20,151,1
Williamson,160,Straight Party,,,DEM,819,677,29,112,1
Williamson,162,Straight Party,,,DEM,576,426,27,122,1
Williamson,172,Straight Party,,,DEM,369,290,24,55,0
Williamson,182,Straight Party,,,DEM,503,412,21,68,2
Williamson,185,Straight Party,,,DEM,343,260,19,61,3
Williamson,186,Straight Party,,,DEM,574,422,17,132,3
Williamson,189,Straight Party,,,DEM,529,428,14,86,1
Williamson,190,Straight Party,,,DEM,765,622,58,81,4
Williamson,197,Straight Party,,,DEM,523,444,18,59,2
Williamson,198,Straight Party,,,DEM,667,548,25,91,3
Williamson,201,Straight Party,,,DEM,"1,083",903,29,148,3
Williamson,204,Straight Party,,,DEM,822,658,26,136,2
Williamson,206,Straight Party,,,DEM,213,150,23,40,0
Williamson,207,Straight Party,,,DEM,412,297,30,85,0
Williamson,216,Straight Party,,,DEM,382,301,25,56,0
Williamson,218,Straight Party,,,DEM,531,423,24,82,2
Williamson,253,Straight Party,,,DEM,768,549,38,178,3
Williamson,254,Straight Party,,,DEM,503,377,32,94,0
Williamson,259,Straight Party,,,DEM,834,599,38,195,2
Williamson,264,Straight Party,,,DEM,563,401,15,147,0
Williamson,266,Straight Party,,,DEM,726,560,36,129,1
Williamson,267,Straight Party,,,DEM,294,213,8,73,0
Williamson,273,Straight Party,,,DEM,476,388,26,60,2
Williamson,274,Straight Party,,,DEM,881,636,28,211,6
Williamson,275,Straight Party,,,DEM,588,434,23,128,3
Williamson,277,Straight Party,,,DEM,740,611,36,93,0
Williamson,278,Straight Party,,,DEM,842,681,38,123,0
Williamson,283,Straight Party,,,DEM,754,553,42,157,2
Williamson,287,Straight Party,,,DEM,767,570,62,135,0
Williamson,305,Straight Party,,,DEM,221,182,15,23,1
Williamson,309,Straight Party,,,DEM,131,71,7,53,0
Williamson,310,Straight Party,,,DEM,142,84,13,45,0
Williamson,311,Straight Party,,,DEM,169,112,11,46,0
Williamson,312,Straight Party,,,DEM,365,198,19,146,2
Williamson,314,Straight Party,,,DEM,532,370,45,117,0
Williamson,330,Straight Party,,,DEM,600,443,23,133,1
Williamson,331,Straight Party,,,DEM,450,337,16,96,1
Williamson,332,Straight Party,,,DEM,453,357,23,72,1
Williamson,333,Straight Party,,,DEM,604,446,38,119,1
Williamson,337,Straight Party,,,DEM,803,615,27,159,2
Williamson,339,Straight Party,,,DEM,498,363,17,118,0
Williamson,341,Straight Party,,,DEM,228,161,36,30,1
Williamson,343,Straight Party,,,DEM,213,116,22,74,1
Williamson,344,Straight Party,,,DEM,547,409,65,73,0
Williamson,368,Straight Party,,,DEM,280,214,30,35,1
Williamson,369,Straight Party,,,DEM,516,376,30,109,1
Williamson,370,Straight Party,,,DEM,546,419,34,93,0
Williamson,371,Straight Party,,,DEM,558,404,24,125,5
Williamson,379,Straight Party,,,DEM,284,185,53,44,2
Williamson,381,Straight Party,,,DEM,411,322,39,49,1
Williamson,382,Straight Party,,,DEM,513,359,132,22,0
Williamson,392,Straight Party,,,DEM,444,295,87,58,4
Williamson,394,Straight Party,,,DEM,933,703,190,39,1
Williamson,395,Straight Party,,,DEM,240,180,21,39,0
Williamson,396,Straight Party,,,DEM,562,385,154,22,1
Williamson,402,Straight Party,,,DEM,901,699,18,181,3
Williamson,403,Straight Party,,,DEM,424,321,12,91,0
Williamson,413,Straight Party,,,DEM,73,39,6,27,1
Williamson,415,Straight Party,,,DEM,191,89,12,90,0
Williamson,420,Straight Party,,,DEM,806,600,26,177,3
Williamson,423,Straight Party,,,DEM,732,532,28,171,1
Williamson,424,Straight Party,,,DEM,"1,056",810,52,192,2
Williamson,425,Straight Party,,,DEM,81,27,7,47,0
Williamson,426,Straight Party,,,DEM,264,201,13,50,0
Williamson,427,Straight Party,,,DEM,385,282,34,67,2
Williamson,428,Straight Party,,,DEM,361,283,23,55,0
Williamson,429,Straight Party,,,DEM,328,218,16,93,1
Williamson,434,Straight Party,,,DEM,222,139,21,62,0
Williamson,436,Straight Party,,,DEM,48,35,3,10,0
Williamson,455,Straight Party,,,DEM,545,391,34,119,1
Williamson,456,Straight Party,,,DEM,360,240,32,88,0
Williamson,463,Straight Party,,,DEM,"1,052",778,48,224,2
Williamson,480,Straight Party,,,DEM,"1,007",785,32,186,4
Williamson,484,Straight Party,,,DEM,827,637,29,160,1
Williamson,488,Straight Party,,,DEM,970,782,36,148,4
Williamson,491,Straight Party,,,DEM,977,755,40,178,4
Williamson,Total,Straight Party,,,DEM,"47,379","35,501","2,847","8,901",130
Williamson,119,Straight Party,,,LIB,28,19,1,8,0
Williamson,122,Straight Party,,,LIB,30,20,0,9,1
Williamson,135,Straight Party,,,LIB,27,18,0,9,0
Williamson,138,Straight Party,,,LIB,36,19,1,16,0
Williamson,140,Straight Party,,,LIB,19,15,0,4,0
Williamson,145,Straight Party,,,LIB,35,20,0,15,0
Williamson,146,Straight Party,,,LIB,40,23,0,16,1
Williamson,147,Straight Party,,,LIB,42,23,0,18,1
Williamson,149,Straight Party,,,LIB,19,12,1,5,1
Williamson,150,Straight Party,,,LIB,20,12,0,8,0
Williamson,151,Straight Party,,,LIB,28,15,1,12,0
Williamson,152,Straight Party,,,LIB,36,21,1,14,0
Williamson,160,Straight Party,,,LIB,49,31,1,17,0
Williamson,162,Straight Party,,,LIB,24,18,0,6,0
Williamson,172,Straight Party,,,LIB,8,5,0,3,0
Williamson,182,Straight Party,,,LIB,28,22,0,6,0
Williamson,185,Straight Party,,,LIB,18,6,0,12,0
Williamson,186,Straight Party,,,LIB,13,9,0,4,0
Williamson,189,Straight Party,,,LIB,29,19,0,10,0
Williamson,190,Straight Party,,,LIB,36,24,0,12,0
Williamson,197,Straight Party,,,LIB,17,9,2,6,0
Williamson,198,Straight Party,,,LIB,40,24,0,16,0
Williamson,201,Straight Party,,,LIB,40,27,0,13,0
Williamson,204,Straight Party,,,LIB,44,28,0,15,1
Williamson,206,Straight Party,,,LIB,19,13,0,6,0
Williamson,207,Straight Party,,,LIB,41,16,0,25,0
Williamson,216,Straight Party,,,LIB,27,17,0,10,0
Williamson,218,Straight Party,,,LIB,38,25,0,13,0
Williamson,253,Straight Party,,,LIB,53,31,0,22,0
Williamson,254,Straight Party,,,LIB,35,23,0,12,0
Williamson,259,Straight Party,,,LIB,63,37,0,26,0
Williamson,264,Straight Party,,,LIB,44,27,1,16,0
Williamson,266,Straight Party,,,LIB,35,27,0,8,0
Williamson,267,Straight Party,,,LIB,23,10,0,13,0
Williamson,273,Straight Party,,,LIB,36,17,0,19,0
Williamson,274,Straight Party,,,LIB,45,28,0,17,0
Williamson,275,Straight Party,,,LIB,23,12,0,11,0
Williamson,277,Straight Party,,,LIB,40,28,0,12,0
Williamson,278,Straight Party,,,LIB,58,36,0,20,2
Williamson,283,Straight Party,,,LIB,36,25,0,11,0
Williamson,287,Straight Party,,,LIB,42,28,0,14,0
Williamson,305,Straight Party,,,LIB,13,8,1,4,0
Williamson,309,Straight Party,,,LIB,11,4,0,7,0
Williamson,310,Straight Party,,,LIB,8,5,1,2,0
Williamson,311,Straight Party,,,LIB,12,5,0,7,0
Williamson,312,Straight Party,,,LIB,21,5,1,15,0
Williamson,314,Straight Party,,,LIB,27,19,1,7,0
Williamson,330,Straight Party,,,LIB,32,25,0,7,0
Williamson,331,Straight Party,,,LIB,36,21,0,15,0
Williamson,332,Straight Party,,,LIB,28,21,1,6,0
Williamson,333,Straight Party,,,LIB,34,20,1,13,0
Williamson,337,Straight Party,,,LIB,20,12,0,8,0
Williamson,339,Straight Party,,,LIB,25,20,0,5,0
Williamson,341,Straight Party,,,LIB,17,8,0,9,0
Williamson,343,Straight Party,,,LIB,10,3,0,7,0
Williamson,344,Straight Party,,,LIB,24,16,0,8,0
Williamson,368,Straight Party,,,LIB,12,7,0,5,0
Williamson,369,Straight Party,,,LIB,23,10,0,13,0
Williamson,370,Straight Party,,,LIB,38,32,0,6,0
Williamson,371,Straight Party,,,LIB,33,18,1,14,0
Williamson,379,Straight Party,,,LIB,14,7,0,7,0
Williamson,381,Straight Party,,,LIB,27,20,1,6,0
Williamson,382,Straight Party,,,LIB,7,6,1,0,0
Williamson,392,Straight Party,,,LIB,28,14,5,9,0
Williamson,394,Straight Party,,,LIB,20,17,2,1,0
Williamson,395,Straight Party,,,LIB,14,8,0,6,0
Williamson,396,Straight Party,,,LIB,12,10,0,1,1
Williamson,402,Straight Party,,,LIB,45,26,0,19,0
Williamson,403,Straight Party,,,LIB,19,14,0,5,0
Williamson,413,Straight Party,,,LIB,1,0,0,1,0
Williamson,415,Straight Party,,,LIB,8,3,0,5,0
Williamson,420,Straight Party,,,LIB,45,24,0,21,0
Williamson,423,Straight Party,,,LIB,40,28,0,12,0
Williamson,424,Straight Party,,,LIB,65,43,1,21,0
Williamson,425,Straight Party,,,LIB,1,0,0,1,0
Williamson,426,Straight Party,,,LIB,15,11,0,4,0
Williamson,427,Straight Party,,,LIB,13,10,1,2,0
Williamson,428,Straight Party,,,LIB,22,13,0,9,0
Williamson,429,Straight Party,,,LIB,7,1,2,4,0
Williamson,434,Straight Party,,,LIB,14,7,0,7,0
Williamson,436,Straight Party,,,LIB,2,2,0,0,0
Williamson,455,Straight Party,,,LIB,13,8,0,5,0
Williamson,456,Straight Party,,,LIB,6,2,1,3,0
Williamson,463,Straight Party,,,LIB,39,22,1,16,0
Williamson,480,Straight Party,,,LIB,44,27,2,15,0
Williamson,484,Straight Party,,,LIB,45,28,0,17,0
Williamson,488,Straight Party,,,LIB,43,26,0,17,0
Williamson,491,Straight Party,,,LIB,33,23,0,10,0
Williamson,Total,Straight Party,,,LIB,"2,430","1,498",33,891,8
Williamson,119,Straight Party,,,GRN,6,4,0,2,0
Williamson,122,Straight Party,,,GRN,9,7,0,2,0
Williamson,135,Straight Party,,,GRN,9,3,0,6,0
Williamson,138,Straight Party,,,GRN,7,3,1,3,0
Williamson,140,Straight Party,,,GRN,7,3,0,4,0
Williamson,145,Straight Party,,,GRN,7,3,0,4,0
Williamson,146,Straight Party,,,GRN,13,5,0,8,0
Williamson,147,Straight Party,,,GRN,12,7,0,5,0
Williamson,149,Straight Party,,,GRN,4,4,0,0,0
Williamson,150,Straight Party,,,GRN,11,6,0,5,0
Williamson,151,Straight Party,,,GRN,12,10,0,2,0
Williamson,152,Straight Party,,,GRN,13,7,0,6,0
Williamson,160,Straight Party,,,GRN,13,8,0,5,0
Williamson,162,Straight Party,,,GRN,7,2,0,5,0
Williamson,172,Straight Party,,,GRN,2,2,0,0,0
Williamson,182,Straight Party,,,GRN,2,1,1,0,0
Williamson,185,Straight Party,,,GRN,4,4,0,0,0
Williamson,186,Straight Party,,,GRN,6,3,0,3,0
Williamson,189,Straight Party,,,GRN,3,2,0,1,0
Williamson,190,Straight Party,,,GRN,6,3,0,3,0
Williamson,197,Straight Party,,,GRN,5,2,0,3,0
Williamson,198,Straight Party,,,GRN,6,3,0,2,1
Williamson,201,Straight Party,,,GRN,6,5,0,1,0
Williamson,204,Straight Party,,,GRN,9,8,0,1,0
Williamson,206,Straight Party,,,GRN,2,1,0,1,0
Williamson,207,Straight Party,,,GRN,10,4,0,6,0
Williamson,216,Straight Party,,,GRN,4,2,0,2,0
Williamson,218,Straight Party,,,GRN,6,5,0,1,0
Williamson,253,Straight Party,,,GRN,10,6,0,4,0
Williamson,254,Straight Party,,,GRN,10,6,0,4,0
Williamson,259,Straight Party,,,GRN,14,5,0,9,0
Williamson,264,Straight Party,,,GRN,3,0,0,3,0
