county,precinct,office,district,candidate,party,votes,early_voting_ivo,early_voting_paper,election_day,provisional
Williamson,427,U.S. House,31,Scott Ballard,LIB,62,48,0,14,0
Williamson,428,U.S. House,31,Scott Ballard,LIB,81,58,2,21,0
Williamson,429,U.S. House,31,Scott Ballard,LIB,31,18,0,13,0
Williamson,434,U.S. House,31,Scott Ballard,LIB,74,46,3,25,0
Williamson,436,U.S. House,31,Scott Ballard,LIB,18,12,1,5,0
Williamson,455,U.S. House,31,Scott Ballard,LIB,104,63,2,39,0
Williamson,456,U.S. House,31,Scott Ballard,LIB,25,14,1,9,1
Williamson,463,U.S. House,31,Scott Ballard,LIB,183,121,5,57,0
Williamson,480,U.S. House,31,Scott Ballard,LIB,177,113,3,61,0
Williamson,484,U.S. House,31,Scott Ballard,LIB,169,120,3,45,1
Williamson,488,U.S. House,31,Scott Ballard,LIB,170,105,1,64,0
Williamson,491,U.S. House,31,Scott Ballard,LIB,176,109,4,63,0
Williamson,Total,U.S. House,31,Scott Ballard,LIB,"10,971","7,340",228,"3,374",29
Williamson,119,Railroad Commissioner,,Wayne Christian,REP,"1,091",839,47,205,0
Williamson,122,Railroad Commissioner,,Wayne Christian,REP,927,727,67,133,0
Williamson,135,Railroad Commissioner,,Wayne Christian,REP,620,433,24,160,3
Williamson,138,Railroad Commissioner,,Wayne Christian,REP,"1,390","1,114",58,215,3
Williamson,140,Railroad Commissioner,,Wayne Christian,REP,662,533,29,100,0
Williamson,145,Railroad Commissioner,,Wayne Christian,REP,535,380,24,130,1
Williamson,146,Railroad Commissioner,,Wayne Christian,REP,997,715,50,232,0
Williamson,147,Railroad Commissioner,,Wayne Christian,REP,728,518,47,161,2
Williamson,149,Railroad Commissioner,,Wayne Christian,REP,523,396,19,107,1
Williamson,150,Railroad Commissioner,,Wayne Christian,REP,482,332,25,124,1
Williamson,151,Railroad Commissioner,,Wayne Christian,REP,633,421,54,153,5
Williamson,152,Railroad Commissioner,,Wayne Christian,REP,480,312,21,144,3
Williamson,160,Railroad Commissioner,,Wayne Christian,REP,"1,301","1,084",33,183,1
Williamson,162,Railroad Commissioner,,Wayne Christian,REP,562,383,40,136,3
Williamson,172,Railroad Commissioner,,Wayne Christian,REP,838,637,48,152,1
Williamson,182,Railroad Commissioner,,Wayne Christian,REP,"1,689","1,348",57,284,0
Williamson,185,Railroad Commissioner,,Wayne Christian,REP,398,294,22,81,1
Williamson,186,Railroad Commissioner,,Wayne Christian,REP,771,537,45,186,3
Williamson,189,Railroad Commissioner,,Wayne Christian,REP,849,560,36,250,3
Williamson,190,Railroad Commissioner,,Wayne Christian,REP,"1,773","1,398",80,294,1
Williamson,197,Railroad Commissioner,,Wayne Christian,REP,888,703,33,150,2
Williamson,198,Railroad Commissioner,,Wayne Christian,REP,"1,286","1,065",54,166,1
Williamson,201,Railroad Commissioner,,Wayne Christian,REP,"2,069","1,580",80,404,5
Williamson,204,Railroad Commissioner,,Wayne Christian,REP,"1,827","1,402",69,351,5
Williamson,206,Railroad Commissioner,,Wayne Christian,REP,"1,406",981,76,348,1
Williamson,207,Railroad Commissioner,,Wayne Christian,REP,"2,482","1,745",113,621,3
Williamson,216,Railroad Commissioner,,Wayne Christian,REP,810,651,24,133,2
Williamson,218,Railroad Commissioner,,Wayne Christian,REP,805,628,44,132,1
Williamson,253,Railroad Commissioner,,Wayne Christian,REP,"2,131","1,548",75,501,7
Williamson,254,Railroad Commissioner,,Wayne Christian,REP,"1,113",857,61,193,2
Williamson,259,Railroad Commissioner,,Wayne Christian,REP,"1,966","1,468",69,427,2
Williamson,264,Railroad Commissioner,,Wayne Christian,REP,"1,516","1,134",58,323,1
Williamson,266,Railroad Commissioner,,Wayne Christian,REP,"1,142",842,83,215,2
Williamson,267,Railroad Commissioner,,Wayne Christian,REP,"1,063",781,59,222,1
Williamson,273,Railroad Commissioner,,Wayne Christian,REP,728,566,30,131,1
Williamson,274,Railroad Commissioner,,Wayne Christian,REP,"1,044",721,44,277,2
Williamson,275,Railroad Commissioner,,Wayne Christian,REP,639,456,49,133,1
Williamson,277,Railroad Commissioner,,Wayne Christian,REP,"1,913","1,537",65,308,3
Williamson,278,Railroad Commissioner,,Wayne Christian,REP,"1,722","1,338",74,308,2
Williamson,283,Railroad Commissioner,,Wayne Christian,REP,"1,475","1,092",63,317,3
Williamson,287,Railroad Commissioner,,Wayne Christian,REP,"1,665","1,226",75,363,1
Williamson,305,Railroad Commissioner,,Wayne Christian,REP,"1,478","1,139",103,236,0
Williamson,309,Railroad Commissioner,,Wayne Christian,REP,639,389,21,229,0
Williamson,310,Railroad Commissioner,,Wayne Christian,REP,776,418,38,318,2
Williamson,311,Railroad Commissioner,,Wayne Christian,REP,844,538,41,264,1
Williamson,312,Railroad Commissioner,,Wayne Christian,REP,"1,595","1,044",74,476,1
Williamson,314,Railroad Commissioner,,Wayne Christian,REP,942,685,55,201,1
Williamson,330,Railroad Commissioner,,Wayne Christian,REP,"1,359","1,027",38,294,0
Williamson,331,Railroad Commissioner,,Wayne Christian,REP,"1,292",999,42,247,4
Williamson,332,Railroad Commissioner,,Wayne Christian,REP,"1,555","1,166",62,325,2
Williamson,333,Railroad Commissioner,,Wayne Christian,REP,"1,313",962,62,288,1
Williamson,337,Railroad Commissioner,,Wayne Christian,REP,"1,592","1,154",69,366,3
Williamson,339,Railroad Commissioner,,Wayne Christian,REP,700,509,34,156,1
Williamson,341,Railroad Commissioner,,Wayne Christian,REP,895,680,77,136,2
Williamson,343,Railroad Commissioner,,Wayne Christian,REP,209,120,27,62,0
Williamson,344,Railroad Commissioner,,Wayne Christian,REP,"2,436","1,917",139,380,0
Williamson,368,Railroad Commissioner,,Wayne Christian,REP,"1,448","1,129",85,232,2
Williamson,369,Railroad Commissioner,,Wayne Christian,REP,805,572,35,198,0
Williamson,370,Railroad Commissioner,,Wayne Christian,REP,"1,254",954,58,241,1
Williamson,371,Railroad Commissioner,,Wayne Christian,REP,"1,740","1,312",89,336,3
Williamson,379,Railroad Commissioner,,Wayne Christian,REP,"1,141",855,132,152,2
Williamson,381,Railroad Commissioner,,Wayne Christian,REP,"2,363","1,857",193,310,3
Williamson,382,Railroad Commissioner,,Wayne Christian,REP,"1,906","1,532",278,96,0
Williamson,392,Railroad Commissioner,,Wayne Christian,REP,"2,298","1,677",258,359,4
Williamson,394,Railroad Commissioner,,Wayne Christian,REP,"3,491","2,869",425,195,2
Williamson,395,Railroad Commissioner,,Wayne Christian,REP,"1,481","1,170",75,236,0
Williamson,396,Railroad Commissioner,,Wayne Christian,REP,"1,953","1,515",298,137,3
Williamson,402,Railroad Commissioner,,Wayne Christian,REP,"1,392","1,030",42,318,2
Williamson,403,Railroad Commissioner,,Wayne Christian,REP,713,546,22,144,1
Williamson,413,Railroad Commissioner,,Wayne Christian,REP,225,152,8,65,0
Williamson,415,Railroad Commissioner,,Wayne Christian,REP,758,421,26,311,0
Williamson,420,Railroad Commissioner,,Wayne Christian,REP,"1,600","1,216",61,320,3
Williamson,423,Railroad Commissioner,,Wayne Christian,REP,900,650,50,197,3
Williamson,424,Railroad Commissioner,,Wayne Christian,REP,"2,623","2,036",98,486,3
Williamson,425,Railroad Commissioner,,Wayne Christian,REP,215,89,15,111,0
Williamson,426,Railroad Commissioner,,Wayne Christian,REP,685,547,28,107,3
Williamson,427,Railroad Commissioner,,Wayne Christian,REP,879,663,43,173,0
Williamson,428,Railroad Commissioner,,Wayne Christian,REP,"1,047",803,43,201,0
Williamson,429,Railroad Commissioner,,Wayne Christian,REP,265,179,12,73,1
Williamson,434,Railroad Commissioner,,Wayne Christian,REP,"1,396",992,64,338,2
Williamson,436,Railroad Commissioner,,Wayne Christian,REP,379,276,20,82,1
Williamson,455,Railroad Commissioner,,Wayne Christian,REP,515,381,25,109,0
Williamson,456,Railroad Commissioner,,Wayne Christian,REP,365,289,19,57,0
Williamson,463,Railroad Commissioner,,Wayne Christian,REP,"1,078",812,58,206,2
Williamson,480,Railroad Commissioner,,Wayne Christian,REP,"1,245",975,39,230,1
Williamson,484,Railroad Commissioner,,Wayne Christian,REP,"1,513","1,161",72,280,0
Williamson,488,Railroad Commissioner,,Wayne Christian,REP,"1,969","1,526",71,370,2
Williamson,491,Railroad Commissioner,,Wayne Christian,REP,"1,441","1,111",51,278,1
Williamson,Total,Railroad Commissioner,,Wayne Christian,REP,"105,647","79,326","5,799","20,379",143
Williamson,119,Railroad Commissioner,,Grady Yarbrough,DEM,869,659,35,173,2
Williamson,122,Railroad Commissioner,,Grady Yarbrough,DEM,635,501,65,65,4
Williamson,135,Railroad Commissioner,,Grady Yarbrough,DEM,921,659,48,212,2
Williamson,138,Railroad Commissioner,,Grady Yarbrough,DEM,988,776,50,161,1
Williamson,140,Railroad Commissioner,,Grady Yarbrough,DEM,494,413,24,54,3
Williamson,145,Railroad Commissioner,,Grady Yarbrough,DEM,817,572,36,205,4
Williamson,146,Railroad Commissioner,,Grady Yarbrough,DEM,"1,601","1,259",65,272,5
Williamson,147,Railroad Commissioner,,Grady Yarbrough,DEM,"1,005",739,64,197,5
Williamson,149,Railroad Commissioner,,Grady Yarbrough,DEM,613,454,37,122,0
Williamson,150,Railroad Commissioner,,Grady Yarbrough,DEM,683,480,47,153,3
Williamson,151,Railroad Commissioner,,Grady Yarbrough,DEM,765,565,36,163,1
Williamson,152,Railroad Commissioner,,Grady Yarbrough,DEM,750,506,38,205,1
Williamson,160,Railroad Commissioner,,Grady Yarbrough,DEM,"1,248","1,039",47,159,3
Williamson,162,Railroad Commissioner,,Grady Yarbrough,DEM,889,657,43,186,3
Williamson,172,Railroad Commissioner,,Grady Yarbrough,DEM,554,438,38,77,1
Williamson,182,Railroad Commissioner,,Grady Yarbrough,DEM,794,662,27,104,1
Williamson,185,Railroad Commissioner,,Grady Yarbrough,DEM,534,423,30,81,0
Williamson,186,Railroad Commissioner,,Grady Yarbrough,DEM,809,610,29,167,3
Williamson,189,Railroad Commissioner,,Grady Yarbrough,DEM,834,674,34,125,1
Williamson,190,Railroad Commissioner,,Grady Yarbrough,DEM,"1,167",965,79,121,2
Williamson,197,Railroad Commissioner,,Grady Yarbrough,DEM,768,648,29,88,3
Williamson,198,Railroad Commissioner,,Grady Yarbrough,DEM,"1,082",907,50,122,3
Williamson,201,Railroad Commissioner,,Grady Yarbrough,DEM,"1,547","1,280",63,199,5
Williamson,204,Railroad Commissioner,,Grady Yarbrough,DEM,"1,223",993,50,178,2
Williamson,206,Railroad Commissioner,,Grady Yarbrough,DEM,336,241,30,65,0
Williamson,207,Railroad Commissioner,,Grady Yarbrough,DEM,585,429,39,117,0
Williamson,216,Railroad Commissioner,,Grady Yarbrough,DEM,586,468,39,78,1
Williamson,218,Railroad Commissioner,,Grady Yarbrough,DEM,886,715,45,125,1
Williamson,253,Railroad Commissioner,,Grady Yarbrough,DEM,"1,113",813,61,236,3
Williamson,254,Railroad Commissioner,,Grady Yarbrough,DEM,717,551,42,123,1
Williamson,259,Railroad Commissioner,,Grady Yarbrough,DEM,"1,188",873,55,258,2
Williamson,264,Railroad Commissioner,,Grady Yarbrough,DEM,851,611,31,209,0
Williamson,266,Railroad Commissioner,,Grady Yarbrough,DEM,"1,010",776,62,171,1
Williamson,267,Railroad Commissioner,,Grady Yarbrough,DEM,440,334,15,91,0
Williamson,273,Railroad Commissioner,,Grady Yarbrough,DEM,692,561,34,96,1
Williamson,274,Railroad Commissioner,,Grady Yarbrough,DEM,"1,314",954,52,300,8
Williamson,275,Railroad Commissioner,,Grady Yarbrough,DEM,852,624,43,182,3
Williamson,277,Railroad Commissioner,,Grady Yarbrough,DEM,"1,116",928,49,139,0
Williamson,278,Railroad Commissioner,,Grady Yarbrough,DEM,"1,321","1,070",52,199,0
Williamson,283,Railroad Commissioner,,Grady Yarbrough,DEM,"1,053",802,58,191,2
Williamson,287,Railroad Commissioner,,Grady Yarbrough,DEM,"1,132",833,91,206,2
Williamson,305,Railroad Commissioner,,Grady Yarbrough,DEM,388,320,21,46,1
Williamson,309,Railroad Commissioner,,Grady Yarbrough,DEM,189,98,12,79,0
Williamson,310,Railroad Commissioner,,Grady Yarbrough,DEM,206,120,17,69,0
Williamson,311,Railroad Commissioner,,Grady Yarbrough,DEM,259,175,18,66,0
Williamson,312,Railroad Commissioner,,Grady Yarbrough,DEM,545,311,30,202,2
Williamson,314,Railroad Commissioner,,Grady Yarbrough,DEM,798,574,70,154,0
Williamson,330,Railroad Commissioner,,Grady Yarbrough,DEM,967,728,43,194,2
Williamson,331,Railroad Commissioner,,Grady Yarbrough,DEM,650,492,27,129,2
Williamson,332,Railroad Commissioner,,Grady Yarbrough,DEM,716,554,38,123,1
Williamson,333,Railroad Commissioner,,Grady Yarbrough,DEM,905,692,46,166,1
Williamson,337,Railroad Commissioner,,Grady Yarbrough,DEM,"1,163",886,52,224,1
Williamson,339,Railroad Commissioner,,Grady Yarbrough,DEM,692,515,23,153,1
Williamson,341,Railroad Commissioner,,Grady Yarbrough,DEM,363,263,49,50,1
Williamson,343,Railroad Commissioner,,Grady Yarbrough,DEM,270,149,29,91,1
Williamson,344,Railroad Commissioner,,Grady Yarbrough,DEM,922,698,100,124,0
Williamson,368,Railroad Commissioner,,Grady Yarbrough,DEM,449,341,52,54,2
Williamson,369,Railroad Commissioner,,Grady Yarbrough,DEM,746,540,50,155,1
Williamson,370,Railroad Commissioner,,Grady Yarbrough,DEM,816,628,57,131,0
Williamson,371,Railroad Commissioner,,Grady Yarbrough,DEM,825,616,37,169,3
Williamson,379,Railroad Commissioner,,Grady Yarbrough,DEM,443,304,68,66,5
Williamson,381,Railroad Commissioner,,Grady Yarbrough,DEM,672,520,65,86,1
Williamson,382,Railroad Commissioner,,Grady Yarbrough,DEM,786,572,184,30,0
Williamson,392,Railroad Commissioner,,Grady Yarbrough,DEM,736,507,117,107,5
Williamson,394,Railroad Commissioner,,Grady Yarbrough,DEM,"1,378","1,062",254,60,2
Williamson,395,Railroad Commissioner,,Grady Yarbrough,DEM,390,293,41,56,0
Williamson,396,Railroad Commissioner,,Grady Yarbrough,DEM,798,569,197,31,1
Williamson,402,Railroad Commissioner,,Grady Yarbrough,DEM,"1,233",937,36,257,3
Williamson,403,Railroad Commissioner,,Grady Yarbrough,DEM,571,438,17,116,0
Williamson,413,Railroad Commissioner,,Grady Yarbrough,DEM,105,58,8,39,0
Williamson,415,Railroad Commissioner,,Grady Yarbrough,DEM,291,132,25,134,0
Williamson,420,Railroad Commissioner,,Grady Yarbrough,DEM,"1,136",853,41,239,3
Williamson,423,Railroad Commissioner,,Grady Yarbrough,DEM,997,729,38,227,3
Williamson,424,Railroad Commissioner,,Grady Yarbrough,DEM,"1,547","1,173",88,284,2
Williamson,425,Railroad Commissioner,,Grady Yarbrough,DEM,103,33,7,63,0
Williamson,426,Railroad Commissioner,,Grady Yarbrough,DEM,378,292,20,66,0
Williamson,427,Railroad Commissioner,,Grady Yarbrough,DEM,546,409,38,96,3
Williamson,428,Railroad Commissioner,,Grady Yarbrough,DEM,557,438,35,83,1
Williamson,429,Railroad Commissioner,,Grady Yarbrough,DEM,412,281,18,112,1
Williamson,434,Railroad Commissioner,,Grady Yarbrough,DEM,350,217,28,105,0
Williamson,436,Railroad Commissioner,,Grady Yarbrough,DEM,84,60,7,17,0
Williamson,455,Railroad Commissioner,,Grady Yarbrough,DEM,711,527,38,145,1
Williamson,456,Railroad Commissioner,,Grady Yarbrough,DEM,452,299,36,117,0
Williamson,463,Railroad Commissioner,,Grady Yarbrough,DEM,"1,396","1,036",69,288,3
Williamson,480,Railroad Commissioner,,Grady Yarbrough,DEM,"1,377","1,066",60,247,4
Williamson,484,Railroad Commissioner,,Grady Yarbrough,DEM,"1,182",926,51,204,1
Williamson,488,Railroad Commissioner,,Grady Yarbrough,DEM,"1,331","1,070",55,201,5
Williamson,491,Railroad Commissioner,,Grady Yarbrough,DEM,"1,356","1,050",60,242,4
Williamson,Total,Railroad Commissioner,,Grady Yarbrough,DEM,"69,969","53,013","4,334","12,472",150
Williamson,119,Railroad Commissioner,,Mark Miller,LIB,213,157,8,48,0
Williamson,122,Railroad Commissioner,,Mark Miller,LIB,152,114,1,36,1
Williamson,135,Railroad Commissioner,,Mark Miller,LIB,132,90,4,38,0
Williamson,138,Railroad Commissioner,,Mark Miller,LIB,219,161,7,49,2
Williamson,140,Railroad Commissioner,,Mark Miller,LIB,139,116,1,22,0
Williamson,145,Railroad Commissioner,,Mark Miller,LIB,121,74,4,43,0
Williamson,146,Railroad Commissioner,,Mark Miller,LIB,350,251,15,83,1
Williamson,147,Railroad Commissioner,,Mark Miller,LIB,212,139,3,70,0
Williamson,149,Railroad Commissioner,,Mark Miller,LIB,89,58,5,24,2
Williamson,150,Railroad Commissioner,,Mark Miller,LIB,109,63,4,42,0
Williamson,151,Railroad Commissioner,,Mark Miller,LIB,178,119,5,54,0
Williamson,152,Railroad Commissioner,,Mark Miller,LIB,148,84,3,60,1
Williamson,160,Railroad Commissioner,,Mark Miller,LIB,262,202,7,53,0
Williamson,162,Railroad Commissioner,,Mark Miller,LIB,176,113,6,56,1
Williamson,172,Railroad Commissioner,,Mark Miller,LIB,108,76,4,28,0
Williamson,182,Railroad Commissioner,,Mark Miller,LIB,223,171,2,49,1
Williamson,185,Railroad Commissioner,,Mark Miller,LIB,110,64,2,43,1
Williamson,186,Railroad Commissioner,,Mark Miller,LIB,106,83,1,21,1
Williamson,189,Railroad Commissioner,,Mark Miller,LIB,172,125,2,45,0
Williamson,190,Railroad Commissioner,,Mark Miller,LIB,303,234,7,62,0
Williamson,197,Railroad Commissioner,,Mark Miller,LIB,143,110,8,25,0
Williamson,198,Railroad Commissioner,,Mark Miller,LIB,240,190,6,43,1
Williamson,201,Railroad Commissioner,,Mark Miller,LIB,340,258,4,78,0
Williamson,204,Railroad Commissioner,,Mark Miller,LIB,338,235,15,87,1
Williamson,206,Railroad Commissioner,,Mark Miller,LIB,145,93,6,46,0
Williamson,207,Railroad Commissioner,,Mark Miller,LIB,242,146,11,84,1
Williamson,216,Railroad Commissioner,,Mark Miller,LIB,188,135,4,49,0
Williamson,218,Railroad Commissioner,,Mark Miller,LIB,228,176,5,47,0
Williamson,253,Railroad Commissioner,,Mark Miller,LIB,307,204,7,96,0
Williamson,254,Railroad Commissioner,,Mark Miller,LIB,188,127,6,54,1
Williamson,259,Railroad Commissioner,,Mark Miller,LIB,324,213,10,100,1
Williamson,264,Railroad Commissioner,,Mark Miller,LIB,223,157,5,60,1
Williamson,266,Railroad Commissioner,,Mark Miller,LIB,198,144,5,49,0
Williamson,267,Railroad Commissioner,,Mark Miller,LIB,140,90,4,46,0
Williamson,273,Railroad Commissioner,,Mark Miller,LIB,171,126,4,41,0
Williamson,274,Railroad Commissioner,,Mark Miller,LIB,240,160,9,70,1
Williamson,275,Railroad Commissioner,,Mark Miller,LIB,174,116,10,48,0
Williamson,277,Railroad Commissioner,,Mark Miller,LIB,299,230,6,63,0
Williamson,278,Railroad Commissioner,,Mark Miller,LIB,358,250,5,100,3
Williamson,283,Railroad Commissioner,,Mark Miller,LIB,229,153,4,72,0
Williamson,287,Railroad Commissioner,,Mark Miller,LIB,254,169,7,78,0
Williamson,305,Railroad Commissioner,,Mark Miller,LIB,123,95,5,23,0
Williamson,309,Railroad Commissioner,,Mark Miller,LIB,70,36,2,32,0
Williamson,310,Railroad Commissioner,,Mark Miller,LIB,72,38,3,31,0
Williamson,311,Railroad Commissioner,,Mark Miller,LIB,91,55,1,35,0
Williamson,312,Railroad Commissioner,,Mark Miller,LIB,152,76,6,70,0
Williamson,314,Railroad Commissioner,,Mark Miller,LIB,145,101,7,36,1
Williamson,330,Railroad Commissioner,,Mark Miller,LIB,239,172,5,62,0
Williamson,331,Railroad Commissioner,,Mark Miller,LIB,200,140,5,55,0
Williamson,332,Railroad Commissioner,,Mark Miller,LIB,223,162,7,54,0
Williamson,333,Railroad Commissioner,,Mark Miller,LIB,216,138,5,73,0
Williamson,337,Railroad Commissioner,,Mark Miller,LIB,206,139,4,63,0
Williamson,339,Railroad Commissioner,,Mark Miller,LIB,132,95,4,33,0
Williamson,341,Railroad Commissioner,,Mark Miller,LIB,77,57,4,15,1
Williamson,343,Railroad Commissioner,,Mark Miller,LIB,35,21,0,14,0
Williamson,344,Railroad Commissioner,,Mark Miller,LIB,288,210,8,70,0
Williamson,368,Railroad Commissioner,,Mark Miller,LIB,157,115,4,38,0
Williamson,369,Railroad Commissioner,,Mark Miller,LIB,147,101,4,41,1
Williamson,370,Railroad Commissioner,,Mark Miller,LIB,199,139,6,53,1
Williamson,371,Railroad Commissioner,,Mark Miller,LIB,221,143,12,65,1
Williamson,379,Railroad Commissioner,,Mark Miller,LIB,105,66,6,33,0
Williamson,381,Railroad Commissioner,,Mark Miller,LIB,214,157,6,51,0
Williamson,382,Railroad Commissioner,,Mark Miller,LIB,103,91,7,5,0
Williamson,392,Railroad Commissioner,,Mark Miller,LIB,223,148,16,59,0
Williamson,394,Railroad Commissioner,,Mark Miller,LIB,189,152,24,13,0
Williamson,395,Railroad Commissioner,,Mark Miller,LIB,137,93,8,36,0
Williamson,396,Railroad Commissioner,,Mark Miller,LIB,92,72,10,9,1
Williamson,402,Railroad Commissioner,,Mark Miller,LIB,241,162,7,72,0
Williamson,403,Railroad Commissioner,,Mark Miller,LIB,112,76,6,30,0
Williamson,413,Railroad Commissioner,,Mark Miller,LIB,18,9,1,8,0
Williamson,415,Railroad Commissioner,,Mark Miller,LIB,57,30,1,26,0
Williamson,420,Railroad Commissioner,,Mark Miller,LIB,262,184,4,73,1
Williamson,423,Railroad Commissioner,,Mark Miller,LIB,173,126,2,45,0
Williamson,424,Railroad Commissioner,,Mark Miller,LIB,350,255,10,85,0
Williamson,425,Railroad Commissioner,,Mark Miller,LIB,13,5,2,5,1
Williamson,426,Railroad Commissioner,,Mark Miller,LIB,95,66,1,28,0
Williamson,427,Railroad Commissioner,,Mark Miller,LIB,83,60,2,20,1
Williamson,428,Railroad Commissioner,,Mark Miller,LIB,92,60,3,29,0
Williamson,429,Railroad Commissioner,,Mark Miller,LIB,44,25,4,15,0
Williamson,434,Railroad Commissioner,,Mark Miller,LIB,122,73,4,45,0
Williamson,436,Railroad Commissioner,,Mark Miller,LIB,37,29,2,6,0
Williamson,455,Railroad Commissioner,,Mark Miller,LIB,130,82,8,40,0
Williamson,456,Railroad Commissioner,,Mark Miller,LIB,32,17,2,12,1
Williamson,463,Railroad Commissioner,,Mark Miller,LIB,231,157,8,66,0
Williamson,480,Railroad Commissioner,,Mark Miller,LIB,218,141,6,70,1
Williamson,484,Railroad Commissioner,,Mark Miller,LIB,228,166,6,56,0
Williamson,488,Railroad Commissioner,,Mark Miller,LIB,302,202,9,91,0
Williamson,491,Railroad Commissioner,,Mark Miller,LIB,242,159,8,75,0
Williamson,Total,Railroad Commissioner,,Mark Miller,LIB,"15,629","10,872",497,"4,228",32
Williamson,119,Railroad Commissioner,,Martina Salinas,GRN,86,66,3,16,1
Williamson,122,Railroad Commissioner,,Martina Salinas,GRN,61,37,6,17,1
Williamson,135,Railroad Commissioner,,Martina Salinas,GRN,101,66,0,35,0
Williamson,138,Railroad Commissioner,,Martina Salinas,GRN,82,60,3,19,0
Williamson,140,Railroad Commissioner,,Martina Salinas,GRN,53,35,2,16,0
Williamson,145,Railroad Commissioner,,Martina Salinas,GRN,77,52,1,24,0
Williamson,146,Railroad Commissioner,,Martina Salinas,GRN,172,125,5,41,1
Williamson,147,Railroad Commissioner,,Martina Salinas,GRN,108,70,2,36,0
Williamson,149,Railroad Commissioner,,Martina Salinas,GRN,46,32,2,12,0
Williamson,150,Railroad Commissioner,,Martina Salinas,GRN,65,39,1,25,0
Williamson,151,Railroad Commissioner,,Martina Salinas,GRN,90,59,1,30,0
Williamson,152,Railroad Commissioner,,Martina Salinas,GRN,97,61,2,34,0
Williamson,160,Railroad Commissioner,,Martina Salinas,GRN,103,81,3,19,0
Williamson,162,Railroad Commissioner,,Martina Salinas,GRN,94,59,2,33,0
Williamson,172,Railroad Commissioner,,Martina Salinas,GRN,43,34,2,7,0
Williamson,182,Railroad Commissioner,,Martina Salinas,GRN,60,45,4,11,0
Williamson,185,Railroad Commissioner,,Martina Salinas,GRN,30,23,1,6,0
Williamson,186,Railroad Commissioner,,Martina Salinas,GRN,63,40,3,20,0
Williamson,189,Railroad Commissioner,,Martina Salinas,GRN,65,40,3,22,0
Williamson,190,Railroad Commissioner,,Martina Salinas,GRN,112,88,5,19,0
Williamson,197,Railroad Commissioner,,Martina Salinas,GRN,49,38,4,7,0
Williamson,198,Railroad Commissioner,,Martina Salinas,GRN,88,62,2,23,1
Williamson,201,Railroad Commissioner,,Martina Salinas,GRN,93,70,3,19,1
Williamson,204,Railroad Commissioner,,Martina Salinas,GRN,113,84,3,26,0
Williamson,206,Railroad Commissioner,,Martina Salinas,GRN,24,14,3,7,0
Williamson,207,Railroad Commissioner,,Martina Salinas,GRN,61,41,2,17,1
Williamson,216,Railroad Commissioner,,Martina Salinas,GRN,59,36,2,21,0
Williamson,218,Railroad Commissioner,,Martina Salinas,GRN,96,70,1,24,1
Williamson,253,Railroad Commissioner,,Martina Salinas,GRN,122,79,4,39,0
Williamson,254,Railroad Commissioner,,Martina Salinas,GRN,89,68,1,19,1
Williamson,259,Railroad Commissioner,,Martina Salinas,GRN,120,74,3,43,0
Williamson,264,Railroad Commissioner,,Martina Salinas,GRN,82,47,1,34,0
Williamson,266,Railroad Commissioner,,Martina Salinas,GRN,105,54,3,47,1
Williamson,267,Railroad Commissioner,,Martina Salinas,GRN,57,40,0,17,0
Williamson,273,Railroad Commissioner,,Martina Salinas,GRN,67,47,3,17,0
Williamson,274,Railroad Commissioner,,Martina Salinas,GRN,143,89,5,49,0
Williamson,275,Railroad Commissioner,,Martina Salinas,GRN,99,69,3,27,0
Williamson,277,Railroad Commissioner,,Martina Salinas,GRN,118,87,7,24,0
Williamson,278,Railroad Commissioner,,Martina Salinas,GRN,153,101,4,47,1
Williamson,283,Railroad Commissioner,,Martina Salinas,GRN,91,61,4,26,0
Williamson,287,Railroad Commissioner,,Martina Salinas,GRN,97,65,5,27,0
Williamson,305,Railroad Commissioner,,Martina Salinas,GRN,37,24,3,10,0
Williamson,309,Railroad Commissioner,,Martina Salinas,GRN,19,11,1,7,0
Williamson,310,Railroad Commissioner,,Martina Salinas,GRN,15,7,0,8,0
Williamson,311,Railroad Commissioner,,Martina Salinas,GRN,34,23,2,9,0
Williamson,312,Railroad Commissioner,,Martina Salinas,GRN,53,29,3,21,0
Williamson,314,Railroad Commissioner,,Martina Salinas,GRN,107,69,2,35,1
Williamson,330,Railroad Commissioner,,Martina Salinas,GRN,94,66,3,25,0
Williamson,331,Railroad Commissioner,,Martina Salinas,GRN,71,42,3,26,0
Williamson,332,Railroad Commissioner,,Martina Salinas,GRN,44,28,3,13,0
Williamson,333,Railroad Commissioner,,Martina Salinas,GRN,72,52,1,18,1
Williamson,337,Railroad Commissioner,,Martina Salinas,GRN,79,55,3,21,0
Williamson,339,Railroad Commissioner,,Martina Salinas,GRN,53,36,3,14,0
Williamson,341,Railroad Commissioner,,Martina Salinas,GRN,33,23,0,10,0
Williamson,343,Railroad Commissioner,,Martina Salinas,GRN,19,13,0,6,0
Williamson,344,Railroad Commissioner,,Martina Salinas,GRN,82,59,4,18,1
Williamson,368,Railroad Commissioner,,Martina Salinas,GRN,39,29,2,8,0
Williamson,369,Railroad Commissioner,,Martina Salinas,GRN,75,55,3,16,1
Williamson,370,Railroad Commissioner,,Martina Salinas,GRN,88,55,7,26,0
Williamson,371,Railroad Commissioner,,Martina Salinas,GRN,107,75,3,27,2
Williamson,379,Railroad Commissioner,,Martina Salinas,GRN,38,26,1,11,0
