county,precinct,office,district,party,candidate,votes,absentee,early_voting_paper,early_voting_dre,election_day_paper,election_day_dre
Hill,0015,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,83,6,7,7,22,41
Hill,0015,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0015,"Justice, Supreme Court, Place 3",,REP,Under Votes,24,2,3,3,7,9
Hill,0015,"Justice, Supreme Court, Place 5",,REP,Paul Green,91,5,11,3,25,47
Hill,0015,"Justice, Supreme Court, Place 5",,REP,Rick Green,57,3,3,4,18,29
Hill,0015,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0015,"Justice, Supreme Court, Place 5",,REP,Under Votes,37,5,6,4,12,10
Hill,0015,"Justice, Supreme Court, Place 9",,REP,Joe Pool,83,7,12,4,27,33
Hill,0015,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,73,4,5,3,20,41
Hill,0015,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0,0,0,0
Hill,0015,"Justice, Supreme Court, Place 9",,REP,Under Votes,29,2,3,4,8,12
Hill,0015,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,42,2,3,1,14,22
Hill,0015,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,53,4,5,2,16,26
Hill,0015,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,51,4,7,4,14,22
Hill,0015,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0015,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,39,3,5,4,11,16
Hill,0015,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,26,3,3,3,11,6
Hill,0015,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,15,0,2,1,6,6
Hill,0015,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,76,4,8,3,24,37
Hill,0015,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,29,2,2,1,2,22
Hill,0015,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0015,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,39,4,5,3,12,15
Hill,0015,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,88,6,9,3,28,42
Hill,0015,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,51,2,5,4,13,27
Hill,0015,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0015,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,46,5,6,4,14,17
Hill,0015,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,143,11,17,7,41,67
Hill,0015,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0015,"Member, State Board of Education, District 14",,REP,Under Votes,42,2,3,4,14,19
Hill,0015,State Senator,22,REP,Brian Birdwell,148,12,18,7,43,68
Hill,0015,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0015,State Senator,22,REP,Under Votes,37,1,2,4,12,18
Hill,0015,State Representative,8,REP,Thomas McNutt,71,3,5,3,21,39
Hill,0015,State Representative,8,REP,Byron Cook,101,10,14,6,30,41
Hill,0015,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0015,State Representative,8,REP,Under Votes,13,0,1,2,4,6
Hill,0015,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,132,8,14,6,39,65
Hill,0015,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0015,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,53,5,6,5,16,21
Hill,0015,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,141,9,15,7,42,68
Hill,0015,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0015,"District Attorney, 66th Judicial District",,REP,Under Votes,44,4,5,4,13,18
Hill,0015,County Attorney,,REP,R David Holmes,143,11,17,7,41,67
Hill,0015,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0015,County Attorney,,REP,Under Votes,42,2,3,4,14,19
Hill,0015,Sheriff,,REP,Jimmy Johnson,50,2,4,7,16,21
Hill,0015,Sheriff,,REP,Dedri Hafer,9,0,0,0,3,6
Hill,0015,Sheriff,,REP,Rodney Watson,53,6,6,0,15,26
Hill,0015,Sheriff,,REP,Kyle R Cox,30,0,1,1,7,21
Hill,0015,Sheriff,,REP,Ronnie Myers,33,4,8,2,10,9
Hill,0015,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0015,Sheriff,,REP,Under Votes,10,1,1,1,4,3
Hill,0015,Tax Assessor-Collector,,REP,Ray Mabry,74,8,8,4,24,30
Hill,0015,Tax Assessor-Collector,,REP,Krissi Hightower,94,4,11,5,26,48
Hill,0015,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0015,Tax Assessor-Collector,,REP,Under Votes,17,1,1,2,5,8
Hill,0015,County Commissioner # 3,,REP,Scotty Hawkins,153,11,18,7,47,70
Hill,0015,County Commissioner # 3,,REP,Milton Stuckly,5,0,0,0,0,5
Hill,0015,County Commissioner # 3,,REP,"Ernest D McFarland, Jr",3,0,0,0,1,2
Hill,0015,County Commissioner # 3,,REP,David Bow,19,1,1,3,5,9
Hill,0015,County Commissioner # 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0015,County Commissioner # 3,,REP,Under Votes,5,1,1,1,2,0
Hill,0015,"Constable, Precinct No. 3",,REP,Larry Armstrong,102,5,9,6,34,48
Hill,0015,"Constable, Precinct No. 3",,REP,Brian Couch,49,7,8,1,11,22
Hill,0015,"Constable, Precinct No. 3",,REP,Stephen Nanny,28,1,3,2,7,15
Hill,0015,"Constable, Precinct No. 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0015,"Constable, Precinct No. 3",,REP,Under Votes,6,0,0,2,3,1
Hill,0015,County Chairman,,REP,Will Orr,153,11,18,8,45,71
Hill,0015,County Chairman,,REP,Over Votes,0,0,0,0,0,0
Hill,0015,County Chairman,,REP,Under Votes,32,2,2,3,10,15
Hill,0015,President,,DEM,Bernie Sanders,3,0,0,0,3,0
Hill,0015,President,,DEM,Star Locke,0,0,0,0,0,0
Hill,0015,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Hill,0015,President,,DEM,Willie L. Wilson,0,0,0,0,0,0
Hill,0015,President,,DEM,Calvis L. Hawes,0,0,0,0,0,0
Hill,0015,President,,DEM,Hillary Clinton,9,2,2,0,2,3
Hill,0015,President,,DEM,Keith Judd,0,0,0,0,0,0
Hill,0015,President,,DEM,Martin J. O'Malley,0,0,0,0,0,0
Hill,0015,President,,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,President,,DEM,Under Votes,0,0,0,0,0,0
Hill,0015,U.S. House,25,DEM,Kathi Thomas,10,2,2,0,4,2
Hill,0015,U.S. House,25,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,U.S. House,25,DEM,Under Votes,2,0,0,0,1,1
Hill,0015,Railroad Commissioner,,DEM,Cody Garrett,5,1,1,0,2,1
Hill,0015,Railroad Commissioner,,DEM,Lon Burnam,1,0,0,0,0,1
Hill,0015,Railroad Commissioner,,DEM,Grady Yarbrough,5,1,1,0,2,1
Hill,0015,Railroad Commissioner,,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,Railroad Commissioner,,DEM,Under Votes,1,0,0,0,1,0
Hill,0015,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,11,2,2,0,4,3
Hill,0015,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,"Justice, Supreme Court, Place 3",,DEM,Under Votes,1,0,0,0,1,0
Hill,0015,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,11,2,2,0,4,3
Hill,0015,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,"Justice, Supreme Court, Place 5",,DEM,Under Votes,1,0,0,0,1,0
Hill,0015,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,11,2,2,0,4,3
Hill,0015,"Justice, Supreme Court, Place 9",,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,"Justice, Supreme Court, Place 9",,DEM,Under Votes,1,0,0,0,1,0
Hill,0015,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",11,2,2,0,4,3
Hill,0015,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,1,0,0,0,1,0
Hill,0015,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,11,2,2,0,4,3
Hill,0015,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,1,0,0,0,1,0
Hill,0015,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,11,2,2,0,4,3
Hill,0015,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,"Judge, Court of Criminal Appeals, Place 6",,DEM,Under Votes,1,0,0,0,1,0
Hill,0015,State Senator,22,DEM,Michael Collins,11,2,2,0,4,3
Hill,0015,State Senator,22,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,State Senator,22,DEM,Under Votes,1,0,0,0,1,0
Hill,0015,County Chairman,,DEM,Thomas Hanson,11,2,2,0,4,3
Hill,0015,County Chairman,,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,County Chairman,,DEM,Under Votes,1,0,0,0,1,0
Hill,0015,Proposition 1,,REP,Yes,114,7,13,7,32,55
Hill,0015,Proposition 1,,REP,No,56,4,5,2,16,29
Hill,0015,Proposition 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0015,Proposition 1,,REP,Under Votes,15,2,2,2,7,2
Hill,0015,Proposition 2,,REP,Yes,102,4,9,7,31,51
Hill,0015,Proposition 2,,REP,No,72,8,10,3,18,33
Hill,0015,Proposition 2,,REP,Over Votes,0,0,0,0,0,0
Hill,0015,Proposition 2,,REP,Under Votes,11,1,1,1,6,2
Hill,0015,Proposition 3,,REP,Yes,141,10,15,6,40,70
Hill,0015,Proposition 3,,REP,No,33,2,4,4,10,13
Hill,0015,Proposition 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0015,Proposition 3,,REP,Under Votes,11,1,1,1,5,3
Hill,0015,Proposition 4,,REP,Yes,161,11,18,7,46,79
Hill,0015,Proposition 4,,REP,No,7,0,0,1,3,3
Hill,0015,Proposition 4,,REP,Over Votes,0,0,0,0,0,0
Hill,0015,Proposition 4,,REP,Under Votes,17,2,2,3,6,4
Hill,0015,Referenda Item #1,,DEM,For,11,2,2,0,4,3
Hill,0015,Referenda Item #1,,DEM,Against,1,0,0,0,1,0
Hill,0015,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,Referenda Item #1,,DEM,Under Votes,0,0,0,0,0,0
Hill,0015,Referenda Item #2,,DEM,For,11,2,2,0,4,3
Hill,0015,Referenda Item #2,,DEM,Against,1,0,0,0,1,0
Hill,0015,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,Referenda Item #2,,DEM,Under Votes,0,0,0,0,0,0
Hill,0015,Referenda Item #3,,DEM,For,11,2,2,0,4,3
Hill,0015,Referenda Item #3,,DEM,Against,1,0,0,0,1,0
Hill,0015,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,Referenda Item #3,,DEM,Under Votes,0,0,0,0,0,0
Hill,0015,Referenda Item #4,,DEM,For,11,2,2,0,4,3
Hill,0015,Referenda Item #4,,DEM,Against,1,0,0,0,1,0
Hill,0015,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,Referenda Item #4,,DEM,Under Votes,0,0,0,0,0,0
Hill,0015,Referenda Item #5,,DEM,For,9,2,2,0,3,2
Hill,0015,Referenda Item #5,,DEM,Against,3,0,0,0,2,1
Hill,0015,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,Referenda Item #5,,DEM,Under Votes,0,0,0,0,0,0
Hill,0015,Referenda Item #6,,DEM,For,9,2,2,0,3,2
Hill,0015,Referenda Item #6,,DEM,Against,3,0,0,0,2,1
Hill,0015,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0015,Referenda Item #6,,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,Registered Voters - Total,,,,392,,,,,
Hill,0016,Ballots Cast - Total,,REP,,190,6,14,15,130,25
Hill,0016,Ballots Cast - Total,,DEM,,6,0,1,0,5,0
Hill,0016,President,,REP,Ted Cruz,83,1,5,10,57,10
Hill,0016,President,,REP,Jeb Bush,2,0,0,1,0,1
Hill,0016,President,,REP,Donald J. Trump,69,2,3,3,49,12
Hill,0016,President,,REP,Ben Carson,8,0,1,1,4,2
Hill,0016,President,,REP,Rand Paul,0,0,0,0,0,0
Hill,0016,President,,REP,Rick Santorum,0,0,0,0,0,0
Hill,0016,President,,REP,Elizabeth Gray,0,0,0,0,0,0
Hill,0016,President,,REP,Carly Fiorina,0,0,0,0,0,0
Hill,0016,President,,REP,Lindsey Graham,0,0,0,0,0,0
Hill,0016,President,,REP,Marco Rubio,14,2,3,0,9,0
Hill,0016,President,,REP,John R. Kasich,0,0,0,0,0,0
Hill,0016,President,,REP,Mike Huckabee,0,0,0,0,0,0
Hill,0016,President,,REP,Chris Christie,0,0,0,0,0,0
Hill,0016,President,,REP,Uncommitted,7,0,1,0,6,0
Hill,0016,President,,REP,Over Votes,0,0,0,0,0,0
Hill,0016,President,,REP,Under Votes,7,1,1,0,5,0
Hill,0016,U.S. House,25,REP,Roger Williams,120,4,9,12,80,15
Hill,0016,U.S. House,25,REP,Over Votes,0,0,0,0,0,0
Hill,0016,U.S. House,25,REP,Under Votes,70,2,5,3,50,10
Hill,0016,Railroad Commissioner,,REP,Gary Gates,61,2,6,3,47,3
Hill,0016,Railroad Commissioner,,REP,Lance N. Christian,23,2,4,1,13,3
Hill,0016,Railroad Commissioner,,REP,Weston Martinez,9,0,0,1,4,4
Hill,0016,Railroad Commissioner,,REP,Wayne Christian,20,0,0,5,14,1
Hill,0016,Railroad Commissioner,,REP,Ron Hale,9,0,1,1,6,1
Hill,0016,Railroad Commissioner,,REP,Doug Jeffrey,13,1,2,2,6,2
Hill,0016,Railroad Commissioner,,REP,John Greytok,2,0,0,0,1,1
Hill,0016,Railroad Commissioner,,REP,Over Votes,0,0,0,0,0,0
Hill,0016,Railroad Commissioner,,REP,Under Votes,53,1,1,2,39,10
Hill,0016,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,61,2,6,2,42,9
Hill,0016,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,82,3,7,12,52,8
Hill,0016,"Justice, Supreme Court, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0016,"Justice, Supreme Court, Place 3",,REP,Under Votes,47,1,1,1,36,8
Hill,0016,"Justice, Supreme Court, Place 5",,REP,Paul Green,80,3,8,7,55,7
Hill,0016,"Justice, Supreme Court, Place 5",,REP,Rick Green,52,2,5,6,32,7
Hill,0016,"Justice, Supreme Court, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0016,"Justice, Supreme Court, Place 5",,REP,Under Votes,58,1,1,2,43,11
Hill,0016,"Justice, Supreme Court, Place 9",,REP,Joe Pool,68,1,5,9,47,6
Hill,0016,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,57,3,5,4,37,8
Hill,0016,"Justice, Supreme Court, Place 9",,REP,Over Votes,0,0,0,0,0,0
Hill,0016,"Justice, Supreme Court, Place 9",,REP,Under Votes,65,2,4,2,46,11
Hill,0016,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,41,1,4,5,26,5
Hill,0016,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,28,0,0,2,24,2
Hill,0016,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,48,2,6,6,27,7
Hill,0016,"Judge, Court of Criminal Appeals, Place 2",,REP,Over Votes,0,0,0,0,0,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 2",,REP,Under Votes,73,3,4,2,53,11
Hill,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,31,2,5,1,19,4
Hill,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,14,0,1,2,10,1
Hill,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,58,2,6,4,38,8
Hill,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,23,1,1,8,12,1
Hill,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,Over Votes,0,0,0,0,0,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 5",,REP,Under Votes,64,1,1,0,51,11
Hill,0016,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,68,2,7,9,42,8
Hill,0016,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,56,3,6,4,37,6
Hill,0016,"Judge, Court of Criminal Appeals, Place 6",,REP,Over Votes,0,0,0,0,0,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 6",,REP,Under Votes,66,1,1,2,51,11
Hill,0016,"Member, State Board of Education, District 14",,REP,Sue Melton-Malone,114,3,9,12,76,14
Hill,0016,"Member, State Board of Education, District 14",,REP,Over Votes,0,0,0,0,0,0
Hill,0016,"Member, State Board of Education, District 14",,REP,Under Votes,76,3,5,3,54,11
Hill,0016,State Senator,22,REP,Brian Birdwell,123,3,8,12,84,16
Hill,0016,State Senator,22,REP,Over Votes,0,0,0,0,0,0
Hill,0016,State Senator,22,REP,Under Votes,67,3,6,3,46,9
Hill,0016,State Representative,8,REP,Thomas McNutt,76,3,8,3,53,9
Hill,0016,State Representative,8,REP,Byron Cook,84,0,3,11,57,13
Hill,0016,State Representative,8,REP,Over Votes,0,0,0,0,0,0
Hill,0016,State Representative,8,REP,Under Votes,30,3,3,1,20,3
Hill,0016,"Justice, 10th Court of Appeals District, Place 3",,REP,Al Scoggins,105,3,6,12,70,14
Hill,0016,"Justice, 10th Court of Appeals District, Place 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0016,"Justice, 10th Court of Appeals District, Place 3",,REP,Under Votes,85,3,8,3,60,11
Hill,0016,"District Attorney, 66th Judicial District",,REP,Mark F Pratt,131,5,9,13,86,18
Hill,0016,"District Attorney, 66th Judicial District",,REP,Over Votes,0,0,0,0,0,0
Hill,0016,"District Attorney, 66th Judicial District",,REP,Under Votes,59,1,5,2,44,7
Hill,0016,County Attorney,,REP,R David Holmes,114,3,6,13,77,15
Hill,0016,County Attorney,,REP,Over Votes,0,0,0,0,0,0
Hill,0016,County Attorney,,REP,Under Votes,76,3,8,2,53,10
Hill,0016,Sheriff,,REP,Jimmy Johnson,85,0,3,10,66,6
Hill,0016,Sheriff,,REP,Dedri Hafer,20,5,6,0,8,1
Hill,0016,Sheriff,,REP,Rodney Watson,42,1,3,4,27,7
Hill,0016,Sheriff,,REP,Kyle R Cox,21,0,1,1,13,6
Hill,0016,Sheriff,,REP,Ronnie Myers,11,0,1,0,7,3
Hill,0016,Sheriff,,REP,Over Votes,0,0,0,0,0,0
Hill,0016,Sheriff,,REP,Under Votes,11,0,0,0,9,2
Hill,0016,Tax Assessor-Collector,,REP,Ray Mabry,54,1,3,6,35,9
Hill,0016,Tax Assessor-Collector,,REP,Krissi Hightower,96,2,7,9,68,10
Hill,0016,Tax Assessor-Collector,,REP,Over Votes,0,0,0,0,0,0
Hill,0016,Tax Assessor-Collector,,REP,Under Votes,40,3,4,0,27,6
Hill,0016,County Commissioner # 3,,REP,Scotty Hawkins,114,4,8,7,83,12
Hill,0016,County Commissioner # 3,,REP,Milton Stuckly,13,1,1,1,9,1
Hill,0016,County Commissioner # 3,,REP,"Ernest D McFarland, Jr",3,0,0,0,1,2
Hill,0016,County Commissioner # 3,,REP,David Bow,55,1,5,7,34,8
Hill,0016,County Commissioner # 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0016,County Commissioner # 3,,REP,Under Votes,5,0,0,0,3,2
Hill,0016,"Constable, Precinct No. 3",,REP,Larry Armstrong,133,2,8,11,97,15
Hill,0016,"Constable, Precinct No. 3",,REP,Brian Couch,21,2,3,1,14,1
Hill,0016,"Constable, Precinct No. 3",,REP,Stephen Nanny,22,0,1,3,13,5
Hill,0016,"Constable, Precinct No. 3",,REP,Over Votes,0,0,0,0,0,0
Hill,0016,"Constable, Precinct No. 3",,REP,Under Votes,14,2,2,0,6,4
Hill,0016,County Chairman,,REP,Will Orr,123,4,8,14,81,16
Hill,0016,County Chairman,,REP,Over Votes,0,0,0,0,0,0
Hill,0016,County Chairman,,REP,Under Votes,67,2,6,1,49,9
Hill,0016,President,,DEM,Bernie Sanders,1,0,0,0,1,0
Hill,0016,President,,DEM,Star Locke,0,0,0,0,0,0
Hill,0016,President,,DEM,"Roque ""Rocky"" De La Fuente",0,0,0,0,0,0
Hill,0016,President,,DEM,Willie L. Wilson,0,0,0,0,0,0
Hill,0016,President,,DEM,Calvis L. Hawes,0,0,0,0,0,0
Hill,0016,President,,DEM,Hillary Clinton,5,0,1,0,4,0
Hill,0016,President,,DEM,Keith Judd,0,0,0,0,0,0
Hill,0016,President,,DEM,Martin J. O'Malley,0,0,0,0,0,0
Hill,0016,President,,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,President,,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,U.S. House,25,DEM,Kathi Thomas,5,0,1,0,4,0
Hill,0016,U.S. House,25,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,U.S. House,25,DEM,Under Votes,1,0,0,0,1,0
Hill,0016,Railroad Commissioner,,DEM,Cody Garrett,5,0,1,0,4,0
Hill,0016,Railroad Commissioner,,DEM,Lon Burnam,1,0,0,0,1,0
Hill,0016,Railroad Commissioner,,DEM,Grady Yarbrough,0,0,0,0,0,0
Hill,0016,Railroad Commissioner,,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,Railroad Commissioner,,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,6,0,1,0,5,0
Hill,0016,"Justice, Supreme Court, Place 3",,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,"Justice, Supreme Court, Place 3",,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,6,0,1,0,5,0
Hill,0016,"Justice, Supreme Court, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,"Justice, Supreme Court, Place 5",,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,6,0,1,0,5,0
Hill,0016,"Justice, Supreme Court, Place 9",,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,"Justice, Supreme Court, Place 9",,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",6,0,1,0,5,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 2",,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 2",,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,6,0,1,0,5,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 5",,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 5",,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,6,0,1,0,5,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 6",,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,"Judge, Court of Criminal Appeals, Place 6",,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,State Senator,22,DEM,Michael Collins,6,0,1,0,5,0
Hill,0016,State Senator,22,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,State Senator,22,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,County Chairman,,DEM,Thomas Hanson,6,0,1,0,5,0
Hill,0016,County Chairman,,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,County Chairman,,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,Proposition 1,,REP,Yes,105,4,11,8,68,14
Hill,0016,Proposition 1,,REP,No,52,2,3,4,36,7
Hill,0016,Proposition 1,,REP,Over Votes,0,0,0,0,0,0
Hill,0016,Proposition 1,,REP,Under Votes,33,0,0,3,26,4
Hill,0016,Proposition 2,,REP,Yes,96,4,9,9,63,11
Hill,0016,Proposition 2,,REP,No,66,2,5,5,43,11
Hill,0016,Proposition 2,,REP,Over Votes,0,0,0,0,0,0
Hill,0016,Proposition 2,,REP,Under Votes,28,0,0,1,24,3
Hill,0016,Proposition 3,,REP,Yes,124,4,12,10,82,16
Hill,0016,Proposition 3,,REP,No,33,2,2,4,20,5
Hill,0016,Proposition 3,,REP,Over Votes,0,0,0,0,0,0
Hill,0016,Proposition 3,,REP,Under Votes,33,0,0,1,28,4
Hill,0016,Proposition 4,,REP,Yes,145,6,14,14,90,21
Hill,0016,Proposition 4,,REP,No,10,0,0,0,10,0
Hill,0016,Proposition 4,,REP,Over Votes,0,0,0,0,0,0
Hill,0016,Proposition 4,,REP,Under Votes,35,0,0,1,30,4
Hill,0016,Referenda Item #1,,DEM,For,6,0,1,0,5,0
Hill,0016,Referenda Item #1,,DEM,Against,0,0,0,0,0,0
Hill,0016,Referenda Item #1,,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,Referenda Item #1,,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,Referenda Item #2,,DEM,For,6,0,1,0,5,0
Hill,0016,Referenda Item #2,,DEM,Against,0,0,0,0,0,0
Hill,0016,Referenda Item #2,,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,Referenda Item #2,,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,Referenda Item #3,,DEM,For,6,0,1,0,5,0
Hill,0016,Referenda Item #3,,DEM,Against,0,0,0,0,0,0
Hill,0016,Referenda Item #3,,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,Referenda Item #3,,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,Referenda Item #4,,DEM,For,4,0,0,0,4,0
Hill,0016,Referenda Item #4,,DEM,Against,2,0,1,0,1,0
Hill,0016,Referenda Item #4,,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,Referenda Item #4,,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,Referenda Item #5,,DEM,For,5,0,1,0,4,0
Hill,0016,Referenda Item #5,,DEM,Against,1,0,0,0,1,0
Hill,0016,Referenda Item #5,,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,Referenda Item #5,,DEM,Under Votes,0,0,0,0,0,0
Hill,0016,Referenda Item #6,,DEM,For,6,0,1,0,5,0
Hill,0016,Referenda Item #6,,DEM,Against,0,0,0,0,0,0
Hill,0016,Referenda Item #6,,DEM,Over Votes,0,0,0,0,0,0
Hill,0016,Referenda Item #6,,DEM,Under Votes,0,0,0,0,0,0
Hill,0018,Registered Voters - Total,,,,191,,,,,
Hill,0018,Ballots Cast - Total,,REP,,73,1,6,13,32,21
Hill,0018,Ballots Cast - Total,,DEM,,6,1,1,0,4,0
