county,precinct,office,district,party,candidate,early_votes,election_day,votes
Menard,1,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,5,1,6
Menard,1,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,1,1,2
Menard,1,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,76,28,104
Menard,1,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",25,18,43
Menard,1,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,5,2,7
Menard,1,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,2,0,2
Menard,1,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,79,31,110
Menard,1,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,29,15,44
Menard,1,"Judge, Court of Criminal Appeals, Place 5",,LIB,"William Bryan Strange, III",3,1,4
Menard,1,"Judge, Court of Criminal Appeals, Place 5",,GRN,Judith Sanders-Castro,4,0,4
Menard,1,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,77,31,108
Menard,1,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,29,14,43
Menard,1,"Judge, Court of Criminal Appeals, Place 6",,LIB,Mark W. Bennett,5,2,7
Menard,1,"Member, State Board of Education",1,DEM,Georgina Perez,40,29,69
Menard,1,"Member, State Board of Education",1,GRN,Hugo Noyola Jr.,15,3,18
Menard,1,State Senator,28,REP,Charles Perry,84,37,121
Menard,1,State Representative,53,REP,Andrew S. Murr,84,33,117
Menard,1,State Representative,53,DEM,Stephanie Lochte Ertel,29,14,43
Menard,1,State Representative,53,LIB,Brian Holk,1,1,2
Menard,1,"Justice, 4th Court of Appeals District, Place 6",,REP,Jason Pulliam,81,28,109
Menard,1,"Justice, 4th Court of Appeals District, Place 6",,DEM,Irene Rios,30,19,49
Menard,1,"Constable, Precinct No. 1",,REP,Lee Callan,88,27,115
Menard,1,"Constable, Precinct No. 1",,,Adam Hernandez,16,20,36
Menard,2,Registered Voters,,,,,,360
Menard,2,Straight Party,,REP,Republican Party,73,32,105
Menard,2,Straight Party,,DEM,Democratic Party,18,12,30
Menard,2,Straight Party,,LIB,Libertarian Party,1,1,2
Menard,2,Straight Party,,GRN,Green Party,1,0,1
Menard,2,President and Vice President,,REP,Donald J. Trump / Mike Pence,105,59,164
Menard,2,President and Vice President,,DEM,Hillary Clinton / Tim Kaine,22,11,33
Menard,2,President and Vice President,,LIB,Gary Johnson / William Weld,6,5,11
Menard,2,President and Vice President,,GRN,Jill Stein / Ajamu Baraka,1,0,1
Menard,2,President and Vice President,,,Darrell L Castle / Scott N Bradley,0,0,0
Menard,2,President and Vice President,,,Scott Cobbler / Michael Rodriguez,0,0,0
Menard,2,President and Vice President,,,Cherunda Fox / Roger Kushner,0,0,0
Menard,2,President and Vice President,,,Tom Hoefling / Steve Scholin,0,0,0
Menard,2,President and Vice President,,,Laurence Kotlikoff / Edward Leamer,0,0,0
Menard,2,President and Vice President,,,Jonathan Lee / Jeffrey Erskine,0,0,0
Menard,2,President and Vice President,,,Michael A Maturen / Juan A Munoz,0,0,0
Menard,2,President and Vice President,,,Evan McMullin / Nathan Johnson,0,0,0
Menard,2,President and Vice President,,,Monica Moorehead / Lamont Lilly,0,0,0
Menard,2,President and Vice President,,,Robert Morrow / Todd Sanders,0,0,0
Menard,2,President and Vice President,,,Emidio Soltysik / Angela Walker,0,0,0
Menard,2,President and Vice President,,,Dale Steffes / Paul E Case,0,0,0
Menard,2,President and Vice President,,,Tony Valdivia / Aaron Barriere,0,0,0
Menard,2,United States Representative,11,REP,Mike Conaway,111,65,176
Menard,2,United States Representative,11,LIB,Nicholas Landholt,5,7,12
Menard,2,Railroad Commissioner,,REP,Wayne Christian,102,52,154
Menard,2,Railroad Commissioner,,DEM,Grady Yarbrough,19,16,35
Menard,2,Railroad Commissioner,,LIB,Mark Miller,1,5,6
Menard,2,Railroad Commissioner,,GRN,Martina Salinas,5,6,11
Menard,2,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,99,59,158
Menard,2,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,19,11,30
Menard,2,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,1,5,6
Menard,2,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,7,5,12
Menard,2,"Justice, Supreme Court, Place 5",,REP,Paul Green,104,57,161
Menard,2,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,20,16,36
Menard,2,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,2,5,7
Menard,2,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,2,1,3
Menard,2,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,105,62,167
Menard,2,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,17,12,29
Menard,2,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,2,5,7
Menard,2,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,3,1,4
Menard,2,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,103,58,161
Menard,2,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",19,12,31
Menard,2,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,2,9,11
Menard,2,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,1,1,2
Menard,2,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,104,59,163
Menard,2,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,19,15,34
Menard,2,"Judge, Court of Criminal Appeals, Place 5",,LIB,"William Bryan Strange, III",2,3,5
Menard,2,"Judge, Court of Criminal Appeals, Place 5",,GRN,Judith Sanders-Castro,3,4,7
Menard,2,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,108,57,165
Menard,2,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,18,14,32
Menard,2,"Judge, Court of Criminal Appeals, Place 6",,LIB,Mark W. Bennett,2,6,8
Menard,2,"Member, State Board of Education",1,DEM,Georgina Perez,32,32,64
Menard,2,"Member, State Board of Education",1,GRN,Hugo Noyola Jr.,15,6,21
Menard,2,State Senator,28,REP,Charles Perry,111,67,178
Menard,2,State Representative,53,REP,Andrew S. Murr,109,64,173
Menard,2,State Representative,53,DEM,Stephanie Lochte Ertel,17,14,31
Menard,2,State Representative,53,LIB,Brian Holk,2,2,4
Menard,2,"Justice, 4th Court of Appeals District, Place 6",,REP,Jason Pulliam,105,60,165
Menard,2,"Justice, 4th Court of Appeals District, Place 6",,DEM,Irene Rios,21,15,36
Menard,2,"Constable, Precinct No. 1",,REP,Lee Callan,103,55,158
Menard,2,"Constable, Precinct No. 1",,,Adam Hernandez,20,18,38
Menard,3,Registered Voters,,,,,,372
Menard,3,Straight Party,,REP,Republican Party,86,39,125
Menard,3,Straight Party,,DEM,Democratic Party,13,9,22
Menard,3,Straight Party,,LIB,Libertarian Party,0,1,1
Menard,3,Straight Party,,GRN,Green Party,0,0,0
Menard,3,President and Vice President,,REP,Donald J. Trump / Mike Pence,118,52,170
Menard,3,President and Vice President,,DEM,Hillary Clinton / Tim Kaine,27,13,40
Menard,3,President and Vice President,,LIB,Gary Johnson / William Weld,3,1,4
Menard,3,President and Vice President,,GRN,Jill Stein / Ajamu Baraka,0,0,0
Menard,3,President and Vice President,,,Darrell L Castle / Scott N Bradley,0,0,0
Menard,3,President and Vice President,,,Scott Cobbler / Michael Rodriguez,0,0,0
Menard,3,President and Vice President,,,Cherunda Fox / Roger Kushner,0,0,0
Menard,3,President and Vice President,,,Tom Hoefling / Steve Scholin,0,0,0
Menard,3,President and Vice President,,,Laurence Kotlikoff / Edward Leamer,0,0,0
Menard,3,President and Vice President,,,Jonathan Lee / Jeffrey Erskine,0,0,0
Menard,3,President and Vice President,,,Michael A Maturen / Juan A Munoz,0,0,0
Menard,3,President and Vice President,,,Evan McMullin / Nathan Johnson,1,0,1
Menard,3,President and Vice President,,,Monica Moorehead / Lamont Lilly,0,0,0
Menard,3,President and Vice President,,,Robert Morrow / Todd Sanders,0,0,0
Menard,3,President and Vice President,,,Emidio Soltysik / Angela Walker,0,0,0
Menard,3,President and Vice President,,,Dale Steffes / Paul E Case,0,0,0
Menard,3,President and Vice President,,,Tony Valdivia / Aaron Barriere,0,0,0
Menard,3,United States Representative,11,REP,Mike Conaway,127,64,191
Menard,3,United States Representative,11,LIB,Nicholas Landholt,6,4,10
Menard,3,Railroad Commissioner,,REP,Wayne Christian,115,52,167
Menard,3,Railroad Commissioner,,DEM,Grady Yarbrough,21,10,31
Menard,3,Railroad Commissioner,,LIB,Mark Miller,7,4,11
Menard,3,Railroad Commissioner,,GRN,Martina Salinas,1,2,3
Menard,3,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,122,53,175
Menard,3,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,20,9,29
Menard,3,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,4,3,7
Menard,3,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,0,3,3
Menard,3,"Justice, Supreme Court, Place 5",,REP,Paul Green,123,51,174
Menard,3,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,17,13,30
Menard,3,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,3,1,4
Menard,3,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,0,1,1
Menard,3,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,122,56,178
Menard,3,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,20,10,30
Menard,3,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,2,1,3
Menard,3,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,1,1,2
Menard,3,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,123,52,175
Menard,3,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",20,12,32
Menard,3,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,3,1,4
Menard,3,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,0,0,0
Menard,3,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,125,53,178
Menard,3,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,18,12,30
Menard,3,"Judge, Court of Criminal Appeals, Place 5",,LIB,"William Bryan Strange, III",1,1,2
Menard,3,"Judge, Court of Criminal Appeals, Place 5",,GRN,Judith Sanders-Castro,1,1,2
Menard,3,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,121,53,174
Menard,3,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,21,11,32
Menard,3,"Judge, Court of Criminal Appeals, Place 6",,LIB,Mark W. Bennett,3,1,4
Menard,3,"Member, State Board of Education",1,DEM,Georgina Perez,37,21,58
Menard,3,"Member, State Board of Education",1,GRN,Hugo Noyola Jr.,12,7,19
Menard,3,State Senator,28,REP,Charles Perry,126,58,184
Menard,3,State Representative,53,REP,Andrew S. Murr,126,56,182
Menard,3,State Representative,53,DEM,Stephanie Lochte Ertel,15,10,25
Menard,3,State Representative,53,LIB,Brian Holk,3,1,4
Menard,3,"Justice, 4th Court of Appeals District, Place 6",,REP,Jason Pulliam,127,51,178
Menard,3,"Justice, 4th Court of Appeals District, Place 6",,DEM,Irene Rios,18,13,31
Menard,3,"Constable, Precinct No. 1",,REP,Lee Callan,111,54,165
Menard,3,"Constable, Precinct No. 1",,,Adam Hernandez,23,9,32
Menard,4,Registered Voters,,,,,,239
Menard,4,Straight Party,,REP,Republican Party,51,18,69
Menard,4,Straight Party,,DEM,Democratic Party,4,5,9
Menard,4,Straight Party,,LIB,Libertarian Party,0,1,1
Menard,4,Straight Party,,GRN,Green Party,0,0,0
Menard,4,President and Vice President,,REP,Donald J. Trump / Mike Pence,85,34,119
Menard,4,President and Vice President,,DEM,Hillary Clinton / Tim Kaine,13,12,25
Menard,4,President and Vice President,,LIB,Gary Johnson / William Weld,4,4,8
Menard,4,President and Vice President,,GRN,Jill Stein / Ajamu Baraka,0,0,0
Menard,4,President and Vice President,,,Darrell L Castle / Scott N Bradley,0,0,0
Menard,4,President and Vice President,,,Scott Cobbler / Michael Rodriguez,0,0,0
Menard,4,President and Vice President,,,Cherunda Fox / Roger Kushner,0,0,0
Menard,4,President and Vice President,,,Tom Hoefling / Steve Scholin,0,0,0
Menard,4,President and Vice President,,,Laurence Kotlikoff / Edward Leamer,0,0,0
Menard,4,President and Vice President,,,Jonathan Lee / Jeffrey Erskine,0,0,0
Menard,4,President and Vice President,,,Michael A Maturen / Juan A Munoz,0,0,0
Menard,4,President and Vice President,,,Evan McMullin / Nathan Johnson,1,0,1
Menard,4,President and Vice President,,,Monica Moorehead / Lamont Lilly,0,0,0
Menard,4,President and Vice President,,,Robert Morrow / Todd Sanders,0,0,0
Menard,4,President and Vice President,,,Emidio Soltysik / Angela Walker,0,0,0
Menard,4,President and Vice President,,,Dale Steffes / Paul E Case,0,0,0
Menard,4,President and Vice President,,,Tony Valdivia / Aaron Barriere,0,0,0
Menard,4,United States Representative,11,REP,Mike Conaway,91,42,133
Menard,4,United States Representative,11,LIB,Nicholas Landholt,5,4,9
Menard,4,Railroad Commissioner,,REP,Wayne Christian,80,30,110
Menard,4,Railroad Commissioner,,DEM,Grady Yarbrough,13,9,22
Menard,4,Railroad Commissioner,,LIB,Mark Miller,4,3,7
Menard,4,Railroad Commissioner,,GRN,Martina Salinas,2,4,6
Menard,4,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,80,31,111
Menard,4,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,15,11,26
Menard,4,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,2,3,5
Menard,4,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,2,0,2
Menard,4,"Justice, Supreme Court, Place 5",,REP,Paul Green,82,33,115
Menard,4,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,15,9,24
Menard,4,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,1,2,3
Menard,4,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,1,0,1
Menard,4,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,84,28,112
Menard,4,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,13,8,21
Menard,4,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,1,4,5
Menard,4,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,1,3,4
Menard,4,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,83,34,117
Menard,4,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",12,9,21
Menard,4,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,2,2,4
Menard,4,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,0,0,0
Menard,4,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,83,35,118
Menard,4,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,12,9,21
Menard,4,"Judge, Court of Criminal Appeals, Place 5",,LIB,"William Bryan Strange, III",1,2,3
Menard,4,"Judge, Court of Criminal Appeals, Place 5",,GRN,Judith Sanders-Castro,3,0,3
Menard,4,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,82,32,114
Menard,4,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,13,12,25
Menard,4,"Judge, Court of Criminal Appeals, Place 6",,LIB,Mark W. Bennett,2,2,4
Menard,4,"Member, State Board of Education",1,DEM,Georgina Perez,30,19,49
Menard,4,"Member, State Board of Education",1,GRN,Hugo Noyola Jr.,10,9,19
Menard,4,State Senator,28,REP,Charles Perry,88,37,125
Menard,4,State Representative,53,REP,Andrew S. Murr,87,39,126
Menard,4,State Representative,53,DEM,Stephanie Lochte Ertel,13,8,21
Menard,4,State Representative,53,LIB,Brian Holk,1,2,3
Menard,4,"Justice, 4th Court of Appeals District, Place 6",,REP,Jason Pulliam,82,34,116
Menard,4,"Justice, 4th Court of Appeals District, Place 6",,DEM,Irene Rios,15,9,24
Menard,4,"Constable, Precinct No. 1",,REP,Lee Callan,89,36,125
Menard,4,"Constable, Precinct No. 1",,,Adam Hernandez,9,8,17
Menard,5,Registered Voters,,,,,,72
Menard,5,Straight Party,,REP,Republican Party,12,22,34
Menard,5,Straight Party,,DEM,Democratic Party,0,0,0
Menard,5,Straight Party,,LIB,Libertarian Party,0,0,0
Menard,5,Straight Party,,GRN,Green Party,0,0,0
Menard,5,President and Vice President,,REP,Donald J. Trump / Mike Pence,16,32,48
Menard,5,President and Vice President,,DEM,Hillary Clinton / Tim Kaine,1,1,2
Menard,5,President and Vice President,,LIB,Gary Johnson / William Weld,0,0,0
Menard,5,President and Vice President,,GRN,Jill Stein / Ajamu Baraka,0,0,0
Menard,5,President and Vice President,,,Darrell L Castle / Scott N Bradley,0,0,0
Menard,5,President and Vice President,,,Scott Cobbler / Michael Rodriguez,0,0,0
Menard,5,President and Vice President,,,Cherunda Fox / Roger Kushner,0,0,0
Menard,5,President and Vice President,,,Tom Hoefling / Steve Scholin,0,0,0
Menard,5,President and Vice President,,,Laurence Kotlikoff / Edward Leamer,0,0,0
Menard,5,President and Vice President,,,Jonathan Lee / Jeffrey Erskine,0,0,0
Menard,5,President and Vice President,,,Michael A Maturen / Juan A Munoz,0,0,0
Menard,5,President and Vice President,,,Evan McMullin / Nathan Johnson,0,0,0
Menard,5,President and Vice President,,,Monica Moorehead / Lamont Lilly,0,0,0
Menard,5,President and Vice President,,,Robert Morrow / Todd Sanders,0,0,0
Menard,5,President and Vice President,,,Emidio Soltysik / Angela Walker,0,0,0
Menard,5,President and Vice President,,,Dale Steffes / Paul E Case,0,0,0
Menard,5,President and Vice President,,,Tony Valdivia / Aaron Barriere,0,0,0
Menard,5,United States Representative,11,REP,Mike Conaway,17,30,47
Menard,5,United States Representative,11,LIB,Nicholas Landholt,0,2,2
Menard,5,Railroad Commissioner,,REP,Wayne Christian,16,29,45
Menard,5,Railroad Commissioner,,DEM,Grady Yarbrough,1,1,2
Menard,5,Railroad Commissioner,,LIB,Mark Miller,0,2,2
Menard,5,Railroad Commissioner,,GRN,Martina Salinas,0,0,0
Menard,5,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,16,29,45
Menard,5,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,1,1,2
Menard,5,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,0,2,2
Menard,5,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,0,0,0
Menard,5,"Justice, Supreme Court, Place 5",,REP,Paul Green,16,30,46
Menard,5,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,1,1,2
Menard,5,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,0,1,1
Menard,5,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,0,0,0
Menard,5,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,16,29,45
Menard,5,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,1,1,2
Menard,5,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,0,2,2
Menard,5,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,0,0,0
Menard,5,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,16,29,45
Menard,5,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",1,1,2
Menard,5,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,0,2,2
Menard,5,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,0,0,0
Menard,5,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,17,30,47
Menard,5,"Judge, Court of Criminal Appeals, Place 5",,DEM,Betsy Johnson,0,1,1
Menard,5,"Judge, Court of Criminal Appeals, Place 5",,LIB,"William Bryan Strange, III",0,1,1
Menard,5,"Judge, Court of Criminal Appeals, Place 5",,GRN,Judith Sanders-Castro,0,0,0
Menard,5,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,16,29,45
Menard,5,"Judge, Court of Criminal Appeals, Place 6",,DEM,Robert Burns,1,2,3
Menard,5,"Judge, Court of Criminal Appeals, Place 6",,LIB,Mark W. Bennett,0,1,1
Menard,5,"Member, State Board of Education",1,DEM,Georgina Perez,4,3,7
Menard,5,"Member, State Board of Education",1,GRN,Hugo Noyola Jr.,1,4,5
Menard,5,State Senator,28,REP,Charles Perry,17,31,48
Menard,5,State Representative,53,REP,Andrew S. Murr,17,30,47
Menard,5,State Representative,53,DEM,Stephanie Lochte Ertel,0,2,2
Menard,5,State Representative,53,LIB,Brian Holk,0,1,1
Menard,5,"Justice, 4th Court of Appeals District, Place 6",,REP,Jason Pulliam,16,30,46
Menard,5,"Justice, 4th Court of Appeals District, Place 6",,DEM,Irene Rios,1,2,3
Menard,5,"Constable, Precinct No. 1",,REP,Lee Callan,15,30,45
Menard,5,"Constable, Precinct No. 1",,,Adam Hernandez,1,1,2
Menard,6,Registered Voters,,,,,,93
Menard,6,Straight Party,,REP,Republican Party,22,22,44
Menard,6,Straight Party,,DEM,Democratic Party,1,0,1
Menard,6,Straight Party,,LIB,Libertarian Party,0,1,1
Menard,6,Straight Party,,GRN,Green Party,0,0,0
Menard,6,President and Vice President,,REP,Donald J. Trump / Mike Pence,37,27,64
Menard,6,President and Vice President,,DEM,Hillary Clinton / Tim Kaine,4,2,6
Menard,6,President and Vice President,,LIB,Gary Johnson / William Weld,0,0,0
Menard,6,President and Vice President,,GRN,Jill Stein / Ajamu Baraka,0,0,0
Menard,6,President and Vice President,,,Darrell L Castle / Scott N Bradley,0,0,0
Menard,6,President and Vice President,,,Scott Cobbler / Michael Rodriguez,0,0,0
Menard,6,President and Vice President,,,Cherunda Fox / Roger Kushner,0,0,0
Menard,6,President and Vice President,,,Tom Hoefling / Steve Scholin,0,0,0
Menard,6,President and Vice President,,,Laurence Kotlikoff / Edward Leamer,0,0,0
Menard,6,President and Vice President,,,Jonathan Lee / Jeffrey Erskine,0,0,0
Menard,6,President and Vice President,,,Michael A Maturen / Juan A Munoz,0,0,0
Menard,6,President and Vice President,,,Evan McMullin / Nathan Johnson,0,0,0
Menard,6,President and Vice President,,,Monica Moorehead / Lamont Lilly,0,0,0
Menard,6,President and Vice President,,,Robert Morrow / Todd Sanders,0,0,0
Menard,6,President and Vice President,,,Emidio Soltysik / Angela Walker,0,0,0
Menard,6,President and Vice President,,,Dale Steffes / Paul E Case,0,0,0
Menard,6,President and Vice President,,,Tony Valdivia / Aaron Barriere,0,0,0
Menard,6,United States Representative,11,REP,Mike Conaway,31,29,60
Menard,6,United States Representative,11,LIB,Nicholas Landholt,5,0,5
Menard,6,Railroad Commissioner,,REP,Wayne Christian,35,26,61
Menard,6,Railroad Commissioner,,DEM,Grady Yarbrough,2,0,2
Menard,6,Railroad Commissioner,,LIB,Mark Miller,1,1,2
Menard,6,Railroad Commissioner,,GRN,Martina Salinas,2,0,2
Menard,6,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,34,26,60
Menard,6,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,2,0,2
Menard,6,"Justice, Supreme Court, Place 3",,LIB,Kathie Glass,1,1,2
Menard,6,"Justice, Supreme Court, Place 3",,GRN,Rodolfo Rivera Munoz,2,0,2
Menard,6,"Justice, Supreme Court, Place 5",,REP,Paul Green,34,26,60
Menard,6,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,1,0,1
Menard,6,"Justice, Supreme Court, Place 5",,LIB,Tom Oxford,2,2,4
Menard,6,"Justice, Supreme Court, Place 5",,GRN,Charles E. Waterbury,2,0,2
Menard,6,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,34,26,60
Menard,6,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,2,0,2
Menard,6,"Justice, Supreme Court, Place 9",,LIB,Don Fulton,1,2,3
Menard,6,"Justice, Supreme Court, Place 9",,GRN,Jim Chisholm,2,0,2
Menard,6,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,34,26,60
Menard,6,"Judge, Court of Criminal Appeals, Place 2",,DEM,"Lawrence ""Larry"" Meyers",2,0,2
Menard,6,"Judge, Court of Criminal Appeals, Place 2",,LIB,Mark Ash,2,2,4
Menard,6,"Judge, Court of Criminal Appeals, Place 2",,GRN,Adam King Blackwell Reposa,1,0,1
Menard,6,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,34,26,60
