county,precinct,office,district,party,candidate,election_day,early_votes_person,early_votes_mail,votes
Victoria,23,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,281.0,463.0,51.0,795.0
Victoria,23,"Justice, Supreme Court, Place 3",,,Mike Westergren,41.0,81.0,15.0,137.0
Victoria,23,"Justice, Supreme Court, Place 3",,,Kathie Glass,22.0,21.0,1.0,44.0
Victoria,23,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,7.0,11.0,1.0,19.0
Victoria,24,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,200.0,541.0,74.0,815.0
Victoria,24,"Justice, Supreme Court, Place 3",,,Mike Westergren,17.0,68.0,11.0,96.0
Victoria,24,"Justice, Supreme Court, Place 3",,,Kathie Glass,4.0,18.0,0.0,22.0
Victoria,24,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,5.0,8.0,0.0,13.0
Victoria,25,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,318.0,1014.0,179.0,1511.0
Victoria,25,"Justice, Supreme Court, Place 3",,,Mike Westergren,132.0,357.0,68.0,557.0
Victoria,25,"Justice, Supreme Court, Place 3",,,Kathie Glass,35.0,54.0,2.0,91.0
Victoria,25,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,17.0,34.0,2.0,53.0
Victoria,26,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,194.0,254.0,30.0,478.0
Victoria,26,"Justice, Supreme Court, Place 3",,,Mike Westergren,74.0,57.0,12.0,143.0
Victoria,26,"Justice, Supreme Court, Place 3",,,Kathie Glass,13.0,9.0,0.0,22.0
Victoria,26,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,14.0,8.0,2.0,24.0
Victoria,27,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,409.0,429.0,46.0,884.0
Victoria,27,"Justice, Supreme Court, Place 3",,,Mike Westergren,29.0,33.0,8.0,70.0
Victoria,27,"Justice, Supreme Court, Place 3",,,Kathie Glass,12.0,13.0,0.0,25.0
Victoria,27,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,5.0,4.0,2.0,11.0
Victoria,28,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,140.0,103.0,25.0,268.0
Victoria,28,"Justice, Supreme Court, Place 3",,,Mike Westergren,21.0,18.0,5.0,44.0
Victoria,28,"Justice, Supreme Court, Place 3",,,Kathie Glass,4.0,4.0,0.0,8.0
Victoria,28,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,4.0,0.0,0.0,4.0
Victoria,29,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,316.0,893.0,138.0,1347.0
Victoria,29,"Justice, Supreme Court, Place 3",,,Mike Westergren,88.0,236.0,28.0,352.0
Victoria,29,"Justice, Supreme Court, Place 3",,,Kathie Glass,21.0,35.0,0.0,56.0
Victoria,29,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,8.0,19.0,2.0,29.0
Victoria,30,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,70.0,99.0,22.0,191.0
Victoria,30,"Justice, Supreme Court, Place 3",,,Mike Westergren,30.0,46.0,7.0,83.0
Victoria,30,"Justice, Supreme Court, Place 3",,,Kathie Glass,4.0,5.0,1.0,10.0
Victoria,30,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,9.0,5.0,0.0,14.0
Victoria,31,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,76.0,139.0,22.0,237.0
Victoria,31,"Justice, Supreme Court, Place 3",,,Mike Westergren,37.0,98.0,32.0,167.0
Victoria,31,"Justice, Supreme Court, Place 3",,,Kathie Glass,10.0,12.0,4.0,26.0
Victoria,31,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,13.0,5.0,3.0,21.0
Victoria,32,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,77.0,120.0,24.0,221.0
Victoria,32,"Justice, Supreme Court, Place 3",,,Mike Westergren,132.0,141.0,33.0,306.0
Victoria,32,"Justice, Supreme Court, Place 3",,,Kathie Glass,15.0,21.0,0.0,36.0
Victoria,32,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,7.0,18.0,0.0,25.0
Victoria,33,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,441.0,1522.0,285.0,2248.0
Victoria,33,"Justice, Supreme Court, Place 3",,,Mike Westergren,105.0,311.0,64.0,480.0
Victoria,33,"Justice, Supreme Court, Place 3",,,Kathie Glass,32.0,57.0,10.0,99.0
Victoria,33,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,20.0,24.0,1.0,45.0
Victoria,34,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,60.0,44.0,9.0,113.0
Victoria,34,"Justice, Supreme Court, Place 3",,,Mike Westergren,121.0,111.0,35.0,267.0
Victoria,34,"Justice, Supreme Court, Place 3",,,Kathie Glass,2.0,4.0,0.0,6.0
Victoria,34,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,29.0,5.0,1.0,35.0
Victoria,35,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,20.0,35.0,4.0,59.0
Victoria,35,"Justice, Supreme Court, Place 3",,,Mike Westergren,50.0,31.0,8.0,89.0
Victoria,35,"Justice, Supreme Court, Place 3",,,Kathie Glass,3.0,1.0,0.0,4.0
Victoria,35,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,4.0,6.0,0.0,10.0
Victoria,Total:,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,5925.0,12605.0,1917.0,20447.0
Victoria,Total:,"Justice, Supreme Court, Place 3",,,Mike Westergren,2562.0,4463.0,907.0,7932.0
Victoria,Total:,"Justice, Supreme Court, Place 3",,,Kathie Glass,425.0,590.0,49.0,1064.0
Victoria,Total:,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,423.0,424.0,55.0,902.0
Victoria,1,"Justice, Supreme Court, Place 5",,,Paul Green,30.0,40.0,12.0,82.0
Victoria,1,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,43.0,73.0,27.0,143.0
Victoria,1,"Justice, Supreme Court, Place 5",,,Tom Oxford,5.0,2.0,0.0,7.0
Victoria,1,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3.0,2.0,0.0,5.0
Victoria,2,"Justice, Supreme Court, Place 5",,,Paul Green,85.0,203.0,18.0,306.0
Victoria,2,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,44.0,135.0,20.0,199.0
Victoria,2,"Justice, Supreme Court, Place 5",,,Tom Oxford,8.0,11.0,1.0,20.0
Victoria,2,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,7.0,0.0,0.0,7.0
Victoria,3,"Justice, Supreme Court, Place 5",,,Paul Green,102.0,258.0,44.0,404.0
Victoria,3,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,69.0,126.0,22.0,217.0
Victoria,3,"Justice, Supreme Court, Place 5",,,Tom Oxford,0.0,10.0,3.0,13.0
Victoria,3,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,5.0,5.0,1.0,11.0
Victoria,4,"Justice, Supreme Court, Place 5",,,Paul Green,67.0,96.0,18.0,181.0
Victoria,4,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,139.0,157.0,38.0,334.0
Victoria,4,"Justice, Supreme Court, Place 5",,,Tom Oxford,14.0,4.0,1.0,19.0
Victoria,4,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3.0,1.0,0.0,4.0
Victoria,5,"Justice, Supreme Court, Place 5",,,Paul Green,122.0,323.0,77.0,522.0
Victoria,5,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,208.0,292.0,58.0,558.0
Victoria,5,"Justice, Supreme Court, Place 5",,,Tom Oxford,8.0,18.0,1.0,27.0
Victoria,5,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,6.0,10.0,1.0,17.0
Victoria,6,"Justice, Supreme Court, Place 5",,,Paul Green,15.0,19.0,3.0,37.0
Victoria,6,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,18.0,44.0,16.0,78.0
Victoria,6,"Justice, Supreme Court, Place 5",,,Tom Oxford,0.0,1.0,0.0,1.0
Victoria,6,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,1.0,1.0,2.0
Victoria,7,"Justice, Supreme Court, Place 5",,,Paul Green,102.0,123.0,29.0,254.0
Victoria,7,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,257.0,315.0,76.0,648.0
Victoria,7,"Justice, Supreme Court, Place 5",,,Tom Oxford,6.0,5.0,2.0,13.0
Victoria,7,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2.0,1.0,0.0,3.0
Victoria,8,"Justice, Supreme Court, Place 5",,,Paul Green,143.0,266.0,48.0,457.0
Victoria,8,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,159.0,222.0,53.0,434.0
Victoria,8,"Justice, Supreme Court, Place 5",,,Tom Oxford,12.0,20.0,1.0,33.0
Victoria,8,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,6.0,7.0,0.0,13.0
Victoria,9,"Justice, Supreme Court, Place 5",,,Paul Green,104.0,219.0,26.0,349.0
Victoria,9,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,66.0,126.0,20.0,212.0
Victoria,9,"Justice, Supreme Court, Place 5",,,Tom Oxford,11.0,13.0,3.0,27.0
Victoria,9,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,4.0,4.0,0.0,8.0
Victoria,10,"Justice, Supreme Court, Place 5",,,Paul Green,152.0,427.0,80.0,659.0
Victoria,10,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,86.0,208.0,19.0,313.0
Victoria,10,"Justice, Supreme Court, Place 5",,,Tom Oxford,9.0,14.0,2.0,25.0
Victoria,10,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3.0,1.0,1.0,5.0
Victoria,11,"Justice, Supreme Court, Place 5",,,Paul Green,84.0,102.0,13.0,199.0
Victoria,11,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,20.0,32.0,4.0,56.0
Victoria,11,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,2.0,1.0,4.0
Victoria,11,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2.0,0.0,0.0,2.0
Victoria,12,"Justice, Supreme Court, Place 5",,,Paul Green,68.0,67.0,4.0,139.0
Victoria,12,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,130.0,70.0,5.0,205.0
Victoria,12,"Justice, Supreme Court, Place 5",,,Tom Oxford,4.0,5.0,0.0,9.0
Victoria,12,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2.0,2.0,0.0,4.0
Victoria,13,"Justice, Supreme Court, Place 5",,,Paul Green,110.0,142.0,17.0,269.0
Victoria,13,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,132.0,224.0,29.0,385.0
Victoria,13,"Justice, Supreme Court, Place 5",,,Tom Oxford,7.0,7.0,0.0,14.0
Victoria,13,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,5.0,2.0,0.0,7.0
Victoria,14,"Justice, Supreme Court, Place 5",,,Paul Green,224.0,296.0,44.0,564.0
Victoria,14,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,80.0,112.0,15.0,207.0
Victoria,14,"Justice, Supreme Court, Place 5",,,Tom Oxford,6.0,9.0,1.0,16.0
Victoria,14,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,7.0,3.0,0.0,10.0
Victoria,15,"Justice, Supreme Court, Place 5",,,Paul Green,20.0,43.0,8.0,71.0
Victoria,15,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,3.0,13.0,3.0,19.0
Victoria,15,"Justice, Supreme Court, Place 5",,,Tom Oxford,3.0,3.0,0.0,6.0
Victoria,15,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,0.0,0.0,0.0
Victoria,16,"Justice, Supreme Court, Place 5",,,Paul Green,65.0,135.0,13.0,213.0
Victoria,16,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,12.0,32.0,4.0,48.0
Victoria,16,"Justice, Supreme Court, Place 5",,,Tom Oxford,4.0,0.0,0.0,4.0
Victoria,16,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,1.0,1.0,2.0
Victoria,17,"Justice, Supreme Court, Place 5",,,Paul Green,65.0,126.0,12.0,203.0
Victoria,17,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,49.0,52.0,7.0,108.0
Victoria,17,"Justice, Supreme Court, Place 5",,,Tom Oxford,4.0,4.0,0.0,8.0
Victoria,17,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2.0,4.0,0.0,6.0
Victoria,18,"Justice, Supreme Court, Place 5",,,Paul Green,528.0,1144.0,149.0,1821.0
Victoria,18,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,112.0,245.0,45.0,402.0
Victoria,18,"Justice, Supreme Court, Place 5",,,Tom Oxford,22.0,26.0,3.0,51.0
Victoria,18,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3.0,13.0,1.0,17.0
Victoria,19,"Justice, Supreme Court, Place 5",,,Paul Green,249.0,597.0,88.0,934.0
Victoria,19,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,155.0,283.0,43.0,481.0
Victoria,19,"Justice, Supreme Court, Place 5",,,Tom Oxford,14.0,28.0,2.0,44.0
Victoria,19,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3.0,10.0,1.0,14.0
Victoria,20,"Justice, Supreme Court, Place 5",,,Paul Green,139.0,496.0,47.0,682.0
Victoria,20,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,44.0,82.0,21.0,147.0
Victoria,20,"Justice, Supreme Court, Place 5",,,Tom Oxford,8.0,11.0,2.0,21.0
Victoria,20,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1.0,0.0,0.0,1.0
Victoria,21,"Justice, Supreme Court, Place 5",,,Paul Green,411.0,1223.0,217.0,1851.0
Victoria,21,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,133.0,317.0,59.0,509.0
Victoria,21,"Justice, Supreme Court, Place 5",,,Tom Oxford,29.0,36.0,5.0,70.0
Victoria,21,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,6.0,7.0,0.0,13.0
Victoria,22,"Justice, Supreme Court, Place 5",,,Paul Green,380.0,542.0,62.0,984.0
Victoria,22,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,40.0,56.0,11.0,107.0
Victoria,22,"Justice, Supreme Court, Place 5",,,Tom Oxford,16.0,12.0,3.0,31.0
Victoria,22,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3.0,4.0,1.0,8.0
Victoria,23,"Justice, Supreme Court, Place 5",,,Paul Green,277.0,475.0,52.0,804.0
Victoria,23,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,54.0,85.0,14.0,153.0
Victoria,23,"Justice, Supreme Court, Place 5",,,Tom Oxford,18.0,11.0,1.0,30.0
Victoria,23,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1.0,6.0,1.0,8.0
Victoria,24,"Justice, Supreme Court, Place 5",,,Paul Green,197.0,545.0,74.0,816.0
Victoria,24,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,21.0,78.0,10.0,109.0
Victoria,24,"Justice, Supreme Court, Place 5",,,Tom Oxford,4.0,10.0,0.0,14.0
Victoria,24,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3.0,4.0,0.0,7.0
Victoria,25,"Justice, Supreme Court, Place 5",,,Paul Green,325.0,999.0,183.0,1507.0
Victoria,25,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,153.0,403.0,66.0,622.0
Victoria,25,"Justice, Supreme Court, Place 5",,,Tom Oxford,23.0,34.0,2.0,59.0
Victoria,25,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,4.0,8.0,1.0,13.0
Victoria,26,"Justice, Supreme Court, Place 5",,,Paul Green,197.0,255.0,33.0,485.0
Victoria,26,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,85.0,60.0,10.0,155.0
Victoria,26,"Justice, Supreme Court, Place 5",,,Tom Oxford,9.0,8.0,0.0,17.0
Victoria,26,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2.0,2.0,0.0,4.0
Victoria,27,"Justice, Supreme Court, Place 5",,,Paul Green,422.0,423.0,46.0,891.0
Victoria,27,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,29.0,37.0,7.0,73.0
Victoria,27,"Justice, Supreme Court, Place 5",,,Tom Oxford,5.0,15.0,0.0,20.0
Victoria,27,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,2.0,2.0,4.0
Victoria,28,"Justice, Supreme Court, Place 5",,,Paul Green,146.0,99.0,25.0,270.0
Victoria,28,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,24.0,22.0,5.0,51.0
Victoria,28,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,4.0,0.0,5.0
Victoria,28,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,0.0,0.0,0.0,0.0
Victoria,29,"Justice, Supreme Court, Place 5",,,Paul Green,319.0,888.0,133.0,1340.0
Victoria,29,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,98.0,259.0,31.0,388.0
Victoria,29,"Justice, Supreme Court, Place 5",,,Tom Oxford,13.0,30.0,3.0,46.0
Victoria,29,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,5.0,5.0,0.0,10.0
Victoria,30,"Justice, Supreme Court, Place 5",,,Paul Green,70.0,98.0,22.0,190.0
Victoria,30,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,37.0,52.0,6.0,95.0
Victoria,30,"Justice, Supreme Court, Place 5",,,Tom Oxford,3.0,4.0,2.0,9.0
Victoria,30,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2.0,1.0,0.0,3.0
Victoria,31,"Justice, Supreme Court, Place 5",,,Paul Green,82.0,137.0,22.0,241.0
Victoria,31,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,43.0,107.0,37.0,187.0
Victoria,31,"Justice, Supreme Court, Place 5",,,Tom Oxford,7.0,7.0,1.0,15.0
Victoria,31,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3.0,2.0,1.0,6.0
Victoria,32,"Justice, Supreme Court, Place 5",,,Paul Green,77.0,120.0,26.0,223.0
Victoria,32,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,144.0,164.0,32.0,340.0
Victoria,32,"Justice, Supreme Court, Place 5",,,Tom Oxford,11.0,13.0,0.0,24.0
Victoria,32,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,2.0,3.0,0.0,5.0
Victoria,33,"Justice, Supreme Court, Place 5",,,Paul Green,438.0,1516.0,290.0,2244.0
Victoria,33,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,128.0,354.0,63.0,545.0
Victoria,33,"Justice, Supreme Court, Place 5",,,Tom Oxford,29.0,42.0,6.0,77.0
Victoria,33,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,4.0,6.0,0.0,10.0
Victoria,34,"Justice, Supreme Court, Place 5",,,Paul Green,59.0,47.0,6.0,112.0
Victoria,34,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,149.0,114.0,37.0,300.0
Victoria,34,"Justice, Supreme Court, Place 5",,,Tom Oxford,3.0,3.0,1.0,7.0
Victoria,34,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,3.0,2.0,1.0,6.0
Victoria,35,"Justice, Supreme Court, Place 5",,,Paul Green,17.0,35.0,4.0,56.0
Victoria,35,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,59.0,37.0,9.0,105.0
Victoria,35,"Justice, Supreme Court, Place 5",,,Tom Oxford,1.0,0.0,0.0,1.0
Victoria,35,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,1.0,1.0,0.0,2.0
Victoria,Total:,"Justice, Supreme Court, Place 5",,,Paul Green,5891.0,12524.0,1945.0,20360.0
Victoria,Total:,"Justice, Supreme Court, Place 5",,,Dori Contreras Garza,3023.0,4988.0,922.0,8933.0
Victoria,Total:,"Justice, Supreme Court, Place 5",,,Tom Oxford,318.0,422.0,47.0,787.0
Victoria,Total:,"Justice, Supreme Court, Place 5",,,Charles E. Waterbury,103.0,120.0,14.0,237.0
Victoria,1,"Justice, Supreme Court, Place 9",,,Eva Guzman,35.0,44.0,15.0,94.0
Victoria,1,"Justice, Supreme Court, Place 9",,,Savannah Robinson,36.0,71.0,23.0,130.0
Victoria,1,"Justice, Supreme Court, Place 9",,,Don Fulton,4.0,2.0,1.0,7.0
Victoria,1,"Justice, Supreme Court, Place 9",,,Jim Chisholm,5.0,0.0,0.0,5.0
Victoria,2,"Justice, Supreme Court, Place 9",,,Eva Guzman,84.0,213.0,17.0,314.0
Victoria,2,"Justice, Supreme Court, Place 9",,,Savannah Robinson,46.0,124.0,20.0,190.0
Victoria,2,"Justice, Supreme Court, Place 9",,,Don Fulton,7.0,11.0,1.0,19.0
Victoria,2,"Justice, Supreme Court, Place 9",,,Jim Chisholm,6.0,0.0,1.0,7.0
Victoria,3,"Justice, Supreme Court, Place 9",,,Eva Guzman,117.0,261.0,48.0,426.0
Victoria,3,"Justice, Supreme Court, Place 9",,,Savannah Robinson,52.0,117.0,19.0,188.0
Victoria,3,"Justice, Supreme Court, Place 9",,,Don Fulton,5.0,14.0,3.0,22.0
Victoria,3,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1.0,5.0,0.0,6.0
Victoria,4,"Justice, Supreme Court, Place 9",,,Eva Guzman,92.0,109.0,21.0,222.0
Victoria,4,"Justice, Supreme Court, Place 9",,,Savannah Robinson,116.0,144.0,35.0,295.0
Victoria,4,"Justice, Supreme Court, Place 9",,,Don Fulton,11.0,4.0,1.0,16.0
Victoria,4,"Justice, Supreme Court, Place 9",,,Jim Chisholm,4.0,2.0,0.0,6.0
Victoria,5,"Justice, Supreme Court, Place 9",,,Eva Guzman,151.0,351.0,75.0,577.0
Victoria,5,"Justice, Supreme Court, Place 9",,,Savannah Robinson,178.0,258.0,55.0,491.0
Victoria,5,"Justice, Supreme Court, Place 9",,,Don Fulton,8.0,22.0,3.0,33.0
Victoria,5,"Justice, Supreme Court, Place 9",,,Jim Chisholm,6.0,11.0,1.0,18.0
Victoria,6,"Justice, Supreme Court, Place 9",,,Eva Guzman,13.0,25.0,4.0,42.0
Victoria,6,"Justice, Supreme Court, Place 9",,,Savannah Robinson,18.0,39.0,15.0,72.0
Victoria,6,"Justice, Supreme Court, Place 9",,,Don Fulton,1.0,1.0,0.0,2.0
Victoria,6,"Justice, Supreme Court, Place 9",,,Jim Chisholm,1.0,1.0,1.0,3.0
Victoria,7,"Justice, Supreme Court, Place 9",,,Eva Guzman,122.0,162.0,31.0,315.0
Victoria,7,"Justice, Supreme Court, Place 9",,,Savannah Robinson,232.0,274.0,73.0,579.0
Victoria,7,"Justice, Supreme Court, Place 9",,,Don Fulton,10.0,5.0,3.0,18.0
Victoria,7,"Justice, Supreme Court, Place 9",,,Jim Chisholm,3.0,2.0,0.0,5.0
Victoria,8,"Justice, Supreme Court, Place 9",,,Eva Guzman,169.0,284.0,49.0,502.0
Victoria,8,"Justice, Supreme Court, Place 9",,,Savannah Robinson,132.0,205.0,50.0,387.0
Victoria,8,"Justice, Supreme Court, Place 9",,,Don Fulton,13.0,15.0,2.0,30.0
Victoria,8,"Justice, Supreme Court, Place 9",,,Jim Chisholm,8.0,8.0,0.0,16.0
Victoria,9,"Justice, Supreme Court, Place 9",,,Eva Guzman,106.0,231.0,29.0,366.0
Victoria,9,"Justice, Supreme Court, Place 9",,,Savannah Robinson,59.0,120.0,16.0,195.0
Victoria,9,"Justice, Supreme Court, Place 9",,,Don Fulton,14.0,9.0,3.0,26.0
Victoria,9,"Justice, Supreme Court, Place 9",,,Jim Chisholm,5.0,4.0,1.0,10.0
Victoria,10,"Justice, Supreme Court, Place 9",,,Eva Guzman,171.0,440.0,77.0,688.0
Victoria,10,"Justice, Supreme Court, Place 9",,,Savannah Robinson,67.0,188.0,22.0,277.0
Victoria,10,"Justice, Supreme Court, Place 9",,,Don Fulton,8.0,16.0,1.0,25.0
Victoria,10,"Justice, Supreme Court, Place 9",,,Jim Chisholm,4.0,3.0,0.0,7.0
Victoria,11,"Justice, Supreme Court, Place 9",,,Eva Guzman,82.0,110.0,17.0,209.0
Victoria,11,"Justice, Supreme Court, Place 9",,,Savannah Robinson,19.0,25.0,1.0,45.0
Victoria,11,"Justice, Supreme Court, Place 9",,,Don Fulton,4.0,2.0,0.0,6.0
Victoria,11,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2.0,0.0,0.0,2.0
Victoria,12,"Justice, Supreme Court, Place 9",,,Eva Guzman,81.0,73.0,3.0,157.0
Victoria,12,"Justice, Supreme Court, Place 9",,,Savannah Robinson,114.0,64.0,6.0,184.0
Victoria,12,"Justice, Supreme Court, Place 9",,,Don Fulton,6.0,4.0,0.0,10.0
Victoria,12,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2.0,1.0,0.0,3.0
Victoria,13,"Justice, Supreme Court, Place 9",,,Eva Guzman,123.0,159.0,17.0,299.0
Victoria,13,"Justice, Supreme Court, Place 9",,,Savannah Robinson,118.0,209.0,26.0,353.0
Victoria,13,"Justice, Supreme Court, Place 9",,,Don Fulton,7.0,6.0,1.0,14.0
Victoria,13,"Justice, Supreme Court, Place 9",,,Jim Chisholm,4.0,4.0,1.0,9.0
Victoria,14,"Justice, Supreme Court, Place 9",,,Eva Guzman,223.0,285.0,43.0,551.0
Victoria,14,"Justice, Supreme Court, Place 9",,,Savannah Robinson,68.0,108.0,16.0,192.0
Victoria,14,"Justice, Supreme Court, Place 9",,,Don Fulton,17.0,17.0,1.0,35.0
Victoria,14,"Justice, Supreme Court, Place 9",,,Jim Chisholm,7.0,8.0,0.0,15.0
Victoria,15,"Justice, Supreme Court, Place 9",,,Eva Guzman,18.0,44.0,8.0,70.0
Victoria,15,"Justice, Supreme Court, Place 9",,,Savannah Robinson,7.0,12.0,3.0,22.0
Victoria,15,"Justice, Supreme Court, Place 9",,,Don Fulton,1.0,3.0,0.0,4.0
Victoria,15,"Justice, Supreme Court, Place 9",,,Jim Chisholm,0.0,0.0,0.0,0.0
Victoria,16,"Justice, Supreme Court, Place 9",,,Eva Guzman,61.0,124.0,13.0,198.0
Victoria,16,"Justice, Supreme Court, Place 9",,,Savannah Robinson,14.0,36.0,4.0,54.0
Victoria,16,"Justice, Supreme Court, Place 9",,,Don Fulton,4.0,7.0,0.0,11.0
Victoria,16,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2.0,0.0,1.0,3.0
Victoria,17,"Justice, Supreme Court, Place 9",,,Eva Guzman,79.0,130.0,13.0,222.0
Victoria,17,"Justice, Supreme Court, Place 9",,,Savannah Robinson,36.0,50.0,7.0,93.0
Victoria,17,"Justice, Supreme Court, Place 9",,,Don Fulton,3.0,4.0,1.0,8.0
Victoria,17,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2.0,2.0,0.0,4.0
Victoria,18,"Justice, Supreme Court, Place 9",,,Eva Guzman,521.0,1136.0,146.0,1803.0
Victoria,18,"Justice, Supreme Court, Place 9",,,Savannah Robinson,107.0,238.0,47.0,392.0
Victoria,18,"Justice, Supreme Court, Place 9",,,Don Fulton,31.0,38.0,5.0,74.0
Victoria,18,"Justice, Supreme Court, Place 9",,,Jim Chisholm,2.0,17.0,2.0,21.0
