county,precinct,office,district,party,candidate,early_votes,election_day,votes
Hutchinson,21,President,,WRITE-IN,Monica Moorehead / Lamont Lilly,0,0,
Hutchinson,21,President,,WRITE-IN,Robert Morrow / Todd Sanders,0,0,
Hutchinson,21,President,,WRITE-IN,Emidio Soltysik / Angela Walker,0,0,
Hutchinson,21,President,,WRITE-IN,Dale Steffes / Paul E. Case,0,0,
Hutchinson,21,President,,WRITE-IN,Tony Valdivia / Aaron Barriere,0,0,
Hutchinson,21,U.S. House,13,REP,Mac Thornberry,"1,390",526,
Hutchinson,21,U.S. House,13,LIB,Calvin DeWeese,100,28,
Hutchinson,21,U.S. House,13,GRN,"H.F. ""Rusty"" Tomlinson",27,11,
Hutchinson,21,Railroad Commissioner,,REP,Wayne Christian,"1,303",498,
Hutchinson,21,Railroad Commissioner,,DEM,Grady Yarbrough,142,36,
Hutchinson,21,Railroad Commissioner,,LIB,Mark Miller,94,20,
Hutchinson,21,Railroad Commissioner,,GRN,Martina Salinas,18,11,
Hutchinson,21,State Representative,87,REP,Four Price,"1,459",530,
Hutchinson,23,,,,Registered Voters,,,367
Hutchinson,23,President,,REP,Donald J. Trump / Mike Pence,117,63,
Hutchinson,23,President,,DEM,Hillary Clinton / Tim Kaine,11,9,
Hutchinson,23,President,,LIB,Gary Johnson / William Weld,5,4,
Hutchinson,23,President,,GRN,Jill Stein / Ajamu Baraka,0,0,
Hutchinson,23,President,,WRITE-IN,Darrell L. Castle / Scott N. Bradley,0,0,
Hutchinson,23,President,,WRITE-IN,Scott Cubbler / Michael Rodriguez,0,0,
Hutchinson,23,President,,WRITE-IN,Cherunda Fox / Roger Kushner,0,0,
Hutchinson,23,President,,WRITE-IN,Tom Hoefling / Steve Schulin,0,0,
Hutchinson,23,President,,WRITE-IN,Laurence Kotlikoff / Edward Leamer,0,0,
Hutchinson,23,President,,WRITE-IN,Jonathan Lee / Jeffrey Erskine,0,0,
Hutchinson,23,President,,WRITE-IN,Michael A. Maturen / Juan A. Munoz,0,0,
Hutchinson,23,President,,WRITE-IN,Evan McMullin / Nathan Johnson,1,0,
Hutchinson,23,President,,WRITE-IN,Monica Moorehead / Lamont Lilly,0,0,
Hutchinson,23,President,,WRITE-IN,Robert Morrow / Todd Sanders,0,0,
Hutchinson,23,President,,WRITE-IN,Emidio Soltysik / Angela Walker,0,0,
Hutchinson,23,President,,WRITE-IN,Dale Steffes / Paul E. Case,0,0,
Hutchinson,23,President,,WRITE-IN,Tony Valdivia / Aaron Barriere,0,0,
Hutchinson,23,U.S. House,13,REP,Mac Thornberry,119,63,
Hutchinson,23,U.S. House,13,LIB,Calvin DeWeese,6,7,
Hutchinson,23,U.S. House,13,GRN,"H.F. ""Rusty"" Tomlinson",4,2,
Hutchinson,23,Railroad Commissioner,,REP,Wayne Christian,105,61,
Hutchinson,23,Railroad Commissioner,,DEM,Grady Yarbrough,13,9,
Hutchinson,23,Railroad Commissioner,,LIB,Mark Miller,16,4,
Hutchinson,23,Railroad Commissioner,,GRN,Martina Salinas,1,1,
Hutchinson,23,State Representative,87,REP,Four Price,117,67,
Hutchinson,31,,,,Registered Voters,,,1714
Hutchinson,31,President,,REP,Donald J. Trump / Mike Pence,586,358,
Hutchinson,31,President,,DEM,Hillary Clinton / Tim Kaine,56,32,
Hutchinson,31,President,,LIB,Gary Johnson / William Weld,7,7,
Hutchinson,31,President,,GRN,Jill Stein / Ajamu Baraka,2,0,
Hutchinson,31,President,,WRITE-IN,Darrell L. Castle / Scott N. Bradley,0,0,
Hutchinson,31,President,,WRITE-IN,Scott Cubbler / Michael Rodriguez,0,0,
Hutchinson,31,President,,WRITE-IN,Cherunda Fox / Roger Kushner,0,0,
Hutchinson,31,President,,WRITE-IN,Tom Hoefling / Steve Schulin,0,0,
Hutchinson,31,President,,WRITE-IN,Laurence Kotlikoff / Edward Leamer,0,0,
Hutchinson,31,President,,WRITE-IN,Jonathan Lee / Jeffrey Erskine,0,0,
Hutchinson,31,President,,WRITE-IN,Michael A. Maturen / Juan A. Munoz,0,0,
Hutchinson,31,President,,WRITE-IN,Evan McMullin / Nathan Johnson,3,3,
Hutchinson,31,President,,WRITE-IN,Monica Moorehead / Lamont Lilly,0,0,
Hutchinson,31,President,,WRITE-IN,Robert Morrow / Todd Sanders,0,0,
Hutchinson,31,President,,WRITE-IN,Emidio Soltysik / Angela Walker,0,0,
Hutchinson,31,President,,WRITE-IN,Dale Steffes / Paul E. Case,0,0,
Hutchinson,31,President,,WRITE-IN,Tony Valdivia / Aaron Barriere,0,0,
Hutchinson,31,U.S. House,13,REP,Mac Thornberry,595,361,
Hutchinson,31,U.S. House,13,LIB,Calvin DeWeese,23,13,
Hutchinson,31,U.S. House,13,GRN,"H.F. ""Rusty"" Tomlinson",9,7,
Hutchinson,31,Railroad Commissioner,,REP,Wayne Christian,562,335,
Hutchinson,31,Railroad Commissioner,,DEM,Grady Yarbrough,58,38,
Hutchinson,31,Railroad Commissioner,,LIB,Mark Miller,18,17,
Hutchinson,31,Railroad Commissioner,,GRN,Martina Salinas,5,0,
Hutchinson,31,State Representative,87,REP,Four Price,598,366,
Hutchinson,33,,,,Registered Voters,,,1739
Hutchinson,33,President,,REP,Donald J. Trump / Mike Pence,582,240,
Hutchinson,33,President,,DEM,Hillary Clinton / Tim Kaine,66,45,
Hutchinson,33,President,,LIB,Gary Johnson / William Weld,14,20,
Hutchinson,33,President,,GRN,Jill Stein / Ajamu Baraka,3,1,
Hutchinson,33,President,,WRITE-IN,Darrell L. Castle / Scott N. Bradley,0,0,
Hutchinson,33,President,,WRITE-IN,Scott Cubbler / Michael Rodriguez,0,0,
Hutchinson,33,President,,WRITE-IN,Cherunda Fox / Roger Kushner,0,0,
Hutchinson,33,President,,WRITE-IN,Tom Hoefling / Steve Schulin,0,0,
Hutchinson,33,President,,WRITE-IN,Laurence Kotlikoff / Edward Leamer,0,0,
Hutchinson,33,President,,WRITE-IN,Jonathan Lee / Jeffrey Erskine,0,0,
Hutchinson,33,President,,WRITE-IN,Michael A. Maturen / Juan A. Munoz,0,0,
Hutchinson,33,President,,WRITE-IN,Evan McMullin / Nathan Johnson,1,0,
Hutchinson,33,President,,WRITE-IN,Monica Moorehead / Lamont Lilly,0,0,
Hutchinson,33,President,,WRITE-IN,Robert Morrow / Todd Sanders,0,0,
Hutchinson,33,President,,WRITE-IN,Emidio Soltysik / Angela Walker,0,0,
Hutchinson,33,President,,WRITE-IN,Dale Steffes / Paul E. Case,0,0,
Hutchinson,33,President,,WRITE-IN,Tony Valdivia / Aaron Barriere,0,0,
Hutchinson,33,U.S. House,13,REP,Mac Thornberry,601,256,
Hutchinson,33,U.S. House,13,LIB,Calvin DeWeese,31,24,
Hutchinson,33,U.S. House,13,GRN,"H.F. ""Rusty"" Tomlinson",14,10,
Hutchinson,33,Railroad Commissioner,,REP,Wayne Christian,560,231,
Hutchinson,33,Railroad Commissioner,,DEM,Grady Yarbrough,70,41,
Hutchinson,33,Railroad Commissioner,,LIB,Mark Miller,24,17,
Hutchinson,33,Railroad Commissioner,,GRN,Martina Salinas,6,9,
Hutchinson,33,State Representative,87,REP,Four Price,614,258,
Hutchinson,41,,,,Registered Voters,,,74
Hutchinson,41,President,,REP,Donald J. Trump / Mike Pence,18,29,
Hutchinson,41,President,,DEM,Hillary Clinton / Tim Kaine,2,2,
Hutchinson,41,President,,LIB,Gary Johnson / William Weld,1,0,
Hutchinson,41,President,,GRN,Jill Stein / Ajamu Baraka,0,0,
Hutchinson,41,President,,WRITE-IN,Darrell L. Castle / Scott N. Bradley,0,0,
Hutchinson,41,President,,WRITE-IN,Scott Cubbler / Michael Rodriguez,0,0,
Hutchinson,41,President,,WRITE-IN,Cherunda Fox / Roger Kushner,0,0,
Hutchinson,41,President,,WRITE-IN,Tom Hoefling / Steve Schulin,0,0,
Hutchinson,41,President,,WRITE-IN,Laurence Kotlikoff / Edward Leamer,0,0,
Hutchinson,41,President,,WRITE-IN,Jonathan Lee / Jeffrey Erskine,0,0,
Hutchinson,41,President,,WRITE-IN,Michael A. Maturen / Juan A. Munoz,0,0,
Hutchinson,41,President,,WRITE-IN,Evan McMullin / Nathan Johnson,0,0,
Hutchinson,41,President,,WRITE-IN,Monica Moorehead / Lamont Lilly,0,0,
Hutchinson,41,President,,WRITE-IN,Robert Morrow / Todd Sanders,0,0,
Hutchinson,41,President,,WRITE-IN,Emidio Soltysik / Angela Walker,0,0,
Hutchinson,41,President,,WRITE-IN,Dale Steffes / Paul E. Case,0,0,
Hutchinson,41,President,,WRITE-IN,Tony Valdivia / Aaron Barriere,0,0,
Hutchinson,41,U.S. House,13,REP,Mac Thornberry,23,28,
Hutchinson,41,U.S. House,13,LIB,Calvin DeWeese,1,2,
Hutchinson,41,U.S. House,13,GRN,"H.F. ""Rusty"" Tomlinson",0,0,
Hutchinson,41,Railroad Commissioner,,REP,Wayne Christian,20,26,
Hutchinson,41,Railroad Commissioner,,DEM,Grady Yarbrough,3,1,
Hutchinson,41,Railroad Commissioner,,LIB,Mark Miller,1,3,
Hutchinson,41,Railroad Commissioner,,GRN,Martina Salinas,0,0,
Hutchinson,41,State Representative,87,REP,Four Price,22,28,
Hutchinson,42,,,,Registered Voters,,,2397
Hutchinson,42,President,,REP,Donald J. Trump / Mike Pence,549,298,
Hutchinson,42,President,,DEM,Hillary Clinton / Tim Kaine,111,102,
Hutchinson,42,President,,LIB,Gary Johnson / William Weld,18,17,
Hutchinson,42,President,,GRN,Jill Stein / Ajamu Baraka,4,0,
Hutchinson,42,President,,WRITE-IN,Darrell L. Castle / Scott N. Bradley,1,0,
Hutchinson,42,President,,WRITE-IN,Scott Cubbler / Michael Rodriguez,0,0,
Hutchinson,42,President,,WRITE-IN,Cherunda Fox / Roger Kushner,0,0,
Hutchinson,42,President,,WRITE-IN,Tom Hoefling / Steve Schulin,0,0,
Hutchinson,42,President,,WRITE-IN,Laurence Kotlikoff / Edward Leamer,0,0,
Hutchinson,42,President,,WRITE-IN,Jonathan Lee / Jeffrey Erskine,0,0,
Hutchinson,42,President,,WRITE-IN,Michael A. Maturen / Juan A. Munoz,0,0,
Hutchinson,42,President,,WRITE-IN,Evan McMullin / Nathan Johnson,0,1,
Hutchinson,42,President,,WRITE-IN,Monica Moorehead / Lamont Lilly,0,0,
Hutchinson,42,President,,WRITE-IN,Robert Morrow / Todd Sanders,0,0,
Hutchinson,42,President,,WRITE-IN,Emidio Soltysik / Angela Walker,0,0,
Hutchinson,42,President,,WRITE-IN,Dale Steffes / Paul E. Case,0,0,
Hutchinson,42,President,,WRITE-IN,Tony Valdivia / Aaron Barriere,0,0,
Hutchinson,42,U.S. House,13,REP,Mac Thornberry,566,321,
Hutchinson,42,U.S. House,13,LIB,Calvin DeWeese,41,36,
Hutchinson,42,U.S. House,13,GRN,"H.F. ""Rusty"" Tomlinson",13,15,
Hutchinson,42,Railroad Commissioner,,REP,Wayne Christian,517,264,
Hutchinson,42,Railroad Commissioner,,DEM,Grady Yarbrough,106,98,
Hutchinson,42,Railroad Commissioner,,LIB,Mark Miller,38,27,
Hutchinson,42,Railroad Commissioner,,GRN,Martina Salinas,9,17,
Hutchinson,42,State Representative,87,REP,Four Price,578,334,
