county,precinct,office,district,party,candidate,votes,absentee,early,election_day
Harris,4,Railroad Commissioner,,Democratic,Grady Yarbrough,619,52,416,151
Harris,4,Railroad Commissioner,,Libertarian,Mark Miller,216,13,129,74
Harris,4,Railroad Commissioner,,Green,Martina Salinas,45,1,32,12
Harris,4,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,4,Railroad Commissioner,,,Under Votes,47,2,29,16
Harris,4,State Representative,148,Democratic,Jessica Cristina Farrar,942,73,611,258
Harris,4,State Representative,148,,Over Votes,0,0,0,0
Harris,4,State Representative,148,,Under Votes,381,27,243,111
Harris,5,Registered Voters,,,,1470,,,
Harris,5,Ballots Cast,,,,1142,67,695,380
Harris,5,Straight Party,,,Republican Party,200,12,125,63
Harris,5,Straight Party,,,Democratic Party,313,23,208,82
Harris,5,Straight Party,,,Libertarian Party,4,0,4,0
Harris,5,Straight Party,,,Green Party,2,0,0,2
Harris,5,Straight Party,,,Over Votes,0,0,0,0
Harris,5,Straight Party,,,Under Votes,623,32,358,233
Harris,5,President,,Republican,Donald J. Trump / Mike Pence,310,16,182,112
Harris,5,President,,Democratic,Hillary Clinton / Tim Kaine,727,49,458,220
Harris,5,President,,Libertarian,Gary Johnson / William Weld,68,2,38,28
Harris,5,President,,Green,Jill Stein / Ajamu Baraka,15,0,2,13
Harris,5,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,5,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,5,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,5,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,5,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,5,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,5,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,5,President,,,Evan McMullin / Nathan Johnson,7,0,5,2
Harris,5,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,5,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,5,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,5,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,5,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,5,President,,,Over Votes,0,0,0,0
Harris,5,President,,,Under Votes,15,0,10,5
Harris,5,U.S. House,18,Republican,Lori Bartley,432,18,252,162
Harris,5,U.S. House,18,Democratic,Sheila Jackson Lee,621,48,390,183
Harris,5,U.S. House,18,Green,Thomas Kleven,64,0,38,26
Harris,5,U.S. House,18,,Over Votes,0,0,0,0
Harris,5,U.S. House,18,,Under Votes,24,1,14,9
Harris,5,Railroad Commissioner,,Republican,Wayne Christian,374,19,222,133
Harris,5,Railroad Commissioner,,Democratic,Grady Yarbrough,506,35,333,138
Harris,5,Railroad Commissioner,,Libertarian,Mark Miller,176,8,99,69
Harris,5,Railroad Commissioner,,Green,Martina Salinas,44,2,19,23
Harris,5,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,5,Railroad Commissioner,,,Under Votes,40,1,22,17
Harris,5,State Representative,148,Democratic,Jessica Cristina Farrar,795,45,495,255
Harris,5,State Representative,148,,Over Votes,0,0,0,0
Harris,5,State Representative,148,,Under Votes,344,20,199,125
Harris,6,Registered Voters,,,,4084,,,
Harris,6,Ballots Cast,,,,2469,129,1712,628
Harris,6,Straight Party,,,Republican Party,784,58,549,177
Harris,6,Straight Party,,,Democratic Party,829,37,589,203
Harris,6,Straight Party,,,Libertarian Party,19,0,13,6
Harris,6,Straight Party,,,Green Party,11,0,5,6
Harris,6,Straight Party,,,Over Votes,0,0,0,0
Harris,6,Straight Party,,,Under Votes,826,34,556,236
Harris,6,President,,Republican,Donald J. Trump / Mike Pence,1114,75,775,264
Harris,6,President,,Democratic,Hillary Clinton / Tim Kaine,1203,50,845,308
Harris,6,President,,Libertarian,Gary Johnson / William Weld,84,3,54,27
Harris,6,President,,Green,Jill Stein / Ajamu Baraka,20,0,10,10
Harris,6,President,,,Darrell L. Castle / Scott N. Bradley,3,0,3,0
Harris,6,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,6,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,6,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,6,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,6,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,6,President,,,Michael A. Maturen / Juan A. Munoz,1,0,1,0
Harris,6,President,,,Evan McMullin / Nathan Johnson,7,0,4,3
Harris,6,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,6,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,6,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,6,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,6,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,6,President,,,Over Votes,0,0,0,0
Harris,6,President,,,Under Votes,37,1,20,16
Harris,6,U.S. House,18,Republican,Lori Bartley,1163,77,810,276
Harris,6,U.S. House,18,Democratic,Sheila Jackson Lee,1154,46,813,295
Harris,6,U.S. House,18,Green,Thomas Kleven,83,2,49,32
Harris,6,U.S. House,18,,Over Votes,0,0,0,0
Harris,6,U.S. House,18,,Under Votes,68,4,39,25
Harris,6,Railroad Commissioner,,Republican,Wayne Christian,1106,74,770,262
Harris,6,Railroad Commissioner,,Democratic,Grady Yarbrough,1105,45,784,276
Harris,6,Railroad Commissioner,,Libertarian,Mark Miller,108,4,68,36
Harris,6,Railroad Commissioner,,Green,Martina Salinas,67,0,41,26
Harris,6,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,6,Railroad Commissioner,,,Under Votes,83,6,49,28
Harris,6,State Representative,150,Republican,Valoree Swanson,1183,75,810,298
Harris,6,State Representative,150,Democratic,Michael Shawn Kelly,1189,47,839,303
Harris,6,State Representative,150,,Over Votes,0,0,0,0
Harris,6,State Representative,150,,Under Votes,96,7,62,27
Harris,7,Registered Voters,,,,1002,,,
Harris,7,Ballots Cast,,,,555,65,365,125
Harris,7,Straight Party,,,Republican Party,11,0,6,5
Harris,7,Straight Party,,,Democratic Party,426,49,284,93
Harris,7,Straight Party,,,Libertarian Party,0,0,0,0
Harris,7,Straight Party,,,Green Party,0,0,0,0
Harris,7,Straight Party,,,Over Votes,0,0,0,0
Harris,7,Straight Party,,,Under Votes,118,16,75,27
Harris,7,President,,Republican,Donald J. Trump / Mike Pence,22,2,8,12
Harris,7,President,,Democratic,Hillary Clinton / Tim Kaine,522,62,350,110
Harris,7,President,,Libertarian,Gary Johnson / William Weld,3,0,1,2
Harris,7,President,,Green,Jill Stein / Ajamu Baraka,1,0,1,0
Harris,7,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,7,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,7,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,7,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,7,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,7,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,7,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,7,President,,,Evan McMullin / Nathan Johnson,0,0,0,0
Harris,7,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,7,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,7,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,7,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,7,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,7,President,,,Over Votes,0,0,0,0
Harris,7,President,,,Under Votes,7,1,5,1
Harris,7,U.S. House,18,Republican,Lori Bartley,25,1,16,8
Harris,7,U.S. House,18,Democratic,Sheila Jackson Lee,514,64,341,109
Harris,7,U.S. House,18,Green,Thomas Kleven,5,0,1,4
Harris,7,U.S. House,18,,Over Votes,0,0,0,0
Harris,7,U.S. House,18,,Under Votes,11,0,7,4
Harris,7,Railroad Commissioner,,Republican,Wayne Christian,13,1,6,6
Harris,7,Railroad Commissioner,,Democratic,Grady Yarbrough,516,62,347,107
Harris,7,Railroad Commissioner,,Libertarian,Mark Miller,4,0,0,4
Harris,7,Railroad Commissioner,,Green,Martina Salinas,7,1,5,1
Harris,7,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,7,Railroad Commissioner,,,Under Votes,15,1,7,7
Harris,7,State Senate,13,Democratic,Borris L. Miles,520,61,350,109
Harris,7,State Senate,13,Libertarian,Joshua Rohn,12,1,4,7
Harris,7,State Senate,13,,Over Votes,0,0,0,0
Harris,7,State Senate,13,,Under Votes,23,3,11,9
Harris,7,State Representative,141,Democratic,Senfronia Thompson,516,62,342,112
Harris,7,State Representative,141,,Over Votes,0,0,0,0
Harris,7,State Representative,141,,Under Votes,39,3,23,13
Harris,8,Registered Voters,,,,1848,,,
Harris,8,Ballots Cast,,,,1244,86,807,351
Harris,8,Straight Party,,,Republican Party,369,26,252,91
Harris,8,Straight Party,,,Democratic Party,383,30,258,95
Harris,8,Straight Party,,,Libertarian Party,6,0,3,3
Harris,8,Straight Party,,,Green Party,6,0,2,4
Harris,8,Straight Party,,,Over Votes,0,0,0,0
Harris,8,Straight Party,,,Under Votes,480,30,292,158
Harris,8,President,,Republican,Donald J. Trump / Mike Pence,495,32,336,127
Harris,8,President,,Democratic,Hillary Clinton / Tim Kaine,657,54,422,181
Harris,8,President,,Libertarian,Gary Johnson / William Weld,51,0,24,27
Harris,8,President,,Green,Jill Stein / Ajamu Baraka,9,0,3,6
Harris,8,President,,,Darrell L. Castle / Scott N. Bradley,1,0,0,1
Harris,8,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,8,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,8,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,8,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,8,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,8,President,,,Michael A. Maturen / Juan A. Munoz,1,0,1,0
Harris,8,President,,,Evan McMullin / Nathan Johnson,9,0,7,2
Harris,8,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,8,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,8,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,8,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,8,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,8,President,,,Over Votes,0,0,0,0
Harris,8,President,,,Under Votes,21,0,14,7
Harris,8,U.S. House,7,Republican,John Culberson,587,38,385,164
Harris,8,U.S. House,7,Democratic,James Cargas,614,46,392,176
Harris,8,U.S. House,7,,Over Votes,0,0,0,0
Harris,8,U.S. House,7,,Under Votes,41,2,28,11
Harris,8,Railroad Commissioner,,Republican,Wayne Christian,523,33,349,141
Harris,8,Railroad Commissioner,,Democratic,Grady Yarbrough,511,39,340,132
Harris,8,Railroad Commissioner,,Libertarian,Mark Miller,112,8,66,38
Harris,8,Railroad Commissioner,,Green,Martina Salinas,49,1,24,24
Harris,8,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,8,Railroad Commissioner,,,Under Votes,47,3,28,16
Harris,8,State Representative,146,Democratic,Shawn Thierry,744,50,481,213
Harris,8,State Representative,146,,Roy Owens,19,4,12,3
Harris,8,State Representative,146,,Over Votes,0,0,0,0
Harris,8,State Representative,146,,Under Votes,477,30,312,135
Harris,9,Registered Voters,,,,1861,,,
Harris,9,Ballots Cast,,,,975,49,614,312
Harris,9,Straight Party,,,Republican Party,127,8,84,35
Harris,9,Straight Party,,,Democratic Party,435,27,259,149
Harris,9,Straight Party,,,Libertarian Party,3,0,1,2
Harris,9,Straight Party,,,Green Party,3,1,0,2
Harris,9,Straight Party,,,Over Votes,0,0,0,0
Harris,9,Straight Party,,,Under Votes,407,13,270,124
Harris,9,President,,Republican,Donald J. Trump / Mike Pence,192,6,130,56
Harris,9,President,,Democratic,Hillary Clinton / Tim Kaine,695,38,431,226
Harris,9,President,,Libertarian,Gary Johnson / William Weld,47,3,29,15
Harris,9,President,,Green,Jill Stein / Ajamu Baraka,16,1,9,6
Harris,9,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,9,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,9,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,9,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,9,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,9,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,9,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,9,President,,,Evan McMullin / Nathan Johnson,1,0,1,0
Harris,9,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,9,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,9,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,9,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,9,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,9,President,,,Over Votes,0,0,0,0
Harris,9,President,,,Under Votes,24,1,14,9
Harris,9,U.S. House,18,Republican,Lori Bartley,222,9,152,61
Harris,9,U.S. House,18,Democratic,Sheila Jackson Lee,650,37,395,218
Harris,9,U.S. House,18,Green,Thomas Kleven,59,2,40,17
Harris,9,U.S. House,18,,Over Votes,0,0,0,0
Harris,9,U.S. House,18,,Under Votes,40,1,23,16
Harris,9,Railroad Commissioner,,Republican,Wayne Christian,200,8,137,55
Harris,9,Railroad Commissioner,,Democratic,Grady Yarbrough,580,33,356,191
Harris,9,Railroad Commissioner,,Libertarian,Mark Miller,67,0,40,27
Harris,9,Railroad Commissioner,,Green,Martina Salinas,79,5,49,25
Harris,9,Railroad Commissioner,,,Over Votes,0,0,0,0
Harris,9,Railroad Commissioner,,,Under Votes,48,2,32,14
Harris,9,State Senate,6,Democratic,Sylvia R. Garcia,744,41,460,243
Harris,9,State Senate,6,,Over Votes,0,0,0,0
Harris,9,State Senate,6,,Under Votes,226,7,150,69
Harris,9,State Representative,145,Democratic,Carol Alvarado,750,40,462,248
Harris,9,State Representative,145,,Over Votes,0,0,0,0
Harris,9,State Representative,145,,Under Votes,220,8,148,64
Harris,10,Registered Voters,,,,1830,,,
Harris,10,Ballots Cast,,,,935,90,613,232
Harris,10,Straight Party,,,Republican Party,92,8,61,23
Harris,10,Straight Party,,,Democratic Party,466,54,304,108
Harris,10,Straight Party,,,Libertarian Party,7,0,6,1
Harris,10,Straight Party,,,Green Party,7,1,4,2
Harris,10,Straight Party,,,Over Votes,0,0,0,0
Harris,10,Straight Party,,,Under Votes,363,27,238,98
Harris,10,President,,Republican,Donald J. Trump / Mike Pence,162,15,111,36
Harris,10,President,,Democratic,Hillary Clinton / Tim Kaine,717,74,463,180
Harris,10,President,,Libertarian,Gary Johnson / William Weld,22,0,15,7
Harris,10,President,,Green,Jill Stein / Ajamu Baraka,9,0,7,2
Harris,10,President,,,Darrell L. Castle / Scott N. Bradley,0,0,0,0
Harris,10,President,,,Scott Cubbler / Michael Rodriguez,0,0,0,0
Harris,10,President,,,Cherunda Fox / Roger Kushner,0,0,0,0
Harris,10,President,,,Tom Hoefling / Steve Schulin,0,0,0,0
Harris,10,President,,,Laurence Kotlikoff / Edward Leamer,0,0,0,0
Harris,10,President,,,Jonathan Lee / Jeffrey Erskine,0,0,0,0
Harris,10,President,,,Michael A. Maturen / Juan A. Munoz,0,0,0,0
Harris,10,President,,,Evan McMullin / Nathan Johnson,2,0,2,0
Harris,10,President,,,Monica Moorehead / Lamont Lilly,0,0,0,0
Harris,10,President,,,Robert Morrow / Todd Sanders,0,0,0,0
Harris,10,President,,,Emidio Soltysik / Angela Walker,0,0,0,0
Harris,10,President,,,Dale Steffes / Paul E. Case,0,0,0,0
Harris,10,President,,,Tony Valdivia / Aaron Barriere,0,0,0,0
Harris,10,President,,,Over Votes,0,0,0,0
Harris,10,President,,,Under Votes,23,1,15,7
Harris,10,U.S. House,29,Republican,Julio Garza,157,11,105,41
Harris,10,U.S. House,29,Democratic,Gene Green,701,75,453,173
Harris,10,U.S. House,29,Libertarian,N. Ruben Perez,20,0,15,5
Harris,10,U.S. House,29,Green,James Partsch-Galvan,13,1,10,2
Harris,10,U.S. House,29,,Over Votes,0,0,0,0
Harris,10,U.S. House,29,,Under Votes,42,3,28,11
Harris,10,Railroad Commissioner,,Republican,Wayne Christian,147,13,96,38
Harris,10,Railroad Commissioner,,Democratic,Grady Yarbrough,617,65,399,153
Harris,10,Railroad Commissioner,,Libertarian,Mark Miller,21,1,16,4
