county,precinct,office,district,party,candidate,votes,early_voting,election_day,provisional,absentee
Mitchell,0001,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,38,10,28,0,0
Mitchell,0002,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,6,0,6,0,0
Mitchell,0025,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,28,5,23,0,0
Mitchell,0003,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,35,14,21,0,0
Mitchell,0004,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,32,5,27,0,0
Mitchell,0046,BALLOTS CAST - DEMOCRATIC PARTY,,DEM,BALLOTS CAST - DEMOCRATIC PARTY,21,8,11,0,2
Mitchell,0001,President,,REP,Lindsey Graham,0,0,0,0,0
Mitchell,0002,President,,REP,Lindsey Graham,0,0,0,0,0
Mitchell,0025,President,,REP,Lindsey Graham,0,0,0,0,0
Mitchell,0003,President,,REP,Lindsey Graham,1,0,1,0,0
Mitchell,0004,President,,REP,Lindsey Graham,0,0,0,0,0
Mitchell,0046,President,,REP,Lindsey Graham,1,1,0,0,0
Mitchell,0001,President,,REP,Mike Huckabee,1,1,0,0,0
Mitchell,0002,President,,REP,Mike Huckabee,0,0,0,0,0
Mitchell,0025,President,,REP,Mike Huckabee,1,1,0,0,0
Mitchell,0003,President,,REP,Mike Huckabee,1,0,1,0,0
Mitchell,0004,President,,REP,Mike Huckabee,0,0,0,0,0
Mitchell,0046,President,,REP,Mike Huckabee,0,0,0,0,0
Mitchell,0001,President,,REP,Marco Rubio,33,16,17,0,0
Mitchell,0002,President,,REP,Marco Rubio,5,1,4,0,0
Mitchell,0025,President,,REP,Marco Rubio,10,4,6,0,0
Mitchell,0003,President,,REP,Marco Rubio,35,13,22,0,0
Mitchell,0004,President,,REP,Marco Rubio,22,4,18,0,0
Mitchell,0046,President,,REP,Marco Rubio,19,10,9,0,0
Mitchell,0001,President,,REP,Donald J. Trump,99,43,56,0,0
Mitchell,0002,President,,REP,Donald J. Trump,25,4,21,0,0
Mitchell,0025,President,,REP,Donald J. Trump,38,13,25,0,0
Mitchell,0003,President,,REP,Donald J. Trump,100,47,53,0,0
Mitchell,0004,President,,REP,Donald J. Trump,48,11,37,0,0
Mitchell,0046,President,,REP,Donald J. Trump,34,13,21,0,0
Mitchell,0001,President,,REP,Chris Christie,1,1,0,0,0
Mitchell,0002,President,,REP,Chris Christie,0,0,0,0,0
Mitchell,0025,President,,REP,Chris Christie,0,0,0,0,0
Mitchell,0003,President,,REP,Chris Christie,1,1,0,0,0
Mitchell,0004,President,,REP,Chris Christie,0,0,0,0,0
Mitchell,0046,President,,REP,Chris Christie,0,0,0,0,0
Mitchell,0001,President,,REP,Elizabeth Gray,0,0,0,0,0
Mitchell,0002,President,,REP,Elizabeth Gray,0,0,0,0,0
Mitchell,0025,President,,REP,Elizabeth Gray,0,0,0,0,0
Mitchell,0003,President,,REP,Elizabeth Gray,0,0,0,0,0
Mitchell,0004,President,,REP,Elizabeth Gray,0,0,0,0,0
Mitchell,0046,President,,REP,Elizabeth Gray,0,0,0,0,0
Mitchell,0001,President,,REP,John R. Kasich,9,4,5,0,0
Mitchell,0002,President,,REP,John R. Kasich,0,0,0,0,0
Mitchell,0025,President,,REP,John R. Kasich,9,4,5,0,0
Mitchell,0003,President,,REP,John R. Kasich,5,4,1,0,0
Mitchell,0004,President,,REP,John R. Kasich,2,1,1,0,0
Mitchell,0046,President,,REP,John R. Kasich,7,6,1,0,0
Mitchell,0001,President,,REP,Rand Paul,0,0,0,0,0
Mitchell,0002,President,,REP,Rand Paul,0,0,0,0,0
Mitchell,0025,President,,REP,Rand Paul,2,0,2,0,0
Mitchell,0003,President,,REP,Rand Paul,0,0,0,0,0
Mitchell,0004,President,,REP,Rand Paul,0,0,0,0,0
Mitchell,0046,President,,REP,Rand Paul,0,0,0,0,0
Mitchell,0001,President,,REP,Ted Cruz,155,50,105,0,0
Mitchell,0002,President,,REP,Ted Cruz,74,11,63,0,0
Mitchell,0025,President,,REP,Ted Cruz,67,26,41,0,0
Mitchell,0003,President,,REP,Ted Cruz,162,61,101,0,0
Mitchell,0004,President,,REP,Ted Cruz,95,15,80,0,0
Mitchell,0046,President,,REP,Ted Cruz,72,27,45,0,0
Mitchell,0001,President,,REP,Ben Carson,20,5,15,0,0
Mitchell,0002,President,,REP,Ben Carson,4,3,1,0,0
Mitchell,0025,President,,REP,Ben Carson,7,5,2,0,0
Mitchell,0003,President,,REP,Ben Carson,14,4,10,0,0
Mitchell,0004,President,,REP,Ben Carson,3,0,3,0,0
Mitchell,0046,President,,REP,Ben Carson,6,3,3,0,0
Mitchell,0001,President,,REP,Carly Fiorina,0,0,0,0,0
Mitchell,0002,President,,REP,Carly Fiorina,0,0,0,0,0
Mitchell,0025,President,,REP,Carly Fiorina,0,0,0,0,0
Mitchell,0003,President,,REP,Carly Fiorina,0,0,0,0,0
Mitchell,0004,President,,REP,Carly Fiorina,0,0,0,0,0
Mitchell,0046,President,,REP,Carly Fiorina,0,0,0,0,0
Mitchell,0001,President,,REP,Jeb Bush,3,2,1,0,0
Mitchell,0002,President,,REP,Jeb Bush,0,0,0,0,0
Mitchell,0025,President,,REP,Jeb Bush,1,0,1,0,0
Mitchell,0003,President,,REP,Jeb Bush,6,5,1,0,0
Mitchell,0004,President,,REP,Jeb Bush,2,2,0,0,0
Mitchell,0046,President,,REP,Jeb Bush,0,0,0,0,0
Mitchell,0001,President,,REP,Rick Santorum,0,0,0,0,0
Mitchell,0002,President,,REP,Rick Santorum,0,0,0,0,0
Mitchell,0025,President,,REP,Rick Santorum,0,0,0,0,0
Mitchell,0003,President,,REP,Rick Santorum,0,0,0,0,0
Mitchell,0004,President,,REP,Rick Santorum,0,0,0,0,0
Mitchell,0046,President,,REP,Rick Santorum,0,0,0,0,0
Mitchell,0001,President,,REP,Uncommitted,6,3,3,0,0
Mitchell,0002,President,,REP,Uncommitted,0,0,0,0,0
Mitchell,0025,President,,REP,Uncommitted,4,3,1,0,0
Mitchell,0003,President,,REP,Uncommitted,10,8,2,0,0
Mitchell,0004,President,,REP,Uncommitted,1,0,1,0,0
Mitchell,0046,President,,REP,Uncommitted,5,3,2,0,0
Mitchell,0001,President,,REP,OVER VOTES,1,1,0,0,0
Mitchell,0002,President,,REP,OVER VOTES,0,0,0,0,0
Mitchell,0025,President,,REP,OVER VOTES,0,0,0,0,0
Mitchell,0003,President,,REP,OVER VOTES,0,0,0,0,0
Mitchell,0004,President,,REP,OVER VOTES,3,0,3,0,0
Mitchell,0046,President,,REP,OVER VOTES,0,0,0,0,0
Mitchell,0001,President,,REP,UNDER VOTES,1,1,0,0,0
Mitchell,0002,President,,REP,UNDER VOTES,2,1,1,0,0
Mitchell,0025,President,,REP,UNDER VOTES,1,1,0,0,0
Mitchell,0003,President,,REP,UNDER VOTES,18,8,10,0,0
Mitchell,0004,President,,REP,UNDER VOTES,3,1,2,0,0
Mitchell,0046,President,,REP,UNDER VOTES,5,4,1,0,0
Mitchell,0001,U.S. House,11,REP,Mike Conaway,281,106,175,0,0
Mitchell,0002,U.S. House,11,REP,Mike Conaway,90,15,75,0,0
Mitchell,0025,U.S. House,11,REP,Mike Conaway,116,50,66,0,0
Mitchell,0003,U.S. House,11,REP,Mike Conaway,278,113,165,0,0
Mitchell,0004,U.S. House,11,REP,Mike Conaway,144,26,118,0,0
Mitchell,0046,U.S. House,11,REP,Mike Conaway,122,51,71,0,0
Mitchell,0001,U.S. House,11,REP,OVER VOTES,0,0,0,0,0
Mitchell,0002,U.S. House,11,REP,OVER VOTES,0,0,0,0,0
Mitchell,0025,U.S. House,11,REP,OVER VOTES,0,0,0,0,0
Mitchell,0003,U.S. House,11,REP,OVER VOTES,0,0,0,0,0
Mitchell,0004,U.S. House,11,REP,OVER VOTES,0,0,0,0,0
Mitchell,0046,U.S. House,11,REP,OVER VOTES,0,0,0,0,0
Mitchell,0001,U.S. House,11,REP,UNDER VOTES,48,21,27,0,0
Mitchell,0002,U.S. House,11,REP,UNDER VOTES,20,5,15,0,0
Mitchell,0025,U.S. House,11,REP,UNDER VOTES,24,7,17,0,0
Mitchell,0003,U.S. House,11,REP,UNDER VOTES,75,38,37,0,0
Mitchell,0004,U.S. House,11,REP,UNDER VOTES,35,8,27,0,0
Mitchell,0046,U.S. House,11,REP,UNDER VOTES,27,16,11,0,0
Mitchell,0001,Railroad Commissioner,,REP,Ron Hale,65,29,36,0,0
Mitchell,0002,Railroad Commissioner,,REP,Ron Hale,16,4,12,0,0
Mitchell,0025,Railroad Commissioner,,REP,Ron Hale,34,16,18,0,0
Mitchell,0003,Railroad Commissioner,,REP,Ron Hale,70,29,41,0,0
Mitchell,0004,Railroad Commissioner,,REP,Ron Hale,36,9,27,0,0
Mitchell,0046,Railroad Commissioner,,REP,Ron Hale,20,11,9,0,0
Mitchell,0001,Railroad Commissioner,,REP,Doug Jeffrey,37,12,25,0,0
Mitchell,0002,Railroad Commissioner,,REP,Doug Jeffrey,20,2,18,0,0
Mitchell,0025,Railroad Commissioner,,REP,Doug Jeffrey,18,7,11,0,0
Mitchell,0003,Railroad Commissioner,,REP,Doug Jeffrey,36,14,22,0,0
Mitchell,0004,Railroad Commissioner,,REP,Doug Jeffrey,29,10,19,0,0
Mitchell,0046,Railroad Commissioner,,REP,Doug Jeffrey,29,13,16,0,0
Mitchell,0001,Railroad Commissioner,,REP,John Greytok,7,2,5,0,0
Mitchell,0002,Railroad Commissioner,,REP,John Greytok,9,1,8,0,0
Mitchell,0025,Railroad Commissioner,,REP,John Greytok,3,1,2,0,0
Mitchell,0003,Railroad Commissioner,,REP,John Greytok,14,9,5,0,0
Mitchell,0004,Railroad Commissioner,,REP,John Greytok,6,0,6,0,0
Mitchell,0046,Railroad Commissioner,,REP,John Greytok,5,2,3,0,0
Mitchell,0001,Railroad Commissioner,,REP,Wayne Christian,53,19,34,0,0
Mitchell,0002,Railroad Commissioner,,REP,Wayne Christian,15,1,14,0,0
Mitchell,0025,Railroad Commissioner,,REP,Wayne Christian,15,8,7,0,0
Mitchell,0003,Railroad Commissioner,,REP,Wayne Christian,55,22,33,0,0
Mitchell,0004,Railroad Commissioner,,REP,Wayne Christian,28,6,22,0,0
Mitchell,0046,Railroad Commissioner,,REP,Wayne Christian,15,2,13,0,0
Mitchell,0001,Railroad Commissioner,,REP,Weston Martinez,28,13,15,0,0
Mitchell,0002,Railroad Commissioner,,REP,Weston Martinez,5,1,4,0,0
Mitchell,0025,Railroad Commissioner,,REP,Weston Martinez,13,7,6,0,0
Mitchell,0003,Railroad Commissioner,,REP,Weston Martinez,37,20,17,0,0
Mitchell,0004,Railroad Commissioner,,REP,Weston Martinez,24,2,22,0,0
Mitchell,0046,Railroad Commissioner,,REP,Weston Martinez,18,4,14,0,0
Mitchell,0001,Railroad Commissioner,,REP,Gary Gates,32,14,18,0,0
Mitchell,0002,Railroad Commissioner,,REP,Gary Gates,19,2,17,0,0
Mitchell,0025,Railroad Commissioner,,REP,Gary Gates,10,4,6,0,0
Mitchell,0003,Railroad Commissioner,,REP,Gary Gates,24,10,14,0,0
Mitchell,0004,Railroad Commissioner,,REP,Gary Gates,18,1,17,0,0
Mitchell,0046,Railroad Commissioner,,REP,Gary Gates,7,2,5,0,0
Mitchell,0001,Railroad Commissioner,,REP,Lance N. Christian,16,5,11,0,0
Mitchell,0002,Railroad Commissioner,,REP,Lance N. Christian,8,6,2,0,0
Mitchell,0025,Railroad Commissioner,,REP,Lance N. Christian,8,3,5,0,0
Mitchell,0003,Railroad Commissioner,,REP,Lance N. Christian,16,7,9,0,0
Mitchell,0004,Railroad Commissioner,,REP,Lance N. Christian,4,0,4,0,0
Mitchell,0046,Railroad Commissioner,,REP,Lance N. Christian,7,4,3,0,0
Mitchell,0001,Railroad Commissioner,,REP,OVER VOTES,1,1,0,0,0
Mitchell,0002,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Mitchell,0025,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Mitchell,0003,Railroad Commissioner,,REP,OVER VOTES,1,1,0,0,0
Mitchell,0004,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Mitchell,0046,Railroad Commissioner,,REP,OVER VOTES,0,0,0,0,0
Mitchell,0001,Railroad Commissioner,,REP,UNDER VOTES,90,32,58,0,0
Mitchell,0002,Railroad Commissioner,,REP,UNDER VOTES,18,3,15,0,0
Mitchell,0025,Railroad Commissioner,,REP,UNDER VOTES,39,11,28,0,0
Mitchell,0003,Railroad Commissioner,,REP,UNDER VOTES,100,39,61,0,0
Mitchell,0004,Railroad Commissioner,,REP,UNDER VOTES,34,6,28,0,0
Mitchell,0046,Railroad Commissioner,,REP,UNDER VOTES,48,29,19,0,0
Mitchell,0001,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,142,56,86,0,0
Mitchell,0002,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,62,9,53,0,0
Mitchell,0025,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,69,31,38,0,0
Mitchell,0003,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,143,63,80,0,0
Mitchell,0004,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,82,19,63,0,0
Mitchell,0046,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,57,25,32,0,0
Mitchell,0001,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,112,43,69,0,0
Mitchell,0002,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,28,6,22,0,0
Mitchell,0025,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,40,18,22,0,0
Mitchell,0003,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,107,51,56,0,0
Mitchell,0004,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,58,11,47,0,0
Mitchell,0046,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,47,20,27,0,0
Mitchell,0001,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0002,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0025,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0003,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0004,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0046,"Justice, Supreme Court, Place 3",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0001,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,75,28,47,0,0
Mitchell,0002,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,20,5,15,0,0
Mitchell,0025,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,31,8,23,0,0
Mitchell,0003,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,103,37,66,0,0
Mitchell,0004,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,39,4,35,0,0
Mitchell,0046,"Justice, Supreme Court, Place 3",,REP,UNDER VOTES,45,22,23,0,0
Mitchell,0001,"Justice, Supreme Court, Place 5",,REP,Paul Green,119,48,71,0,0
Mitchell,0002,"Justice, Supreme Court, Place 5",,REP,Paul Green,47,9,38,0,0
Mitchell,0025,"Justice, Supreme Court, Place 5",,REP,Paul Green,59,29,30,0,0
Mitchell,0003,"Justice, Supreme Court, Place 5",,REP,Paul Green,136,59,77,0,0
Mitchell,0004,"Justice, Supreme Court, Place 5",,REP,Paul Green,70,12,58,0,0
Mitchell,0046,"Justice, Supreme Court, Place 5",,REP,Paul Green,63,26,37,0,0
Mitchell,0001,"Justice, Supreme Court, Place 5",,REP,Rick Green,107,45,62,0,0
Mitchell,0002,"Justice, Supreme Court, Place 5",,REP,Rick Green,33,7,26,0,0
Mitchell,0025,"Justice, Supreme Court, Place 5",,REP,Rick Green,35,14,21,0,0
Mitchell,0003,"Justice, Supreme Court, Place 5",,REP,Rick Green,104,45,59,0,0
Mitchell,0004,"Justice, Supreme Court, Place 5",,REP,Rick Green,60,12,48,0,0
Mitchell,0046,"Justice, Supreme Court, Place 5",,REP,Rick Green,36,14,22,0,0
Mitchell,0001,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0002,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0025,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0003,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0004,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0046,"Justice, Supreme Court, Place 5",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0001,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,103,34,69,0,0
Mitchell,0002,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,30,4,26,0,0
Mitchell,0025,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,46,14,32,0,0
Mitchell,0003,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,113,47,66,0,0
Mitchell,0004,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,49,10,39,0,0
Mitchell,0046,"Justice, Supreme Court, Place 5",,REP,UNDER VOTES,50,27,23,0,0
Mitchell,0001,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,111,44,67,0,0
Mitchell,0002,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,44,8,36,0,0
Mitchell,0025,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,56,26,30,0,0
Mitchell,0003,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,130,63,67,0,0
Mitchell,0004,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,82,12,70,0,0
Mitchell,0046,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,56,27,29,0,0
Mitchell,0001,"Justice, Supreme Court, Place 9",,REP,Joe Pool,135,55,80,0,0
Mitchell,0002,"Justice, Supreme Court, Place 9",,REP,Joe Pool,46,9,37,0,0
Mitchell,0025,"Justice, Supreme Court, Place 9",,REP,Joe Pool,48,21,27,0,0
Mitchell,0003,"Justice, Supreme Court, Place 9",,REP,Joe Pool,126,50,76,0,0
Mitchell,0004,"Justice, Supreme Court, Place 9",,REP,Joe Pool,64,16,48,0,0
Mitchell,0046,"Justice, Supreme Court, Place 9",,REP,Joe Pool,53,17,36,0,0
Mitchell,0001,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0002,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0025,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0003,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0004,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0046,"Justice, Supreme Court, Place 9",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0001,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,83,28,55,0,0
Mitchell,0002,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,20,3,17,0,0
Mitchell,0025,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,36,10,26,0,0
Mitchell,0003,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,97,38,59,0,0
Mitchell,0004,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,33,6,27,0,0
Mitchell,0046,"Justice, Supreme Court, Place 9",,REP,UNDER VOTES,40,23,17,0,0
Mitchell,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,92,36,56,0,0
Mitchell,0002,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,20,5,15,0,0
Mitchell,0025,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,44,18,26,0,0
Mitchell,0003,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,109,56,53,0,0
Mitchell,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,32,7,25,0,0
Mitchell,0046,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,37,16,21,0,0
Mitchell,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,93,39,54,0,0
Mitchell,0002,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,42,4,38,0,0
Mitchell,0025,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,35,16,19,0,0
Mitchell,0003,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,90,39,51,0,0
Mitchell,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,71,15,56,0,0
Mitchell,0046,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,38,16,22,0,0
Mitchell,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,49,20,29,0,0
Mitchell,0002,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,26,7,19,0,0
Mitchell,0025,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,25,13,12,0,0
Mitchell,0003,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,52,18,34,0,0
Mitchell,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,34,4,30,0,0
Mitchell,0046,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,24,7,17,0,0
Mitchell,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0002,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0025,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0003,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0046,"Judge, Court of Criminal Appeals, Place 2",,REP,OVER VOTES,0,0,0,0,0
Mitchell,0001,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,95,32,63,0,0
Mitchell,0002,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,22,4,18,0,0
Mitchell,0025,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,36,10,26,0,0
Mitchell,0003,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,102,38,64,0,0
Mitchell,0004,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,42,8,34,0,0
Mitchell,0046,"Judge, Court of Criminal Appeals, Place 2",,REP,UNDER VOTES,50,28,22,0,0
Mitchell,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,135,52,83,0,0
Mitchell,0002,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,41,9,32,0,0
Mitchell,0025,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,57,25,32,0,0
Mitchell,0003,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,123,45,78,0,0
Mitchell,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,77,12,65,0,0
Mitchell,0046,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,54,17,37,0,0
Mitchell,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,41,20,21,0,0
Mitchell,0002,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,26,5,21,0,0
Mitchell,0025,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,19,8,11,0,0
Mitchell,0003,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,50,27,23,0,0
Mitchell,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,29,7,22,0,0
Mitchell,0046,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,19,10,9,0,0
Mitchell,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,21,11,10,0,0
Mitchell,0002,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,3,0,3,0,0
Mitchell,0025,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,10,4,6,0,0
Mitchell,0003,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,21,13,8,0,0
Mitchell,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,10,1,9,0,0
Mitchell,0046,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,6,4,2,0,0
Mitchell,0001,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,47,16,31,0,0
Mitchell,0002,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,20,2,18,0,0
Mitchell,0025,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,16,8,8,0,0
Mitchell,0003,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,51,28,23,0,0
Mitchell,0004,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,23,7,16,0,0
Mitchell,0046,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,24,9,15,0,0
