County,Precinct,Office,District,Party,Candidate,election_day,early_votes,votes
Bowie,18,President,,Dem,Hillary Clinton,76,189,265
Bowie,19,President,,Dem,Hillary Clinton,12,14,26
Bowie,20,President,,Dem,Hillary Clinton,74,74,148
Bowie,21,President,,Dem,Hillary Clinton,26,13,39
Bowie,22,President,,Dem,Hillary Clinton,19,19,38
Bowie,25/24,President,,Dem,Hillary Clinton,81,117,198
Bowie,27,President,,Dem,Hillary Clinton,11,17,28
Bowie,28,President,,Dem,Hillary Clinton,14,19,33
Bowie,29,President,,Dem,Hillary Clinton,10,10,20
Bowie,Late,President,,Dem,Hillary Clinton,0,7,7
Bowie,Total,President,,Dem,Hillary Clinton,3317,5521,8838
Bowie,1A/4E,President,,Lbt,Gary Johnson,9,5,14
Bowie,1B,President,,Lbt,Gary Johnson,3,4,7
Bowie,2A,President,,Lbt,Gary Johnson,5,3,8
Bowie,2B/4D/5A,President,,Lbt,Gary Johnson,5,0,5
Bowie,2C,President,,Lbt,Gary Johnson,5,4,9
Bowie,3A,President,,Lbt,Gary Johnson,7,17,24
Bowie,3B,President,,Lbt,Gary Johnson,3,3,6
Bowie,4B,President,,Lbt,Gary Johnson,8,10,18
Bowie,4C/4A/2D/5B,President,,Lbt,Gary Johnson,8,7,15
Bowie,5C,President,,Lbt,Gary Johnson,40,18,58
Bowie,6A,President,,Lbt,Gary Johnson,17,19,36
Bowie,6B,President,,Lbt,Gary Johnson,17,12,29
Bowie,7,President,,Lbt,Gary Johnson,34,22,56
Bowie,8A,President,,Lbt,Gary Johnson,3,1,4
Bowie,8B,President,,Lbt,Gary Johnson,12,14,26
Bowie,8C,President,,Lbt,Gary Johnson,2,12,14
Bowie,9,President,,Lbt,Gary Johnson,19,13,32
Bowie,10,President,,Lbt,Gary Johnson,5,11,16
Bowie,11,President,,Lbt,Gary Johnson,10,14,24
Bowie,12,President,,Lbt,Gary Johnson,11,14,25
Bowie,13/30,President,,Lbt,Gary Johnson,14,11,25
Bowie,14,President,,Lbt,Gary Johnson,10,23,33
Bowie,15,President,,Lbt,Gary Johnson,2,5,7
Bowie,16,President,,Lbt,Gary Johnson,6,6,12
Bowie,17,President,,Lbt,Gary Johnson,10,7,17
Bowie,18,President,,Lbt,Gary Johnson,16,17,33
Bowie,19,President,,Lbt,Gary Johnson,2,2,4
Bowie,20,President,,Lbt,Gary Johnson,0,0,0
Bowie,21,President,,Lbt,Gary Johnson,0,0,0
Bowie,22,President,,Lbt,Gary Johnson,1,2,3
Bowie,25/24,President,,Lbt,Gary Johnson,7,3,10
Bowie,27,President,,Lbt,Gary Johnson,4,2,6
Bowie,28,President,,Lbt,Gary Johnson,2,3,5
Bowie,29,President,,Lbt,Gary Johnson,1,0,1
Bowie,Total,President,,Lbt,Gary Johnson,298,284,582
Bowie,1A/4E,President,,Grn,Jill Stein,1,4,5
Bowie,1B,President,,Grn,Jill Stein,1,3,4
Bowie,2A,President,,Grn,Jill Stein,3,1,4
Bowie,2B/4D/5A,President,,Grn,Jill Stein,5,0,5
Bowie,2C,President,,Grn,Jill Stein,1,3,4
Bowie,3A,President,,Grn,Jill Stein,2,0,2
Bowie,3B,President,,Grn,Jill Stein,0,1,1
Bowie,4B,President,,Grn,Jill Stein,4,2,6
Bowie,4C/4A/2D/5B,President,,Grn,Jill Stein,5,2,7
Bowie,5C,President,,Grn,Jill Stein,2,6,8
Bowie,6A,President,,Grn,Jill Stein,3,5,8
Bowie,6B,President,,Grn,Jill Stein,1,0,1
Bowie,7,President,,Grn,Jill Stein,12,6,18
Bowie,8A,President,,Grn,Jill Stein,3,1,4
Bowie,8B,President,,Grn,Jill Stein,4,3,7
Bowie,8C,President,,Grn,Jill Stein,2,0,2
Bowie,9,President,,Grn,Jill Stein,4,1,5
Bowie,10,President,,Grn,Jill Stein,3,4,7
Bowie,11,President,,Grn,Jill Stein,1,2,3
Bowie,12,President,,Grn,Jill Stein,6,0,6
Bowie,13/30,President,,Grn,Jill Stein,4,2,6
Bowie,14,President,,Grn,Jill Stein,9,1,10
Bowie,15,President,,Grn,Jill Stein,0,0,0
Bowie,16,President,,Grn,Jill Stein,1,0,1
Bowie,17,President,,Grn,Jill Stein,1,0,1
Bowie,18,President,,Grn,Jill Stein,5,4,9
Bowie,19,President,,Grn,Jill Stein,0,0,0
Bowie,20,President,,Grn,Jill Stein,1,0,1
Bowie,21,President,,Grn,Jill Stein,0,0,0
Bowie,22,President,,Grn,Jill Stein,0,0,0
Bowie,25/24,President,,Grn,Jill Stein,4,0,4
Bowie,27,President,,Grn,Jill Stein,1,1,2
Bowie,28,President,,Grn,Jill Stein,1,0,1
Bowie,29,President,,Grn,Jill Stein,2,0,2
Bowie,Late,President,,Grn,Jill Stein,0,1,1
Bowie,Total,President,,Grn,Jill Stein,92,53,145
Bowie,1A/4E,President,,,Darrell Castle,,,0
Bowie,1B,President,,,Darrell Castle,,,0
Bowie,2A,President,,,Darrell Castle,,2,2
Bowie,2B/4D/5A,President,,,Darrell Castle,,,0
Bowie,2C,President,,,Darrell Castle,,,0
Bowie,3A,President,,,Darrell Castle,,,0
Bowie,3B,President,,,Darrell Castle,,,0
Bowie,4B,President,,,Darrell Castle,,,0
Bowie,4C/4A/2D/5B,President,,,Darrell Castle,,,0
Bowie,5C,President,,,Darrell Castle,,4,4
Bowie,6A,President,,,Darrell Castle,,1,1
Bowie,6B,President,,,Darrell Castle,,2,2
Bowie,7,President,,,Darrell Castle,,,0
Bowie,8A,President,,,Darrell Castle,2,,2
Bowie,8B,President,,,Darrell Castle,1,,1
Bowie,8C,President,,,Darrell Castle,,,0
Bowie,9,President,,,Darrell Castle,1,,1
Bowie,10,President,,,Darrell Castle,,,0
Bowie,11,President,,,Darrell Castle,1,1,2
Bowie,12,President,,,Darrell Castle,1,,1
Bowie,13/30,President,,,Darrell Castle,,,0
Bowie,14,President,,,Darrell Castle,1,,1
Bowie,15,President,,,Darrell Castle,,,0
Bowie,16,President,,,Darrell Castle,1,1,2
Bowie,17,President,,,Darrell Castle,,,0
Bowie,18,President,,,Darrell Castle,,,0
Bowie,19,President,,,Darrell Castle,,,0
Bowie,20,President,,,Darrell Castle,,,0
Bowie,21,President,,,Darrell Castle,,,0
Bowie,22,President,,,Darrell Castle,,,0
Bowie,25/24,President,,,Darrell Castle,,,0
Bowie,27,President,,,Darrell Castle,,,0
Bowie,28,President,,,Darrell Castle,,,0
Bowie,29,President,,,Darrell Castle,,,0
Bowie,Total,President,,,Darrell Castle,8,11,19
Bowie,1A/4E,President,,,Tom Hoefling,,,0
Bowie,1B,President,,,Tom Hoefling,1,,1
Bowie,2A,President,,,Tom Hoefling,,,0
Bowie,2B/4D/5A,President,,,Tom Hoefling,,,0
Bowie,2C,President,,,Tom Hoefling,,,0
Bowie,3A,President,,,Tom Hoefling,,,0
Bowie,3B,President,,,Tom Hoefling,,,0
Bowie,4B,President,,,Tom Hoefling,,,0
Bowie,4C/4A/2D/5B,President,,,Tom Hoefling,1,,1
Bowie,5C,President,,,Tom Hoefling,,,0
Bowie,6A,President,,,Tom Hoefling,,,0
Bowie,6B,President,,,Tom Hoefling,,,0
Bowie,7,President,,,Tom Hoefling,,,0
Bowie,8A,President,,,Tom Hoefling,,,0
Bowie,8B,President,,,Tom Hoefling,,1,1
Bowie,8C,President,,,Tom Hoefling,1,2,3
Bowie,9,President,,,Tom Hoefling,1,,1
Bowie,10,President,,,Tom Hoefling,,,0
Bowie,11,President,,,Tom Hoefling,,,0
Bowie,12,President,,,Tom Hoefling,,,0
Bowie,13/30,President,,,Tom Hoefling,,,0
Bowie,14,President,,,Tom Hoefling,,1,1
Bowie,15,President,,,Tom Hoefling,,,0
Bowie,16,President,,,Tom Hoefling,,,0
Bowie,17,President,,,Tom Hoefling,2,,2
Bowie,18,President,,,Tom Hoefling,,,0
Bowie,19,President,,,Tom Hoefling,,,0
Bowie,20,President,,,Tom Hoefling,,,0
Bowie,21,President,,,Tom Hoefling,,,0
Bowie,22,President,,,Tom Hoefling,,,0
Bowie,25/24,President,,,Tom Hoefling,,,0
Bowie,27,President,,,Tom Hoefling,,,0
Bowie,28,President,,,Tom Hoefling,,,0
Bowie,29,President,,,Tom Hoefling,,,0
Bowie,Total,President,,,Tom Hoefling,6,4,10
Bowie,1A/4E,President,,,Evan McMullin,,1,1
Bowie,1B,President,,,Evan McMullin,1,,1
Bowie,2A,President,,,Evan McMullin,,,0
Bowie,2B/4D/5A,President,,,Evan McMullin,,1,1
Bowie,2C,President,,,Evan McMullin,,,0
Bowie,3A,President,,,Evan McMullin,2,2,4
Bowie,3B,President,,,Evan McMullin,,4,4
Bowie,4B,President,,,Evan McMullin,,1,1
Bowie,4C/4A/2D/5B,President,,,Evan McMullin,,,0
Bowie,5C,President,,,Evan McMullin,1,2,3
Bowie,6A,President,,,Evan McMullin,,3,3
Bowie,6B,President,,,Evan McMullin,6,2,8
Bowie,7,President,,,Evan McMullin,4,3,7
Bowie,8A,President,,,Evan McMullin,,,0
Bowie,8B,President,,,Evan McMullin,1,,1
Bowie,8C,President,,,Evan McMullin,2,2,4
Bowie,9,President,,,Evan McMullin,1,4,5
Bowie,10,President,,,Evan McMullin,3,4,7
Bowie,11,President,,,Evan McMullin,5,7,12
Bowie,12,President,,,Evan McMullin,1,4,5
Bowie,13/30,President,,,Evan McMullin,,3,3
Bowie,14,President,,,Evan McMullin,1,2,3
Bowie,15,President,,,Evan McMullin,,,0
Bowie,16,President,,,Evan McMullin,,,0
Bowie,17,President,,,Evan McMullin,2,,2
Bowie,18,President,,,Evan McMullin,,,0
Bowie,19,President,,,Evan McMullin,1,,1
Bowie,20,President,,,Evan McMullin,,1,1
Bowie,21,President,,,Evan McMullin,,,0
Bowie,22,President,,,Evan McMullin,1,,1
Bowie,25/24,President,,,Evan McMullin,,1,1
Bowie,27,President,,,Evan McMullin,,,0
Bowie,28,President,,,Evan McMullin,,,0
Bowie,29,President,,,Evan McMullin,,,0
Bowie,Total,President,,,Evan McMullin,32,47,79
Bowie,6B,President,,,Laurence Kotlikoff,0,1,1
Bowie,9,President,,,Michael A. Maturen,0,1,1
Bowie,5C,President,,,Tony Valdivia,0,1,1
Bowie,9,President,,,Tony Valdivia,0,1,1
Bowie,14,President,,,Tony Valdivia,0,1,1
Bowie,1A/4E,U.S. House,4,Rep,John Ratcliffe,54,73,127
Bowie,1B,U.S. House,4,Rep,John Ratcliffe,83,140,223
Bowie,2A,U.S. House,4,Rep,John Ratcliffe,68,124,192
Bowie,2B/4D/5A,U.S. House,4,Rep,John Ratcliffe,96,103,199
Bowie,2C,U.S. House,4,Rep,John Ratcliffe,55,96,151
Bowie,3A,U.S. House,4,Rep,John Ratcliffe,280,373,653
Bowie,3B,U.S. House,4,Rep,John Ratcliffe,90,162,252
Bowie,4B,U.S. House,4,Rep,John Ratcliffe,215,515,730
Bowie,4C/4A/2D/5B,U.S. House,4,Rep,John Ratcliffe,163,298,461
Bowie,5C,U.S. House,4,Rep,John Ratcliffe,902,1564,2466
Bowie,6A,U.S. House,4,Rep,John Ratcliffe,425,702,1127
Bowie,6B,U.S. House,4,Rep,John Ratcliffe,540,778,1318
Bowie,7,U.S. House,4,Rep,John Ratcliffe,697,975,1672
Bowie,8A,U.S. House,4,Rep,John Ratcliffe,96,107,203
Bowie,8B,U.S. House,4,Rep,John Ratcliffe,686,885,1571
Bowie,8C,U.S. House,4,Rep,John Ratcliffe,399,285,684
Bowie,9,U.S. House,4,Rep,John Ratcliffe,564,619,1183
Bowie,10,U.S. House,4,Rep,John Ratcliffe,358,766,1124
Bowie,11,U.S. House,4,Rep,John Ratcliffe,589,911,1500
Bowie,12,U.S. House,4,Rep,John Ratcliffe,719,618,1337
Bowie,13/30,U.S. House,4,Rep,John Ratcliffe,388,493,881
Bowie,14,U.S. House,4,Rep,John Ratcliffe,328,1116,1444
Bowie,15,U.S. House,4,Rep,John Ratcliffe,105,184,289
Bowie,16,U.S. House,4,Rep,John Ratcliffe,485,324,809
Bowie,17,U.S. House,4,Rep,John Ratcliffe,593,409,1002
Bowie,18,U.S. House,4,Rep,John Ratcliffe,373,944,1317
Bowie,19,U.S. House,4,Rep,John Ratcliffe,169,297,466
Bowie,20,U.S. House,4,Rep,John Ratcliffe,130,120,250
Bowie,21,U.S. House,4,Rep,John Ratcliffe,99,43,142
Bowie,22,U.S. House,4,Rep,John Ratcliffe,108,97,205
Bowie,25/24,U.S. House,4,Rep,John Ratcliffe,500,492,992
Bowie,27,U.S. House,4,Rep,John Ratcliffe,245,157,402
Bowie,28,U.S. House,4,Rep,John Ratcliffe,261,232,493
Bowie,29,U.S. House,4,Rep,John Ratcliffe,113,93,206
Bowie,Late,U.S. House,4,Rep,John Ratcliffe,0,12,12
Bowie,Total,U.S. House,4,Rep,John Ratcliffe,10976,15107,26083
Bowie,1A/4E,U.S. House,4,Lbt,Cody Wommack,95,78,173
Bowie,1B,U.S. House,4,Lbt,Cody Wommack,54,82,136
Bowie,2A,U.S. House,4,Lbt,Cody Wommack,63,85,148
Bowie,2B/4D/5A,U.S. House,4,Lbt,Cody Wommack,47,43,90
Bowie,2C,U.S. House,4,Lbt,Cody Wommack,79,92,171
Bowie,3A,U.S. House,4,Lbt,Cody Wommack,66,100,166
Bowie,3B,U.S. House,4,Lbt,Cody Wommack,52,58,110
Bowie,4B,U.S. House,4,Lbt,Cody Wommack,74,106,180
Bowie,4C/4A/2D/5B,U.S. House,4,Lbt,Cody Wommack,81,107,188
Bowie,5C,U.S. House,4,Lbt,Cody Wommack,131,217,348
Bowie,6A,U.S. House,4,Lbt,Cody Wommack,61,112,173
Bowie,6B,U.S. House,4,Lbt,Cody Wommack,77,78,155
Bowie,7,U.S. House,4,Lbt,Cody Wommack,166,200,366
Bowie,8A,U.S. House,4,Lbt,Cody Wommack,44,33,77
Bowie,8B,U.S. House,4,Lbt,Cody Wommack,96,130,226
Bowie,8C,U.S. House,4,Lbt,Cody Wommack,38,53,91
Bowie,9,U.S. House,4,Lbt,Cody Wommack,109,109,218
Bowie,10,U.S. House,4,Lbt,Cody Wommack,49,82,131
Bowie,11,U.S. House,4,Lbt,Cody Wommack,64,71,135
Bowie,12,U.S. House,4,Lbt,Cody Wommack,56,58,114
Bowie,13/30,U.S. House,4,Lbt,Cody Wommack,54,61,115
Bowie,14,U.S. House,4,Lbt,Cody Wommack,84,145,229
Bowie,15,U.S. House,4,Lbt,Cody Wommack,15,10,25
Bowie,16,U.S. House,4,Lbt,Cody Wommack,46,24,70
Bowie,17,U.S. House,4,Lbt,Cody Wommack,52,35,87
Bowie,18,U.S. House,4,Lbt,Cody Wommack,62,97,159
Bowie,19,U.S. House,4,Lbt,Cody Wommack,9,13,22
Bowie,20,U.S. House,4,Lbt,Cody Wommack,16,20,36
Bowie,21,U.S. House,4,Lbt,Cody Wommack,11,6,17
Bowie,22,U.S. House,4,Lbt,Cody Wommack,11,3,14
Bowie,25/24,U.S. House,4,Lbt,Cody Wommack,45,37,82
Bowie,27,U.S. House,4,Lbt,Cody Wommack,10,17,27
Bowie,28,U.S. House,4,Lbt,Cody Wommack,14,12,26
Bowie,29,U.S. House,4,Lbt,Cody Wommack,12,7,19
Bowie,Late,U.S. House,4,Lbt,Cody Wommack,0,3,3
Bowie,Total,U.S. House,4,Lbt,Cody Wommack,1943,2384,4327
Bowie,1A/4E,State Senate,1,Rep,Bryan Hughes,84,98,182
Bowie,1B,State Senate,1,Rep,Bryan Hughes,100,152,252
Bowie,2A,State Senate,1,Rep,Bryan Hughes,85,138,223
Bowie,2B/4D/5A,State Senate,1,Rep,Bryan Hughes,105,116,221
Bowie,2C,State Senate,1,Rep,Bryan Hughes,82,113,195
Bowie,3A,State Senate,1,Rep,Bryan Hughes,301,404,705
Bowie,3B,State Senate,1,Rep,Bryan Hughes,100,173,273
Bowie,4B,State Senate,1,Rep,Bryan Hughes,243,543,786
Bowie,4C/4A/2D/5B,State Senate,1,Rep,Bryan Hughes,196,328,524
Bowie,5C,State Senate,1,Rep,Bryan Hughes,942,1593,2535
Bowie,6A,State Senate,1,Rep,Bryan Hughes,455,720,1175
Bowie,6B,State Senate,1,Rep,Bryan Hughes,560,778,1338
Bowie,7,State Senate,1,Rep,Bryan Hughes,756,1026,1782
Bowie,8A,State Senate,1,Rep,Bryan Hughes,104,115,219
Bowie,8B,State Senate,1,Rep,Bryan Hughes,699,908,1607
Bowie,8C,State Senate,1,Rep,Bryan Hughes,403,301,704
Bowie,9,State Senate,1,Rep,Bryan Hughes,604,634,1238
Bowie,10,State Senate,1,Rep,Bryan Hughes,372,774,1146
Bowie,11,State Senate,1,Rep,Bryan Hughes,604,907,1511
Bowie,12,State Senate,1,Rep,Bryan Hughes,723,622,1345
Bowie,13/30,State Senate,1,Rep,Bryan Hughes,406,501,907
Bowie,14,State Senate,1,Rep,Bryan Hughes,360,1127,1487
Bowie,15,State Senate,1,Rep,Bryan Hughes,111,183,294
Bowie,16,State Senate,1,Rep,Bryan Hughes,487,327,814
Bowie,17,State Senate,1,Rep,Bryan Hughes,586,402,988
Bowie,18,State Senate,1,Rep,Bryan Hughes,393,941,1334
Bowie,19,State Senate,1,Rep,Bryan Hughes,164,282,446
Bowie,20,State Senate,1,Rep,Bryan Hughes,124,124,248
Bowie,21,State Senate,1,Rep,Bryan Hughes,90,44,134
Bowie,22,State Senate,1,Rep,Bryan Hughes,106,89,195
Bowie,25/24,State Senate,1,Rep,Bryan Hughes,493,476,969
Bowie,27,State Senate,1,Rep,Bryan Hughes,238,158,396
Bowie,28,State Senate,1,Rep,Bryan Hughes,258,231,489
Bowie,29,State Senate,1,Rep,Bryan Hughes,111,94,205
Bowie,29,State Senate,1,Rep,Bryan Hughes,0,15,15
Bowie,29,State Senate,1,Rep,Bryan Hughes,11445,15437,26882
Bowie,1A/4E,State House,4,Rep,Gary Vandeaver,83,95,178
Bowie,1B,State House,4,Rep,Gary Vandeaver,102,151,253
Bowie,2A,State House,4,Rep,Gary Vandeaver,88,136,224
Bowie,2B/4D/5A,State House,4,Rep,Gary Vandeaver,109,115,224
Bowie,2C,State House,4,Rep,Gary Vandeaver,85,113,198
Bowie,3A,State House,4,Rep,Gary Vandeaver,299,399,698
Bowie,3B,State House,4,Rep,Gary Vandeaver,97,173,270
Bowie,4B,State House,4,Rep,Gary Vandeaver,238,540,778
Bowie,4C/4A/2D/5B,State House,4,Rep,Gary Vandeaver,194,328,522
Bowie,5C,State House,4,Rep,Gary Vandeaver,938,1593,2531
Bowie,6A,State House,4,Rep,Gary Vandeaver,458,723,1181
Bowie,6B,State House,4,Rep,Gary Vandeaver,564,772,1336
Bowie,7,State House,4,Rep,Gary Vandeaver,762,1028,1790
Bowie,8A,State House,4,Rep,Gary Vandeaver,107,112,219
Bowie,8B,State House,4,Rep,Gary Vandeaver,696,913,1609
Bowie,8C,State House,4,Rep,Gary Vandeaver,400,292,692
Bowie,9,State House,4,Rep,Gary Vandeaver,599,637,1236
Bowie,10,State House,4,Rep,Gary Vandeaver,369,781,1150
Bowie,11,State House,4,Rep,Gary Vandeaver,604,909,1513
Bowie,12,State House,4,Rep,Gary Vandeaver,728,625,1353
Bowie,13/30,State House,4,Rep,Gary Vandeaver,408,508,916
Bowie,14,State House,4,Rep,Gary Vandeaver,367,1169,1536
Bowie,15,State House,4,Rep,Gary Vandeaver,113,189,302
Bowie,16,State House,4,Rep,Gary Vandeaver,484,327,811
Bowie,17,State House,4,Rep,Gary Vandeaver,594,406,1000
Bowie,18,State House,4,Rep,Gary Vandeaver,400,967,1367
Bowie,19,State House,4,Rep,Gary Vandeaver,168,287,455
Bowie,20,State House,4,Rep,Gary Vandeaver,127,127,254
Bowie,21,State House,4,Rep,Gary Vandeaver,93,44,137
Bowie,22,State House,4,Rep,Gary Vandeaver,107,92,199
Bowie,25/24,State House,4,Rep,Gary Vandeaver,496,486,982
Bowie,27,State House,4,Rep,Gary Vandeaver,239,160,399
Bowie,28,State House,4,Rep,Gary Vandeaver,264,232,496
Bowie,29,State House,4,Rep,Gary Vandeaver,113,92,205
Bowie,Late,State House,4,Rep,Gary Vandeaver,0,15,15
Bowie,Total,State House,4,Rep,Gary Vandeaver,11493,15536,27029
Bowie,1A/4E,Railroad Commissioner,,Rep,Wayne Christian,50,,
Bowie,1B,Railroad Commissioner,,Rep,Wayne Christian,101,,
Bowie,2A,Railroad Commissioner,,Rep,Wayne Christian,79,,
Bowie,2B/4D/5A,Railroad Commissioner,,Rep,Wayne Christian,85,,
Bowie,2C,Railroad Commissioner,,Rep,Wayne Christian,63,,
Bowie,3A,Railroad Commissioner,,Rep,Wayne Christian,331,,
Bowie,3B,Railroad Commissioner,,Rep,Wayne Christian,132,,
Bowie,4B,Railroad Commissioner,,Rep,Wayne Christian,453,,
Bowie,4C/4A/2D/5B,Railroad Commissioner,,Rep,Wayne Christian,237,,
Bowie,5C,Railroad Commissioner,,Rep,Wayne Christian,1424,,
Bowie,6A,Railroad Commissioner,,Rep,Wayne Christian,622,,
Bowie,6B,Railroad Commissioner,,Rep,Wayne Christian,710,,
Bowie,7,Railroad Commissioner,,Rep,Wayne Christian,852,,
Bowie,8A,Railroad Commissioner,,Rep,Wayne Christian,89,,
Bowie,8B,Railroad Commissioner,,Rep,Wayne Christian,800,,
Bowie,8C,Railroad Commissioner,,Rep,Wayne Christian,262,,
Bowie,9,Railroad Commissioner,,Rep,Wayne Christian,570,,
Bowie,10,Railroad Commissioner,,Rep,Wayne Christian,702,,
Bowie,11,Railroad Commissioner,,Rep,Wayne Christian,864,,
Bowie,12,Railroad Commissioner,,Rep,Wayne Christian,579,,
Bowie,13/30,Railroad Commissioner,,Rep,Wayne Christian,452,,
Bowie,14,Railroad Commissioner,,Rep,Wayne Christian,990,,
Bowie,15,Railroad Commissioner,,Rep,Wayne Christian,173,,
Bowie,16,Railroad Commissioner,,Rep,Wayne Christian,308,,
Bowie,17,Railroad Commissioner,,Rep,Wayne Christian,366,,
Bowie,18,Railroad Commissioner,,Rep,Wayne Christian,847,,
Bowie,19,Railroad Commissioner,,Rep,Wayne Christian,271,,
Bowie,20,Railroad Commissioner,,Rep,Wayne Christian,108,,
Bowie,21,Railroad Commissioner,,Rep,Wayne Christian,40,,
Bowie,22,Railroad Commissioner,,Rep,Wayne Christian,92,,
Bowie,25/24,Railroad Commissioner,,Rep,Wayne Christian,441,,
Bowie,27,Railroad Commissioner,,Rep,Wayne Christian,135,,
Bowie,28,Railroad Commissioner,,Rep,Wayne Christian,214,,
Bowie,29,Railroad Commissioner,,Rep,Wayne Christian,89,,
Bowie,Total,Railroad Commissioner,,Rep,Wayne Christian,13531,,
Bowie,1A/4E,Railroad Commissioner,,Dem,Grady Yarbrough,227,,
Bowie,1B,Railroad Commissioner,,Dem,Grady Yarbrough,239,,
Bowie,2A,Railroad Commissioner,,Dem,Grady Yarbrough,271,,
Bowie,2B/4D/5A,Railroad Commissioner,,Dem,Grady Yarbrough,111,,
Bowie,2C,Railroad Commissioner,,Dem,Grady Yarbrough,279,,
Bowie,3A,Railroad Commissioner,,Dem,Grady Yarbrough,169,,
Bowie,3B,Railroad Commissioner,,Dem,Grady Yarbrough,130,,
Bowie,4B,Railroad Commissioner,,Dem,Grady Yarbrough,211,,
Bowie,4C/4A/2D/5B,Railroad Commissioner,,Dem,Grady Yarbrough,255,,
Bowie,5C,Railroad Commissioner,,Dem,Grady Yarbrough,381,,
Bowie,6A,Railroad Commissioner,,Dem,Grady Yarbrough,222,,
Bowie,6B,Railroad Commissioner,,Dem,Grady Yarbrough,139,,
Bowie,7,Railroad Commissioner,,Dem,Grady Yarbrough,446,,
Bowie,8A,Railroad Commissioner,,Dem,Grady Yarbrough,139,,
Bowie,8B,Railroad Commissioner,,Dem,Grady Yarbrough,268,,
Bowie,8C,Railroad Commissioner,,Dem,Grady Yarbrough,85,,
Bowie,9,Railroad Commissioner,,Dem,Grady Yarbrough,261,,
Bowie,10,Railroad Commissioner,,Dem,Grady Yarbrough,154,,
Bowie,11,Railroad Commissioner,,Dem,Grady Yarbrough,108,,
Bowie,12,Railroad Commissioner,,Dem,Grady Yarbrough,106,,
