county,precinct,office,district,candidate,party,votes,absentee,ev_paper,ev_ivo,ed_paper,ed_ivo
Hill,18,President,,Donald J. Trump / Mike Pence,REP,95,2,21,12,47,13
Hill,19,President,,Donald J. Trump / Mike Pence,REP,198,5,39,25,76,53
Hill,20,President,,Donald J. Trump / Mike Pence,REP,508,17,59,65,291,76
Hill,21,President,,Donald J. Trump / Mike Pence,REP,956,90,146,356,123,241
Hill,22,President,,Donald J. Trump / Mike Pence,REP,825,84,153,229,201,158
Hill,23,President,,Donald J. Trump / Mike Pence,REP,224,5,24,24,111,60
Hill,24,President,,Donald J. Trump / Mike Pence,REP,558,32,57,66,120,283
Hill,27,President,,Donald J. Trump / Mike Pence,REP,360,11,89,74,137,49
Hill,Total,President,,Donald J. Trump / Mike Pence,REP,10108,577,1908,2711,2539,2373
Hill,2,President,,Hillary Clinton / Tim Kaine,DEM,134,8,37,33,27,29
Hill,3,President,,Hillary Clinton / Tim Kaine,DEM,306,25,73,88,50,70
Hill,4,President,,Hillary Clinton / Tim Kaine,DEM,329,30,110,109,29,51
Hill,5,President,,Hillary Clinton / Tim Kaine,DEM,47,6,9,15,10,7
Hill,6,President,,Hillary Clinton / Tim Kaine,DEM,35,4,5,11,12,3
Hill,7,President,,Hillary Clinton / Tim Kaine,DEM,51,4,11,9,16,11
Hill,8,President,,Hillary Clinton / Tim Kaine,DEM,33,1,2,11,11,8
Hill,9,President,,Hillary Clinton / Tim Kaine,DEM,67,4,13,20,16,14
Hill,10,President,,Hillary Clinton / Tim Kaine,DEM,245,1,32,56,64,92
Hill,12,President,,Hillary Clinton / Tim Kaine,DEM,70,6,15,29,10,10
Hill,13,President,,Hillary Clinton / Tim Kaine,DEM,276,38,34,68,56,80
Hill,14,President,,Hillary Clinton / Tim Kaine,DEM,58,3,10,15,20,10
Hill,15,President,,Hillary Clinton / Tim Kaine,DEM,36,7,0,6,8,15
Hill,16,President,,Hillary Clinton / Tim Kaine,DEM,44,4,4,6,26,4
Hill,18,President,,Hillary Clinton / Tim Kaine,DEM,10,0,5,1,3,1
Hill,19,President,,Hillary Clinton / Tim Kaine,DEM,43,1,5,14,10,13
Hill,20,President,,Hillary Clinton / Tim Kaine,DEM,87,2,20,12,34,19
Hill,21,President,,Hillary Clinton / Tim Kaine,DEM,199,19,33,75,33,39
Hill,22,President,,Hillary Clinton / Tim Kaine,DEM,173,18,34,44,39,38
Hill,23,President,,Hillary Clinton / Tim Kaine,DEM,76,7,5,12,29,23
Hill,24,President,,Hillary Clinton / Tim Kaine,DEM,155,12,9,27,30,77
Hill,27,President,,Hillary Clinton / Tim Kaine,DEM,73,7,12,13,28,13
Hill,Total,President,,Hillary Clinton / Tim Kaine,DEM,2547,207,478,674,561,627
Hill,2,President,,Gary Johnson / William Weld,LIB,16,1,2,5,5,3
Hill,3,President,,Gary Johnson / William Weld,LIB,24,1,3,7,2,11
Hill,4,President,,Gary Johnson / William Weld,LIB,40,0,1,18,8,13
Hill,5,President,,Gary Johnson / William Weld,LIB,6,0,0,3,3,0
Hill,6,President,,Gary Johnson / William Weld,LIB,2,0,0,1,1,0
Hill,7,President,,Gary Johnson / William Weld,LIB,6,0,0,2,2,2
Hill,8,President,,Gary Johnson / William Weld,LIB,4,0,0,2,1,1
Hill,9,President,,Gary Johnson / William Weld,LIB,8,0,1,2,3,2
Hill,10,President,,Gary Johnson / William Weld,LIB,15,0,1,5,6,3
Hill,12,President,,Gary Johnson / William Weld,LIB,11,1,0,3,2,5
Hill,13,President,,Gary Johnson / William Weld,LIB,25,1,4,6,6,8
Hill,14,President,,Gary Johnson / William Weld,LIB,10,1,0,1,3,5
Hill,15,President,,Gary Johnson / William Weld,LIB,5,0,0,2,1,2
Hill,16,President,,Gary Johnson / William Weld,LIB,2,0,0,1,1,0
Hill,18,President,,Gary Johnson / William Weld,LIB,2,0,0,0,1,1
Hill,19,President,,Gary Johnson / William Weld,LIB,6,0,1,2,1,2
Hill,20,President,,Gary Johnson / William Weld,LIB,5,0,0,3,1,1
Hill,21,President,,Gary Johnson / William Weld,LIB,18,1,1,8,2,6
Hill,22,President,,Gary Johnson / William Weld,LIB,21,1,4,3,7,6
Hill,23,President,,Gary Johnson / William Weld,LIB,8,0,0,0,4,4
Hill,24,President,,Gary Johnson / William Weld,LIB,8,0,1,0,3,4
Hill,27,President,,Gary Johnson / William Weld,LIB,14,0,0,3,7,4
Hill,Total,President,,Gary Johnson / William Weld,LIB,256,7,19,77,70,83
Hill,2,President,,Jill Stein / Ajamu Baraka,GRN,2,0,1,0,0,1
Hill,3,President,,Jill Stein / Ajamu Baraka,GRN,5,0,2,1,1,1
Hill,4,President,,Jill Stein / Ajamu Baraka,GRN,4,0,1,0,2,1
Hill,5,President,,Jill Stein / Ajamu Baraka,GRN,0,0,0,0,0,0
Hill,6,President,,Jill Stein / Ajamu Baraka,GRN,2,1,0,0,1,0
Hill,7,President,,Jill Stein / Ajamu Baraka,GRN,0,0,0,0,0,0
Hill,8,President,,Jill Stein / Ajamu Baraka,GRN,2,0,0,0,0,2
Hill,9,President,,Jill Stein / Ajamu Baraka,GRN,1,0,1,0,0,0
Hill,10,President,,Jill Stein / Ajamu Baraka,GRN,5,0,2,1,1,1
Hill,12,President,,Jill Stein / Ajamu Baraka,GRN,3,0,2,0,0,1
Hill,13,President,,Jill Stein / Ajamu Baraka,GRN,1,0,1,0,0,0
Hill,14,President,,Jill Stein / Ajamu Baraka,GRN,0,0,0,0,0,0
Hill,15,President,,Jill Stein / Ajamu Baraka,GRN,1,0,0,0,0,1
Hill,16,President,,Jill Stein / Ajamu Baraka,GRN,0,0,0,0,0,0
Hill,18,President,,Jill Stein / Ajamu Baraka,GRN,0,0,0,0,0,0
Hill,19,President,,Jill Stein / Ajamu Baraka,GRN,0,0,0,0,0,0
Hill,20,President,,Jill Stein / Ajamu Baraka,GRN,5,0,2,1,1,1
Hill,21,President,,Jill Stein / Ajamu Baraka,GRN,3,1,0,0,0,2
Hill,22,President,,Jill Stein / Ajamu Baraka,GRN,3,0,0,0,0,3
Hill,23,President,,Jill Stein / Ajamu Baraka,GRN,0,0,0,0,0,0
Hill,24,President,,Jill Stein / Ajamu Baraka,GRN,2,0,0,1,0,1
Hill,27,President,,Jill Stein / Ajamu Baraka,GRN,1,0,0,1,0,0
Hill,Total,President,,Jill Stein / Ajamu Baraka,GRN,40,2,12,5,6,15
Hill,2,President,,Write-In,,7,1,2,2,2,0
Hill,3,President,,Write-In,,2,0,0,1,0,1
Hill,4,President,,Write-In,,10,1,1,4,3,1
Hill,5,President,,Write-In,,1,0,0,0,0,1
Hill,6,President,,Write-In,,0,0,0,0,0,0
Hill,7,President,,Write-In,,3,0,0,0,1,2
Hill,8,President,,Write-In,,2,0,0,0,1,1
Hill,9,President,,Write-In,,5,0,1,0,4,0
Hill,10,President,,Write-In,,6,2,2,0,2,0
Hill,12,President,,Write-In,,3,0,1,0,2,0
Hill,13,President,,Write-In,,11,1,0,7,1,2
Hill,14,President,,Write-In,,5,0,2,1,1,1
Hill,15,President,,Write-In,,1,0,0,0,0,1
Hill,16,President,,Write-In,,1,0,0,0,0,1
Hill,18,President,,Write-In,,1,0,0,1,0,0
Hill,19,President,,Write-In,,3,0,0,2,0,1
Hill,20,President,,Write-In,,3,1,0,1,1,0
Hill,21,President,,Write-In,,8,0,1,2,2,3
Hill,22,President,,Write-In,,9,1,1,2,4,1
Hill,23,President,,Write-In,,0,0,0,0,0,0
Hill,24,President,,Write-In,,10,0,2,3,2,3
Hill,27,President,,Write-In,,4,2,0,0,0,2
Hill,Total,President,,Write-In,,95,9,13,26,26,21
Hill,2,U.S House,25,Roger Williams ,REP,431,26,132,162,52,59
Hill,3,U.S House,25,Roger Williams ,REP,293,21,86,100,30,56
Hill,4,U.S House,25,Roger Williams ,REP,1019,72,295,387,133,132
Hill,5,U.S House,25,Roger Williams ,REP,285,19,64,78,86,38
Hill,6,U.S House,25,Roger Williams ,REP,209,7,52,48,59,43
Hill,7,U.S House,25,Roger Williams ,REP,296,8,35,41,132,80
Hill,8,U.S House,25,Roger Williams ,REP,170,8,35,40,52,35
Hill,9,U.S House,25,Roger Williams ,REP,205,7,54,65,45,34
Hill,10,U.S House,25,Roger Williams ,REP,729,27,132,226,186,158
Hill,12,U.S House,25,Roger Williams ,REP,388,20,85,133,70,80
Hill,13,U.S House,25,Roger Williams ,REP,1321,88,221,381,218,413
Hill,14,U.S House,25,Roger Williams ,REP,576,20,54,136,172,194
Hill,15,U.S House,25,Roger Williams ,REP,197,12,18,23,54,90
Hill,16,U.S House,25,Roger Williams ,REP,167,2,18,27,93,27
Hill,18,U.S House,25,Roger Williams ,REP,94,2,21,11,47,13
Hill,19,U.S House,25,Roger Williams ,REP,192,5,35,29,73,50
Hill,20,U.S House,25,Roger Williams ,REP,498,19,59,65,280,75
Hill,21,U.S House,25,Roger Williams ,REP,951,92,141,358,119,241
Hill,22,U.S House,25,Roger Williams ,REP,803,85,142,224,199,153
Hill,23,U.S House,25,Roger Williams ,REP,213,5,25,23,103,57
Hill,24,U.S House,25,Roger Williams ,REP,541,31,55,66,116,273
Hill,27,U.S House,25,Roger Williams ,REP,351,12,82,72,136,49
Hill,Total,U.S House,25,Roger Williams ,REP,9929,588,1841,2695,2455,2350
Hill,2,U.S House,25,Kathi Thomas ,DEM,129,8,37,28,26,30
Hill,3,U.S House,25,Kathi Thomas ,DEM,296,25,68,87,48,68
Hill,4,U.S House,25,Kathi Thomas ,DEM,299,28,100,98,32,41
Hill,5,U.S House,25,Kathi Thomas ,DEM,48,6,8,14,12,8
Hill,6,U.S House,25,Kathi Thomas ,DEM,33,3,5,11,11,3
Hill,7,U.S House,25,Kathi Thomas ,DEM,62,4,11,11,21,15
Hill,8,U.S House,25,Kathi Thomas ,DEM,36,1,5,10,10,10
Hill,9,U.S House,25,Kathi Thomas ,DEM,60,2,11,20,14,13
Hill,10,U.S House,25,Kathi Thomas ,DEM,240,1,32,51,64,92
Hill,12,U.S House,25,Kathi Thomas ,DEM,67,6,16,25,11,9
Hill,13,U.S House,25,Kathi Thomas ,DEM,267,35,35,66,58,73
Hill,14,U.S House,25,Kathi Thomas ,DEM,56,3,10,13,20,10
Hill,15,U.S House,25,Kathi Thomas ,DEM,34,5,1,5,9,14
Hill,16,U.S House,25,Kathi Thomas ,DEM,43,2,7,7,24,3
Hill,18,U.S House,25,Kathi Thomas ,DEM,7,0,5,1,0,1
Hill,19,U.S House,25,Kathi Thomas ,DEM,41,1,7,13,7,13
Hill,20,U.S House,25,Kathi Thomas ,DEM,91,1,21,14,39,16
Hill,21,U.S House,25,Kathi Thomas ,DEM,191,18,33,69,32,39
Hill,22,U.S House,25,Kathi Thomas ,DEM,182,15,40,47,44,36
Hill,23,U.S House,25,Kathi Thomas ,DEM,79,7,4,12,31,25
Hill,24,U.S House,25,Kathi Thomas ,DEM,153,13,9,24,30,77
Hill,27,U.S House,25,Kathi Thomas ,DEM,76,8,13,14,28,13
Hill,Total,U.S House,25,Kathi Thomas ,DEM,2490,192,478,640,571,609
Hill,2,U.S House,25,Loren Marc Schneiderman ,LIB,20,1,5,7,3,4
Hill,3,U.S House,25,Loren Marc Schneiderman ,LIB,23,1,5,9,3,5
Hill,4,U.S House,25,Loren Marc Schneiderman ,LIB,31,1,4,12,9,5
Hill,5,U.S House,25,Loren Marc Schneiderman ,LIB,10,0,3,4,3,0
Hill,6,U.S House,25,Loren Marc Schneiderman ,LIB,2,0,0,0,2,0
Hill,7,U.S House,25,Loren Marc Schneiderman ,LIB,6,0,1,3,1,1
Hill,8,U.S House,25,Loren Marc Schneiderman ,LIB,4,0,1,2,1,0
Hill,9,U.S House,25,Loren Marc Schneiderman ,LIB,13,1,3,4,3,2
Hill,10,U.S House,25,Loren Marc Schneiderman ,LIB,18,0,4,8,4,2
Hill,12,U.S House,25,Loren Marc Schneiderman ,LIB,12,0,2,4,0,6
Hill,13,U.S House,25,Loren Marc Schneiderman ,LIB,41,1,10,6,13,11
Hill,14,U.S House,25,Loren Marc Schneiderman ,LIB,17,0,3,3,5,6
Hill,15,U.S House,25,Loren Marc Schneiderman ,LIB,6,0,0,2,1,3
Hill,16,U.S House,25,Loren Marc Schneiderman ,LIB,3,0,1,1,1,0
Hill,18,U.S House,25,Loren Marc Schneiderman ,LIB,2,0,0,0,1,1
Hill,19,U.S House,25,Loren Marc Schneiderman ,LIB,7,0,3,1,1,2
Hill,20,U.S House,25,Loren Marc Schneiderman ,LIB,7,0,1,3,1,2
Hill,21,U.S House,25,Loren Marc Schneiderman ,LIB,18,0,0,5,6,7
Hill,22,U.S House,25,Loren Marc Schneiderman ,LIB,16,1,5,1,3,6
Hill,23,U.S House,25,Loren Marc Schneiderman ,LIB,7,0,0,1,4,2
Hill,24,U.S House,25,Loren Marc Schneiderman ,LIB,13,0,0,4,2,7
Hill,27,U.S House,25,Loren Marc Schneiderman ,LIB,12,0,3,0,3,6
Hill,Total,U.S House,25,Loren Marc Schneiderman ,LIB,288,6,54,80,70,78
Hill,2,Railroad Commissioner,,Wayne Christian,REP,414,25,129,156,51,53
Hill,3,Railroad Commissioner,,Wayne Christian,REP,281,21,83,97,28,52
Hill,4,Railroad Commissioner,,Wayne Christian,REP,970,71,279,367,129,124
Hill,5,Railroad Commissioner,,Wayne Christian,REP,283,19,64,74,88,38
Hill,6,Railroad Commissioner,,Wayne Christian,REP,197,7,48,45,57,40
Hill,7,Railroad Commissioner,,Wayne Christian,REP,275,8,34,41,122,70
Hill,8,Railroad Commissioner,,Wayne Christian,REP,166,8,36,38,50,34
Hill,9,Railroad Commissioner,,Wayne Christian,REP,192,7,49,61,42,33
Hill,10,Railroad Commissioner,,Wayne Christian,REP,694,27,128,215,173,151
Hill,12,Railroad Commissioner,,Wayne Christian,REP,375,19,81,131,67,77
Hill,13,Railroad Commissioner,,Wayne Christian,REP,1297,87,221,375,213,401
Hill,14,Railroad Commissioner,,Wayne Christian,REP,562,20,53,132,168,189
Hill,15,Railroad Commissioner,,Wayne Christian,REP,179,12,15,22,46,84
Hill,16,Railroad Commissioner,,Wayne Christian,REP,166,0,21,26,93,26
Hill,18,Railroad Commissioner,,Wayne Christian,REP,92,2,20,11,47,12
Hill,19,Railroad Commissioner,,Wayne Christian,REP,180,5,33,28,65,49
Hill,20,Railroad Commissioner,,Wayne Christian,REP,477,19,57,62,270,69
Hill,21,Railroad Commissioner,,Wayne Christian,REP,919,90,140,345,113,231
Hill,22,Railroad Commissioner,,Wayne Christian,REP,773,81,141,220,183,148
Hill,23,Railroad Commissioner,,Wayne Christian,REP,202,5,24,22,96,55
Hill,24,Railroad Commissioner,,Wayne Christian,REP,528,30,55,65,112,266
Hill,27,Railroad Commissioner,,Wayne Christian,REP,331,10,80,70,123,48
Hill,Total,Railroad Commissioner,,Wayne Christian,REP,8858,527,1579,2350,2257,2145
Hill,2,Railroad Commissioner,,Grady Yarbrough,DEM,113,8,33,26,21,25
Hill,3,Railroad Commissioner,,Grady Yarbrough,DEM,278,25,64,78,47,64
Hill,4,Railroad Commissioner,,Grady Yarbrough,DEM,286,28,98,91,30,39
Hill,5,Railroad Commissioner,,Grady Yarbrough,DEM,47,5,10,14,10,8
Hill,6,Railroad Commissioner,,Grady Yarbrough,DEM,35,3,5,11,14,2
Hill,7,Railroad Commissioner,,Grady Yarbrough,DEM,65,4,10,10,27,14
Hill,8,Railroad Commissioner,,Grady Yarbrough,DEM,31,1,3,11,7,9
Hill,9,Railroad Commissioner,,Grady Yarbrough,DEM,60,2,15,18,12,13
Hill,10,Railroad Commissioner,,Grady Yarbrough,DEM,244,1,36,54,64,89
Hill,12,Railroad Commissioner,,Grady Yarbrough,DEM,70,7,17,25,12,9
Hill,13,Railroad Commissioner,,Grady Yarbrough,DEM,258,36,33,64,55,70
Hill,14,Railroad Commissioner,,Grady Yarbrough,DEM,62,3,10,12,25,12
Hill,15,Railroad Commissioner,,Grady Yarbrough,DEM,38,4,3,4,11,16
Hill,16,Railroad Commissioner,,Grady Yarbrough,DEM,35,2,4,7,21,1
Hill,18,Railroad Commissioner,,Grady Yarbrough,DEM,8,0,5,1,1,1
Hill,19,Railroad Commissioner,,Grady Yarbrough,DEM,43,0,8,12,10,13
Hill,20,Railroad Commissioner,,Grady Yarbrough,DEM,88,1,18,13,38,18
Hill,21,Railroad Commissioner,,Grady Yarbrough,DEM,185,17,32,69,28,39
Hill,22,Railroad Commissioner,,Grady Yarbrough,DEM,178,17,35,42,49,35
Hill,23,Railroad Commissioner,,Grady Yarbrough,DEM,83,6,5,13,33,26
Hill,24,Railroad Commissioner,,Grady Yarbrough,DEM,156,13,11,25,30,77
Hill,27,Railroad Commissioner,,Grady Yarbrough,DEM,80,10,14,12,31,13
Hill,Total,Railroad Commissioner,,Grady Yarbrough,DEM,2443,193,469,612,576,593
Hill,2,Railroad Commissioner,,Mark Miller,LIB,30,1,7,9,5,8
Hill,3,Railroad Commissioner,,Mark Miller,LIB,34,1,10,8,4,11
Hill,4,Railroad Commissioner,,Mark Miller,LIB,63,0,15,27,11,10
Hill,5,Railroad Commissioner,,Mark Miller,LIB,13,0,2,7,3,1
Hill,6,Railroad Commissioner,,Mark Miller,LIB,10,0,2,3,2,3
Hill,7,Railroad Commissioner,,Mark Miller,LIB,16,0,1,4,3,8
Hill,8,Railroad Commissioner,,Mark Miller,LIB,9,0,2,3,3,1
Hill,9,Railroad Commissioner,,Mark Miller,LIB,22,1,4,8,7,2
Hill,10,Railroad Commissioner,,Mark Miller,LIB,30,0,2,8,11,9
Hill,12,Railroad Commissioner,,Mark Miller,LIB,18,0,5,3,1,9
Hill,13,Railroad Commissioner,,Mark Miller,LIB,57,1,11,10,13,22
Hill,14,Railroad Commissioner,,Mark Miller,LIB,25,0,4,8,3,10
Hill,15,Railroad Commissioner,,Mark Miller,LIB,16,0,1,4,6,5
Hill,16,Railroad Commissioner,,Mark Miller,LIB,9,2,0,1,6,0
Hill,18,Railroad Commissioner,,Mark Miller,LIB,2,0,1,0,0,1
Hill,19,Railroad Commissioner,,Mark Miller,LIB,15,1,3,3,6,2
Hill,20,Railroad Commissioner,,Mark Miller,LIB,21,0,3,6,8,4
Hill,21,Railroad Commissioner,,Mark Miller,LIB,40,1,3,14,11,11
Hill,22,Railroad Commissioner,,Mark Miller,LIB,40,2,11,6,12,9
Hill,23,Railroad Commissioner,,Mark Miller,LIB,14,1,0,1,8,4
Hill,24,Railroad Commissioner,,Mark Miller,LIB,20,0,2,6,3,9
Hill,27,Railroad Commissioner,,Mark Miller,LIB,23,0,4,2,12,5
Hill,Total,Railroad Commissioner,,Mark Miller,LIB,527,11,93,141,138,144
