county,precinct,office,district,party,candidate,election_day,early_voting,votes
Sabine,7,Railroad Commissioner,,Democratic,Grady Yarbrough,32,19,51
Sabine,7,Railroad Commissioner,,Libertarian,Mark Miller,0,0,0
Sabine,7,Railroad Commissioner,,Green,Martina Salinas,1,2,3
Sabine,8,Railroad Commissioner,,Republican,Wayne Christian,93,69,162
Sabine,8,Railroad Commissioner,,Democratic,Grady Yarbrough,14,9,23
Sabine,8,Railroad Commissioner,,Libertarian,Mark Miller,0,1,1
Sabine,8,Railroad Commissioner,,Green,Martina Salinas,0,0,0
Sabine,1,State Representative,9,Republican,Chris Paddie,257,764,1021
Sabine,2,State Representative,9,Republican,Chris Paddie,215,581,796
Sabine,3,State Representative,9,Republican,Chris Paddie,106,92,198
Sabine,4,State Representative,9,Republican,Chris Paddie,96,38,134
Sabine,5,State Representative,9,Republican,Chris Paddie,272,314,586
Sabine,6,State Representative,9,Republican,Chris Paddie,313,605,918
Sabine,7,State Representative,9,Republican,Chris Paddie,15,41,56
Sabine,8,State Representative,9,Republican,Chris Paddie,84,68,152
