county,precinct,office,district,candidate,party,early voting,election day,votes
Cherokee,26,State Representative,11,Stephen J. Wright,,111,59,170
Cherokee,27,State Representative,11,Stephen J. Wright,,101,64,165
Cherokee,28,State Representative,11,Stephen J. Wright,,35,7,42
Cherokee,32,State Representative,11,Stephen J. Wright,,46,18,64
Cherokee,33,State Representative,11,Stephen J. Wright,,115,57,172
Cherokee,34,State Representative,11,Stephen J. Wright,,54,34,88
Cherokee,35,State Representative,11,Stephen J. Wright,,107,52,159
Cherokee,36,State Representative,11,Stephen J. Wright,,118,57,175
Cherokee,37,State Representative,11,Stephen J. Wright,,43,42,85
Cherokee,38,State Representative,11,Stephen J. Wright,,84,55,139
Cherokee,42,State Representative,11,Stephen J. Wright,,288,148,436
Cherokee,43,State Representative,11,Stephen J. Wright,,142,76,218
Cherokee,44,State Representative,11,Stephen J. Wright,,66,39,105
Cherokee,45,State Representative,11,Stephen J. Wright,,58,75,133
Cherokee,46,State Representative,11,Stephen J. Wright,,38,36,74
Cherokee,47,State Representative,11,Stephen J. Wright,,6,9,15
Cherokee,48,State Representative,11,Stephen J. Wright,,5,30,35
Cherokee,Total,State Representative,11,Stephen J. Wright,,2308,1262,3570
