county,precinct,office,district,candidate,party,votes,mail,early voting,election day,provisional
Nolan,6,,,Straight Party,GRN,0,0,0,0,0
Nolan,7,,,Straight Party,GRN,0,0,0,0,0
Nolan,8,,,Straight Party,GRN,0,0,0,0,0
Nolan,9,,,Straight Party,GRN,5,1,3,1,0
Nolan,Total,,,Straight Party,GRN,12,1,7,4,0
Nolan,1,President,,Donald Trump,REP,399,13,239,146,1
Nolan,2,President,,Donald Trump,REP,522,29,270,223,0
Nolan,3,President,,Donald Trump,REP,654,30,359,265,0
Nolan,4,President,,Donald Trump,REP,371,22,169,180,0
Nolan,5,President,,Donald Trump,REP,101,12,29,60,0
Nolan,6,President,,Donald Trump,REP,490,17,200,273,0
Nolan,7,President,,Donald Trump,REP,183,12,57,114,0
Nolan,8,President,,Donald Trump,REP,99,1,32,66,0
Nolan,9,President,,Donald Trump,REP,733,33,399,301,0
Nolan,Total,President,,Donald Trump,REP,3552,169,1754,1628,1
Nolan,1,President,,Hillary Clinton,DEM,114,4,49,61,0
Nolan,2,President,,Hillary Clinton,DEM,116,9,60,47,0
Nolan,3,President,,Hillary Clinton,DEM,227,15,118,94,0
Nolan,4,President,,Hillary Clinton,DEM,290,10,128,152,0
Nolan,5,President,,Hillary Clinton,DEM,20,0,8,12,0
Nolan,6,President,,Hillary Clinton,DEM,109,7,33,69,0
Nolan,7,President,,Hillary Clinton,DEM,14,3,3,8,0
Nolan,8,President,,Hillary Clinton,DEM,13,0,2,11,0
Nolan,9,President,,Hillary Clinton,DEM,126,9,66,51,0
Nolan,Total,President,,Hillary Clinton,DEM,1029,57,467,505,0
Nolan,1,President,,Gary Johnson,LIB,27,3,9,15,0
Nolan,2,President,,Gary Johnson,LIB,21,1,7,13,0
Nolan,3,President,,Gary Johnson,LIB,27,3,8,16,0
Nolan,4,President,,Gary Johnson,LIB,22,0,10,12,0
Nolan,5,President,,Gary Johnson,LIB,3,0,0,3,0
Nolan,6,President,,Gary Johnson,LIB,16,0,3,13,0
Nolan,7,President,,Gary Johnson,LIB,7,0,2,5,0
Nolan,8,President,,Gary Johnson,LIB,1,0,0,1,0
Nolan,9,President,,Gary Johnson,LIB,18,0,10,8,0
Nolan,Total,President,,Gary Johnson,LIB,142,7,49,86,0
Nolan,1,President,,Jill Stein,GRN,2,0,1,1,0
Nolan,2,President,,Jill Stein,GRN,2,0,2,0,0
Nolan,3,President,,Jill Stein,GRN,6,0,4,2,0
Nolan,4,President,,Jill Stein,GRN,5,0,1,4,0
Nolan,5,President,,Jill Stein,GRN,0,0,0,0,0
Nolan,6,President,,Jill Stein,GRN,2,0,1,1,0
Nolan,7,President,,Jill Stein,GRN,1,1,0,0,0
Nolan,8,President,,Jill Stein,GRN,0,0,0,0,0
Nolan,9,President,,Jill Stein,GRN,4,0,2,2,0
Nolan,Total,President,,Jill Stein,GRN,22,1,11,10,0
Nolan,1,President,,Write-In,,19,8,8,3,0
Nolan,2,President,,Write-In,,7,2,2,3,0
Nolan,3,President,,Write-In,,3,0,0,3,0
Nolan,4,President,,Write-In,,21,4,3,14,0
Nolan,5,President,,Write-In,,0,0,0,0,0
Nolan,6,President,,Write-In,,6,1,1,4,0
Nolan,7,President,,Write-In,,1,0,0,1,0
Nolan,8,President,,Write-In,,3,0,0,3,0
Nolan,9,President,,Write-In,,13,5,5,3,0
Nolan,Total,President,,Write-In,,73,20,19,34,0
Nolan,1,U.S House,19,Jodey Arrington,REP,426,20,246,159,1
Nolan,2,U.S House,19,Jodey Arrington,REP,558,31,284,243,0
Nolan,3,U.S House,19,Jodey Arrington,REP,691,33,368,290,0
Nolan,4,U.S House,19,Jodey Arrington,REP,422,25,186,211,0
Nolan,5,U.S House,19,Jodey Arrington,REP,101,12,29,60,0
Nolan,6,U.S House,19,Jodey Arrington,REP,500,18,197,285,0
Nolan,7,U.S House,19,Jodey Arrington,REP,180,14,57,109,0
Nolan,8,U.S House,19,Jodey Arrington,REP,98,1,32,65,0
Nolan,9,U.S House,19,Jodey Arrington,REP,745,35,406,304,0
Nolan,Total,U.S House,19,Jodey Arrington,REP,3721,189,1805,1726,1
Nolan,1,U.S House,19,Troy Bonar,LIB,54,7,18,29,0
Nolan,2,U.S House,19,Troy Bonar,LIB,41,2,21,18,0
Nolan,3,U.S House,19,Troy Bonar,LIB,60,6,22,32,0
Nolan,4,U.S House,19,Troy Bonar,LIB,94,3,33,58,0
Nolan,5,U.S House,19,Troy Bonar,LIB,7,0,4,3,0
Nolan,6,U.S House,19,Troy Bonar,LIB,49,3,15,31,0
Nolan,7,U.S House,19,Troy Bonar,LIB,7,0,0,7,0
Nolan,8,U.S House,19,Troy Bonar,LIB,6,0,1,5,0
Nolan,9,U.S House,19,Troy Bonar,LIB,45,3,28,14,0
Nolan,Total,U.S House,19,Troy Bonar,LIB,363,24,142,197,0
Nolan,1,U.S House,19,Mark Lawson,GRN,31,0,17,14,0
Nolan,2,U.S House,19,Mark Lawson,GRN,15,3,4,8,0
Nolan,3,U.S House,19,Mark Lawson,GRN,42,1,19,22,0
Nolan,4,U.S House,19,Mark Lawson,GRN,45,1,18,26,0
Nolan,5,U.S House,19,Mark Lawson,GRN,1,0,0,1,0
Nolan,6,U.S House,19,Mark Lawson,GRN,14,0,3,11,0
Nolan,7,U.S House,19,Mark Lawson,GRN,5,0,1,4,0
Nolan,8,U.S House,19,Mark Lawson,GRN,1,0,0,1,0
Nolan,9,U.S House,19,Mark Lawson,GRN,30,3,16,11,0
Nolan,Total,U.S House,19,Mark Lawson,GRN,184,8,78,98,0
Nolan,1,Railroad Commissioner,,Wayne Christian,REP,373,20,222,130,1
Nolan,2,Railroad Commissioner,,Wayne Christian,REP,478,28,242,208,0
Nolan,3,Railroad Commissioner,,Wayne Christian,REP,591,27,321,243,0
Nolan,4,Railroad Commissioner,,Wayne Christian,REP,359,21,165,173,0
Nolan,5,Railroad Commissioner,,Wayne Christian,REP,90,10,28,52,0
Nolan,6,Railroad Commissioner,,Wayne Christian,REP,446,16,180,250,0
Nolan,7,Railroad Commissioner,,Wayne Christian,REP,166,12,54,100,0
Nolan,8,Railroad Commissioner,,Wayne Christian,REP,91,1,31,59,0
Nolan,9,Railroad Commissioner,,Wayne Christian,REP,678,35,367,276,0
Nolan,Total,Railroad Commissioner,,Wayne Christian,REP,3272,170,1610,1491,1
Nolan,1,Railroad Commissioner,,Grady Yarbrough,DEM,118,5,51,62,0
Nolan,2,Railroad Commissioner,,Grady Yarbrough,DEM,126,11,64,51,0
Nolan,3,Railroad Commissioner,,Grady Yarbrough,DEM,218,15,120,83,0
Nolan,4,Railroad Commissioner,,Grady Yarbrough,DEM,246,11,108,127,0
Nolan,5,Railroad Commissioner,,Grady Yarbrough,DEM,20,0,8,12,0
Nolan,6,Railroad Commissioner,,Grady Yarbrough,DEM,118,8,36,74,0
Nolan,7,Railroad Commissioner,,Grady Yarbrough,DEM,19,2,3,14,0
Nolan,8,Railroad Commissioner,,Grady Yarbrough,DEM,16,0,3,13,0
Nolan,9,Railroad Commissioner,,Grady Yarbrough,DEM,134,10,70,54,0
Nolan,Total,Railroad Commissioner,,Grady Yarbrough,DEM,1015,62,463,490,0
Nolan,1,Railroad Commissioner,,Mark Miller,LIB,35,3,12,20,0
Nolan,2,Railroad Commissioner,,Mark Miller,LIB,31,1,16,14,0
Nolan,3,Railroad Commissioner,,Mark Miller,LIB,35,2,14,19,0
Nolan,4,Railroad Commissioner,,Mark Miller,LIB,21,0,10,11,0
Nolan,5,Railroad Commissioner,,Mark Miller,LIB,4,0,1,3,0
Nolan,6,Railroad Commissioner,,Mark Miller,LIB,20,1,7,12,0
Nolan,7,Railroad Commissioner,,Mark Miller,LIB,8,0,1,7,0
Nolan,8,Railroad Commissioner,,Mark Miller,LIB,5,0,0,5,0
Nolan,9,Railroad Commissioner,,Mark Miller,LIB,31,1,19,11,0
Nolan,Total,Railroad Commissioner,,Mark Miller,LIB,190,8,80,102,0
Nolan,1,Railroad Commissioner,,Martina Salinas,GRN,14,0,6,8,0
Nolan,2,Railroad Commissioner,,Martina Salinas,GRN,12,0,5,7,0
Nolan,3,Railroad Commissioner,,Martina Salinas,GRN,34,0,11,23,0
Nolan,4,Railroad Commissioner,,Martina Salinas,GRN,54,1,17,36,0
Nolan,5,Railroad Commissioner,,Martina Salinas,GRN,0,0,0,0,0
Nolan,6,Railroad Commissioner,,Martina Salinas,GRN,14,0,3,11,0
Nolan,7,Railroad Commissioner,,Martina Salinas,GRN,2,0,0,2,0
Nolan,8,Railroad Commissioner,,Martina Salinas,GRN,0,0,0,0,0
Nolan,9,Railroad Commissioner,,Martina Salinas,GRN,8,1,4,3,0
Nolan,Total,Railroad Commissioner,,Martina Salinas,GRN,138,2,46,90,0
Nolan,1,State Senate,28,Charles Perry,REP,453,26,255,171,1
Nolan,2,State Senate,28,Charles Perry,REP,552,34,273,245,0
Nolan,3,State Senate,28,Charles Perry,REP,686,31,360,295,0
Nolan,4,State Senate,28,Charles Perry,REP,480,24,206,250,0
Nolan,5,State Senate,28,Charles Perry,REP,98,10,29,59,0
Nolan,6,State Senate,28,Charles Perry,REP,518,19,192,307,0
Nolan,7,State Senate,28,Charles Perry,REP,175,14,51,110,0
Nolan,8,State Senate,28,Charles Perry,REP,98,1,30,67,0
Nolan,9,State Senate,28,Charles Perry,REP,747,40,406,301,0
Nolan,Total,State Senate,28,Charles Perry,REP,3807,199,1802,1805,1
Nolan,1,State Representative,71,Stan Lambert,REP,410,20,236,153,1
Nolan,2,State Representative,71,Stan Lambert,REP,543,34,270,239,0
Nolan,3,State Representative,71,Stan Lambert,REP,645,29,347,269,0
Nolan,4,State Representative,71,Stan Lambert,REP,403,23,181,199,0
Nolan,5,State Representative,71,Stan Lambert,REP,103,12,29,62,0
Nolan,6,State Representative,71,Stan Lambert,REP,503,19,193,291,0
Nolan,7,State Representative,71,Stan Lambert,REP,178,14,55,109,0
Nolan,8,State Representative,71,Stan Lambert,REP,98,1,32,65,0
Nolan,9,State Representative,71,Stan Lambert,REP,732,36,401,295,0
Nolan,Total,State Representative,71,Stan Lambert,REP,3615,188,1744,1682,1
Nolan,1,State Representative,71,Pierce LoPachin,DEM,114,7,48,59,0
Nolan,2,State Representative,71,Pierce LoPachin,DEM,96,6,49,41,0
Nolan,3,State Representative,71,Pierce LoPachin,DEM,208,17,103,88,0
Nolan,4,State Representative,71,Pierce LoPachin,DEM,270,10,114,146,0
Nolan,5,State Representative,71,Pierce LoPachin,DEM,17,0,8,9,0
Nolan,6,State Representative,71,Pierce LoPachin,DEM,95,7,33,55,0
Nolan,7,State Representative,71,Pierce LoPachin,DEM,15,1,2,12,0
Nolan,8,State Representative,71,Pierce LoPachin,DEM,12,0,2,10,0
Nolan,9,State Representative,71,Pierce LoPachin,DEM,114,10,57,47,0
Nolan,Total,State Representative,71,Pierce LoPachin,DEM,941,58,416,467,0
