office,district,candidate,incumbent,party,votes,pct
District Judge,205th Judicial District,Total,,,74090,
District Judge,206th Judicial District,Rose Guerra Reyna,True,DEM,46845,100.00
District Judge,206th Judicial District,Total,,,46845,
District Judge,207th Judicial District,Jack Robison,True,REP,41463,100.00
District Judge,207th Judicial District,Total,,,41463,
District Judge,208th Judicial District,Denise Collins,True,REP,338518,56.09
District Judge,208th Judicial District,"Wayne B. Slaughter, Jr.",False,DEM,265019,43.91
District Judge,208th Judicial District,Total,,,603537,
District Judge,209th Judicial District,Michael McSpadden,True,REP,379294,100.00
District Judge,209th Judicial District,Total,,,379294,
District Judge,210th Judicial District,Gonzalo Garcia,False,DEM,71838,100.00
District Judge,210th Judicial District,Total,,,71838,
District Judge,211th Judicial District,L. Dee Shipman,True,REP,77825,100.00
District Judge,211th Judicial District,Total,,,77825,
District Judge,212th Judicial District,Susan Criss,True,DEM,37141,100.00
District Judge,212th Judicial District,Total,,,37141,
District Judge,217th Judicial District,David V. Wilson,True,DEM,13029,100.00
District Judge,217th Judicial District,Total,,,13029,
District Judge,218th Judicial District,Stella Saxon,True,DEM,17942,100.00
District Judge,218th Judicial District,Total,,,17942,
District Judge,219th Judicial District,Curt B. Henderson,True,REP,94180,100.00
District Judge,219th Judicial District,Total,,,94180,
District Judge,220th Judicial District,James E. Morgan,False,DEM,8339,100.00
District Judge,220th Judicial District,Total,,,8339,
District Judge,221st Judicial District,Suzanne Stovall,True,REP,60700,100.00
District Judge,221st Judicial District,Total,,,60700,
District Judge,222nd Judicial District,Roland Saul,False,REP,3320,100.00
District Judge,222nd Judicial District,Total,,,3320,
District Judge,223rd Judicial District,Lee Waters,True,DEM,3901,100.00
District Judge,223rd Judicial District,Total,,,3901,
District Judge,224th Judicial District,David Peeples,True,REP,142691,54.47
District Judge,224th Judicial District,Gloria Saldana,False,DEM,119285,45.53
District Judge,224th Judicial District,Total,,,261976,
District Judge,225th Judicial District,John J. Specia,True,REP,160397,100.00
District Judge,225th Judicial District,Total,,,160397,
District Judge,226th Judicial District,Sid Harle,True,REP,159708,100.00
District Judge,226th Judicial District,Total,,,159708,
District Judge,227th Judicial District,"Philip A.  Kazen, Jr.",True,DEM,162549,100.00
District Judge,227th Judicial District,Total,,,162549,
District Judge,228th Judicial District,Ted Poe,True,REP,391061,100.00
District Judge,228th Judicial District,Total,,,391061,
District Judge,229th Judicial District,Alex W. ,True,DEM,9128,100.00
District Judge,229th Judicial District,Total,,,9128,
District Judge,230th Judicial District,Belinda Hill,True,REP,377768,100.00
District Judge,230th Judicial District,Total,,,377768,
District Judge,231st Judicial District,Randy Catterton,True,REP,128338,100.00
District Judge,231st Judicial District,Total,,,128338,
District Judge,232nd Judicial District,Mary Lou Keel,True,REP,339818,56.43
District Judge,232nd Judicial District,Herb Ritchie,False,DEM,262428,43.57
District Judge,232nd Judicial District,Total,,,602246,
District Judge,233rd Judicial District,Bill Harris,True,REP,128338,100.00
District Judge,233rd Judicial District,Total,,,128338,
District Judge,234th Judicial District,Bruce D. Oakley,True,REP,370352,100.00
District Judge,234th Judicial District,Total,,,370352,
District Judge,236th Judicial District,Tom Lowe,True,REP,128338,100.00
District Judge,236th Judicial District,Total,,,128338,
District Judge,237th Judicial District,Sam Medina,True,REP,44395,100.00
District Judge,237th Judicial District,Total,,,44395,
District Judge,238th Judicial District,John Hyde,True,REP,24351,100.00
District Judge,238th Judicial District,Total,,,24351,
District Judge,239th Judicial District,"Patrick ""Pat"" Sebesta",False,REP,35335,100.00
District Judge,239th Judicial District,Total,,,35335,
District Judge,240th Judicial District,"Thomas R. Culver, III",True,REP,55433,100.00
District Judge,240th Judicial District,Total,,,55433,
District Judge,241st Judicial District,Diane Devasto,True,REP,34424,100.00
District Judge,241st Judicial District,Total,,,34424,
District Judge,242nd Judicial District,"Edward L. ""Ed"" Self",True,REP,7624,67.08
District Judge,242nd Judicial District,Eric Willard,False,DEM,3741,32.92
District Judge,242nd Judicial District,Total,,,11365,
District Judge,243rd Judicial District,David C. Guaderrama,True,DEM,72384,100.00
District Judge,243rd Judicial District,Total,,,72384,
District Judge,244th Judicial District,Gary L. Watkins,True,DEM,14698,100.00
District Judge,244th Judicial District,Total,,,14698,
District Judge,245th Judicial District,Annette Galik,True,REP,316755,51.91
District Judge,245th Judicial District,Bill Connolly,False,DEM,270889,44.40
District Judge,245th Judicial District,Angelina D. A. Gooden,False,IND,22533,3.69
District Judge,245th Judicial District,Total,,,610177,
District Judge,246th Judicial District,Jim York,False,REP,322355,53.37
District Judge,246th Judicial District,A. Robert Hinojosa,False,DEM,281612,46.63
District Judge,246th Judicial District,Total,,,603967,
District Judge,247th Judicial District,Bonnie Crane Hellums,True,REP,333452,55.42
District Judge,247th Judicial District,Allette B. Williams,False,DEM,268182,44.58
District Judge,247th Judicial District,Total,,,601634,
District Judge,248th Judicial District,Joan Campbell,True,REP,332275,55.20
District Judge,248th Judicial District,Lydia ClayJackson,False,DEM,269618,44.80
District Judge,248th Judicial District,Total,,,601893,
District Judge,249th Judicial District,Wayne Bridewell,True,REP,22380,100.00
District Judge,249th Judicial District,Total,,,22380,
District Judge,250th Judicial District,Demetri Anastasiadis,False,REP,80895,39.66
District Judge,250th Judicial District,John K. Dietz,True,DEM,123093,60.34
District Judge,250th Judicial District,Total,,,203988,
District Judge,251st Judicial District,Pat Pirtle,True,REP,40421,100.00
District Judge,251st Judicial District,Total,,,40421,
District Judge,252nd Judicial District,Stella Batiste Morrison,False,REP,16378,31.09
District Judge,252nd Judicial District,Layne Walker,False,DEM,36300,68.91
District Judge,252nd Judicial District,Total,,,52678,
District Judge,253rd Judicial District,Chap Cain,True,DEM,13459,100.00
District Judge,253rd Judicial District,Total,,,13459,
District Judge,254th Judicial District,Jeff Coen,False,REP,109048,100.00
District Judge,254th Judicial District,Total,,,109048,
District Judge,255th Judicial District,Craig Fowler,True,REP,208920,50.21
District Judge,255th Judicial District,Lisa McKnight,False,DEM,207139,49.79
District Judge,255th Judicial District,Total,,,416059,
District Judge,256th Judicial District,Brenda Garrett Green,True,REP,109048,100.00
District Judge,256th Judicial District,Total,,,109048,
District Judge,257th Judicial District,Linda Motheral,True,REP,372788,100.00
District Judge,257th Judicial District,Total,,,372788,
District Judge,258th Judicial District,Elizabeth Coker,True,DEM,14625,100.00
District Judge,258th Judicial District,Total,,,14625,
District Judge,259th Judicial District,Isaac M. Castro,False,REP,2004,36.66
District Judge,259th Judicial District,Brooks Hagler,False,DEM,3463,63.34
District Judge,259th Judicial District,Total,,,5467,
District Judge,260th Judicial District,Buddie J. Hahn,True,DEM,13910,100.00
District Judge,260th Judicial District,Total,,,13910,
District Judge,261st Judicial District,Lora Livingston,True,DEM,135258,100.00
District Judge,261st Judicial District,Total,,,135258,
District Judge,262nd Judicial District,Mike Anderson,True,REP,371368,100.00
District Judge,262nd Judicial District,Total,,,371368,
District Judge,263rd Judicial District,Jim Wallace,True,REP,328026,54.41
District Judge,263rd Judicial District,Ruben Guerrero,False,DEM,274852,45.59
District Judge,263rd Judicial District,Total,,,602878,
District Judge,264th Judicial District,Martha J ,True,REP,28951,100.00
District Judge,264th Judicial District,Total,,,28951,
District Judge,265th Judicial District,Keith Dean,True,REP,109048,100.00
District Judge,265th Judicial District,Total,,,109048,
District Judge,266th Judicial District,Donald R. Jones,True,DEM,5172,100.00
District Judge,266th Judicial District,Total,,,5172,
District Judge,267th Judicial District,Skipper Koetter,False,REP,19445,54.82
District Judge,267th Judicial District,Lidia Serrata,False,DEM,16023,45.18
District Judge,267th Judicial District,Total,,,35468,
District Judge,268th Judicial District,Brady G. Elliott,True,REP,55162,100.00
District Judge,268th Judicial District,Total,,,55162,
District Judge,269th Judicial District,John T. Wooldridge,True,REP,369343,100.00
District Judge,269th Judicial District,Total,,,369343,
District Judge,270th Judicial District,Brent Gamble,True,REP,340258,56.86
District Judge,270th Judicial District,Tasso Triantaphyllis,False,DEM,258105,43.14
District Judge,270th Judicial District,Total,,,598363,
District Judge,271st Judicial District,John H. Fostel,True,DEM,8463,100.00
District Judge,271st Judicial District,Total,,,8463,
District Judge,273rd Judicial District,Charles Ramsey Mitchell,True,DEM,9153,100.00
District Judge,273rd Judicial District,Total,,,9153,
District Judge,274th Judicial District,Gary L. Steel,True,REP,57632,100.00
District Judge,274th Judicial District,Total,,,57632,
District Judge,275th Judicial District,Juan R. Partida,True,DEM,46351,100.00
District Judge,275th Judicial District,Total,,,46351,
District Judge,276th Judicial District,William R. ,True,DEM,10341,100.00
District Judge,276th Judicial District,Total,,,10341,
District Judge,277th Judicial District,Ken Anderson,True,REP,56295,100.00
District Judge,277th Judicial District,Total,,,56295,
District Judge,278th Judicial District,Ken Keeling,False,REP,14408,64.55
District Judge,278th Judicial District,Dale R. Duff,False,DEM,7912,35.45
District Judge,278th Judicial District,Total,,,22320,
District Judge,279th Judicial District,Tom Mulvaney,True,DEM,39510,100.00
District Judge,279th Judicial District,Total,,,39510,
District Judge,280th Judicial District,Tony Lindsay,True,REP,371613,100.00
District Judge,280th Judicial District,Total,,,371613,
District Judge,281st Judicial District,Jane Bland,True,REP,371240,100.00
District Judge,281st Judicial District,Total,,,371240,
District Judge,282nd Judicial District,Karen Greene,True,REP,222142,53.63
District Judge,282nd Judicial District,Michael A. John,False,DEM,192071,46.37
District Judge,282nd Judicial District,Total,,,414213,
District Judge,283rd Judicial District,"Vickers ""Vic"" L. Cunningham",True,REP,221420,53.64
District Judge,283rd Judicial District,King Solomon,False,DEM,191372,46.36
District Judge,283rd Judicial District,Total,,,412792,
District Judge,284th Judicial District,Olen Underwood,True,REP,60304,100.00
District Judge,284th Judicial District,Total,,,60304,
District Judge,285th Judicial District,Michael P. Peden,True,REP,140826,55.13
District Judge,285th Judicial District,Milton Fagin,False,DEM,114605,44.87
District Judge,285th Judicial District,Total,,,255431,
District Judge,286th Judicial District,Harold Phelan,False,REP,4532,100.00
District Judge,286th Judicial District,Total,,,4532,
District Judge,287th Judicial District,Gordon Houston Green,True,DEM,2148,100.00
District Judge,287th Judicial District,Total,,,2148,
District Judge,288th Judicial District,Frank Montalvo,True,REP,133823,51.88
District Judge,288th Judicial District,Carmen Rojo,False,DEM,124122,48.12
District Judge,288th Judicial District,Total,,,257945,
District Judge,289th Judicial District,Carmen Kelsey,True,DEM,162248,100.00
District Judge,289th Judicial District,Total,,,162248,
District Judge,290th Judicial District,Sharon MacRae,True,REP,156995,100.00
District Judge,290th Judicial District,Total,,,156995,
District Judge,291st Judicial District,Susan Hawk,False,REP,220026,53.14
District Judge,291st Judicial District,Don Adams,False,DEM,194008,46.86
District Judge,291st Judicial District,Total,,,414034,
District Judge,292nd Judicial District,"Henry Wade, Jr.",True,REP,222987,53.32
District Judge,292nd Judicial District,Larry Mitchell,False,DEM,195192,46.68
District Judge,292nd Judicial District,Total,,,418179,
District Judge,293rd Judicial District,Cynthia L.  Muniz,True,DEM,9821,100.00
District Judge,293rd Judicial District,Total,,,9821,
District Judge,294th Judicial District,Teresa Drum,False,REP,6842,52.61
District Judge,294th Judicial District,Tommy W. Wallace,True,DEM,6162,47.39
District Judge,294th Judicial District,Total,,,13004,
District Judge,295th Judicial District,Tracy Elizabeth Christopher,True,REP,370938,100.00
District Judge,295th Judicial District,Total,,,370938,
District Judge,296th Judicial District,Betty Caton,True,REP,94621,100.00
District Judge,296th Judicial District,Total,,,94621,
District Judge,297th Judicial District,Everett Young,True,REP,128338,100.00
District Judge,297th Judicial District,Total,,,128338,
District Judge,298th Judicial District,Adolph Canales,True,REP,109048,100.00
District Judge,298th Judicial District,Total,,,109048,
District Judge,299th Judicial District,Jon Wisser,True,DEM,138883,100.00
District Judge,299th Judicial District,Total,,,138883,
District Judge,327th Judicial District,Linda Chew,False,DEM,74698,100.00
District Judge,327th Judicial District,Total,,,74698,
District Judge,331st Judicial District,Bob Perkins,True,DEM,137976,100.00
District Judge,331st Judicial District,Total,,,137976,
District Judge,338th Judicial District  Unexpired Term,Brock Thomas,False,REP,321682,53.57
District Judge,338th Judicial District  Unexpired Term,Ron Johnson,False,DEM,278794,46.43
District Judge,338th Judicial District  Unexpired Term,Total,,,600476,
District Judge,355th Judicial District,Ralph Walton,True,REP,10732,100.00
District Judge,355th Judicial District,Total,,,10732,
District Judge,357th Judicial District,Rolando Olvera,True,REP,19555,41.18
District Judge,357th Judicial District,Leonel Alejandro,False,DEM,27932,58.82
District Judge,357th Judicial District,Total,,,47487,
District Judge,358th Judicial District,Bill McCoy,True,DEM,14438,100.00
District Judge,358th Judicial District,Total,,,14438,
District Judge,359th Judicial District,Kathleen A. Hamilton,False,REP,60180,100.00
District Judge,359th Judicial District,Total,,,60180,
District Judge,361st Judicial District,Steve Smith,True,REP,20487,100.00
District Judge,361st Judicial District,Total,,,20487,
District Judge,363rd Judicial District,Faith Johnson,True,REP,109048,100.00
District Judge,363rd Judicial District,Total,,,109048,
District Judge,364th Judicial District,Brad Underwood,True,REP,43399,100.00
District Judge,364th Judicial District,Total,,,43399,
District Judge,365th Judicial District,Amado Abascal,True,DEM,9715,100.00
District Judge,365th Judicial District,Total,,,9715,
District Judge,366th Judicial District,"Nathan E. White, Jr.",True,REP,94260,100.00
District Judge,366th Judicial District,Total,,,94260,
District Judge,367th Judicial District,Lee Gabriel,True,REP,77989,100.00
District Judge,367th Judicial District,Total,,,77989,
District Judge,368th Judicial District,Burt Carnes,True,REP,55397,100.00
District Judge,368th Judicial District,Total,,,55397,
District Judge,369th Judicial District,Bascom W. Bentley III,True,REP,14801,100.00
District Judge,369th Judicial District,Total,,,14801,
District Judge,370th Judicial District,Noe Gonzalez,True,DEM,46384,100.00
District Judge,370th Judicial District,Total,,,46384,
District Judge,371st Judicial District,James R. Wilson,True,REP,128338,100.00
District Judge,371st Judicial District,Total,,,128338,
District Judge,372nd Judicial District,Scott Wisch,True,REP,128338,100.00
District Judge,372nd Judicial District,Total,,,128338,
District Judge,377th Judicial District,Robert C. Cheshire,True,REP,12512,100.00
District Judge,377th Judicial District,Total,,,12512,
District Judge,385th Judicial District,Willie B. DuBose,True,REP,23942,100.00
District Judge,385th Judicial District,Total,,,23942,
District Judge,403rd Judicial District,Frank Bryan,True,REP,87640,42.42
District Judge,403rd Judicial District,Brenda P. Kennedy,False,DEM,118963,57.58
District Judge,403rd Judicial District,Total,,,206603,
Criminal District Judge Dallas County,1,Janice Warder,True,REP,109048,100.00
Criminal District Judge Dallas County,1,Total,,,109048,
"Criminal District Judge, Dallas County",5,Manny Alvarez,True,REP,109048,100.00
"Criminal District Judge, Dallas County",5,Total,,,109048,
Criminal District Judge Jefferson County,,Charles D. Carver,True,DEM,39162,100.00
Criminal District Judge Jefferson County,,Total,,,39162,
Criminal District Judge #1 Tarrant County,,Sharen Wilson,True,REP,127338,100.00
Criminal District Judge #1 Tarrant County,,Total,,,127338,
Criminal District Judge #3 Tarrant County,,Elizabeth Berry,False,REP,127338,100.00
Criminal District Judge #3 Tarrant County,,Total,,,127338,
Criminal District Judge #4 Tarrant County,,Mike Thomas,False,REP,192694,59.94
Criminal District Judge #4 Tarrant County,,Kim Campbell,False,DEM,128794,40.06
Criminal District Judge #4 Tarrant County,,Total,,,321488,
District Judge,300th Judicial District,K. Randall Hufstetler,True,REP,34492,100.00
District Judge,300th Judicial District,Total,,,34492,
District Judge,301st Judicial District,Susan Amanda Rankin,True,REP,109048,100.00
District Judge,301st Judicial District,Total,,,109048,
District Judge,302nd Judicial District,Frances Harris,True,REP,109048,100.00
District Judge,302nd Judicial District,Total,,,109048,
District Judge,303rd Judicial District,Richard Johnson,True,REP,109048,100.00
District Judge,303rd Judicial District,Total,,,109048,
District Judge,304th Judicial District,John Sholden,False,REP,215946,52.40
District Judge,304th Judicial District,Lennox Bower,False,DEM,196187,47.60
District Judge,304th Judicial District,Total,,,412133,
District Judge,305th Judicial District,Cheryl Lee Shannon,True,REP,109048,100.00
District Judge,305th Judicial District,Total,,,109048,
District Judge,306th Judicial District,Jan Yarbrough,False,DEM,36978,100.00
District Judge,306th Judicial District,Total,,,36978,
District Judge,307th Judicial District,Robin D. Sage,True,DEM,16222,100.00
District Judge,307th Judicial District,Total,,,16222,
District Judge,308th Judicial District,Georgia Dempster,True,REP,325021,53.35
District Judge,308th Judicial District,Mary Kay Green,False,DEM,284203,46.65
District Judge,308th Judicial District,Total,,,609224,
District Judge,309th Judicial District,Frank Rynd,True,REP,322755,53.61
District Judge,309th Judicial District,Richard L. Moore,False,DEM,279296,46.39
District Judge,309th Judicial District,Total,,,602051,
District Judge,310th Judicial District,Lisa Millard,True,REP,333149,55.35
District Judge,310th Judicial District,Donna P. Kohlhausen,False,DEM,268693,44.65
District Judge,310th Judicial District,Total,,,601842,
District Judge,311th Judicial District,Doug Warne,True,REP,369109,100.00
District Judge,311th Judicial District,Total,,,369109,
District Judge,312th Judicial District,James D. Squier,True,REP,367855,100.00
District Judge,312th Judicial District,Total,,,367855,
District Judge,313th Judicial District,Pat Shelton,True,REP,327525,54.31
District Judge,313th Judicial District,Teresa V. Ramirez,False,DEM,275582,45.69
District Judge,313th Judicial District,Total,,,603107,
District Judge,314th Judicial District,John F. Phillips,False,REP,329486,54.83
District Judge,314th Judicial District,Walter Boyd,False,DEM,271483,45.17
District Judge,314th Judicial District,Total,,,600969,
District Judge,315th Judicial District,Kent Ellis,True,REP,325598,53.98
District Judge,315th Judicial District,Sandra Peake,False,DEM,277578,46.02
District Judge,315th Judicial District,Total,,,603176,
District Judge,316th Judicial District,John W. ,True,REP,5051,100.00
District Judge,316th Judicial District,Total,,,5051,
District Judge,317th Judicial District,Larry  Thorne,True,DEM,39246,100.00
District Judge,317th Judicial District,Total,,,39246,
District Judge,318th Judicial District,Dean Rucker,True,REP,23770,100.00
District Judge,318th Judicial District,Total,,,23770,
District Judge,319th Judicial District,Tom Greenwell,False,REP,34234,50.40
District Judge,319th Judicial District,Martha Huerta,True,DEM,33685,49.60
District Judge,319th Judicial District,Total,,,67919,
District Judge,320th Judicial District,Don Emerson,True,REP,11370,61.28
District Judge,320th Judicial District,Thomas Johnson,False,DEM,7185,38.72
District Judge,320th Judicial District,Total,,,18555,
District Judge,321st Judicial District,Carole Clark,True,REP,34268,100.00
District Judge,321st Judicial District,Total,,,34268,
District Judge,322nd Judicial District,Frank Sullivan,True,REP,126573,100.00
District Judge,322nd Judicial District,Total,,,126573,
District Judge,323rd Judicial District,Jean Boyd,True,REP,126573,100.00
District Judge,323rd Judicial District,Total,,,126573,
District Judge,324th Judicial District,Brian A. Carper,True,REP,126573,100.00
District Judge,324th Judicial District,Total,,,126573,
District Judge,325th Judicial District,Judith G. Wells,True,REP,126573,100.00
District Judge,325th Judicial District,Total,,,126573,
District Judge,326th Judicial District,Aleta Hacker,True,DEM,18870,100.00
District Judge,326th Judicial District,Total,,,18870,
District Judge,328th Judicial District,"Ronald R. ""Ron"" Pope",False,REP,55407,100.00
District Judge,328th Judicial District,Total,,,55407,
District Judge,329th Judicial District,Daniel R. Sklar,True,REP,6787,100.00
District Judge,329th Judicial District,Total,,,6787,
District Judge,330th Judicial District,Marilea W. Lewis,False,REP,219693,53.28
District Judge,330th Judicial District,David Hanschen,False,DEM,192628,46.72
District Judge,330th Judicial District,Total,,,412321,
District Attorney, 26th Judicial District  Unexpired Term,John Bradley,True,REP,55190,100.00
District Attorney, 26th Judicial District  Unexpired Term,Total,,,55190,
District Attorney, 268th Judicial District,John Healey,True,REP,55214,100.00
District Attorney, 268th Judicial District,Total,,,55214,
District Attorney, 355th Judicial District,Rob Christian,True,REP,10495,100.00
District Attorney, 355th Judicial District,Total,,,10495,
Criminal,Attorney Anderson County,Doug Lowe,True,DEM,7327,100.00
Criminal,Attorney Anderson County,Total,,,7327,
Criminal,Attorney Austin County,Travis J. Koehn,True,REP,5359,100.00
Criminal,Attorney Austin County,Total,,,5359,
Criminal,Attorney Bastrop County,Bryan Goertz,False,REP,8078,54.29
Criminal,Attorney Bastrop County,Chris Duggan,False,DEM,6802,45.71
Criminal,Attorney Bastrop County,Total,,,14880,
Criminal,Attorney Bexar County,Susan D. Reed,True,REP,167840,100.00
Criminal,Attorney Bexar County,Total,,,167840,
Criminal,Attorney Bowie County,Bobby Lockhart,True,DEM,14176,100.00
Criminal,Attorney Bowie County,Total,,,14176,
Criminal,Attorney Brazoria County,Jeri Yenne,True,REP,35908,100.00
Criminal,Attorney Brazoria County,Total,,,35908,
Criminal,Attorney Caldwell County,Chris Schneider,False,REP,3760,50.13
Criminal,Attorney Caldwell County,"Reagan ""Trey"" Hicks",False,DEM,3740,49.87
Criminal,Attorney Caldwell County,Total,,,7500,
Criminal,Attorney Calhoun County,Dan W. Heard,True,DEM,4391,100.00
Criminal,Attorney Calhoun County,Total,,,4391,
Criminal,Attorney Cass County,Randal Lee,True,DEM,5471,100.00
Criminal,Attorney Cass County,Total,,,5471,
Criminal,Attorney Collin County,John Roach,False,REP,95024,100.00
Criminal,Attorney Collin County,Total,,,95024,
Criminal,Attorney Comal County,"Dibrell ""Dib"" Waldrip",True,REP,19317,100.00
Criminal,Attorney Comal County,Total,,,19317,
Criminal,Attorney Dallas County,Bill Hill,True,REP,215045,51.19
Criminal,Attorney Dallas County,Craig Watkins,False,DEM,205046,48.81
Criminal,Attorney Dallas County,Total,,,420091,
Criminal,Attorney Deaf Smith County,Jim English,False,REP,2859,100.00
Criminal,Attorney Deaf Smith County,Total,,,2859,
Criminal,Attorney Denton County,Bruce Isaacks,True,REP,78007,100.00
Criminal,Attorney Denton County,Total,,,78007,
Criminal,Attorney Eastland County,Russ Thomason,False,REP,3056,60.48
Criminal,Attorney Eastland County,James B. Hicks,False,DEM,1997,39.52
Criminal,Attorney Eastland County,Total,,,5053,
Criminal,Attorney Galveston County,Kurt Sistrunk,False,DEM,36315,100.00
Criminal,Attorney Galveston County,Total,,,36315,
Criminal,Attorney Gregg County,William Jennings,True,REP,19422,100.00
Criminal,Attorney Gregg County,Total,,,19422,
Criminal,Attorney Harrison County,Joe Black,False,DEM,11542,100.00
Criminal,Attorney Harrison County,Total,,,11542,
Criminal,Attorney Hays County,Michael Wenk,True,REP,17570,100.00
Criminal,Attorney Hays County,Total,,,17570,
Criminal,Attorney Hidalgo County,Rene Guerra,True,DEM,46652,100.00
Criminal,Attorney Hidalgo County,Total,,,46652,
Criminal,Attorney Jackson County,"Robert E. ""Bobby"" Bell",True,DEM,2143,100.00
Criminal,Attorney Jackson County,Total,,,2143,
Criminal,Attorney Jasper County,Ted G. Walker,False,DEM,5227,100.00
Criminal,Attorney Jasper County,Total,,,5227,
Criminal,Attorney Jefferson County,Tom Maness,True,DEM,40339,100.00
Criminal,Attorney Jefferson County,Total,,,40339,
Criminal,Attorney Kaufman County,Ed Walton,False,REP,10067,56.98
Criminal,Attorney Kaufman County,"Dan Wood, Jr.",False,DEM,7602,43.02
Criminal,Attorney Kaufman County,Total,,,17669,
Criminal,Attorney Lubbock County,William C. ,True,REP,44658,100.00
Criminal,Attorney Lubbock County,Total,,,44658,
Criminal,Attorney Madison County,"William C. ""Bill"" Bennett, Jr.",True,DEM,1813,100.00
Criminal,Attorney Madison County,Total,,,1813,
Criminal,Attorney McLennan County,John Segrest,True,DEM,36304,100.00
Criminal,Attorney McLennan County,Total,,,36304,
Criminal,Attorney Navarro County,Steve A. Keathley,False,DEM,7505,100.00
Criminal,Attorney Navarro County,Total,,,7505,
Criminal,Attorney Newton County,"A.W.  Davis, Jr.",True,DEM,2582,100.00
Criminal,Attorney Newton County,Total,,,2582,
Criminal,Attorney Panola County,Danny Buck Davidson,True,DEM,4396,100.00
Criminal,Attorney Panola County,Total,,,4396,
Criminal,Attorney Polk County,John S. Holleman,True,DEM,7326,100.00
Criminal,Attorney Polk County,Total,,,7326,
Criminal,Attorney Randall County,James A. Farren,True,REP,26247,100.00
Criminal,Attorney Randall County,Total,,,26247,
Criminal,Attorney Rockwall County,Ray Sumrow,True,REP,11103,100.00
Criminal,Attorney Rockwall County,Total,,,11103,
Criminal,Attorney San Jacinto County,Mark Price,False,REP,3000,51.33
Criminal,Attorney San Jacinto County,Fritz Faulkner,False,DEM,2845,48.67
Criminal,Attorney San Jacinto County,Total,,,5845,
Criminal,Attorney Smith County,"Jack Skeen, Jr.",True,REP,34121,100.00
Criminal,Attorney Smith County,Total,,,34121,
Criminal,Attorney Tarrant County,Tim Curry,True,REP,177272,53.64
Criminal,Attorney Tarrant County,Terri Moore,False,DEM,153218,46.36
Criminal,Attorney Tarrant County,Total,,,330490,
Criminal,Attorney Taylor County,James Eidson,True,REP,24153,100.00
Criminal,Attorney Taylor County,Total,,,24153,
Criminal,Attorney Tyler County,Joe R. Smith,True,DEM,3289,100.00
Criminal,Attorney Tyler County,Total,,,3289,
Criminal,Attorney Upshur County,Mike  Fetter,False,DEM,6008,100.00
Criminal,Attorney Upshur County,Total,,,6008,
Criminal,Attorney Van Zandt County,Leslie Poynter Dixon,True,DEM,7847,100.00
Criminal,Attorney Van Zandt County,Total,,,7847,
Criminal,Attorney Victoria County,"M.P. ""Dexter"" Eaves",True,DEM,12365,100.00
Criminal,Attorney Victoria County,Total,,,12365,
Criminal,Attorney Walker County,David P. Weeks,True,DEM,7358,100.00
Criminal,Attorney Walker County,Total,,,7358,
Criminal,Attorney Waller County,Oliver S. Kitzman,False,REP,4040,51.14
Criminal,Attorney Waller County,Sherry Lynn Robinson,True,DEM,3860,48.86
Criminal,Attorney Waller County,Total,,,7900,
Criminal,Attorney Wichita County,Barry L. Macha,True,DEM,17058,100.00
Criminal,Attorney Wichita County,Total,,,17058,
Criminal,Attorney Wood County,Marcus D. ,True,DEM,6691,100.00
Criminal,Attorney Wood County,Total,,,6691,
Criminal,Attorney Yoakum County,Richard Clark,True,DEM,1351,100.00
Criminal,Attorney Yoakum County,Total,,,1351,
Prop. 1 Abolish Constable if vacant for reasonable time,,IN FAVOR,,,2431757,79.18
Prop. 1 Abolish Constable if vacant for reasonable time,,AGAINST,,,639414,20.82
Prop. 1 Abolish Constable if vacant for reasonable time,,Total,,,3071171,
