office,district,candidate,incumbent,party,votes,pct
State Representative,128,Total,,,3326,
State Representative,134,MARK COLE,FALSE,REP,3107,49.22
State Representative,134,MARTHA WONG,FALSE,REP,3206,50.78
State Representative,134,Total,,,6313,
District Judge,45th Judicial District,MIKE PATTERSON,FALSE,REP,2888,37.35
District Judge,45th Judicial District,WADE B. SHELTON,FALSE,REP,4845,62.65
District Judge,45th Judicial District,Total,,,7733,
District Judge,47th Judicial District,ANA ESTEVEZ,FALSE,REP,4486,46.99
District Judge,47th Judicial District,HAL MINER,FALSE,REP,5061,53.01
District Judge,47th Judicial District,Total,,,9547,
District Judge,186th Judicial District,SAM KATZ,TRUE,REP,2184,27.81
District Judge,186th Judicial District,JEFF MULLINER,FALSE,REP,5669,72.19
District Judge,186th Judicial District,Total,,,7853,
District Judge,246th Judicial District,DONNA DETAMORE,FALSE,REP,18359,46.96
District Judge,246th Judicial District,JIM YORK,FALSE,REP,20737,53.04
District Judge,246th Judicial District,Total,,,39096,
District Judge,328th Judicial District,"RONALD R. ""RON"" POPE",FALSE,REP,3946,58.34
District Judge,328th Judicial District,LORRAINE WILSON,FALSE,REP,2818,41.66
District Judge,328th Judicial District,Total,,,6764,
Criminal,Attorney Kaufman County,DENNIS PATMAN JONES,FALSE,REP,548,37.95
Criminal,Attorney Kaufman County,ED WALTON,FALSE,REP,896,62.05
Criminal,Attorney Kaufman County,Total,,,1444,
U.S. Senate,,RON KIRK,FALSE,DEM,370878,59.79
U.S. Senate,,VICTOR MORALES,FALSE,DEM,249423,40.21
U.S. Senate,,Total,,,620301,
U. S. Representative,25,CHRIS BELL,FALSE,DEM,9572,54.3
U. S. Representative,25,CARROLL G. ROBINSON,FALSE,DEM,8056,45.7
U. S. Representative,25,Total,,,17628,
State Senate,20,BARBARA CANALESBLACK,FALSE,DEM,27068,44.53
State Senate,20,"JUAN ""CHUY"" HINOJOSA",FALSE,DEM,33716,55.47
State Senate,20,Total,,,60784,
State Representative,8,CHARLIE NICHOLS,FALSE,DEM,2732,34.67
State Representative,8,GEORGE M. ROBINSON,FALSE,DEM,5149,65.33
State Representative,8,Total,,,7881,
State Representative,31,"ADOLFO CAMPERO, JR.",FALSE,DEM,5148,38.68
State Representative,31,RYAN GUILLEN,FALSE,DEM,8162,61.32
State Representative,31,Total,,,13310,
State Representative,35,GABI CANALES,FALSE,DEM,8066,57.89
State Representative,35,PEARSON KNOLLE,FALSE,DEM,5868,42.11
State Representative,35,Total,,,13934,
State Representative,51,"MARIA LUISA ""LULU"" FLORES",FALSE,DEM,2280,48.72
State Representative,51,EDDIE RODRIGUEZ,FALSE,DEM,2400,51.28
State Representative,51,Total,,,4680,
State Representative,80,"TIMOTEO ""TIMO"" GARZA",FALSE,DEM,11050,51.91
State Representative,80,TRACY O. KING,TRUE,DEM,10237,48.09
State Representative,80,Total,,,21287,
State Representative,143,AL FLORES,FALSE,DEM,1153,39.35
State Representative,143,JOE E. MORENO,TRUE,DEM,1777,60.65
State Representative,143,Total,,,2930,
District Judge,357th Judicial District,LEONEL ALEJANDRO,FALSE,DEM,9482,58.11
District Judge,357th Judicial District,VERONICA FARIAS,FALSE,DEM,6834,41.89
District Judge,357th Judicial District,Total,,,16316,
Criminal,Attorney Upshur County,MIKE FETTER,FALSE,DEM,2924,55.46
Criminal,Attorney Upshur County,MIKE MARTIN,FALSE,DEM,2348,44.54
Criminal,Attorney Upshur County,Total,,,5272,
