county,precinct,reg_voters,office,district,party,candidate,early_votes,election_votes,votes
Coleman,1,1456,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,5,11,16
Coleman,1,1456,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,297,183,480
Coleman,1,1456,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,33,20,53
Coleman,1,1456,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,9,10,19
Coleman,1,1456,"Justice, Supreme Court, Place 7",,GRN,Charles W. Waterbury,3,0,3
Coleman,1,1456,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,305,190,495
Coleman,1,1456,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,23,19,42
Coleman,1,1456,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,7,1,8
Coleman,1,1456,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,296,184,480
Coleman,1,1456,"Judge, Court of Criminal Appeals, Place 3",,DEM,John Granberg,33,20,53
Coleman,1,1456,"Judge, Court of Criminal Appeals, Place 3",,LIB,Mark W. Bennett,11,9,20
Coleman,1,1456,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,287,180,467
Coleman,1,1456,"Judge, Court of Criminal Appeals, Place 4",,LIB,Quanah Parker,44,30,74
Coleman,1,1456,"Judge, Court of Criminal Appeals, Place 4",,GRN,Judith Sanders-Castro,6,1,7
Coleman,1,1456,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,299,188,487
Coleman,1,1456,"Judge, Court of Criminal Appeals, Place 9",,LIB,William Bryan Strange III,27,20,47
Coleman,1,1456,"Judge, Court of Criminal Appeals, Place 9",,GRN,George Joseph Altgelt,7,1,8
Coleman,1,1456,"State Representative, District 60",,REP,"James L. ""Jim"" Keffer",316,204,520
Coleman,1,1456,"Justice 11th Court of Appeals District, Place 2",,REP,Mike Wilson,322,197,519
Coleman,1,1456,"Justice, 11th Court of Appeals District, Place 3, Unexpired Term ",,REP,John Bailey,322,198,520
Coleman,1,1456,County Judge,,REP,Billy D. Bledsoe,305,189,494
Coleman,1,1456,District Clerk,,REP,Margie Mayo,328,199,527
Coleman,1,1456,County Clerk,,REP,Stacey Mendoza,328,199,527
Coleman,1,1456,County Treasurer,,REP,Jerri Ann Chambers,322,197,519
Coleman,1,1456,Justice of the Peace,,REP,Nance Campbell,322,193,515
Coleman,1,1456,Proposistion 1 ,,,For ,279,168,447
Coleman,1,1456,Proposistion 1 ,,,Against,54,37,91
Coleman,1,1456,Legal Sale of Beer and Wine for off-premise consumption only,,,For ,251,155,406
Coleman,1,1456,Legal Sale of Beer and Wine for off-premise consumption only,,,Against,97,58,155
Coleman,1,1456,The Legal Sale of Mixed Beverages in Restaurants by food and beverage certificate holders only,,,For ,240,153,393
Coleman,1,1456,The Legal Sale of Mixed Beverages in Restaurants by food and beverage certificate holders only,,,Against,105,59,164
Coleman,2,1105,U.S. Senate,,REP,John Cornyn,153,172,325
Coleman,2,1105,U.S. Senate,,DEM,David Alameel,8,42,50
Coleman,2,1105,U.S. Senate,,LIB,Rebecca Paddock,4,2,6
Coleman,2,1105,U.S. Senate,,GRN,"Emily "" Spicybrown"" Sanchez",0,3,3
Coleman,2,1105,United States Senator - Write In,,,Mohammed Tahiro,0,1,1
Coleman,2,1105,"U.S. Representative, District 11",,REP,Mike Conaway,149,177,326
Coleman,2,1105,"U.S. Representative, District 11",,LIB,Ryan T. Lange,13,29,42
Coleman,2,1105,Governor,,REP,Gregg Abbott,155,168,323
Coleman,2,1105,Governor,,DEM,Wendy R. Davis,10,50,60
Coleman,2,1105,Governor,,LIB,Kathie Glass,2,2,4
Coleman,2,1105,Governor,,GRN,Brandon Parmer,0,0,0
Coleman,2,1105,Governor - Write In,,,Sarah M. Pavitt,0,0,0
Coleman,2,1105,Lieutenant Governor,,REP,Dan Patrick,155,169,324
Coleman,2,1105,Lieutenant Governor,,DEM,Leticia Van de Putte,9,47,56
Coleman,2,1105,Lieutenant Governor,,LIB,Robert D. Butler,2,1,3
Coleman,2,1105,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Coleman,2,1105,Attorney General,,REP,Ken Paxton,151,166,317
Coleman,2,1105,Attorney General,,DEM,Sam Houston,11,49,60
Coleman,2,1105,Attorney General,,LIB,Jamie Balagia,3,2,5
Coleman,2,1105,Attorney General,,GRN,Jamar Osborne,0,1,1
Coleman,2,1105,Comptroller of Public Accounts,,REP,Glenn Hegar,156,159,315
Coleman,2,1105,Comptroller of Public Accounts,,DEM,Mike Collier,7,48,55
Coleman,2,1105,Comptroller of Public Accounts,,LIB,Ben Sanders,3,5,8
Coleman,2,1105,Comptroller of Public Accounts,,GRN,Deb Shafto,0,2,2
Coleman,2,1105,Commisioner of the General Land Office,,REP,George P. Bush,151,165,316
Coleman,2,1105,Commisioner of the General Land Office,,DEM,John Cook,8,45,53
Coleman,2,1105,Commisioner of the General Land Office,,LIB,Justin Knight,8,4,12
Coleman,2,1105,Commisioner of the General Land Office,,GRN,Valerie Alessi,0,2,2
Coleman,2,1105,Commissioner of Agriculture,,REP,Sid Miller,150,166,316
Coleman,2,1105,Commissioner of Agriculture,,DEM,Jim Hogan,10,44,54
Coleman,2,1105,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,3,4,7
Coleman,2,1105,Commissioner of Agriculture,,GRN,Kenneth Kendrick,1,2,3
Coleman,2,1105,Railroad Commissioner,,REP,Ryan Sitton,152,159,311
Coleman,2,1105,Railroad Commissioner,,DEM,Steve Brown,7,49,56
Coleman,2,1105,Railroad Commissioner,,LIB,Mark A. Miller,5,7,12
Coleman,2,1105,Railroad Commissioner,,GRN,Martina Salinas,0,1,1
Coleman,2,1105,"Chief Justice, Supreme Court",,REP,Nathan Hecht,150,165,315
Coleman,2,1105,"Chief Justice, Supreme Court",,DEM,William Moody,9,47,56
Coleman,2,1105,"Chief Justice, Supreme Court",,LIB,Tom Oxford,4,3,7
Coleman,2,1105,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,151,166,317
Coleman,2,1105,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Myers,9,43,52
Coleman,2,1105,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,2,6,8
Coleman,2,1105,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,149,166,315
Coleman,2,1105,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,11,45,56
Coleman,2,1105,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,3,5,8
Coleman,2,1105,"Justice, Supreme Court, Place 7",,GRN,Charles W. Waterbury,0,0,0
Coleman,2,1105,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,151,172,323
Coleman,2,1105,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,7,20,27
Coleman,2,1105,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,2,12,14
Coleman,2,1105,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,152,166,318
Coleman,2,1105,"Judge, Court of Criminal Appeals, Place 3",,DEM,John Granberg,8,46,54
Coleman,2,1105,"Judge, Court of Criminal Appeals, Place 3",,LIB,Mark W. Bennett,2,4,6
Coleman,2,1105,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,144,162,306
Coleman,2,1105,"Judge, Court of Criminal Appeals, Place 4",,LIB,Quanah Parker,17,34,51
Coleman,2,1105,"Judge, Court of Criminal Appeals, Place 4",,GRN,Judith Sanders-Castro,1,2,3
Coleman,2,1105,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,152,172,324
Coleman,2,1105,"Judge, Court of Criminal Appeals, Place 9",,LIB,William Bryan Strange III,7,21,28
Coleman,2,1105,"Judge, Court of Criminal Appeals, Place 9",,GRN,George Joseph Altgelt,3,12,15
Coleman,2,1105,"State Representative, District 60",,REP,"James L. ""Jim"" Keffer",153,179,332
Coleman,2,1105,"Justice 11th Court of Appeals District, Place 2",,REP,Mike Wilson,154,180,334
Coleman,2,1105,"Justice, 11th Court of Appeals District, Place 3, Unexpired Term ",,REP,John Bailey,155,178,333
Coleman,2,1105,County Judge,,REP,Billy D. Bledsoe,141,172,313
Coleman,2,1105,District Clerk,,REP,Margie Mayo,151,180,331
Coleman,2,1105,County Clerk,,REP,Stacey Mendoza,150,180,330
Coleman,2,1105,County Treasurer,,REP,Jerri Ann Chambers,151,181,332
Coleman,2,1105,County Commissioner Pct. 2,,Rep,Rick Beal,154,185,339
Coleman,2,1105,Justice of the Peace,,REP,Nance Campbell,147,181,328
Coleman,2,1105,Proposistion 1 ,,,For ,140,180,320
Coleman,2,1105,Proposistion 1 ,,,Against,26,32,58
Coleman,2,1105,Legal Sale of Beer and Wine for off-premise consumption only,,,For ,113,156,269
Coleman,2,1105,Legal Sale of Beer and Wine for off-premise consumption only,,,Against,47,57,104
Coleman,2,1105,The Legal Sale of Mixed Beverages in Restaurants by food and beverage certificate holders only,,,For ,114,146,260
Coleman,2,1105,The Legal Sale of Mixed Beverages in Restaurants by food and beverage certificate holders only,,,Against,47,64,111
Coleman,2e,408,U.S. Senate,,REP,John Cornyn,85,56,141
Coleman,2e,408,U.S. Senate,,DEM,David Alameel,6,7,13
Coleman,2e,408,U.S. Senate,,LIB,Rebecca Paddock,4,5,9
Coleman,2e,408,U.S. Senate,,GRN,"Emily "" Spicybrown"" Sanchez",0,0,0
Coleman,2e,408,United States Senator - Write In,,,Mohammed Tahiro,0,0,0
Coleman,2e,408,"U.S. Representative, District 11",,REP,Mike Conaway,83,59,142
Coleman,2e,408,"U.S. Representative, District 11",,LIB,Ryan T. Lange,6,10,16
Coleman,2e,408,Governor,,REP,Gregg Abbott,85,59,144
Coleman,2e,408,Governor,,DEM,Wendy R. Davis,9,9,18
Coleman,2e,408,Governor,,LIB,Kathie Glass,1,0,1
Coleman,2e,408,Governor,,GRN,Brandon Parmer,0,0,0
Coleman,2e,408,Governor - Write In,,,Sarah M. Pavitt,0,0,0
Coleman,2e,408,Lieutenant Governor,,REP,Dan Patrick,80,58,138
Coleman,2e,408,Lieutenant Governor,,DEM,Leticia Van de Putte,7,8,15
Coleman,2e,408,Lieutenant Governor,,LIB,Robert D. Butler,5,3,8
Coleman,2e,408,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Coleman,2e,408,Attorney General,,REP,Ken Paxton,75,56,131
Coleman,2e,408,Attorney General,,DEM,Sam Houston,13,11,24
Coleman,2e,408,Attorney General,,LIB,Jamie Balagia,4,2,6
Coleman,2e,408,Attorney General,,GRN,Jamar Osborne,0,0,0
Coleman,2e,408,Comptroller of Public Accounts,,REP,Glenn Hegar,75,55,130
Coleman,2e,408,Comptroller of Public Accounts,,DEM,Mike Collier,10,10,20
Coleman,2e,408,Comptroller of Public Accounts,,LIB,Ben Sanders,4,4,8
Coleman,2e,408,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0
Coleman,2e,408,Commisioner of the General Land Office,,REP,George P. Bush,80,57,137
Coleman,2e,408,Commisioner of the General Land Office,,DEM,John Cook,9,8,17
Coleman,2e,408,Commisioner of the General Land Office,,LIB,Justin Knight,4,3,7
Coleman,2e,408,Commisioner of the General Land Office,,GRN,Valerie Alessi,1,1,2
Coleman,2e,408,Commissioner of Agriculture,,REP,Sid Miller,74,54,128
Coleman,2e,408,Commissioner of Agriculture,,DEM,Jim Hogan,9,9,18
Coleman,2e,408,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,4,4,8
Coleman,2e,408,Commissioner of Agriculture,,GRN,Kenneth Kendrick,1,1,2
Coleman,2e,408,Railroad Commissioner,,REP,Ryan Sitton,72,54,126
Coleman,2e,408,Railroad Commissioner,,DEM,Steve Brown,10,10,20
Coleman,2e,408,Railroad Commissioner,,LIB,Mark A. Miller,4,3,7
Coleman,2e,408,Railroad Commissioner,,GRN,Martina Salinas,2,1,3
Coleman,2e,408,"Chief Justice, Supreme Court",,REP,Nathan Hecht,69,53,122
Coleman,2e,408,"Chief Justice, Supreme Court",,DEM,William Moody,13,9,22
Coleman,2e,408,"Chief Justice, Supreme Court",,LIB,Tom Oxford,6,6,12
Coleman,2e,408,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,77,55,132
Coleman,2e,408,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Myers,7,7,14
Coleman,2e,408,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,4,6,10
Coleman,2e,408,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,72,54,126
Coleman,2e,408,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,10,9,19
Coleman,2e,408,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,4,4,8
Coleman,2e,408,"Justice, Supreme Court, Place 7",,GRN,Charles W. Waterbury,1,1,2
Coleman,2e,408,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,76,57,133
Coleman,2e,408,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,4,6,10
Coleman,2e,408,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,6,2,8
Coleman,2e,408,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,72,51,123
Coleman,2e,408,"Judge, Court of Criminal Appeals, Place 3",,DEM,John Granberg,10,11,21
Coleman,2e,408,"Judge, Court of Criminal Appeals, Place 3",,LIB,Mark W. Bennett,6,6,12
Coleman,2e,408,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,73,53,126
Coleman,2e,408,"Judge, Court of Criminal Appeals, Place 4",,LIB,Quanah Parker,10,14,24
Coleman,2e,408,"Judge, Court of Criminal Appeals, Place 4",,GRN,Judith Sanders-Castro,4,0,4
Coleman,2e,408,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,74,58,132
Coleman,2e,408,"Judge, Court of Criminal Appeals, Place 9",,LIB,William Bryan Strange III,6,6,12
Coleman,2e,408,"Judge, Court of Criminal Appeals, Place 9",,GRN,George Joseph Altgelt,4,2,6
Coleman,2e,408,"State Representative, District 60",,REP,"James L. ""Jim"" Keffer",81,61,142
Coleman,2e,408,"Justice 11th Court of Appeals District, Place 2",,REP,Mike Wilson,79,63,142
Coleman,2e,408,"Justice, 11th Court of Appeals District, Place 3, Unexpired Term ",,REP,John Bailey,80,62,142
Coleman,2e,408,County Judge,,REP,Billy D. Bledsoe,82,59,141
Coleman,2e,408,District Clerk,,REP,Margie Mayo,89,63,152
Coleman,2e,408,County Clerk,,REP,Stacey Mendoza,85,60,145
Coleman,2e,408,County Treasurer,,REP,Jerri Ann Chambers,87,61,148
Coleman,2e,408,County Commissioner Pct. 2,,Rep,Rick Beal,86,60,146
Coleman,2e,408,Justice of the Peace,,REP,Nance Campbell,90,63,153
Coleman,2e,408,Proposistion 1 ,,,For ,70,59,129
Coleman,2e,408,Proposistion 1 ,,,Against,20,9,29
Coleman,2e,408,Legal Sale of Beer and Wine for off-premise consumption only,,,For ,71,50,121
Coleman,2e,408,Legal Sale of Beer and Wine for off-premise consumption only,,,Against,23,18,41
Coleman,2e,408,The Legal Sale of Mixed Beverages in Restaurants by food and beverage certificate holders only,,,For ,67,48,115
Coleman,2e,408,The Legal Sale of Mixed Beverages in Restaurants by food and beverage certificate holders only,,,Against,28,19,47
Coleman,3,1380,U.S. Senate,,REP,John Cornyn,239,160,399
Coleman,3,1380,U.S. Senate,,DEM,David Alameel,23,21,44
Coleman,3,1380,U.S. Senate,,LIB,Rebecca Paddock,10,10,20
Coleman,3,1380,U.S. Senate,,GRN,"Emily "" Spicybrown"" Sanchez",5,1,6
Coleman,3,1380,United States Senator - Write In,,,Mohammed Tahiro,0,0,0
Coleman,3,1380,"U.S. Representative, District 11",,REP,Mike Conaway,252,164,416
Coleman,3,1380,"U.S. Representative, District 11",,LIB,Ryan T. Lange,23,20,43
Coleman,3,1380,Governor,,REP,Gregg Abbott,249,167,416
Coleman,3,1380,Governor,,DEM,Wendy R. Davis,33,21,54
Coleman,3,1380,Governor,,LIB,Kathie Glass,4,3,7
Coleman,3,1380,Governor,,GRN,Brandon Parmer,1,3,4
Coleman,3,1380,Governor - Write In,,,Sarah M. Pavitt,0,0,0
Coleman,3,1380,Lieutenant Governor,,REP,Dan Patrick,244,159,403
Coleman,3,1380,Lieutenant Governor,,DEM,Leticia Van de Putte,33,19,52
Coleman,3,1380,Lieutenant Governor,,LIB,Robert D. Butler,7,9,16
Coleman,3,1380,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,1,1
Coleman,3,1380,Attorney General,,REP,Ken Paxton,239,161,400
Coleman,3,1380,Attorney General,,DEM,Sam Houston,38,22,60
Coleman,3,1380,Attorney General,,LIB,Jamie Balagia,4,4,8
Coleman,3,1380,Attorney General,,GRN,Jamar Osborne,1,2,3
Coleman,3,1380,Comptroller of Public Accounts,,REP,Glenn Hegar,237,157,394
Coleman,3,1380,Comptroller of Public Accounts,,DEM,Mike Collier,41,26,67
Coleman,3,1380,Comptroller of Public Accounts,,LIB,Ben Sanders,5,5,10
Coleman,3,1380,Comptroller of Public Accounts,,GRN,Deb Shafto,0,1,1
Coleman,3,1380,Commisioner of the General Land Office,,REP,George P. Bush,243,160,403
Coleman,3,1380,Commisioner of the General Land Office,,DEM,John Cook,32,23,55
Coleman,3,1380,Commisioner of the General Land Office,,LIB,Justin Knight,8,4,12
Coleman,3,1380,Commisioner of the General Land Office,,GRN,Valerie Alessi,1,3,4
Coleman,3,1380,Commissioner of Agriculture,,REP,Sid Miller,228,157,385
Coleman,3,1380,Commissioner of Agriculture,,DEM,Jim Hogan,39,22,61
Coleman,3,1380,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,7,5,12
Coleman,3,1380,Commissioner of Agriculture,,GRN,Kenneth Kendrick,4,3,7
Coleman,3,1380,Railroad Commissioner,,REP,Ryan Sitton,227,154,381
Coleman,3,1380,Railroad Commissioner,,DEM,Steve Brown,37,25,62
Coleman,3,1380,Railroad Commissioner,,LIB,Mark A. Miller,10,6,16
Coleman,3,1380,Railroad Commissioner,,GRN,Martina Salinas,4,2,6
Coleman,3,1380,"Chief Justice, Supreme Court",,REP,Nathan Hecht,230,154,384
Coleman,3,1380,"Chief Justice, Supreme Court",,DEM,William Moody,38,26,64
Coleman,3,1380,"Chief Justice, Supreme Court",,LIB,Tom Oxford,6,8,14
Coleman,3,1380,"Justice, Supreme Court, Place 6, Unexpired Term",,REP,Jeff Brown,228,157,385
Coleman,3,1380,"Justice, Supreme Court, Place 6, Unexpired Term",,DEM,Lawrence Edward Myers,37,21,58
Coleman,3,1380,"Justice, Supreme Court, Place 6, Unexpired Term",,LIB,Mark Ash,6,10,16
Coleman,3,1380,"Justice, Supreme Court, Place 7",,REP,Jeff Boyd,229,158,387
Coleman,3,1380,"Justice, Supreme Court, Place 7",,DEM,Gina Benavides,35,23,58
Coleman,3,1380,"Justice, Supreme Court, Place 7",,LIB,Don Fulton,7,6,13
Coleman,3,1380,"Justice, Supreme Court, Place 7",,GRN,Charles W. Waterbury,2,2,4
Coleman,3,1380,"Justice, Supreme Court, Place 8",,REP,Phil Johnson,238,158,396
Coleman,3,1380,"Justice, Supreme Court, Place 8",,LIB,RS Roberto Koelsch,14,18,32
Coleman,3,1380,"Justice, Supreme Court, Place 8",,GRN,Jim Chisolm,10,8,18
Coleman,3,1380,"Judge, Court of Criminal Appeals, Place 3",,REP,Bert Richardson,228,154,382
Coleman,3,1380,"Judge, Court of Criminal Appeals, Place 3",,DEM,John Granberg,36,24,60
Coleman,3,1380,"Judge, Court of Criminal Appeals, Place 3",,LIB,Mark W. Bennett,9,10,19
Coleman,3,1380,"Judge, Court of Criminal Appeals, Place 4",,REP,Kevin Patrick Yeary,227,157,384
Coleman,3,1380,"Judge, Court of Criminal Appeals, Place 4",,LIB,Quanah Parker,37,23,60
Coleman,3,1380,"Judge, Court of Criminal Appeals, Place 4",,GRN,Judith Sanders-Castro,5,4,9
Coleman,3,1380,"Judge, Court of Criminal Appeals, Place 9",,REP,David Newell,240,162,402
Coleman,3,1380,"Judge, Court of Criminal Appeals, Place 9",,LIB,William Bryan Strange III,19,13,32
Coleman,3,1380,"Judge, Court of Criminal Appeals, Place 9",,GRN,George Joseph Altgelt,5,7,12
Coleman,3,1380,"State Representative, District 60",,REP,"James L. ""Jim"" Keffer",254,171,425
Coleman,3,1380,"Justice 11th Court of Appeals District, Place 2",,REP,Mike Wilson,244,168,412
Coleman,3,1380,"Justice, 11th Court of Appeals District, Place 3, Unexpired Term ",,REP,John Bailey,237,165,402
Coleman,3,1380,County Judge,,REP,Billy D. Bledsoe,238,159,397
Coleman,3,1380,District Clerk,,REP,Margie Mayo,254,172,426
Coleman,3,1380,County Clerk,,REP,Stacey Mendoza,250,174,424
Coleman,3,1380,County Treasurer,,REP,Jerri Ann Chambers,248,170,418
Coleman,3,1380,Justice of the Peace,,REP,Nance Campbell,247,171,418
Coleman,3,1380,Proposistion 1 ,,,For ,216,137,353
Coleman,3,1380,Proposistion 1 ,,,Against,50,49,99
Coleman,3,1380,Legal Sale of Beer and Wine for off-premise consumption only,,,For ,178,130,308
Coleman,3,1380,Legal Sale of Beer and Wine for off-premise consumption only,,,Against,97,60,157
Coleman,3,1380,The Legal Sale of Mixed Beverages in Restaurants by food and beverage certificate holders only,,,For ,179,129,308
Coleman,3,1380,The Legal Sale of Mixed Beverages in Restaurants by food and beverage certificate holders only,,,Against,94,61,155
Coleman,4,1553,U.S. Senate,,REP,John Cornyn,408,161,569
Coleman,4,1553,U.S. Senate,,DEM,David Alameel,39,6,45
Coleman,4,1553,U.S. Senate,,LIB,Rebecca Paddock,5,4,9
Coleman,4,1553,U.S. Senate,,GRN,"Emily "" Spicybrown"" Sanchez",2,1,3
Coleman,4,1553,United States Senator - Write In,,,Mohammed Tahiro,0,1,1
Coleman,4,1553,"U.S. Representative, District 11",,REP,Mike Conaway,409,166,575
Coleman,4,1553,"U.S. Representative, District 11",,LIB,Ryan T. Lange,31,11,42
Coleman,4,1553,Governor,,REP,Gregg Abbott,416,166,582
Coleman,4,1553,Governor,,DEM,Wendy R. Davis,42,7,49
Coleman,4,1553,Governor,,LIB,Kathie Glass,2,5,7
Coleman,4,1553,Governor,,GRN,Brandon Parmer,0,0,0
Coleman,4,1553,Governor - Write In,,,Sarah M. Pavitt,0,0,0
Coleman,4,1553,Lieutenant Governor,,REP,Dan Patrick,405,160,565
Coleman,4,1553,Lieutenant Governor,,DEM,Leticia Van de Putte,43,7,50
Coleman,4,1553,Lieutenant Governor,,LIB,Robert D. Butler,7,5,12
Coleman,4,1553,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,2,3
Coleman,4,1553,Attorney General,,REP,Ken Paxton,396,161,557
Coleman,4,1553,Attorney General,,DEM,Sam Houston,48,8,56
Coleman,4,1553,Attorney General,,LIB,Jamie Balagia,2,6,8
Coleman,4,1553,Attorney General,,GRN,Jamar Osborne,2,1,3
Coleman,4,1553,Comptroller of Public Accounts,,REP,Glenn Hegar,383,159,542
Coleman,4,1553,Comptroller of Public Accounts,,DEM,Mike Collier,49,8,57
Coleman,4,1553,Comptroller of Public Accounts,,LIB,Ben Sanders,6,6,12
Coleman,4,1553,Comptroller of Public Accounts,,GRN,Deb Shafto,3,1,4
Coleman,4,1553,Commisioner of the General Land Office,,REP,George P. Bush,392,158,550
Coleman,4,1553,Commisioner of the General Land Office,,DEM,John Cook,42,7,49
Coleman,4,1553,Commisioner of the General Land Office,,LIB,Justin Knight,9,8,17
Coleman,4,1553,Commisioner of the General Land Office,,GRN,Valerie Alessi,3,1,4
Coleman,4,1553,Commissioner of Agriculture,,REP,Sid Miller,386,155,541
Coleman,4,1553,Commissioner of Agriculture,,DEM,Jim Hogan,48,8,56
Coleman,4,1553,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,3,7,10
Coleman,4,1553,Commissioner of Agriculture,,GRN,Kenneth Kendrick,3,2,5
Coleman,4,1553,Railroad Commissioner,,REP,Ryan Sitton,380,152,532
Coleman,4,1553,Railroad Commissioner,,DEM,Steve Brown,48,9,57
Coleman,4,1553,Railroad Commissioner,,LIB,Mark A. Miller,10,10,20
Coleman,4,1553,Railroad Commissioner,,GRN,Martina Salinas,4,3,7
