county,precinct,office,district,party,candidate,early_voting,mail,election_day,votes
Armstrong,402,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,0,0,1
Armstrong,404,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0,0
Armstrong,101,U.S. Senate,,,Write-ins,0,0,1,1
Armstrong,201,U.S. Senate,,,Write-ins,0,0,0,0
Armstrong,202,U.S. Senate,,,Write-ins,0,0,0,0
Armstrong,301,U.S. Senate,,,Write-ins,0,0,0,0
Armstrong,303,U.S. Senate,,,Write-ins,0,0,0,0
Armstrong,401,U.S. Senate,,,Write-ins,0,0,0,0
Armstrong,402,U.S. Senate,,,Write-ins,0,0,0,0
Armstrong,404,U.S. Senate,,,Write-ins,0,0,0,0
Armstrong,101,U.S. House,,REP,Mac Thornberry,34,10,78,122
Armstrong,201,U.S. House,,REP,Mac Thornberry,24,8,35,67
Armstrong,202,U.S. House,,REP,Mac Thornberry,7,1,16,24
Armstrong,301,U.S. House,,REP,Mac Thornberry,43,5,63,111
Armstrong,303,U.S. House,,REP,Mac Thornberry,0,0,26,26
Armstrong,401,U.S. House,,REP,Mac Thornberry,30,6,31,67
Armstrong,402,U.S. House,,REP,Mac Thornberry,17,3,48,68
Armstrong,404,U.S. House,,REP,Mac Thornberry,12,0,5,17
Armstrong,101,U.S. House,,DEM,Mike Minter,4,1,6,11
Armstrong,201,U.S. House,,DEM,Mike Minter,4,1,1,6
Armstrong,202,U.S. House,,DEM,Mike Minter,1,0,4,5
Armstrong,301,U.S. House,,DEM,Mike Minter,5,2,4,11
Armstrong,303,U.S. House,,DEM,Mike Minter,0,1,0,1
Armstrong,401,U.S. House,,DEM,Mike Minter,2,1,2,5
Armstrong,402,U.S. House,,DEM,Mike Minter,3,1,0,4
Armstrong,404,U.S. House,,DEM,Mike Minter,0,0,0,0
Armstrong,101,U.S. House,,LIB,Emily Pivoda,3,0,2,5
Armstrong,201,U.S. House,,LIB,Emily Pivoda,0,0,4,4
Armstrong,202,U.S. House,,LIB,Emily Pivoda,0,0,1,1
Armstrong,301,U.S. House,,LIB,Emily Pivoda,0,0,4,4
Armstrong,303,U.S. House,,LIB,Emily Pivoda,0,0,0,0
Armstrong,401,U.S. House,,LIB,Emily Pivoda,0,0,2,2
Armstrong,402,U.S. House,,LIB,Emily Pivoda,0,1,0,1
Armstrong,404,U.S. House,,LIB,Emily Pivoda,0,0,0,0
Armstrong,101,U.S. House,,GRN,Don Cook,0,0,1,1
Armstrong,201,U.S. House,,GRN,Don Cook,1,0,0,1
Armstrong,202,U.S. House,,GRN,Don Cook,1,0,0,1
Armstrong,301,U.S. House,,GRN,Don Cook,0,0,0,0
Armstrong,303,U.S. House,,GRN,Don Cook,0,0,0,0
Armstrong,401,U.S. House,,GRN,Don Cook,1,0,0,1
Armstrong,402,U.S. House,,GRN,Don Cook,1,0,1,2
Armstrong,404,U.S. House,,GRN,Don Cook,0,0,0,0
Armstrong,101,Governor,,REP,Greg Abbott,34,7,81,122
Armstrong,201,Governor,,REP,Greg Abbott,23,6,35,64
Armstrong,202,Governor,,REP,Greg Abbott,8,0,18,26
Armstrong,301,Governor,,REP,Greg Abbott,44,5,67,116
Armstrong,303,Governor,,REP,Greg Abbott,0,0,23,23
Armstrong,401,Governor,,REP,Greg Abbott,29,5,29,63
Armstrong,402,Governor,,REP,Greg Abbott,19,3,48,70
Armstrong,404,Governor,,REP,Greg Abbott,12,0,5,17
Armstrong,101,Governor,,DEM,Wendy R. Davis,5,4,6,15
Armstrong,201,Governor,,DEM,Wendy R. Davis,6,2,3,11
Armstrong,202,Governor,,DEM,Wendy R. Davis,2,0,4,6
Armstrong,301,Governor,,DEM,Wendy R. Davis,6,2,3,11
Armstrong,303,Governor,,DEM,Wendy R. Davis,0,0,2,2
Armstrong,401,Governor,,DEM,Wendy R. Davis,4,1,4,9
Armstrong,402,Governor,,DEM,Wendy R. Davis,2,2,1,5
Armstrong,404,Governor,,DEM,Wendy R. Davis,0,0,0,0
Armstrong,101,Governor,,LIB,Kathie Glass,2,0,1,3
Armstrong,201,Governor,,LIB,Kathie Glass,0,0,2,2
Armstrong,202,Governor,,LIB,Kathie Glass,0,0,1,1
Armstrong,301,Governor,,LIB,Kathie Glass,0,0,1,1
Armstrong,303,Governor,,LIB,Kathie Glass,0,0,0,0
Armstrong,401,Governor,,LIB,Kathie Glass,0,0,2,2
Armstrong,402,Governor,,LIB,Kathie Glass,0,0,0,0
Armstrong,404,Governor,,LIB,Kathie Glass,0,0,0,0
Armstrong,101,Governor,,GRN,Brandon Parmer,0,0,0,0
Armstrong,201,Governor,,GRN,Brandon Parmer,0,0,0,0
Armstrong,202,Governor,,GRN,Brandon Parmer,0,0,0,0
Armstrong,301,Governor,,GRN,Brandon Parmer,0,0,0,0
Armstrong,303,Governor,,GRN,Brandon Parmer,0,1,0,1
Armstrong,401,Governor,,GRN,Brandon Parmer,0,0,0,0
Armstrong,402,Governor,,GRN,Brandon Parmer,0,0,0,0
Armstrong,404,Governor,,GRN,Brandon Parmer,0,0,0,0
Armstrong,101,Governor,,,Write-ins,0,0,0,0
Armstrong,201,Governor,,,Write-ins,0,0,0,0
Armstrong,202,Governor,,,Write-ins,0,0,0,0
Armstrong,301,Governor,,,Write-ins,0,0,0,0
Armstrong,303,Governor,,,Write-ins,0,0,0,0
Armstrong,401,Governor,,,Write-ins,0,0,0,0
Armstrong,402,Governor,,,Write-ins,0,0,0,0
Armstrong,404,Governor,,,Write-ins,0,0,0,0
Armstrong,101,Lieutenant Governor,,REP,Dan Patrick,35,6,81,122
Armstrong,201,Lieutenant Governor,,REP,Dan Patrick,23,8,36,67
Armstrong,202,Lieutenant Governor,,REP,Dan Patrick,8,0,19,27
Armstrong,301,Lieutenant Governor,,REP,Dan Patrick,43,5,67,115
Armstrong,303,Lieutenant Governor,,REP,Dan Patrick,0,0,22,22
Armstrong,401,Lieutenant Governor,,REP,Dan Patrick,29,6,31,66
Armstrong,402,Lieutenant Governor,,REP,Dan Patrick,19,5,47,71
Armstrong,404,Lieutenant Governor,,REP,Dan Patrick,12,0,5,17
Armstrong,101,Lieutenant Governor,,DEM,Leticia Van de Putte,4,3,2,9
Armstrong,201,Lieutenant Governor,,DEM,Leticia Van de Putte,6,1,2,9
Armstrong,202,Lieutenant Governor,,DEM,Leticia Van de Putte,0,0,2,2
Armstrong,301,Lieutenant Governor,,DEM,Leticia Van de Putte,5,2,3,10
Armstrong,303,Lieutenant Governor,,DEM,Leticia Van de Putte,0,0,2,2
Armstrong,401,Lieutenant Governor,,DEM,Leticia Van de Putte,3,1,2,6
Armstrong,402,Lieutenant Governor,,DEM,Leticia Van de Putte,2,0,0,2
Armstrong,404,Lieutenant Governor,,DEM,Leticia Van de Putte,0,0,0,0
Armstrong,101,Lieutenant Governor,,LIB,Robert D. Butler,2,0,4,6
Armstrong,201,Lieutenant Governor,,LIB,Robert D. Butler,0,0,1,1
Armstrong,202,Lieutenant Governor,,LIB,Robert D. Butler,0,0,0,0
Armstrong,301,Lieutenant Governor,,LIB,Robert D. Butler,0,0,2,2
Armstrong,303,Lieutenant Governor,,LIB,Robert D. Butler,0,1,1,2
Armstrong,401,Lieutenant Governor,,LIB,Robert D. Butler,0,0,2,2
Armstrong,402,Lieutenant Governor,,LIB,Robert D. Butler,0,0,2,2
Armstrong,404,Lieutenant Governor,,LIB,Robert D. Butler,0,0,0,0
Armstrong,101,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,1,1
Armstrong,201,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0,0
Armstrong,202,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,0,1,3
Armstrong,301,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0,0
Armstrong,303,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0,0
Armstrong,401,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0,0
Armstrong,402,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0,0
Armstrong,404,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0,0
Armstrong,101,Attorney General,,REP,Ken Paxton,34,7,83,124
Armstrong,201,Attorney General,,REP,Ken Paxton,20,8,34,62
Armstrong,202,Attorney General,,REP,Ken Paxton,7,0,17,24
Armstrong,301,Attorney General,,REP,Ken Paxton,43,5,66,114
Armstrong,303,Attorney General,,REP,Ken Paxton,0,0,23,23
Armstrong,401,Attorney General,,REP,Ken Paxton,28,5,31,64
Armstrong,402,Attorney General,,REP,Ken Paxton,19,3,48,70
Armstrong,404,Attorney General,,REP,Ken Paxton,12,0,5,17
Armstrong,101,Attorney General,,DEM,Sam Houston,6,3,5,14
Armstrong,201,Attorney General,,DEM,Sam Houston,7,1,4,12
Armstrong,202,Attorney General,,DEM,Sam Houston,2,0,4,6
Armstrong,301,Attorney General,,DEM,Sam Houston,6,2,4,12
Armstrong,303,Attorney General,,DEM,Sam Houston,0,1,2,3
Armstrong,401,Attorney General,,DEM,Sam Houston,4,1,2,7
Armstrong,402,Attorney General,,DEM,Sam Houston,2,2,0,4
Armstrong,404,Attorney General,,DEM,Sam Houston,0,0,0,0
Armstrong,101,Attorney General,,LIB,Jamie Balagia,1,0,0,1
Armstrong,201,Attorney General,,LIB,Jamie Balagia,1,0,2,3
Armstrong,202,Attorney General,,LIB,Jamie Balagia,0,0,0,0
Armstrong,301,Attorney General,,LIB,Jamie Balagia,0,0,1,1
Armstrong,303,Attorney General,,LIB,Jamie Balagia,0,0,1,1
Armstrong,401,Attorney General,,LIB,Jamie Balagia,0,0,2,2
Armstrong,402,Attorney General,,LIB,Jamie Balagia,0,0,0,0
Armstrong,404,Attorney General,,LIB,Jamie Balagia,0,0,0,0
Armstrong,101,Attorney General,,GRN,Jamar Osborne,0,0,0,0
Armstrong,201,Attorney General,,GRN,Jamar Osborne,1,0,0,1
Armstrong,202,Attorney General,,GRN,Jamar Osborne,1,0,0,1
Armstrong,301,Attorney General,,GRN,Jamar Osborne,0,0,0,0
Armstrong,303,Attorney General,,GRN,Jamar Osborne,0,0,0,0
Armstrong,401,Attorney General,,GRN,Jamar Osborne,0,0,0,0
Armstrong,402,Attorney General,,GRN,Jamar Osborne,0,0,1,1
Armstrong,404,Attorney General,,GRN,Jamar Osborne,0,0,0,0
Armstrong,101,Comptroller of Public Accounts,,REP,Glenn Hegar,32,6,80,118
Armstrong,201,Comptroller of Public Accounts,,REP,Glenn Hegar,20,6,32,58
Armstrong,202,Comptroller of Public Accounts,,REP,Glenn Hegar,8,0,15,23
Armstrong,301,Comptroller of Public Accounts,,REP,Glenn Hegar,42,4,63,109
Armstrong,303,Comptroller of Public Accounts,,REP,Glenn Hegar,0,0,22,22
Armstrong,401,Comptroller of Public Accounts,,REP,Glenn Hegar,27,4,31,62
Armstrong,402,Comptroller of Public Accounts,,REP,Glenn Hegar,18,3,47,68
Armstrong,404,Comptroller of Public Accounts,,REP,Glenn Hegar,12,0,5,17
Armstrong,101,Comptroller of Public Accounts,,DEM,Mike Collier,5,3,4,12
Armstrong,201,Comptroller of Public Accounts,,DEM,Mike Collier,7,1,2,10
Armstrong,202,Comptroller of Public Accounts,,DEM,Mike Collier,0,0,6,6
Armstrong,301,Comptroller of Public Accounts,,DEM,Mike Collier,5,2,5,12
Armstrong,303,Comptroller of Public Accounts,,DEM,Mike Collier,0,1,1,2
Armstrong,401,Comptroller of Public Accounts,,DEM,Mike Collier,4,1,2,7
Armstrong,402,Comptroller of Public Accounts,,DEM,Mike Collier,2,2,0,4
Armstrong,404,Comptroller of Public Accounts,,DEM,Mike Collier,0,0,0,0
Armstrong,101,Comptroller of Public Accounts,,LIB,Ben Sanders,3,0,3,6
Armstrong,201,Comptroller of Public Accounts,,LIB,Ben Sanders,2,0,3,5
Armstrong,202,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,0,0
Armstrong,301,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,3,3
Armstrong,303,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,1,1
Armstrong,401,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,2,2
Armstrong,402,Comptroller of Public Accounts,,LIB,Ben Sanders,1,0,1,2
Armstrong,404,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,0,0
Armstrong,101,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0,0
Armstrong,201,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,1,1
Armstrong,202,Comptroller of Public Accounts,,GRN,Deb Shafto,2,0,0,2
Armstrong,301,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0,0
Armstrong,303,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,1,1
Armstrong,401,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0,0
Armstrong,402,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0,0
Armstrong,404,Comptroller of Public Accounts,,GRN,Deb Shafto,0,0,0,0
Armstrong,101,Commissioner of the General Land Office,,REP,George P. Bush,34,6,77,117
Armstrong,201,Commissioner of the General Land Office,,REP,George P. Bush,21,6,37,64
Armstrong,202,Commissioner of the General Land Office,,REP,George P. Bush,8,0,17,25
Armstrong,301,Commissioner of the General Land Office,,REP,George P. Bush,41,5,63,109
Armstrong,303,Commissioner of the General Land Office,,REP,George P. Bush,0,0,23,23
Armstrong,401,Commissioner of the General Land Office,,REP,George P. Bush,29,5,28,62
Armstrong,402,Commissioner of the General Land Office,,REP,George P. Bush,17,4,47,68
Armstrong,404,Commissioner of the General Land Office,,REP,George P. Bush,12,0,5,17
Armstrong,101,Commissioner of the General Land Office,,DEM,John Cook,5,4,7,16
Armstrong,201,Commissioner of the General Land Office,,DEM,John Cook,6,1,2,9
Armstrong,202,Commissioner of the General Land Office,,DEM,John Cook,1,0,4,5
Armstrong,301,Commissioner of the General Land Office,,DEM,John Cook,5,2,3,10
Armstrong,303,Commissioner of the General Land Office,,DEM,John Cook,0,1,1,2
Armstrong,401,Commissioner of the General Land Office,,DEM,John Cook,2,1,3,6
Armstrong,402,Commissioner of the General Land Office,,DEM,John Cook,3,1,1,5
Armstrong,404,Commissioner of the General Land Office,,DEM,John Cook,0,0,0,0
Armstrong,101,Commissioner of the General Land Office,,LIB,Justin Knight,2,0,3,5
Armstrong,201,Commissioner of the General Land Office,,LIB,Justin Knight,2,0,1,3
Armstrong,202,Commissioner of the General Land Office,,LIB,Justin Knight,0,0,1,1
Armstrong,301,Commissioner of the General Land Office,,LIB,Justin Knight,2,0,4,6
Armstrong,303,Commissioner of the General Land Office,,LIB,Justin Knight,0,0,2,2
Armstrong,401,Commissioner of the General Land Office,,LIB,Justin Knight,0,0,3,3
Armstrong,402,Commissioner of the General Land Office,,LIB,Justin Knight,0,0,1,1
Armstrong,404,Commissioner of the General Land Office,,LIB,Justin Knight,0,0,0,0
Armstrong,101,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,0,0
Armstrong,201,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,0,0
Armstrong,202,Commissioner of the General Land Office,,GRN,Valerie Alessi,1,0,0,1
Armstrong,301,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,1,1
Armstrong,303,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,0,0
Armstrong,401,Commissioner of the General Land Office,,GRN,Valerie Alessi,1,0,1,2
Armstrong,402,Commissioner of the General Land Office,,GRN,Valerie Alessi,1,0,0,1
Armstrong,404,Commissioner of the General Land Office,,GRN,Valerie Alessi,0,0,0,0
Armstrong,101,Commissioner of Agriculture,,REP,Sid Miller,32,7,82,121
Armstrong,201,Commissioner of Agriculture,,REP,Sid Miller,21,6,34,61
Armstrong,202,Commissioner of Agriculture,,REP,Sid Miller,8,0,17,25
Armstrong,301,Commissioner of Agriculture,,REP,Sid Miller,41,5,63,109
Armstrong,303,Commissioner of Agriculture,,REP,Sid Miller,0,0,22,22
Armstrong,401,Commissioner of Agriculture,,REP,Sid Miller,29,4,30,63
Armstrong,402,Commissioner of Agriculture,,REP,Sid Miller,18,3,45,66
Armstrong,404,Commissioner of Agriculture,,REP,Sid Miller,12,0,5,17
Armstrong,101,Commissioner of Agriculture,,DEM,Jim Hogan,5,3,6,14
Armstrong,201,Commissioner of Agriculture,,DEM,Jim Hogan,5,1,1,7
Armstrong,202,Commissioner of Agriculture,,DEM,Jim Hogan,1,0,3,4
Armstrong,301,Commissioner of Agriculture,,DEM,Jim Hogan,6,2,5,13
Armstrong,303,Commissioner of Agriculture,,DEM,Jim Hogan,0,1,2,3
Armstrong,401,Commissioner of Agriculture,,DEM,Jim Hogan,3,1,3,7
Armstrong,402,Commissioner of Agriculture,,DEM,Jim Hogan,2,2,0,4
Armstrong,404,Commissioner of Agriculture,,DEM,Jim Hogan,0,0,0,0
Armstrong,101,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,2,0,0,2
Armstrong,201,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,2,0,2,4
Armstrong,202,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,0,0,1,1
Armstrong,301,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,1,0,3,4
Armstrong,303,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,0,0,1,1
Armstrong,401,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,0,0,2,2
Armstrong,402,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,0,0,0,0
Armstrong,404,Commissioner of Agriculture,,LIB,David (Rocky) Palmquist,0,0,0,0
Armstrong,101,Commissioner of Agriculture,,GRN,Kenneth Kendrick,1,0,0,1
Armstrong,201,Commissioner of Agriculture,,GRN,Kenneth Kendrick,1,0,1,2
Armstrong,202,Commissioner of Agriculture,,GRN,Kenneth Kendrick,1,0,1,2
Armstrong,301,Commissioner of Agriculture,,GRN,Kenneth Kendrick,0,0,0,0
Armstrong,303,Commissioner of Agriculture,,GRN,Kenneth Kendrick,0,0,0,0
Armstrong,401,Commissioner of Agriculture,,GRN,Kenneth Kendrick,0,0,0,0
Armstrong,402,Commissioner of Agriculture,,GRN,Kenneth Kendrick,1,0,3,4
Armstrong,404,Commissioner of Agriculture,,GRN,Kenneth Kendrick,0,0,0,0
Armstrong,101,Railroad Commissioner,,REP,Ryan Sitton,32,7,80,119
Armstrong,201,Railroad Commissioner,,REP,Ryan Sitton,20,6,34,60
Armstrong,202,Railroad Commissioner,,REP,Ryan Sitton,8,0,16,24
Armstrong,301,Railroad Commissioner,,REP,Ryan Sitton,41,4,63,108
Armstrong,303,Railroad Commissioner,,REP,Ryan Sitton,0,0,22,22
Armstrong,401,Railroad Commissioner,,REP,Ryan Sitton,29,4,29,62
Armstrong,402,Railroad Commissioner,,REP,Ryan Sitton,18,3,44,65
Armstrong,404,Railroad Commissioner,,REP,Ryan Sitton,12,0,5,17
Armstrong,101,Railroad Commissioner,,DEM,Steve Brown,5,3,6,14
Armstrong,201,Railroad Commissioner,,DEM,Steve Brown,6,1,1,8
Armstrong,202,Railroad Commissioner,,DEM,Steve Brown,0,0,4,4
Armstrong,301,Railroad Commissioner,,DEM,Steve Brown,6,2,4,12
Armstrong,303,Railroad Commissioner,,DEM,Steve Brown,0,1,3,4
Armstrong,401,Railroad Commissioner,,DEM,Steve Brown,2,1,4,7
Armstrong,402,Railroad Commissioner,,DEM,Steve Brown,2,2,2,6
Armstrong,404,Railroad Commissioner,,DEM,Steve Brown,0,0,0,0
Armstrong,101,Railroad Commissioner,,LIB,Mark A. Miller,2,0,0,2
Armstrong,201,Railroad Commissioner,,LIB,Mark A. Miller,2,0,3,5
Armstrong,202,Railroad Commissioner,,LIB,Mark A. Miller,0,0,1,1
Armstrong,301,Railroad Commissioner,,LIB,Mark A. Miller,1,0,4,5
Armstrong,303,Railroad Commissioner,,LIB,Mark A. Miller,0,0,0,0
Armstrong,401,Railroad Commissioner,,LIB,Mark A. Miller,0,0,2,2
Armstrong,402,Railroad Commissioner,,LIB,Mark A. Miller,0,0,1,1
Armstrong,404,Railroad Commissioner,,LIB,Mark A. Miller,0,0,0,0
Armstrong,101,Railroad Commissioner,,GRN,Martina Salinas,0,0,0,0
Armstrong,201,Railroad Commissioner,,GRN,Martina Salinas,1,0,0,1
Armstrong,202,Railroad Commissioner,,GRN,Martina Salinas,2,0,0,2
Armstrong,301,Railroad Commissioner,,GRN,Martina Salinas,0,0,0,0
Armstrong,303,Railroad Commissioner,,GRN,Martina Salinas,0,0,0,0
Armstrong,401,Railroad Commissioner,,GRN,Martina Salinas,1,0,0,1
Armstrong,402,Railroad Commissioner,,GRN,Martina Salinas,1,0,1,2
Armstrong,404,Railroad Commissioner,,GRN,Martina Salinas,0,0,0,0
Armstrong,101,State Senate,31,REP,Kel Seliger,35,11,79,125
Armstrong,201,State Senate,31,REP,Kel Seliger,25,8,34,67
Armstrong,202,State Senate,31,REP,Kel Seliger,8,1,18,27
Armstrong,301,State Senate,31,REP,Kel Seliger,45,6,62,113
Armstrong,303,State Senate,31,REP,Kel Seliger,0,0,25,25
Armstrong,401,State Senate,31,REP,Kel Seliger,31,4,32,67
Armstrong,402,State Senate,31,REP,Kel Seliger,17,5,47,69
Armstrong,404,State Senate,31,REP,Kel Seliger,12,0,5,17
Armstrong,101,State Senate,31,LIB,Steven Gibson,3,0,8,11
Armstrong,201,State Senate,31,LIB,Steven Gibson,3,1,4,8
Armstrong,202,State Senate,31,LIB,Steven Gibson,1,0,3,4
Armstrong,301,State Senate,31,LIB,Steven Gibson,1,1,9,11
Armstrong,303,State Senate,31,LIB,Steven Gibson,0,1,0,1
Armstrong,401,State Senate,31,LIB,Steven Gibson,1,1,3,5
Armstrong,402,State Senate,31,LIB,Steven Gibson,2,0,2,4
Armstrong,404,State Senate,31,LIB,Steven Gibson,0,0,0,0
Armstrong,101,State Representative,31,REP,Ken King,36,8,86,130
Armstrong,201,State Representative,31,REP,Ken King,25,7,36,68
Armstrong,202,State Representative,31,REP,Ken King,8,0,18,26
Armstrong,301,State Representative,31,REP,Ken King,44,5,68,117
Armstrong,303,State Representative,31,REP,Ken King,0,1,24,25
Armstrong,401,State Representative,31,REP,Ken King,31,4,32,67
Armstrong,402,State Representative,31,REP,Ken King,18,5,48,71
Armstrong,404,State Representative,31,REP,Ken King,12,0,5,17
Armstrong,101,State Representative,31,LIB,Kerry McKennon,3,0,2,5
Armstrong,201,State Representative,31,LIB,Kerry McKennon,2,1,2,5
Armstrong,202,State Representative,31,LIB,Kerry McKennon,1,0,3,4
Armstrong,301,State Representative,31,LIB,Kerry McKennon,2,1,3,6
Armstrong,303,State Representative,31,LIB,Kerry McKennon,0,0,0,0
Armstrong,401,State Representative,31,LIB,Kerry McKennon,1,1,3,5
Armstrong,402,State Representative,31,LIB,Kerry McKennon,1,0,1,2
Armstrong,404,State Representative,31,LIB,Kerry McKennon,0,0,0,0
