county,precinct,office,district,candidate,party,votes,early_voting,election_day
Yoakum,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,278,148,130
Yoakum,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,21,14,7
Yoakum,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,5,4,1
Yoakum,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,269,143,126
Yoakum,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,22,13,9
Yoakum,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,4,2,2
Yoakum,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,279,149,130
Yoakum,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,11,7,4
Yoakum,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,4,2,2
Yoakum,PRECINCT 101,State Senate,31,Kel Seliger,REP,275,149,126
Yoakum,PRECINCT 101,State Senate,31,Steven Gibson,LIB,18,10,8
Yoakum,PRECINCT 101,State Representative,88,Ken King ,REP,279,149,130
Yoakum,PRECINCT 101,State Representative,88,Kerry McKennon.,LIB,13,7,6
Yoakum,PRECINCT 101,"Chief Justice, 7th Court of Appeals Dist",,Brian Quinn,REP,282,149,133
Yoakum,PRECINCT 101,"Criminal DIST Attorney, Yoakum County",,Bill Helwig,REP,284,150,134
Yoakum,PRECINCT 101,County Judge,,Jim Barron,REP,286,153,133
Yoakum,PRECINCT 101,District Clerk,,Sandra Roblez,REP,282,152,130
Yoakum,PRECINCT 101,County Clerk,,"Deborah "" Debbie"" L. Rushing ",REP,286,153,133
Yoakum,PRECINCT 101,County Treasurer,,Barbara Wright,REP,288,154,134
Yoakum,PRECINCT 101,"Justice of the Peace, Precinct No. 2",,Troy Scott,REP,286,152,134
Yoakum,PRECINCT 101,Constitutional Amendment Election,,FOR,,209,106,103
Yoakum,PRECINCT 101,Constitutional Amendment Election,,AGAINST,,47,25,22
Yoakum,PRECINCT 202,REGISTERED VOTERS,,,,"1,015",,
Yoakum,PRECINCT 202,BALLOTS CAST,,,,294,156,138
Yoakum,PRECINCT 202,Straight Party,,Republican,REP,169,89,80
Yoakum,PRECINCT 202,Straight Party,,Democratic,DEM,7,3,4
Yoakum,PRECINCT 202,Straight Party,,Libertarian,LIB,2,1,1
Yoakum,PRECINCT 202,Straight Party,,Green,GRN,0,0,0
Yoakum,PRECINCT 202,U.S. Senate,,John Cornyn,REP,273,146,127
Yoakum,PRECINCT 202,U.S. Senate,,David M. Alameel,DEM,13,8,5
Yoakum,PRECINCT 202,U.S. Senate,,Rebecca Paddock,LIB,1,0,1
Yoakum,PRECINCT 202,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,1,1,0
Yoakum,PRECINCT 202,U.S. Senate,,Write-ins,,0,0,0
Yoakum,PRECINCT 202,U.S. House,19,Randy Neugebauer,REP,270,140,130
Yoakum,PRECINCT 202,U.S. House,19,Neal Marchbanks,DEM,19,13,6
Yoakum,PRECINCT 202,U.S. House,19,Richard (Chip) Peterson,LIB,3,2,1
Yoakum,PRECINCT 202,U.S. House,19,Write-ins,,0,0,0
Yoakum,PRECINCT 202,Governor,,Greg Abbott,REP,275,145,130
Yoakum,PRECINCT 202,Governor,,Wendy R. Davis,DEM,18,11,7
Yoakum,PRECINCT 202,Governor,,Kathie Glass,LIB,1,0,1
Yoakum,PRECINCT 202,Governor,,Brandon Parmer,GRN,0,0,0
Yoakum,PRECINCT 202,Governor,,Write-ins,,0,0,0
Yoakum,PRECINCT 202,Lieutenant Governor,,Dan Patrick,REP,266,141,125
Yoakum,PRECINCT 202,Lieutenant Governor,,Leticia Van de Putte,DEM,19,11,8
Yoakum,PRECINCT 202,Lieutenant Governor,,Robert D. Butler,LIB,4,2,2
Yoakum,PRECINCT 202,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0
Yoakum,PRECINCT 202,Attorney General,,Ken Paxton,REP,266,143,123
Yoakum,PRECINCT 202,Attorney General,,Sam Houston,DEM,21,11,10
Yoakum,PRECINCT 202,Attorney General,,Jamie Balagia,LIB,4,2,2
Yoakum,PRECINCT 202,Attorney General,,Jamar Osborne,GRN,0,0,0
Yoakum,PRECINCT 202,Comptroller of Public Accounts,,Glenn Hegar,REP,265,140,125
Yoakum,PRECINCT 202,Comptroller of Public Accounts,,Mike Collier,DEM,18,12,6
Yoakum,PRECINCT 202,Comptroller of Public Accounts,,Ben Sanders,LIB,4,2,2
Yoakum,PRECINCT 202,Comptroller of Public Accounts,,Deb Shafto,GRN,2,0,2
Yoakum,PRECINCT 202,Commissioner of the General Land Office,,George P. Bush,REP,267,142,125
Yoakum,PRECINCT 202,Commissioner of the General Land Office,,John Cook ,DEM,19,12,7
Yoakum,PRECINCT 202,Commissioner of the General Land Office,,Justin Knight,LIB,5,2,3
Yoakum,PRECINCT 202,Commissioner of the General Land Office,,Valerie Alessi,GRN,1,0,1
Yoakum,PRECINCT 202,Commissioner of Agriculture,,Sid Miller,REP,261,140,121
Yoakum,PRECINCT 202,Commissioner of Agriculture,,Jim Hogan ,DEM,20,12,8
Yoakum,PRECINCT 202,Commissioner of Agriculture,,David (Rocky) Palmquist,LIB,4,1,3
Yoakum,PRECINCT 202,Commissioner of Agriculture,,Kenneth Kendrick,GRN,1,0,1
Yoakum,PRECINCT 202,Railroad Commissioner,,Ryan Sitton,REP,262,142,120
Yoakum,PRECINCT 202,Railroad Commissioner,,Steve Brown,DEM,18,10,8
Yoakum,PRECINCT 202,Railroad Commissioner,,Mark A. Miller.,LIB,5,1,4
Yoakum,PRECINCT 202,Railroad Commissioner,,Martina Salinas,GRN,2,1,1
Yoakum,PRECINCT 202,"Chief Justice, Supreme Court",,Nathan Hecht,REP,259,137,122
Yoakum,PRECINCT 202,"Chief Justice, Supreme Court",,William Moody,DEM,22,14,8
Yoakum,PRECINCT 202,"Chief Justice, Supreme Court",,Tom Oxford,LIB,4,2,2
Yoakum,PRECINCT 202,"Justice, Supreme Court, Place 6",,Jeff Brown,REP,268,143,125
Yoakum,PRECINCT 202,"Justice, Supreme Court, Place 6",,Lawrence Edward Meyers ,DEM,13,8,5
Yoakum,PRECINCT 202,"Justice, Supreme Court, Place 6",,Mark Ash. ,LIB,3,1,2
Yoakum,PRECINCT 202,"Justice, Supreme Court, Place 7",,Jeff Boyd ,REP,266,141,125
Yoakum,PRECINCT 202,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,14,9,5
Yoakum,PRECINCT 202,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,2,1,1
Yoakum,PRECINCT 202,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,2,1,1
Yoakum,PRECINCT 202,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,269,143,126
Yoakum,PRECINCT 202,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,5,4,1
Yoakum,PRECINCT 202,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,3,2,1
Yoakum,PRECINCT 202,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,264,139,125
Yoakum,PRECINCT 202,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,14,9,5
Yoakum,PRECINCT 202,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,5,3,2
Yoakum,PRECINCT 202,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,262,137,125
Yoakum,PRECINCT 202,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,12,9,3
Yoakum,PRECINCT 202,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,3,3,0
Yoakum,PRECINCT 202,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,269,143,126
Yoakum,PRECINCT 202,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,5,3,2
Yoakum,PRECINCT 202,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,4,3,1
Yoakum,PRECINCT 202,State Senate,31,Kel Seliger,REP,270,143,127
Yoakum,PRECINCT 202,State Senate,31,Steven Gibson,LIB,13,9,4
Yoakum,PRECINCT 202,State Representative,88,Ken King ,REP,272,145,127
Yoakum,PRECINCT 202,State Representative,88,Kerry McKennon.,LIB,9,6,3
Yoakum,PRECINCT 202,"Chief Justice, 7th Court of Appeals Dist",,Brian Quinn,REP,264,140,124
Yoakum,PRECINCT 202,"Criminal DIST Attorney, Yoakum County",,Bill Helwig,REP,266,141,125
Yoakum,PRECINCT 202,County Judge,,Jim Barron,REP,269,142,127
Yoakum,PRECINCT 202,District Clerk,,Sandra Roblez,REP,272,142,130
Yoakum,PRECINCT 202,County Clerk,,"Deborah "" Debbie"" L. Rushing ",REP,273,144,129
Yoakum,PRECINCT 202,County Treasurer,,Barbara Wright,REP,275,146,129
Yoakum,PRECINCT 202,"County Commissioner, Precinct No. 2",,Ray Marion,,273,146,127
Yoakum,PRECINCT 202,"Justice of the Peace, Precinct No. 2",,Troy Scott,,273,146,127
Yoakum,PRECINCT 202,Constitutional Amendment Election,,FOR,,194,102,92
Yoakum,PRECINCT 202,Constitutional Amendment Election,,AGAINST,,40,19,21
Yoakum,PRECINCT 303,REGISTERED VOTERS,,,,536,,
Yoakum,PRECINCT 303,BALLOTS CAST,,,,147,69,78
Yoakum,PRECINCT 303,Straight Party,,Republican,REP,54,25,29
Yoakum,PRECINCT 303,Straight Party,,Democratic,DEM,4,3,1
Yoakum,PRECINCT 303,Straight Party,,Libertarian,LIB,1,1,0
Yoakum,PRECINCT 303,Straight Party,,Green,GRN,0,0,0
Yoakum,PRECINCT 303,U.S. Senate,,John Cornyn,REP,125,56,69
Yoakum,PRECINCT 303,U.S. Senate,,David M. Alameel,DEM,8,6,2
Yoakum,PRECINCT 303,U.S. Senate,,Rebecca Paddock,LIB,7,4,3
Yoakum,PRECINCT 303,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,1,1,0
Yoakum,PRECINCT 303,U.S. Senate,,Write-ins,,0,0,0
Yoakum,PRECINCT 303,U.S. House,19,Randy Neugebauer,REP,121,55,66
Yoakum,PRECINCT 303,U.S. House,19,Neal Marchbanks,DEM,16,9,7
Yoakum,PRECINCT 303,U.S. House,19,Richard (Chip) Peterson,LIB,4,3,1
Yoakum,PRECINCT 303,U.S. House,19,Write-ins,,0,0,0
Yoakum,PRECINCT 303,Governor,,Greg Abbott,REP,135,60,75
Yoakum,PRECINCT 303,Governor,,Wendy R. Davis,DEM,10,7,3
Yoakum,PRECINCT 303,Governor,,Kathie Glass,LIB,0,0,0
Yoakum,PRECINCT 303,Governor,,Brandon Parmer,GRN,1,1,0
Yoakum,PRECINCT 303,Governor,,Write-ins,,1,1,0
Yoakum,PRECINCT 303,Lieutenant Governor,,Dan Patrick,REP,125,54,71
Yoakum,PRECINCT 303,Lieutenant Governor,,Leticia Van de Putte,DEM,11,9,2
Yoakum,PRECINCT 303,Lieutenant Governor,,Robert D. Butler,LIB,4,1,3
Yoakum,PRECINCT 303,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0
Yoakum,PRECINCT 303,Attorney General,,Ken Paxton,REP,119,53,66
Yoakum,PRECINCT 303,Attorney General,,Sam Houston,DEM,17,9,8
Yoakum,PRECINCT 303,Attorney General,,Jamie Balagia,LIB,2,1,1
Yoakum,PRECINCT 303,Attorney General,,Jamar Osborne,GRN,1,0,1
Yoakum,PRECINCT 303,Comptroller of Public Accounts,,Glenn Hegar,REP,114,51,63
Yoakum,PRECINCT 303,Comptroller of Public Accounts,,Mike Collier,DEM,15,9,6
Yoakum,PRECINCT 303,Comptroller of Public Accounts,,Ben Sanders,LIB,5,2,3
Yoakum,PRECINCT 303,Comptroller of Public Accounts,,Deb Shafto,GRN,3,3,0
Yoakum,PRECINCT 303,Commissioner of the General Land Office,,George P. Bush,REP,121,54,67
Yoakum,PRECINCT 303,Commissioner of the General Land Office,,John Cook ,DEM,11,8,3
Yoakum,PRECINCT 303,Commissioner of the General Land Office,,Justin Knight,LIB,7,3,4
Yoakum,PRECINCT 303,Commissioner of the General Land Office,,Valerie Alessi,GRN,0,0,0
Yoakum,PRECINCT 303,Commissioner of Agriculture,,Sid Miller,REP,120,54,66
Yoakum,PRECINCT 303,Commissioner of Agriculture,,Jim Hogan ,DEM,11,7,4
Yoakum,PRECINCT 303,Commissioner of Agriculture,,David (Rocky) Palmquist,LIB,6,2,4
Yoakum,PRECINCT 303,Commissioner of Agriculture,,Kenneth Kendrick,GRN,1,0,1
Yoakum,PRECINCT 303,Railroad Commissioner,,Ryan Sitton,REP,114,52,62
Yoakum,PRECINCT 303,Railroad Commissioner,,Steve Brown,DEM,12,7,5
Yoakum,PRECINCT 303,Railroad Commissioner,,Mark A. Miller.,LIB,7,1,6
Yoakum,PRECINCT 303,Railroad Commissioner,,Martina Salinas,GRN,4,4,0
Yoakum,PRECINCT 303,"Chief Justice, Supreme Court",,Nathan Hecht,REP,115,51,64
Yoakum,PRECINCT 303,"Chief Justice, Supreme Court",,William Moody,DEM,15,12,3
Yoakum,PRECINCT 303,"Chief Justice, Supreme Court",,Tom Oxford,LIB,6,1,5
Yoakum,PRECINCT 303,"Justice, Supreme Court, Place 6",,Jeff Brown,REP,116,52,64
Yoakum,PRECINCT 303,"Justice, Supreme Court, Place 6",,Lawrence Edward Meyers ,DEM,12,8,4
Yoakum,PRECINCT 303,"Justice, Supreme Court, Place 6",,Mark Ash. ,LIB,6,2,4
Yoakum,PRECINCT 303,"Justice, Supreme Court, Place 7",,Jeff Boyd ,REP,116,52,64
Yoakum,PRECINCT 303,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,12,8,4
Yoakum,PRECINCT 303,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,4,1,3
Yoakum,PRECINCT 303,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,1,1,0
Yoakum,PRECINCT 303,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,118,52,66
Yoakum,PRECINCT 303,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,8,4,4
Yoakum,PRECINCT 303,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,4,4,0
Yoakum,PRECINCT 303,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,112,48,64
Yoakum,PRECINCT 303,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,14,10,4
Yoakum,PRECINCT 303,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,7,3,4
Yoakum,PRECINCT 303,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,117,54,63
Yoakum,PRECINCT 303,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,8,3,5
Yoakum,PRECINCT 303,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,2,1,1
Yoakum,PRECINCT 303,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,118,52,66
Yoakum,PRECINCT 303,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,7,4,3
Yoakum,PRECINCT 303,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,2,2,0
Yoakum,PRECINCT 303,State Senate,31,Kel Seliger,REP,119,54,65
Yoakum,PRECINCT 303,State Senate,31,Steven Gibson,LIB,15,8,7
Yoakum,PRECINCT 303,State Representative,88,Ken King ,REP,118,54,64
Yoakum,PRECINCT 303,State Representative,88,Kerry McKennon.,LIB,11,6,5
Yoakum,PRECINCT 303,"Chief Justice, 7th Court of Appeals Dist",,Brian Quinn,REP,111,47,64
Yoakum,PRECINCT 303,"Criminal DIST Attorney, Yoakum County",,Bill Helwig,REP,119,55,64
Yoakum,PRECINCT 303,County Judge,,Jim Barron,REP,127,57,70
Yoakum,PRECINCT 303,District Clerk,,Sandra Roblez,REP,121,54,67
Yoakum,PRECINCT 303,County Clerk,,"Deborah "" Debbie"" L. Rushing ",REP,128,61,67
Yoakum,PRECINCT 303,County Treasurer,,Barbara Wright,REP,122,56,66
Yoakum,PRECINCT 303,"Justice of the Peace, Precinct No. 1",,Marc Traweek,,123,54,69
Yoakum,PRECINCT 303,Constitutional Amendment Election,,FOR,,97,49,48
Yoakum,PRECINCT 303,Constitutional Amendment Election,,AGAINST,,24,9,15
Yoakum,PRECINCT 404,REGISTERED VOTERS,,,,598,,
Yoakum,PRECINCT 404,BALLOTS CAST,,,,232,129,103
Yoakum,PRECINCT 404,Straight Party,,Republican,REP,86,40,46
Yoakum,PRECINCT 404,Straight Party,,Democratic,DEM,8,7,1
Yoakum,PRECINCT 404,Straight Party,,Libertarian,LIB,0,0,0
Yoakum,PRECINCT 404,Straight Party,,Green,GRN,0,0,0
Yoakum,PRECINCT 404,U.S. Senate,,John Cornyn,REP,199,109,90
Yoakum,PRECINCT 404,U.S. Senate,,David M. Alameel,DEM,19,12,7
Yoakum,PRECINCT 404,U.S. Senate,,Rebecca Paddock,LIB,2,1,1
Yoakum,PRECINCT 404,U.S. Senate,,"Emily ""Spicybrown"" Sanchez",GRN,2,0,2
Yoakum,PRECINCT 404,U.S. Senate,,Write-ins,,0,0,0
Yoakum,PRECINCT 404,U.S. House,19,Randy Neugebauer,REP,188,101,87
Yoakum,PRECINCT 404,U.S. House,19,Neal Marchbanks,DEM,27,17,10
Yoakum,PRECINCT 404,U.S. House,19,Richard (Chip) Peterson,LIB,6,3,3
Yoakum,PRECINCT 404,U.S. House,19,Write-ins,,0,0,0
Yoakum,PRECINCT 404,Governor,,Greg Abbott,REP,207,110,97
Yoakum,PRECINCT 404,Governor,,Wendy R. Davis,DEM,21,15,6
Yoakum,PRECINCT 404,Governor,,Kathie Glass,LIB,1,1,0
Yoakum,PRECINCT 404,Governor,,Brandon Parmer,GRN,0,0,0
Yoakum,PRECINCT 404,Governor,,Write-ins,,0,0,0
Yoakum,PRECINCT 404,Lieutenant Governor,,Dan Patrick,REP,187,100,87
Yoakum,PRECINCT 404,Lieutenant Governor,,Leticia Van de Putte,DEM,32,20,12
Yoakum,PRECINCT 404,Lieutenant Governor,,Robert D. Butler,LIB,4,4,0
Yoakum,PRECINCT 404,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0
Yoakum,PRECINCT 404,Attorney General,,Ken Paxton,REP,183,105,78
Yoakum,PRECINCT 404,Attorney General,,Sam Houston,DEM,35,19,16
Yoakum,PRECINCT 404,Attorney General,,Jamie Balagia,LIB,1,0,1
Yoakum,PRECINCT 404,Attorney General,,Jamar Osborne,GRN,0,0,0
Yoakum,PRECINCT 404,Comptroller of Public Accounts,,Glenn Hegar,REP,163,89,74
Yoakum,PRECINCT 404,Comptroller of Public Accounts,,Mike Collier,DEM,39,19,20
Yoakum,PRECINCT 404,Comptroller of Public Accounts,,Ben Sanders,LIB,6,6,0
Yoakum,PRECINCT 404,Comptroller of Public Accounts,,Deb Shafto,GRN,0,0,0
Yoakum,PRECINCT 404,Commissioner of the General Land Office,,George P. Bush,REP,189,103,86
Yoakum,PRECINCT 404,Commissioner of the General Land Office,,John Cook ,DEM,27,16,11
Yoakum,PRECINCT 404,Commissioner of the General Land Office,,Justin Knight,LIB,4,3,1
Yoakum,PRECINCT 404,Commissioner of the General Land Office,,Valerie Alessi,GRN,1,1,0
Yoakum,PRECINCT 404,Commissioner of Agriculture,,Sid Miller,REP,168,87,81
Yoakum,PRECINCT 404,Commissioner of Agriculture,,Jim Hogan ,DEM,35,24,11
Yoakum,PRECINCT 404,Commissioner of Agriculture,,David (Rocky) Palmquist,LIB,2,1,1
Yoakum,PRECINCT 404,Commissioner of Agriculture,,Kenneth Kendrick,GRN,4,2,2
Yoakum,PRECINCT 404,Railroad Commissioner,,Ryan Sitton,REP,171,91,80
Yoakum,PRECINCT 404,Railroad Commissioner,,Steve Brown,DEM,27,18,9
Yoakum,PRECINCT 404,Railroad Commissioner,,Mark A. Miller.,LIB,7,7,0
Yoakum,PRECINCT 404,Railroad Commissioner,,Martina Salinas,GRN,4,0,4
Yoakum,PRECINCT 404,"Chief Justice, Supreme Court",,Nathan Hecht,REP,163,87,76
Yoakum,PRECINCT 404,"Chief Justice, Supreme Court",,William Moody,DEM,29,14,15
Yoakum,PRECINCT 404,"Chief Justice, Supreme Court",,Tom Oxford,LIB,2,2,0
Yoakum,PRECINCT 404,"Justice, Supreme Court, Place 6",,Jeff Brown,REP,161,83,78
Yoakum,PRECINCT 404,"Justice, Supreme Court, Place 6",,Lawrence Edward Meyers ,DEM,22,14,8
Yoakum,PRECINCT 404,"Justice, Supreme Court, Place 6",,Mark Ash. ,LIB,5,3,2
Yoakum,PRECINCT 404,"Justice, Supreme Court, Place 7",,Jeff Boyd ,REP,158,81,77
Yoakum,PRECINCT 404,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,23,13,10
Yoakum,PRECINCT 404,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,6,5,1
Yoakum,PRECINCT 404,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,1,1,0
Yoakum,PRECINCT 404,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,170,88,82
Yoakum,PRECINCT 404,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,LIB,6,4,2
Yoakum,PRECINCT 404,"Justice, Supreme Court, Place 8",,Jim Chisolm,GRN,3,1,2
Yoakum,PRECINCT 404,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,152,80,72
Yoakum,PRECINCT 404,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,26,13,13
Yoakum,PRECINCT 404,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,5,4,1
Yoakum,PRECINCT 404,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,164,88,76
Yoakum,PRECINCT 404,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,13,6,7
Yoakum,PRECINCT 404,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,3,0,3
Yoakum,PRECINCT 404,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,167,86,81
Yoakum,PRECINCT 404,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,7,5,2
