county,precinct,office,district,party,candidate,early_votes,election_day,votes
Comanche,4,Straight Party,,,Green,0,0,0
Comanche,5,Straight Party,,,Green,1,0,1
Comanche,6,Straight Party,,,Green,0,1,1
Comanche,7,Straight Party,,,Green,0,1,1
Comanche,9,Straight Party,,,Green,0,0,0
Comanche,10,Straight Party,,,Green,0,0,0
Comanche,11,Straight Party,,,Green,0,1,1
Comanche,12,Straight Party,,,Green,0,1,1
Comanche,13,Straight Party,,,Green,0,0,0
Comanche,14,Straight Party,,,Green,0,1,1
Comanche,15,Straight Party,,,Green,0,1,1
Comanche,16,Straight Party,,,Green,0,0,0
Comanche,1,U.S. Senate,,REP,John Cornyn,265,182,447
Comanche,2,U.S. Senate,,REP,John Cornyn,217,197,414
Comanche,4,U.S. Senate,,REP,John Cornyn,14,21,35
Comanche,5,U.S. Senate,,REP,John Cornyn,115,78,193
Comanche,6,U.S. Senate,,REP,John Cornyn,67,76,143
Comanche,7,U.S. Senate,,REP,John Cornyn,33,62,95
Comanche,9,U.S. Senate,,REP,John Cornyn,33,27,60
Comanche,10,U.S. Senate,,REP,John Cornyn,20,87,107
Comanche,11,U.S. Senate,,REP,John Cornyn,54,93,147
Comanche,12,U.S. Senate,,REP,John Cornyn,158,301,459
Comanche,13,U.S. Senate,,REP,John Cornyn,48,68,116
Comanche,14,U.S. Senate,,REP,John Cornyn,13,21,34
Comanche,15,U.S. Senate,,REP,John Cornyn,67,88,155
Comanche,16,U.S. Senate,,REP,John Cornyn,25,23,48
Comanche,1,U.S. Senate,,DEM,David M. Alameel,54,34,88
Comanche,2,U.S. Senate,,DEM,David M. Alameel,22,22,44
Comanche,4,U.S. Senate,,DEM,David M. Alameel,1,6,7
Comanche,5,U.S. Senate,,DEM,David M. Alameel,16,7,23
Comanche,6,U.S. Senate,,DEM,David M. Alameel,10,6,16
Comanche,7,U.S. Senate,,DEM,David M. Alameel,6,9,15
Comanche,9,U.S. Senate,,DEM,David M. Alameel,6,2,8
Comanche,10,U.S. Senate,,DEM,David M. Alameel,11,11,22
Comanche,11,U.S. Senate,,DEM,David M. Alameel,7,37,44
Comanche,12,U.S. Senate,,DEM,David M. Alameel,44,75,119
Comanche,13,U.S. Senate,,DEM,David M. Alameel,11,5,16
Comanche,14,U.S. Senate,,DEM,David M. Alameel,2,5,7
Comanche,15,U.S. Senate,,DEM,David M. Alameel,9,6,15
Comanche,16,U.S. Senate,,DEM,David M. Alameel,0,1,1
Comanche,1,U.S. Senate,,LIB,Rebecca Paddock,12,11,23
Comanche,2,U.S. Senate,,LIB,Rebecca Paddock,10,3,13
Comanche,4,U.S. Senate,,LIB,Rebecca Paddock,1,0,1
Comanche,5,U.S. Senate,,LIB,Rebecca Paddock,7,1,8
Comanche,6,U.S. Senate,,LIB,Rebecca Paddock,2,3,5
Comanche,7,U.S. Senate,,LIB,Rebecca Paddock,1,3,4
Comanche,9,U.S. Senate,,LIB,Rebecca Paddock,0,2,2
Comanche,10,U.S. Senate,,LIB,Rebecca Paddock,0,5,5
Comanche,11,U.S. Senate,,LIB,Rebecca Paddock,0,3,3
Comanche,12,U.S. Senate,,LIB,Rebecca Paddock,3,12,15
Comanche,13,U.S. Senate,,LIB,Rebecca Paddock,0,2,2
Comanche,14,U.S. Senate,,LIB,Rebecca Paddock,0,0,0
Comanche,15,U.S. Senate,,LIB,Rebecca Paddock,4,5,9
Comanche,16,U.S. Senate,,LIB,Rebecca Paddock,0,1,1
Comanche,1,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,2,2
Comanche,2,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",2,0,2
Comanche,4,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0
Comanche,5,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",2,2,4
Comanche,6,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,1,1
Comanche,7,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,1,1
Comanche,9,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,1,1
Comanche,10,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0
Comanche,11,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,5,6
Comanche,12,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",1,3,4
Comanche,13,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,1,1
Comanche,14,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,1,1
Comanche,15,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,0,0
Comanche,16,U.S. Senate,,GRN,"Emily ""Spicybrown"" Sanchez",0,1,1
Comanche,1,U.S. Senate,,WRI,Mohammed Tahiro,0,1,1
Comanche,2,U.S. Senate,,WRI,Mohammed Tahiro,0,1,1
Comanche,4,U.S. Senate,,WRI,Mohammed Tahiro,0,0,0
Comanche,5,U.S. Senate,,WRI,Mohammed Tahiro,0,0,0
Comanche,6,U.S. Senate,,WRI,Mohammed Tahiro,0,0,0
Comanche,7,U.S. Senate,,WRI,Mohammed Tahiro,0,1,1
Comanche,9,U.S. Senate,,WRI,Mohammed Tahiro,0,0,0
Comanche,10,U.S. Senate,,WRI,Mohammed Tahiro,0,0,0
Comanche,11,U.S. Senate,,WRI,Mohammed Tahiro,0,0,0
Comanche,12,U.S. Senate,,WRI,Mohammed Tahiro,0,1,1
Comanche,13,U.S. Senate,,WRI,Mohammed Tahiro,0,0,0
Comanche,14,U.S. Senate,,WRI,Mohammed Tahiro,0,0,0
Comanche,15,U.S. Senate,,WRI,Mohammed Tahiro,0,0,0
Comanche,16,U.S. Senate,,WRI,Mohammed Tahiro,0,0,0
Comanche,1,U.S. House,11,REP,Mike Conaway,285,196,481
Comanche,2,U.S. House,11,REP,Mike Conaway,224,201,425
Comanche,4,U.S. House,11,REP,Mike Conaway,16,23,39
Comanche,5,U.S. House,11,REP,Mike Conaway,119,81,200
Comanche,6,U.S. House,11,REP,Mike Conaway,69,79,148
Comanche,7,U.S. House,11,REP,Mike Conaway,33,67,100
Comanche,9,U.S. House,11,REP,Mike Conaway,34,28,62
Comanche,10,U.S. House,11,REP,Mike Conaway,21,90,111
Comanche,11,U.S. House,11,REP,Mike Conaway,52,101,153
Comanche,12,U.S. House,11,REP,Mike Conaway,166,315,481
Comanche,13,U.S. House,11,REP,Mike Conaway,47,68,115
Comanche,14,U.S. House,11,REP,Mike Conaway,13,21,34
Comanche,15,U.S. House,11,REP,Mike Conaway,66,92,158
Comanche,16,U.S. House,11,REP,Mike Conaway,24,25,49
Comanche,1,U.S. House,11,LIB,Ryan T. Lange,21,21,42
Comanche,2,U.S. House,11,LIB,Ryan T. Lange,19,10,29
Comanche,4,U.S. House,11,LIB,Ryan T. Lange,0,1,1
Comanche,5,U.S. House,11,LIB,Ryan T. Lange,8,5,13
Comanche,6,U.S. House,11,LIB,Ryan T. Lange,2,4,6
Comanche,7,U.S. House,11,LIB,Ryan T. Lange,2,7,9
Comanche,9,U.S. House,11,LIB,Ryan T. Lange,1,5,6
Comanche,10,U.S. House,11,LIB,Ryan T. Lange,7,4,11
Comanche,11,U.S. House,11,LIB,Ryan T. Lange,8,18,26
Comanche,12,U.S. House,11,LIB,Ryan T. Lange,16,31,47
Comanche,13,U.S. House,11,LIB,Ryan T. Lange,3,5,8
Comanche,14,U.S. House,11,LIB,Ryan T. Lange,0,3,3
Comanche,15,U.S. House,11,LIB,Ryan T. Lange,14,5,19
Comanche,16,U.S. House,11,LIB,Ryan T. Lange,0,2,2
Comanche,1,Governor,,REP,Greg Abbott,266,184,450
Comanche,2,Governor,,REP,Greg Abbott,214,190,404
Comanche,4,Governor,,REP,Greg Abbott,16,22,38
Comanche,5,Governor,,REP,Greg Abbott,111,80,191
Comanche,6,Governor,,REP,Greg Abbott,66,77,143
Comanche,7,Governor,,REP,Greg Abbott,31,61,92
Comanche,9,Governor,,REP,Greg Abbott,28,27,55
Comanche,10,Governor,,REP,Greg Abbott,20,90,110
Comanche,11,Governor,,REP,Greg Abbott,52,94,146
Comanche,12,Governor,,REP,Greg Abbott,156,305,461
Comanche,13,Governor,,REP,Greg Abbott,48,68,116
Comanche,14,Governor,,REP,Greg Abbott,13,21,34
Comanche,15,Governor,,REP,Greg Abbott,71,92,163
Comanche,16,Governor,,REP,Greg Abbott,25,25,50
Comanche,1,Governor,,DEM,Wendy R. Davis,61,51,112
Comanche,2,Governor,,DEM,Wendy R. Davis,33,32,65
Comanche,4,Governor,,DEM,Wendy R. Davis,1,9,10
Comanche,5,Governor,,DEM,Wendy R. Davis,24,10,34
Comanche,6,Governor,,DEM,Wendy R. Davis,11,11,22
Comanche,7,Governor,,DEM,Wendy R. Davis,7,14,21
Comanche,9,Governor,,DEM,Wendy R. Davis,11,4,15
Comanche,10,Governor,,DEM,Wendy R. Davis,12,12,24
Comanche,11,Governor,,DEM,Wendy R. Davis,10,38,48
Comanche,12,Governor,,DEM,Wendy R. Davis,50,93,143
Comanche,13,Governor,,DEM,Wendy R. Davis,12,11,23
Comanche,14,Governor,,DEM,Wendy R. Davis,2,5,7
Comanche,15,Governor,,DEM,Wendy R. Davis,10,10,20
Comanche,16,Governor,,DEM,Wendy R. Davis,0,0,0
Comanche,1,Governor,,LIB,Kathie Glass,5,4,9
Comanche,2,Governor,,LIB,Kathie Glass,6,4,10
Comanche,4,Governor,,LIB,Kathie Glass,0,0,0
Comanche,5,Governor,,LIB,Kathie Glass,2,0,2
Comanche,6,Governor,,LIB,Kathie Glass,0,0,0
Comanche,7,Governor,,LIB,Kathie Glass,2,1,3
Comanche,9,Governor,,LIB,Kathie Glass,0,3,3
Comanche,10,Governor,,LIB,Kathie Glass,0,3,3
Comanche,11,Governor,,LIB,Kathie Glass,0,5,5
Comanche,12,Governor,,LIB,Kathie Glass,3,6,9
Comanche,13,Governor,,LIB,Kathie Glass,0,1,1
Comanche,14,Governor,,LIB,Kathie Glass,0,0,0
Comanche,15,Governor,,LIB,Kathie Glass,3,3,6
Comanche,16,Governor,,LIB,Kathie Glass,0,2,2
Comanche,1,Governor,,GRN,Brandon Parmer,2,1,3
Comanche,2,Governor,,GRN,Brandon Parmer,4,0,4
Comanche,4,Governor,,GRN,Brandon Parmer,0,0,0
Comanche,5,Governor,,GRN,Brandon Parmer,1,0,1
Comanche,6,Governor,,GRN,Brandon Parmer,2,1,3
Comanche,7,Governor,,GRN,Brandon Parmer,1,0,1
Comanche,9,Governor,,GRN,Brandon Parmer,0,1,1
Comanche,10,Governor,,GRN,Brandon Parmer,0,0,0
Comanche,11,Governor,,GRN,Brandon Parmer,0,5,5
Comanche,12,Governor,,GRN,Brandon Parmer,2,3,5
Comanche,13,Governor,,GRN,Brandon Parmer,0,0,0
Comanche,14,Governor,,GRN,Brandon Parmer,0,1,1
Comanche,15,Governor,,GRN,Brandon Parmer,0,0,0
Comanche,16,Governor,,GRN,Brandon Parmer,0,0,0
Comanche,1,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,2,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,4,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,5,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,6,Governor,,,Sarah M. Pavitt,0,1,1
Comanche,7,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,9,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,10,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,11,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,12,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,13,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,14,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,15,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,16,Governor,,,Sarah M. Pavitt,0,0,0
Comanche,1,Lieutenant Governor,,REP,Dan Patrick,263,176,439
Comanche,2,Lieutenant Governor,,REP,Dan Patrick,211,185,396
Comanche,4,Lieutenant Governor,,REP,Dan Patrick,16,22,38
Comanche,5,Lieutenant Governor,,REP,Dan Patrick,112,78,190
Comanche,6,Lieutenant Governor,,REP,Dan Patrick,64,77,141
Comanche,7,Lieutenant Governor,,REP,Dan Patrick,30,63,93
Comanche,9,Lieutenant Governor,,REP,Dan Patrick,33,26,59
Comanche,10,Lieutenant Governor,,REP,Dan Patrick,20,84,104
Comanche,11,Lieutenant Governor,,REP,Dan Patrick,52,96,148
Comanche,12,Lieutenant Governor,,REP,Dan Patrick,159,298,457
Comanche,13,Lieutenant Governor,,REP,Dan Patrick,48,63,111
Comanche,14,Lieutenant Governor,,REP,Dan Patrick,13,20,33
Comanche,15,Lieutenant Governor,,REP,Dan Patrick,71,89,160
Comanche,16,Lieutenant Governor,,REP,Dan Patrick,22,24,46
Comanche,1,Lieutenant Governor,,DEM,Leticia Van de Putte,58,50,108
Comanche,2,Lieutenant Governor,,DEM,Leticia Van de Putte,33,32,65
Comanche,4,Lieutenant Governor,,DEM,Leticia Van de Putte,1,7,8
Comanche,5,Lieutenant Governor,,DEM,Leticia Van de Putte,23,8,31
Comanche,6,Lieutenant Governor,,DEM,Leticia Van de Putte,13,10,23
Comanche,7,Lieutenant Governor,,DEM,Leticia Van de Putte,9,10,19
Comanche,9,Lieutenant Governor,,DEM,Leticia Van de Putte,5,3,8
Comanche,10,Lieutenant Governor,,DEM,Leticia Van de Putte,12,14,26
Comanche,11,Lieutenant Governor,,DEM,Leticia Van de Putte,9,38,47
Comanche,12,Lieutenant Governor,,DEM,Leticia Van de Putte,48,92,140
Comanche,13,Lieutenant Governor,,DEM,Leticia Van de Putte,12,8,20
Comanche,14,Lieutenant Governor,,DEM,Leticia Van de Putte,2,6,8
Comanche,15,Lieutenant Governor,,DEM,Leticia Van de Putte,10,10,20
Comanche,16,Lieutenant Governor,,DEM,Leticia Van de Putte,0,0,0
Comanche,1,Lieutenant Governor,,LIB,Robert D. Butler,13,10,23
Comanche,2,Lieutenant Governor,,LIB,Robert D. Butler,14,6,20
Comanche,4,Lieutenant Governor,,LIB,Robert D. Butler,0,1,1
Comanche,5,Lieutenant Governor,,LIB,Robert D. Butler,4,4,8
Comanche,6,Lieutenant Governor,,LIB,Robert D. Butler,1,1,2
Comanche,7,Lieutenant Governor,,LIB,Robert D. Butler,1,3,4
Comanche,9,Lieutenant Governor,,LIB,Robert D. Butler,1,4,5
Comanche,10,Lieutenant Governor,,LIB,Robert D. Butler,0,5,5
Comanche,11,Lieutenant Governor,,LIB,Robert D. Butler,1,6,7
Comanche,12,Lieutenant Governor,,LIB,Robert D. Butler,1,12,13
Comanche,13,Lieutenant Governor,,LIB,Robert D. Butler,0,5,5
Comanche,14,Lieutenant Governor,,LIB,Robert D. Butler,0,0,0
Comanche,15,Lieutenant Governor,,LIB,Robert D. Butler,2,2,4
Comanche,16,Lieutenant Governor,,LIB,Robert D. Butler,3,2,5
Comanche,1,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,2,2
Comanche,2,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,1,3
Comanche,4,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Comanche,5,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,1,2
Comanche,6,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,1,2
Comanche,7,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,1,2
Comanche,9,Lieutenant Governor,,GRN,Chandrakantha Courtney,1,1,2
Comanche,10,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,1,1
Comanche,11,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,3,3
Comanche,12,Lieutenant Governor,,GRN,Chandrakantha Courtney,2,1,3
Comanche,13,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,1,1
Comanche,14,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,1,1
Comanche,15,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,0,0
Comanche,16,Lieutenant Governor,,GRN,Chandrakantha Courtney,0,1,1
Comanche,1,Attorney General,,REP,Ken Paxton,263,188,451
Comanche,2,Attorney General,,REP,Ken Paxton,213,190,403
Comanche,4,Attorney General,,REP,Ken Paxton,15,22,37
Comanche,5,Attorney General,,REP,Ken Paxton,116,80,196
Comanche,6,Attorney General,,REP,Ken Paxton,64,77,141
Comanche,7,Attorney General,,REP,Ken Paxton,35,62,97
Comanche,9,Attorney General,,REP,Ken Paxton,28,27,55
Comanche,10,Attorney General,,REP,Ken Paxton,20,87,107
Comanche,11,Attorney General,,REP,Ken Paxton,50,96,146
Comanche,12,Attorney General,,REP,Ken Paxton,157,304,461
Comanche,13,Attorney General,,REP,Ken Paxton,48,66,114
Comanche,14,Attorney General,,REP,Ken Paxton,13,21,34
Comanche,15,Attorney General,,REP,Ken Paxton,72,90,162
Comanche,16,Attorney General,,REP,Ken Paxton,25,23,48
Comanche,1,Attorney General,,DEM,Sam Houston,65,44,109
Comanche,2,Attorney General,,DEM,Sam Houston,35,29,64
Comanche,4,Attorney General,,DEM,Sam Houston,2,7,9
Comanche,5,Attorney General,,DEM,Sam Houston,19,10,29
Comanche,6,Attorney General,,DEM,Sam Houston,14,10,24
Comanche,7,Attorney General,,DEM,Sam Houston,5,11,16
Comanche,9,Attorney General,,DEM,Sam Houston,9,4,13
Comanche,10,Attorney General,,DEM,Sam Houston,12,13,25
Comanche,11,Attorney General,,DEM,Sam Houston,12,38,50
Comanche,12,Attorney General,,DEM,Sam Houston,50,85,135
Comanche,13,Attorney General,,DEM,Sam Houston,12,8,20
Comanche,14,Attorney General,,DEM,Sam Houston,2,5,7
Comanche,15,Attorney General,,DEM,Sam Houston,8,7,15
Comanche,16,Attorney General,,DEM,Sam Houston,0,2,2
Comanche,1,Attorney General,,LIB,Jamie Balagia,7,6,13
Comanche,2,Attorney General,,LIB,Jamie Balagia,4,4,8
Comanche,4,Attorney General,,LIB,Jamie Balagia,0,1,1
Comanche,5,Attorney General,,LIB,Jamie Balagia,1,1,2
Comanche,6,Attorney General,,LIB,Jamie Balagia,0,1,1
Comanche,7,Attorney General,,LIB,Jamie Balagia,0,1,1
Comanche,9,Attorney General,,LIB,Jamie Balagia,3,4,7
Comanche,10,Attorney General,,LIB,Jamie Balagia,0,4,4
Comanche,11,Attorney General,,LIB,Jamie Balagia,0,3,3
Comanche,12,Attorney General,,LIB,Jamie Balagia,1,8,9
Comanche,13,Attorney General,,LIB,Jamie Balagia,0,3,3
Comanche,14,Attorney General,,LIB,Jamie Balagia,0,0,0
Comanche,15,Attorney General,,LIB,Jamie Balagia,2,3,5
Comanche,16,Attorney General,,LIB,Jamie Balagia,0,0,0
Comanche,1,Attorney General,,GRN,Jamar Osborne,1,0,1
Comanche,2,Attorney General,,GRN,Jamar Osborne,5,1,6
Comanche,4,Attorney General,,GRN,Jamar Osborne,0,1,1
Comanche,5,Attorney General,,GRN,Jamar Osborne,4,0,4
Comanche,6,Attorney General,,GRN,Jamar Osborne,1,1,2
Comanche,7,Attorney General,,GRN,Jamar Osborne,0,3,3
Comanche,9,Attorney General,,GRN,Jamar Osborne,0,0,0
Comanche,10,Attorney General,,GRN,Jamar Osborne,0,0,0
Comanche,11,Attorney General,,GRN,Jamar Osborne,0,3,3
Comanche,12,Attorney General,,GRN,Jamar Osborne,1,2,3
Comanche,13,Attorney General,,GRN,Jamar Osborne,0,0,0
Comanche,14,Attorney General,,GRN,Jamar Osborne,0,1,1
Comanche,15,Attorney General,,GRN,Jamar Osborne,1,1,2
Comanche,16,Attorney General,,GRN,Jamar Osborne,0,1,1
Comanche,1,Comptroller,,REP,Glenn Hegar,256,183,439
Comanche,2,Comptroller,,REP,Glenn Hegar,209,182,391
Comanche,4,Comptroller,,REP,Glenn Hegar,15,21,36
Comanche,5,Comptroller,,REP,Glenn Hegar,112,77,189
Comanche,6,Comptroller,,REP,Glenn Hegar,64,74,138
Comanche,7,Comptroller,,REP,Glenn Hegar,32,60,92
Comanche,9,Comptroller,,REP,Glenn Hegar,29,29,58
Comanche,10,Comptroller,,REP,Glenn Hegar,20,86,106
Comanche,11,Comptroller,,REP,Glenn Hegar,50,91,141
Comanche,12,Comptroller,,REP,Glenn Hegar,148,288,436
Comanche,13,Comptroller,,REP,Glenn Hegar,48,62,110
Comanche,14,Comptroller,,REP,Glenn Hegar,13,20,33
Comanche,15,Comptroller,,REP,Glenn Hegar,68,90,158
Comanche,16,Comptroller,,REP,Glenn Hegar,24,23,47
Comanche,1,Comptroller,,DEM,Mike Collier,64,45,109
Comanche,2,Comptroller,,DEM,Mike Collier,35,31,66
Comanche,4,Comptroller,,DEM,Mike Collier,1,7,8
Comanche,5,Comptroller,,DEM,Mike Collier,25,10,35
Comanche,6,Comptroller,,DEM,Mike Collier,13,11,24
Comanche,7,Comptroller,,DEM,Mike Collier,5,10,15
Comanche,9,Comptroller,,DEM,Mike Collier,9,3,12
Comanche,10,Comptroller,,DEM,Mike Collier,12,11,23
Comanche,11,Comptroller,,DEM,Mike Collier,11,41,52
Comanche,12,Comptroller,,DEM,Mike Collier,50,91,141
Comanche,13,Comptroller,,DEM,Mike Collier,12,10,22
Comanche,14,Comptroller,,DEM,Mike Collier,2,6,8
Comanche,15,Comptroller,,DEM,Mike Collier,10,8,18
Comanche,16,Comptroller,,DEM,Mike Collier,1,2,3
Comanche,1,Comptroller,,LIB,Ben Sanders,11,6,17
Comanche,2,Comptroller,,LIB,Ben Sanders,6,6,12
Comanche,4,Comptroller,,LIB,Ben Sanders,1,2,3
Comanche,5,Comptroller,,LIB,Ben Sanders,0,1,1
Comanche,6,Comptroller,,LIB,Ben Sanders,1,3,4
Comanche,7,Comptroller,,LIB,Ben Sanders,2,4,6
Comanche,9,Comptroller,,LIB,Ben Sanders,1,2,3
Comanche,10,Comptroller,,LIB,Ben Sanders,0,6,6
Comanche,11,Comptroller,,LIB,Ben Sanders,0,3,3
Comanche,12,Comptroller,,LIB,Ben Sanders,4,13,17
Comanche,13,Comptroller,,LIB,Ben Sanders,0,3,3
Comanche,14,Comptroller,,LIB,Ben Sanders,0,0,0
Comanche,15,Comptroller,,LIB,Ben Sanders,5,3,8
Comanche,16,Comptroller,,LIB,Ben Sanders,0,1,1
Comanche,1,Comptroller,,GRN,Deb Shafto,1,1,2
Comanche,2,Comptroller,,GRN,Deb Shafto,3,1,4
Comanche,4,Comptroller,,GRN,Deb Shafto,0,0,0
Comanche,5,Comptroller,,GRN,Deb Shafto,2,2,4
Comanche,6,Comptroller,,GRN,Deb Shafto,1,1,2
Comanche,7,Comptroller,,GRN,Deb Shafto,0,2,2
Comanche,9,Comptroller,,GRN,Deb Shafto,1,0,1
Comanche,10,Comptroller,,GRN,Deb Shafto,0,1,1
Comanche,11,Comptroller,,GRN,Deb Shafto,0,4,4
Comanche,12,Comptroller,,GRN,Deb Shafto,0,2,2
Comanche,13,Comptroller,,GRN,Deb Shafto,0,0,0
Comanche,14,Comptroller,,GRN,Deb Shafto,0,1,1
Comanche,15,Comptroller,,GRN,Deb Shafto,1,0,1
Comanche,16,Comptroller,,GRN,Deb Shafto,0,1,1
Comanche,1,Land Commissioner,,REP,George P. Bush,262,190,452
Comanche,2,Land Commissioner,,REP,George P. Bush,211,191,402
Comanche,4,Land Commissioner,,REP,George P. Bush,14,23,37
Comanche,5,Land Commissioner,,REP,George P. Bush,113,81,194
Comanche,6,Land Commissioner,,REP,George P. Bush,63,73,136
Comanche,7,Land Commissioner,,REP,George P. Bush,36,61,97
Comanche,9,Land Commissioner,,REP,George P. Bush,30,28,58
Comanche,10,Land Commissioner,,REP,George P. Bush,20,88,108
Comanche,11,Land Commissioner,,REP,George P. Bush,49,94,143
Comanche,12,Land Commissioner,,REP,George P. Bush,156,295,451
Comanche,13,Land Commissioner,,REP,George P. Bush,49,64,113
Comanche,14,Land Commissioner,,REP,George P. Bush,13,20,33
Comanche,15,Land Commissioner,,REP,George P. Bush,67,91,158
Comanche,16,Land Commissioner,,REP,George P. Bush,22,23,45
Comanche,1,Land Commissioner,,DEM,John Cook,55,43,98
Comanche,2,Land Commissioner,,DEM,John Cook,31,27,58
Comanche,4,Land Commissioner,,DEM,John Cook,2,7,9
Comanche,5,Land Commissioner,,DEM,John Cook,18,7,25
Comanche,6,Land Commissioner,,DEM,John Cook,11,10,21
Comanche,7,Land Commissioner,,DEM,John Cook,4,10,14
Comanche,9,Land Commissioner,,DEM,John Cook,7,5,12
Comanche,10,Land Commissioner,,DEM,John Cook,12,13,25
Comanche,11,Land Commissioner,,DEM,John Cook,10,37,47
Comanche,12,Land Commissioner,,DEM,John Cook,45,87,132
Comanche,13,Land Commissioner,,DEM,John Cook,10,8,18
Comanche,14,Land Commissioner,,DEM,John Cook,2,5,7
Comanche,15,Land Commissioner,,DEM,John Cook,8,9,17
Comanche,16,Land Commissioner,,DEM,John Cook,2,2,4
Comanche,1,Land Commissioner,,LIB,Justin Knight,13,3,16
Comanche,2,Land Commissioner,,LIB,Justin Knight,10,5,15
Comanche,4,Land Commissioner,,LIB,Justin Knight,1,1,2
Comanche,5,Land Commissioner,,LIB,Justin Knight,7,1,8
Comanche,6,Land Commissioner,,LIB,Justin Knight,3,4,7
Comanche,7,Land Commissioner,,LIB,Justin Knight,1,5,6
Comanche,9,Land Commissioner,,LIB,Justin Knight,3,2,5
Comanche,10,Land Commissioner,,LIB,Justin Knight,0,2,2
