county,precinct,candidate,party,office,district,early_voting,election_day,votes
Johnson,Pct4,Ken Paxton,REP,Attorney General,,678,808,1486
Johnson,Pct5,Ken Paxton,REP,Attorney General,,438,612,1050
Johnson,Pct6,Ken Paxton,REP,Attorney General,,43,101,144
Johnson,Pct7,Ken Paxton,REP,Attorney General,,819,981,1800
Johnson,Pct8,Ken Paxton,REP,Attorney General,,552,529,1081
Johnson,Pct9,Ken Paxton,REP,Attorney General,,164,154,318
Johnson,Pct10,Ken Paxton,REP,Attorney General,,339,339,678
Johnson,Pct11,Ken Paxton,REP,Attorney General,,579,606,1185
Johnson,Pct12,Ken Paxton,REP,Attorney General,,309,458,767
Johnson,Pct13,Ken Paxton,REP,Attorney General,,270,261,531
Johnson,Pct14,Ken Paxton,REP,Attorney General,,73,54,127
Johnson,Pct15,Ken Paxton,REP,Attorney General,,235,226,461
Johnson,Pct16,Ken Paxton,REP,Attorney General,,86,68,154
Johnson,Pct17,Ken Paxton,REP,Attorney General,,278,291,569
Johnson,Pct18,Ken Paxton,REP,Attorney General,,357,547,904
Johnson,Pct19,Ken Paxton,REP,Attorney General,,717,937,1654
Johnson,Pct20,Ken Paxton,REP,Attorney General,,80,59,139
Johnson,Pct21,Ken Paxton,REP,Attorney General,,159,225,384
Johnson,Pct22,Ken Paxton,REP,Attorney General,,513,353,866
Johnson,Pct23,Ken Paxton,REP,Attorney General,,358,180,538
Johnson,Pct24,Ken Paxton,REP,Attorney General,,149,161,310
Johnson,Pct25,Ken Paxton,REP,Attorney General,,204,71,275
Johnson,Pct26,Ken Paxton,REP,Attorney General,,230,174,404
Johnson,Pct27,Ken Paxton,REP,Attorney General,,269,329,598
Johnson,Pct28,Ken Paxton,REP,Attorney General,,195,300,495
Johnson,Pct29,Ken Paxton,REP,Attorney General,,131,131,262
Johnson,Pct30,Ken Paxton,REP,Attorney General,,189,67,256
Johnson,Pct31,Ken Paxton,REP,Attorney General,,148,150,298
Johnson,Pct32,Ken Paxton,REP,Attorney General,,345,445,790
Johnson,Pct33,Ken Paxton,REP,Attorney General,,172,110,282
Johnson,Pct34,Ken Paxton,REP,Attorney General,,200,324,524
Johnson,Pct35,Ken Paxton,REP,Attorney General,,516,655,1171
Johnson,Pct36,Ken Paxton,REP,Attorney General,,76,35,111
Johnson,Total,Ken Paxton,REP,Attorney General,,10804,11862,22666
Johnson,Pct1,Sam Houston,DEM,Attorney General,,17,13,30
Johnson,Pct2,Sam Houston,DEM,Attorney General,,97,123,220
Johnson,Pct3,Sam Houston,DEM,Attorney General,,93,123,216
Johnson,Pct4,Sam Houston,DEM,Attorney General,,176,252,428
Johnson,Pct5,Sam Houston,DEM,Attorney General,,84,152,236
Johnson,Pct6,Sam Houston,DEM,Attorney General,,7,13,20
Johnson,Pct7,Sam Houston,DEM,Attorney General,,147,232,379
Johnson,Pct8,Sam Houston,DEM,Attorney General,,184,183,367
Johnson,Pct9,Sam Houston,DEM,Attorney General,,29,37,66
Johnson,Pct10,Sam Houston,DEM,Attorney General,,121,109,230
Johnson,Pct11,Sam Houston,DEM,Attorney General,,114,146,260
Johnson,Pct12,Sam Houston,DEM,Attorney General,,64,100,164
Johnson,Pct13,Sam Houston,DEM,Attorney General,,58,47,105
Johnson,Pct14,Sam Houston,DEM,Attorney General,,3,12,15
Johnson,Pct15,Sam Houston,DEM,Attorney General,,50,47,97
Johnson,Pct16,Sam Houston,DEM,Attorney General,,16,10,26
Johnson,Pct17,Sam Houston,DEM,Attorney General,,91,103,194
Johnson,Pct18,Sam Houston,DEM,Attorney General,,92,141,233
Johnson,Pct19,Sam Houston,DEM,Attorney General,,180,256,436
Johnson,Pct20,Sam Houston,DEM,Attorney General,,58,48,106
Johnson,Pct21,Sam Houston,DEM,Attorney General,,36,56,92
Johnson,Pct22,Sam Houston,DEM,Attorney General,,137,93,230
Johnson,Pct23,Sam Houston,DEM,Attorney General,,105,43,148
Johnson,Pct24,Sam Houston,DEM,Attorney General,,38,44,82
Johnson,Pct25,Sam Houston,DEM,Attorney General,,54,32,86
Johnson,Pct26,Sam Houston,DEM,Attorney General,,39,39,78
Johnson,Pct27,Sam Houston,DEM,Attorney General,,53,62,115
Johnson,Pct28,Sam Houston,DEM,Attorney General,,59,62,121
Johnson,Pct29,Sam Houston,DEM,Attorney General,,21,22,43
Johnson,Pct30,Sam Houston,DEM,Attorney General,,39,14,53
Johnson,Pct31,Sam Houston,DEM,Attorney General,,32,26,58
Johnson,Pct32,Sam Houston,DEM,Attorney General,,74,89,163
Johnson,Pct33,Sam Houston,DEM,Attorney General,,34,21,55
Johnson,Pct34,Sam Houston,DEM,Attorney General,,51,89,140
Johnson,Pct35,Sam Houston,DEM,Attorney General,,109,120,229
Johnson,Pct36,Sam Houston,DEM,Attorney General,,25,48,73
Johnson,Total,Sam Houston,DEM,Attorney General,,2587,3007,5594
Johnson,Pct1,Jamie Balagia,LIB,Attorney General,,1,3,4
Johnson,Pct2,Jamie Balagia,LIB,Attorney General,,24,12,36
Johnson,Pct3,Jamie Balagia,LIB,Attorney General,,18,12,30
Johnson,Pct4,Jamie Balagia,LIB,Attorney General,,31,21,52
Johnson,Pct5,Jamie Balagia,LIB,Attorney General,,11,20,31
Johnson,Pct6,Jamie Balagia,LIB,Attorney General,,1,0,1
Johnson,Pct7,Jamie Balagia,LIB,Attorney General,,16,21,37
Johnson,Pct8,Jamie Balagia,LIB,Attorney General,,28,18,46
Johnson,Pct9,Jamie Balagia,LIB,Attorney General,,5,1,6
Johnson,Pct10,Jamie Balagia,LIB,Attorney General,,15,9,24
Johnson,Pct11,Jamie Balagia,LIB,Attorney General,,17,9,26
Johnson,Pct12,Jamie Balagia,LIB,Attorney General,,16,4,20
Johnson,Pct13,Jamie Balagia,LIB,Attorney General,,7,9,16
Johnson,Pct14,Jamie Balagia,LIB,Attorney General,,2,0,2
Johnson,Pct15,Jamie Balagia,LIB,Attorney General,,10,4,14
Johnson,Pct16,Jamie Balagia,LIB,Attorney General,,1,3,4
Johnson,Pct17,Jamie Balagia,LIB,Attorney General,,9,6,15
Johnson,Pct18,Jamie Balagia,LIB,Attorney General,,6,11,17
Johnson,Pct19,Jamie Balagia,LIB,Attorney General,,21,29,50
Johnson,Pct20,Jamie Balagia,LIB,Attorney General,,5,1,6
Johnson,Pct21,Jamie Balagia,LIB,Attorney General,,3,5,8
Johnson,Pct22,Jamie Balagia,LIB,Attorney General,,24,7,31
Johnson,Pct23,Jamie Balagia,LIB,Attorney General,,13,3,16
Johnson,Pct24,Jamie Balagia,LIB,Attorney General,,3,5,8
Johnson,Pct25,Jamie Balagia,LIB,Attorney General,,6,1,7
Johnson,Pct26,Jamie Balagia,LIB,Attorney General,,8,4,12
Johnson,Pct27,Jamie Balagia,LIB,Attorney General,,10,8,18
Johnson,Pct28,Jamie Balagia,LIB,Attorney General,,7,7,14
Johnson,Pct29,Jamie Balagia,LIB,Attorney General,,4,2,6
Johnson,Pct30,Jamie Balagia,LIB,Attorney General,,4,2,6
Johnson,Pct31,Jamie Balagia,LIB,Attorney General,,5,3,8
Johnson,Pct32,Jamie Balagia,LIB,Attorney General,,17,5,22
Johnson,Pct33,Jamie Balagia,LIB,Attorney General,,6,1,7
Johnson,Pct34,Jamie Balagia,LIB,Attorney General,,11,9,20
Johnson,Pct35,Jamie Balagia,LIB,Attorney General,,14,10,24
Johnson,Pct36,Jamie Balagia,LIB,Attorney General,,4,1,5
Johnson,Total,Jamie Balagia,LIB,Attorney General,,383,266,649
Johnson,Pct1,Jamar Osborne,GRN,Attorney General,,0,0,0
Johnson,Pct2,Jamar Osborne,GRN,Attorney General,,2,4,6
Johnson,Pct3,Jamar Osborne,GRN,Attorney General,,3,2,5
Johnson,Pct4,Jamar Osborne,GRN,Attorney General,,6,8,14
Johnson,Pct5,Jamar Osborne,GRN,Attorney General,,1,2,3
Johnson,Pct6,Jamar Osborne,GRN,Attorney General,,0,0,0
Johnson,Pct7,Jamar Osborne,GRN,Attorney General,,5,8,13
Johnson,Pct8,Jamar Osborne,GRN,Attorney General,,3,4,7
Johnson,Pct9,Jamar Osborne,GRN,Attorney General,,0,1,1
Johnson,Pct10,Jamar Osborne,GRN,Attorney General,,3,1,4
Johnson,Pct11,Jamar Osborne,GRN,Attorney General,,6,0,6
Johnson,Pct12,Jamar Osborne,GRN,Attorney General,,1,2,3
Johnson,Pct13,Jamar Osborne,GRN,Attorney General,,3,0,3
Johnson,Pct14,Jamar Osborne,GRN,Attorney General,,0,0,0
Johnson,Pct15,Jamar Osborne,GRN,Attorney General,,1,2,3
Johnson,Pct16,Jamar Osborne,GRN,Attorney General,,0,1,1
Johnson,Pct17,Jamar Osborne,GRN,Attorney General,,3,3,6
Johnson,Pct18,Jamar Osborne,GRN,Attorney General,,1,1,2
Johnson,Pct19,Jamar Osborne,GRN,Attorney General,,2,6,8
Johnson,Pct20,Jamar Osborne,GRN,Attorney General,,2,1,3
Johnson,Pct21,Jamar Osborne,GRN,Attorney General,,2,0,2
Johnson,Pct22,Jamar Osborne,GRN,Attorney General,,8,4,12
Johnson,Pct23,Jamar Osborne,GRN,Attorney General,,2,0,2
Johnson,Pct24,Jamar Osborne,GRN,Attorney General,,0,3,3
Johnson,Pct25,Jamar Osborne,GRN,Attorney General,,1,0,1
Johnson,Pct26,Jamar Osborne,GRN,Attorney General,,0,0,0
Johnson,Pct27,Jamar Osborne,GRN,Attorney General,,0,0,0
Johnson,Pct28,Jamar Osborne,GRN,Attorney General,,1,0,1
Johnson,Pct29,Jamar Osborne,GRN,Attorney General,,0,0,0
Johnson,Pct30,Jamar Osborne,GRN,Attorney General,,0,0,0
Johnson,Pct31,Jamar Osborne,GRN,Attorney General,,0,0,0
Johnson,Pct32,Jamar Osborne,GRN,Attorney General,,2,2,4
Johnson,Pct33,Jamar Osborne,GRN,Attorney General,,1,0,1
Johnson,Pct34,Jamar Osborne,GRN,Attorney General,,1,0,1
Johnson,Pct35,Jamar Osborne,GRN,Attorney General,,2,3,5
Johnson,Pct36,Jamar Osborne,GRN,Attorney General,,0,0,0
Johnson,Total,Jamar Osborne,GRN,Attorney General,,62,58,120
Johnson,Pct1,Glenn Hegar,REP,Comptroller Of Public Accounts,,72,54,126
Johnson,Pct2,Glenn Hegar,REP,Comptroller Of Public Accounts,,469,541,1010
Johnson,Pct3,Glenn Hegar,REP,Comptroller Of Public Accounts,,377,503,880
Johnson,Pct4,Glenn Hegar,REP,Comptroller Of Public Accounts,,671,793,1464
Johnson,Pct5,Glenn Hegar,REP,Comptroller Of Public Accounts,,432,596,1028
Johnson,Pct6,Glenn Hegar,REP,Comptroller Of Public Accounts,,42,98,140
Johnson,Pct7,Glenn Hegar,REP,Comptroller Of Public Accounts,,793,967,1760
Johnson,Pct8,Glenn Hegar,REP,Comptroller Of Public Accounts,,525,523,1048
Johnson,Pct9,Glenn Hegar,REP,Comptroller Of Public Accounts,,167,145,312
Johnson,Pct10,Glenn Hegar,REP,Comptroller Of Public Accounts,,329,338,667
Johnson,Pct11,Glenn Hegar,REP,Comptroller Of Public Accounts,,563,589,1152
Johnson,Pct12,Glenn Hegar,REP,Comptroller Of Public Accounts,,306,441,747
Johnson,Pct13,Glenn Hegar,REP,Comptroller Of Public Accounts,,269,249,518
Johnson,Pct14,Glenn Hegar,REP,Comptroller Of Public Accounts,,72,52,124
Johnson,Pct15,Glenn Hegar,REP,Comptroller Of Public Accounts,,233,224,457
Johnson,Pct16,Glenn Hegar,REP,Comptroller Of Public Accounts,,84,67,151
Johnson,Pct17,Glenn Hegar,REP,Comptroller Of Public Accounts,,270,285,555
Johnson,Pct18,Glenn Hegar,REP,Comptroller Of Public Accounts,,347,542,889
Johnson,Pct19,Glenn Hegar,REP,Comptroller Of Public Accounts,,696,942,1638
Johnson,Pct20,Glenn Hegar,REP,Comptroller Of Public Accounts,,77,62,139
Johnson,Pct21,Glenn Hegar,REP,Comptroller Of Public Accounts,,159,222,381
Johnson,Pct22,Glenn Hegar,REP,Comptroller Of Public Accounts,,517,341,858
Johnson,Pct23,Glenn Hegar,REP,Comptroller Of Public Accounts,,357,179,536
Johnson,Pct24,Glenn Hegar,REP,Comptroller Of Public Accounts,,144,153,297
Johnson,Pct25,Glenn Hegar,REP,Comptroller Of Public Accounts,,200,67,267
Johnson,Pct26,Glenn Hegar,REP,Comptroller Of Public Accounts,,232,171,403
Johnson,Pct27,Glenn Hegar,REP,Comptroller Of Public Accounts,,267,320,587
Johnson,Pct28,Glenn Hegar,REP,Comptroller Of Public Accounts,,189,298,487
Johnson,Pct29,Glenn Hegar,REP,Comptroller Of Public Accounts,,126,123,249
Johnson,Pct30,Glenn Hegar,REP,Comptroller Of Public Accounts,,185,65,250
Johnson,Pct31,Glenn Hegar,REP,Comptroller Of Public Accounts,,145,146,291
Johnson,Pct32,Glenn Hegar,REP,Comptroller Of Public Accounts,,334,435,769
Johnson,Pct33,Glenn Hegar,REP,Comptroller Of Public Accounts,,165,107,272
Johnson,Pct34,Glenn Hegar,REP,Comptroller Of Public Accounts,,191,319,510
Johnson,Pct35,Glenn Hegar,REP,Comptroller Of Public Accounts,,512,649,1161
Johnson,Pct36,Glenn Hegar,REP,Comptroller Of Public Accounts,,74,31,105
Johnson,Total,Glenn Hegar,REP,Comptroller Of Public Accounts,,10591,11637,22228
Johnson,Pct1,Mike Collier,DEM,Comptroller Of Public Accounts,,17,14,31
Johnson,Pct2,Mike Collier,DEM,Comptroller Of Public Accounts,,90,126,216
Johnson,Pct3,Mike Collier,DEM,Comptroller Of Public Accounts,,89,135,224
Johnson,Pct4,Mike Collier,DEM,Comptroller Of Public Accounts,,174,244,418
Johnson,Pct5,Mike Collier,DEM,Comptroller Of Public Accounts,,77,156,233
Johnson,Pct6,Mike Collier,DEM,Comptroller Of Public Accounts,,8,12,20
Johnson,Pct7,Mike Collier,DEM,Comptroller Of Public Accounts,,143,236,379
Johnson,Pct8,Mike Collier,DEM,Comptroller Of Public Accounts,,197,172,369
Johnson,Pct9,Mike Collier,DEM,Comptroller Of Public Accounts,,21,38,59
Johnson,Pct10,Mike Collier,DEM,Comptroller Of Public Accounts,,115,99,214
Johnson,Pct11,Mike Collier,DEM,Comptroller Of Public Accounts,,112,149,261
Johnson,Pct12,Mike Collier,DEM,Comptroller Of Public Accounts,,60,106,166
Johnson,Pct13,Mike Collier,DEM,Comptroller Of Public Accounts,,55,48,103
Johnson,Pct14,Mike Collier,DEM,Comptroller Of Public Accounts,,2,7,9
Johnson,Pct15,Mike Collier,DEM,Comptroller Of Public Accounts,,46,48,94
Johnson,Pct16,Mike Collier,DEM,Comptroller Of Public Accounts,,15,10,25
Johnson,Pct17,Mike Collier,DEM,Comptroller Of Public Accounts,,90,98,188
Johnson,Pct18,Mike Collier,DEM,Comptroller Of Public Accounts,,90,134,224
Johnson,Pct19,Mike Collier,DEM,Comptroller Of Public Accounts,,174,238,412
Johnson,Pct20,Mike Collier,DEM,Comptroller Of Public Accounts,,59,44,103
Johnson,Pct21,Mike Collier,DEM,Comptroller Of Public Accounts,,31,55,86
Johnson,Pct22,Mike Collier,DEM,Comptroller Of Public Accounts,,130,93,223
Johnson,Pct23,Mike Collier,DEM,Comptroller Of Public Accounts,,96,40,136
Johnson,Pct24,Mike Collier,DEM,Comptroller Of Public Accounts,,38,46,84
Johnson,Pct25,Mike Collier,DEM,Comptroller Of Public Accounts,,54,36,90
Johnson,Pct26,Mike Collier,DEM,Comptroller Of Public Accounts,,38,38,76
Johnson,Pct27,Mike Collier,DEM,Comptroller Of Public Accounts,,46,59,105
Johnson,Pct28,Mike Collier,DEM,Comptroller Of Public Accounts,,58,61,119
Johnson,Pct29,Mike Collier,DEM,Comptroller Of Public Accounts,,23,23,46
Johnson,Pct30,Mike Collier,DEM,Comptroller Of Public Accounts,,38,12,50
Johnson,Pct31,Mike Collier,DEM,Comptroller Of Public Accounts,,33,25,58
Johnson,Pct32,Mike Collier,DEM,Comptroller Of Public Accounts,,72,93,165
Johnson,Pct33,Mike Collier,DEM,Comptroller Of Public Accounts,,35,19,54
Johnson,Pct34,Mike Collier,DEM,Comptroller Of Public Accounts,,48,87,135
Johnson,Pct35,Mike Collier,DEM,Comptroller Of Public Accounts,,97,120,217
Johnson,Pct36,Mike Collier,DEM,Comptroller Of Public Accounts,,25,49,74
Johnson,Total,Mike Collier,DEM,Comptroller Of Public Accounts,,2496,2970,5466
Johnson,Pct1,Ben Sanders,LIB,Comptroller Of Public Accounts,,5,3,8
Johnson,Pct2,Ben Sanders,LIB,Comptroller Of Public Accounts,,29,15,44
Johnson,Pct3,Ben Sanders,LIB,Comptroller Of Public Accounts,,20,11,31
Johnson,Pct4,Ben Sanders,LIB,Comptroller Of Public Accounts,,41,31,72
Johnson,Pct5,Ben Sanders,LIB,Comptroller Of Public Accounts,,15,21,36
Johnson,Pct6,Ben Sanders,LIB,Comptroller Of Public Accounts,,1,1,2
Johnson,Pct7,Ben Sanders,LIB,Comptroller Of Public Accounts,,39,26,65
Johnson,Pct8,Ben Sanders,LIB,Comptroller Of Public Accounts,,32,29,61
Johnson,Pct9,Ben Sanders,LIB,Comptroller Of Public Accounts,,6,4,10
Johnson,Pct10,Ben Sanders,LIB,Comptroller Of Public Accounts,,22,20,42
Johnson,Pct11,Ben Sanders,LIB,Comptroller Of Public Accounts,,27,14,41
Johnson,Pct12,Ben Sanders,LIB,Comptroller Of Public Accounts,,17,11,28
Johnson,Pct13,Ben Sanders,LIB,Comptroller Of Public Accounts,,11,13,24
Johnson,Pct14,Ben Sanders,LIB,Comptroller Of Public Accounts,,3,5,8
Johnson,Pct15,Ben Sanders,LIB,Comptroller Of Public Accounts,,15,5,20
Johnson,Pct16,Ben Sanders,LIB,Comptroller Of Public Accounts,,3,3,6
Johnson,Pct17,Ben Sanders,LIB,Comptroller Of Public Accounts,,18,14,32
Johnson,Pct18,Ben Sanders,LIB,Comptroller Of Public Accounts,,11,15,26
Johnson,Pct19,Ben Sanders,LIB,Comptroller Of Public Accounts,,32,32,64
Johnson,Pct20,Ben Sanders,LIB,Comptroller Of Public Accounts,,9,2,11
Johnson,Pct21,Ben Sanders,LIB,Comptroller Of Public Accounts,,5,5,10
Johnson,Pct22,Ben Sanders,LIB,Comptroller Of Public Accounts,,25,19,44
Johnson,Pct23,Ben Sanders,LIB,Comptroller Of Public Accounts,,13,5,18
Johnson,Pct24,Ben Sanders,LIB,Comptroller Of Public Accounts,,7,9,16
Johnson,Pct25,Ben Sanders,LIB,Comptroller Of Public Accounts,,4,1,5
Johnson,Pct26,Ben Sanders,LIB,Comptroller Of Public Accounts,,5,5,10
Johnson,Pct27,Ben Sanders,LIB,Comptroller Of Public Accounts,,12,14,26
Johnson,Pct28,Ben Sanders,LIB,Comptroller Of Public Accounts,,11,8,19
Johnson,Pct29,Ben Sanders,LIB,Comptroller Of Public Accounts,,6,6,12
Johnson,Pct30,Ben Sanders,LIB,Comptroller Of Public Accounts,,8,6,14
Johnson,Pct31,Ben Sanders,LIB,Comptroller Of Public Accounts,,5,6,11
Johnson,Pct32,Ben Sanders,LIB,Comptroller Of Public Accounts,,21,6,27
Johnson,Pct33,Ben Sanders,LIB,Comptroller Of Public Accounts,,10,5,15
Johnson,Pct34,Ben Sanders,LIB,Comptroller Of Public Accounts,,18,11,29
Johnson,Pct35,Ben Sanders,LIB,Comptroller Of Public Accounts,,17,13,30
Johnson,Pct36,Ben Sanders,LIB,Comptroller Of Public Accounts,,3,2,5
Johnson,Total,Ben Sanders,LIB,Comptroller Of Public Accounts,,526,396,922
Johnson,Pct1,Deb Shafto,GRN,Comptroller Of Public Accounts,,0,0,0
Johnson,Pct2,Deb Shafto,GRN,Comptroller Of Public Accounts,,6,3,9
Johnson,Pct3,Deb Shafto,GRN,Comptroller Of Public Accounts,,5,2,7
Johnson,Pct4,Deb Shafto,GRN,Comptroller Of Public Accounts,,4,8,12
Johnson,Pct5,Deb Shafto,GRN,Comptroller Of Public Accounts,,7,6,13
Johnson,Pct6,Deb Shafto,GRN,Comptroller Of Public Accounts,,0,2,2
Johnson,Pct7,Deb Shafto,GRN,Comptroller Of Public Accounts,,8,11,19
Johnson,Pct8,Deb Shafto,GRN,Comptroller Of Public Accounts,,11,7,18
Johnson,Pct9,Deb Shafto,GRN,Comptroller Of Public Accounts,,1,4,5
Johnson,Pct10,Deb Shafto,GRN,Comptroller Of Public Accounts,,7,1,8
Johnson,Pct11,Deb Shafto,GRN,Comptroller Of Public Accounts,,7,1,8
Johnson,Pct12,Deb Shafto,GRN,Comptroller Of Public Accounts,,2,3,5
Johnson,Pct13,Deb Shafto,GRN,Comptroller Of Public Accounts,,3,1,4
Johnson,Pct14,Deb Shafto,GRN,Comptroller Of Public Accounts,,1,0,1
Johnson,Pct15,Deb Shafto,GRN,Comptroller Of Public Accounts,,1,1,2
Johnson,Pct16,Deb Shafto,GRN,Comptroller Of Public Accounts,,0,1,1
Johnson,Pct17,Deb Shafto,GRN,Comptroller Of Public Accounts,,4,5,9
Johnson,Pct18,Deb Shafto,GRN,Comptroller Of Public Accounts,,4,3,7
Johnson,Pct19,Deb Shafto,GRN,Comptroller Of Public Accounts,,6,11,17
Johnson,Pct20,Deb Shafto,GRN,Comptroller Of Public Accounts,,0,2,2
Johnson,Pct21,Deb Shafto,GRN,Comptroller Of Public Accounts,,4,4,8
Johnson,Pct22,Deb Shafto,GRN,Comptroller Of Public Accounts,,9,4,13
Johnson,Pct23,Deb Shafto,GRN,Comptroller Of Public Accounts,,7,1,8
Johnson,Pct24,Deb Shafto,GRN,Comptroller Of Public Accounts,,1,4,5
Johnson,Pct25,Deb Shafto,GRN,Comptroller Of Public Accounts,,4,0,4
Johnson,Pct26,Deb Shafto,GRN,Comptroller Of Public Accounts,,1,0,1
Johnson,Pct27,Deb Shafto,GRN,Comptroller Of Public Accounts,,3,2,5
Johnson,Pct28,Deb Shafto,GRN,Comptroller Of Public Accounts,,2,2,4
Johnson,Pct29,Deb Shafto,GRN,Comptroller Of Public Accounts,,1,1,2
Johnson,Pct30,Deb Shafto,GRN,Comptroller Of Public Accounts,,0,0,0
Johnson,Pct31,Deb Shafto,GRN,Comptroller Of Public Accounts,,1,2,3
Johnson,Pct32,Deb Shafto,GRN,Comptroller Of Public Accounts,,6,2,8
Johnson,Pct33,Deb Shafto,GRN,Comptroller Of Public Accounts,,2,0,2
Johnson,Pct34,Deb Shafto,GRN,Comptroller Of Public Accounts,,2,2,4
Johnson,Pct35,Deb Shafto,GRN,Comptroller Of Public Accounts,,8,3,11
Johnson,Pct36,Deb Shafto,GRN,Comptroller Of Public Accounts,,2,2,4
Johnson,Total,Deb Shafto,GRN,Comptroller Of Public Accounts,,130,101,231
Johnson,Pct1,George P. Bush,REP,Commissioner Of The General Land Office,,73,53,126
Johnson,Pct2,George P. Bush,REP,Commissioner Of The General Land Office,,486,556,1042
Johnson,Pct3,George P. Bush,REP,Commissioner Of The General Land Office,,394,516,910
Johnson,Pct4,George P. Bush,REP,Commissioner Of The General Land Office,,697,822,1519
Johnson,Pct5,George P. Bush,REP,Commissioner Of The General Land Office,,439,614,1053
Johnson,Pct6,George P. Bush,REP,Commissioner Of The General Land Office,,41,105,146
Johnson,Pct7,George P. Bush,REP,Commissioner Of The General Land Office,,829,979,1808
Johnson,Pct8,George P. Bush,REP,Commissioner Of The General Land Office,,554,529,1083
Johnson,Pct9,George P. Bush,REP,Commissioner Of The General Land Office,,163,157,320
Johnson,Pct10,George P. Bush,REP,Commissioner Of The General Land Office,,342,340,682
Johnson,Pct11,George P. Bush,REP,Commissioner Of The General Land Office,,578,597,1175
Johnson,Pct12,George P. Bush,REP,Commissioner Of The General Land Office,,311,455,766
Johnson,Pct13,George P. Bush,REP,Commissioner Of The General Land Office,,272,259,531
Johnson,Pct14,George P. Bush,REP,Commissioner Of The General Land Office,,72,57,129
Johnson,Pct15,George P. Bush,REP,Commissioner Of The General Land Office,,235,220,455
Johnson,Pct16,George P. Bush,REP,Commissioner Of The General Land Office,,86,66,152
Johnson,Pct17,George P. Bush,REP,Commissioner Of The General Land Office,,273,289,562
Johnson,Pct18,George P. Bush,REP,Commissioner Of The General Land Office,,358,544,902
Johnson,Pct19,George P. Bush,REP,Commissioner Of The General Land Office,,721,985,1706
Johnson,Pct20,George P. Bush,REP,Commissioner Of The General Land Office,,74,61,135
Johnson,Pct21,George P. Bush,REP,Commissioner Of The General Land Office,,159,230,389
Johnson,Pct22,George P. Bush,REP,Commissioner Of The General Land Office,,514,354,868
Johnson,Pct23,George P. Bush,REP,Commissioner Of The General Land Office,,365,180,545
Johnson,Pct24,George P. Bush,REP,Commissioner Of The General Land Office,,148,162,310
Johnson,Pct25,George P. Bush,REP,Commissioner Of The General Land Office,,208,70,278
Johnson,Pct26,George P. Bush,REP,Commissioner Of The General Land Office,,239,178,417
Johnson,Pct27,George P. Bush,REP,Commissioner Of The General Land Office,,284,331,615
Johnson,Pct28,George P. Bush,REP,Commissioner Of The General Land Office,,192,297,489
Johnson,Pct29,George P. Bush,REP,Commissioner Of The General Land Office,,129,130,259
Johnson,Pct30,George P. Bush,REP,Commissioner Of The General Land Office,,191,67,258
Johnson,Pct31,George P. Bush,REP,Commissioner Of The General Land Office,,146,145,291
Johnson,Pct32,George P. Bush,REP,Commissioner Of The General Land Office,,338,438,776
Johnson,Pct33,George P. Bush,REP,Commissioner Of The General Land Office,,165,103,268
Johnson,Pct34,George P. Bush,REP,Commissioner Of The General Land Office,,200,331,531
Johnson,Pct35,George P. Bush,REP,Commissioner Of The General Land Office,,518,659,1177
Johnson,Pct36,George P. Bush,REP,Commissioner Of The General Land Office,,78,35,113
Johnson,Total,George P. Bush,REP,Commissioner Of The General Land Office,,10872,11914,22786
Johnson,Pct1,John Cook,DEM,Commissioner Of The General Land Office,,18,13,31
Johnson,Pct2,John Cook,DEM,Commissioner Of The General Land Office,,82,113,195
Johnson,Pct3,John Cook,DEM,Commissioner Of The General Land Office,,79,111,190
Johnson,Pct4,John Cook,DEM,Commissioner Of The General Land Office,,156,224,380
Johnson,Pct5,John Cook,DEM,Commissioner Of The General Land Office,,74,149,223
Johnson,Pct6,John Cook,DEM,Commissioner Of The General Land Office,,9,8,17
Johnson,Pct7,John Cook,DEM,Commissioner Of The General Land Office,,124,215,339
Johnson,Pct8,John Cook,DEM,Commissioner Of The General Land Office,,175,161,336
Johnson,Pct9,John Cook,DEM,Commissioner Of The General Land Office,,23,32,55
Johnson,Pct10,John Cook,DEM,Commissioner Of The General Land Office,,104,105,209
Johnson,Pct11,John Cook,DEM,Commissioner Of The General Land Office,,109,136,245
Johnson,Pct12,John Cook,DEM,Commissioner Of The General Land Office,,55,95,150
Johnson,Pct13,John Cook,DEM,Commissioner Of The General Land Office,,54,45,99
Johnson,Pct14,John Cook,DEM,Commissioner Of The General Land Office,,2,8,10
Johnson,Pct15,John Cook,DEM,Commissioner Of The General Land Office,,49,43,92
Johnson,Pct16,John Cook,DEM,Commissioner Of The General Land Office,,16,10,26
Johnson,Pct17,John Cook,DEM,Commissioner Of The General Land Office,,90,101,191
Johnson,Pct18,John Cook,DEM,Commissioner Of The General Land Office,,86,138,224
Johnson,Pct19,John Cook,DEM,Commissioner Of The General Land Office,,165,199,364
Johnson,Pct20,John Cook,DEM,Commissioner Of The General Land Office,,63,46,109
Johnson,Pct21,John Cook,DEM,Commissioner Of The General Land Office,,33,48,81
Johnson,Pct22,John Cook,DEM,Commissioner Of The General Land Office,,129,80,209
Johnson,Pct23,John Cook,DEM,Commissioner Of The General Land Office,,96,37,133
Johnson,Pct24,John Cook,DEM,Commissioner Of The General Land Office,,32,39,71
Johnson,Pct25,John Cook,DEM,Commissioner Of The General Land Office,,48,33,81
