county,precinct,candidate,party,office,district,early_voting,election_day,votes
Johnson,Pct24,Green Party,,Straight Party,,0,0,0
Johnson,Pct25,Green Party,,Straight Party,,1,0,1
Johnson,Pct26,Green Party,,Straight Party,,0,0,0
Johnson,Pct27,Green Party,,Straight Party,,0,0,0
Johnson,Pct28,Green Party,,Straight Party,,0,0,0
Johnson,Pct29,Green Party,,Straight Party,,0,0,0
Johnson,Pct30,Green Party,,Straight Party,,0,0,0
Johnson,Pct31,Green Party,,Straight Party,,0,0,0
Johnson,Pct32,Green Party,,Straight Party,,0,0,0
Johnson,Pct33,Green Party,,Straight Party,,0,0,0
Johnson,Pct34,Green Party,,Straight Party,,1,0,1
Johnson,Pct35,Green Party,,Straight Party,,0,1,1
Johnson,Pct36,Green Party,,Straight Party,,0,0,0
Johnson,Total,Green Party,,Straight Party,,15,8,23
Johnson,Pct1,John Cornyn,REP,U.S. Senate,,78,52,130
Johnson,Pct2,John Cornyn,REP,U.S. Senate,,488,561,1049
Johnson,Pct3,John Cornyn,REP,U.S. Senate,,396,517,913
Johnson,Pct4,John Cornyn,REP,U.S. Senate,,696,834,1530
Johnson,Pct5,John Cornyn,REP,U.S. Senate,,448,618,1066
Johnson,Pct6,John Cornyn,REP,U.S. Senate,,43,102,145
Johnson,Pct7,John Cornyn,REP,U.S. Senate,,834,1001,1835
Johnson,Pct8,John Cornyn,REP,U.S. Senate,,553,534,1087
Johnson,Pct9,John Cornyn,REP,U.S. Senate,,172,153,325
Johnson,Pct10,John Cornyn,REP,U.S. Senate,,353,345,698
Johnson,Pct11,John Cornyn,REP,U.S. Senate,,587,614,1201
Johnson,Pct12,John Cornyn,REP,U.S. Senate,,314,472,786
Johnson,Pct13,John Cornyn,REP,U.S. Senate,,271,257,528
Johnson,Pct14,John Cornyn,REP,U.S. Senate,,75,56,131
Johnson,Pct15,John Cornyn,REP,U.S. Senate,,244,232,476
Johnson,Pct16,John Cornyn,REP,U.S. Senate,,85,65,150
Johnson,Pct17,John Cornyn,REP,U.S. Senate,,290,295,585
Johnson,Pct18,John Cornyn,REP,U.S. Senate,,364,559,923
Johnson,Pct19,John Cornyn,REP,U.S. Senate,,755,986,1741
Johnson,Pct20,John Cornyn,REP,U.S. Senate,,81,64,145
Johnson,Pct21,John Cornyn,REP,U.S. Senate,,161,231,392
Johnson,Pct22,John Cornyn,REP,U.S. Senate,,529,361,890
Johnson,Pct23,John Cornyn,REP,U.S. Senate,,375,181,556
Johnson,Pct24,John Cornyn,REP,U.S. Senate,,148,165,313
Johnson,Pct25,John Cornyn,REP,U.S. Senate,,207,70,277
Johnson,Pct26,John Cornyn,REP,U.S. Senate,,241,182,423
Johnson,Pct27,John Cornyn,REP,U.S. Senate,,274,332,606
Johnson,Pct28,John Cornyn,REP,U.S. Senate,,200,304,504
Johnson,Pct29,John Cornyn,REP,U.S. Senate,,132,129,261
Johnson,Pct30,John Cornyn,REP,U.S. Senate,,192,66,258
Johnson,Pct31,John Cornyn,REP,U.S. Senate,,147,149,296
Johnson,Pct32,John Cornyn,REP,U.S. Senate,,348,450,798
Johnson,Pct33,John Cornyn,REP,U.S. Senate,,175,109,284
Johnson,Pct34,John Cornyn,REP,U.S. Senate,,208,329,537
Johnson,Pct35,John Cornyn,REP,U.S. Senate,,535,661,1196
Johnson,Pct36,John Cornyn,REP,U.S. Senate,,80,38,118
Johnson,Total,John Cornyn,REP,U.S. Senate,,11079,12074,23153
Johnson,Pct1,David M. Alameel,DEM,U.S. Senate,,17,14,31
Johnson,Pct2,David M. Alameel,DEM,U.S. Senate,,84,110,194
Johnson,Pct3,David M. Alameel,DEM,U.S. Senate,,73,115,188
Johnson,Pct4,David M. Alameel,DEM,U.S. Senate,,156,219,375
Johnson,Pct5,David M. Alameel,DEM,U.S. Senate,,73,146,219
Johnson,Pct6,David M. Alameel,DEM,U.S. Senate,,6,8,14
Johnson,Pct7,David M. Alameel,DEM,U.S. Senate,,126,204,330
Johnson,Pct8,David M. Alameel,DEM,U.S. Senate,,174,155,329
Johnson,Pct9,David M. Alameel,DEM,U.S. Senate,,20,36,56
Johnson,Pct10,David M. Alameel,DEM,U.S. Senate,,99,98,197
Johnson,Pct11,David M. Alameel,DEM,U.S. Senate,,101,127,228
Johnson,Pct12,David M. Alameel,DEM,U.S. Senate,,51,86,137
Johnson,Pct13,David M. Alameel,DEM,U.S. Senate,,54,45,99
Johnson,Pct14,David M. Alameel,DEM,U.S. Senate,,1,6,7
Johnson,Pct15,David M. Alameel,DEM,U.S. Senate,,41,40,81
Johnson,Pct16,David M. Alameel,DEM,U.S. Senate,,15,9,24
Johnson,Pct17,David M. Alameel,DEM,U.S. Senate,,73,91,164
Johnson,Pct18,David M. Alameel,DEM,U.S. Senate,,80,124,204
Johnson,Pct19,David M. Alameel,DEM,U.S. Senate,,140,194,334
Johnson,Pct20,David M. Alameel,DEM,U.S. Senate,,55,44,99
Johnson,Pct21,David M. Alameel,DEM,U.S. Senate,,29,47,76
Johnson,Pct22,David M. Alameel,DEM,U.S. Senate,,115,73,188
Johnson,Pct23,David M. Alameel,DEM,U.S. Senate,,85,38,123
Johnson,Pct24,David M. Alameel,DEM,U.S. Senate,,33,37,70
Johnson,Pct25,David M. Alameel,DEM,U.S. Senate,,41,31,72
Johnson,Pct26,David M. Alameel,DEM,U.S. Senate,,34,32,66
Johnson,Pct27,David M. Alameel,DEM,U.S. Senate,,38,54,92
Johnson,Pct28,David M. Alameel,DEM,U.S. Senate,,50,53,103
Johnson,Pct29,David M. Alameel,DEM,U.S. Senate,,19,18,37
Johnson,Pct30,David M. Alameel,DEM,U.S. Senate,,32,12,44
Johnson,Pct31,David M. Alameel,DEM,U.S. Senate,,30,23,53
Johnson,Pct32,David M. Alameel,DEM,U.S. Senate,,63,80,143
Johnson,Pct33,David M. Alameel,DEM,U.S. Senate,,27,14,41
Johnson,Pct34,David M. Alameel,DEM,U.S. Senate,,40,73,113
Johnson,Pct35,David M. Alameel,DEM,U.S. Senate,,87,108,195
Johnson,Pct36,David M. Alameel,DEM,U.S. Senate,,16,42,58
Johnson,Total,David M. Alameel,DEM,U.S. Senate,,2178,2606,4784
Johnson,Pct1,Rebecca Paddock,LIB,U.S. Senate,,1,3,4
Johnson,Pct2,Rebecca Paddock,LIB,U.S. Senate,,23,19,42
Johnson,Pct3,Rebecca Paddock,LIB,U.S. Senate,,23,14,37
Johnson,Pct4,Rebecca Paddock,LIB,U.S. Senate,,39,26,65
Johnson,Pct5,Rebecca Paddock,LIB,U.S. Senate,,10,22,32
Johnson,Pct6,Rebecca Paddock,LIB,U.S. Senate,,1,4,5
Johnson,Pct7,Rebecca Paddock,LIB,U.S. Senate,,31,27,58
Johnson,Pct8,Rebecca Paddock,LIB,U.S. Senate,,32,42,74
Johnson,Pct9,Rebecca Paddock,LIB,U.S. Senate,,3,2,5
Johnson,Pct10,Rebecca Paddock,LIB,U.S. Senate,,18,12,30
Johnson,Pct11,Rebecca Paddock,LIB,U.S. Senate,,28,12,40
Johnson,Pct12,Rebecca Paddock,LIB,U.S. Senate,,20,8,28
Johnson,Pct13,Rebecca Paddock,LIB,U.S. Senate,,13,10,23
Johnson,Pct14,Rebecca Paddock,LIB,U.S. Senate,,3,3,6
Johnson,Pct15,Rebecca Paddock,LIB,U.S. Senate,,11,5,16
Johnson,Pct16,Rebecca Paddock,LIB,U.S. Senate,,3,3,6
Johnson,Pct17,Rebecca Paddock,LIB,U.S. Senate,,12,14,26
Johnson,Pct18,Rebecca Paddock,LIB,U.S. Senate,,11,15,26
Johnson,Pct19,Rebecca Paddock,LIB,U.S. Senate,,26,38,64
Johnson,Pct20,Rebecca Paddock,LIB,U.S. Senate,,5,1,6
Johnson,Pct21,Rebecca Paddock,LIB,U.S. Senate,,8,7,15
Johnson,Pct22,Rebecca Paddock,LIB,U.S. Senate,,31,15,46
Johnson,Pct23,Rebecca Paddock,LIB,U.S. Senate,,18,8,26
Johnson,Pct24,Rebecca Paddock,LIB,U.S. Senate,,8,9,17
Johnson,Pct25,Rebecca Paddock,LIB,U.S. Senate,,9,4,13
Johnson,Pct26,Rebecca Paddock,LIB,U.S. Senate,,6,2,8
Johnson,Pct27,Rebecca Paddock,LIB,U.S. Senate,,14,12,26
Johnson,Pct28,Rebecca Paddock,LIB,U.S. Senate,,14,11,25
Johnson,Pct29,Rebecca Paddock,LIB,U.S. Senate,,6,7,13
Johnson,Pct30,Rebecca Paddock,LIB,U.S. Senate,,9,4,13
Johnson,Pct31,Rebecca Paddock,LIB,U.S. Senate,,7,5,12
Johnson,Pct32,Rebecca Paddock,LIB,U.S. Senate,,16,6,22
Johnson,Pct33,Rebecca Paddock,LIB,U.S. Senate,,5,7,12
Johnson,Pct34,Rebecca Paddock,LIB,U.S. Senate,,12,13,25
Johnson,Pct35,Rebecca Paddock,LIB,U.S. Senate,,21,16,37
Johnson,Pct36,Rebecca Paddock,LIB,U.S. Senate,,8,2,10
Johnson,Total,Rebecca Paddock,LIB,U.S. Senate,,505,408,913
Johnson,Pct1,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,0,0,0
Johnson,Pct2,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,5,3,8
Johnson,Pct3,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,4,7,11
Johnson,Pct4,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,5,9,14
Johnson,Pct5,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,3,3,6
Johnson,Pct6,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,1,0,1
Johnson,Pct7,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,2,11,13
Johnson,Pct8,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,8,3,11
Johnson,Pct9,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,4,1,5
Johnson,Pct10,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,7,5,12
Johnson,Pct11,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,5,2,7
Johnson,Pct12,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,3,2,5
Johnson,Pct13,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,2,3,5
Johnson,Pct14,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,0,0,0
Johnson,Pct15,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,3,2,5
Johnson,Pct16,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,1,2,3
Johnson,Pct17,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,6,6,12
Johnson,Pct18,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,3,1,4
Johnson,Pct19,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,4,11,15
Johnson,Pct20,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,4,2,6
Johnson,Pct21,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,0,0,0
Johnson,Pct22,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,8,7,15
Johnson,Pct23,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,4,0,4
Johnson,Pct24,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,0,2,2
Johnson,Pct25,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,7,0,7
Johnson,Pct26,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,1,1,2
Johnson,Pct27,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,5,0,5
Johnson,Pct28,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,1,1,2
Johnson,Pct29,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,0,0,0
Johnson,Pct30,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,0,0,0
Johnson,Pct31,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,1,0,1
Johnson,Pct32,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,6,2,8
Johnson,Pct33,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,4,0,4
Johnson,Pct34,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,3,2,5
Johnson,Pct35,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,2,5,7
Johnson,Pct36,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,1,1,2
Johnson,Total,"Emily ""Spicybrown"" Sanchez",GRN,U.S. Senate,,113,94,207
Johnson,Pct1,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct2,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct3,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct4,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct5,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct6,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct7,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct8,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct9,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct10,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct11,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct12,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct13,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct14,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct15,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct16,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct17,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct18,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct19,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct20,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct21,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct22,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct23,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct24,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct25,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct26,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct27,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct28,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct29,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct30,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct31,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct32,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct33,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct34,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct35,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct36,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Total,Mohammed Tahiro,WI,U.S. Senate,,0,0,0
Johnson,Pct1,Roger Williams,REP,U.S. House,,78,55,133
Johnson,Pct2,Roger Williams,REP,U.S. House,25,499,565,1064
Johnson,Pct3,Roger Williams,REP,U.S. House,25,396,527,923
Johnson,Pct4,Roger Williams,REP,U.S. House,25,709,851,1560
Johnson,Pct5,Roger Williams,REP,U.S. House,25,453,623,1076
Johnson,Pct6,Roger Williams,REP,U.S. House,25,44,105,149
Johnson,Pct7,Roger Williams,REP,U.S. House,25,835,1013,1848
Johnson,Pct8,Roger Williams,REP,U.S. House,25,551,539,1090
Johnson,Pct9,Roger Williams,REP,U.S. House,25,176,156,332
Johnson,Pct10,Roger Williams,REP,U.S. House,25,354,347,701
Johnson,Pct11,Roger Williams,REP,U.S. House,25,597,619,1216
Johnson,Pct12,Roger Williams,REP,U.S. House,25,321,470,791
Johnson,Pct13,Roger Williams,REP,U.S. House,25,272,259,531
Johnson,Pct14,Roger Williams,REP,U.S. House,25,77,57,134
Johnson,Pct15,Roger Williams,REP,U.S. House,25,252,231,483
Johnson,Pct16,Roger Williams,REP,U.S. House,25,83,69,152
Johnson,Pct17,Roger Williams,REP,U.S. House,25,287,298,585
Johnson,Pct18,Roger Williams,REP,U.S. House,25,361,563,924
Johnson,Pct19,Roger Williams,REP,U.S. House,25,761,1012,1773
Johnson,Pct20,Roger Williams,REP,U.S. House,25,82,63,145
Johnson,Pct21,Roger Williams,REP,U.S. House,25,171,237,408
Johnson,Pct22,Roger Williams,REP,U.S. House,25,532,359,891
Johnson,Pct23,Roger Williams,REP,U.S. House,25,385,185,570
Johnson,Pct24,Roger Williams,REP,U.S. House,25,152,169,321
Johnson,Pct25,Roger Williams,REP,U.S. House,25,202,72,274
Johnson,Pct26,Roger Williams,REP,U.S. House,25,236,181,417
Johnson,Pct27,Roger Williams,REP,U.S. House,25,280,339,619
Johnson,Pct28,Roger Williams,REP,U.S. House,25,199,309,508
Johnson,Pct29,Roger Williams,REP,U.S. House,25,129,129,258
Johnson,Pct30,Roger Williams,REP,U.S. House,25,198,71,269
Johnson,Pct31,Roger Williams,REP,U.S. House,25,149,151,300
Johnson,Pct32,Roger Williams,REP,U.S. House,25,352,455,807
Johnson,Pct33,Roger Williams,REP,U.S. House,25,172,114,286
Johnson,Pct34,Roger Williams,REP,U.S. House,25,200,329,529
Johnson,Pct35,Roger Williams,REP,U.S. House,25,538,669,1207
Johnson,Pct36,Roger Williams,REP,U.S. House,25,80,36,116
Johnson,Total,Roger Williams,REP,U.S. House,25,11163,12227,23390
Johnson,Pct1,Marco Montoya,DEM,U.S. House,25,15,11,26
Johnson,Pct2,Marco Montoya,DEM,U.S. House,25,83,109,192
Johnson,Pct3,Marco Montoya,DEM,U.S. House,25,81,111,192
Johnson,Pct4,Marco Montoya,DEM,U.S. House,25,153,216,369
Johnson,Pct5,Marco Montoya,DEM,U.S. House,25,70,142,212
Johnson,Pct6,Marco Montoya,DEM,U.S. House,25,7,8,15
Johnson,Pct7,Marco Montoya,DEM,U.S. House,25,127,200,327
Johnson,Pct8,Marco Montoya,DEM,U.S. House,25,190,164,354
Johnson,Pct9,Marco Montoya,DEM,U.S. House,25,18,34,52
Johnson,Pct10,Marco Montoya,DEM,U.S. House,25,107,100,207
Johnson,Pct11,Marco Montoya,DEM,U.S. House,25,104,126,230
Johnson,Pct12,Marco Montoya,DEM,U.S. House,25,55,84,139
Johnson,Pct13,Marco Montoya,DEM,U.S. House,25,54,48,102
Johnson,Pct14,Marco Montoya,DEM,U.S. House,25,1,7,8
Johnson,Pct15,Marco Montoya,DEM,U.S. House,25,42,42,84
Johnson,Pct16,Marco Montoya,DEM,U.S. House,25,16,10,26
Johnson,Pct17,Marco Montoya,DEM,U.S. House,25,82,93,175
Johnson,Pct18,Marco Montoya,DEM,U.S. House,25,84,124,208
Johnson,Pct19,Marco Montoya,DEM,U.S. House,25,142,188,330
Johnson,Pct20,Marco Montoya,DEM,U.S. House,25,56,46,102
Johnson,Pct21,Marco Montoya,DEM,U.S. House,25,25,44,69
Johnson,Pct22,Marco Montoya,DEM,U.S. House,25,127,82,209
Johnson,Pct23,Marco Montoya,DEM,U.S. House,25,82,34,116
Johnson,Pct24,Marco Montoya,DEM,U.S. House,25,36,38,74
Johnson,Pct25,Marco Montoya,DEM,U.S. House,25,51,28,79
Johnson,Pct26,Marco Montoya,DEM,U.S. House,25,36,31,67
Johnson,Pct27,Marco Montoya,DEM,U.S. House,25,38,52,90
Johnson,Pct28,Marco Montoya,DEM,U.S. House,25,53,53,106
