county,precinct,office,district,party,candidate,election_day,early_voting,absentee,votes
Montague,3,Straight Party,,,DEMOCRATIC PARTY,21.0,15.0,3.0,39.0
Montague,3,Straight Party,,,LIBERTARIAN PARTY,2.0,1.0,0.0,3.0
Montague,3,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,4,Straight Party,,,REPUBLICAN PARTY,78.0,42.0,7.0,127.0
Montague,4,Straight Party,,,DEMOCRATIC PARTY,5.0,1.0,0.0,6.0
Montague,4,Straight Party,,,LIBERTARIAN PARTY,1.0,0.0,0.0,1.0
Montague,4,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,5,Straight Party,,,REPUBLICAN PARTY,143.0,73.0,31.0,247.0
Montague,5,Straight Party,,,DEMOCRATIC PARTY,16.0,9.0,0.0,25.0
Montague,5,Straight Party,,,LIBERTARIAN PARTY,3.0,1.0,1.0,5.0
Montague,5,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,6,Straight Party,,,REPUBLICAN PARTY,141.0,64.0,16.0,221.0
Montague,6,Straight Party,,,DEMOCRATIC PARTY,15.0,8.0,0.0,23.0
Montague,6,Straight Party,,,LIBERTARIAN PARTY,0.0,0.0,0.0,0.0
Montague,6,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,7,Straight Party,,,REPUBLICAN PARTY,201.0,61.0,12.0,274.0
Montague,7,Straight Party,,,DEMOCRATIC PARTY,25.0,4.0,1.0,30.0
Montague,7,Straight Party,,,LIBERTARIAN PARTY,4.0,0.0,0.0,4.0
Montague,7,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,8,Straight Party,,,REPUBLICAN PARTY,149.0,46.0,15.0,210.0
Montague,8,Straight Party,,,DEMOCRATIC PARTY,16.0,3.0,0.0,19.0
Montague,8,Straight Party,,,LIBERTARIAN PARTY,3.0,0.0,0.0,3.0
Montague,8,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,9,Straight Party,,,REPUBLICAN PARTY,203.0,94.0,32.0,329.0
Montague,9,Straight Party,,,DEMOCRATIC PARTY,41.0,21.0,1.0,63.0
Montague,9,Straight Party,,,LIBERTARIAN PARTY,3.0,2.0,0.0,5.0
Montague,9,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,10,Straight Party,,,REPUBLICAN PARTY,145.0,65.0,15.0,225.0
Montague,10,Straight Party,,,DEMOCRATIC PARTY,22.0,8.0,0.0,30.0
Montague,10,Straight Party,,,LIBERTARIAN PARTY,0.0,0.0,0.0,0.0
Montague,10,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,11,Straight Party,,,REPUBLICAN PARTY,162.0,86.0,13.0,261.0
Montague,11,Straight Party,,,DEMOCRATIC PARTY,12.0,8.0,5.0,25.0
Montague,11,Straight Party,,,LIBERTARIAN PARTY,1.0,1.0,0.0,2.0
Montague,11,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,12,Straight Party,,,REPUBLICAN PARTY,28.0,11.0,5.0,44.0
Montague,12,Straight Party,,,DEMOCRATIC PARTY,10.0,0.0,1.0,11.0
Montague,12,Straight Party,,,LIBERTARIAN PARTY,0.0,0.0,0.0,0.0
Montague,12,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,13,Straight Party,,,REPUBLICAN PARTY,170.0,83.0,21.0,274.0
Montague,13,Straight Party,,,DEMOCRATIC PARTY,15.0,10.0,2.0,27.0
Montague,13,Straight Party,,,LIBERTARIAN PARTY,0.0,0.0,0.0,0.0
Montague,13,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,14,Straight Party,,,REPUBLICAN PARTY,47.0,24.0,3.0,74.0
Montague,14,Straight Party,,,DEMOCRATIC PARTY,2.0,1.0,0.0,3.0
Montague,14,Straight Party,,,LIBERTARIAN PARTY,0.0,0.0,0.0,0.0
Montague,14,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,15,Straight Party,,,REPUBLICAN PARTY,70.0,36.0,5.0,111.0
Montague,15,Straight Party,,,DEMOCRATIC PARTY,11.0,7.0,0.0,18.0
Montague,15,Straight Party,,,LIBERTARIAN PARTY,1.0,0.0,0.0,1.0
Montague,15,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,16,Straight Party,,,REPUBLICAN PARTY,53.0,30.0,3.0,86.0
Montague,16,Straight Party,,,DEMOCRATIC PARTY,5.0,3.0,0.0,8.0
Montague,16,Straight Party,,,LIBERTARIAN PARTY,2.0,1.0,0.0,3.0
Montague,16,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,Totals:,Straight Party,,,REPUBLICAN PARTY,2232.0,1087.0,239.0,3558.0
Montague,Totals:,Straight Party,,,DEMOCRATIC PARTY,275.0,132.0,20.0,427.0
Montague,Totals:,Straight Party,,,LIBERTARIAN PARTY,21.0,7.0,1.0,29.0
Montague,Totals:,Straight Party,,,GREEN PARTY,0.0,0.0,0.0,0.0
Montague,2,U.S. Senate,,,John Cornyn,721.0,422.0,46.0,1189.0
Montague,2,U.S. Senate,,,David M. Alameel,98.0,59.0,7.0,164.0
Montague,2,U.S. Senate,,,Rebecca Paddock,17.0,8.0,0.0,25.0
Montague,2,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",3.0,1.0,1.0,5.0
Montague,2,U.S. Senate,,,WRITE-IN,2.0,2.0,0.0,4.0
Montague,3,U.S. Senate,,,John Cornyn,377.0,207.0,26.0,610.0
Montague,3,U.S. Senate,,,David M. Alameel,32.0,23.0,3.0,58.0
Montague,3,U.S. Senate,,,Rebecca Paddock,13.0,9.0,0.0,22.0
Montague,3,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",1.0,0.0,0.0,1.0
Montague,3,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,4,U.S. Senate,,,John Cornyn,117.0,56.0,7.0,180.0
Montague,4,U.S. Senate,,,David M. Alameel,9.0,5.0,0.0,14.0
Montague,4,U.S. Senate,,,Rebecca Paddock,2.0,2.0,1.0,5.0
Montague,4,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",3.0,0.0,0.0,3.0
Montague,4,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,5,U.S. Senate,,,John Cornyn,215.0,113.0,34.0,362.0
Montague,5,U.S. Senate,,,David M. Alameel,21.0,13.0,1.0,35.0
Montague,5,U.S. Senate,,,Rebecca Paddock,12.0,4.0,1.0,17.0
Montague,5,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",1.0,0.0,0.0,1.0
Montague,5,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,6,U.S. Senate,,,John Cornyn,221.0,106.0,19.0,346.0
Montague,6,U.S. Senate,,,David M. Alameel,20.0,9.0,2.0,31.0
Montague,6,U.S. Senate,,,Rebecca Paddock,12.0,4.0,1.0,17.0
Montague,6,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",0.0,0.0,0.0,0.0
Montague,6,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,7,U.S. Senate,,,John Cornyn,312.0,93.0,16.0,421.0
Montague,7,U.S. Senate,,,David M. Alameel,42.0,6.0,2.0,50.0
Montague,7,U.S. Senate,,,Rebecca Paddock,6.0,3.0,1.0,10.0
Montague,7,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",2.0,1.0,0.0,3.0
Montague,7,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,8,U.S. Senate,,,John Cornyn,227.0,59.0,19.0,305.0
Montague,8,U.S. Senate,,,David M. Alameel,29.0,8.0,0.0,37.0
Montague,8,U.S. Senate,,,Rebecca Paddock,9.0,2.0,0.0,11.0
Montague,8,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",0.0,0.0,0.0,0.0
Montague,8,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,9,U.S. Senate,,,John Cornyn,325.0,148.0,39.0,512.0
Montague,9,U.S. Senate,,,David M. Alameel,66.0,33.0,4.0,103.0
Montague,9,U.S. Senate,,,Rebecca Paddock,11.0,9.0,0.0,20.0
Montague,9,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",4.0,1.0,0.0,5.0
Montague,9,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,10,U.S. Senate,,,John Cornyn,250.0,104.0,20.0,374.0
Montague,10,U.S. Senate,,,David M. Alameel,38.0,14.0,3.0,55.0
Montague,10,U.S. Senate,,,Rebecca Paddock,8.0,3.0,0.0,11.0
Montague,10,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",2.0,1.0,0.0,3.0
Montague,10,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,11,U.S. Senate,,,John Cornyn,277.0,146.0,22.0,445.0
Montague,11,U.S. Senate,,,David M. Alameel,27.0,19.0,4.0,50.0
Montague,11,U.S. Senate,,,Rebecca Paddock,14.0,10.0,3.0,27.0
Montague,11,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",2.0,1.0,0.0,3.0
Montague,11,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,12,U.S. Senate,,,John Cornyn,41.0,11.0,6.0,58.0
Montague,12,U.S. Senate,,,David M. Alameel,12.0,0.0,1.0,13.0
Montague,12,U.S. Senate,,,Rebecca Paddock,1.0,1.0,0.0,2.0
Montague,12,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",0.0,0.0,0.0,0.0
Montague,12,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,13,U.S. Senate,,,John Cornyn,281.0,134.0,25.0,440.0
Montague,13,U.S. Senate,,,David M. Alameel,25.0,20.0,3.0,48.0
Montague,13,U.S. Senate,,,Rebecca Paddock,4.0,3.0,0.0,7.0
Montague,13,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",1.0,0.0,0.0,1.0
Montague,13,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,14,U.S. Senate,,,John Cornyn,73.0,33.0,3.0,109.0
Montague,14,U.S. Senate,,,David M. Alameel,2.0,1.0,0.0,3.0
Montague,14,U.S. Senate,,,Rebecca Paddock,1.0,0.0,0.0,1.0
Montague,14,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",0.0,0.0,0.0,0.0
Montague,14,U.S. Senate,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,15,U.S. Senate,,,John Cornyn,133.0,70.0,8.0,211.0
Montague,15,U.S. Senate,,,David M. Alameel,24.0,18.0,0.0,42.0
Montague,15,U.S. Senate,,,Rebecca Paddock,7.0,2.0,0.0,9.0
Montague,15,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",3.0,1.0,0.0,4.0
Montague,15,U.S. Senate,,,WRITE-IN,1.0,1.0,0.0,2.0
Montague,16,U.S. Senate,,,John Cornyn,83.0,52.0,3.0,138.0
Montague,16,U.S. Senate,,,David M. Alameel,8.0,5.0,0.0,13.0
Montague,16,U.S. Senate,,,Rebecca Paddock,7.0,5.0,0.0,12.0
Montague,16,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",0.0,0.0,0.0,0.0
Montague,16,U.S. Senate,,,WRITE-IN,1.0,0.0,0.0,1.0
Montague,Totals:,U.S. Senate,,,John Cornyn,3653.0,1754.0,293.0,5700.0
Montague,Totals:,U.S. Senate,,,David M. Alameel,453.0,233.0,30.0,716.0
Montague,Totals:,U.S. Senate,,,Rebecca Paddock,124.0,65.0,7.0,196.0
Montague,Totals:,U.S. Senate,,,"Emily ""Spicybrown"" Sanchez",22.0,6.0,1.0,29.0
Montague,Totals:,U.S. Senate,,,WRITE-IN,4.0,3.0,0.0,7.0
Montague,2,"US Representative, DIST 13",,,Mac Thornberry,730.0,429.0,45.0,1204.0
Montague,2,"US Representative, DIST 13",,,Mike Minter,94.0,55.0,9.0,158.0
Montague,2,"US Representative, DIST 13",,,Emily Pivoda,16.0,11.0,0.0,27.0
Montague,2,"US Representative, DIST 13",,,Don Cook,6.0,3.0,0.0,9.0
Montague,3,"US Representative, DIST 13",,,Mac Thornberry,381.0,209.0,26.0,616.0
Montague,3,"US Representative, DIST 13",,,Mike Minter,29.0,21.0,3.0,53.0
Montague,3,"US Representative, DIST 13",,,Emily Pivoda,9.0,6.0,0.0,15.0
Montague,3,"US Representative, DIST 13",,,Don Cook,7.0,2.0,0.0,9.0
Montague,4,"US Representative, DIST 13",,,Mac Thornberry,121.0,57.0,8.0,186.0
Montague,4,"US Representative, DIST 13",,,Mike Minter,8.0,5.0,0.0,13.0
Montague,4,"US Representative, DIST 13",,,Emily Pivoda,4.0,2.0,0.0,6.0
Montague,4,"US Representative, DIST 13",,,Don Cook,1.0,1.0,0.0,2.0
Montague,5,"US Representative, DIST 13",,,Mac Thornberry,219.0,113.0,34.0,366.0
Montague,5,"US Representative, DIST 13",,,Mike Minter,25.0,15.0,1.0,41.0
Montague,5,"US Representative, DIST 13",,,Emily Pivoda,8.0,2.0,1.0,11.0
Montague,5,"US Representative, DIST 13",,,Don Cook,2.0,2.0,0.0,4.0
Montague,6,"US Representative, DIST 13",,,Mac Thornberry,227.0,108.0,20.0,355.0
Montague,6,"US Representative, DIST 13",,,Mike Minter,19.0,9.0,1.0,29.0
Montague,6,"US Representative, DIST 13",,,Emily Pivoda,7.0,2.0,1.0,10.0
Montague,6,"US Representative, DIST 13",,,Don Cook,2.0,2.0,0.0,4.0
Montague,7,"US Representative, DIST 13",,,Mac Thornberry,315.0,94.0,18.0,427.0
Montague,7,"US Representative, DIST 13",,,Mike Minter,39.0,5.0,0.0,44.0
Montague,7,"US Representative, DIST 13",,,Emily Pivoda,7.0,2.0,0.0,9.0
Montague,7,"US Representative, DIST 13",,,Don Cook,1.0,1.0,0.0,2.0
Montague,8,"US Representative, DIST 13",,,Mac Thornberry,224.0,56.0,19.0,299.0
Montague,8,"US Representative, DIST 13",,,Mike Minter,31.0,9.0,0.0,40.0
Montague,8,"US Representative, DIST 13",,,Emily Pivoda,6.0,1.0,0.0,7.0
Montague,8,"US Representative, DIST 13",,,Don Cook,5.0,3.0,0.0,8.0
Montague,9,"US Representative, DIST 13",,,Mac Thornberry,338.0,155.0,39.0,532.0
Montague,9,"US Representative, DIST 13",,,Mike Minter,64.0,33.0,4.0,101.0
Montague,9,"US Representative, DIST 13",,,Emily Pivoda,10.0,8.0,0.0,18.0
Montague,9,"US Representative, DIST 13",,,Don Cook,0.0,0.0,0.0,0.0
Montague,10,"US Representative, DIST 13",,,Mac Thornberry,261.0,106.0,21.0,388.0
Montague,10,"US Representative, DIST 13",,,Mike Minter,40.0,17.0,1.0,58.0
Montague,10,"US Representative, DIST 13",,,Emily Pivoda,1.0,1.0,0.0,2.0
Montague,10,"US Representative, DIST 13",,,Don Cook,2.0,1.0,0.0,3.0
Montague,11,"US Representative, DIST 13",,,Mac Thornberry,287.0,150.0,24.0,461.0
Montague,11,"US Representative, DIST 13",,,Mike Minter,30.0,22.0,5.0,57.0
Montague,11,"US Representative, DIST 13",,,Emily Pivoda,8.0,6.0,1.0,15.0
Montague,11,"US Representative, DIST 13",,,Don Cook,3.0,1.0,0.0,4.0
Montague,12,"US Representative, DIST 13",,,Mac Thornberry,45.0,12.0,6.0,63.0
Montague,12,"US Representative, DIST 13",,,Mike Minter,10.0,0.0,1.0,11.0
Montague,12,"US Representative, DIST 13",,,Emily Pivoda,0.0,0.0,0.0,0.0
Montague,12,"US Representative, DIST 13",,,Don Cook,0.0,0.0,0.0,0.0
Montague,13,"US Representative, DIST 13",,,Mac Thornberry,285.0,136.0,26.0,447.0
Montague,13,"US Representative, DIST 13",,,Mike Minter,24.0,19.0,2.0,45.0
Montague,13,"US Representative, DIST 13",,,Emily Pivoda,5.0,4.0,0.0,9.0
Montague,13,"US Representative, DIST 13",,,Don Cook,1.0,0.0,0.0,1.0
Montague,14,"US Representative, DIST 13",,,Mac Thornberry,73.0,33.0,3.0,109.0
Montague,14,"US Representative, DIST 13",,,Mike Minter,3.0,1.0,0.0,4.0
Montague,14,"US Representative, DIST 13",,,Emily Pivoda,0.0,0.0,0.0,0.0
Montague,14,"US Representative, DIST 13",,,Don Cook,1.0,1.0,0.0,2.0
Montague,15,"US Representative, DIST 13",,,Mac Thornberry,135.0,74.0,6.0,215.0
Montague,15,"US Representative, DIST 13",,,Mike Minter,23.0,15.0,0.0,38.0
Montague,15,"US Representative, DIST 13",,,Emily Pivoda,7.0,3.0,0.0,10.0
Montague,15,"US Representative, DIST 13",,,Don Cook,4.0,0.0,2.0,6.0
Montague,16,"US Representative, DIST 13",,,Mac Thornberry,86.0,55.0,3.0,144.0
Montague,16,"US Representative, DIST 13",,,Mike Minter,9.0,6.0,0.0,15.0
Montague,16,"US Representative, DIST 13",,,Emily Pivoda,4.0,2.0,0.0,6.0
Montague,16,"US Representative, DIST 13",,,Don Cook,1.0,1.0,0.0,2.0
Montague,Totals:,"US Representative, DIST 13",,,Mac Thornberry,3727.0,1787.0,298.0,5812.0
Montague,Totals:,"US Representative, DIST 13",,,Mike Minter,448.0,232.0,27.0,707.0
Montague,Totals:,"US Representative, DIST 13",,,Emily Pivoda,92.0,50.0,3.0,145.0
Montague,Totals:,"US Representative, DIST 13",,,Don Cook,36.0,18.0,2.0,56.0
Montague,2,Governor,,,Greg Abbott,719.0,424.0,46.0,1189.0
Montague,2,Governor,,,Wendy R. Davis,116.0,67.0,7.0,190.0
Montague,2,Governor,,,Kathie Glass,12.0,8.0,0.0,20.0
Montague,2,Governor,,,Brandon Parmer,3.0,0.0,1.0,4.0
Montague,2,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,3,Governor,,,Greg Abbott,377.0,212.0,24.0,613.0
Montague,3,Governor,,,Wendy R. Davis,45.0,24.0,4.0,73.0
Montague,3,Governor,,,Kathie Glass,3.0,2.0,1.0,6.0
Montague,3,Governor,,,Brandon Parmer,1.0,1.0,0.0,2.0
Montague,3,Governor,,,WRITE-IN,1.0,0.0,0.0,1.0
Montague,4,Governor,,,Greg Abbott,118.0,57.0,8.0,183.0
Montague,4,Governor,,,Wendy R. Davis,12.0,7.0,0.0,19.0
Montague,4,Governor,,,Kathie Glass,3.0,0.0,0.0,3.0
Montague,4,Governor,,,Brandon Parmer,1.0,1.0,0.0,2.0
Montague,4,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,5,Governor,,,Greg Abbott,213.0,110.0,34.0,357.0
Montague,5,Governor,,,Wendy R. Davis,36.0,20.0,1.0,57.0
Montague,5,Governor,,,Kathie Glass,3.0,0.0,1.0,4.0
Montague,5,Governor,,,Brandon Parmer,2.0,2.0,0.0,4.0
Montague,5,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,6,Governor,,,Greg Abbott,227.0,108.0,20.0,355.0
Montague,6,Governor,,,Wendy R. Davis,27.0,12.0,3.0,42.0
Montague,6,Governor,,,Kathie Glass,5.0,3.0,0.0,8.0
Montague,6,Governor,,,Brandon Parmer,0.0,0.0,0.0,0.0
Montague,6,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,7,Governor,,,Greg Abbott,306.0,92.0,16.0,414.0
Montague,7,Governor,,,Wendy R. Davis,54.0,10.0,2.0,66.0
Montague,7,Governor,,,Kathie Glass,4.0,1.0,1.0,6.0
Montague,7,Governor,,,Brandon Parmer,1.0,0.0,0.0,1.0
Montague,7,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,8,Governor,,,Greg Abbott,222.0,58.0,19.0,299.0
Montague,8,Governor,,,Wendy R. Davis,38.0,10.0,0.0,48.0
Montague,8,Governor,,,Kathie Glass,4.0,0.0,0.0,4.0
Montague,8,Governor,,,Brandon Parmer,6.0,2.0,0.0,8.0
Montague,8,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,9,Governor,,,Greg Abbott,326.0,147.0,39.0,512.0
Montague,9,Governor,,,Wendy R. Davis,76.0,44.0,5.0,125.0
Montague,9,Governor,,,Kathie Glass,9.0,6.0,0.0,15.0
Montague,9,Governor,,,Brandon Parmer,0.0,0.0,0.0,0.0
Montague,9,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,10,Governor,,,Greg Abbott,251.0,107.0,19.0,377.0
Montague,10,Governor,,,Wendy R. Davis,52.0,18.0,2.0,72.0
Montague,10,Governor,,,Kathie Glass,3.0,0.0,0.0,3.0
Montague,10,Governor,,,Brandon Parmer,1.0,1.0,1.0,3.0
Montague,10,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,11,Governor,,,Greg Abbott,275.0,147.0,22.0,444.0
Montague,11,Governor,,,Wendy R. Davis,43.0,20.0,7.0,70.0
Montague,11,Governor,,,Kathie Glass,7.0,7.0,1.0,15.0
Montague,11,Governor,,,Brandon Parmer,2.0,2.0,0.0,4.0
Montague,11,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,12,Governor,,,Greg Abbott,39.0,12.0,6.0,57.0
Montague,12,Governor,,,Wendy R. Davis,15.0,0.0,1.0,16.0
Montague,12,Governor,,,Kathie Glass,1.0,0.0,0.0,1.0
Montague,12,Governor,,,Brandon Parmer,0.0,0.0,0.0,0.0
Montague,12,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,13,Governor,,,Greg Abbott,275.0,133.0,23.0,431.0
Montague,13,Governor,,,Wendy R. Davis,37.0,24.0,5.0,66.0
Montague,13,Governor,,,Kathie Glass,1.0,0.0,0.0,1.0
Montague,13,Governor,,,Brandon Parmer,1.0,0.0,0.0,1.0
Montague,13,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,14,Governor,,,Greg Abbott,72.0,32.0,3.0,107.0
Montague,14,Governor,,,Wendy R. Davis,3.0,2.0,0.0,5.0
Montague,14,Governor,,,Kathie Glass,2.0,1.0,0.0,3.0
Montague,14,Governor,,,Brandon Parmer,0.0,0.0,0.0,0.0
Montague,14,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,15,Governor,,,Greg Abbott,135.0,70.0,8.0,213.0
Montague,15,Governor,,,Wendy R. Davis,30.0,21.0,0.0,51.0
Montague,15,Governor,,,Kathie Glass,5.0,3.0,0.0,8.0
Montague,15,Governor,,,Brandon Parmer,0.0,0.0,0.0,0.0
Montague,15,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,16,Governor,,,Greg Abbott,84.0,53.0,3.0,140.0
Montague,16,Governor,,,Wendy R. Davis,10.0,6.0,0.0,16.0
Montague,16,Governor,,,Kathie Glass,5.0,4.0,0.0,9.0
Montague,16,Governor,,,Brandon Parmer,0.0,0.0,0.0,0.0
Montague,16,Governor,,,WRITE-IN,0.0,0.0,0.0,0.0
Montague,Totals:,Governor,,,Greg Abbott,3639.0,1762.0,290.0,5691.0
Montague,Totals:,Governor,,,Wendy R. Davis,594.0,285.0,37.0,916.0
Montague,Totals:,Governor,,,Kathie Glass,67.0,35.0,4.0,106.0
Montague,Totals:,Governor,,,Brandon Parmer,18.0,9.0,2.0,29.0
Montague,Totals:,Governor,,,WRITE-IN,1.0,0.0,0.0,1.0
Montague,2,Lieutenant Governor,,,Dan Patrick,717.0,418.0,46.0,1181.0
Montague,2,Lieutenant Governor,,,Leticia Van de Putte,101.0,67.0,7.0,175.0
Montague,2,Lieutenant Governor,,,Robert D. Butler,18.0,10.0,1.0,29.0
Montague,2,Lieutenant Governor,,,Chandrakantha Courtney,3.0,1.0,0.0,4.0
Montague,3,Lieutenant Governor,,,Dan Patrick,377.0,211.0,26.0,614.0
Montague,3,Lieutenant Governor,,,Leticia Van de Putte,40.0,25.0,3.0,68.0
Montague,3,Lieutenant Governor,,,Robert D. Butler,7.0,3.0,0.0,10.0
Montague,3,Lieutenant Governor,,,Chandrakantha Courtney,2.0,0.0,0.0,2.0
Montague,4,Lieutenant Governor,,,Dan Patrick,121.0,59.0,7.0,187.0
Montague,4,Lieutenant Governor,,,Leticia Van de Putte,10.0,6.0,0.0,16.0
Montague,4,Lieutenant Governor,,,Robert D. Butler,4.0,1.0,1.0,6.0
Montague,4,Lieutenant Governor,,,Chandrakantha Courtney,0.0,0.0,0.0,0.0
Montague,5,Lieutenant Governor,,,Dan Patrick,216.0,114.0,34.0,364.0
Montague,5,Lieutenant Governor,,,Leticia Van de Putte,28.0,15.0,1.0,44.0
Montague,5,Lieutenant Governor,,,Robert D. Butler,8.0,3.0,1.0,12.0
Montague,5,Lieutenant Governor,,,Chandrakantha Courtney,1.0,0.0,0.0,1.0
Montague,6,Lieutenant Governor,,,Dan Patrick,224.0,105.0,22.0,351.0
Montague,6,Lieutenant Governor,,,Leticia Van de Putte,26.0,12.0,1.0,39.0
Montague,6,Lieutenant Governor,,,Robert D. Butler,8.0,5.0,0.0,13.0
Montague,6,Lieutenant Governor,,,Chandrakantha Courtney,0.0,0.0,0.0,0.0
Montague,7,Lieutenant Governor,,,Dan Patrick,305.0,91.0,16.0,412.0
Montague,7,Lieutenant Governor,,,Leticia Van de Putte,48.0,8.0,3.0,59.0
Montague,7,Lieutenant Governor,,,Robert D. Butler,10.0,2.0,0.0,12.0
Montague,7,Lieutenant Governor,,,Chandrakantha Courtney,1.0,1.0,0.0,2.0
Montague,8,Lieutenant Governor,,,Dan Patrick,225.0,59.0,19.0,303.0
Montague,8,Lieutenant Governor,,,Leticia Van de Putte,29.0,8.0,0.0,37.0
Montague,8,Lieutenant Governor,,,Robert D. Butler,11.0,2.0,0.0,13.0
