office,district,candidate,incumbent,party,votes,pct
State Representative,26,Total,,,1252,
State Representative,27,Ron Reynolds,TRUE,DEM,4116,100
State Representative,27,Total,,,4116,
State Representative,31,Ryan Guillen,TRUE,DEM,12037,100
State Representative,31,Total,,,12037,
State Representative,34,Abel Herrero,TRUE,DEM,3780,100
State Representative,34,Total,,,3780,
State Representative,35,Oscar Longoria,TRUE,DEM,4055,100
State Representative,35,Total,,,4055,
State Representative,36,"Sergio Munoz, Jr.",TRUE,DEM,7040,76.56
State Representative,36,Mari Regalado,FALSE,DEM,2155,23.44
State Representative,36,Total,,,9195,
State Representative,37,Rene O. Oliveira,TRUE,DEM,5117,100
State Representative,37,Total,,,5117,
State Representative,38,Eddie Lucio III,TRUE,DEM,6017,100
State Representative,38,Total,,,6017,
State Representative,39,"Armando ""Mando"" Martinez",TRUE,DEM,6269,100
State Representative,39,Total,,,6269,
State Representative,40,Terry Canales,TRUE,DEM,6719,100
State Representative,40,Total,,,6719,
State Representative,41,Bobby Guerra,TRUE,DEM,6873,100
State Representative,41,Total,,,6873,
State Representative,42,Richard Pena Raymond,TRUE,DEM,15360,100
State Representative,42,Total,,,15360,
State Representative,43,Kim Gonzalez,FALSE,DEM,6646,100
State Representative,43,Total,,,6646,
State Representative,44,Robert M. Bohmfalk,FALSE,DEM,2355,100
State Representative,44,Total,,,2355,
State Representative,46,Dawnna Dukes,TRUE,DEM,5791,100
State Representative,46,Total,,,5791,
State Representative,48,Donna Howard,TRUE,DEM,10123,100
State Representative,48,Total,,,10123,
State Representative,49,Elliott Naishtat,TRUE,DEM,10812,100
State Representative,49,Total,,,10812,
State Representative,50,Celia Israel,FALSE,DEM,5520,100
State Representative,50,Total,,,5520,
State Representative,51,Eddie Rodriguez,TRUE,DEM,5117,100
State Representative,51,Total,,,5117,
State Representative,52,Chris Osborn,FALSE,DEM,1945,100
State Representative,52,Total,,,1945,
State Representative,58,Greg A. Kauffman,FALSE,DEM,1304,100
State Representative,58,Total,,,1304,
State Representative,61,Matthew Britt,FALSE,DEM,1729,100
State Representative,61,Total,,,1729,
State Representative,63,Daniel Moran,FALSE,DEM,1332,100
State Representative,63,Total,,,1332,
State Representative,64,Emy Lyons,FALSE,DEM,2049,100
State Representative,64,Total,,,2049,
State Representative,65,Alex Mendoza,FALSE,DEM,1682,100
State Representative,65,Total,,,1682,
State Representative,74,Poncho Nev��rez,TRUE,DEM,10061,100
State Representative,74,Total,,,10061,
State Representative,75,Mary E. Gonzalez,TRUE,DEM,2748,68.91
State Representative,75,"Rey ""Coach"" Sepulveda",FALSE,DEM,1240,31.09
State Representative,75,Total,,,3988,
State Representative,76,Cesar Blanco,FALSE,DEM,2748,36.26
State Representative,76,Norma Chavez,FALSE,DEM,2496,32.93
State Representative,76,Naomi R. Gonzalez,TRUE,DEM,2335,30.81
State Representative,76,Total,,,7579,
State Representative,77,Marisa Marquez,TRUE,DEM,4761,66.41
State Representative,77,Lyda NessGarcia,FALSE,DEM,2408,33.59
State Representative,77,Total,,,7169,
State Representative,78,Joe Moody,TRUE,DEM,4535,100
State Representative,78,Total,,,4535,
State Representative,79,Chuck Peartree,FALSE,DEM,847,15.58
State Representative,79,Joe C. Pickett,TRUE,DEM,4591,84.42
State Representative,79,Total,,,5438,
State Representative,80,Tracy O. King,TRUE,DEM,12487,100
State Representative,80,Total,,,12487,
State Representative,84,Ed Tishler,FALSE,DEM,2244,100
State Representative,84,Total,,,2244,
State Representative,85,Cynthia Drabek,FALSE,DEM,1551,100
State Representative,85,Total,,,1551,
State Representative,87,Abel Bosquez,FALSE,DEM,913,100
State Representative,87,Total,,,913,
State Representative,89,Sameena Karmally,FALSE,DEM,1540,100
State Representative,89,Total,,,1540,
State Representative,90,Lon Burnam,TRUE,DEM,2484,48.92
State Representative,90,Ramon Romero Jr.,FALSE,DEM,2594,51.08
State Representative,90,Total,,,5078,
State Representative,91,David L. Ragan,FALSE,DEM,1620,100
State Representative,91,Total,,,1620,
State Representative,92,Tina Penney,FALSE,DEM,2119,100
State Representative,92,Total,,,2119,
State Representative,94,Cole Ballweg,FALSE,DEM,2854,100
State Representative,94,Total,,,2854,
State Representative,95,Nicole Colllier,TRUE,DEM,7081,100
State Representative,95,Total,,,7081,
State Representative,100,Eric Johnson,TRUE,DEM,4454,100
State Representative,100,Total,,,4454,
State Representative,101,Chris Turner,TRUE,DEM,3057,100
State Representative,101,Total,,,3057,
State Representative,102,George M. Clayton,FALSE,DEM,2295,100
State Representative,102,Total,,,2295,
State Representative,103,Rafael M. Anchia,TRUE,DEM,2926,100
State Representative,103,Total,,,2926,
State Representative,104,Roberto R. Alonzo,TRUE,DEM,2679,100
State Representative,104,Total,,,2679,
State Representative,105,Terry Meza,FALSE,DEM,704,28.41
State Representative,105,Bernice Montgomery,FALSE,DEM,603,24.33
State Representative,105,Susan Motley,FALSE,DEM,1171,47.26
State Representative,105,Total,,,2478,
State Representative,106,Lisa Osterholt,FALSE,DEM,1367,100
State Representative,106,Total,,,1367,
State Representative,107,Carol Donovan,FALSE,DEM,2327,100
State Representative,107,Total,,,2327,
State Representative,108,Leigh Bailey,FALSE,DEM,2899,100
State Representative,108,Total,,,2899,
State Representative,109,Helen Giddings,TRUE,DEM,9061,87.66
State Representative,109,Genevieve Gregory,FALSE,DEM,1275,12.34
State Representative,109,Total,,,10336,
State Representative,110,Sandra Crenshaw,FALSE,DEM,2074,42.84
State Representative,110,Toni Rose,TRUE,DEM,2767,57.16
State Representative,110,Total,,,4841,
State Representative,111,Yvonne Davis,TRUE,DEM,8522,100
State Representative,111,Total,,,8522,
State Representative,113,Milton Whitley,FALSE,DEM,2088,100
State Representative,113,Total,,,2088,
State Representative,115,Paul K. Stafford,FALSE,DEM,1727,100
State Representative,115,Total,,,1727,
State Representative,116,Trey Martinez Fischer,TRUE,DEM,3848,100
State Representative,116,Total,,,3848,
State Representative,117,Philip Cortez,TRUE,DEM,2417,100
State Representative,117,Total,,,2417,
State Representative,118,Joe Farias,TRUE,DEM,3232,100
State Representative,118,Total,,,3232,
State Representative,119,Roland Gutierrez,TRUE,DEM,3983,100
State Representative,119,Total,,,3983,
State Representative,120,Ruth Jones McClendon,TRUE,DEM,4507,100
State Representative,120,Total,,,4507,
State Representative,123,Mike Villarreal,TRUE,DEM,4985,100
State Representative,123,Total,,,4985,
State Representative,124,Jose Menendez,TRUE,DEM,3147,100
State Representative,124,Total,,,3147,
State Representative,125,Justin Rodriguez,TRUE,DEM,3782,100
State Representative,125,Total,,,3782,
State Representative,129,John Gay,FALSE,DEM,1643,100
State Representative,129,Total,,,1643,
State Representative,131,Alma A. Allen,TRUE,DEM,3625,88.67
State Representative,131,Azuwuike Okorafor,FALSE,DEM,463,11.33
State Representative,131,Total,,,4088,
State Representative,132,Luis Lopez,FALSE,DEM,918,100
State Representative,132,Total,,,918,
State Representative,133,Laura Nicol,FALSE,DEM,1422,100
State Representative,133,Total,,,1422,
State Representative,134,Alison Ruff,FALSE,DEM,3227,100
State Representative,134,Total,,,3227,
State Representative,135,Moiz Abbas,FALSE,DEM,955,100
State Representative,135,Total,,,955,
State Representative,136,"John H. Bucy, III",FALSE,DEM,2447,100
State Representative,136,Total,,,2447,
State Representative,137,Gene Wu,TRUE,DEM,798,100
State Representative,137,Total,,,798,
State Representative,138,Fred R. Vernon,FALSE,DEM,1059,100
State Representative,138,Total,,,1059,
State Representative,139,Sylvester Turner,TRUE,DEM,3847,100
State Representative,139,Total,,,3847,
State Representative,140,Armando Lucio Walle,TRUE,DEM,934,100
State Representative,140,Total,,,934,
State Representative,141,Senfronia Thompson,TRUE,DEM,2704,100
State Representative,141,Total,,,2704,
State Representative,142,"Harold V. Dutton, Jr.",TRUE,DEM,2846,100
State Representative,142,Total,,,2846,
State Representative,143,Ana Hernandez,TRUE,DEM,1704,100
State Representative,143,Total,,,1704,
State Representative,144,Mary Ann Perez,TRUE,DEM,844,100
State Representative,144,Total,,,844,
State Representative,145,Carol Alvarado,TRUE,DEM,1779,85.49
State Representative,145,Susan Delgado,FALSE,DEM,302,14.51
State Representative,145,Total,,,2081,
State Representative,146,Borris L. Miles,TRUE,DEM,4203,100
State Representative,146,Total,,,4203,
State Representative,147,Garnet F. Coleman,TRUE,DEM,4538,100
State Representative,147,Total,,,4538,
State Representative,148,Jessica Cristina Farrar,TRUE,DEM,2420,100
State Representative,148,Total,,,2420,
State Representative,149,Hubert Vo,TRUE,DEM,1259,100
State Representative,149,Total,,,1259,
State Representative,150,Amy Perez,FALSE,DEM,990,100
State Representative,150,Total,,,990,
"Chief Justice, 3rd Court of Appeals District",,Diane Henson,FALSE,DEM,58660,100
"Chief Justice, 3rd Court of Appeals District",,Total,,,58660,
"Chief Justice, 4th Court of Appeals District",,Irene Rios,FALSE,DEM,82508,100
"Chief Justice, 4th Court of Appeals District",,Total,,,82508,
"Chief Justice, 8th Court of Appeals District",,Mario Alberto Gonzalez,FALSE,DEM,16517,47.39
"Chief Justice, 8th Court of Appeals District",,Ann Crawford McClure,TRUE,DEM,18339,52.61
"Chief Justice, 8th Court of Appeals District",,Total,,,34856,
"Chief Justice, 14th Court of Appeals District",,Kyle Carter,FALSE,DEM,57484,100
"Chief Justice, 14th Court of Appeals District",,Total,,,57484,
Justice 1st Court of Appeals District,3,Jim Sharp,TRUE,DEM,57720,100
Justice 1st Court of Appeals District,3,Total,,,57720,
Justice 13th Court of Appeals District,6,Dori Contreras Garza,TRUE,DEM,53982,100
Justice 13th Court of Appeals District,6,Total,,,53982,
Justice 14th Court of Appeals District,7,Gordon Goodman,FALSE,DEM,56297,100
Justice 14th Court of Appeals District,7,Total,,,56297,
District Judge,39th Judicial District,Shane Hadaway,TRUE,DEM,546,100
District Judge,39th Judicial District,Total,,,546,
District Judge,44th Judicial District,Carlos Cortez,TRUE,DEM,19467,34.08
District Judge,44th Judicial District,Bonnie Lee Goldstein,FALSE,DEM,37652,65.92
District Judge,44th Judicial District,Total,,,57119,
District Judge,45th Judicial District,John Bustamante,FALSE,DEM,18395,46.4
District Judge,45th Judicial District,Milton Fagin,FALSE,DEM,6040,15.24
District Judge,45th Judicial District,Laura Flores Macom,FALSE,DEM,15209,38.36
District Judge,45th Judicial District,Total,,,39644,
District Judge,46th Judicial District,Dan Mike Bird,TRUE,DEM,788,100
District Judge,46th Judicial District,Total,,,788,
District Judge,49th Judicial District,Joe Lopez,TRUE,DEM,22266,100
District Judge,49th Judicial District,Total,,,22266,
District Judge,55th Judicial District,Kay Morgan,FALSE,DEM,41639,100
District Judge,55th Judicial District,Total,,,41639,
District Judge,58th Judicial District,Kent Walston,FALSE,DEM,8206,100
District Judge,58th Judicial District,Total,,,8206,
District Judge,68th Judicial District,Martin Jerome Hoffman,TRUE,DEM,43569,100
District Judge,68th Judicial District,Total,,,43569,
District Judge,81st Judicial District,Donna S. Rayes,TRUE,DEM,5027,100
District Judge,81st Judicial District,Total,,,5027,
District Judge,82nd Judicial District,Robert Stem,TRUE,DEM,1697,100
District Judge,82nd Judicial District,Total,,,1697,
District Judge,83rd Judicial District,Roland Andrade,FALSE,DEM,1384,33.33
District Judge,83rd Judicial District,F. David Ortiz,FALSE,DEM,2768,66.67
District Judge,83rd Judicial District,Total,,,4152,
District Judge,92nd Judicial District,Rey Ortiz,FALSE,DEM,12466,29.86
District Judge,92nd Judicial District,Luis Manuel Singleterry,FALSE,DEM,24127,57.79
District Judge,92nd Judicial District,Miguel Wise,FALSE,DEM,5154,12.35
District Judge,92nd Judicial District,Total,,,41747,
District Judge,94th Judicial District,Bobby Galvan,TRUE,DEM,6700,100
District Judge,94th Judicial District,Total,,,6700,
District Judge,101st Judicial District,Marty Lowy,TRUE,DEM,20809,36.8
District Judge,101st Judicial District,Staci Williams,FALSE,DEM,35734,63.2
District Judge,101st Judicial District,Total,,,56543,
District Judge,103rd Judicial District,Janet L. Leal,TRUE,DEM,12291,100
District Judge,103rd Judicial District,Total,,,12291,
District Judge,105th Judicial District,Rose Meza Harrison,FALSE,DEM,7863,100
District Judge,105th Judicial District,Total,,,7863,
District Judge,107th Judicial District,"Benjamin Euresti, Jr.",TRUE,DEM,11866,100
District Judge,107th Judicial District,Total,,,11866,
District Judge,111th Judicial District,Monica Zapata Notzon,TRUE,DEM,20446,100
District Judge,111th Judicial District,Total,,,20446,
District Judge,112th Judicial District,"Pedro ""Pete"" Gomez, Jr.",TRUE,DEM,1521,100
District Judge,112th Judicial District,Total,,,1521,
District Judge,113th Judicial District,Lori C. Gray,FALSE,DEM,22791,48.03
District Judge,113th Judicial District,Steven E. Kirkland,FALSE,DEM,24665,51.97
District Judge,113th Judicial District,Total,,,47456,
District Judge,116th Judicial District,Tonya Parker,TRUE,DEM,46601,100
District Judge,116th Judicial District,Total,,,46601,
District Judge,117th Judicial District,Sandra Watts,TRUE,DEM,6535,100
District Judge,117th Judicial District,Total,,,6535,
District Judge,120th Judicial District,Maria Salas Mendoza,TRUE,DEM,22543,100
District Judge,120th Judicial District,Total,,,22543,
District Judge,134th Judicial District,Dale Tillery,TRUE,DEM,44501,100
District Judge,134th Judicial District,Total,,,44501,
District Judge,144th Judicial District,Paul Vasquez,FALSE,DEM,33896,100
District Judge,144th Judicial District,Total,,,33896,
District Judge,147th Judicial District,Cliff Brown,TRUE,DEM,39541,100
District Judge,147th Judicial District,Total,,,39541,
District Judge,148th Judicial District,Mark A. Gonzalez,FALSE,DEM,3411,45.37
District Judge,148th Judicial District,"Augustin ""Augie"" Rivera, Jr.",FALSE,DEM,4107,54.63
District Judge,148th Judicial District,Total,,,7518,
District Judge,150th Judicial District,Paul Canales,FALSE,DEM,18663,48.04
District Judge,150th Judicial District,Edna Elizondo,FALSE,DEM,20182,51.96
District Judge,150th Judicial District,Total,,,38845,
District Judge,157th Judicial District,Jim Peacock,FALSE,DEM,41360,100
District Judge,157th Judicial District,Total,,,41360,
District Judge,160th Judicial District,Jim Jordan,TRUE,DEM,44500,100
District Judge,160th Judicial District,Total,,,44500,
District Judge,168th Judicial District,Marcos Lizarraga,TRUE,DEM,15252,52.65
District Judge,168th Judicial District,Michele Locke,FALSE,DEM,13716,47.35
District Judge,168th Judicial District,Total,,,28968,
District Judge,171st Judicial District,Bonnie Rangel,TRUE,DEM,22710,100
District Judge,171st Judicial District,Total,,,22710,
District Judge,172nd Judicial District,Donald J. Floyd,TRUE,DEM,9234,100
District Judge,172nd Judicial District,Total,,,9234,
District Judge,180th Judicial District,Randy Roll,FALSE,DEM,41225,100
District Judge,180th Judicial District,Total,,,41225,
District Judge,184th Judicial District,Mark Thering,FALSE,DEM,40912,100
District Judge,184th Judicial District,Total,,,40912,
District Judge,185th Judicial District,Mack McInnis,FALSE,DEM,41207,100
District Judge,185th Judicial District,Total,,,41207,
District Judge,186th Judicial District,Mark Benavides,FALSE,DEM,19448,49.86
District Judge,186th Judicial District,Mary T. Green,FALSE,DEM,19555,50.14
District Judge,186th Judicial District,Total,,,39003,
District Judge,187th Judicial District,Stephanie R. Boyd,FALSE,DEM,18907,50.26
District Judge,187th Judicial District,Velia J. Meza,FALSE,DEM,18712,49.74
District Judge,187th Judicial District,Total,,,37619,
District Judge,189th Judicial District,Ursula A. Hall,FALSE,DEM,42575,100
District Judge,189th Judicial District,Total,,,42575,
District Judge,190th Judicial District,Farrah Martinez,FALSE,DEM,41344,100
District Judge,190th Judicial District,Total,,,41344,
District Judge,191st Judicial District,Gena Slaughter,TRUE,DEM,44885,100
District Judge,191st Judicial District,Total,,,44885,
District Judge,192nd Judicial District,Craig Smith,TRUE,DEM,45515,100
District Judge,192nd Judicial District,Total,,,45515,
District Judge,193rd Judicial District,Carl Ginsberg,TRUE,DEM,44071,100
District Judge,193rd Judicial District,Total,,,44071,
District Judge,194th Judicial District,Ernest While,TRUE,DEM,44311,100
District Judge,194th Judicial District,Total,,,44311,
District Judge,195th Judicial District,Fred Tinsley,TRUE,DEM,44863,100
District Judge,195th Judicial District,Total,,,44863,
District Judge,197th Judicial District,Migdalia L�_pez,TRUE,DEM,14031,100
District Judge,197th Judicial District,Total,,,14031,
District Judge,201st Judicial District,Amy Clark Meachum,TRUE,DEM,39568,100
District Judge,201st Judicial District,Total,,,39568,
District Judge,203rd Judicial District,Teresa Hawthorne,TRUE,DEM,45041,100
District Judge,203rd Judicial District,Total,,,45041,
District Judge,204th Judicial District,Tammy Kemp,FALSE,DEM,34027,60.73
District Judge,204th Judicial District,Lena Levario,TRUE,DEM,22003,39.27
District Judge,204th Judicial District,Total,,,56030,
District Judge,205th Judicial District,"Daniel ""Danny"" Anchondo",FALSE,DEM,11966,39.79
District Judge,205th Judicial District,Francisco X. Dominguez,FALSE,DEM,10001,33.25
District Judge,205th Judicial District,Rick Olivo,FALSE,DEM,8107,26.96
District Judge,205th Judicial District,Total,,,30074,
District Judge,206th Judicial District,Rose Guerra Reyna,TRUE,DEM,26252,100
District Judge,206th Judicial District,Total,,,26252,
District Judge,208th Judicial District,Chuck Silverman,FALSE,DEM,41111,100
District Judge,208th Judicial District,Total,,,41111,
District Judge,210th Judicial District,"Gonzalo ""Chalo"" Garcia, Jr.",TRUE,DEM,21885,100
District Judge,210th Judicial District,Total,,,21885,
District Judge,218th Judicial District,Carrie Moy,FALSE,DEM,3222,42.66
District Judge,218th Judicial District,Sylvia Rodriguez,FALSE,DEM,3093,40.95
District Judge,218th Judicial District,Trent Rowell,FALSE,DEM,1238,16.39
District Judge,218th Judicial District,Total,,,7553,
District Judge,224th Judicial District,Lauro Bustamante,FALSE,DEM,19826,51.03
District Judge,224th Judicial District,Michele Petty,FALSE,DEM,19028,48.97
District Judge,224th Judicial District,Total,,,38854,
District Judge,225th Judicial District,Peter Sakai,TRUE,DEM,34827,100
District Judge,225th Judicial District,Total,,,34827,
District Judge,227th Judicial District,Tony Jimenez,FALSE,DEM,33644,100
District Judge,227th Judicial District,Total,,,33644,
District Judge,229th Judicial District,Ana Lisa Garza,TRUE,DEM,8675,100
District Judge,229th Judicial District,Total,,,8675,
District Judge,230th Judicial District,Greg Glass,FALSE,DEM,41085,100
District Judge,230th Judicial District,Total,,,41085,
District Judge,234th Judicial District,Barbara Gardner,FALSE,DEM,41855,100
District Judge,234th Judicial District,Total,,,41855,
District Judge,243rd Judicial District,Luis Aguilar,TRUE,DEM,14716,51.85
District Judge,243rd Judicial District,Alyssa G. Perez,FALSE,DEM,13665,48.15
District Judge,243rd Judicial District,Total,,,28381,
District Judge,246th Judicial District,Julia Maldonado,FALSE,DEM,22314,48.94
District Judge,246th Judicial District,Sandra Peake,FALSE,DEM,23276,51.06
District Judge,246th Judicial District,Total,,,45590,
District Judge,247th Judicial District,"Clinton ""Chip"" Wells",FALSE,DEM,40843,100
District Judge,247th Judicial District,Total,,,40843,
District Judge,248th Judicial District,Shawna L. Reagin,FALSE,DEM,41064,100
District Judge,248th Judicial District,Total,,,41064,
District Judge,250th Judicial District,Karin Crump,FALSE,DEM,39404,100
District Judge,250th Judicial District,Total,,,39404,
District Judge,252nd Judicial District,Stella BatisteMorrison,FALSE,DEM,3520,31.52
District Judge,252nd Judicial District,"Nathan ""Buddy"" Reynolds, Jr.",FALSE,DEM,3335,29.87
District Judge,252nd Judicial District,Raquel West,FALSE,DEM,4311,38.61
District Judge,252nd Judicial District,Total,,,11166,
District Judge,254th Judicial District,James Martin,TRUE,DEM,43232,100
District Judge,254th Judicial District,Total,,,43232,
District Judge,255th Judicial District,Kim Cooks,FALSE,DEM,32725,59.76
District Judge,255th Judicial District,Lori Chrisman Hockett,TRUE,DEM,22037,40.24
District Judge,255th Judicial District,Total,,,54762,
District Judge,256th Judicial District,David Lopez,TRUE,DEM,44033,100
