county,precinct,office,district,Candidate,party,absentee,election_day,votes
Frio,8,U.S House,23,Will Hurd,REP,32,23,55
Frio,9,U.S House,23,Will Hurd,REP,7,33,40
Frio,10,U.S House,23,Will Hurd,REP,31,109,140
Frio,Total,U.S House,23,Will Hurd,REP,284,492,776
Frio,1,U.S House,23,Pete P. Gallego,DEM,84,87,171
Frio,2,U.S House,23,Pete P. Gallego,DEM,59,59,118
Frio,3,U.S House,23,Pete P. Gallego,DEM,55,75,130
Frio,4,U.S House,23,Pete P. Gallego,DEM,55,98,153
Frio,5,U.S House,23,Pete P. Gallego,DEM,14,46,60
Frio,6,U.S House,23,Pete P. Gallego,DEM,10,56,66
Frio,8,U.S House,23,Pete P. Gallego,DEM,60,78,138
Frio,9,U.S House,23,Pete P. Gallego,DEM,21,89,110
Frio,10,U.S House,23,Pete P. Gallego,DEM,15,50,65
Frio,Total,U.S House,23,Pete P. Gallego,DEM,373,638,1011
Frio,1,U.S House,23,Ruben Corvalan,LIB,5,2,7
Frio,2,U.S House,23,Ruben Corvalan,LIB,1,2,3
Frio,3,U.S House,23,Ruben Corvalan,LIB,1,6,7
Frio,4,U.S House,23,Ruben Corvalan,LIB,4,4,8
Frio,5,U.S House,23,Ruben Corvalan,LIB,0,2,2
Frio,6,U.S House,23,Ruben Corvalan,LIB,1,5,6
Frio,8,U.S House,23,Ruben Corvalan,LIB,4,5,9
Frio,9,U.S House,23,Ruben Corvalan,LIB,2,4,6
Frio,10,U.S House,23,Ruben Corvalan,LIB,0,7,7
Frio,Total,U.S House,23,Ruben Corvalan,LIB,18,37,55
Frio,1,Governor,,Greg Abbott,REP,54,61,115
Frio,2,Governor,,Greg Abbott,REP,13,22,35
Frio,3,Governor,,Greg Abbott,REP,10,13,23
Frio,4,Governor,,Greg Abbott,REP,99,127,226
Frio,5,Governor,,Greg Abbott,REP,36,61,97
Frio,6,Governor,,Greg Abbott,REP,25,80,105
Frio,8,Governor,,Greg Abbott,REP,35,28,63
Frio,9,Governor,,Greg Abbott,REP,12,39,51
Frio,10,Governor,,Greg Abbott,REP,33,115,148
Frio,Total,Governor,,Greg Abbott,REP,317,546,863
Frio,1,Governor,,Wendy R. Davis,DEM,78,86,164
Frio,2,Governor,,Wendy R. Davis,DEM,55,61,116
Frio,3,Governor,,Wendy R. Davis,DEM,56,74,130
Frio,4,Governor,,Wendy R. Davis,DEM,52,82,134
Frio,5,Governor,,Wendy R. Davis,DEM,9,42,51
Frio,6,Governor,,Wendy R. Davis,DEM,7,48,55
Frio,8,Governor,,Wendy R. Davis,DEM,59,77,136
Frio,9,Governor,,Wendy R. Davis,DEM,16,86,102
Frio,10,Governor,,Wendy R. Davis,DEM,13,52,65
Frio,Total,Governor,,Wendy R. Davis,DEM,345,608,953
Frio,1,Governor,,Kathie Glass,LIB,3,1,4
Frio,2,Governor,,Kathie Glass,LIB,0,0,0
Frio,3,Governor,,Kathie Glass,LIB,0,2,2
Frio,4,Governor,,Kathie Glass,LIB,2,1,3
Frio,5,Governor,,Kathie Glass,LIB,1,1,2
Frio,6,Governor,,Kathie Glass,LIB,1,1,2
Frio,8,Governor,,Kathie Glass,LIB,1,1,2
Frio,9,Governor,,Kathie Glass,LIB,1,2,3
Frio,10,Governor,,Kathie Glass,LIB,0,1,1
Frio,Total,Governor,,Kathie Glass,LIB,9,10,19
Frio,1,Governor,,Brandon Parmer,GRN,1,0,1
Frio,2,Governor,,Brandon Parmer,GRN,1,0,1
Frio,3,Governor,,Brandon Parmer,GRN,0,1,1
Frio,4,Governor,,Brandon Parmer,GRN,1,1,2
Frio,5,Governor,,Brandon Parmer,GRN,0,1,1
Frio,6,Governor,,Brandon Parmer,GRN,0,1,1
Frio,8,Governor,,Brandon Parmer,GRN,0,0,0
Frio,9,Governor,,Brandon Parmer,GRN,0,1,1
Frio,10,Governor,,Brandon Parmer,GRN,0,0,0
Frio,Total,Governor,,Brandon Parmer,GRN,3,5,8
Frio,1,Lieutenant Governor,,Dan Patrick,REP,54,59,113
Frio,2,Lieutenant Governor,,Dan Patrick,REP,15,20,35
Frio,3,Lieutenant Governor,,Dan Patrick,REP,9,8,17
Frio,4,Lieutenant Governor,,Dan Patrick,REP,98,121,219
Frio,5,Lieutenant Governor,,Dan Patrick,REP,33,69,102
Frio,6,Lieutenant Governor,,Dan Patrick,REP,24,80,104
Frio,8,Lieutenant Governor,,Dan Patrick,REP,32,27,59
Frio,9,Lieutenant Governor,,Dan Patrick,REP,10,37,47
Frio,10,Lieutenant Governor,,Dan Patrick,REP,33,112,145
Frio,Total,Lieutenant Governor,,Dan Patrick,REP,308,533,841
Frio,1,Lieutenant Governor,,Leticia Van de Putte,DEM,81,87,168
Frio,2,Lieutenant Governor,,Leticia Van de Putte,DEM,55,58,113
Frio,3,Lieutenant Governor,,Leticia Van de Putte,DEM,54,77,131
Frio,4,Lieutenant Governor,,Leticia Van de Putte,DEM,53,88,141
Frio,5,Lieutenant Governor,,Leticia Van de Putte,DEM,12,45,57
Frio,6,Lieutenant Governor,,Leticia Van de Putte,DEM,8,43,51
Frio,8,Lieutenant Governor,,Leticia Van de Putte,DEM,58,77,135
Frio,9,Lieutenant Governor,,Leticia Van de Putte,DEM,19,86,105
Frio,10,Lieutenant Governor,,Leticia Van de Putte,DEM,13,56,69
Frio,Total,Lieutenant Governor,,Leticia Van de Putte,DEM,353,617,970
Frio,1,Lieutenant Governor,,Robert D. Butler,LIB,2,1,3
Frio,2,Lieutenant Governor,,Robert D. Butler,LIB,0,0,0
Frio,3,Lieutenant Governor,,Robert D. Butler,LIB,1,3,4
Frio,4,Lieutenant Governor,,Robert D. Butler,LIB,1,1,2
Frio,5,Lieutenant Governor,,Robert D. Butler,LIB,0,1,1
Frio,6,Lieutenant Governor,,Robert D. Butler,LIB,1,4,5
Frio,8,Lieutenant Governor,,Robert D. Butler,LIB,1,1,2
Frio,9,Lieutenant Governor,,Robert D. Butler,LIB,1,1,2
Frio,10,Lieutenant Governor,,Robert D. Butler,LIB,0,0,0
Frio,Total,Lieutenant Governor,,Robert D. Butler,LIB,7,12,19
Frio,1,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0
Frio,2,Lieutenant Governor,,Chandrakantha Courtney,GRN,1,0,1
Frio,3,Lieutenant Governor,,Chandrakantha Courtney,GRN,1,1,2
Frio,4,Lieutenant Governor,,Chandrakantha Courtney,GRN,2,1,3
Frio,5,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0
Frio,6,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,2,2
Frio,8,Lieutenant Governor,,Chandrakantha Courtney,GRN,1,0,1
Frio,9,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0
Frio,10,Lieutenant Governor,,Chandrakantha Courtney,GRN,0,0,0
Frio,Total,Lieutenant Governor,,Chandrakantha Courtney,GRN,5,4,9
Frio,1,Attorney General,,Ken Paxton,REP,54,56,110
Frio,2,Attorney General,,Ken Paxton,REP,13,20,33
Frio,3,Attorney General,,Ken Paxton,REP,11,9,20
Frio,4,Attorney General,,Ken Paxton,REP,93,123,216
Frio,5,Attorney General,,Ken Paxton,REP,34,72,106
Frio,6,Attorney General,,Ken Paxton,REP,25,76,101
Frio,8,Attorney General,,Ken Paxton,REP,32,26,58
Frio,9,Attorney General,,Ken Paxton,REP,11,37,48
Frio,10,Attorney General,,Ken Paxton,REP,33,119,152
Frio,Total,Attorney General,,Ken Paxton,REP,306,538,844
Frio,1,Attorney General,,Sam Houston,DEM,7,158,165
Frio,2,Attorney General,,Sam Houston,DEM,50,58,108
Frio,3,Attorney General,,Sam Houston,DEM,54,74,128
Frio,4,Attorney General,,Sam Houston,DEM,55,79,134
Frio,5,Attorney General,,Sam Houston,DEM,11,40,51
Frio,6,Attorney General,,Sam Houston,DEM,7,48,55
Frio,8,Attorney General,,Sam Houston,DEM,59,74,133
Frio,9,Attorney General,,Sam Houston,DEM,16,84,100
Frio,10,Attorney General,,Sam Houston,DEM,11,46,57
Frio,Total,Attorney General,,Sam Houston,DEM,270,661,931
Frio,1,Attorney General,,Jamie Balagia,LIB,3,2,5
Frio,2,Attorney General,,Jamie Balagia,LIB,2,1,3
Frio,3,Attorney General,,Jamie Balagia,LIB,0,5,5
Frio,4,Attorney General,,Jamie Balagia,LIB,5,1,6
Frio,5,Attorney General,,Jamie Balagia,LIB,0,2,2
Frio,6,Attorney General,,Jamie Balagia,LIB,1,3,4
Frio,8,Attorney General,,Jamie Balagia,LIB,2,3,5
Frio,9,Attorney General,,Jamie Balagia,LIB,2,2,4
Frio,10,Attorney General,,Jamie Balagia,LIB,2,0,2
Frio,Total,Attorney General,,Jamie Balagia,LIB,17,19,36
Frio,1,Attorney General,,Jamar Osborne,GRN,1,0,1
Frio,2,Attorney General,,Jamar Osborne,GRN,2,0,2
Frio,3,Attorney General,,Jamar Osborne,GRN,1,1,2
Frio,4,Attorney General,,Jamar Osborne,GRN,1,1,2
Frio,5,Attorney General,,Jamar Osborne,GRN,0,0,0
Frio,6,Attorney General,,Jamar Osborne,GRN,0,2,2
Frio,8,Attorney General,,Jamar Osborne,GRN,0,0,0
Frio,9,Attorney General,,Jamar Osborne,GRN,0,0,0
Frio,10,Attorney General,,Jamar Osborne,GRN,0,0,0
Frio,Total,Attorney General,,Jamar Osborne,GRN,5,4,9
Frio,1,Comptroller of Public Accounts,,Glenn Hegar,REP,53,55,108
Frio,2,Comptroller of Public Accounts,,Glenn Hegar,REP,13,20,33
Frio,3,Comptroller of Public Accounts,,Glenn Hegar,REP,7,9,16
Frio,4,Comptroller of Public Accounts,,Glenn Hegar,REP,96,116,212
Frio,5,Comptroller of Public Accounts,,Glenn Hegar,REP,33,71,104
Frio,6,Comptroller of Public Accounts,,Glenn Hegar,REP,23,74,97
Frio,8,Comptroller of Public Accounts,,Glenn Hegar,REP,30,23,53
Frio,9,Comptroller of Public Accounts,,Glenn Hegar,REP,8,31,39
Frio,10,Comptroller of Public Accounts,,Glenn Hegar,REP,33,117,150
Frio,Total,Comptroller of Public Accounts,,Glenn Hegar,REP,296,516,812
Frio,1,Comptroller of Public Accounts,,Mike Collier,DEM,74,85,159
Frio,2,Comptroller of Public Accounts,,Mike Collier,DEM,51,56,107
Frio,3,Comptroller of Public Accounts,,Mike Collier,DEM,54,75,129
Frio,4,Comptroller of Public Accounts,,Mike Collier,DEM,53,81,134
Frio,5,Comptroller of Public Accounts,,Mike Collier,DEM,11,37,48
Frio,6,Comptroller of Public Accounts,,Mike Collier,DEM,8,47,55
Frio,8,Comptroller of Public Accounts,,Mike Collier,DEM,58,77,135
Frio,9,Comptroller of Public Accounts,,Mike Collier,DEM,17,84,101
Frio,10,Comptroller of Public Accounts,,Mike Collier,DEM,13,43,56
Frio,Total,Comptroller of Public Accounts,,Mike Collier,DEM,339,585,924
Frio,1,Comptroller of Public Accounts,,Ben Sanders,LIB,6,4,10
Frio,2,Comptroller of Public Accounts,,Ben Sanders,LIB,1,1,2
Frio,3,Comptroller of Public Accounts,,Ben Sanders,LIB,2,4,6
Frio,4,Comptroller of Public Accounts,,Ben Sanders,LIB,0,2,2
Frio,5,Comptroller of Public Accounts,,Ben Sanders,LIB,2,2,4
Frio,6,Comptroller of Public Accounts,,Ben Sanders,LIB,1,5,6
Frio,8,Comptroller of Public Accounts,,Ben Sanders,LIB,2,3,5
Frio,9,Comptroller of Public Accounts,,Ben Sanders,LIB,3,2,5
Frio,10,Comptroller of Public Accounts,,Ben Sanders,LIB,0,1,1
Frio,Total,Comptroller of Public Accounts,,Ben Sanders,LIB,17,24,41
Frio,1,Comptroller of Public Accounts,,Deb Shafto,GRN,0,0,0
Frio,2,Comptroller of Public Accounts,,Deb Shafto,GRN,3,0,3
Frio,3,Comptroller of Public Accounts,,Deb Shafto,GRN,3,1,4
Frio,4,Comptroller of Public Accounts,,Deb Shafto,GRN,2,1,3
Frio,5,Comptroller of Public Accounts,,Deb Shafto,GRN,0,2,2
Frio,6,Comptroller of Public Accounts,,Deb Shafto,GRN,1,1,2
Frio,8,Comptroller of Public Accounts,,Deb Shafto,GRN,1,0,1
Frio,9,Comptroller of Public Accounts,,Deb Shafto,GRN,0,3,3
Frio,10,Comptroller of Public Accounts,,Deb Shafto,GRN,0,0,0
Frio,Total,Comptroller of Public Accounts,,Deb Shafto,GRN,10,8,18
Frio,1,Commisioner of the General Land Office,,George P. Bush,REP,58,60,118
Frio,2,Commisioner of the General Land Office,,George P. Bush,REP,15,22,37
Frio,3,Commisioner of the General Land Office,,George P. Bush,REP,8,9,17
Frio,4,Commisioner of the General Land Office,,George P. Bush,REP,104,129,233
Frio,5,Commisioner of the General Land Office,,George P. Bush,REP,34,69,103
Frio,6,Commisioner of the General Land Office,,George P. Bush,REP,24,78,102
Frio,8,Commisioner of the General Land Office,,George P. Bush,REP,33,29,62
Frio,9,Commisioner of the General Land Office,,George P. Bush,REP,8,41,49
Frio,10,Commisioner of the General Land Office,,George P. Bush,REP,33,124,157
Frio,Total,Commisioner of the General Land Office,,George P. Bush,REP,317,561,878
Frio,1,Commisioner of the General Land Office,,John Cook,DEM,71,80,151
Frio,2,Commisioner of the General Land Office,,John Cook,DEM,50,56,106
Frio,3,Commisioner of the General Land Office,,John Cook,DEM,52,75,127
Frio,4,Commisioner of the General Land Office,,John Cook,DEM,47,79,126
Frio,5,Commisioner of the General Land Office,,John Cook,DEM,10,42,52
Frio,6,Commisioner of the General Land Office,,John Cook,DEM,7,43,50
Frio,8,Commisioner of the General Land Office,,John Cook,DEM,59,74,133
Frio,9,Commisioner of the General Land Office,,John Cook,DEM,19,49,98
Frio,10,Commisioner of the General Land Office,,John Cook,DEM,13,40,53
Frio,Total,Commisioner of the General Land Office,,John Cook,DEM,328,538,896
Frio,1,Commisioner of the General Land Office,,Justin Knight,LIB,3,3,6
Frio,2,Commisioner of the General Land Office,,Justin Knight,LIB,0,0,0
Frio,3,Commisioner of the General Land Office,,Justin Knight,LIB,4,3,7
Frio,4,Commisioner of the General Land Office,,Justin Knight,LIB,0,1,1
Frio,5,Commisioner of the General Land Office,,Justin Knight,LIB,2,3,5
Frio,6,Commisioner of the General Land Office,,Justin Knight,LIB,2,8,10
Frio,8,Commisioner of the General Land Office,,Justin Knight,LIB,1,0,1
Frio,9,Commisioner of the General Land Office,,Justin Knight,LIB,1,1,2
Frio,10,Commisioner of the General Land Office,,Justin Knight,LIB,0,0,0
Frio,Total,Commisioner of the General Land Office,,Justin Knight,LIB,13,19,32
Frio,1,Commisioner of the General Land Office,,Valerie Alessi,GRN,3,2,5
Frio,2,Commisioner of the General Land Office,,Valerie Alessi,GRN,4,0,4
Frio,3,Commisioner of the General Land Office,,Valerie Alessi,GRN,1,2,3
Frio,4,Commisioner of the General Land Office,,Valerie Alessi,GRN,2,0,2
Frio,5,Commisioner of the General Land Office,,Valerie Alessi,GRN,0,1,1
Frio,6,Commisioner of the General Land Office,,Valerie Alessi,GRN,0,1,1
Frio,8,Commisioner of the General Land Office,,Valerie Alessi,GRN,0,1,1
Frio,9,Commisioner of the General Land Office,,Valerie Alessi,GRN,0,2,2
Frio,10,Commisioner of the General Land Office,,Valerie Alessi,GRN,0,0,0
Frio,Total,Commisioner of the General Land Office,,Valerie Alessi,GRN,10,9,19
Frio,1,Commisioner of Agriculture,,Sid Miller,REP,54,56,110
Frio,2,Commisioner of Agriculture,,Sid Miller,REP,10,20,30
Frio,3,Commisioner of Agriculture,,Sid Miller,REP,6,8,14
Frio,4,Commisioner of Agriculture,,Sid Miller,REP,94,112,206
Frio,5,Commisioner of Agriculture,,Sid Miller,REP,30,67,97
Frio,6,Commisioner of Agriculture,,Sid Miller,REP,22,75,97
Frio,8,Commisioner of Agriculture,,Sid Miller,REP,33,24,57
Frio,9,Commisioner of Agriculture,,Sid Miller,REP,10,31,41
Frio,10,Commisioner of Agriculture,,Sid Miller,REP,33,114,147
Frio,Total,Commisioner of Agriculture,,Sid Miller,REP,292,507,799
Frio,1,Commisioner of Agriculture,,Jim Hogan,DEM,73,86,159
Frio,2,Commisioner of Agriculture,,Jim Hogan,DEM,50,57,107
Frio,3,Commisioner of Agriculture,,Jim Hogan,DEM,57,77,134
Frio,4,Commisioner of Agriculture,,Jim Hogan,DEM,54,86,140
Frio,5,Commisioner of Agriculture,,Jim Hogan,DEM,15,42,57
Frio,6,Commisioner of Agriculture,,Jim Hogan,DEM,9,48,57
Frio,8,Commisioner of Agriculture,,Jim Hogan,DEM,55,73,128
Frio,9,Commisioner of Agriculture,,Jim Hogan,DEM,17,82,99
Frio,10,Commisioner of Agriculture,,Jim Hogan,DEM,13,47,60
Frio,Total,Commisioner of Agriculture,,Jim Hogan,DEM,343,598,941
Frio,1,Commisioner of Agriculture,,DavidRocky Palmquist,LIB,4,2,6
Frio,2,Commisioner of Agriculture,,DavidRocky Palmquist,LIB,2,1,3
Frio,3,Commisioner of Agriculture,,DavidRocky Palmquist,LIB,3,3,6
Frio,4,Commisioner of Agriculture,,DavidRocky Palmquist,LIB,1,1,2
Frio,5,Commisioner of Agriculture,,DavidRocky Palmquist,LIB,1,4,5
Frio,6,Commisioner of Agriculture,,DavidRocky Palmquist,LIB,2,6,8
Frio,8,Commisioner of Agriculture,,DavidRocky Palmquist,LIB,1,5,6
Frio,9,Commisioner of Agriculture,,DavidRocky Palmquist,LIB,1,3,4
Frio,10,Commisioner of Agriculture,,DavidRocky Palmquist,LIB,0,2,2
Frio,Total,Commisioner of Agriculture,,DavidRocky Palmquist,LIB,15,27,42
Frio,1,Commisioner of Agriculture,,Kenneth Kendrick,GRN,3,0,3
Frio,2,Commisioner of Agriculture,,Kenneth Kendrick,GRN,2,0,2
Frio,3,Commisioner of Agriculture,,Kenneth Kendrick,GRN,0,1,1
Frio,4,Commisioner of Agriculture,,Kenneth Kendrick,GRN,2,2,4
Frio,5,Commisioner of Agriculture,,Kenneth Kendrick,GRN,0,0,0
Frio,6,Commisioner of Agriculture,,Kenneth Kendrick,GRN,0,1,1
Frio,8,Commisioner of Agriculture,,Kenneth Kendrick,GRN,2,1,3
Frio,9,Commisioner of Agriculture,,Kenneth Kendrick,GRN,0,4,4
Frio,10,Commisioner of Agriculture,,Kenneth Kendrick,GRN,0,1,1
Frio,Total,Commisioner of Agriculture,,Kenneth Kendrick,GRN,9,10,19
Frio,1,Railroad Commisioner,,Ryan Sitton,REP,50,51,101
Frio,2,Railroad Commisioner,,Ryan Sitton,REP,9,20,29
Frio,3,Railroad Commisioner,,Ryan Sitton,REP,8,9,17
Frio,4,Railroad Commisioner,,Ryan Sitton,REP,95,114,209
Frio,5,Railroad Commisioner,,Ryan Sitton,REP,32,65,97
Frio,6,Railroad Commisioner,,Ryan Sitton,REP,22,72,94
Frio,8,Railroad Commisioner,,Ryan Sitton,REP,33,23,56
Frio,9,Railroad Commisioner,,Ryan Sitton,REP,12,32,44
Frio,10,Railroad Commisioner,,Ryan Sitton,REP,33,114,147
Frio,Total,Railroad Commisioner,,Ryan Sitton,REP,294,500,794
Frio,1,Railroad Commisioner,,Steve Brown,DEM,74,88,162
Frio,2,Railroad Commisioner,,Steve Brown,DEM,49,57,106
Frio,3,Railroad Commisioner,,Steve Brown,DEM,50,75,125
Frio,4,Railroad Commisioner,,Steve Brown,DEM,53,84,137
Frio,5,Railroad Commisioner,,Steve Brown,DEM,12,44,56
Frio,6,Railroad Commisioner,,Steve Brown,DEM,9,49,58
Frio,8,Railroad Commisioner,,Steve Brown,DEM,57,75,132
Frio,9,Railroad Commisioner,,Steve Brown,DEM,15,83,98
Frio,10,Railroad Commisioner,,Steve Brown,DEM,11,43,54
Frio,Total,Railroad Commisioner,,Steve Brown,DEM,330,598,928
Frio,1,Railroad Commisioner,,Mark A. Miller,LIB,2,3,5
Frio,2,Railroad Commisioner,,Mark A. Miller,LIB,1,0,1
Frio,3,Railroad Commisioner,,Mark A. Miller,LIB,1,2,3
Frio,4,Railroad Commisioner,,Mark A. Miller,LIB,2,2,4
Frio,5,Railroad Commisioner,,Mark A. Miller,LIB,1,3,4
Frio,6,Railroad Commisioner,,Mark A. Miller,LIB,1,6,7
Frio,8,Railroad Commisioner,,Mark A. Miller,LIB,0,1,1
Frio,9,Railroad Commisioner,,Mark A. Miller,LIB,1,1,2
Frio,10,Railroad Commisioner,,Mark A. Miller,LIB,0,2,2
Frio,Total,Railroad Commisioner,,Mark A. Miller,LIB,9,20,29
Frio,1,Railroad Commisioner,,Martina Salinas,GRN,9,1,10
Frio,2,Railroad Commisioner,,Martina Salinas,GRN,8,1,9
Frio,3,Railroad Commisioner,,Martina Salinas,GRN,7,4,11
Frio,4,Railroad Commisioner,,Martina Salinas,GRN,2,3,5
Frio,5,Railroad Commisioner,,Martina Salinas,GRN,1,1,2
Frio,6,Railroad Commisioner,,Martina Salinas,GRN,1,3,4
Frio,8,Railroad Commisioner,,Martina Salinas,GRN,2,5,7
Frio,9,Railroad Commisioner,,Martina Salinas,GRN,1,4,5
Frio,10,Railroad Commisioner,,Martina Salinas,GRN,2,3,5
Frio,Total,Railroad Commisioner,,Martina Salinas,GRN,33,25,58
Frio,1,"State Representative, District 80",80,Tracy O. King,DEM,109,127,236
Frio,2,"State Representative, District 80",80,Tracy O. King,DEM,65,72,137
Frio,3,"State Representative, District 80",80,Tracy O. King,DEM,59,83,142
Frio,4,"State Representative, District 80",80,Tracy O. King,DEM,129,174,303
Frio,5,"State Representative, District 80",80,Tracy O. King,DEM,29,82,111
Frio,6,"State Representative, District 80",80,Tracy O. King,DEM,16,96,112
Frio,8,"State Representative, District 80",80,Tracy O. King,DEM,71,91,162
Frio,9,"State Representative, District 80",80,Tracy O. King,DEM,23,104,127
Frio,10,"State Representative, District 80",80,Tracy O. King,DEM,28,117,145
Frio,Total,"State Representative, District 80",80,Tracy O. King,DEM,529,946,1475
Frio,1,"State Representative, District 80",80,Marco Buentello,GRN,7,5,12
Frio,2,"State Representative, District 80",80,Marco Buentello,GRN,2,2,4
Frio,3,"State Representative, District 80",80,Marco Buentello,GRN,5,3,8
Frio,4,"State Representative, District 80",80,Marco Buentello,GRN,6,9,15
Frio,5,"State Representative, District 80",80,Marco Buentello,GRN,1,9,10
Frio,6,"State Representative, District 80",80,Marco Buentello,GRN,5,13,18
Frio,8,"State Representative, District 80",80,Marco Buentello,GRN,5,4,9
Frio,9,"State Representative, District 80",80,Marco Buentello,GRN,3,5,8
Frio,10,"State Representative, District 80",80,Marco Buentello,GRN,4,5,9
Frio,Total,"State Representative, District 80",80,Marco Buentello,GRN,38,55,93
