county,precinct,office,district,candidate,party,votes,absentee,early_voting,election_day,provisional
Ellis,PRECINCT 101,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"Chief Justice, Supreme Court",,Under Votes,,15,1,6,8,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 6",,Jeff Brown,REP,705,44,351,310,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 6",,Lawrence Edward Meyers,DEM,213,5,97,111,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,26,0,10,16,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 6",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 6",,Under Votes,,19,2,8,9,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,689,42,344,303,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,218,6,99,113,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,28,0,10,18,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,7,0,3,4,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 7",,Under Votes,,21,3,10,8,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,721,43,359,319,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,DEM,67,1,35,31,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 8",,Jim Chisolm,LIB,47,1,21,25,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"Justice, Supreme Court, Place 8",,Under Votes,,128,6,51,71,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,695,43,346,306,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,214,4,97,113,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,34,0,14,20,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 3",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 3",,Under Votes,,20,4,9,7,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,716,43,354,319,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,92,2,50,40,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,39,0,18,21,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 4",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 4",,Under Votes,,116,6,44,66,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,726,43,359,324,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,67,1,36,30,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,41,1,21,19,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 9",,Over Votes,,1,0,0,1,0
Ellis,PRECINCT 101,"Judge, Court of Criminal Appeals, Pl 9",,Under Votes,,128,6,50,72,0
Ellis,PRECINCT 101,State Representative,10,John Wray,REP,748,42,372,334,0
Ellis,PRECINCT 101,State Representative,10,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,State Representative,10,Under Votes,,215,9,94,112,0
Ellis,PRECINCT 101,"10th Court of Appeals District, Place 2",,Rex Davis,REP,750,43,371,336,0
Ellis,PRECINCT 101,"10th Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"10th Court of Appeals District, Place 2",,Under Votes,,213,8,95,110,0
Ellis,PRECINCT 101,"District Judge, 40th Judicial District",,Bob Carroll,REP,739,41,367,331,0
Ellis,PRECINCT 101,"District Judge, 40th Judicial District",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"District Judge, 40th Judicial District",,Under Votes,,224,10,99,115,0
Ellis,PRECINCT 101,County Judge,,Carol Bush,REP,743,44,362,337,0
Ellis,PRECINCT 101,County Judge,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,County Judge,,Under Votes,,220,7,104,109,0
Ellis,PRECINCT 101,"Judge, County Court at Law, Place 1",,Jim Chapman,REP,743,43,367,333,0
Ellis,PRECINCT 101,"Judge, County Court at Law, Place 1",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"Judge, County Court at Law, Place 1",,Under Votes,,220,8,99,113,0
Ellis,PRECINCT 101,"Judge, County Court at Law, Place 2",,"A. Gene Calvert, Jr.",REP,747,43,369,335,0
Ellis,PRECINCT 101,"Judge, County Court at Law, Place 2",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"Judge, County Court at Law, Place 2",,Under Votes,,216,8,97,111,0
Ellis,PRECINCT 101,District Clerk,,Melanie Price Reed,REP,744,42,367,335,0
Ellis,PRECINCT 101,District Clerk,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,District Clerk,,Under Votes,,219,9,99,111,0
Ellis,PRECINCT 101,County Clerk,,Cindy Polley .,REP,748,44,368,336,0
Ellis,PRECINCT 101,County Clerk,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,County Clerk,,Under Votes,,215,7,98,110,0
Ellis,PRECINCT 101,County Treasurer,,Cheryl Chambers,REP,746,44,365,337,0
Ellis,PRECINCT 101,County Treasurer,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,County Treasurer,,Under Votes,,217,7,101,109,0
Ellis,PRECINCT 101,"County Commissioner, Precinct No. 4",,Kyle Butler,REP,749,44,369,336,0
Ellis,PRECINCT 101,"County Commissioner, Precinct No. 4",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"County Commissioner, Precinct No. 4",,Under Votes,,214,7,97,110,0
Ellis,PRECINCT 101,"Justice of the Peace, Precinct No. 4",,Steve Egan,REP,752,44,370,338,0
Ellis,PRECINCT 101,"Justice of the Peace, Precinct No. 4",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,"Justice of the Peace, Precinct No. 4",,Under Votes,,211,7,96,108,0
Ellis,PRECINCT 101,Constitutional Amendment,,FOR,,623,33,312,278,0
Ellis,PRECINCT 101,Constitutional Amendment,,AGAINST,,135,6,63,66,0
Ellis,PRECINCT 101,Constitutional Amendment,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 101,Constitutional Amendment,,Under Votes,,205,12,91,102,0
Ellis,PRECINCT 102,REGISTERED VOTERS,,,,3766,,,,
Ellis,PRECINCT 102,BALLOTS CAST,,,,1092,45,554,493,0
Ellis,PRECINCT 102,Straight Party,,REPUBLICAN PARTY,REP,585,21,287,277,0
Ellis,PRECINCT 102,Straight Party,,DEMOCRATIC PARTY,DEM,91,10,40,41,0
Ellis,PRECINCT 102,Straight Party,,LIBERTARIAN PARTY,LIB,3,0,2,1,0
Ellis,PRECINCT 102,Straight Party,,GREEN PARTY,GRN,0,0,0,0,0
Ellis,PRECINCT 102,Straight Party,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,Straight Party,,Under Votes,,413,14,225,174,0
Ellis,PRECINCT 102,United States Senator,,John Cornyn,REP,896,33,463,400,0
Ellis,PRECINCT 102,United States Senator,,David M. Alameel,DEM,141,12,64,65,0
Ellis,PRECINCT 102,United States Senator,,Rebecca Paddock,LIB,33,0,15,18,0
Ellis,PRECINCT 102,United States Senator,,"Emily ""Spicybrown"" Sanchez",GRN,9,0,6,3,0
Ellis,PRECINCT 102,United States Senator,,Write-ins,,0,0,0,0,0
Ellis,PRECINCT 102,United States Senator,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,United States Senator,,Under Votes,,13,0,6,7,0
Ellis,PRECINCT 102,U.S. House,6,Joe Barton,REP,899,32,462,405,0
Ellis,PRECINCT 102,U.S. House,6,David E. Cozad,DEM,146,12,67,67,0
Ellis,PRECINCT 102,U.S. House,6,Hugh Chauvin,LIB,31,0,17,14,0
Ellis,PRECINCT 102,U.S. House,6,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,U.S. House,6,Under Votes,,16,1,8,7,0
Ellis,PRECINCT 102,Governor,,Greg Abbott,REP,892,28,462,402,0
Ellis,PRECINCT 102,Governor,,Wendy R. Davis,DEM,174,17,80,77,0
Ellis,PRECINCT 102,Governor,,Kathie Glass,LIB,16,0,5,11,0
Ellis,PRECINCT 102,Governor,,Brandon Parmer,GRN,5,0,3,2,0
Ellis,PRECINCT 102,Governor,,Write-ins,,1,0,0,1,0
Ellis,PRECINCT 102,Governor,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,Governor,,Under Votes,,4,0,4,0,0
Ellis,PRECINCT 102,Lieutenant Governor,,Dan Patrick,REP,874,29,449,396,0
Ellis,PRECINCT 102,Lieutenant Governor,,Leticia Van de Putte,DEM,167,16,80,71,0
Ellis,PRECINCT 102,Lieutenant Governor,,Robert D. Butler,LIB,36,0,17,19,0
Ellis,PRECINCT 102,Lieutenant Governor,,Chandrakantha Courtney,GRN,6,0,3,3,0
Ellis,PRECINCT 102,Lieutenant Governor,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,Lieutenant Governor,,Under Votes,,9,0,5,4,0
Ellis,PRECINCT 102,Attorney General,,Ken Paxton,REP,884,29,462,393,0
Ellis,PRECINCT 102,Attorney General,,Sam Houston,DEM,169,16,77,76,0
Ellis,PRECINCT 102,Attorney General,,Jamie Balagia,LIB,26,0,10,16,0
Ellis,PRECINCT 102,Attorney General,,Jamar Osborne,GRN,0,0,0,0,0
Ellis,PRECINCT 102,Attorney General,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,Attorney General,,Under Votes,,13,0,5,8,0
Ellis,PRECINCT 102,Comptroller of Public Accounts,,Glenn Hegar,REP,862,27,450,385,0
Ellis,PRECINCT 102,Comptroller of Public Accounts,,Mike Collier,DEM,158,18,76,64,0
Ellis,PRECINCT 102,Comptroller of Public Accounts,,Ben Sanders,LIB,38,0,14,24,0
Ellis,PRECINCT 102,Comptroller of Public Accounts,,Deb Shafto,GRN,12,0,4,8,0
Ellis,PRECINCT 102,Comptroller of Public Accounts,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,Comptroller of Public Accounts,,Under Votes,,22,0,10,12,0
Ellis,PRECINCT 102,Commissioner of the General Land Office,,George P. Bush,REP,885,32,460,393,0
Ellis,PRECINCT 102,Commissioner of the General Land Office,,John Cook,DEM,152,13,70,69,0
Ellis,PRECINCT 102,Commissioner of the General Land Office,,Justin Knight,LIB,29,0,12,17,0
Ellis,PRECINCT 102,Commissioner of the General Land Office,,Valerie Alessi,GRN,10,0,5,5,0
Ellis,PRECINCT 102,Commissioner of the General Land Office,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,Commissioner of the General Land Office,,Under Votes,,16,0,7,9,0
Ellis,PRECINCT 102,Commissioner of Agriculture,,Sid Miller,REP,856,27,444,385,0
Ellis,PRECINCT 102,Commissioner of Agriculture,,Jim Hogan,DEM,167,18,80,69,0
Ellis,PRECINCT 102,Commissioner of Agriculture,,David (Rocky) Palmquist,LIB,31,0,13,18,0
Ellis,PRECINCT 102,Commissioner of Agriculture,,Kenneth Kendrick,GRN,12,0,5,7,0
Ellis,PRECINCT 102,Commissioner of Agriculture,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,Commissioner of Agriculture,,Under Votes,,26,0,12,14,0
Ellis,PRECINCT 102,Railroad Commissioner,,Ryan Sitton,REP,873,28,450,395,0
Ellis,PRECINCT 102,Railroad Commissioner,,Steve Brown,DEM,155,16,72,67,0
Ellis,PRECINCT 102,Railroad Commissioner,,Mark A. Miller,LIB,31,0,15,16,0
Ellis,PRECINCT 102,Railroad Commissioner,,Martina Salinas,GRN,11,0,5,6,0
Ellis,PRECINCT 102,Railroad Commissioner,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,Railroad Commissioner,,Under Votes,,22,1,12,9,0
Ellis,PRECINCT 102,"Chief Justice, Supreme Court",,Nathan Hecht,REP,867,27,446,394,0
Ellis,PRECINCT 102,"Chief Justice, Supreme Court",,William Moody,DEM,162,17,74,71,0
Ellis,PRECINCT 102,"Chief Justice, Supreme Court",,Tom Oxford,LIB,39,0,20,19,0
Ellis,PRECINCT 102,"Chief Justice, Supreme Court",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"Chief Justice, Supreme Court",,Under Votes,,24,1,14,9,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 6",,Jeff Brown,REP,881,29,451,401,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 6",,Lawrence Edward Meyers,DEM,142,15,68,59,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 6",,Mark Ash,LIB,40,0,19,21,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 6",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 6",,Under Votes,,29,1,16,12,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 7",,Jeff Boyd,REP,864,28,440,396,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 7",,Gina Benavides,DEM,159,16,76,67,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 7",,Don Fulton,LIB,34,0,18,16,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 7",,Charles E. Waterbury,GRN,8,0,5,3,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 7",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 7",,Under Votes,,27,1,15,11,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 8",,Phil Johnson,REP,892,30,458,404,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 8",,RS Roberto Koelsch,DEM,56,3,30,23,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 8",,Jim Chisolm,LIB,38,0,17,21,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 8",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"Justice, Supreme Court, Place 8",,Under Votes,,106,12,49,45,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 3",,Bert Richardson,REP,866,29,445,392,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 3",,John Granberg,DEM,159,16,76,67,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 3",,Mark W. Bennett,LIB,40,0,21,19,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 3",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 3",,Under Votes,,27,0,12,15,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 4",,Kevin Patrick Yeary,REP,872,30,451,391,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 4",,Quanah Parker,LIB,87,3,48,36,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 4",,Judith Sanders-Castro,GRN,27,0,10,17,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 4",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 4",,Under Votes,,106,12,45,49,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 9",,David Newell,REP,887,30,460,397,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 9",,"William Bryan Strange, III",LIB,63,3,32,28,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 9",,George Joseph Altgelt,GRN,29,0,15,14,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 9",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"Judge, Court of Criminal Appeals, Pl 9",,Under Votes,,113,12,47,54,0
Ellis,PRECINCT 102,State Representative,10,John Wray,REP,896,26,465,405,0
Ellis,PRECINCT 102,State Representative,10,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,State Representative,10,Under Votes,,196,19,89,88,0
Ellis,PRECINCT 102,"10th Court of Appeals District, Place 2",,Rex Davis,REP,900,30,463,407,0
Ellis,PRECINCT 102,"10th Court of Appeals District, Place 2",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"10th Court of Appeals District, Place 2",,Under Votes,,192,15,91,86,0
Ellis,PRECINCT 102,"District Judge, 40th Judicial District",,Bob Carroll,REP,900,29,467,404,0
Ellis,PRECINCT 102,"District Judge, 40th Judicial District",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"District Judge, 40th Judicial District",,Under Votes,,192,16,87,89,0
Ellis,PRECINCT 102,County Judge,,Carol Bush,REP,904,29,466,409,0
Ellis,PRECINCT 102,County Judge,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,County Judge,,Under Votes,,188,16,88,84,0
Ellis,PRECINCT 102,"Judge, County Court at Law, Place 1",,Jim Chapman,REP,907,30,469,408,0
Ellis,PRECINCT 102,"Judge, County Court at Law, Place 1",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"Judge, County Court at Law, Place 1",,Under Votes,,185,15,85,85,0
Ellis,PRECINCT 102,"Judge, County Court at Law, Place 2",,"A. Gene Calvert, Jr.",REP,908,30,470,408,0
Ellis,PRECINCT 102,"Judge, County Court at Law, Place 2",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"Judge, County Court at Law, Place 2",,Under Votes,,184,15,84,85,0
Ellis,PRECINCT 102,District Clerk,,Melanie Price Reed,REP,906,30,468,408,0
Ellis,PRECINCT 102,District Clerk,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,District Clerk,,Under Votes,,186,15,86,85,0
Ellis,PRECINCT 102,County Clerk,,Cindy Polley .,REP,910,30,470,410,0
Ellis,PRECINCT 102,County Clerk,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,County Clerk,,Under Votes,,182,15,84,83,0
Ellis,PRECINCT 102,County Treasurer,,Cheryl Chambers,REP,899,30,462,407,0
Ellis,PRECINCT 102,County Treasurer,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,County Treasurer,,Under Votes,,193,15,92,86,0
Ellis,PRECINCT 102,"Justice of the Peace, Precinct No. 4",,Steve Egan,REP,904,30,463,411,0
Ellis,PRECINCT 102,"Justice of the Peace, Precinct No. 4",,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,"Justice of the Peace, Precinct No. 4",,Under Votes,,188,15,91,82,0
Ellis,PRECINCT 102,Constitutional Amendment,,FOR,,761,27,379,355,0
Ellis,PRECINCT 102,Constitutional Amendment,,AGAINST,,159,6,70,83,0
Ellis,PRECINCT 102,Constitutional Amendment,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 102,Constitutional Amendment,,Under Votes,,172,12,105,55,0
Ellis,PRECINCT 103,REGISTERED VOTERS,,,,3543,,,,
Ellis,PRECINCT 103,BALLOTS CAST,,,,1112,36,531,545,0
Ellis,PRECINCT 103,Straight Party,,REPUBLICAN PARTY,REP,620,25,278,317,0
Ellis,PRECINCT 103,Straight Party,,DEMOCRATIC PARTY,DEM,83,2,39,42,0
Ellis,PRECINCT 103,Straight Party,,LIBERTARIAN PARTY,LIB,10,0,6,4,0
Ellis,PRECINCT 103,Straight Party,,GREEN PARTY,GRN,2,0,1,1,0
Ellis,PRECINCT 103,Straight Party,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 103,Straight Party,,Under Votes,,397,9,207,181,0
Ellis,PRECINCT 103,United States Senator,,John Cornyn,REP,903,32,431,440,0
Ellis,PRECINCT 103,United States Senator,,David M. Alameel,DEM,152,4,71,77,0
Ellis,PRECINCT 103,United States Senator,,Rebecca Paddock,LIB,39,0,20,19,0
Ellis,PRECINCT 103,United States Senator,,"Emily ""Spicybrown"" Sanchez",GRN,8,0,4,4,0
Ellis,PRECINCT 103,United States Senator,,Write-ins,,1,0,0,1,0
Ellis,PRECINCT 103,United States Senator,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 103,United States Senator,,Under Votes,,9,0,5,4,0
Ellis,PRECINCT 103,U.S. House,6,Joe Barton,REP,901,33,426,442,0
Ellis,PRECINCT 103,U.S. House,6,David E. Cozad,DEM,154,3,75,76,0
Ellis,PRECINCT 103,U.S. House,6,Hugh Chauvin,LIB,38,0,17,21,0
Ellis,PRECINCT 103,U.S. House,6,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 103,U.S. House,6,Under Votes,,19,0,13,6,0
Ellis,PRECINCT 103,Governor,,Greg Abbott,REP,898,32,421,445,0
Ellis,PRECINCT 103,Governor,,Wendy R. Davis,DEM,187,4,94,89,0
Ellis,PRECINCT 103,Governor,,Kathie Glass,LIB,23,0,13,10,0
Ellis,PRECINCT 103,Governor,,Brandon Parmer,GRN,1,0,1,0,0
Ellis,PRECINCT 103,Governor,,Write-ins,,0,0,0,0,0
Ellis,PRECINCT 103,Governor,,Over Votes,,0,0,0,0,0
Ellis,PRECINCT 103,Governor,,Under Votes,,3,0,2,1,0
Ellis,PRECINCT 103,Lieutenant Governor,,Dan Patrick,REP,890,30,423,437,0
Ellis,PRECINCT 103,Lieutenant Governor,,Leticia Van de Putte,DEM,173,6,84,83,0
