office,district,candidate,incumbent,party,votes,pct
State Representative,21,Mary Jane Avery,FALSE,REP,4452,100
State Representative,21,Total,,,4452,
State Representative,23,Jeff Harrison,FALSE,REP,3988,100
State Representative,23,Total,,,3988,
State Representative,24,John Hart,FALSE,REP,4062,100
State Representative,24,Total,,,4062,
State Representative,25,Dennis  Bonnen,TRUE,REP,7727,55.11
State Representative,25,Dianne Hensley,FALSE,REP,6295,44.89
State Representative,25,Total,,,14022,
State Representative,26,Charlie Howard,TRUE,REP,11709,100
State Representative,26,Total,,,11709,
State Representative,27,Lester Phipps,FALSE,REP,4850,100
State Representative,27,Total,,,4850,
State Representative,28,Phil Stephenson,FALSE,REP,5526,65
State Representative,28,Larry Wessels,FALSE,REP,2976,35
State Representative,28,Total,,,8502,
State Representative,30,Geanie W. Morrison,TRUE,REP,5805,100
State Representative,30,Total,,,5805,
State Representative,32,Gene Seaman,TRUE,REP,7895,100
State Representative,32,Total,,,7895,
State Representative,38,Chris Hughston,FALSE,REP,2026,100
State Representative,38,Total,,,2026,
State Representative,44,Darrell T. Brownlow,FALSE,REP,2410,100
State Representative,44,Total,,,2410,
State Representative,45,Edmund Kuempel,TRUE,REP,16001,100
State Representative,45,Total,,,16001,
State Representative,46,Rick Green,TRUE,REP,7485,100
State Representative,46,Total,,,7485,
State Representative,47,Terry  Keel,TRUE,REP,18173,100
State Representative,47,Total,,,18173,
State Representative,48,Joe R. Anderson,FALSE,REP,1553,19.97
State Representative,48,Maria Gavilan Burbridge,FALSE,REP,807,10.38
State Representative,48,Scott Loras,FALSE,REP,1883,24.22
State Representative,48,Al J. Stowell,FALSE,REP,350,4.5
State Representative,48,Jill Warren,FALSE,REP,2697,34.69
State Representative,48,Robert R. Wyckoff,FALSE,REP,485,6.24
State Representative,48,Total,,,7775,
State Representative,49,Gus Blomquist,FALSE,REP,4655,100
State Representative,49,Total,,,4655,
State Representative,52,R.C.  Crawford,FALSE,REP,2910,18.68
State Representative,52,Mike Krusee,TRUE,REP,12670,81.32
State Representative,52,Total,,,15580,
State Representative,53,Harvey Hilderbran,TRUE,REP,22559,100
State Representative,53,Total,,,22559,
State Representative,54,Suzanna Gratia Hupp,TRUE,REP,6320,100
State Representative,54,Total,,,6320,
State Representative,55,Dianne White Delisi,TRUE,REP,8436,100
State Representative,55,Total,,,8436,
State Representative,56,Kip Averitt,TRUE,REP,9412,100
State Representative,56,Total,,,9412,
State Representative,58,Arlene Wohlgemuth,TRUE,REP,7704,100
State Representative,58,Total,,,7704,
State Representative,59,Sid Miller,FALSE,REP,4179,100
State Representative,59,Total,,,4179,
State Representative,60,James L. ,TRUE,REP,8330,100
State Representative,60,Total,,,8330,
State Representative,61,Phil King,TRUE,REP,10911,100
State Representative,61,Total,,,10911,
State Representative,62,Ron Clark,TRUE,REP,7774,100
State Representative,62,Total,,,7774,
State Representative,63,Mary Denny,TRUE,REP,12112,100
State Representative,63,Total,,,12112,
State Representative,64,Ronny Crownover,TRUE,REP,9513,100
State Representative,64,Total,,,9513,
State Representative,65,Burt Solomons,TRUE,REP,5869,100
State Representative,65,Total,,,5869,
State Representative,66,Kenny Johnson,FALSE,REP,4248,34.8
State Representative,66,Brian McCall,TRUE,REP,7959,65.2
State Representative,66,Total,,,12207,
State Representative,67,Jerry Madden,TRUE,REP,8581,100
State Representative,67,Total,,,8581,
State Representative,68,Rick Hardcastle,TRUE,REP,3674,100
State Representative,68,Total,,,3674,
State Representative,70,Tim Blackshear,FALSE,REP,3507,100
State Representative,70,Total,,,3507,
State Representative,71,Bob Hunter,TRUE,REP,7845,100
State Representative,71,Total,,,7845,
State Representative,72,Betsy Johnson,FALSE,REP,8133,100
State Representative,72,Total,,,8133,
State Representative,73,Steve Fryar,FALSE,REP,7864,100
State Representative,73,Total,,,7864,
State Representative,78,Pat Haggerty,TRUE,REP,5470,100
State Representative,78,Total,,,5470,
State Representative,80,Gary L.  Walker,TRUE,REP,4763,100
State Representative,80,Total,,,4763,
State Representative,81,"G. E. ""Buddy"" West",TRUE,REP,10794,100
State Representative,81,Total,,,10794,
State Representative,82,Tom  Craddick,TRUE,REP,16007,100
State Representative,82,Total,,,16007,
State Representative,83,Delwin Jones,TRUE,REP,5750,100
State Representative,83,Total,,,5750,
State Representative,84,Carl H. Isett,TRUE,REP,13648,100
State Representative,84,Total,,,13648,
State Representative,86,John Smithee,TRUE,REP,15187,100
State Representative,86,Total,,,15187,
State Representative,87,David Swinford,TRUE,REP,8481,100
State Representative,87,Total,,,8481,
State Representative,88,Warren Chisum,TRUE,REP,11660,100
State Representative,88,Total,,,11660,
State Representative,89,Charlie Geren,FALSE,REP,5347,100
State Representative,89,Total,,,5347,
State Representative,91,Bill G. Carter,TRUE,REP,4455,54.82
State Representative,91,Monte Mitchell,FALSE,REP,3671,45.18
State Representative,91,Total,,,8126,
State Representative,92,Todd Smith,TRUE,REP,6352,100
State Representative,92,Total,,,6352,
State Representative,93,Toby Goodman,TRUE,REP,4059,100
State Representative,93,Total,,,4059,
State Representative,94,Kent Grusendorf,TRUE,REP,8972,100
State Representative,94,Total,,,8972,
State Representative,96,Kim Brimer,TRUE,REP,5472,55.09
State Representative,96,Bill Zedler,FALSE,REP,4461,44.91
State Representative,96,Total,,,9933,
State Representative,97,Anna Mowery,TRUE,REP,11900,100
State Representative,97,Total,,,11900,
State Representative,98,Nancy Moffat,FALSE,REP,3569,34.2
State Representative,98,Vicki Truitt,TRUE,REP,6866,65.8
State Representative,98,Total,,,10435,
State Representative,99,Kenny E. Marchant,TRUE,REP,6021,100
State Representative,99,Total,,,6021,
State Representative,101,Elvira Reyna,TRUE,REP,4620,100
State Representative,101,Total,,,4620,
State Representative,102,Tony Goolsby,TRUE,REP,6624,100
State Representative,102,Total,,,6624,
State Representative,104,Monty Ousley Weddell,FALSE,REP,719,100
State Representative,104,Total,,,719,
State Representative,105,Tony Aguilar,FALSE,REP,1737,100
State Representative,105,Total,,,1737,
State Representative,106,Ray Allen,TRUE,REP,3764,100
State Representative,106,Total,,,3764,
State Representative,107,Ron Walenta,FALSE,REP,2487,100
State Representative,107,Total,,,2487,
State Representative,108,Kenn S. George,TRUE,REP,9224,100
State Representative,108,Total,,,9224,
State Representative,112,Fred Hill,TRUE,REP,6717,100
State Representative,112,Total,,,6717,
State Representative,113,Joe Driver,TRUE,REP,5333,100
State Representative,113,Total,,,5333,
State Representative,114,Will Hartnett,TRUE,REP,7019,100
State Representative,114,Total,,,7019,
State Representative,121,Elizabeth Ames Jones,FALSE,REP,8053,66.36
State Representative,121,Bill Siebert,TRUE,REP,4082,33.64
State Representative,121,Total,,,12135,
State Representative,122,John H. Shields,TRUE,REP,11033,100
State Representative,122,Total,,,11033,
State Representative,123,"Frank J. Corte, Jr.",TRUE,REP,8533,67.36
State Representative,123,Brandt Schneider,FALSE,REP,1466,11.57
State Representative,123,Larry Tschirhart,FALSE,REP,2669,21.07
State Representative,123,Total,,,12668,
State Representative,125,Chris George,FALSE,REP,2918,100
State Representative,125,Total,,,2918,
State Representative,126,Peggy Hamric,TRUE,REP,9907,100
State Representative,126,Total,,,9907,
State Representative,127,Joe Crabb,TRUE,REP,7820,78
State Representative,127,Michael Sullivan,FALSE,REP,2205,22
State Representative,127,Total,,,10025,
State Representative,129,John E. Davis,TRUE,REP,6356,100
State Representative,129,Total,,,6356,
State Representative,130,Bill Callegari,FALSE,REP,4654,34.73
State Representative,130,Aubrey Thoede,FALSE,REP,4821,35.98
State Representative,130,Corbin Van Arsdale,FALSE,REP,3925,29.29
State Representative,130,Total,,,13400,
State Representative,133,Joe Nixon,TRUE,REP,9838,100
State Representative,133,Total,,,9838,
State Representative,134,Kyle Janek,TRUE,REP,5010,100
State Representative,134,Total,,,5010,
State Representative,135,Gary Elkins,TRUE,REP,7852,78.04
State Representative,135,Harold Gunn,FALSE,REP,2209,21.96
State Representative,135,Total,,,10061,
State Representative,136,Beverly Woolley,TRUE,REP,11148,100
State Representative,136,Total,,,11148,
State Representative,137,"David ""Cub"" Cubberly",FALSE,REP,2365,100
State Representative,137,Total,,,2365,
State Representative,138,Victoria Frayser,FALSE,REP,2602,100
State Representative,138,Total,,,2602,
State Representative,143,"R. J. ""Reggie"" Gonzales",FALSE,REP,606,53.77
State Representative,143,David McCullough,FALSE,REP,521,46.23
State Representative,143,Total,,,1127,
State Representative,144,Robert E. Talton,TRUE,REP,3710,100
State Representative,144,Total,,,3710,
State Representative,145,Michael Bunch,FALSE,REP,922,100
State Representative,145,Total,,,922,
State Representative,149,John  Beaird,FALSE,REP,1516,32.4
State Representative,149,Talmadge L. Heflin,TRUE,REP,3163,67.6
State Representative,149,Total,,,4679,
State Representative,150,Paul J. Hilbert,TRUE,REP,7491,100
State Representative,150,Total,,,7491,
"Chief Justice, 2nd Court of Appeals District",,John Cayce,TRUE,REP,92186,100
"Chief Justice, 2nd Court of Appeals District",,Total,,,92186,
"Chief Justice, 5th Court of Appeals District",,Linda Thomas,TRUE,REP,96838,100
"Chief Justice, 5th Court of Appeals District",,Total,,,96838,
"Chief Justice, 10th Court of Appeals District",,Rex Davis,TRUE,REP,39992,100
"Chief Justice, 10th Court of Appeals District",,Total,,,39992,
"Justice, 1st Court of Appeals District, Place 1",,"M.B. ""Murry"" Cohen",TRUE,REP,150143,100
"Justice, 1st Court of Appeals District, Place 1",,Total,,,150143,
"Justice, 1st Court of Appeals District, Place 2",,Scott  Brister,FALSE,REP,107836,63.91
"Justice, 1st Court of Appeals District, Place 2",,Richard Hall,FALSE,REP,60906,36.09
"Justice, 1st Court of Appeals District, Place 2",,Total,,,168742,
"Justice, 1st Court of Appeals District, Place 3",,Adele Hedges,TRUE,REP,140464,100
"Justice, 1st Court of Appeals District, Place 3",,Total,,,140464,
"Justice, 1st Court of Appeals District, Place 4",,Ken Cannata,FALSE,REP,47023,28.82
"Justice, 1st Court of Appeals District, Place 4",,Terry Jennings,FALSE,REP,78187,47.92
"Justice, 1st Court of Appeals District, Place 4",,Lloyd W. Oliver,FALSE,REP,37941,23.26
"Justice, 1st Court of Appeals District, Place 4",,Total,,,163151,
"Justice, 1st Court of Appeals District, Place 5",,Tim Taft,TRUE,REP,135440,100
"Justice, 1st Court of Appeals District, Place 5",,Total,,,135440,
"Justice, 2nd Court of Appeals District, Place 3  Unexpired Term",,David Evans,FALSE,REP,46296,45.09
"Justice, 2nd Court of Appeals District, Place 3  Unexpired Term",,Anne Gardner,FALSE,REP,56376,54.91
"Justice, 2nd Court of Appeals District, Place 3  Unexpired Term",,Total,,,102672,
"Justice, 2nd Court of Appeals District, Place 4",,Sam Day,TRUE,REP,91334,100
"Justice, 2nd Court of Appeals District, Place 4",,Total,,,91334,
"Justice, 2nd Court of Appeals District, Place 5",,David Richards,TRUE,REP,43071,41.43
"Justice, 2nd Court of Appeals District, Place 5",,Sue Walker,FALSE,REP,60886,58.57
"Justice, 2nd Court of Appeals District, Place 5",,Total,,,103957,
"Justice, 2nd Court of Appeals District, Place 6",,Lee Ann Dauphinot,TRUE,REP,57745,54.64
"Justice, 2nd Court of Appeals District, Place 6",,Jeff Kobs,FALSE,REP,47946,45.36
"Justice, 2nd Court of Appeals District, Place 6",,Total,,,105691,
"Justice, 3rd Court of Appeals District, Place 1",,David  Puryear,FALSE,REP,87714,100
"Justice, 3rd Court of Appeals District, Place 1",,Total,,,87714,
"Justice, 3rd Court of Appeals District, Place 4",,Lee Yeakel,TRUE,REP,87113,100
"Justice, 3rd Court of Appeals District, Place 4",,Total,,,87113,
"Justice, 4th Court of Appeals District, Place 1",,Rebecca Simmons,FALSE,REP,76112,100
"Justice, 4th Court of Appeals District, Place 1",,Total,,,76112,
"Justice, 4th Court of Appeals District, Place 2",,Jay Brandon,FALSE,REP,75610,100
"Justice, 4th Court of Appeals District, Place 2",,Total,,,75610,
"Justice, 4th Court of Appeals District, Place 3",,Paul W.  Green,TRUE,REP,75807,100
"Justice, 4th Court of Appeals District, Place 3",,Total,,,75807,
"Justice, 4th Court of Appeals District, Place 4",,Sarah B.  Duncan,TRUE,REP,75548,100
"Justice, 4th Court of Appeals District, Place 4",,Total,,,75548,
"Justice, 4th Court of Appeals District, Place 5",,Karen Angelini,TRUE,REP,77519,100
"Justice, 4th Court of Appeals District, Place 5",,Total,,,77519,
"Justice, 5th Court of Appeals District, Place 1",,Sue Lagarde,TRUE,REP,90712,100
"Justice, 5th Court of Appeals District, Place 1",,Total,,,90712,
"Justice, 5th Court of Appeals District, Place 2",,Ed Kinkeade,TRUE,REP,91354,100
"Justice, 5th Court of Appeals District, Place 2",,Total,,,91354,
"Justice, 5th Court of Appeals District, Place 3",,Martin Richter,FALSE,REP,89792,100
"Justice, 5th Court of Appeals District, Place 3",,Total,,,89792,
"Justice, 5th Court of Appeals District, Place 4",,Joseph B. Morris,TRUE,REP,88961,100
"Justice, 5th Court of Appeals District, Place 4",,Total,,,88961,
"Justice, 5th Court of Appeals District, Place 5",,Tom James,TRUE,REP,89375,100
"Justice, 5th Court of Appeals District, Place 5",,Total,,,89375,
"Justice, 5th Court of Appeals District, Place 6",,Jim Moseley,TRUE,REP,89126,100
"Justice, 5th Court of Appeals District, Place 6",,Total,,,89126,
"Justice, 5th Court of Appeals District, Place 7",,John Roach,TRUE,REP,90563,100
"Justice, 5th Court of Appeals District, Place 7",,Total,,,90563,
"Justice, 5th Court of Appeals District, Place 8  Unexpired Term",,Kerry Fitzgerald,FALSE,REP,88453,100
"Justice, 5th Court of Appeals District, Place 8  Unexpired Term",,Total,,,88453,
"Justice, 7th Court of Appeals District, Place 1",,Deborah Smith McClure,FALSE,REP,20523,35.15
"Justice, 7th Court of Appeals District, Place 1",,Brian Quinn,TRUE,REP,37872,64.85
"Justice, 7th Court of Appeals District, Place 1",,Total,,,58395,
"Justice, 7th Court of Appeals District, Place 2",,Don H.  Reavis,TRUE,REP,52725,100
"Justice, 7th Court of Appeals District, Place 2",,Total,,,52725,
"Justice, 9th Court of Appeals District",,David Gaultney,FALSE,REP,35627,100
"Justice, 9th Court of Appeals District",,Total,,,35627,
"Justice, 12th Court of Appeals District",,Sam Griffith,FALSE,REP,28631,61.2
"Justice, 12th Court of Appeals District",,Roby Hadden,TRUE,REP,18148,38.8
"Justice, 12th Court of Appeals District",,Total,,,46779,
"Justice, 13th Court of Appeals District, Place 3",,Bradford M. Condit,FALSE,REP,31708,100
"Justice, 13th Court of Appeals District, Place 3",,Total,,,31708,
"Justice, 14th Court of Appeals District, Place 1",,Maurice Amidei,TRUE,REP,47137,27.26
"Justice, 14th Court of Appeals District, Place 1",,Jim Barr,FALSE,REP,69721,40.32
"Justice, 14th Court of Appeals District, Place 1",,Charles Wesley Seymore,FALSE,REP,56065,32.42
"Justice, 14th Court of Appeals District, Place 1",,Total,,,172923,
"Justice, 14th Court of Appeals District, Place 2",,John S. Anderson,TRUE,REP,137072,100
"Justice, 14th Court of Appeals District, Place 2",,Total,,,137072,
"Justice, 14th Court of Appeals District, Place 3",,Harvey Hudson,TRUE,REP,149429,100
"Justice, 14th Court of Appeals District, Place 3",,Total,,,149429,
"Justice, 14th Court of Appeals District, Place 4",,Wanda Fowler,TRUE,REP,148666,100
"Justice, 14th Court of Appeals District, Place 4",,Total,,,148666,
"Justice, 14th Court of Appeals District, Place 5",,Richard Edelman,TRUE,REP,148165,100
"Justice, 14th Court of Appeals District, Place 5",,Total,,,148165,
"Justice, 14th Court of Appeals District, Place 6  Unexpired Term",,Kem Thompson Frost,TRUE,REP,146972,100
"Justice, 14th Court of Appeals District, Place 6  Unexpired Term",,Total,,,146972,
District Judge,7th Judicial District,"Louis B. Gohmert, Jr.",TRUE,REP,12129,100
District Judge,7th Judicial District,Total,,,12129,
District Judge,9th Judicial District,Fred Edwards,TRUE,REP,21455,100
District Judge,9th Judicial District,Total,,,21455,
District Judge,11th Judicial District,Mark Davidson,TRUE,REP,94228,100
District Judge,11th Judicial District,Total,,,94228,
District Judge,14th Judicial District,John Marshall,TRUE,REP,32906,47.73
District Judge,14th Judicial District,Mary Murphy,FALSE,REP,36029,52.27
District Judge,14th Judicial District,Total,,,68935,
District Judge,16th Judicial District,John Narsutis,TRUE,REP,17906,100
District Judge,16th Judicial District,Total,,,17906,
District Judge,17th Judicial District,Fred W. Davis,TRUE,REP,55853,100
District Judge,17th Judicial District,Total,,,55853,
District Judge,18th Judicial District,John E. Neill,TRUE,REP,6640,100
District Judge,18th Judicial District,Total,,,6640,
District Judge,19th Judicial District,Ralph Strother,FALSE,REP,12864,100
District Judge,19th Judicial District,Total,,,12864,
District Judge,21st Judicial District,Mary Jo Holloway,FALSE,REP,3372,41.7
District Judge,21st Judicial District,Larry Urquhart,FALSE,REP,4714,58.3
District Judge,21st Judicial District,Total,,,8086,
District Judge,22nd Judicial District,Charles Ramsay,TRUE,REP,11990,100
District Judge,22nd Judicial District,Total,,,11990,
District Judge,23rd Judicial District,Ben  Hardin,TRUE,REP,16900,100
District Judge,23rd Judicial District,Total,,,16900,
District Judge,25th Judicial District,Dwight E.  Peschel,TRUE,REP,9660,100
District Judge,25th Judicial District,Total,,,9660,
District Judge,2nd 25th Judicial District,Frank Follis,FALSE,REP,4634,45.84
District Judge,2nd 25th Judicial District,Brian Kingston,FALSE,REP,5476,54.16
District Judge,2nd 25th Judicial District,Total,,,10110,
District Judge,26th Judicial District,Billy Ray Stubblefield,TRUE,REP,16544,100
District Judge,26th Judicial District,Total,,,16544,
