county,precinct,office,district,party,candidate,election_day,early_voting_ts,early_voting_os,early_voting,votes
Sherman,101,Proposition #12,,DEM,FOR,0,1,0,1,1
Sherman,101,Proposition #12,,DEM,AGAINST,0,0,0,0,0
Sherman,102,U.S. Senate,,REP,Stefano de Stefano,0,1,0,1,1
Sherman,102,U.S. Senate,,REP,"Bruce Jacobson, Jr.",0,1,0,1,1
Sherman,102,U.S. Senate,,REP,Geraldine Sam,0,0,0,0,0
Sherman,102,U.S. Senate,,REP,Ted Cruz,37,39,1,40,77
Sherman,102,U.S. Senate,,REP,Mary Miller,3,4,0,4,7
Sherman,102,U.S. House,13,REP,Mac Thornberry,38,45,1,46,84
Sherman,102,Governor,,REP,SECEDE Kilgore,0,1,0,1,1
Sherman,102,Governor,,REP,Greg Abbott,32,40,1,41,73
Sherman,102,Governor,,REP,Barbara Krueger,4,3,0,3,7
Sherman,102,Lieutenant Governor,,REP,Scott Milder,17,18,1,19,36
Sherman,102,Lieutenant Governor,,REP,Dan Patrick,23,26,0,26,49
Sherman,102,Attorney General,,REP,Ken Paxton,37,40,1,41,78
Sherman,102,Comptroller of Public Accounts,,REP,Glenn Hegar,37,35,1,36,73
Sherman,102,Commissioner of the General Land Office,,REP,Davey Edwards,0,3,0,3,3
Sherman,102,Commissioner of the General Land Office,,REP,Jerry Patterson,4,3,0,3,7
Sherman,102,Commissioner of the General Land Office,,REP,George P. Bush,32,31,1,32,64
Sherman,102,Commissioner of the General Land Office,,REP,Rick Range,3,1,0,1,4
Sherman,102,Commissioner of Agriculture,,REP,Jim Hogan,11,6,0,6,17
Sherman,102,Commissioner of Agriculture,,REP,Sid Miller,19,25,1,26,45
Sherman,102,Commissioner of Agriculture,,REP,Trey Blocker,8,6,0,6,14
Sherman,102,Railroad Commissioner,,REP,Weston Martinez,14,15,1,16,30
Sherman,102,Railroad Commissioner,,REP,Christi Craddick,24,22,0,22,46
Sherman,102,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,36,36,1,37,73
Sherman,102,"Justice, Supreme Court, Place 4",,REP,John Devine,36,37,1,38,74
Sherman,102,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,36,37,1,38,74
Sherman,102,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,14,15,1,16,30
Sherman,102,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,22,21,0,21,43
Sherman,102,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara P. Hervey,36,35,1,36,72
Sherman,102,"Judge, Court of Criminal Apeals, Place 8",,REP,Jay Brandon,24,15,0,15,39
Sherman,102,"Judge, Court of Criminal Apeals, Place 8",,REP,Michelle Slaughter,8,12,1,13,21
Sherman,102,"Judge, Court of Criminal Apeals, Place 8",,REP,Dib Waldrip,4,6,0,6,10
Sherman,102,State Senator,31,REP,Victor Leal,12,23,1,24,36
Sherman,102,State Senator,31,REP,Mike Canon,5,2,0,2,7
Sherman,102,State Senator,31,REP,Kel Seliger,23,23,0,23,46
Sherman,102,State Representative,87,REP,Drew Brassfield,6,4,0,4,10
Sherman,102,State Representative,87,REP,Four Price,31,42,1,43,74
Sherman,102,"Justice, 7th Court of Appeals Dist, Place 2",,REP,Judy Parker,37,35,1,36,73
Sherman,102,"Justice, 7th Court Of Appeals Dist, Place 3",,REP,Pat Pirtle,35,36,1,37,72
Sherman,102,"District Judge, 69th Judicial Dist",,REP,Ron Enns,37,46,1,47,84
Sherman,102,County Judge,,REP,Terri Beth Carter,38,44,2,46,84
Sherman,102,District and County Clerk,,REP,Laura Rogers,20,19,1,20,40
Sherman,102,District and County Clerk,,REP,Maida Reyes,7,23,1,24,31
Sherman,102,District and County Clerk,,REP,Billye Zak,13,6,0,6,19
Sherman,102,County Treasurer,,REP,Doris Parsons,39,44,2,46,85
Sherman,102,Justice of the Peace,,REP,Margaret Ewers,11,16,1,17,28
Sherman,102,Justice of the Peace,,REP,Shannon Sellers,4,1,0,1,5
Sherman,102,Justice of the Peace,,REP,Brenda J. Acker,25,31,1,32,57
Sherman,102,County Chairman,,REP,Susie E Spurlock,39,44,1,45,84
Sherman,102,Proposition 1,,REP,FOR,21,27,1,28,49
Sherman,102,Proposition 1,,REP,AGAINST,17,15,0,15,32
Sherman,102,Proposition 2,,REP,FOR,37,40,1,41,78
Sherman,102,Proposition 2,,REP,AGAINST,2,3,0,3,5
Sherman,102,Proposition 3,,REP,FOR,36,35,1,36,72
Sherman,102,Proposition 3,,REP,AGAINST,4,7,0,7,11
Sherman,102,Proposition 4,,REP,FOR,36,37,1,38,74
Sherman,102,Proposition 4,,REP,AGAINST,4,6,0,6,10
Sherman,102,Proposition 5,,REP,FOR,27,25,0,25,52
Sherman,102,Proposition 5,,REP,AGAINST,13,19,1,20,33
Sherman,102,Proposition 6,,REP,FOR,37,42,1,43,80
Sherman,102,Proposition 6,,REP,AGAINST,3,4,0,4,7
Sherman,102,Proposition 7,,REP,FOR,29,32,0,32,61
Sherman,102,Proposition 7,,REP,AGAINST,10,13,1,14,24
Sherman,102,Proposition 8,,REP,FOR,37,44,1,45,82
Sherman,102,Proposition 8,,REP,AGAINST,3,1,0,1,4
Sherman,102,Proposition 9,,REP,FOR,36,41,1,42,78
Sherman,102,Proposition 9,,REP,AGAINST,4,5,0,5,9
Sherman,102,Proposition 10,,REP,FOR,36,39,1,40,76
Sherman,102,Proposition 10,,REP,AGAINST,2,7,0,7,9
Sherman,102,Proposition 11,,REP,FOR,34,37,1,38,72
Sherman,102,Proposition 11,,REP,AGAINST,4,7,0,7,11
Sherman,102,U.S. Senate,,DEM,Edward Kimbrough,0,2,0,2,2
Sherman,102,U.S. Senate,,DEM,Beto O'Rourke,1,2,0,2,3
Sherman,102,U.S. Senate,,DEM,Sema Hernandez,0,1,0,1,1
Sherman,102,U.S. House,13,DEM,Greg Sagan,0,4,0,4,4
Sherman,102,Governor,,DEM,Adrian Ocegueda,0,0,0,0,0
Sherman,102,Governor,,DEM,Joe Mumbach,0,0,0,0,0
Sherman,102,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Sherman,102,Governor,,DEM,"Cedric Davis, Sr.",0,1,0,1,1
Sherman,102,Governor,,DEM,Jeffrey Payne,0,1,0,1,1
Sherman,102,Governor,,DEM,Tom Wakely,0,0,0,0,0
Sherman,102,Governor,,DEM,Lupe Valdez,1,2,0,2,3
Sherman,102,Governor,,DEM,Grady Yarbrough,0,1,0,1,1
Sherman,102,Governor,,DEM,Andrew White,0,0,0,0,0
Sherman,102,Lieutenant Governor,,DEM,Mike Collier,0,3,0,3,3
Sherman,102,Lieutenant Governor,,DEM,Michael Cooper,1,2,0,2,3
Sherman,102,Attorney General,,DEM,Justin Nelson,0,5,0,5,5
Sherman,102,Comptroller of Public Accounts,,DEM,Tim Mahoney,1,1,0,1,2
Sherman,102,Comptroller of Public Accounts,,DEM,Joi Chevalier,0,3,0,3,3
Sherman,102,Commissioner of the General Land Office,,DEM,Miguel Suazo,1,3,0,3,4
Sherman,102,Commissioner of the General Land Office,,DEM,Tex Morgan,0,1,0,1,1
Sherman,102,Commissioner of Agriculture,,DEM,Kim Olson,0,4,0,4,4
Sherman,102,Railroad Commissioner,,DEM,Roman McAllen,1,2,0,2,3
Sherman,102,Railroad Commissioner,,DEM,Chris Spellmon,0,3,0,3,3
Sherman,102,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,0,4,0,4,4
Sherman,102,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,0,4,0,4,4
Sherman,102,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,0,4,0,4,4
Sherman,102,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. Jackson,1,4,0,4,5
Sherman,102,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,0,4,0,4,4
Sherman,102,County Chair,,DEM,Mildred Hacker,0,5,0,5,5
Sherman,102,Proposition #1,,DEM,FOR,1,5,0,5,6
Sherman,102,Proposition #1,,DEM,AGAINST,0,0,0,0,0
Sherman,102,Proposition #2,,DEM,FOR,1,4,0,4,5
Sherman,102,Proposition #2,,DEM,AGAINST,0,1,0,1,1
Sherman,102,Proposition #3,,DEM,FOR,1,5,0,5,6
Sherman,102,Proposition #3,,DEM,AGAINST,0,0,0,0,0
Sherman,102,Proposition #4,,DEM,FOR,1,5,0,5,6
Sherman,102,Proposition #4,,DEM,AGAINST,0,0,0,0,0
Sherman,102,Proposition #5,,DEM,FOR,1,4,0,4,5
Sherman,102,Proposition #5,,DEM,AGAINST,0,1,0,1,1
Sherman,102,Proposition #6,,DEM,FOR,1,5,0,5,6
Sherman,102,Proposition #6,,DEM,AGAINST,0,0,0,0,0
Sherman,102,Proposition #7,,DEM,FOR,1,5,0,5,6
Sherman,102,Proposition #7,,DEM,AGAINST,0,0,0,0,0
Sherman,102,Proposition #8,,DEM,FOR,1,4,0,4,5
Sherman,102,Proposition #8,,DEM,AGAINST,0,1,0,1,1
Sherman,102,Proposition #9,,DEM,FOR,0,5,0,5,5
Sherman,102,Proposition #9,,DEM,AGAINST,1,0,0,0,1
Sherman,102,Proposition #10,,DEM,FOR,1,4,0,4,5
Sherman,102,Proposition #10,,DEM,AGAINST,0,1,0,1,1
Sherman,102,Proposition #11,,DEM,FOR,1,5,0,5,6
Sherman,102,Proposition #11,,DEM,AGAINST,0,0,0,0,0
Sherman,102,Proposition #12,,DEM,FOR,1,5,0,5,6
Sherman,102,Proposition #12,,DEM,AGAINST,0,0,0,0,0
Sherman,201,U.S. Senate,,REP,Stefano de Stefano,0,1,0,1,1
Sherman,201,U.S. Senate,,REP,"Bruce Jacobson, Jr.",2,2,0,2,4
Sherman,201,U.S. Senate,,REP,Geraldine Sam,0,0,0,0,0
Sherman,201,U.S. Senate,,REP,Ted Cruz,29,24,3,27,56
Sherman,201,U.S. Senate,,REP,Mary Miller,0,3,1,4,4
Sherman,201,U.S. House,13,REP,Mac Thornberry,26,25,4,29,55
Sherman,201,Governor,,REP,SECEDE Kilgore,0,0,0,0,0
Sherman,201,Governor,,REP,Greg Abbott,27,29,3,32,59
Sherman,201,Governor,,REP,Barbara Krueger,2,2,0,2,4
Sherman,201,Lieutenant Governor,,REP,Scott Milder,8,12,0,12,20
Sherman,201,Lieutenant Governor,,REP,Dan Patrick,21,16,2,18,39
Sherman,201,Attorney General,,REP,Ken Paxton,22,27,2,29,51
Sherman,201,Comptroller of Public Accounts,,REP,Glenn Hegar,22,25,2,27,49
Sherman,201,Commissioner of the General Land Office,,REP,Davey Edwards,2,4,0,4,6
Sherman,201,Commissioner of the General Land Office,,REP,Jerry Patterson,6,7,0,7,13
Sherman,201,Commissioner of the General Land Office,,REP,George P. Bush,18,17,2,19,37
Sherman,201,Commissioner of the General Land Office,,REP,Rick Range,0,2,0,2,2
Sherman,201,Commissioner of Agriculture,,REP,Jim Hogan,6,10,0,10,16
Sherman,201,Commissioner of Agriculture,,REP,Sid Miller,15,12,2,14,29
Sherman,201,Commissioner of Agriculture,,REP,Trey Blocker,4,6,0,6,10
Sherman,201,Railroad Commissioner,,REP,Weston Martinez,8,11,0,11,19
Sherman,201,Railroad Commissioner,,REP,Christi Craddick,17,19,2,21,38
Sherman,201,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,23,23,2,25,48
Sherman,201,"Justice, Supreme Court, Place 4",,REP,John Devine,23,23,2,25,48
Sherman,201,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,21,25,2,27,48
Sherman,201,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,12,13,2,15,27
Sherman,201,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,10,11,0,11,21
Sherman,201,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara P. Hervey,21,23,2,25,46
Sherman,201,"Judge, Court of Criminal Apeals, Place 8",,REP,Jay Brandon,11,12,0,12,23
Sherman,201,"Judge, Court of Criminal Apeals, Place 8",,REP,Michelle Slaughter,11,9,1,10,21
Sherman,201,"Judge, Court of Criminal Apeals, Place 8",,REP,Dib Waldrip,0,1,0,1,1
Sherman,201,State Senator,31,REP,Victor Leal,13,16,0,16,29
Sherman,201,State Senator,31,REP,Mike Canon,4,3,0,3,7
Sherman,201,State Senator,31,REP,Kel Seliger,13,12,4,16,29
Sherman,201,State Representative,87,REP,Drew Brassfield,9,5,0,5,14
Sherman,201,State Representative,87,REP,Four Price,20,26,3,29,49
Sherman,201,"Justice, 7th Court of Appeals Dist, Place 2",,REP,Judy Parker,21,24,2,26,47
Sherman,201,"Justice, 7th Court Of Appeals Dist, Place 3",,REP,Pat Pirtle,21,23,2,25,46
Sherman,201,"District Judge, 69th Judicial Dist",,REP,Ron Enns,27,31,4,35,62
Sherman,201,County Judge,,REP,Terri Beth Carter,26,30,3,33,59
Sherman,201,District and County Clerk,,REP,Laura Rogers,10,12,2,14,24
Sherman,201,District and County Clerk,,REP,Maida Reyes,12,14,2,16,28
Sherman,201,District and County Clerk,,REP,Billye Zak,9,8,0,8,17
Sherman,201,County Treasurer,,REP,Doris Parsons,27,30,4,34,61
Sherman,201,"County Comm, Pct No. 2",,REP,Michael T. Helton,3,0,0,0,3
Sherman,201,"County Comm, Pct No. 2",,REP,Bart Thoreson,5,8,1,9,14
Sherman,201,"County Comm, Pct No. 2",,REP,Joe Zak,8,8,1,9,17
Sherman,201,"County Comm, Pct No. 2",,REP,Terry Mathews,17,17,1,18,35
Sherman,201,Justice of the Peace,,REP,Margaret Ewers,5,14,0,14,19
Sherman,201,Justice of the Peace,,REP,Shannon Sellers,7,3,0,3,10
Sherman,201,Justice of the Peace,,REP,Brenda J. Acker,21,17,4,21,42
Sherman,201,County Chairman,,REP,Susie E Spurlock,29,34,3,37,66
Sherman,201,Proposition 1,,REP,FOR,21,23,3,26,47
Sherman,201,Proposition 1,,REP,AGAINST,6,7,1,8,14
Sherman,201,Proposition 2,,REP,FOR,26,27,4,31,57
Sherman,201,Proposition 2,,REP,AGAINST,2,3,0,3,5
Sherman,201,Proposition 3,,REP,FOR,25,23,3,26,51
Sherman,201,Proposition 3,,REP,AGAINST,4,6,1,7,11
Sherman,201,Proposition 4,,REP,FOR,22,25,3,28,50
Sherman,201,Proposition 4,,REP,AGAINST,5,6,1,7,12
Sherman,201,Proposition 5,,REP,FOR,24,21,4,25,49
Sherman,201,Proposition 5,,REP,AGAINST,5,11,0,11,16
Sherman,201,Proposition 6,,REP,FOR,29,30,3,33,62
Sherman,201,Proposition 6,,REP,AGAINST,0,2,1,3,3
Sherman,201,Proposition 7,,REP,FOR,24,20,3,23,47
Sherman,201,Proposition 7,,REP,AGAINST,5,12,1,13,18
Sherman,201,Proposition 8,,REP,FOR,27,30,4,34,61
Sherman,201,Proposition 8,,REP,AGAINST,2,2,0,2,4
Sherman,201,Proposition 9,,REP,FOR,27,26,2,28,55
Sherman,201,Proposition 9,,REP,AGAINST,2,5,2,7,9
Sherman,201,Proposition 10,,REP,FOR,25,29,4,33,58
Sherman,201,Proposition 10,,REP,AGAINST,2,2,0,2,4
Sherman,201,Proposition 11,,REP,FOR,28,29,4,33,61
Sherman,201,Proposition 11,,REP,AGAINST,2,4,0,4,6
Sherman,201,U.S. Senate,,DEM,Edward Kimbrough,0,1,0,1,1
Sherman,201,U.S. Senate,,DEM,Beto O'Rourke,0,0,0,0,0
Sherman,201,U.S. Senate,,DEM,Sema Hernandez,1,0,0,0,1
Sherman,201,U.S. House,13,DEM,Greg Sagan,0,1,0,1,1
Sherman,201,Governor,,DEM,Adrian Ocegueda,0,0,0,0,0
Sherman,201,Governor,,DEM,Joe Mumbach,0,0,0,0,0
Sherman,201,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Sherman,201,Governor,,DEM,"Cedric Davis, Sr.",0,0,0,0,0
Sherman,201,Governor,,DEM,Jeffrey Payne,0,0,0,0,0
Sherman,201,Governor,,DEM,Tom Wakely,0,0,0,0,0
Sherman,201,Governor,,DEM,Lupe Valdez,0,0,0,0,0
Sherman,201,Governor,,DEM,Grady Yarbrough,0,0,0,0,0
Sherman,201,Governor,,DEM,Andrew White,0,1,0,1,1
Sherman,201,Lieutenant Governor,,DEM,Mike Collier,0,1,0,1,1
Sherman,201,Lieutenant Governor,,DEM,Michael Cooper,0,0,0,0,0
Sherman,201,Attorney General,,DEM,Justin Nelson,0,1,0,1,1
Sherman,201,Comptroller of Public Accounts,,DEM,Tim Mahoney,0,1,0,1,1
Sherman,201,Comptroller of Public Accounts,,DEM,Joi Chevalier,0,0,0,0,0
Sherman,201,Commissioner of the General Land Office,,DEM,Miguel Suazo,1,0,0,0,1
Sherman,201,Commissioner of the General Land Office,,DEM,Tex Morgan,0,1,0,1,1
Sherman,201,Commissioner of Agriculture,,DEM,Kim Olson,0,1,0,1,1
Sherman,201,Railroad Commissioner,,DEM,Roman McAllen,0,0,0,0,0
Sherman,201,Railroad Commissioner,,DEM,Chris Spellmon,0,1,0,1,1
Sherman,201,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,0,1,0,1,1
Sherman,201,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,0,1,0,1,1
Sherman,201,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,0,1,0,1,1
Sherman,201,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. Jackson,1,1,0,1,2
Sherman,201,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,0,1,0,1,1
Sherman,201,County Chair,,DEM,Mildred Hacker,1,1,0,1,2
Sherman,201,Proposition #1,,DEM,FOR,1,1,0,1,2
Sherman,201,Proposition #1,,DEM,AGAINST,0,0,0,0,0
Sherman,201,Proposition #2,,DEM,FOR,1,0,0,0,1
Sherman,201,Proposition #2,,DEM,AGAINST,0,1,0,1,1
Sherman,201,Proposition #3,,DEM,FOR,1,1,0,1,2
Sherman,201,Proposition #3,,DEM,AGAINST,0,0,0,0,0
Sherman,201,Proposition #4,,DEM,FOR,1,1,0,1,2
Sherman,201,Proposition #4,,DEM,AGAINST,1,0,0,0,1
Sherman,201,Proposition #5,,DEM,FOR,1,1,0,1,2
Sherman,201,Proposition #5,,DEM,AGAINST,0,0,0,0,0
Sherman,201,Proposition #6,,DEM,FOR,1,1,0,1,2
Sherman,201,Proposition #6,,DEM,AGAINST,0,0,0,0,0
Sherman,201,Proposition #7,,DEM,FOR,1,1,0,1,2
Sherman,201,Proposition #7,,DEM,AGAINST,0,0,0,0,0
Sherman,201,Proposition #8,,DEM,FOR,1,0,0,0,1
