county,precinct,office,district,party,candidate,election_day,early_voting,mail,provisional,votes
Wilson,Box 206,Commissioner of Agriculture,,REP,Trey Blocker,32,56,5,0,93
Wilson,Box 206,Commissioner of Agriculture,,REP,Sid Miller,70,80,5,0,155
Wilson,Box 206,Commissioner of Agriculture,,REP,Jim Hogan,35,31,6,0,72
Wilson,Box 206,Commissioner of Agriculture,,DEM,Kim Olson,24,31,16,0,71
Wilson,Box 206,Railroad Commissioner,,REP,Christi Craddick,97,134,13,0,244
Wilson,Box 206,Railroad Commissioner,,REP,Weston Martinez,39,37,1,0,77
Wilson,Box 206,Railroad Commissioner,,DEM,Chris Spellmon,9,17,8,0,34
Wilson,Box 206,Railroad Commissioner,,DEM,Roman McAllen,18,11,12,0,41
Wilson,Box 206,Justice Supreme Ct P2,,REP,Jimmy Blacklock,122,145,11,0,278
Wilson,Box 206,Justice Supreme Ct P2,,DEM,Steven Kirkland,24,32,16,0,72
Wilson,Box 206,Justice Supreme Ct P4,,REP,John Devine,123,143,11,0,277
Wilson,Box 206,Justice Supreme Ct P4,,DEM,R.K. Sandill,23,32,16,0,71
Wilson,Box 206,Justice Supreme Ct P6,,REP,Jeff Brown,120,142,11,0,273
Wilson,Box 206,Justice Supreme Ct P6,,DEM,Kathy Cheng,25,31,16,0,72
Wilson,Box 206,Presiding Criminal Appeals,,REP,David Bridges,55,64,2,0,121
Wilson,Box 206,Presiding Criminal Appeals,,REP,Sharon Keller,67,97,8,0,172
Wilson,Box 206,Presiding Criminal Appeals,,DEM,Maria T. Jackson,25,30,16,0,71
Wilson,Box 206,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,117,137,11,0,265
Wilson,Box 206,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,25,32,16,0,73
Wilson,Box 206,Criminal Appeals Jdg P8,,REP,Dib Waldrip,11,29,3,0,43
Wilson,Box 206,Criminal Appeals Jdg P8,,REP,Jay Brandon,52,53,2,0,107
Wilson,Box 206,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,58,76,5,0,139
Wilson,Box 206,State Bd Ed D3,,DEM,Dan Arellano,6,9,6,0,21
Wilson,Box 206,State Bd Ed D3,,DEM,Marisa B. Perez,21,23,14,0,58
Wilson,Box 206,State Representative,44,REP,John Kuempel,129,165,15,0,309
Wilson,Box 206,State Representative,44,DEM,John D. Rodgers,24,31,16,0,71
Wilson,Box 206,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,118,140,11,0,269
Wilson,Box 206,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,24,30,16,0,70
Wilson,Box 206,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,119,145,11,0,275
Wilson,Box 206,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,26,31,16,0,73
Wilson,Box 206,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,117,139,11,0,267
Wilson,Box 206,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,25,31,16,0,72
Wilson,Box 206,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,116,143,12,0,271
Wilson,Box 206,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,26,31,16,0,73
Wilson,Box 206,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,117,142,10,0,269
Wilson,Box 206,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,27,32,16,0,75
Wilson,Box 206,District Judge D81,,REP,Lynn Ellison,126,150,13,0,289
Wilson,Box 206,District Judge D81,,DEM,Errlinda Castillo,25,32,16,0,73
Wilson,Box 206,District Judge D218,,REP,Russell Wilson,126,158,12,0,296
Wilson,Box 206,County Judge,,REP,Alena Berlanga,43,58,10,0,111
Wilson,Box 206,County Judge,,REP,Richard L. Jackson,120,147,6,0,273
Wilson,Box 206,District Clerk,,REP,Deborah Bryan,127,173,13,0,313
Wilson,Box 206,County Clerk,,DEM,Eva S. Martinez,27,32,17,0,76
Wilson,Box 206,County Treasurer,,REP,Debra Foster,59,66,2,0,127
Wilson,Box 206,County Treasurer,,REP,Jan Hartl,99,138,12,0,249
Wilson,Box 206,County Commissioner P2,,REP,Paul Pfeil,132,151,13,0,296
Wilson,Box 206,County Commissioner P2,,REP,Tiffany Ward,32,52,3,0,87
Wilson,Box 206,Justice Peace P2,,REP,Sara Canady,127,157,13,0,297
Wilson,Box 206,County Chairman,,REP,Ruby Manen,117,146,10,0,273
Wilson,Box 206,County Chairman,,DEM,Juan Mancias,24,32,17,0,73
Wilson,Box 206,Proposition 1,,REP,YES,110,133,11,0,254
Wilson,Box 206,Proposition 1,,REP,NO,30,44,2,0,76
Wilson,Box 206,Proposition 2,,REP,YES,143,177,15,0,335
Wilson,Box 206,Proposition 2,,REP,NO,9,11,1,0,21
Wilson,Box 206,Proposition 3,,REP,YES,126,150,16,0,292
Wilson,Box 206,Proposition 3,,REP,NO,23,36,0,0,59
Wilson,Box 206,Proposition 4,,REP,YES,135,168,14,0,317
Wilson,Box 206,Proposition 4,,REP,NO,14,18,0,0,32
Wilson,Box 206,Proposition 5,,REP,YES,123,140,10,0,273
Wilson,Box 206,Proposition 5,,REP,NO,26,45,6,0,77
Wilson,Box 206,Proposition 6,,REP,YES,140,179,13,0,332
Wilson,Box 206,Proposition 6,,REP,NO,10,10,0,0,20
Wilson,Box 206,Proposition 7,,REP,YES,100,123,10,0,233
Wilson,Box 206,Proposition 7,,REP,NO,46,57,4,0,107
Wilson,Box 206,Proposition 8,,REP,YES,146,191,16,0,353
Wilson,Box 206,Proposition 8,,REP,NO,6,5,0,0,11
Wilson,Box 206,Proposition 9,,REP,YES,136,150,14,0,300
Wilson,Box 206,Proposition 9,,REP,NO,18,37,0,0,55
Wilson,Box 206,Proposition 10,,REP,YES,148,179,14,0,341
Wilson,Box 206,Proposition 10,,REP,NO,3,9,2,0,14
Wilson,Box 206,Proposition 11,,REP,YES,130,180,15,0,325
Wilson,Box 206,Proposition 11,,REP,NO,22,14,1,0,37
Wilson,Box 206,Proposition 1,,DEM,FOR,26,33,19,0,78
Wilson,Box 206,Proposition 1,,DEM,AGAINST,1,2,2,0,5
Wilson,Box 206,Proposition 2,,DEM,FOR,24,33,19,0,76
Wilson,Box 206,Proposition 2,,DEM,AGAINST,3,2,2,0,7
Wilson,Box 206,Proposition 3,,DEM,FOR,25,32,19,0,76
Wilson,Box 206,Proposition 3,,DEM,AGAINST,1,2,1,0,4
Wilson,Box 206,Proposition 4,,DEM,FOR,27,32,19,0,78
Wilson,Box 206,Proposition 4,,DEM,AGAINST,0,1,2,0,3
Wilson,Box 206,Proposition 5,,DEM,FOR,26,29,20,0,75
Wilson,Box 206,Proposition 5,,DEM,AGAINST,1,3,1,0,5
Wilson,Box 206,Proposition 6,,DEM,FOR,26,30,21,0,77
Wilson,Box 206,Proposition 6,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 206,Proposition 7,,DEM,FOR,26,30,21,0,77
Wilson,Box 206,Proposition 7,,DEM,AGAINST,0,2,0,0,2
Wilson,Box 206,Proposition 8,,DEM,FOR,25,27,21,0,73
Wilson,Box 206,Proposition 8,,DEM,AGAINST,1,6,0,0,7
Wilson,Box 206,Proposition 9,,DEM,FOR,25,29,18,0,72
Wilson,Box 206,Proposition 9,,DEM,AGAINST,2,4,3,0,9
Wilson,Box 206,Proposition 10,,DEM,FOR,26,29,17,0,72
Wilson,Box 206,Proposition 10,,DEM,AGAINST,0,3,4,0,7
Wilson,Box 206,Proposition 11,,DEM,FOR,23,29,18,0,70
Wilson,Box 206,Proposition 11,,DEM,AGAINST,3,3,3,0,9
Wilson,Box 206,Proposition 12,,DEM,FOR,27,32,19,0,78
Wilson,Box 206,Proposition 12,,DEM,AGAINST,0,0,2,0,2
Wilson,Box 207,US Senator,,REP,Geraldine Sam,1,5,0,0,6
Wilson,Box 207,US Senator,,REP,Mary Miller,8,16,2,0,26
Wilson,Box 207,US Senator,,REP,"Bruce Jacobson, Jr.",4,5,0,0,9
Wilson,Box 207,US Senator,,REP,Stefano de Stefano,1,3,0,0,4
Wilson,Box 207,US Senator,,REP,Ted Cruz,157,154,14,0,325
Wilson,Box 207,US Senator,,DEM,Edward Kimbrough,0,12,1,0,13
Wilson,Box 207,US Senator,,DEM,Sema Hernandez,3,7,3,0,13
Wilson,Box 207,US Senator,,DEM,Beto O'Rourke,19,14,2,0,35
Wilson,Box 207,US Representative,28,DEM,Henry Cuellar,20,29,5,0,54
Wilson,Box 207,Governor,,REP,SECEDE Kilgore,1,3,0,0,4
Wilson,Box 207,Governor,,REP,Greg Abbott,161,157,14,0,332
Wilson,Box 207,Governor,,REP,Barbara Krueger,7,22,2,0,31
Wilson,Box 207,Governor,,DEM,Joe Mumbach,1,2,0,0,3
Wilson,Box 207,Governor,,DEM,Lupe Valdez,6,13,2,0,21
Wilson,Box 207,Governor,,DEM,Tom Wakely,0,1,0,0,1
Wilson,Box 207,Governor,,DEM,Grady Yarbrough,1,6,0,0,7
Wilson,Box 207,Governor,,DEM,"Cedric Davis, Sr.",3,3,0,0,6
Wilson,Box 207,Governor,,DEM,Jeffrey Payne,0,1,3,0,4
Wilson,Box 207,Governor,,DEM,Andrew White,8,5,1,0,14
Wilson,Box 207,Governor,,DEM,James Jolly Clark,0,1,0,0,1
Wilson,Box 207,Governor,,DEM,Adrian Ocegueda,1,0,0,0,1
Wilson,Box 207,Lieutenant Governor,,REP,Scott Milder,32,35,2,0,69
Wilson,Box 207,Lieutenant Governor,,REP,Dan Patrick,134,149,14,0,297
Wilson,Box 207,Lieutenant Governor,,DEM,Mike Collier,11,15,3,0,29
Wilson,Box 207,Lieutenant Governor,,DEM,Michael Cooper,10,16,3,0,29
Wilson,Box 207,Attorney General,,REP,Ken Paxton,139,146,12,0,297
Wilson,Box 207,Attorney General,,DEM,Justin Nelson,17,30,6,0,53
Wilson,Box 207,Comptroller of Public Accounts,,REP,Glenn Hegar,139,150,13,0,302
Wilson,Box 207,Comptroller of Public Accounts,,DEM,Tim Mahoney,11,27,2,0,40
Wilson,Box 207,Comptroller of Public Accounts,,DEM,Joi Chevalier,8,5,4,0,17
Wilson,Box 207,Commissioner of the General Land Office,,REP,Jerry Patterson,51,52,4,0,107
Wilson,Box 207,Commissioner of the General Land Office,,REP,Rick Range,8,13,1,0,22
Wilson,Box 207,Commissioner of the General Land Office,,REP,Davey Edwards,4,21,0,0,25
Wilson,Box 207,Commissioner of the General Land Office,,REP,George P. Bush,97,92,9,0,198
Wilson,Box 207,Commissioner of the General Land Office,,DEM,Miguel Suazo,11,21,5,0,37
Wilson,Box 207,Commissioner of the General Land Office,,DEM,Tex Morgan,7,12,1,0,20
Wilson,Box 207,Commissioner of Agriculture,,REP,Trey Blocker,36,40,1,0,77
Wilson,Box 207,Commissioner of Agriculture,,REP,Sid Miller,76,98,5,0,179
Wilson,Box 207,Commissioner of Agriculture,,REP,Jim Hogan,29,29,2,0,60
Wilson,Box 207,Commissioner of Agriculture,,DEM,Kim Olson,19,29,5,0,53
Wilson,Box 207,Railroad Commissioner,,REP,Christi Craddick,118,131,12,0,261
Wilson,Box 207,Railroad Commissioner,,REP,Weston Martinez,32,35,0,0,67
Wilson,Box 207,Railroad Commissioner,,DEM,Chris Spellmon,8,16,3,0,27
Wilson,Box 207,Railroad Commissioner,,DEM,Roman McAllen,10,16,3,0,29
Wilson,Box 207,Justice Supreme Ct P2,,REP,Jimmy Blacklock,132,147,10,0,289
Wilson,Box 207,Justice Supreme Ct P2,,DEM,Steven Kirkland,18,29,6,0,53
Wilson,Box 207,Justice Supreme Ct P4,,REP,John Devine,130,147,9,0,286
Wilson,Box 207,Justice Supreme Ct P4,,DEM,R.K. Sandill,18,29,6,0,53
Wilson,Box 207,Justice Supreme Ct P6,,REP,Jeff Brown,129,149,10,0,288
Wilson,Box 207,Justice Supreme Ct P6,,DEM,Kathy Cheng,18,28,6,0,52
Wilson,Box 207,Presiding Criminal Appeals,,REP,David Bridges,67,62,6,0,135
Wilson,Box 207,Presiding Criminal Appeals,,REP,Sharon Keller,70,99,5,0,174
Wilson,Box 207,Presiding Criminal Appeals,,DEM,Maria T. Jackson,18,29,6,0,53
Wilson,Box 207,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,127,145,10,0,282
Wilson,Box 207,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,18,30,6,0,54
Wilson,Box 207,Criminal Appeals Jdg P8,,REP,Dib Waldrip,28,26,0,0,54
Wilson,Box 207,Criminal Appeals Jdg P8,,REP,Jay Brandon,43,46,3,0,92
Wilson,Box 207,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,58,89,6,0,153
Wilson,Box 207,State Bd Ed D3,,DEM,Dan Arellano,5,8,1,0,14
Wilson,Box 207,State Bd Ed D3,,DEM,Marisa B. Perez,14,24,5,0,43
Wilson,Box 207,State Representative,44,REP,John Kuempel,134,151,14,0,299
Wilson,Box 207,State Representative,44,DEM,John D. Rodgers,18,29,6,0,53
Wilson,Box 207,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,122,147,10,0,279
Wilson,Box 207,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,18,30,6,0,54
Wilson,Box 207,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,126,149,10,0,285
Wilson,Box 207,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,18,29,6,0,53
Wilson,Box 207,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,125,144,10,0,279
Wilson,Box 207,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,18,29,6,0,53
Wilson,Box 207,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,125,144,10,0,279
Wilson,Box 207,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,19,29,6,0,54
Wilson,Box 207,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,126,145,10,0,281
Wilson,Box 207,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,18,29,6,0,53
Wilson,Box 207,District Judge D81,,REP,Lynn Ellison,129,145,10,0,284
Wilson,Box 207,District Judge D81,,DEM,Errlinda Castillo,18,28,6,0,52
Wilson,Box 207,District Judge D218,,REP,Russell Wilson,132,145,10,0,287
Wilson,Box 207,County Judge,,REP,Alena Berlanga,51,85,3,0,139
Wilson,Box 207,County Judge,,REP,Richard L. Jackson,111,102,9,0,222
Wilson,Box 207,District Clerk,,REP,Deborah Bryan,130,150,11,0,291
Wilson,Box 207,County Clerk,,DEM,Eva S. Martinez,18,29,6,0,53
Wilson,Box 207,County Treasurer,,REP,Debra Foster,65,70,4,0,139
Wilson,Box 207,County Treasurer,,REP,Jan Hartl,95,111,7,0,213
Wilson,Box 207,County Commissioner P2,,REP,Paul Pfeil,109,107,9,0,225
Wilson,Box 207,County Commissioner P2,,REP,Tiffany Ward,51,80,3,0,134
Wilson,Box 207,Justice Peace P2,,REP,Sara Canady,131,151,12,0,294
Wilson,Box 207,County Chairman,,REP,Ruby Manen,125,142,10,0,277
Wilson,Box 207,County Chairman,,DEM,Juan Mancias,18,30,6,0,54
Wilson,Box 207,Proposition 1,,REP,YES,114,145,8,0,267
Wilson,Box 207,Proposition 1,,REP,NO,44,30,4,0,78
Wilson,Box 207,Proposition 2,,REP,YES,151,176,13,0,340
Wilson,Box 207,Proposition 2,,REP,NO,14,13,2,0,29
Wilson,Box 207,Proposition 3,,REP,YES,145,154,14,0,313
Wilson,Box 207,Proposition 3,,REP,NO,13,25,0,0,38
Wilson,Box 207,Proposition 4,,REP,YES,151,170,15,0,336
Wilson,Box 207,Proposition 4,,REP,NO,11,17,0,0,28
Wilson,Box 207,Proposition 5,,REP,YES,147,157,9,0,313
Wilson,Box 207,Proposition 5,,REP,NO,19,29,7,0,55
Wilson,Box 207,Proposition 6,,REP,YES,158,169,11,0,338
Wilson,Box 207,Proposition 6,,REP,NO,8,17,3,0,28
Wilson,Box 207,Proposition 7,,REP,YES,116,123,10,0,249
Wilson,Box 207,Proposition 7,,REP,NO,43,59,6,0,108
Wilson,Box 207,Proposition 8,,REP,YES,161,184,16,0,361
Wilson,Box 207,Proposition 8,,REP,NO,3,8,0,0,11
Wilson,Box 207,Proposition 9,,REP,YES,158,167,16,0,341
Wilson,Box 207,Proposition 9,,REP,NO,6,22,0,0,28
Wilson,Box 207,Proposition 10,,REP,YES,161,178,16,0,355
Wilson,Box 207,Proposition 10,,REP,NO,2,5,0,0,7
Wilson,Box 207,Proposition 11,,REP,YES,151,169,13,0,333
Wilson,Box 207,Proposition 11,,REP,NO,15,20,2,0,37
Wilson,Box 207,Proposition 1,,DEM,FOR,22,31,6,0,59
Wilson,Box 207,Proposition 1,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 207,Proposition 2,,DEM,FOR,22,30,5,0,57
Wilson,Box 207,Proposition 2,,DEM,AGAINST,1,1,1,0,3
Wilson,Box 207,Proposition 3,,DEM,FOR,21,27,6,0,54
Wilson,Box 207,Proposition 3,,DEM,AGAINST,1,4,0,0,5
Wilson,Box 207,Proposition 4,,DEM,FOR,22,30,5,0,57
Wilson,Box 207,Proposition 4,,DEM,AGAINST,0,1,1,0,2
Wilson,Box 207,Proposition 5,,DEM,FOR,20,27,5,0,52
Wilson,Box 207,Proposition 5,,DEM,AGAINST,2,3,1,0,6
Wilson,Box 207,Proposition 6,,DEM,FOR,21,31,6,0,58
Wilson,Box 207,Proposition 6,,DEM,AGAINST,1,0,0,0,1
Wilson,Box 207,Proposition 7,,DEM,FOR,23,30,6,0,59
Wilson,Box 207,Proposition 7,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 207,Proposition 8,,DEM,FOR,22,27,6,0,55
Wilson,Box 207,Proposition 8,,DEM,AGAINST,0,4,0,0,4
Wilson,Box 207,Proposition 9,,DEM,FOR,22,28,6,0,56
Wilson,Box 207,Proposition 9,,DEM,AGAINST,0,3,0,0,3
Wilson,Box 207,Proposition 10,,DEM,FOR,22,31,5,0,58
Wilson,Box 207,Proposition 10,,DEM,AGAINST,0,0,1,0,1
Wilson,Box 207,Proposition 11,,DEM,FOR,22,27,6,0,55
Wilson,Box 207,Proposition 11,,DEM,AGAINST,0,4,0,0,4
Wilson,Box 207,Proposition 12,,DEM,FOR,22,30,6,0,58
Wilson,Box 207,Proposition 12,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 208,US Senator,,REP,Geraldine Sam,2,1,0,0,3
Wilson,Box 208,US Senator,,REP,Mary Miller,9,0,0,0,9
Wilson,Box 208,US Senator,,REP,"Bruce Jacobson, Jr.",4,2,0,0,6
Wilson,Box 208,US Senator,,REP,Stefano de Stefano,0,0,0,0,0
Wilson,Box 208,US Senator,,REP,Ted Cruz,115,32,2,0,149
Wilson,Box 208,US Senator,,DEM,Edward Kimbrough,5,0,0,0,5
Wilson,Box 208,US Senator,,DEM,Sema Hernandez,0,1,0,0,1
Wilson,Box 208,US Senator,,DEM,Beto O'Rourke,1,2,0,0,3
Wilson,Box 208,US Representative,28,DEM,Henry Cuellar,6,3,0,0,9
Wilson,Box 208,Governor,,REP,SECEDE Kilgore,2,0,0,0,2
Wilson,Box 208,Governor,,REP,Greg Abbott,120,36,2,0,158
Wilson,Box 208,Governor,,REP,Barbara Krueger,9,1,0,0,10
Wilson,Box 208,Governor,,DEM,Joe Mumbach,0,0,0,0,0
Wilson,Box 208,Governor,,DEM,Lupe Valdez,0,1,0,0,1
Wilson,Box 208,Governor,,DEM,Tom Wakely,1,0,0,0,1
Wilson,Box 208,Governor,,DEM,Grady Yarbrough,2,0,0,0,2
Wilson,Box 208,Governor,,DEM,"Cedric Davis, Sr.",0,0,0,0,0
Wilson,Box 208,Governor,,DEM,Jeffrey Payne,2,1,0,0,3
Wilson,Box 208,Governor,,DEM,Andrew White,1,0,0,0,1
Wilson,Box 208,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Wilson,Box 208,Governor,,DEM,Adrian Ocegueda,0,0,0,0,0
Wilson,Box 208,Lieutenant Governor,,REP,Scott Milder,33,10,2,0,45
Wilson,Box 208,Lieutenant Governor,,REP,Dan Patrick,98,27,0,0,125
Wilson,Box 208,Lieutenant Governor,,DEM,Mike Collier,4,2,0,0,6
Wilson,Box 208,Lieutenant Governor,,DEM,Michael Cooper,2,0,0,0,2
Wilson,Box 208,Attorney General,,REP,Ken Paxton,110,29,2,0,141
Wilson,Box 208,Attorney General,,DEM,Justin Nelson,6,2,0,0,8
Wilson,Box 208,Comptroller of Public Accounts,,REP,Glenn Hegar,107,28,2,0,137
Wilson,Box 208,Comptroller of Public Accounts,,DEM,Tim Mahoney,5,2,0,0,7
Wilson,Box 208,Comptroller of Public Accounts,,DEM,Joi Chevalier,1,1,0,0,2
Wilson,Box 208,Commissioner of the General Land Office,,REP,Jerry Patterson,47,12,1,0,60
Wilson,Box 208,Commissioner of the General Land Office,,REP,Rick Range,3,3,1,0,7
Wilson,Box 208,Commissioner of the General Land Office,,REP,Davey Edwards,6,0,0,0,6
Wilson,Box 208,Commissioner of the General Land Office,,REP,George P. Bush,74,16,0,0,90
Wilson,Box 208,Commissioner of the General Land Office,,DEM,Miguel Suazo,4,1,0,0,5
Wilson,Box 208,Commissioner of the General Land Office,,DEM,Tex Morgan,2,2,0,0,4
Wilson,Box 208,Commissioner of Agriculture,,REP,Trey Blocker,35,7,1,0,43
Wilson,Box 208,Commissioner of Agriculture,,REP,Sid Miller,74,18,1,0,93
Wilson,Box 208,Commissioner of Agriculture,,REP,Jim Hogan,11,4,0,0,15
Wilson,Box 208,Commissioner of Agriculture,,DEM,Kim Olson,6,3,0,0,9
Wilson,Box 208,Railroad Commissioner,,REP,Christi Craddick,107,28,2,0,137
Wilson,Box 208,Railroad Commissioner,,REP,Weston Martinez,12,2,0,0,14
Wilson,Box 208,Railroad Commissioner,,DEM,Chris Spellmon,2,3,0,0,5
Wilson,Box 208,Railroad Commissioner,,DEM,Roman McAllen,4,0,0,0,4
Wilson,Box 208,Justice Supreme Ct P2,,REP,Jimmy Blacklock,104,27,2,0,133
Wilson,Box 208,Justice Supreme Ct P2,,DEM,Steven Kirkland,5,3,0,0,8
Wilson,Box 208,Justice Supreme Ct P4,,REP,John Devine,102,27,2,0,131
Wilson,Box 208,Justice Supreme Ct P4,,DEM,R.K. Sandill,5,3,0,0,8
Wilson,Box 208,Justice Supreme Ct P6,,REP,Jeff Brown,103,28,2,0,133
Wilson,Box 208,Justice Supreme Ct P6,,DEM,Kathy Cheng,5,3,0,0,8
Wilson,Box 208,Presiding Criminal Appeals,,REP,David Bridges,51,10,1,0,62
Wilson,Box 208,Presiding Criminal Appeals,,REP,Sharon Keller,56,18,1,0,75
Wilson,Box 208,Presiding Criminal Appeals,,DEM,Maria T. Jackson,5,3,0,0,8
Wilson,Box 208,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,99,26,2,0,127
Wilson,Box 208,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,4,3,0,0,7
Wilson,Box 208,Criminal Appeals Jdg P8,,REP,Dib Waldrip,31,6,1,0,38
Wilson,Box 208,Criminal Appeals Jdg P8,,REP,Jay Brandon,34,8,0,0,42
Wilson,Box 208,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,38,9,1,0,48
Wilson,Box 208,State Bd Ed D3,,DEM,Dan Arellano,2,2,0,0,4
Wilson,Box 208,State Bd Ed D3,,DEM,Marisa B. Perez,4,1,0,0,5
Wilson,Box 208,State Representative,44,REP,John Kuempel,116,32,2,0,150
Wilson,Box 208,State Representative,44,DEM,John D. Rodgers,5,2,0,0,7
Wilson,Box 208,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,103,26,2,0,131
Wilson,Box 208,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,5,3,0,0,8
Wilson,Box 208,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,102,26,2,0,130
Wilson,Box 208,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,5,3,0,0,8
Wilson,Box 208,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,102,24,2,0,128
Wilson,Box 208,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,5,2,0,0,7
Wilson,Box 208,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,100,26,2,0,128
Wilson,Box 208,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,5,3,0,0,8
Wilson,Box 208,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,101,25,2,0,128
Wilson,Box 208,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,5,3,0,0,8
Wilson,Box 208,District Judge D81,,REP,Lynn Ellison,104,27,2,0,133
Wilson,Box 208,District Judge D81,,DEM,Errlinda Castillo,5,3,0,0,8
Wilson,Box 208,District Judge D218,,REP,Russell Wilson,104,31,2,0,137
Wilson,Box 208,County Judge,,REP,Alena Berlanga,21,5,1,0,27
Wilson,Box 208,County Judge,,REP,Richard L. Jackson,108,30,1,0,139
Wilson,Box 208,District Clerk,,REP,Deborah Bryan,108,33,2,0,143
Wilson,Box 208,County Clerk,,DEM,Eva S. Martinez,5,3,0,0,8
Wilson,Box 208,County Treasurer,,REP,Debra Foster,45,7,0,0,52
Wilson,Box 208,County Treasurer,,REP,Jan Hartl,81,29,2,0,112
Wilson,Box 208,County Commissioner P2,,REP,Paul Pfeil,80,22,2,0,104
Wilson,Box 208,County Commissioner P2,,REP,Tiffany Ward,53,14,0,0,67
Wilson,Box 208,Justice Peace P2,,REP,Sara Canady,108,26,2,0,136
Wilson,Box 208,County Chairman,,REP,Ruby Manen,100,26,2,0,128
Wilson,Box 208,County Chairman,,DEM,Juan Mancias,5,2,0,0,7
Wilson,Box 208,Proposition 1,,REP,YES,83,21,2,0,106
Wilson,Box 208,Proposition 1,,REP,NO,41,9,0,0,50
Wilson,Box 208,Proposition 2,,REP,YES,114,32,2,0,148
Wilson,Box 208,Proposition 2,,REP,NO,15,2,0,0,17
Wilson,Box 208,Proposition 3,,REP,YES,99,25,2,0,126
Wilson,Box 208,Proposition 3,,REP,NO,25,7,0,0,32
Wilson,Box 208,Proposition 4,,REP,YES,108,32,2,0,142
Wilson,Box 208,Proposition 4,,REP,NO,18,2,0,0,20
Wilson,Box 208,Proposition 5,,REP,YES,110,25,0,0,135
Wilson,Box 208,Proposition 5,,REP,NO,19,9,2,0,30
Wilson,Box 208,Proposition 6,,REP,YES,123,30,2,0,155
Wilson,Box 208,Proposition 6,,REP,NO,7,3,0,0,10
Wilson,Box 208,Proposition 7,,REP,YES,89,20,1,0,110
Wilson,Box 208,Proposition 7,,REP,NO,41,12,1,0,54
Wilson,Box 208,Proposition 8,,REP,YES,122,34,2,0,158
Wilson,Box 208,Proposition 8,,REP,NO,7,0,0,0,7
Wilson,Box 208,Proposition 9,,REP,YES,114,32,1,0,147
Wilson,Box 208,Proposition 9,,REP,NO,16,2,1,0,19
Wilson,Box 208,Proposition 10,,REP,YES,119,29,2,0,150
Wilson,Box 208,Proposition 10,,REP,NO,10,3,0,0,13
Wilson,Box 208,Proposition 11,,REP,YES,109,30,2,0,141
Wilson,Box 208,Proposition 11,,REP,NO,19,4,0,0,23
Wilson,Box 208,Proposition 1,,DEM,FOR,5,2,0,0,7
Wilson,Box 208,Proposition 1,,DEM,AGAINST,1,1,0,0,2
Wilson,Box 208,Proposition 2,,DEM,FOR,6,2,0,0,8
Wilson,Box 208,Proposition 2,,DEM,AGAINST,0,1,0,0,1
Wilson,Box 208,Proposition 3,,DEM,FOR,5,2,0,0,7
Wilson,Box 208,Proposition 3,,DEM,AGAINST,1,1,0,0,2
Wilson,Box 208,Proposition 4,,DEM,FOR,5,3,0,0,8
Wilson,Box 208,Proposition 4,,DEM,AGAINST,1,0,0,0,1
