county,office,district,precinct,candidate,party,absentee,early_voting,election_day,votes
Chambers,Attorney General,,Precinct 14A - Anahuac Airport,Ken Paxton,REP,6,95,39,140
Chambers,Attorney General,,Precinct 14A - Anahuac Airport,Justin Nelson,DEM,3,13,11,27
Chambers,Attorney General,,Precinct 14A - Anahuac Airport,Michael Ray Harris,LIB,0,3,0,3
Chambers,Commissioner of the General Land Office,,Precinct 14A - Anahuac Airport,George P. Bush,REP,4,97,39,140
Chambers,Commissioner of the General Land Office,,Precinct 14A - Anahuac Airport,Miguel Suazo,DEM,3,10,11,24
Chambers,Commissioner of the General Land Office,,Precinct 14A - Anahuac Airport,Matt Pina,LIB,0,2,1,3
Chambers,Commissioner of Agriculture,,Precinct 14A - Anahuac Airport,Sid Miller,REP,6,94,38,138
Chambers,Commissioner of Agriculture,,Precinct 14A - Anahuac Airport,Kim Olson,DEM,3,10,10,23
Chambers,Commissioner of Agriculture,,Precinct 14A - Anahuac Airport,Richard Carpenter,LIB,0,2,0,2
Chambers,Railroad Commissioner,,Precinct 14A - Anahuac Airport,Christi Craddick,REP,6,95,37,138
Chambers,Railroad Commissioner,,Precinct 14A - Anahuac Airport,Roman McAllen,DEM,3,11,10,24
Chambers,Railroad Commissioner,,Precinct 14A - Anahuac Airport,Mike Wright,LIB,0,1,1,2
Chambers,State Representative,23,Precinct 14A - Anahuac Airport,Mayes Middleton,REP,3,99,42,144
Chambers,State Representative,23,Precinct 14A - Anahuac Airport,Amanda Jamrok,DEM,3,12,10,25
Chambers,State Representative,23,Precinct 14A - Anahuac Airport,Lawrence Johnson,LIB,0,1,0,1
Chambers,Straight Party,,Precinct 14B - Anahuac Airport/TBCD 1,Republican Party REP,REP,3,23,7,33
Chambers,Straight Party,,Precinct 14B - Anahuac Airport/TBCD 1,Democratic Party DEM,DEM,0,5,0,5
Chambers,Straight Party,,Precinct 14B - Anahuac Airport/TBCD 1,Libertarian Party LIB,LIB,0,0,0,0
Chambers,U.S. Senate,,Precinct 14B - Anahuac Airport/TBCD 1,Ted Cruz,REP,3,29,11,43
Chambers,U.S. Senate,,Precinct 14B - Anahuac Airport/TBCD 1,Beto O'Rourke,DEM,0,7,1,8
Chambers,U.S. Senate,,Precinct 14B - Anahuac Airport/TBCD 1,Neal M. Dikeman,LIB,0,0,0,0
Chambers,U.S. House,36,Precinct 14B - Anahuac Airport/TBCD 1,Brian Babin,REP,3,29,11,43
Chambers,U.S. House,36,Precinct 14B - Anahuac Airport/TBCD 1,Dayna Steele,DEM,0,7,1,8
Chambers,Governor,,Precinct 14B - Anahuac Airport/TBCD 1,Greg Abbott,REP,3,29,11,43
Chambers,Governor,,Precinct 14B - Anahuac Airport/TBCD 1,Lupe Valdez,DEM,0,6,1,7
Chambers,Governor,,Precinct 14B - Anahuac Airport/TBCD 1,Mark Jay Tippetts,LIB,0,1,0,1
Chambers,Lieutenant Governor,,Precinct 14B - Anahuac Airport/TBCD 1,Dan Patrick,REP,3,27,10,40
Chambers,Lieutenant Governor,,Precinct 14B - Anahuac Airport/TBCD 1,Mike Collier,DEM,0,8,1,9
Chambers,Lieutenant Governor,,Precinct 14B - Anahuac Airport/TBCD 1,Kerry Douglas McKennon,LIB,0,1,0,1
Chambers,Attorney General,,Precinct 14B - Anahuac Airport/TBCD 1,Ken Paxton,REP,3,27,10,40
Chambers,Attorney General,,Precinct 14B - Anahuac Airport/TBCD 1,Justin Nelson,DEM,0,7,1,8
Chambers,Attorney General,,Precinct 14B - Anahuac Airport/TBCD 1,Michael Ray Harris,LIB,0,2,0,2
Chambers,Commissioner of the General Land Office,,Precinct 14B - Anahuac Airport/TBCD 1,George P. Bush,REP,3,29,10,42
Chambers,Commissioner of the General Land Office,,Precinct 14B - Anahuac Airport/TBCD 1,Miguel Suazo,DEM,0,6,0,6
Chambers,Commissioner of the General Land Office,,Precinct 14B - Anahuac Airport/TBCD 1,Matt Pina,LIB,0,0,0,0
Chambers,Commissioner of Agriculture,,Precinct 14B - Anahuac Airport/TBCD 1,Sid Miller,REP,3,28,9,40
Chambers,Commissioner of Agriculture,,Precinct 14B - Anahuac Airport/TBCD 1,Kim Olson,DEM,0,8,1,9
Chambers,Commissioner of Agriculture,,Precinct 14B - Anahuac Airport/TBCD 1,Richard Carpenter,LIB,0,0,0,0
Chambers,Railroad Commissioner,,Precinct 14B - Anahuac Airport/TBCD 1,Christi Craddick,REP,3,26,10,39
Chambers,Railroad Commissioner,,Precinct 14B - Anahuac Airport/TBCD 1,Roman McAllen,DEM,0,7,0,7
Chambers,Railroad Commissioner,,Precinct 14B - Anahuac Airport/TBCD 1,Mike Wright,LIB,0,2,0,2
Chambers,State Representative,23,Precinct 14B - Anahuac Airport/TBCD 1,Mayes Middleton,REP,3,30,11,44
Chambers,State Representative,23,Precinct 14B - Anahuac Airport/TBCD 1,Amanda Jamrok,DEM,0,6,1,7
Chambers,State Representative,23,Precinct 14B - Anahuac Airport/TBCD 1,Lawrence Johnson,LIB,0,0,0,0
Chambers,Straight Party,,Precinct 14C - Anahuac Airport/TBCD 3,Republican Party REP,REP,2,2,0,4
Chambers,Straight Party,,Precinct 14C - Anahuac Airport/TBCD 3,Democratic Party DEM,DEM,0,0,1,1
Chambers,Straight Party,,Precinct 14C - Anahuac Airport/TBCD 3,Libertarian Party LIB,LIB,0,0,0,0
Chambers,U.S. Senate,,Precinct 14C - Anahuac Airport/TBCD 3,Ted Cruz,REP,2,3,0,5
Chambers,U.S. Senate,,Precinct 14C - Anahuac Airport/TBCD 3,Beto O'Rourke,DEM,0,0,1,1
Chambers,U.S. Senate,,Precinct 14C - Anahuac Airport/TBCD 3,Neal M. Dikeman,LIB,0,0,0,0
Chambers,U.S. House,36,Precinct 14C - Anahuac Airport/TBCD 3,Brian Babin,REP,2,3,0,5
Chambers,U.S. House,36,Precinct 14C - Anahuac Airport/TBCD 3,Dayna Steele,DEM,0,0,1,1
Chambers,Governor,,Precinct 14C - Anahuac Airport/TBCD 3,Greg Abbott,REP,2,3,0,5
Chambers,Governor,,Precinct 14C - Anahuac Airport/TBCD 3,Lupe Valdez,DEM,0,0,1,1
Chambers,Governor,,Precinct 14C - Anahuac Airport/TBCD 3,Mark Jay Tippetts,LIB,0,0,0,0
Chambers,Lieutenant Governor,,Precinct 14C - Anahuac Airport/TBCD 3,Dan Patrick,REP,2,3,0,5
Chambers,Lieutenant Governor,,Precinct 14C - Anahuac Airport/TBCD 3,Mike Collier,DEM,0,0,1,1
Chambers,Lieutenant Governor,,Precinct 14C - Anahuac Airport/TBCD 3,Kerry Douglas McKennon,LIB,0,0,0,0
Chambers,Attorney General,,Precinct 14C - Anahuac Airport/TBCD 3,Ken Paxton,REP,2,3,0,5
Chambers,Attorney General,,Precinct 14C - Anahuac Airport/TBCD 3,Justin Nelson,DEM,0,0,1,1
Chambers,Attorney General,,Precinct 14C - Anahuac Airport/TBCD 3,Michael Ray Harris,LIB,0,0,0,0
Chambers,Commissioner of the General Land Office,,Precinct 14C - Anahuac Airport/TBCD 3,George P. Bush,REP,2,3,1,6
Chambers,Commissioner of the General Land Office,,Precinct 14C - Anahuac Airport/TBCD 3,Miguel Suazo,DEM,0,0,0,0
Chambers,Commissioner of the General Land Office,,Precinct 14C - Anahuac Airport/TBCD 3,Matt Pina,LIB,0,0,0,0
Chambers,Commissioner of Agriculture,,Precinct 14C - Anahuac Airport/TBCD 3,Sid Miller,REP,2,3,0,5
Chambers,Commissioner of Agriculture,,Precinct 14C - Anahuac Airport/TBCD 3,Kim Olson,DEM,0,0,1,1
Chambers,Commissioner of Agriculture,,Precinct 14C - Anahuac Airport/TBCD 3,Richard Carpenter,LIB,0,0,0,0
Chambers,Railroad Commissioner,,Precinct 14C - Anahuac Airport/TBCD 3,Christi Craddick,REP,2,3,0,5
Chambers,Railroad Commissioner,,Precinct 14C - Anahuac Airport/TBCD 3,Roman McAllen,DEM,0,0,1,1
Chambers,Railroad Commissioner,,Precinct 14C - Anahuac Airport/TBCD 3,Mike Wright,LIB,0,0,0,0
Chambers,State Representative,23,Precinct 14C - Anahuac Airport/TBCD 3,Mayes Middleton,REP,2,3,1,6
Chambers,State Representative,23,Precinct 14C - Anahuac Airport/TBCD 3,Amanda Jamrok,DEM,0,0,0,0
Chambers,State Representative,23,Precinct 14C - Anahuac Airport/TBCD 3,Lawrence Johnson,LIB,0,0,0,0
Chambers,Straight Party,,Precinct 14D - Anahuac Airport/WSHD,Republican Party REP,REP,0,2,0,2
Chambers,Straight Party,,Precinct 14D - Anahuac Airport/WSHD,Democratic Party DEM,DEM,0,0,0,0
Chambers,Straight Party,,Precinct 14D - Anahuac Airport/WSHD,Libertarian Party LIB,LIB,0,0,0,0
Chambers,U.S. Senate,,Precinct 14D - Anahuac Airport/WSHD,Ted Cruz,REP,0,2,0,2
Chambers,U.S. Senate,,Precinct 14D - Anahuac Airport/WSHD,Beto O'Rourke,DEM,0,0,0,0
Chambers,U.S. Senate,,Precinct 14D - Anahuac Airport/WSHD,Neal M. Dikeman,LIB,0,0,0,0
Chambers,U.S. House,36,Precinct 14D - Anahuac Airport/WSHD,Brian Babin,REP,0,2,0,2
Chambers,U.S. House,36,Precinct 14D - Anahuac Airport/WSHD,Dayna Steele,DEM,0,0,0,0
Chambers,Governor,,Precinct 14D - Anahuac Airport/WSHD,Greg Abbott,REP,0,2,0,2
Chambers,Governor,,Precinct 14D - Anahuac Airport/WSHD,Lupe Valdez,DEM,0,0,0,0
Chambers,Governor,,Precinct 14D - Anahuac Airport/WSHD,Mark Jay Tippetts,LIB,0,0,0,0
Chambers,Lieutenant Governor,,Precinct 14D - Anahuac Airport/WSHD,Dan Patrick,REP,0,2,0,2
Chambers,Lieutenant Governor,,Precinct 14D - Anahuac Airport/WSHD,Mike Collier,DEM,0,0,0,0
Chambers,Lieutenant Governor,,Precinct 14D - Anahuac Airport/WSHD,Kerry Douglas McKennon,LIB,0,0,0,0
Chambers,Attorney General,,Precinct 14D - Anahuac Airport/WSHD,Ken Paxton,REP,0,2,0,2
Chambers,Attorney General,,Precinct 14D - Anahuac Airport/WSHD,Justin Nelson,DEM,0,0,0,0
Chambers,Attorney General,,Precinct 14D - Anahuac Airport/WSHD,Michael Ray Harris,LIB,0,0,0,0
Chambers,Commissioner of the General Land Office,,Precinct 14D - Anahuac Airport/WSHD,George P. Bush,REP,0,2,0,2
Chambers,Commissioner of the General Land Office,,Precinct 14D - Anahuac Airport/WSHD,Miguel Suazo,DEM,0,0,0,0
Chambers,Commissioner of the General Land Office,,Precinct 14D - Anahuac Airport/WSHD,Matt Pina,LIB,0,0,0,0
Chambers,Commissioner of Agriculture,,Precinct 14D - Anahuac Airport/WSHD,Sid Miller,REP,0,2,0,2
Chambers,Commissioner of Agriculture,,Precinct 14D - Anahuac Airport/WSHD,Kim Olson,DEM,0,0,0,0
Chambers,Commissioner of Agriculture,,Precinct 14D - Anahuac Airport/WSHD,Richard Carpenter,LIB,0,0,0,0
Chambers,Railroad Commissioner,,Precinct 14D - Anahuac Airport/WSHD,Christi Craddick,REP,0,2,0,2
Chambers,Railroad Commissioner,,Precinct 14D - Anahuac Airport/WSHD,Roman McAllen,DEM,0,0,0,0
Chambers,Railroad Commissioner,,Precinct 14D - Anahuac Airport/WSHD,Mike Wright,LIB,0,0,0,0
Chambers,State Representative,23,Precinct 14D - Anahuac Airport/WSHD,Mayes Middleton,REP,0,2,0,2
Chambers,State Representative,23,Precinct 14D - Anahuac Airport/WSHD,Amanda Jamrok,DEM,0,0,0,0
Chambers,State Representative,23,Precinct 14D - Anahuac Airport/WSHD,Lawrence Johnson,LIB,0,0,0,0
Chambers,Straight Party,,Precinct 15A - Baytown Kilgore,Republican Party REP,REP,7,292,104,403
Chambers,Straight Party,,Precinct 15A - Baytown Kilgore,Democratic Party DEM,DEM,7,151,86,244
Chambers,Straight Party,,Precinct 15A - Baytown Kilgore,Libertarian Party LIB,LIB,0,2,0,2
Chambers,U.S. Senate,,Precinct 15A - Baytown Kilgore,Ted Cruz,REP,8,357,124,489
Chambers,U.S. Senate,,Precinct 15A - Baytown Kilgore,Beto O'Rourke,DEM,10,225,111,346
Chambers,U.S. Senate,,Precinct 15A - Baytown Kilgore,Neal M. Dikeman,LIB,0,3,3,6
Chambers,U.S. House,36,Precinct 15A - Baytown Kilgore,Brian Babin,REP,8,362,135,505
Chambers,U.S. House,36,Precinct 15A - Baytown Kilgore,Dayna Steele,DEM,10,220,101,331
Chambers,Governor,,Precinct 15A - Baytown Kilgore,Greg Abbott,REP,8,373,146,527
Chambers,Governor,,Precinct 15A - Baytown Kilgore,Lupe Valdez,DEM,9,204,88,301
Chambers,Governor,,Precinct 15A - Baytown Kilgore,Mark Jay Tippetts,LIB,1,5,4,10
Chambers,Lieutenant Governor,,Precinct 15A - Baytown Kilgore,Dan Patrick,REP,7,358,130,495
Chambers,Lieutenant Governor,,Precinct 15A - Baytown Kilgore,Mike Collier,DEM,10,218,102,330
Chambers,Lieutenant Governor,,Precinct 15A - Baytown Kilgore,Kerry Douglas McKennon,LIB,1,8,3,12
Chambers,Attorney General,,Precinct 15A - Baytown Kilgore,Ken Paxton,REP,7,354,129,490
Chambers,Attorney General,,Precinct 15A - Baytown Kilgore,Justin Nelson,DEM,11,218,101,330
Chambers,Attorney General,,Precinct 15A - Baytown Kilgore,Michael Ray Harris,LIB,0,9,5,14
Chambers,Commissioner of the General Land Office,,Precinct 15A - Baytown Kilgore,George P. Bush,REP,8,368,135,511
Chambers,Commissioner of the General Land Office,,Precinct 15A - Baytown Kilgore,Miguel Suazo,DEM,10,201,94,305
Chambers,Commissioner of the General Land Office,,Precinct 15A - Baytown Kilgore,Matt Pina,LIB,0,15,5,20
Chambers,Commissioner of Agriculture,,Precinct 15A - Baytown Kilgore,Sid Miller,REP,8,348,131,487
Chambers,Commissioner of Agriculture,,Precinct 15A - Baytown Kilgore,Kim Olson,DEM,10,222,102,334
Chambers,Commissioner of Agriculture,,Precinct 15A - Baytown Kilgore,Richard Carpenter,LIB,0,10,2,12
Chambers,Railroad Commissioner,,Precinct 15A - Baytown Kilgore,Christi Craddick,REP,7,365,135,507
Chambers,Railroad Commissioner,,Precinct 15A - Baytown Kilgore,Roman McAllen,DEM,10,206,94,310
Chambers,Railroad Commissioner,,Precinct 15A - Baytown Kilgore,Mike Wright,LIB,1,11,4,16
Chambers,State Representative,23,Precinct 15A - Baytown Kilgore,Mayes Middleton,REP,7,360,137,504
Chambers,State Representative,23,Precinct 15A - Baytown Kilgore,Amanda Jamrok,DEM,9,217,92,318
Chambers,State Representative,23,Precinct 15A - Baytown Kilgore,Lawrence Johnson,LIB,1,6,5,12
Chambers,Straight Party,,Precinct 15B - Baytown Kilgore/City Btwn,Republican Party REP,REP,4,104,36,144
Chambers,Straight Party,,Precinct 15B - Baytown Kilgore/City Btwn,Democratic Party DEM,DEM,2,54,30,86
Chambers,Straight Party,,Precinct 15B - Baytown Kilgore/City Btwn,Libertarian Party LIB,LIB,0,1,0,1
Chambers,U.S. Senate,,Precinct 15B - Baytown Kilgore/City Btwn,Ted Cruz,REP,5,131,39,175
Chambers,U.S. Senate,,Precinct 15B - Baytown Kilgore/City Btwn,Beto O'Rourke,DEM,4,65,38,107
Chambers,U.S. Senate,,Precinct 15B - Baytown Kilgore/City Btwn,Neal M. Dikeman,LIB,0,2,1,3
Chambers,U.S. House,36,Precinct 15B - Baytown Kilgore/City Btwn,Brian Babin,REP,5,133,41,179
Chambers,U.S. House,36,Precinct 15B - Baytown Kilgore/City Btwn,Dayna Steele,DEM,4,64,36,104
Chambers,Governor,,Precinct 15B - Baytown Kilgore/City Btwn,Greg Abbott,REP,6,138,43,187
Chambers,Governor,,Precinct 15B - Baytown Kilgore/City Btwn,Lupe Valdez,DEM,3,56,31,90
Chambers,Governor,,Precinct 15B - Baytown Kilgore/City Btwn,Mark Jay Tippetts,LIB,0,4,4,8
Chambers,Lieutenant Governor,,Precinct 15B - Baytown Kilgore/City Btwn,Dan Patrick,REP,5,132,40,177
Chambers,Lieutenant Governor,,Precinct 15B - Baytown Kilgore/City Btwn,Mike Collier,DEM,4,61,34,99
Chambers,Lieutenant Governor,,Precinct 15B - Baytown Kilgore/City Btwn,Kerry Douglas McKennon,LIB,0,5,4,9
Chambers,Attorney General,,Precinct 15B - Baytown Kilgore/City Btwn,Ken Paxton,REP,5,131,39,175
Chambers,Attorney General,,Precinct 15B - Baytown Kilgore/City Btwn,Justin Nelson,DEM,4,65,36,105
Chambers,Attorney General,,Precinct 15B - Baytown Kilgore/City Btwn,Michael Ray Harris,LIB,0,2,3,5
Chambers,Commissioner of the General Land Office,,Precinct 15B - Baytown Kilgore/City Btwn,George P. Bush,REP,5,125,41,171
Chambers,Commissioner of the General Land Office,,Precinct 15B - Baytown Kilgore/City Btwn,Miguel Suazo,DEM,4,63,35,102
Chambers,Commissioner of the General Land Office,,Precinct 15B - Baytown Kilgore/City Btwn,Matt Pina,LIB,0,10,0,10
Chambers,Commissioner of Agriculture,,Precinct 15B - Baytown Kilgore/City Btwn,Sid Miller,REP,5,132,38,175
Chambers,Commissioner of Agriculture,,Precinct 15B - Baytown Kilgore/City Btwn,Kim Olson,DEM,4,63,37,104
Chambers,Commissioner of Agriculture,,Precinct 15B - Baytown Kilgore/City Btwn,Richard Carpenter,LIB,0,2,0,2
Chambers,Railroad Commissioner,,Precinct 15B - Baytown Kilgore/City Btwn,Christi Craddick,REP,5,134,38,177
Chambers,Railroad Commissioner,,Precinct 15B - Baytown Kilgore/City Btwn,Roman McAllen,DEM,4,61,35,100
Chambers,Railroad Commissioner,,Precinct 15B - Baytown Kilgore/City Btwn,Mike Wright,LIB,0,3,2,5
Chambers,State Representative,23,Precinct 15B - Baytown Kilgore/City Btwn,Mayes Middleton,REP,5,137,39,181
Chambers,State Representative,23,Precinct 15B - Baytown Kilgore/City Btwn,Amanda Jamrok,DEM,4,59,35,98
Chambers,State Representative,23,Precinct 15B - Baytown Kilgore/City Btwn,Lawrence Johnson,LIB,0,2,2,4
Chambers,Straight Party,,Precinct 1 - Wallisville,Under Votes,,,,,149
Chambers,U.S. Senate,,Precinct 1 - Wallisville,Under Votes,,,,,4
Chambers,U.S. House,36,Precinct 1 - Wallisville,Under Votes,,,,,6
Chambers,Governor,,Precinct 1 - Wallisville,Under Votes,,,,,3
Chambers,Lieutenant Governor,,Precinct 1 - Wallisville,Under Votes,,,,,5
Chambers,Attorney General,,Precinct 1 - Wallisville,Under Votes,,,,,7
Chambers,Commissioner of the General Land Office,,Precinct 1 - Wallisville,Under Votes,,,,,6
Chambers,Commissioner of Agriculture,,Precinct 1 - Wallisville,Under Votes,,,,,9
Chambers,Railroad Commissioner,,Precinct 1 - Wallisville,Under Votes,,,,,9
Chambers,State Representative,23,Precinct 1 - Wallisville,Under Votes,,,,,7
Chambers,Straight Party,,Precinct 2A - Hankamer ,Under Votes,,,,,33
Chambers,U.S. Senate,,Precinct 2A - Hankamer ,Under Votes,,,,,1
Chambers,U.S. House,36,Precinct 2A - Hankamer ,Under Votes,,,,,0
Chambers,Governor,,Precinct 2A - Hankamer ,Under Votes,,,,,1
Chambers,Lieutenant Governor,,Precinct 2A - Hankamer ,Under Votes,,,,,0
Chambers,Attorney General,,Precinct 2A - Hankamer ,Under Votes,,,,,0
Chambers,Commissioner of the General Land Office,,Precinct 2A - Hankamer ,Under Votes,,,,,1
Chambers,Commissioner of Agriculture,,Precinct 2A - Hankamer ,Under Votes,,,,,0
Chambers,Railroad Commissioner,,Precinct 2A - Hankamer ,Under Votes,,,,,1
Chambers,State Representative,23,Precinct 2A - Hankamer ,Under Votes,,,,,2
Chambers,Straight Party,,Precinct 2B - Hankamer/TBCD,Under Votes,,,,,130
Chambers,U.S. Senate,,Precinct 2B - Hankamer/TBCD,Under Votes,,,,,2
Chambers,U.S. House,36,Precinct 2B - Hankamer/TBCD,Under Votes,,,,,5
Chambers,Governor,,Precinct 2B - Hankamer/TBCD,Under Votes,,,,,3
Chambers,Lieutenant Governor,,Precinct 2B - Hankamer/TBCD,Under Votes,,,,,5
Chambers,Attorney General,,Precinct 2B - Hankamer/TBCD,Under Votes,,,,,5
Chambers,Commissioner of the General Land Office,,Precinct 2B - Hankamer/TBCD,Under Votes,,,,,9
Chambers,Commissioner of Agriculture,,Precinct 2B - Hankamer/TBCD,Under Votes,,,,,9
Chambers,Railroad Commissioner,,Precinct 2B - Hankamer/TBCD,Under Votes,,,,,15
Chambers,State Representative,23,Precinct 2B - Hankamer/TBCD,Under Votes,,,,,3
Chambers,Straight Party,,Precinct 3 - Pine Island,Under Votes,,,,,109
Chambers,U.S. Senate,,Precinct 3 - Pine Island,Under Votes,,,,,2
Chambers,U.S. House,36,Precinct 3 - Pine Island,Under Votes,,,,,5
Chambers,Governor,,Precinct 3 - Pine Island,Under Votes,,,,,4
Chambers,Lieutenant Governor,,Precinct 3 - Pine Island,Under Votes,,,,,4
Chambers,Attorney General,,Precinct 3 - Pine Island,Under Votes,,,,,5
Chambers,Commissioner of the General Land Office,,Precinct 3 - Pine Island,Under Votes,,,,,6
Chambers,Commissioner of Agriculture,,Precinct 3 - Pine Island,Under Votes,,,,,10
Chambers,Railroad Commissioner,,Precinct 3 - Pine Island,Under Votes,,,,,14
Chambers,State Representative,23,Precinct 3 - Pine Island,Under Votes,,,,,3
Chambers,Straight Party,,Precinct 4 - Mont Belvieu,Under Votes,,,,,562
Chambers,U.S. Senate,,Precinct 4 - Mont Belvieu,Under Votes,,,,,6
Chambers,U.S. House,36,Precinct 4 - Mont Belvieu,Under Votes,,,,,11
Chambers,Governor,,Precinct 4 - Mont Belvieu,Under Votes,,,,,8
Chambers,Lieutenant Governor,,Precinct 4 - Mont Belvieu,Under Votes,,,,,13
Chambers,Attorney General,,Precinct 4 - Mont Belvieu,Under Votes,,,,,14
Chambers,Commissioner of the General Land Office,,Precinct 4 - Mont Belvieu,Under Votes,,,,,25
Chambers,Commissioner of Agriculture,,Precinct 4 - Mont Belvieu,Under Votes,,,,,28
Chambers,Railroad Commissioner,,Precinct 4 - Mont Belvieu,Under Votes,,,,,28
Chambers,State Representative,23,Precinct 4 - Mont Belvieu,Under Votes,,,,,28
Chambers,Straight Party,,Precinct 5A - Beach City,Under Votes,,,,,400
Chambers,U.S. Senate,,Precinct 5A - Beach City,Under Votes,,,,,2
Chambers,U.S. House,36,Precinct 5A - Beach City,Under Votes,,,,,4
Chambers,Governor,,Precinct 5A - Beach City,Under Votes,,,,,3
Chambers,Lieutenant Governor,,Precinct 5A - Beach City,Under Votes,,,,,4
Chambers,Attorney General,,Precinct 5A - Beach City,Under Votes,,,,,8
Chambers,Commissioner of the General Land Office,,Precinct 5A - Beach City,Under Votes,,,,,21
Chambers,Commissioner of Agriculture,,Precinct 5A - Beach City,Under Votes,,,,,18
Chambers,Railroad Commissioner,,Precinct 5A - Beach City,Under Votes,,,,,21
Chambers,State Representative,23,Precinct 5A - Beach City,Under Votes,,,,,14
Chambers,Straight Party,,Precinct 5B - Beach City/City of Baytown,Under Votes,,,,,0
Chambers,U.S. Senate,,Precinct 5B - Beach City/City of Baytown,Under Votes,,,,,0
Chambers,U.S. House,36,Precinct 5B - Beach City/City of Baytown,Under Votes,,,,,0
Chambers,Governor,,Precinct 5B - Beach City/City of Baytown,Under Votes,,,,,0
Chambers,Lieutenant Governor,,Precinct 5B - Beach City/City of Baytown,Under Votes,,,,,0
Chambers,Attorney General,,Precinct 5B - Beach City/City of Baytown,Under Votes,,,,,0
Chambers,Commissioner of the General Land Office,,Precinct 5B - Beach City/City of Baytown,Under Votes,,,,,0
Chambers,Commissioner of Agriculture,,Precinct 5B - Beach City/City of Baytown,Under Votes,,,,,0
Chambers,Railroad Commissioner,,Precinct 5B - Beach City/City of Baytown,Under Votes,,,,,0
Chambers,State Representative,23,Precinct 5B - Beach City/City of Baytown,Under Votes,,,,,0
Chambers,Straight Party,,Precinct 6A - Anahuac,Under Votes,,,,,351
Chambers,U.S. Senate,,Precinct 6A - Anahuac,Under Votes,,,,,7
Chambers,U.S. House,36,Precinct 6A - Anahuac,Under Votes,,,,,13
Chambers,Governor,,Precinct 6A - Anahuac,Under Votes,,,,,8
Chambers,Lieutenant Governor,,Precinct 6A - Anahuac,Under Votes,,,,,19
Chambers,Attorney General,,Precinct 6A - Anahuac,Under Votes,,,,,25
Chambers,Commissioner of the General Land Office,,Precinct 6A - Anahuac,Under Votes,,,,,24
Chambers,Commissioner of Agriculture,,Precinct 6A - Anahuac,Under Votes,,,,,30
Chambers,Railroad Commissioner,,Precinct 6A - Anahuac,Under Votes,,,,,32
Chambers,State Representative,23,Precinct 6A - Anahuac,Under Votes,,,,,19
Chambers,Straight Party,,Precinct 6B - Anahuac/TBCD,Under Votes,,,,,53
Chambers,U.S. Senate,,Precinct 6B - Anahuac/TBCD,Under Votes,,,,,2
Chambers,U.S. House,36,Precinct 6B - Anahuac/TBCD,Under Votes,,,,,4
Chambers,Governor,,Precinct 6B - Anahuac/TBCD,Under Votes,,,,,2
Chambers,Lieutenant Governor,,Precinct 6B - Anahuac/TBCD,Under Votes,,,,,4
Chambers,Attorney General,,Precinct 6B - Anahuac/TBCD,Under Votes,,,,,4
Chambers,Commissioner of the General Land Office,,Precinct 6B - Anahuac/TBCD,Under Votes,,,,,4
Chambers,Commissioner of Agriculture,,Precinct 6B - Anahuac/TBCD,Under Votes,,,,,3
Chambers,Railroad Commissioner,,Precinct 6B - Anahuac/TBCD,Under Votes,,,,,4
Chambers,State Representative,23,Precinct 6B - Anahuac/TBCD,Under Votes,,,,,5
Chambers,Straight Party,,Precinct 7A - Winnie,Under Votes,,,,,314
Chambers,U.S. Senate,,Precinct 7A - Winnie,Under Votes,,,,,8
Chambers,U.S. House,36,Precinct 7A - Winnie,Under Votes,,,,,7
Chambers,Governor,,Precinct 7A - Winnie,Under Votes,,,,,6
Chambers,Lieutenant Governor,,Precinct 7A - Winnie,Under Votes,,,,,9
Chambers,Attorney General,,Precinct 7A - Winnie,Under Votes,,,,,9
Chambers,Commissioner of the General Land Office,,Precinct 7A - Winnie,Under Votes,,,,,8
Chambers,Commissioner of Agriculture,,Precinct 7A - Winnie,Under Votes,,,,,8
Chambers,Railroad Commissioner,,Precinct 7A - Winnie,Under Votes,,,,,16
Chambers,State Representative,23,Precinct 7A - Winnie,Under Votes,,,,,8
Chambers,Straight Party,,Precinct 7B - Winnie/Winnie-Stowell HD,Under Votes,,,,,137
Chambers,U.S. Senate,,Precinct 7B - Winnie/Winnie-Stowell HD,Under Votes,,,,,1
Chambers,U.S. House,36,Precinct 7B - Winnie/Winnie-Stowell HD,Under Votes,,,,,2
Chambers,Governor,,Precinct 7B - Winnie/Winnie-Stowell HD,Under Votes,,,,,2
Chambers,Lieutenant Governor,,Precinct 7B - Winnie/Winnie-Stowell HD,Under Votes,,,,,4
Chambers,Attorney General,,Precinct 7B - Winnie/Winnie-Stowell HD,Under Votes,,,,,4
Chambers,Commissioner of the General Land Office,,Precinct 7B - Winnie/Winnie-Stowell HD,Under Votes,,,,,4
Chambers,Commissioner of Agriculture,,Precinct 7B - Winnie/Winnie-Stowell HD,Under Votes,,,,,4
Chambers,Railroad Commissioner,,Precinct 7B - Winnie/Winnie-Stowell HD,Under Votes,,,,,7
Chambers,State Representative,23,Precinct 7B - Winnie/Winnie-Stowell HD,Under Votes,,,,,1
Chambers,Straight Party,,Precinct 8A - Cove,Under Votes,,,,,613
Chambers,U.S. Senate,,Precinct 8A - Cove,Under Votes,,,,,6
Chambers,U.S. House,36,Precinct 8A - Cove,Under Votes,,,,,11
Chambers,Governor,,Precinct 8A - Cove,Under Votes,,,,,3
Chambers,Lieutenant Governor,,Precinct 8A - Cove,Under Votes,,,,,14
