county,precinct,office,district,candidate,party,early_voting,mail,election_day,votes
Lee,403,Governor,,Lupe Valdez,DEM,12,9,13,34
Lee,403,Governor,,Mark Jay Tippetts,LIB,0,0,1,1
Lee,403,Lieutenant Governor,,Dan Patrick,REP,49,2,81,132
Lee,403,Lieutenant Governor,,Mike Collier,DEM,10,9,16,35
Lee,403,Lieutenant Governor,,K. Douglas McKennon,LIB,2,0,0,2
Lee,403,Attorney General,,Ken Paxton,REP,49,2,80,131
Lee,403,Attorney General,,Justin Nelson,DEM,12,9,17,38
Lee,403,Attorney General,,Michael Ray Harris,LIB,1,0,1,2
Lee,403,Comptroller	of Public Accounts,,Glenn Hegar,REP,49,2,82,133
Lee,403,Comptroller	of Public Accounts,,Joi Chevalier,DEM,11,9,14,34
Lee,403,Comptroller	of Public Accounts,,Ben Sanders,LIB,1,0,2,3
Lee,403,Commissioner of the General Land Office,,George P. Bush,REP,50,2,84,136
Lee,403,Commissioner of the General Land Office,,Miguel Suazo,DEM,11,9,12,32
Lee,403,Commissioner of the General Land Office,,Matt Pina,LIB,0,0,2,2
Lee,403,Commissioner of Agriculture,,Sid Miller,REP,50,2,79,131
Lee,403,Commissioner of Agriculture,,Kim Olson,DEM,11,9,16,36
Lee,403,Commissioner of Agriculture,,Richard Carpenter,LIB,1,0,1,2
Lee,403,Railroad Commissioner,,Christi Craddick,REP,50,2,80,132
Lee,403,Railroad Commissioner,,Roman McAllen,DEM,11,9,16,36
Lee,403,Railroad Commissioner,,Mike Wright,LIB,2,0,1,3
Lee,403,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,51,2,79,132
Lee,403,"Justice, Supreme Court P2",,Steven Kirkland,DEM,10,9,17,36
Lee,403,"Justice, Supreme Court P4",,John Devine,REP,50,2,82,134
Lee,403,"Justice, Supreme Court P4",,R.K. Sandill,DEM,12,9,14,35
Lee,403,"Justice, Supreme Court P6",,Jeff Brown,REP,51,2,84,137
Lee,403,"Justice, Supreme Court P6",,Kathy Cheng,DEM,9,9,12,30
Lee,403,Presiding Criminal Appeals,,Sharon Keller,REP,50,2,83,135
Lee,403,Presiding Criminal Appeals,,Maria T. Jackson,DEM,10,9,13,32
Lee,403,Presiding Criminal Appeals,,William Strange III,LIB,2,0,0,2
Lee,403,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,50,2,82,134
Lee,403,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,10,9,14,33
Lee,403,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,51,2,83,136
Lee,403,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,3,1,4,8
Lee,403,State Representative,17,John P. Cyrier,REP,50,3,83,136
Lee,403,State Representative,17,Michelle Ryan,DEM,13,8,13,34
Lee,403,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,50,2,80,132
Lee,403,Justice Court of Appeals D3 P2,,Edward Smith,DEM,11,9,16,36
Lee,403,Justice Court of Appeals D3 P3,,Scott Field,REP,50,2,84,136
Lee,403,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,11,9,12,32
Lee,403,Justice Court of Appeals D3 P5,,David Puryear,REP,52,2,80,134
Lee,403,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,10,9,15,34
Lee,403,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,12,9,13,34
Lee,403,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,403,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,403,County Judge,,Paul E Fischer,REP,56,3,89,148
Lee,403,District Clerk,,Lisa Teinert,REP,55,3,85,143
Lee,403,County Clerk,,Sharon Blasig,REP,55,3,84,142
Lee,403,County Treasurer,,Melinda Krause,REP,54,3,87,144
Lee,403,County Commissioner Pct 4,,Steven W. Knobloch,REP,56,3,88,147
Lee,403,Justice Peace P4,,Danita Smith,REP,55,3,88,146
Lee,404,Straight Party,,Republican,REP,90,9,77,176
Lee,404,Straight Party,,Democratic,DEM,43,3,40,86
Lee,404,Straight Party,,Libertarian,LIB,0,0,1,1
Lee,404,U.S. Senate,,Ted Cruz,REP,155,16,117,288
Lee,404,U.S. Senate,,Beto O'Rourke,DEM,60,9,63,132
Lee,404,U.S. Senate,,Neal M. Dikeman,LIB,0,0,4,4
Lee,404,U.S. House,10,Michael T. McCaul,REP,153,14,123,290
Lee,404,U.S. House,10,Mike Siegel,DEM,58,10,54,122
Lee,404,U.S. House,10,Mike Ryan,LIB,1,0,5,6
Lee,404,Governor,,Greg Abbott,REP,162,15,126,303
Lee,404,Governor,,Lupe Valdez,DEM,52,10,56,118
Lee,404,Governor,,Mark Jay Tippetts,LIB,0,0,1,1
Lee,404,Lieutenant Governor,,Dan Patrick,REP,145,15,116,276
Lee,404,Lieutenant Governor,,Mike Collier,DEM,67,10,62,139
Lee,404,Lieutenant Governor,,K. Douglas McKennon,LIB,1,0,4,5
Lee,404,Attorney General,,Ken Paxton,REP,154,12,113,279
Lee,404,Attorney General,,Justin Nelson,DEM,57,11,60,128
Lee,404,Attorney General,,Michael Ray Harris,LIB,2,1,10,13
Lee,404,Comptroller	of Public Accounts,,Glenn Hegar,REP,150,14,118,282
Lee,404,Comptroller	of Public Accounts,,Joi Chevalier,DEM,56,8,57,121
Lee,404,Comptroller	of Public Accounts,,Ben Sanders,LIB,4,1,8,13
Lee,404,Commissioner of the General Land Office,,George P. Bush,REP,155,12,116,283
Lee,404,Commissioner of the General Land Office,,Miguel Suazo,DEM,54,12,56,122
Lee,404,Commissioner of the General Land Office,,Matt Pina,LIB,3,0,11,14
Lee,404,Commissioner of Agriculture,,Sid Miller,REP,151,13,118,282
Lee,404,Commissioner of Agriculture,,Kim Olson,DEM,61,10,57,128
Lee,404,Commissioner of Agriculture,,Richard Carpenter,LIB,0,1,5,6
Lee,404,Railroad Commissioner,,Christi Craddick,REP,150,14,116,280
Lee,404,Railroad Commissioner,,Roman McAllen,DEM,59,8,61,128
Lee,404,Railroad Commissioner,,Mike Wright,LIB,4,1,5,10
Lee,404,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,152,14,122,288
Lee,404,"Justice, Supreme Court P2",,Steven Kirkland,DEM,59,9,58,126
Lee,404,"Justice, Supreme Court P4",,John Devine,REP,154,15,123,292
Lee,404,"Justice, Supreme Court P4",,R.K. Sandill,DEM,57,8,57,122
Lee,404,"Justice, Supreme Court P6",,Jeff Brown,REP,156,12,120,288
Lee,404,"Justice, Supreme Court P6",,Kathy Cheng,DEM,54,11,60,125
Lee,404,Presiding Criminal Appeals,,Sharon Keller,REP,151,13,119,283
Lee,404,Presiding Criminal Appeals,,Maria T. Jackson,DEM,56,10,59,125
Lee,404,Presiding Criminal Appeals,,William Strange III,LIB,3,0,3,6
Lee,404,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,153,14,120,287
Lee,404,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,54,9,59,122
Lee,404,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,160,17,131,308
Lee,404,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,18,1,22,41
Lee,404,State Representative,17,John P. Cyrier,REP,157,12,123,292
Lee,404,State Representative,17,Michelle Ryan,DEM,56,9,59,124
Lee,404,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,153,12,123,288
Lee,404,Justice Court of Appeals D3 P2,,Edward Smith,DEM,58,9,58,125
Lee,404,Justice Court of Appeals D3 P3,,Scott Field,REP,153,12,122,287
Lee,404,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,58,11,58,127
Lee,404,Justice Court of Appeals D3 P5,,David Puryear,REP,149,12,121,282
Lee,404,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,61,9,60,130
Lee,404,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,59,9,60,128
Lee,404,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,404,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,404,County Judge,,Paul E Fischer,REP,179,18,149,346
Lee,404,District Clerk,,Lisa Teinert,REP,177,18,144,339
Lee,404,County Clerk,,Sharon Blasig,REP,176,18,142,336
Lee,404,County Treasurer,,Melinda Krause,REP,172,18,144,334
Lee,404,County Commissioner Pct 4,,Steven W. Knobloch,REP,174,18,144,336
Lee,404,Justice Peace P2,,Michael York,REP,177,17,143,337
Lee,405,Straight Party,,Republican,REP,88,23,57,168
Lee,405,Straight Party,,Democratic,DEM,8,2,15,25
Lee,405,Straight Party,,Libertarian,LIB,0,0,0,0
Lee,405,U.S. Senate,,Ted Cruz,REP,132,26,99,257
Lee,405,U.S. Senate,,Beto O'Rourke,DEM,25,4,32,61
Lee,405,U.S. Senate,,Neal M. Dikeman,LIB,1,0,1,2
Lee,405,U.S. House,17,Bill Flores,REP,133,25,96,254
Lee,405,U.S. House,17,Rick Kennedy,DEM,23,2,29,54
Lee,405,U.S. House,17,Peter Churchman,LIB,1,0,4,5
Lee,405,Governor,,Greg Abbott,REP,135,26,101,262
Lee,405,Governor,,Lupe Valdez,DEM,21,4,27,52
Lee,405,Governor,,Mark Jay Tippetts,LIB,2,0,3,5
Lee,405,Lieutenant Governor,,Dan Patrick,REP,127,26,94,247
Lee,405,Lieutenant Governor,,Mike Collier,DEM,29,4,27,60
Lee,405,Lieutenant Governor,,K. Douglas McKennon,LIB,1,0,8,9
Lee,405,Attorney General,,Ken Paxton,REP,130,26,93,249
Lee,405,Attorney General,,Justin Nelson,DEM,25,4,32,61
Lee,405,Attorney General,,Michael Ray Harris,LIB,1,0,5,6
Lee,405,Comptroller	of Public Accounts,,Glenn Hegar,REP,133,26,93,252
Lee,405,Comptroller	of Public Accounts,,Joi Chevalier,DEM,21,4,27,52
Lee,405,Comptroller	of Public Accounts,,Ben Sanders,LIB,2,0,8,10
Lee,405,Commissioner of the General Land Office,,George P. Bush,REP,138,27,96,261
Lee,405,Commissioner of the General Land Office,,Miguel Suazo,DEM,17,3,26,46
Lee,405,Commissioner of the General Land Office,,Matt Pina,LIB,2,0,7,9
Lee,405,Commissioner of Agriculture,,Sid Miller,REP,127,25,89,241
Lee,405,Commissioner of Agriculture,,Kim Olson,DEM,24,5,34,63
Lee,405,Commissioner of Agriculture,,Richard Carpenter,LIB,3,0,5,8
Lee,405,Railroad Commissioner,,Christi Craddick,REP,134,26,93,253
Lee,405,Railroad Commissioner,,Roman McAllen,DEM,18,4,25,47
Lee,405,Railroad Commissioner,,Mike Wright,LIB,3,0,10,13
Lee,405,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,133,26,98,257
Lee,405,"Justice, Supreme Court P2",,Steven Kirkland,DEM,23,4,29,56
Lee,405,"Justice, Supreme Court P4",,John Devine,REP,133,26,97,256
Lee,405,"Justice, Supreme Court P4",,R.K. Sandill,DEM,22,4,29,55
Lee,405,"Justice, Supreme Court P6",,Jeff Brown,REP,134,26,94,254
Lee,405,"Justice, Supreme Court P6",,Kathy Cheng,DEM,22,4,32,58
Lee,405,Presiding Criminal Appeals,,Sharon Keller,REP,134,26,93,253
Lee,405,Presiding Criminal Appeals,,Maria T. Jackson,DEM,20,4,28,52
Lee,405,Presiding Criminal Appeals,,William Strange III,LIB,2,0,6,8
Lee,405,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,135,26,99,260
Lee,405,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,20,4,28,52
Lee,405,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,136,27,100,263
Lee,405,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,16,1,13,30
Lee,405,State Representative,17,John P. Cyrier,REP,132,23,99,254
Lee,405,State Representative,17,Michelle Ryan,DEM,23,3,30,56
Lee,405,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,134,25,99,258
Lee,405,Justice Court of Appeals D3 P2,,Edward Smith,DEM,21,2,27,50
Lee,405,Justice Court of Appeals D3 P3,,Scott Field,REP,134,25,96,255
Lee,405,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,21,2,30,53
Lee,405,Justice Court of Appeals D3 P5,,David Puryear,REP,134,25,98,257
Lee,405,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,22,2,28,52
Lee,405,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,22,2,32,56
Lee,405,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,405,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,405,County Judge,,Paul E Fischer,REP,143,4,108,255
Lee,405,District Clerk,,Lisa Teinert,REP,141,4,108,253
Lee,405,County Clerk,,Sharon Blasig,REP,142,4,108,254
Lee,405,County Treasurer,,Melinda Krause,REP,139,4,111,254
Lee,405,County Commissioner Pct 4,,Steven W. Knobloch,REP,142,4,106,252
Lee,405,Justice Peace P3,,Don Milburn,REP,140,4,109,253
Lee,405,Constable P3 Unexp,,Farah Ramsey,REP,139,4,108,251
