county,precinct,office,district,candidate,party,early_voting,mail,election_day,votes
Lee,101,"Justice, Supreme Court P4",,R.K. Sandill,DEM,116,21,102,239
Lee,101,"Justice, Supreme Court P6",,Jeff Brown,REP,346,29,221,596
Lee,101,"Justice, Supreme Court P6",,Kathy Cheng,DEM,115,20,108,243
Lee,101,Presiding Criminal Appeals,,Sharon Keller,REP,345,29,218,592
Lee,101,Presiding Criminal Appeals,,Maria T. Jackson,DEM,113,20,106,239
Lee,101,Presiding Criminal Appeals,,William Strange III,LIB,8,0,6,14
Lee,101,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,352,30,225,607
Lee,101,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,110,18,103,231
Lee,101,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,355,30,236,621
Lee,101,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,51,18,50,119
Lee,101,State Representative,17,John P. Cyrier,REP,363,27,234,624
Lee,101,State Representative,17,Michelle Ryan,DEM,109,18,100,227
Lee,101,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,351,24,222,597
Lee,101,Justice Court of Appeals D3 P2,,Edward Smith,DEM,111,22,104,237
Lee,101,Justice Court of Appeals D3 P3,,Scott Field,REP,350,26,223,599
Lee,101,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,114,18,106,238
Lee,101,Justice Court of Appeals D3 P5,,David Puryear,REP,350,26,225,601
Lee,101,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,113,19,104,236
Lee,101,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,112,20,104,236
Lee,101,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,101,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,101,County Judge,,Paul E Fischer,REP,399,34,279,712
Lee,101,District Clerk,,Lisa Teinert,REP,403,34,274,711
Lee,101,County Clerk,,Sharon Blasig,REP,401,34,272,707
Lee,101,County Treasurer,,Melinda Krause,REP,394,34,270,698
Lee,101,Justice Peace P2,,Michael York,REP,403,34,275,712
Lee,102,Straight Party,,Republican,REP,26,2,15,43
Lee,102,Straight Party,,Democratic,DEM,18,6,19,43
Lee,102,Straight Party,,Libertarian,LIB,0,0,0,0
Lee,102,U.S. Senate,,Ted Cruz,REP,43,4,25,72
Lee,102,U.S. Senate,,Beto O'Rourke,DEM,28,10,23,61
Lee,102,U.S. Senate,,Neal M. Dikeman,LIB,0,0,0,0
Lee,102,U.S. House,10,Michael T. McCaul,REP,43,3,25,71
Lee,102,U.S. House,10,Mike Siegel,DEM,27,11,22,60
Lee,102,U.S. House,10,Mike Ryan,LIB,0,0,0,0
Lee,102,Governor,,Greg Abbott,REP,44,4,26,74
Lee,102,Governor,,Lupe Valdez,DEM,28,10,21,59
Lee,102,Governor,,Mark Jay Tippetts,LIB,0,0,0,0
Lee,102,Lieutenant Governor,,Dan Patrick,REP,40,4,25,69
Lee,102,Lieutenant Governor,,Mike Collier,DEM,30,10,23,63
Lee,102,Lieutenant Governor,,K. Douglas McKennon,LIB,2,0,0,2
Lee,102,Attorney General,,Ken Paxton,REP,43,4,23,70
Lee,102,Attorney General,,Justin Nelson,DEM,28,10,22,60
Lee,102,Attorney General,,Michael Ray Harris,LIB,1,0,2,3
Lee,102,Comptroller	of Public Accounts,,Glenn Hegar,REP,44,3,23,70
Lee,102,Comptroller	of Public Accounts,,Joi Chevalier,DEM,28,10,22,60
Lee,102,Comptroller	of Public Accounts,,Ben Sanders,LIB,0,0,1,1
Lee,102,Commissioner of the General Land Office,,George P. Bush,REP,44,4,25,73
Lee,102,Commissioner of the General Land Office,,Miguel Suazo,DEM,27,10,21,58
Lee,102,Commissioner of the General Land Office,,Matt Pina,LIB,0,0,1,1
Lee,102,Commissioner of Agriculture,,Sid Miller,REP,43,4,25,72
Lee,102,Commissioner of Agriculture,,Kim Olson,DEM,27,10,21,58
Lee,102,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,1,1
Lee,102,Railroad Commissioner,,Christi Craddick,REP,44,3,24,71
Lee,102,Railroad Commissioner,,Roman McAllen,DEM,25,10,21,56
Lee,102,Railroad Commissioner,,Mike Wright,LIB,1,0,2,3
Lee,102,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,42,3,23,68
Lee,102,"Justice, Supreme Court P2",,Steven Kirkland,DEM,28,11,23,62
Lee,102,"Justice, Supreme Court P4",,John Devine,REP,43,3,23,69
Lee,102,"Justice, Supreme Court P4",,R.K. Sandill,DEM,27,10,23,60
Lee,102,"Justice, Supreme Court P6",,Jeff Brown,REP,44,4,24,72
Lee,102,"Justice, Supreme Court P6",,Kathy Cheng,DEM,27,10,23,60
Lee,102,Presiding Criminal Appeals,,Sharon Keller,REP,44,3,23,70
Lee,102,Presiding Criminal Appeals,,Maria T. Jackson,DEM,25,10,22,57
Lee,102,Presiding Criminal Appeals,,William Strange III,LIB,2,0,1,3
Lee,102,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,43,3,23,69
Lee,102,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,28,10,23,61
Lee,102,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,46,3,25,74
Lee,102,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,5,2,4,11
Lee,102,State Representative,17,John P. Cyrier,REP,45,3,26,74
Lee,102,State Representative,17,Michelle Ryan,DEM,27,10,21,58
Lee,102,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,43,2,23,68
Lee,102,Justice Court of Appeals D3 P2,,Edward Smith,DEM,28,9,23,60
Lee,102,Justice Court of Appeals D3 P3,,Scott Field,REP,44,2,24,70
Lee,102,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,27,9,22,58
Lee,102,Justice Court of Appeals D3 P5,,David Puryear,REP,43,2,23,68
Lee,102,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,28,9,23,60
Lee,102,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,27,9,22,58
Lee,102,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,102,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,102,County Judge,,Paul E Fischer,REP,54,4,36,94
Lee,102,District Clerk,,Lisa Teinert,REP,48,3,33,84
Lee,102,County Clerk,,Sharon Blasig,REP,52,5,35,92
Lee,102,County Treasurer,,Melinda Krause,REP,49,3,35,87
Lee,102,Justice Peace P2,,Michael York,REP,49,3,34,86
Lee,103,Straight Party,,Republican,REP,39,8,37,84
Lee,103,Straight Party,,Democratic,DEM,1,1,2,4
Lee,103,Straight Party,,Libertarian,LIB,0,0,0,0
Lee,103,U.S. Senate,,Ted Cruz,REP,60,10,54,124
Lee,103,U.S. Senate,,Beto O'Rourke,DEM,7,2,4,13
Lee,103,U.S. Senate,,Neal M. Dikeman,LIB,0,0,0,0
Lee,103,U.S. House,10,Michael T. McCaul,REP,61,10,50,121
Lee,103,U.S. House,10,Mike Siegel,DEM,6,2,6,14
Lee,103,U.S. House,10,Mike Ryan,LIB,0,0,0,0
Lee,103,Governor,,Greg Abbott,REP,62,10,57,129
Lee,103,Governor,,Lupe Valdez,DEM,4,2,2,8
Lee,103,Governor,,Mark Jay Tippetts,LIB,1,0,0,1
Lee,103,Lieutenant Governor,,Dan Patrick,REP,57,10,51,118
Lee,103,Lieutenant Governor,,Mike Collier,DEM,10,2,6,18
Lee,103,Lieutenant Governor,,K. Douglas McKennon,LIB,0,0,0,0
Lee,103,Attorney General,,Ken Paxton,REP,58,10,50,118
Lee,103,Attorney General,,Justin Nelson,DEM,9,2,5,16
Lee,103,Attorney General,,Michael Ray Harris,LIB,0,0,1,1
Lee,103,Comptroller	of Public Accounts,,Glenn Hegar,REP,59,9,52,120
Lee,103,Comptroller	of Public Accounts,,Joi Chevalier,DEM,5,2,3,10
Lee,103,Comptroller	of Public Accounts,,Ben Sanders,LIB,2,0,1,3
Lee,103,Commissioner of the General Land Office,,George P. Bush,REP,61,9,52,122
Lee,103,Commissioner of the General Land Office,,Miguel Suazo,DEM,5,2,2,9
Lee,103,Commissioner of the General Land Office,,Matt Pina,LIB,1,0,2,3
Lee,103,Commissioner of Agriculture,,Sid Miller,REP,59,9,48,116
Lee,103,Commissioner of Agriculture,,Kim Olson,DEM,8,2,5,15
Lee,103,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,2,2
Lee,103,Railroad Commissioner,,Christi Craddick,REP,58,9,49,116
Lee,103,Railroad Commissioner,,Roman McAllen,DEM,8,2,3,13
Lee,103,Railroad Commissioner,,Mike Wright,LIB,1,0,3,4
Lee,103,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,59,9,51,119
Lee,103,"Justice, Supreme Court P2",,Steven Kirkland,DEM,6,2,4,12
Lee,103,"Justice, Supreme Court P4",,John Devine,REP,58,9,51,118
Lee,103,"Justice, Supreme Court P4",,R.K. Sandill,DEM,6,2,4,12
Lee,103,"Justice, Supreme Court P6",,Jeff Brown,REP,58,9,51,118
Lee,103,"Justice, Supreme Court P6",,Kathy Cheng,DEM,8,2,4,14
Lee,103,Presiding Criminal Appeals,,Sharon Keller,REP,60,9,53,122
Lee,103,Presiding Criminal Appeals,,Maria T. Jackson,DEM,4,3,2,9
Lee,103,Presiding Criminal Appeals,,William Strange III,LIB,3,0,0,3
Lee,103,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,61,9,51,121
Lee,103,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,6,2,4,12
Lee,103,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,59,10,52,121
Lee,103,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,6,0,2,8
Lee,103,State Representative,17,John P. Cyrier,REP,60,10,50,120
Lee,103,State Representative,17,Michelle Ryan,DEM,7,2,5,14
Lee,103,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,60,9,51,120
Lee,103,Justice Court of Appeals D3 P2,,Edward Smith,DEM,6,2,3,11
Lee,103,Justice Court of Appeals D3 P3,,Scott Field,REP,57,9,52,118
Lee,103,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,7,2,2,11
Lee,103,Justice Court of Appeals D3 P5,,David Puryear,REP,57,9,52,118
Lee,103,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,7,2,3,12
Lee,103,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,8,2,2,12
Lee,103,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,103,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,103,County Judge,,Paul E Fischer,REP,61,11,57,129
Lee,103,District Clerk,,Lisa Teinert,REP,62,11,54,127
Lee,103,County Clerk,,Sharon Blasig,REP,62,11,56,129
Lee,103,County Treasurer,,Melinda Krause,REP,62,11,52,125
Lee,103,Justice Peace P4,,Danita Smith,REP,63,11,55,129
Lee,201,Straight Party,,Republican,REP,94,11,72,177
Lee,201,Straight Party,,Democratic,DEM,6,1,5,12
Lee,201,Straight Party,,Libertarian,LIB,0,0,0,0
Lee,201,U.S. Senate,,Ted Cruz,REP,168,11,170,349
Lee,201,U.S. Senate,,Beto O'Rourke,DEM,13,2,12,27
Lee,201,U.S. Senate,,Neal M. Dikeman,LIB,1,0,0,1
Lee,201,U.S. House,10,Michael T. McCaul,REP,170,11,169,350
Lee,201,U.S. House,10,Mike Siegel,DEM,12,2,12,26
Lee,201,U.S. House,10,Mike Ryan,LIB,0,0,0,0
Lee,201,Governor,,Greg Abbott,REP,169,12,174,355
Lee,201,Governor,,Lupe Valdez,DEM,13,1,8,22
Lee,201,Governor,,Mark Jay Tippetts,LIB,1,0,0,1
Lee,201,Lieutenant Governor,,Dan Patrick,REP,160,11,166,337
Lee,201,Lieutenant Governor,,Mike Collier,DEM,18,2,15,35
Lee,201,Lieutenant Governor,,K. Douglas McKennon,LIB,4,0,1,5
Lee,201,Attorney General,,Ken Paxton,REP,164,12,166,342
Lee,201,Attorney General,,Justin Nelson,DEM,16,1,14,31
Lee,201,Attorney General,,Michael Ray Harris,LIB,2,0,0,2
Lee,201,Comptroller	of Public Accounts,,Glenn Hegar,REP,164,12,168,344
Lee,201,Comptroller	of Public Accounts,,Joi Chevalier,DEM,14,1,11,26
Lee,201,Comptroller	of Public Accounts,,Ben Sanders,LIB,2,0,1,3
Lee,201,Commissioner of the General Land Office,,George P. Bush,REP,167,12,168,347
Lee,201,Commissioner of the General Land Office,,Miguel Suazo,DEM,13,1,10,24
Lee,201,Commissioner of the General Land Office,,Matt Pina,LIB,2,0,2,4
Lee,201,Commissioner of Agriculture,,Sid Miller,REP,162,12,161,335
Lee,201,Commissioner of Agriculture,,Kim Olson,DEM,19,1,16,36
Lee,201,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,2,2
Lee,201,Railroad Commissioner,,Christi Craddick,REP,165,11,163,339
Lee,201,Railroad Commissioner,,Roman McAllen,DEM,16,2,11,29
Lee,201,Railroad Commissioner,,Mike Wright,LIB,2,0,3,5
Lee,201,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,170,11,167,348
Lee,201,"Justice, Supreme Court P2",,Steven Kirkland,DEM,12,2,10,24
Lee,201,"Justice, Supreme Court P4",,John Devine,REP,169,12,166,347
Lee,201,"Justice, Supreme Court P4",,R.K. Sandill,DEM,12,1,11,24
Lee,201,"Justice, Supreme Court P6",,Jeff Brown,REP,166,12,166,344
Lee,201,"Justice, Supreme Court P6",,Kathy Cheng,DEM,15,1,10,26
Lee,201,Presiding Criminal Appeals,,Sharon Keller,REP,170,11,161,342
Lee,201,Presiding Criminal Appeals,,Maria T. Jackson,DEM,12,2,12,26
Lee,201,Presiding Criminal Appeals,,William Strange III,LIB,0,0,2,2
Lee,201,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,168,11,163,342
Lee,201,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,13,2,12,27
Lee,201,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,171,12,164,347
Lee,201,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,3,0,7,10
Lee,201,State Representative,17,John P. Cyrier,REP,172,11,171,354
Lee,201,State Representative,17,Michelle Ryan,DEM,11,2,9,22
Lee,201,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,166,11,163,340
Lee,201,Justice Court of Appeals D3 P2,,Edward Smith,DEM,15,2,15,32
Lee,201,Justice Court of Appeals D3 P3,,Scott Field,REP,168,11,167,346
Lee,201,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,14,2,12,28
Lee,201,Justice Court of Appeals D3 P5,,David Puryear,REP,169,11,163,343
Lee,201,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,12,2,14,28
Lee,201,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,12,1,14,27
Lee,201,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,201,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,0,0,0
Lee,201,County Judge,,Paul E Fischer,REP,172,12,168,352
Lee,201,District Clerk,,Lisa Teinert,REP,173,12,173,358
Lee,201,County Clerk,,Sharon Blasig,REP,172,12,173,357
Lee,201,County Treasurer,,Melinda Krause,REP,169,12,166,347
Lee,201,County Commissioner Pct 2,,Richard Wagner,REP,176,12,175,363
Lee,201,Justice Peace P2,,Michael York,REP,176,12,173,361
Lee,202,Straight Party,,Republican,REP,281,31,145,457
Lee,202,Straight Party,,Democratic,DEM,38,10,31,79
Lee,202,Straight Party,,Libertarian,LIB,0,0,1,1
Lee,202,U.S. Senate,,Ted Cruz,REP,482,46,256,784
Lee,202,U.S. Senate,,Beto O'Rourke,DEM,85,16,53,154
Lee,202,U.S. Senate,,Neal M. Dikeman,LIB,4,1,1,6
Lee,202,U.S. House,10,Michael T. McCaul,REP,485,44,249,778
Lee,202,U.S. House,10,Mike Siegel,DEM,78,13,51,142
Lee,202,U.S. House,10,Mike Ryan,LIB,6,0,7,13
Lee,202,Governor,,Greg Abbott,REP,491,47,265,803
Lee,202,Governor,,Lupe Valdez,DEM,71,15,44,130
Lee,202,Governor,,Mark Jay Tippetts,LIB,4,1,1,6
Lee,202,Lieutenant Governor,,Dan Patrick,REP,440,43,240,723
Lee,202,Lieutenant Governor,,Mike Collier,DEM,120,20,64,204
Lee,202,Lieutenant Governor,,K. Douglas McKennon,LIB,5,0,5,10
Lee,202,Attorney General,,Ken Paxton,REP,456,45,246,747
Lee,202,Attorney General,,Justin Nelson,DEM,97,18,57,172
Lee,202,Attorney General,,Michael Ray Harris,LIB,13,0,6,19
Lee,202,Comptroller	of Public Accounts,,Glenn Hegar,REP,484,45,251,780
Lee,202,Comptroller	of Public Accounts,,Joi Chevalier,DEM,71,17,47,135
Lee,202,Comptroller	of Public Accounts,,Ben Sanders,LIB,8,1,6,15
Lee,202,Commissioner of the General Land Office,,George P. Bush,REP,480,45,256,781
Lee,202,Commissioner of the General Land Office,,Miguel Suazo,DEM,68,16,46,130
Lee,202,Commissioner of the General Land Office,,Matt Pina,LIB,14,2,5,21
Lee,202,Commissioner of Agriculture,,Sid Miller,REP,467,42,245,754
Lee,202,Commissioner of Agriculture,,Kim Olson,DEM,91,18,51,160
Lee,202,Commissioner of Agriculture,,Richard Carpenter,LIB,5,1,9,15
Lee,202,Railroad Commissioner,,Christi Craddick,REP,474,43,246,763
Lee,202,Railroad Commissioner,,Roman McAllen,DEM,73,18,48,139
Lee,202,Railroad Commissioner,,Mike Wright,LIB,11,1,11,23
Lee,202,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,478,43,249,770
Lee,202,"Justice, Supreme Court P2",,Steven Kirkland,DEM,78,18,56,152
Lee,202,"Justice, Supreme Court P4",,John Devine,REP,478,45,254,777
Lee,202,"Justice, Supreme Court P4",,R.K. Sandill,DEM,78,17,50,145
Lee,202,"Justice, Supreme Court P6",,Jeff Brown,REP,477,45,248,770
Lee,202,"Justice, Supreme Court P6",,Kathy Cheng,DEM,77,17,53,147
Lee,202,Presiding Criminal Appeals,,Sharon Keller,REP,479,45,250,774
Lee,202,Presiding Criminal Appeals,,Maria T. Jackson,DEM,74,17,51,142
Lee,202,Presiding Criminal Appeals,,William Strange III,LIB,6,0,4,10
Lee,202,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,477,44,255,776
Lee,202,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,76,17,50,143
Lee,202,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,487,43,269,799
Lee,202,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,43,5,13,61
Lee,202,State Representative,17,John P. Cyrier,REP,490,42,257,789
Lee,202,State Representative,17,Michelle Ryan,DEM,75,15,49,139
Lee,202,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,480,44,254,778
Lee,202,Justice Court of Appeals D3 P2,,Edward Smith,DEM,76,15,48,139
Lee,202,Justice Court of Appeals D3 P3,,Scott Field,REP,481,44,253,778
Lee,202,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,75,15,52,142
Lee,202,Justice Court of Appeals D3 P5,,David Puryear,REP,476,43,254,773
Lee,202,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,82,16,50,148
Lee,202,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,81,15,49,145
Lee,202,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,202,Justice Court of Appeals D3 P6,,Write-in 30,NP,1,1,0,2
Lee,202,County Judge,,Paul E Fischer,REP,512,44,282,838
Lee,202,District Clerk,,Lisa Teinert,REP,519,44,282,845
Lee,202,County Clerk,,Sharon Blasig,REP,513,44,283,840
Lee,202,County Treasurer,,Melinda Krause,REP,492,43,276,811
Lee,202,County Commissioner Pct 2,,Richard Wagner,REP,517,43,279,839
Lee,202,Justice Peace P2,,Michael York,REP,511,42,283,836
Lee,203,Straight Party,,Republican,REP,82,4,42,128
Lee,203,Straight Party,,Democratic,DEM,7,0,4,11
Lee,203,Straight Party,,Libertarian,LIB,0,0,0,0
Lee,203,U.S. Senate,,Ted Cruz,REP,131,7,63,201
Lee,203,U.S. Senate,,Beto O'Rourke,DEM,15,2,13,30
Lee,203,U.S. Senate,,Neal M. Dikeman,LIB,2,0,0,2
Lee,203,U.S. House,10,Michael T. McCaul,REP,134,7,61,202
Lee,203,U.S. House,10,Mike Siegel,DEM,14,2,13,29
Lee,203,U.S. House,10,Mike Ryan,LIB,0,0,1,1
Lee,203,Governor,,Greg Abbott,REP,135,7,68,210
Lee,203,Governor,,Lupe Valdez,DEM,12,2,7,21
Lee,203,Governor,,Mark Jay Tippetts,LIB,0,0,1,1
Lee,203,Lieutenant Governor,,Dan Patrick,REP,127,7,57,191
Lee,203,Lieutenant Governor,,Mike Collier,DEM,18,2,19,39
Lee,203,Lieutenant Governor,,K. Douglas McKennon,LIB,2,0,0,2
Lee,203,Attorney General,,Ken Paxton,REP,129,6,57,192
Lee,203,Attorney General,,Justin Nelson,DEM,17,3,12,32
Lee,203,Attorney General,,Michael Ray Harris,LIB,1,0,4,5
Lee,203,Comptroller	of Public Accounts,,Glenn Hegar,REP,133,7,60,200
Lee,203,Comptroller	of Public Accounts,,Joi Chevalier,DEM,13,2,8,23
Lee,203,Comptroller	of Public Accounts,,Ben Sanders,LIB,2,0,3,5
Lee,203,Commissioner of the General Land Office,,George P. Bush,REP,132,7,60,199
Lee,203,Commissioner of the General Land Office,,Miguel Suazo,DEM,14,2,11,27
Lee,203,Commissioner of the General Land Office,,Matt Pina,LIB,1,0,2,3
Lee,203,Commissioner of Agriculture,,Sid Miller,REP,127,7,55,189
Lee,203,Commissioner of Agriculture,,Kim Olson,DEM,17,2,15,34
Lee,203,Commissioner of Agriculture,,Richard Carpenter,LIB,0,0,1,1
Lee,203,Railroad Commissioner,,Christi Craddick,REP,127,6,57,190
Lee,203,Railroad Commissioner,,Roman McAllen,DEM,14,3,12,29
Lee,203,Railroad Commissioner,,Mike Wright,LIB,3,0,1,4
Lee,203,"Justice, Supreme Court P2",,Jimmy Blacklock,REP,127,6,55,188
Lee,203,"Justice, Supreme Court P2",,Steven Kirkland,DEM,15,2,15,32
Lee,203,"Justice, Supreme Court P4",,John Devine,REP,129,7,56,192
Lee,203,"Justice, Supreme Court P4",,R.K. Sandill,DEM,14,2,13,29
Lee,203,"Justice, Supreme Court P6",,Jeff Brown,REP,128,6,57,191
Lee,203,"Justice, Supreme Court P6",,Kathy Cheng,DEM,15,3,11,29
Lee,203,Presiding Criminal Appeals,,Sharon Keller,REP,129,6,55,190
Lee,203,Presiding Criminal Appeals,,Maria T. Jackson,DEM,14,3,11,28
Lee,203,Presiding Criminal Appeals,,William Strange III,LIB,1,0,3,4
Lee,203,"Judge, Court of Criminal Appeals P7",,B. Parker Hervey,REP,130,6,59,195
Lee,203,"Judge, Court of Criminal Appeals P7",,Ramona Franklin,DEM,13,2,10,25
Lee,203,"Judge, Court of Criminal Appeals P8",,Michelle Slaughter,REP,128,7,61,196
Lee,203,"Judge, Court of Criminal Appeals P8",,Mark Ash,LIB,10,1,4,15
Lee,203,State Representative,17,John P. Cyrier,REP,131,7,58,196
Lee,203,State Representative,17,Michelle Ryan,DEM,15,2,12,29
Lee,203,Justice Court of Appeals D3 P2,,C. Olson Bourland,REP,129,6,56,191
Lee,203,Justice Court of Appeals D3 P2,,Edward Smith,DEM,13,2,12,27
Lee,203,Justice Court of Appeals D3 P3,,Scott Field,REP,128,6,57,191
Lee,203,Justice Court of Appeals D3 P3,,Chari Kelly,DEM,15,2,11,28
Lee,203,Justice Court of Appeals D3 P5,,David Puryear,REP,129,6,57,192
Lee,203,Justice Court of Appeals D3 P5,,Thomas J. Baker,DEM,14,2,12,28
Lee,203,Justice Court of Appeals D3 P6,,Gisela D. Triana,DEM,15,2,11,28
Lee,203,Justice Court of Appeals D3 P6,,Kerry O'Brien,NP,0,0,0,0
Lee,203,Justice Court of Appeals D3 P6,,Write-in 30,NP,0,1,0,1
Lee,203,County Judge,,Paul E Fischer,REP,134,7,66,207
Lee,203,District Clerk,,Lisa Teinert,REP,133,7,66,206
Lee,203,County Clerk,,Sharon Blasig,REP,133,7,67,207
Lee,203,County Treasurer,,Melinda Krause,REP,131,7,66,204
Lee,203,County Commissioner Pct 2,,Richard Wagner,REP,134,7,64,205
Lee,203,Justice Peace P2,,Michael York,REP,133,8,68,209
Lee,301,Straight Party,,Republican,REP,9,3,24,36
Lee,301,Straight Party,,Democratic,DEM,1,2,2,5
Lee,301,Straight Party,,Libertarian,LIB,0,0,0,0
Lee,301,U.S. Senate,,Ted Cruz,REP,13,3,48,64
Lee,301,U.S. Senate,,Beto O'Rourke,DEM,3,2,3,8
Lee,301,U.S. Senate,,Neal M. Dikeman,LIB,0,0,0,0
Lee,301,U.S. House,17,Bill Flores,REP,13,3,46,62
Lee,301,U.S. House,17,Rick Kennedy,DEM,2,2,5,9
Lee,301,U.S. House,17,Peter Churchman,LIB,1,0,0,1
Lee,301,Governor,,Greg Abbott,REP,14,3,49,66
Lee,301,Governor,,Lupe Valdez,DEM,1,2,2,5
