county,precinct,office,district,party,candidate,votes,early_voting,election_day,absentee,limited,provisional
Leon,8,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,478,160,286,32,0,0
Leon,9,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,168,69,85,13,1,0
Leon,10,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,527,241,255,25,6,0
Leon,11,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,403,162,209,32,0,0
Leon,12,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,347,84,237,25,1,0
Leon,13,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,415,218,145,52,0,0
Leon,14,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,108,64,31,13,0,0
Leon,14A,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,104,58,38,8,0,0
Leon,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,123,79,34,10,0,0
Leon,1A,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,10,9,0,1,0,0
Leon,2,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,23,9,9,5,0,0
Leon,3,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,46,19,21,5,1,0
Leon,4,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,71,11,52,8,0,0
Leon,5,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,48,20,28,0,0,0
Leon,5A,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,2,0,2,0,0,0
Leon,6,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,69,14,48,7,0,0
Leon,7,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,27,10,15,2,0,0
Leon,8,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,84,24,53,6,1,0
Leon,9,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,20,6,9,3,2,0
Leon,10,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,45,18,21,6,0,0
Leon,11,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,76,23,47,6,0,0
Leon,12,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,111,21,83,7,0,0
Leon,13,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,32,13,14,5,0,0
Leon,14,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,21,11,7,3,0,0
Leon,14A,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,18,6,7,5,0,0
Leon,1,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,1A,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,2,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,3,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,8,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,9,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,10,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,14,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,14A,"Justice, Supreme Court, Place 6",,,OVER VOTES,0,0,0,0,0,0
Leon,1,"Justice, Supreme Court, Place 6",,,UNDER VOTES,11,6,5,0,0,0
Leon,1A,"Justice, Supreme Court, Place 6",,,UNDER VOTES,1,0,1,0,0,0
Leon,2,"Justice, Supreme Court, Place 6",,,UNDER VOTES,4,1,2,1,0,0
Leon,3,"Justice, Supreme Court, Place 6",,,UNDER VOTES,3,2,0,1,0,0
Leon,4,"Justice, Supreme Court, Place 6",,,UNDER VOTES,7,0,6,1,0,0
Leon,5,"Justice, Supreme Court, Place 6",,,UNDER VOTES,2,0,2,0,0,0
Leon,5A,"Justice, Supreme Court, Place 6",,,UNDER VOTES,0,0,0,0,0,0
Leon,6,"Justice, Supreme Court, Place 6",,,UNDER VOTES,9,1,7,1,0,0
Leon,7,"Justice, Supreme Court, Place 6",,,UNDER VOTES,15,4,10,1,0,0
Leon,8,"Justice, Supreme Court, Place 6",,,UNDER VOTES,12,1,10,1,0,0
Leon,9,"Justice, Supreme Court, Place 6",,,UNDER VOTES,3,1,1,1,0,0
Leon,10,"Justice, Supreme Court, Place 6",,,UNDER VOTES,3,2,1,0,0,0
Leon,11,"Justice, Supreme Court, Place 6",,,UNDER VOTES,4,1,3,0,0,0
Leon,12,"Justice, Supreme Court, Place 6",,,UNDER VOTES,5,0,5,0,0,0
Leon,13,"Justice, Supreme Court, Place 6",,,UNDER VOTES,8,2,4,2,0,0
Leon,14,"Justice, Supreme Court, Place 6",,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,"Justice, Supreme Court, Place 6",,,UNDER VOTES,0,0,0,0,0,0
Leon,1,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,718,497,159,58,4,0
Leon,1A,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,114,83,27,4,0,0
Leon,2,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,198,81,108,8,1,0
Leon,3,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,314,166,101,47,0,0
Leon,4,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,439,100,285,54,0,0
Leon,5,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,300,134,139,23,4,0
Leon,5A,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,31,16,13,2,0,0
Leon,6,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,699,171,409,111,7,1
Leon,7,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,322,97,198,26,1,0
Leon,8,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,473,159,282,32,0,0
Leon,9,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,167,67,86,13,1,0
Leon,10,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,521,239,253,24,5,0
Leon,11,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,395,161,204,30,0,0
Leon,12,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,336,81,229,25,1,0
Leon,13,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,412,215,145,52,0,0
Leon,14,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,107,63,31,13,0,0
Leon,14A,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,101,56,37,8,0,0
Leon,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,116,74,32,10,0,0
Leon,1A,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,10,8,1,1,0,0
Leon,2,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,22,9,8,5,0,0
Leon,3,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,41,16,20,4,1,0
Leon,4,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,70,11,51,8,0,0
Leon,5,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,40,16,23,1,0,0
Leon,5A,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,1,0,1,0,0,0
Leon,6,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,65,14,44,7,0,0
Leon,7,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,26,10,14,2,0,0
Leon,8,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,81,22,52,6,1,0
Leon,9,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,21,7,8,4,2,0
Leon,10,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,45,17,20,7,1,0
Leon,11,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,74,22,44,8,0,0
Leon,12,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,112,21,84,7,0,0
Leon,13,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,33,14,14,5,0,0
Leon,14,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,19,10,7,2,0,0
Leon,14A,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,19,7,7,5,0,0
Leon,1,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,8,5,3,0,0,0
Leon,1A,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,4,4,0,0,0,0
Leon,2,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,1,0,1,0,0,0
Leon,3,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,5,3,1,1,0,0
Leon,4,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,5,1,4,0,0,0
Leon,5,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,7,4,3,0,0,0
Leon,5A,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,0,0,0,0,0,0
Leon,6,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,5,1,4,0,0,0
Leon,7,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,3,0,3,0,0,0
Leon,8,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,9,2,6,1,0,0
Leon,9,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,2,1,1,0,0,0
Leon,10,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,6,3,3,0,0,0
Leon,11,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,7,1,6,0,0,0
Leon,12,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,9,2,7,0,0,0
Leon,13,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,3,1,2,0,0,0
Leon,14,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,3,2,0,1,0,0
Leon,14A,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,2,1,1,0,0,0
Leon,1,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,1A,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,2,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,3,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,8,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,9,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,10,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,14,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,14A,"Presiding Judge, Court of Criminal Appeals",,,OVER VOTES,0,0,0,0,0,0
Leon,1,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,8,4,4,0,0,0
Leon,1A,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,0,0,0,0,0,0
Leon,2,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,7,3,3,1,0,0
Leon,3,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,2,2,0,0,0,0
Leon,4,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,7,0,6,1,0,0
Leon,5,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,3,0,3,0,0,0
Leon,5A,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,0,0,0,0,0,0
Leon,6,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,9,2,7,0,0,0
Leon,7,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,13,4,8,1,0,0
Leon,8,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,11,2,9,0,0,0
Leon,9,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,1,1,0,0,0,0
Leon,10,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,3,2,1,0,0,0
Leon,11,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,7,2,5,0,0,0
Leon,12,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,6,1,5,0,0,0
Leon,13,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,7,3,2,2,0,0
Leon,14,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,"Presiding Judge, Court of Criminal Appeals",,,UNDER VOTES,0,0,0,0,0,0
Leon,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,721,498,161,58,4,0
Leon,1A,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,116,86,26,4,0,0
Leon,2,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,198,81,108,8,1,0
Leon,3,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,319,169,102,48,0,0
Leon,4,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,445,102,289,54,0,0
Leon,5,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,302,135,140,23,4,0
Leon,5A,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,31,16,13,2,0,0
Leon,6,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,705,173,413,111,7,1
Leon,7,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,325,97,201,26,1,0
Leon,8,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,478,160,285,32,1,0
Leon,9,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,172,68,89,14,1,0
Leon,10,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,529,242,255,26,6,0
Leon,11,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,402,163,208,31,0,0
Leon,12,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,341,82,233,25,1,0
Leon,13,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,415,218,146,51,0,0
Leon,14,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,109,65,31,13,0,0
Leon,14A,"Judge, Court of Criminal Appeals, Place 7",,REP,Barbara Parker Hervey,103,57,38,8,0,0
Leon,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,120,77,33,10,0,0
Leon,1A,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,11,9,1,1,0,0
Leon,2,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,23,9,9,5,0,0
Leon,3,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,41,16,20,4,1,0
Leon,4,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,69,10,51,8,0,0
Leon,5,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,45,19,25,1,0,0
Leon,5A,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,1,0,1,0,0,0
Leon,6,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,64,14,43,7,0,0
Leon,7,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,26,10,14,2,0,0
Leon,8,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,81,22,53,6,0,0
Leon,9,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,17,7,6,2,2,0
Leon,10,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,43,18,20,5,0,0
Leon,11,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,73,20,46,7,0,0
Leon,12,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,114,21,86,7,0,0
Leon,13,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,31,12,13,6,0,0
Leon,14,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,20,10,7,3,0,0
Leon,14A,"Judge, Court of Criminal Appeals, Place 7",,DEM,Ramona Franklin,19,7,7,5,0,0
Leon,1,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,1A,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,2,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,3,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,8,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,9,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,10,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,14,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,14A,"Judge, Court of Criminal Appeals, Place 7",,,OVER VOTES,0,0,0,0,0,0
Leon,1,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,9,5,4,0,0,0
Leon,1A,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,1,0,1,0,0,0
Leon,2,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,7,3,3,1,0,0
Leon,3,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,2,2,0,0,0,0
Leon,4,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,7,0,6,1,0,0
Leon,5,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,3,0,3,0,0,0
Leon,5A,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,0,0,0,0,0,0
Leon,6,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,9,1,8,0,0,0
Leon,7,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,13,4,8,1,0,0
Leon,8,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,15,3,11,1,0,0
Leon,9,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,2,1,0,1,0,0
Leon,10,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,3,1,2,0,0,0
Leon,11,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,8,3,5,0,0,0
Leon,12,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,8,2,6,0,0,0
Leon,13,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,9,3,4,2,0,0
Leon,14,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,0,0,0,0,0,0
Leon,14A,"Judge, Court of Criminal Appeals, Place 7",,,UNDER VOTES,0,0,0,0,0,0
Leon,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,729,504,162,59,4,0
Leon,1A,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,115,85,26,4,0,0
Leon,2,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,200,82,109,8,1,0
Leon,3,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,320,169,102,48,1,0
Leon,4,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,447,101,292,54,0,0
Leon,5,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,302,134,141,23,4,0
Leon,5A,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,31,16,13,2,0,0
Leon,6,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,709,172,419,110,7,1
Leon,7,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,322,96,198,27,1,0
Leon,8,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,489,165,289,34,1,0
Leon,9,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,172,69,88,14,1,0
Leon,10,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,531,240,261,25,5,0
Leon,11,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,407,166,209,32,0,0
Leon,12,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,346,82,237,26,1,0
Leon,13,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,418,220,145,53,0,0
Leon,14,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,112,65,33,14,0,0
Leon,14A,"Judge, Court of Criminal Appeals, Place 8",,REP,Michelle Slaughter,102,56,38,8,0,0
Leon,1,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,55,37,16,2,0,0
Leon,1A,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,7,6,1,0,0,0
Leon,2,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,9,4,3,2,0,0
Leon,3,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,14,4,7,3,0,0
Leon,4,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,20,2,18,0,0,0
Leon,5,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,27,14,12,1,0,0
Leon,5A,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,1,0,1,0,0,0
Leon,6,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,29,7,18,4,0,0
Leon,7,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,11,6,4,1,0,0
Leon,8,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,34,10,22,2,0,0
Leon,9,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,7,1,4,0,2,0
Leon,10,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,18,9,5,4,0,0
Leon,11,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,28,7,20,1,0,0
Leon,12,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,28,8,19,1,0,0
Leon,13,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,17,4,10,3,0,0
Leon,14,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,7,5,1,1,0,0
Leon,14A,"Judge, Court of Criminal Appeals, Place 8",,LIB,Mark Ash,4,3,1,0,0,0
Leon,1,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,1A,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,2,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,3,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,4,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,5,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,5A,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,6,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,7,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,8,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,9,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,10,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,11,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,12,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,13,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,14,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,14A,"Judge, Court of Criminal Appeals, Place 8",,,OVER VOTES,0,0,0,0,0,0
Leon,1,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,66,39,20,7,0,0
Leon,1A,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,6,4,1,1,0,0
Leon,2,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,19,7,8,4,0,0
Leon,3,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,28,14,13,1,0,0
Leon,4,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,54,9,36,9,0,0
Leon,5,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,21,6,15,0,0,0
Leon,5A,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,0,0,0,0,0,0
Leon,6,"Judge, Court of Criminal Appeals, Place 8",,,UNDER VOTES,40,9,27,4,0,0
