county,office,district,candidate,party,precinct,early_voting,election_day,votes
Brewster,Lieutenant Governor,,Scott Milder,REP,8,2,7,9
Brewster,Railroad Commissioner,,Christi Craddick,REP,1,110,94,204
Brewster,Railroad Commissioner,,Weston Martinez,REP,1,26,24,50
Brewster,Railroad Commissioner,,Christi Craddick,REP,2,31,45,76
Brewster,Railroad Commissioner,,Weston Martinez,REP,2,4,11,15
Brewster,Railroad Commissioner,,Christi Craddick,REP,3,11,26,37
Brewster,Railroad Commissioner,,Weston Martinez,REP,3,3,3,6
Brewster,Railroad Commissioner,,Christi Craddick,REP,4,38,54,92
Brewster,Railroad Commissioner,,Weston Martinez,REP,4,17,14,31
Brewster,Railroad Commissioner,,Christi Craddick,REP,5,2,3,5
Brewster,Railroad Commissioner,,Weston Martinez,REP,5,0,1,1
Brewster,Railroad Commissioner,,Christi Craddick,REP,6,7,36,43
Brewster,Railroad Commissioner,,Weston Martinez,REP,6,2,18,20
Brewster,Railroad Commissioner,,Christi Craddick,REP,7,0,0,0
Brewster,Railroad Commissioner,,Weston Martinez,REP,7,0,0,0
Brewster,Railroad Commissioner,,Christi Craddick,REP,8,5,12,17
Brewster,Railroad Commissioner,,Weston Martinez,REP,8,3,2,5
Brewster,State Representative,74,"Alfonso Nevrez, Jr.",DEM,1,113,73,187
Brewster,State Representative,74,"Alfonso Nevrez, Jr.",DEM,2,117,73,122
Brewster,State Representative,74,"Alfonso Nevrez, Jr.",DEM,3,5,38,15
Brewster,State Representative,74,"Alfonso Nevrez, Jr.",DEM,4,76,78,142
Brewster,State Representative,74,"Alfonso Nevrez, Jr.",DEM,5,3,7,12
Brewster,State Representative,74,"Alfonso Nevrez, Jr.",DEM,6,34,68,43
Brewster,State Representative,74,"Alfonso Nevrez, Jr.",DEM,7,8,15,34
Brewster,State Representative,74,"Alfonso Nevrez, Jr.",DEM,8,41,40,43
