county,precinct,office,district,party,candidate,votes,early_voting,election_day,election_day_paper,absentee
El Paso,1,U.S. Senate,,DEM,Beto O'Rourke,145,41,91,3,10
El Paso,1,U.S. Senate,,DEM,Edward Kimbrough,8,4,4,0,0
El Paso,1,U.S. House,16,DEM,Dori Fenenbock,39,8,29,0,2
El Paso,1,U.S. House,16,DEM,Veronica Escobar,110,35,64,3,8
El Paso,1,U.S. House,16,DEM,Norma Chavez,5,0,5,0,0
El Paso,1,U.S. House,16,DEM,John Carrillo,1,0,1,0,0
El Paso,1,U.S. House,16,DEM,Jerome Tilghman,4,3,1,0,0
El Paso,1,U.S. House,16,DEM,Enrique Garcia,4,3,1,0,0
El Paso,1,Governor,,DEM,Lupe Valdez,71,23,42,1,5
El Paso,1,Governor,,DEM,Adrian Ocegueda,12,2,7,0,3
El Paso,1,Governor,,DEM,Jeffrey Payne,5,2,3,0,0
El Paso,1,Governor,,DEM,James Jolly Clark,7,2,4,0,1
El Paso,1,Governor,,DEM,Joe Mumbach,5,0,5,0,0
El Paso,1,Governor,,DEM,Grady Yarbrough,10,2,7,1,0
El Paso,1,Governor,,DEM,Cedric Davis Sr,5,2,3,0,0
El Paso,1,Governor,,DEM,Andrew White,23,8,13,1,1
El Paso,1,Governor,,DEM,Tom Wakely,3,2,1,0,0
El Paso,1,Lieutenant Governor,,DEM,Michael Cooper,85,23,55,2,5
El Paso,1,Lieutenant Governor,,DEM,Mike Collier,47,18,24,0,5
El Paso,1,Attorney General,,DEM,Justin Nelson,112,35,65,2,10
El Paso,1,Comptroller Of Public Accounts,,DEM,Joi Chevalier,63,20,37,1,5
El Paso,1,Comptroller Of Public Accounts,,DEM,Tim Mahoney,64,20,38,1,5
El Paso,1,Commissioner of the General Land Office,,DEM,Miguel Suazo,96,28,57,2,9
El Paso,1,Commissioner of the General Land Office,,DEM,Tex Morgan,34,14,19,0,1
El Paso,1,Commissioner of Agriculture,,DEM,Kim Olson,111,36,63,2,10
El Paso,1,Railroad Commissioner,,DEM,Roman Mcallen,81,21,50,1,9
El Paso,1,Railroad Commissioner,,DEM,Chris Spellmon,47,21,24,1,1
El Paso,1,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,108,32,64,2,10
El Paso,1,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,109,34,64,2,9
El Paso,1,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,109,33,65,2,9
El Paso,1,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,110,36,63,2,9
El Paso,1,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,114,34,69,2,9
El Paso,1,State Representative,78,DEM,Joe Moody,120,34,75,2,9
El Paso,1,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,112,32,69,2,9
El Paso,1,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,103,28,64,2,9
El Paso,1,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,110,30,69,2,9
El Paso,1,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,110,33,66,2,9
El Paso,1,District Judge 171st Judicial District,,DEM,Bonnie Rangel,106,31,64,2,9
El Paso,1,District Judge 205th Judicial District,,DEM,Francisco X Domingue,104,30,63,2,9
El Paso,1,District Judge 210th Judicial District,,DEM,Alyssa G Perez,98,28,64,1,5
El Paso,1,District Judge 210th Judicial District,,DEM,Monique Velarde,38,13,20,1,4
El Paso,1,District Judge 243rd Judicial District,,DEM,Selena Solis,60,15,40,1,4
El Paso,1,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,14,6,8,0,0
El Paso,1,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,27,11,14,0,2
El Paso,1,District Judge 243rd Judicial District,,DEM,Luis Aguilar,37,10,23,1,3
El Paso,1,District Judge 327th Judicial District,,DEM,Linda Yee Chew,106,31,64,2,9
El Paso,1,El Paso County Judge,,DEM,Ricardo Samaniego,45,10,31,1,3
El Paso,1,El Paso County Judge,,DEM,John Cook,73,26,45,0,2
El Paso,1,El Paso County Judge,,DEM,Laura Enriquez,35,11,20,1,3
El Paso,1,Judge County Court At Law 1,,DEM,Ruth Reyes,80,24,50,1,5
El Paso,1,Judge County Court At Law 1,,DEM,Ruben Nunez,63,19,38,1,5
El Paso,1,Judge County Court At Law 2,,DEM,Julie Gonzalez,111,33,67,2,9
El Paso,1,Judge County Court At Law 3,,DEM,Javier Alvarez,107,34,64,2,7
El Paso,1,Judge County Court At Law 4,,DEM,Alex Gonzalez,108,33,66,2,7
El Paso,1,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,52,17,29,1,5
El Paso,1,Judge County Court At Law 5,,DEM,Jesus Rodriguez,33,7,26,0,0
El Paso,1,Judge County Court At Law 5,,DEM,Mike Herrera,34,12,21,1,0
El Paso,1,Judge County Court At Law 5,,DEM,Danny Razo,17,6,9,0,2
El Paso,1,Judge County Court At Law 6,,DEM,M Sue Kurita,102,31,62,2,7
El Paso,1,Judge County Court At Law 7,,DEM,Patsy Lopez,74,23,46,1,4
El Paso,1,Judge County Court At Law 7,,DEM,Ruben Morales,56,16,36,1,3
El Paso,1,Judge County Criminal Court 1,,DEM,Alma Trejo,106,32,65,2,7
El Paso,1,Judge County Criminal Court 2,,DEM,Robert S Anchondo,104,32,63,2,7
El Paso,1,Judge County Probate Court 1,,DEM,Patricia B Chew,79,21,51,2,5
El Paso,1,Judge County Probate Court 1,,DEM,Darron Powell,52,21,29,0,2
El Paso,1,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,106,30,67,2,7
El Paso,1,District Clerk,,DEM,Norma Favela Barcele,108,32,67,2,7
El Paso,1,County Clerk,,DEM,Delia Briones,108,31,68,2,7
El Paso,1,County Commissioner 4,,DEM,Carl L Robinson,102,29,64,2,7
El Paso,1,Justice Of The Peace 7,,DEM,Stephanie Frietze,95,28,61,1,5
El Paso,1,Justice Of The Peace 7,,DEM,James W Wolff,31,12,16,1,2
El Paso,1,County Chairman,,DEM,Iliana Holguin,109,32,67,2,8
El Paso,1,Referendum 1,,DEM,For (A Favor),143,45,89,2,7
El Paso,1,Referendum 1,,DEM,Against (En Contra),12,5,6,0,1
El Paso,1,Referendum 2,,DEM,For (A Favor),144,44,90,2,8
El Paso,1,Referendum 2,,DEM,Against (En Contra),11,5,6,0,0
El Paso,1,Referendum 3,,DEM,For (A Favor),138,41,88,2,7
El Paso,1,Referendum 3,,DEM,Against (En Contra),16,8,7,0,1
El Paso,1,Referendum 4,,DEM,For (A Favor),142,44,88,2,8
El Paso,1,Referendum 4,,DEM,Against (En Contra),13,6,7,0,0
El Paso,1,Referendum 5,,DEM,For (A Favor),130,40,82,1,7
El Paso,1,Referendum 5,,DEM,Against (En Contra),20,8,10,1,1
El Paso,1,Referendum 6,,DEM,For (A Favor),152,47,95,2,8
El Paso,1,Referendum 6,,DEM,Against (En Contra),5,3,2,0,0
El Paso,1,Referendum 7,,DEM,For (A Favor),146,45,91,2,8
El Paso,1,Referendum 7,,DEM,Against (En Contra),10,5,5,0,0
El Paso,1,Referendum 8,,DEM,For (A Favor),133,44,78,2,9
El Paso,1,Referendum 8,,DEM,Against (En Contra),23,6,16,0,1
El Paso,1,Referendum 9,,DEM,For (A Favor),131,42,78,2,9
El Paso,1,Referendum 9,,DEM,Against (En Contra),23,7,15,0,1
El Paso,1,Referendum 10,,DEM,For (A Favor),145,45,88,2,10
El Paso,1,Referendum 10,,DEM,Against (En Contra),9,5,4,0,0
El Paso,1,Referendum 11,,DEM,For (A Favor),136,44,81,2,9
El Paso,1,Referendum 11,,DEM,Against (En Contra),17,6,10,0,1
El Paso,1,Referendum 12,,DEM,For (A Favor),139,45,82,2,10
El Paso,1,Referendum 12,,DEM,Against (En Contra),11,5,6,0,0
El Paso,2,U.S. Senate,,REP,Mary Miller,5,3,2,0,0
El Paso,2,U.S. Senate,,REP,Stefano De Stefano,3,3,0,0,0
El Paso,2,U.S. Senate,,REP,Ted Cruz,55,33,22,0,0
El Paso,2,U.S. Senate,,REP,Geraldine Sam,2,1,1,0,0
El Paso,2,U.S. Senate,,REP,Bruce Jacobson Jr,2,2,0,0,0
El Paso,2,U.S. House,16,REP,Alia Garcia-Ureste,23,12,11,0,0
El Paso,2,U.S. House,16,REP,Rick Seeberger,38,27,11,0,0
El Paso,2,Governor,,REP,Greg Abbott,52,34,18,0,0
El Paso,2,Governor,,REP,Barbara Krueger,10,6,4,0,0
El Paso,2,Governor,,REP,Secede Kilgore,4,3,1,0,0
El Paso,2,Lieutenant Governor,,REP,Dan Patrick,50,33,17,0,0
El Paso,2,Lieutenant Governor,,REP,Scott Milder,14,7,7,0,0
El Paso,2,Attorney General,,REP,Ken Paxton,56,34,22,0,0
El Paso,2,Comptroller Of Public Accounts,,REP,Glenn Hegar,49,30,19,0,0
El Paso,2,Commissioner of the General Land Office,,REP,Jerry Patterson,16,9,7,0,0
El Paso,2,Commissioner of the General Land Office,,REP,Rick Range,7,6,1,0,0
El Paso,2,Commissioner of the General Land Office,,REP,Davey Edwards,2,2,0,0,0
El Paso,2,Commissioner of the General Land Office,,REP,George P Bush,39,24,15,0,0
El Paso,2,Commissioner of Agriculture,,REP,Trey Blocker,14,9,5,0,0
El Paso,2,Commissioner of Agriculture,,REP,Jim Hogan,26,18,8,0,0
El Paso,2,Commissioner of Agriculture,,REP,Sid Miller,21,11,10,0,0
El Paso,2,Railroad Commissioner,,REP,Christi Craddick,27,16,11,0,0
El Paso,2,Railroad Commissioner,,REP,Weston Martinez,32,21,11,0,0
El Paso,2,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,50,31,19,0,0
El Paso,2,"Justice, Supreme Court, Place 4",,REP,John Devine,51,32,19,0,0
El Paso,2,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,51,32,19,0,0
El Paso,2,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,32,22,10,0,0
El Paso,2,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,25,14,11,0,0
El Paso,2,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,49,31,18,0,0
El Paso,2,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,23,16,7,0,0
El Paso,2,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,33,18,15,0,0
El Paso,2,"Judge, Court Of Criminal Appeals, Place 8",,REP,Dib Waldrip,4,3,1,0,0
El Paso,2,State Representative,78,REP,Jeffrey Lane,47,30,17,0,0
El Paso,2,County Commissioner 4,,REP,Andrew R Haggerty,50,32,18,0,0
El Paso,2,Justice Of The Peace 7,,REP,Crystal Urquidi,9,6,3,0,0
El Paso,2,Justice Of The Peace 7,,REP,Ida Gardner,44,29,15,0,0
El Paso,2,Justice Of The Peace 7,,REP,Kelly Dickson,15,9,6,0,0
El Paso,2,County Chairman,,REP,Adolpho R Telles,48,30,18,0,0
El Paso,2,Proposition 1,,REP,For (A Favor),45,29,16,0,0
El Paso,2,Proposition 1,,REP,Against (En Contra),21,14,7,0,0
El Paso,2,Proposition 2,,REP,For (A Favor),59,40,19,0,0
El Paso,2,Proposition 2,,REP,Against (En Contra),7,2,5,0,0
El Paso,2,Proposition 3,,REP,For (A Favor),53,31,22,0,0
El Paso,2,Proposition 3,,REP,Against (En Contra),16,12,4,0,0
El Paso,2,Proposition 4,,REP,For (A Favor),62,38,24,0,0
El Paso,2,Proposition 4,,REP,Against (En Contra),8,5,3,0,0
El Paso,2,Proposition 5,,REP,For (A Favor),48,31,17,0,0
El Paso,2,Proposition 5,,REP,Against (En Contra),21,12,9,0,0
El Paso,2,Proposition 6,,REP,For (A Favor),67,42,25,0,0
El Paso,2,Proposition 6,,REP,Against (En Contra),3,2,1,0,0
El Paso,2,Proposition 7,,REP,For (A Favor),48,29,19,0,0
El Paso,2,Proposition 7,,REP,Against (En Contra),22,15,7,0,0
El Paso,2,Proposition 8,,REP,For (A Favor),65,40,25,0,0
El Paso,2,Proposition 8,,REP,Against (En Contra),5,4,1,0,0
El Paso,2,Proposition 9,,REP,For (A Favor),58,37,21,0,0
El Paso,2,Proposition 9,,REP,Against (En Contra),11,6,5,0,0
El Paso,2,Proposition 10,,REP,For (A Favor),66,42,24,0,0
El Paso,2,Proposition 10,,REP,Against (En Contra),3,1,2,0,0
El Paso,2,Proposition 11,,REP,For (A Favor),56,36,20,0,0
El Paso,2,Proposition 11,,REP,Against (En Contra),13,8,5,0,0
El Paso,2,U.S. Senate,,DEM,Sema Hernandez,17,13,4,0,0
El Paso,2,U.S. Senate,,DEM,Beto O'Rourke,217,106,99,0,12
El Paso,2,U.S. Senate,,DEM,Edward Kimbrough,3,1,2,0,0
El Paso,2,U.S. House,16,DEM,Dori Fenenbock,38,19,16,0,3
El Paso,2,U.S. House,16,DEM,Veronica Escobar,159,79,72,0,8
El Paso,2,U.S. House,16,DEM,Norma Chavez,22,12,10,0,0
El Paso,2,U.S. House,16,DEM,John Carrillo,4,3,1,0,0
El Paso,2,U.S. House,16,DEM,Jerome Tilghman,9,5,3,0,1
El Paso,2,U.S. House,16,DEM,Enrique Garcia,10,5,5,0,0
El Paso,2,Governor,,DEM,Lupe Valdez,113,62,45,0,6
El Paso,2,Governor,,DEM,Adrian Ocegueda,34,13,19,0,2
El Paso,2,Governor,,DEM,Jeffrey Payne,10,4,5,0,1
El Paso,2,Governor,,DEM,James Jolly Clark,8,3,4,0,1
El Paso,2,Governor,,DEM,Joe Mumbach,6,2,4,0,0
El Paso,2,Governor,,DEM,Grady Yarbrough,5,5,0,0,0
El Paso,2,Governor,,DEM,Cedric Davis Sr,3,2,1,0,0
El Paso,2,Governor,,DEM,Andrew White,23,12,10,0,1
El Paso,2,Governor,,DEM,Tom Wakely,5,2,3,0,0
El Paso,2,Lieutenant Governor,,DEM,Michael Cooper,127,61,59,0,7
El Paso,2,Lieutenant Governor,,DEM,Mike Collier,63,34,25,0,4
El Paso,2,Attorney General,,DEM,Justin Nelson,167,86,72,0,9
El Paso,2,Comptroller Of Public Accounts,,DEM,Joi Chevalier,88,48,36,0,4
El Paso,2,Comptroller Of Public Accounts,,DEM,Tim Mahoney,95,45,44,0,6
El Paso,2,Commissioner of the General Land Office,,DEM,Miguel Suazo,152,77,68,0,7
El Paso,2,Commissioner of the General Land Office,,DEM,Tex Morgan,40,23,14,0,3
El Paso,2,Commissioner of Agriculture,,DEM,Kim Olson,162,82,70,0,10
El Paso,2,Railroad Commissioner,,DEM,Roman Mcallen,120,60,53,0,7
El Paso,2,Railroad Commissioner,,DEM,Chris Spellmon,59,34,22,0,3
El Paso,2,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,152,77,65,0,10
El Paso,2,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,152,76,66,0,10
El Paso,2,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,148,74,64,0,10
El Paso,2,"Presiding Judge, Court Of Criminal Appeals",,DEM,Maria T. (Terry) Jackson,160,82,68,0,10
El Paso,2,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,163,85,68,0,10
El Paso,2,State Representative,78,DEM,Joe Moody,177,93,73,0,11
El Paso,2,"Justice, 8th Court Of Appeals District, Place 2",,DEM,Yvonne Rodriguez,161,83,67,0,11
El Paso,2,"Justice, 8th Court Of Appeals District, Place 3",,DEM,Gina M Palafox,157,82,65,0,10
El Paso,2,District Judge 120th Judicial District,,DEM,Maria Salas Mendoza,157,80,67,0,10
El Paso,2,District Judge 168th Judicial District,,DEM,Marcos Lizarraga,152,81,62,0,9
El Paso,2,District Judge 171st Judicial District,,DEM,Bonnie Rangel,153,80,63,0,10
El Paso,2,District Judge 205th Judicial District,,DEM,Francisco X Domingue,151,80,62,0,9
El Paso,2,District Judge 210th Judicial District,,DEM,Alyssa G Perez,119,65,48,0,6
El Paso,2,District Judge 210th Judicial District,,DEM,Monique Velarde,70,32,33,0,5
El Paso,2,District Judge 243rd Judicial District,,DEM,Selena Solis,97,46,42,0,9
El Paso,2,District Judge 243rd Judicial District,,DEM,Feliciano Felix Cast,32,18,14,0,0
El Paso,2,District Judge 243rd Judicial District,,DEM,Roberto J Ramos,35,21,14,0,0
El Paso,2,District Judge 243rd Judicial District,,DEM,Luis Aguilar,35,17,16,0,2
El Paso,2,District Judge 327th Judicial District,,DEM,Linda Yee Chew,155,82,65,0,8
El Paso,2,El Paso County Judge,,DEM,Ricardo Samaniego,73,37,33,0,3
El Paso,2,El Paso County Judge,,DEM,John Cook,82,43,37,0,2
El Paso,2,El Paso County Judge,,DEM,Laura Enriquez,62,27,29,0,6
El Paso,2,Judge County Court At Law 1,,DEM,Ruth Reyes,119,65,46,0,8
El Paso,2,Judge County Court At Law 1,,DEM,Ruben Nunez,83,36,44,0,3
El Paso,2,Judge County Court At Law 2,,DEM,Julie Gonzalez,158,82,66,0,10
El Paso,2,Judge County Court At Law 3,,DEM,Javier Alvarez,158,82,67,0,9
El Paso,2,Judge County Court At Law 4,,DEM,Alex Gonzalez,148,75,64,0,9
El Paso,2,Judge County Court At Law 5,,DEM,Kristin Raquel Romer,54,22,26,0,6
El Paso,2,Judge County Court At Law 5,,DEM,Jesus Rodriguez,76,38,35,0,3
El Paso,2,Judge County Court At Law 5,,DEM,Mike Herrera,46,29,16,0,1
El Paso,2,Judge County Court At Law 5,,DEM,Danny Razo,25,13,12,0,0
El Paso,2,Judge County Court At Law 6,,DEM,M Sue Kurita,154,77,67,0,10
El Paso,2,Judge County Court At Law 7,,DEM,Patsy Lopez,97,53,37,0,7
El Paso,2,Judge County Court At Law 7,,DEM,Ruben Morales,99,47,49,0,3
El Paso,2,Judge County Criminal Court 1,,DEM,Alma Trejo,159,83,66,0,10
El Paso,2,Judge County Criminal Court 2,,DEM,Robert S Anchondo,151,76,67,0,8
El Paso,2,Judge County Probate Court 1,,DEM,Patricia B Chew,138,71,61,0,6
El Paso,2,Judge County Probate Court 1,,DEM,Darron Powell,61,29,28,0,4
El Paso,2,Judge County Probate Court 2,,DEM,Eduardo A Gamboa,158,81,68,0,9
El Paso,2,District Clerk,,DEM,Norma Favela Barcele,154,80,66,0,8
El Paso,2,County Clerk,,DEM,Delia Briones,169,89,70,0,10
El Paso,2,County Commissioner 4,,DEM,Carl L Robinson,149,77,63,0,9
El Paso,2,Justice Of The Peace 7,,DEM,Stephanie Frietze,152,76,68,0,8
El Paso,2,Justice Of The Peace 7,,DEM,James W Wolff,43,22,19,0,2
El Paso,2,County Chairman,,DEM,Iliana Holguin,169,88,71,0,10
El Paso,2,Referendum 1,,DEM,For (A Favor),216,116,91,0,9
El Paso,2,Referendum 1,,DEM,Against (En Contra),9,2,6,0,1
El Paso,2,Referendum 2,,DEM,For (A Favor),208,112,86,0,10
El Paso,2,Referendum 2,,DEM,Against (En Contra),12,4,7,0,1
El Paso,2,Referendum 3,,DEM,For (A Favor),209,115,84,0,10
El Paso,2,Referendum 3,,DEM,Against (En Contra),16,4,11,0,1
El Paso,2,Referendum 4,,DEM,For (A Favor),216,115,91,0,10
El Paso,2,Referendum 4,,DEM,Against (En Contra),10,4,5,0,1
El Paso,2,Referendum 5,,DEM,For (A Favor),199,105,84,0,10
El Paso,2,Referendum 5,,DEM,Against (En Contra),20,9,10,0,1
El Paso,2,Referendum 6,,DEM,For (A Favor),214,114,90,0,10
El Paso,2,Referendum 6,,DEM,Against (En Contra),13,5,7,0,1
El Paso,2,Referendum 7,,DEM,For (A Favor),213,115,88,0,10
El Paso,2,Referendum 7,,DEM,Against (En Contra),11,3,7,0,1
El Paso,2,Referendum 8,,DEM,For (A Favor),204,107,87,0,10
El Paso,2,Referendum 8,,DEM,Against (En Contra),23,11,10,0,2
El Paso,2,Referendum 9,,DEM,For (A Favor),199,107,81,0,11
El Paso,2,Referendum 9,,DEM,Against (En Contra),26,12,13,0,1
El Paso,2,Referendum 10,,DEM,For (A Favor),212,117,85,0,10
El Paso,2,Referendum 10,,DEM,Against (En Contra),12,2,9,0,1
El Paso,2,Referendum 11,,DEM,For (A Favor),207,112,84,0,11
El Paso,2,Referendum 11,,DEM,Against (En Contra),18,6,11,0,1
El Paso,2,Referendum 12,,DEM,For (A Favor),212,116,84,0,12
El Paso,2,Referendum 12,,DEM,Against (En Contra),9,1,8,0,0
El Paso,3,U.S. Senate,,REP,Mary Miller,5,3,2,0,0
El Paso,3,U.S. Senate,,REP,Stefano De Stefano,3,2,1,0,0
El Paso,3,U.S. Senate,,REP,Ted Cruz,71,37,29,0,5
El Paso,3,U.S. Senate,,REP,Geraldine Sam,2,1,1,0,0
El Paso,3,U.S. Senate,,REP,Bruce Jacobson Jr,3,2,1,0,0
El Paso,3,U.S. House,16,REP,Alia Garcia-Ureste,34,22,12,0,0
El Paso,3,U.S. House,16,REP,Rick Seeberger,49,22,22,0,5
El Paso,3,Governor,,REP,Greg Abbott,72,35,32,0,5
El Paso,3,Governor,,REP,Barbara Krueger,11,10,1,0,0
El Paso,3,Governor,,REP,Secede Kilgore,2,1,1,0,0
El Paso,3,Lieutenant Governor,,REP,Dan Patrick,59,29,25,0,5
El Paso,3,Lieutenant Governor,,REP,Scott Milder,22,13,9,0,0
El Paso,3,Attorney General,,REP,Ken Paxton,75,40,32,0,3
El Paso,3,Comptroller Of Public Accounts,,REP,Glenn Hegar,74,39,32,0,3
El Paso,3,Commissioner of the General Land Office,,REP,Jerry Patterson,19,12,7,0,0
El Paso,3,Commissioner of the General Land Office,,REP,Rick Range,8,3,3,0,2
El Paso,3,Commissioner of the General Land Office,,REP,Davey Edwards,8,5,3,0,0
El Paso,3,Commissioner of the General Land Office,,REP,George P Bush,46,23,20,0,3
El Paso,3,Commissioner of Agriculture,,REP,Trey Blocker,26,13,12,0,1
El Paso,3,Commissioner of Agriculture,,REP,Jim Hogan,29,17,11,0,1
El Paso,3,Commissioner of Agriculture,,REP,Sid Miller,24,12,9,0,3
El Paso,3,Railroad Commissioner,,REP,Christi Craddick,48,23,21,0,4
El Paso,3,Railroad Commissioner,,REP,Weston Martinez,30,17,12,0,1
El Paso,3,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,72,37,32,0,3
El Paso,3,"Justice, Supreme Court, Place 4",,REP,John Devine,73,38,32,0,3
El Paso,3,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,72,37,32,0,3
El Paso,3,"Presiding Judge, Court Of Criminal Appeals",,REP,Sharon Keller,42,19,20,0,3
El Paso,3,"Presiding Judge, Court Of Criminal Appeals",,REP,David Bridges,32,18,13,0,1
El Paso,3,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara Parker Herve,71,37,31,0,3
El Paso,3,"Judge, Court Of Criminal Appeals, Place 8",,REP,Jay Brandon,35,20,15,0,0
El Paso,3,"Judge, Court Of Criminal Appeals, Place 8",,REP,Michelle Slaughter,37,18,16,0,3
