county,precinct,office,district,candidate,party,votes,mail,early_voting1,early_voting2,early_voting,em_ballots,election_day
Chambers,1,State Representative,23,Lloyd Criss,DEM,60,2,6,16,22,2,34
Chambers,2,State Representative,23,Lloyd Criss,DEM,136,4,8,30,38,3,91
Chambers,3,State Representative,23,Lloyd Criss,DEM,119,8,11,48,59,3,49
Chambers,4,State Representative,23,Lloyd Criss,DEM,214,12,20,131,151,11,40
Chambers,5,State Representative,23,Lloyd Criss,DEM,182,13,22,100,122,7,40
Chambers,6,State Representative,23,Lloyd Criss,DEM,328,7,53,132,185,28,108
Chambers,7,State Representative,23,Lloyd Criss,DEM,218,17,15,98,113,17,71
Chambers,8,State Representative,23,Lloyd Criss,DEM,269,12,32,134,166,10,81
Chambers,9,State Representative,23,Lloyd Criss,DEM,27,1,2,9,11,2,13
Chambers,10,State Representative,23,Lloyd Criss,DEM,307,7,41,152,193,12,95
Chambers,11,State Representative,23,Lloyd Criss,DEM,694,28,86,375,461,27,178
Chambers,12,State Representative,23,Lloyd Criss,DEM,233,11,19,101,120,11,91
Chambers,14,State Representative,23,Lloyd Criss,DEM,49,4,4,17,21,3,21
Chambers,1,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,2,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,3,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,4,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,5,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,6,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,7,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,8,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,9,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,10,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,11,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,12,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,14,State Representative,23,Over Votes,,0,0,0,0,0,0,0
Chambers,1,State Representative,23,Under Votes,,22,1,4,9,13,0,8
Chambers,2,State Representative,23,Under Votes,,19,0,0,2,2,1,16
Chambers,3,State Representative,23,Under Votes,,14,3,0,3,3,0,8
Chambers,4,State Representative,23,Under Votes,,68,28,9,23,32,0,8
Chambers,5,State Representative,23,Under Votes,,37,11,2,18,20,2,4
Chambers,6,State Representative,23,Under Votes,,56,12,10,13,23,1,20
Chambers,7,State Representative,23,Under Votes,,77,6,10,32,42,6,23
Chambers,8,State Representative,23,Under Votes,,88,29,6,32,38,3,18
Chambers,9,State Representative,23,Under Votes,,15,1,0,3,3,1,10
Chambers,10,State Representative,23,Under Votes,,88,20,3,48,51,4,13
Chambers,11,State Representative,23,Under Votes,,101,25,7,49,56,6,14
Chambers,12,State Representative,23,Under Votes,,57,3,10,27,37,1,16
Chambers,14,State Representative,23,Under Votes,,20,2,1,7,8,0,10
