county,precinct,office,district,candidate,party,early_voting,election_day,provisional,absentee,votes
Wilson,208,Straight Party,,,LIB,0,0,0,0,0
Wilson,209,Straight Party,,,LIB,1,0,0,0,1
Wilson,310,Straight Party,,,LIB,2,0,0,0,2
Wilson,311,Straight Party,,,LIB,4,2,0,0,6
Wilson,312,Straight Party,,,LIB,3,0,0,0,3
Wilson,313,Straight Party,,,LIB,5,4,0,0,9
Wilson,414,Straight Party,,,LIB,3,1,0,0,4
Wilson,415,Straight Party,,,LIB,6,4,0,1,11
Wilson,416,Straight Party,,,LIB,7,2,0,1,10
Wilson,Total,Straight Party,,,LIB,53,26,4,0,83
Wilson,101,Straight Party,,,GRN,2,2,0,0,4
Wilson,102,Straight Party,,,GRN,4,0,0,0,4
Wilson,103,Straight Party,,,GRN,3,2,0,1,6
Wilson,104,Straight Party,,,GRN,1,0,0,0,1
Wilson,205,Straight Party,,,GRN,0,0,0,0,0
Wilson,206,Straight Party,,,GRN,0,1,0,0,1
Wilson,207,Straight Party,,,GRN,2,1,0,0,3
Wilson,208,Straight Party,,,GRN,1,0,0,0,1
Wilson,209,Straight Party,,,GRN,0,0,0,0,0
Wilson,310,Straight Party,,,GRN,0,0,0,0,0
Wilson,311,Straight Party,,,GRN,0,0,0,0,0
Wilson,312,Straight Party,,,GRN,4,2,0,0,6
Wilson,313,Straight Party,,,GRN,1,0,0,0,1
Wilson,414,Straight Party,,,GRN,1,0,0,0,1
Wilson,415,Straight Party,,,GRN,2,1,0,1,4
Wilson,416,Straight Party,,,GRN,1,1,0,1,3
Wilson,Total,Straight Party,,,GRN,22,10,3,0,35
Wilson,101,President,,Donald Trump,REP,282,555,0,31,868
Wilson,102,President,,Donald Trump,REP,172,239,0,16,427
Wilson,103,President,,Donald Trump,REP,346,289,0,32,667
Wilson,104,President,,Donald Trump,REP,260,174,0,14,448
Wilson,205,President,,Donald Trump,REP,496,296,0,34,826
Wilson,206,President,,Donald Trump,REP,287,544,3,30,864
Wilson,207,President,,Donald Trump,REP,312,536,0,43,891
Wilson,208,President,,Donald Trump,REP,226,106,0,0,340
Wilson,209,President,,Donald Trump,REP,224,39,0,5,268
Wilson,310,President,,Donald Trump,REP,187,170,0,30,387
Wilson,311,President,,Donald Trump,REP,563,447,0,46,1056
Wilson,312,President,,Donald Trump,REP,681,702,1,51,1435
Wilson,313,President,,Donald Trump,REP,597,626,2,28,1253
Wilson,414,President,,Donald Trump,REP,682,454,0,46,1182
Wilson,415,President,,Donald Trump,REP,745,1122,1,64,1932
Wilson,416,President,,Donald Trump,REP,397,695,0,62,1154
Wilson,Total,President,,Donald Trump,REP,6457,6994,7,540,13998
Wilson,101,President,,Hillary Clinton,DEM,158,277,0,25,460
Wilson,102,President,,Hillary Clinton,DEM,275,363,0,90,728
Wilson,103,President,,Hillary Clinton,DEM,219,137,0,53,409
Wilson,104,President,,Hillary Clinton,DEM,96,57,0,2,155
Wilson,205,President,,Hillary Clinton,DEM,186,103,0,27,316
Wilson,206,President,,Hillary Clinton,DEM,181,345,0,69,595
Wilson,207,President,,Hillary Clinton,DEM,101,207,0,7,315
Wilson,208,President,,Hillary Clinton,DEM,36,13,0,0,49
Wilson,209,President,,Hillary Clinton,DEM,26,5,0,0,31
Wilson,310,President,,Hillary Clinton,DEM,44,21,0,7,72
Wilson,311,President,,Hillary Clinton,DEM,64,68,0,7,139
Wilson,312,President,,Hillary Clinton,DEM,91,109,0,10,210
Wilson,313,President,,Hillary Clinton,DEM,147,128,0,16,291
Wilson,414,President,,Hillary Clinton,DEM,127,82,0,15,224
Wilson,415,President,,Hillary Clinton,DEM,124,229,0,17,370
Wilson,416,President,,Hillary Clinton,DEM,148,254,0,24,426
Wilson,Total,President,,Hillary Clinton,DEM,2023,2398,0,369,4790
Wilson,101,President,,Gary Johnson,LIB,12,12,0,4,28
Wilson,102,President,,Gary Johnson,LIB,4,6,0,1,11
Wilson,103,President,,Gary Johnson,LIB,17,10,0,2,29
Wilson,104,President,,Gary Johnson,LIB,11,1,0,1,13
Wilson,205,President,,Gary Johnson,LIB,19,7,0,0,26
Wilson,206,President,,Gary Johnson,LIB,17,19,0,4,40
Wilson,207,President,,Gary Johnson,LIB,14,7,0,1,22
Wilson,208,President,,Gary Johnson,LIB,7,0,0,0,7
Wilson,209,President,,Gary Johnson,LIB,3,0,0,0,3
Wilson,310,President,,Gary Johnson,LIB,5,2,0,0,7
Wilson,311,President,,Gary Johnson,LIB,17,13,0,0,30
Wilson,312,President,,Gary Johnson,LIB,12,6,0,2,20
Wilson,313,President,,Gary Johnson,LIB,16,18,0,1,35
Wilson,414,President,,Gary Johnson,LIB,15,4,0,1,20
Wilson,415,President,,Gary Johnson,LIB,34,19,0,2,55
Wilson,416,President,,Gary Johnson,LIB,22,21,0,3,46
Wilson,Total,President,,Gary Johnson,LIB,225,145,0,22,392
Wilson,101,President,,Jill Stein,GRN,7,3,0,0,10
Wilson,102,President,,Jill Stein,GRN,3,2,0,0,5
Wilson,103,President,,Jill Stein,GRN,9,2,0,0,11
Wilson,104,President,,Jill Stein,GRN,5,0,0,0,5
Wilson,205,President,,Jill Stein,GRN,2,0,0,0,2
Wilson,206,President,,Jill Stein,GRN,1,2,0,2,5
Wilson,207,President,,Jill Stein,GRN,4,1,0,0,5
Wilson,208,President,,Jill Stein,GRN,0,0,0,0,0
Wilson,209,President,,Jill Stein,GRN,0,0,0,0,0
Wilson,310,President,,Jill Stein,GRN,0,0,0,0,0
Wilson,311,President,,Jill Stein,GRN,5,1,0,0,6
Wilson,312,President,,Jill Stein,GRN,5,3,0,0,8
Wilson,313,President,,Jill Stein,GRN,2,1,0,0,3
Wilson,414,President,,Jill Stein,GRN,2,1,0,0,3
Wilson,415,President,,Jill Stein,GRN,7,5,0,0,12
Wilson,416,President,,Jill Stein,GRN,5,1,0,1,7
Wilson,Total,President,,Jill Stein,GRN,57,22,0,3,82
Wilson,101,President,,Write -In,,3,6,0,0,9
Wilson,102,President,,Write -In,,5,7,0,0,12
Wilson,103,President,,Write -In,,1,4,0,0,5
Wilson,104,President,,Write -In,,2,1,0,0,3
Wilson,205,President,,Write -In,,5,1,0,0,6
Wilson,206,President,,Write -In,,9,2,0,1,12
Wilson,207,President,,Write -In,,4,5,0,0,9
Wilson,208,President,,Write -In,,0,1,0,0,1
Wilson,209,President,,Write -In,,1,0,0,0,1
Wilson,310,President,,Write -In,,5,1,0,1,7
Wilson,311,President,,Write -In,,2,0,0,1,3
Wilson,312,President,,Write -In,,17,2,0,4,23
Wilson,313,President,,Write -In,,3,4,1,1,9
Wilson,414,President,,Write -In,,7,2,0,0,9
Wilson,415,President,,Write -In,,6,10,0,2,18
Wilson,416,President,,Write -In,,1,4,0,1,6
Wilson,Total,President,,Write -In,,71,50,1,11,133
Wilson,209,U.S. House,15,Tim Westley,REP,214,35,0,5,254
Wilson,414,U.S. House,15,Tim Westley,REP,660,424,0,43,1127
Wilson,Total,U.S. House,15,Tim Westley,REP,874,459,0,48,1381
Wilson,209,U.S. House,15,Vicente Gonzalez,DEM,24,6,0,0,30
Wilson,414,U.S. House,15,Vicente Gonzalez,DEM,120,84,0,17,221
Wilson,Total,U.S. House,15,Vicente Gonzalez,DEM,144,90,0,17,251
Wilson,209,U.S. House,15,Ross Lynn Leone,LIB,4,0,0,0,4
Wilson,414,U.S. House,15,Ross Lynn Leone,LIB,10,8,0,1,19
Wilson,Total,U.S. House,15,Ross Lynn Leone,LIB,14,8,0,1,23
Wilson,209,U.S. House,15,Vanessa S. Tijerina,GRN,2,2,0,0,4
Wilson,414,U.S. House,15,Vanessa S. Tijerina,GRN,21,5,0,0,26
Wilson,Total,U.S. House,15,Vanessa S. Tijerina,GRN,23,7,0,0,30
Wilson,101,U.S. House,28,Zeffen Hardin,REP,248,512,0,33,793
Wilson,102,U.S. House,28,Zeffen Hardin,REP,118,184,0,12,314
Wilson,103,U.S. House,28,Zeffen Hardin,REP,280,254,0,25,559
Wilson,104,U.S. House,28,Zeffen Hardin,REP,199,140,0,13,352
Wilson,205,U.S. House,28,Zeffen Hardin,REP,384,247,0,27,658
Wilson,206,U.S. House,28,Zeffen Hardin,REP,220,423,3,27,673
Wilson,207,U.S. House,28,Zeffen Hardin,REP,271,454,0,36,761
Wilson,208,U.S. House,28,Zeffen Hardin,REP,180,79,0,6,265
Wilson,310,U.S. House,28,Zeffen Hardin,REP,178,149,0,25,352
Wilson,311,U.S. House,28,Zeffen Hardin,REP,520,409,0,37,966
Wilson,312,U.S. House,28,Zeffen Hardin,REP,634,652,1,49,1336
Wilson,313,U.S. House,28,Zeffen Hardin,REP,546,579,2,29,1156
Wilson,415,U.S. House,28,Zeffen Hardin,REP,700,1034,0,62,1796
Wilson,416,U.S. House,28,Zeffen Hardin,REP,354,617,0,61,1032
Wilson,Total,U.S. House,28,Zeffen Hardin,REP,4832,5733,6,442,11013
Wilson,101,U.S. House,28,Henry Cuellar,DEM,189,313,0,24,526
Wilson,102,U.S. House,28,Henry Cuellar,DEM,318,408,0,90,816
Wilson,103,U.S. House,28,Henry Cuellar,DEM,276,168,0,60,504
Wilson,104,U.S. House,28,Henry Cuellar,DEM,147,78,0,4,229
Wilson,205,U.S. House,28,Henry Cuellar,DEM,295,148,0,30,473
Wilson,206,U.S. House,28,Henry Cuellar,DEM,251,444,0,74,769
Wilson,207,U.S. House,28,Henry Cuellar,DEM,148,274,0,13,435
Wilson,208,U.S. House,28,Henry Cuellar,DEM,83,36,0,1,120
Wilson,310,U.S. House,28,Henry Cuellar,DEM,54,40,0,11,105
Wilson,311,U.S. House,28,Henry Cuellar,DEM,98,100,0,15,213
Wilson,312,U.S. House,28,Henry Cuellar,DEM,140,147,0,18,305
Wilson,313,U.S. House,28,Henry Cuellar,DEM,184,165,0,17,366
Wilson,415,U.S. House,28,Henry Cuellar,DEM,172,304,1,21,498
Wilson,416,U.S. House,28,Henry Cuellar,DEM,193,318,0,25,536
Wilson,Total,U.S. House,28,Henry Cuellar,DEM,2548,2943,1,403,5895
Wilson,101,U.S. House,28,Michael D. Cary,GRN,16,15,0,2,33
Wilson,102,U.S. House,28,Michael D. Cary,GRN,8,5,0,2,15
Wilson,103,U.S. House,28,Michael D. Cary,GRN,21,12,0,1,34
Wilson,104,U.S. House,28,Michael D. Cary,GRN,14,6,0,0,20
Wilson,205,U.S. House,28,Michael D. Cary,GRN,8,3,0,1,12
Wilson,206,U.S. House,28,Michael D. Cary,GRN,9,19,0,2,30
Wilson,207,U.S. House,28,Michael D. Cary,GRN,8,9,0,2,19
Wilson,208,U.S. House,28,Michael D. Cary,GRN,5,2,0,1,8
Wilson,310,U.S. House,28,Michael D. Cary,GRN,5,1,0,1,7
Wilson,311,U.S. House,28,Michael D. Cary,GRN,16,11,0,0,27
Wilson,312,U.S. House,28,Michael D. Cary,GRN,21,13,0,0,34
Wilson,313,U.S. House,28,Michael D. Cary,GRN,23,9,1,0,33
Wilson,415,U.S. House,28,Michael D. Cary,GRN,28,33,0,2,63
Wilson,416,U.S. House,28,Michael D. Cary,GRN,15,18,0,1,34
Wilson,Total,U.S. House,28,Michael D. Cary,GRN,197,156,1,15,369
Wilson,101,Railroad Commissioner,,Wayne Christian,REP,251,529,0,36,816
Wilson,102,Railroad Commissioner,,Wayne Christian,REP,133,201,0,13,347
Wilson,103,Railroad Commissioner,,Wayne Christian,REP,291,268,0,30,589
Wilson,104,Railroad Commissioner,,Wayne Christian,REP,210,166,0,15,391
Wilson,205,Railroad Commissioner,,Wayne Christian,REP,409,265,0,29,703
Wilson,206,Railroad Commissioner,,Wayne Christian,REP,226,479,2,27,734
Wilson,207,Railroad Commissioner,,Wayne Christian,REP,284,482,0,41,807
Wilson,208,Railroad Commissioner,,Wayne Christian,REP,202,93,0,7,302
Wilson,209,Railroad Commissioner,,Wayne Christian,REP,202,36,0,4,242
Wilson,310,Railroad Commissioner,,Wayne Christian,REP,175,155,0,30,360
Wilson,311,Railroad Commissioner,,Wayne Christian,REP,520,423,0,43,986
Wilson,312,Railroad Commissioner,,Wayne Christian,REP,632,651,1,55,1339
Wilson,313,Railroad Commissioner,,Wayne Christian,REP,525,572,2,26,1125
Wilson,414,Railroad Commissioner,,Wayne Christian,REP,603,413,0,40,1056
Wilson,415,Railroad Commissioner,,Wayne Christian,REP,697,1056,0,66,1819
Wilson,416,Railroad Commissioner,,Wayne Christian,REP,358,641,0,62,1061
Wilson,Total,Railroad Commissioner,,Wayne Christian,REP,5717,6430,524,5,12676
Wilson,101,Railroad Commissioner,,Grady Yarbrough,DEM,133,245,0,17,395
Wilson,102,Railroad Commissioner,,Grady Yarbrough,DEM,232,306,0,84,622
Wilson,103,Railroad Commissioner,,Grady Yarbrough,DEM,199,121,0,50,370
Wilson,104,Railroad Commissioner,,Grady Yarbrough,DEM,88,51,0,2,141
Wilson,205,Railroad Commissioner,,Grady Yarbrough,DEM,188,94,0,25,307
Wilson,206,Railroad Commissioner,,Grady Yarbrough,DEM,164,300,1,67,532
Wilson,207,Railroad Commissioner,,Grady Yarbrough,DEM,86,189,0,5,280
Wilson,208,Railroad Commissioner,,Grady Yarbrough,DEM,41,14,0,1,56
Wilson,209,Railroad Commissioner,,Grady Yarbrough,DEM,31,5,0,0,36
Wilson,310,Railroad Commissioner,,Grady Yarbrough,DEM,41,26,0,6,73
Wilson,311,Railroad Commissioner,,Grady Yarbrough,DEM,59,66,0,8,133
Wilson,312,Railroad Commissioner,,Grady Yarbrough,DEM,78,94,0,5,177
Wilson,313,Railroad Commissioner,,Grady Yarbrough,DEM,127,121,0,15,263
Wilson,414,Railroad Commissioner,,Grady Yarbrough,DEM,119,91,0,19,229
Wilson,415,Railroad Commissioner,,Grady Yarbrough,DEM,114,206,0,14,334
Wilson,416,Railroad Commissioner,,Grady Yarbrough,DEM,123,230,0,21,374
Wilson,Total,Railroad Commissioner,,Grady Yarbrough,DEM,1822,2159,339,1,4321
Wilson,101,Railroad Commissioner,,Mark Miller,LIB,38,30,0,0,68
Wilson,102,Railroad Commissioner,,Mark Miller,LIB,22,20,0,2,44
Wilson,103,Railroad Commissioner,,Mark Miller,LIB,34,24,0,6,64
Wilson,104,Railroad Commissioner,,Mark Miller,LIB,34,6,0,0,40
Wilson,205,Railroad Commissioner,,Mark Miller,LIB,41,20,0,1,62
Wilson,206,Railroad Commissioner,,Mark Miller,LIB,38,34,0,3,75
Wilson,207,Railroad Commissioner,,Mark Miller,LIB,31,33,0,3,67
Wilson,208,Railroad Commissioner,,Mark Miller,LIB,19,7,0,0,26
Wilson,209,Railroad Commissioner,,Mark Miller,LIB,10,1,0,1,12
Wilson,310,Railroad Commissioner,,Mark Miller,LIB,13,7,0,0,20
Wilson,311,Railroad Commissioner,,Mark Miller,LIB,36,25,0,1,62
Wilson,312,Railroad Commissioner,,Mark Miller,LIB,57,38,0,2,97
Wilson,313,Railroad Commissioner,,Mark Miller,LIB,62,39,0,4,105
Wilson,414,Railroad Commissioner,,Mark Miller,LIB,63,19,0,1,83
Wilson,415,Railroad Commissioner,,Mark Miller,LIB,54,60,1,4,119
Wilson,416,Railroad Commissioner,,Mark Miller,LIB,43,34,0,2,79
Wilson,Total,Railroad Commissioner,,Mark Miller,LIB,595,397,30,1,1023
Wilson,101,Railroad Commissioner,,Martina Salinas,GRN,27,34,0,5,66
Wilson,102,Railroad Commissioner,,Martina Salinas,GRN,43,56,0,3,102
Wilson,103,Railroad Commissioner,,Martina Salinas,GRN,36,17,0,1,54
Wilson,104,Railroad Commissioner,,Martina Salinas,GRN,16,5,0,0,21
Wilson,205,Railroad Commissioner,,Martina Salinas,GRN,31,17,0,2,50
Wilson,206,Railroad Commissioner,,Martina Salinas,GRN,30,55,0,2,87
Wilson,207,Railroad Commissioner,,Martina Salinas,GRN,18,28,0,0,46
Wilson,208,Railroad Commissioner,,Martina Salinas,GRN,3,1,0,0,4
Wilson,209,Railroad Commissioner,,Martina Salinas,GRN,0,1,0,0,1
Wilson,310,Railroad Commissioner,,Martina Salinas,GRN,4,0,0,0,4
Wilson,311,Railroad Commissioner,,Martina Salinas,GRN,15,6,0,0,21
Wilson,312,Railroad Commissioner,,Martina Salinas,GRN,18,20,0,4,42
Wilson,313,Railroad Commissioner,,Martina Salinas,GRN,31,20,1,1,53
Wilson,414,Railroad Commissioner,,Martina Salinas,GRN,20,7,0,2,29
Wilson,415,Railroad Commissioner,,Martina Salinas,GRN,32,0,0,1,68
Wilson,416,Railroad Commissioner,,Martina Salinas,GRN,33,42,0,1,76
Wilson,Total,Railroad Commissioner,,Martina Salinas,GRN,357,344,22,1,724
Wilson,101,State Senate,21,Judith Zaffirini,DEM,270,453,0,36,759
Wilson,102,State Senate,21,Judith Zaffirini,DEM,354,442,0,89,885
Wilson,103,State Senate,21,Judith Zaffirini,DEM,360,233,0,63,656
Wilson,104,State Senate,21,Judith Zaffirini,DEM,212,115,0,10,337
Wilson,205,State Senate,21,Judith Zaffirini,DEM,423,235,0,33,691
Wilson,206,State Senate,21,Judith Zaffirini,DEM,323,553,1,79,956
Wilson,207,State Senate,21,Judith Zaffirini,DEM,230,373,0,26,629
Wilson,208,State Senate,21,Judith Zaffirini,DEM,143,64,0,1,208
Wilson,209,State Senate,21,Judith Zaffirini,DEM,127,25,0,3,155
Wilson,310,State Senate,21,Judith Zaffirini,DEM,110,79,0,13,202
Wilson,311,State Senate,21,Judith Zaffirini,DEM,241,202,0,21,464
Wilson,312,State Senate,21,Judith Zaffirini,DEM,334,295,0,18,647
Wilson,313,State Senate,21,Judith Zaffirini,DEM,346,312,1,19,678
Wilson,414,State Senate,21,Judith Zaffirini,DEM,416,228,0,32,676
Wilson,415,State Senate,21,Judith Zaffirini,DEM,371,545,0,33,949
Wilson,416,State Senate,21,Judith Zaffirini,DEM,307,461,0,30,798
Wilson,Total,State Senate,21,Judith Zaffirini,DEM,4567,4615,506,2,9690
Wilson,101,State Representative,44,John Kuempel,REP,304,581,0,39,924
Wilson,102,State Representative,44,John Kuempel,REP,188,270,0,14,472
Wilson,103,State Representative,44,John Kuempel,REP,354,308,0,36,698
Wilson,104,State Representative,44,John Kuempel,REP,252,163,0,14,429
Wilson,205,State Representative,44,John Kuempel,REP,500,293,0,31,824
Wilson,206,State Representative,44,John Kuempel,REP,298,561,2,39,900
Wilson,207,State Representative,44,John Kuempel,REP,320,529,0,44,893
Wilson,208,State Representative,44,John Kuempel,REP,237,104,0,8,349
Wilson,209,State Representative,44,John Kuempel,REP,227,42,0,5,274
Wilson,310,State Representative,44,John Kuempel,REP,197,172,0,34,403
Wilson,311,State Representative,44,John Kuempel,REP,562,459,0,48,1069
Wilson,312,State Representative,44,John Kuempel,REP,707,706,1,55,1469
Wilson,313,State Representative,44,John Kuempel,REP,606,626,2,29,1263
Wilson,414,State Representative,44,John Kuempel,REP,694,456,0,48,1198
Wilson,415,State Representative,44,John Kuempel,REP,755,1147,1,72,1975
Wilson,416,State Representative,44,John Kuempel,REP,421,706,0,67,1194
Wilson,Total,State Representative,44,John Kuempel,REP,6622,7123,583,6,14334
Wilson,101,State Representative,44,Robert M. Bohmfalk,DEM,141,252,0,18,411
Wilson,102,State Representative,44,Robert M. Bohmfalk,DEM,245,305,0,86,636
Wilson,103,State Representative,44,Robert M. Bohmfalk,DEM,201,115,0,48,364
Wilson,104,State Representative,44,Robert M. Bohmfalk,DEM,89,55,0,2,146
Wilson,205,State Representative,44,Robert M. Bohmfalk,DEM,159,95,0,26,280
Wilson,206,State Representative,44,Robert M. Bohmfalk,DEM,163,309,1,63,536
Wilson,207,State Representative,44,Robert M. Bohmfalk,DEM,93,196,0,6,295
Wilson,208,State Representative,44,Robert M. Bohmfalk,DEM,26,11,0,0,37
Wilson,209,State Representative,44,Robert M. Bohmfalk,DEM,22,2,0,0,24
Wilson,310,State Representative,44,Robert M. Bohmfalk,DEM,33,19,0,3,55
Wilson,311,State Representative,44,Robert M. Bohmfalk,DEM,63,58,0,5,126
Wilson,312,State Representative,44,Robert M. Bohmfalk,DEM,81,93,0,10,184
Wilson,313,State Representative,44,Robert M. Bohmfalk,DEM,135,119,1,16,271
Wilson,414,State Representative,44,Robert M. Bohmfalk,DEM,120,75,0,14,209
Wilson,415,State Representative,44,Robert M. Bohmfalk,DEM,125,201,0,13,339
Wilson,416,State Representative,44,Robert M. Bohmfalk,DEM,132,234,0,18,384
Wilson,Total,State Representative,44,Robert M. Bohmfalk,DEM,1828,2139,328,2,4297
