county,precinct,office,district,party,candidate,early_voting_paper,early_voting_ivo,early_voting,election_day_paper,election_day_ivo,election_day,mail_provisional,votes
Rockwall,1C,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,74,201,275,18,36,54,24,353
Rockwall,1C,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",13,25,38,2,14,16,2,56
Rockwall,1C,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,5,10,15,3,2,5,0,20
Rockwall,2,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,700,970,1670,88,184,272,211,2153
Rockwall,2,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,151,292,443,27,64,91,50,584
Rockwall,2,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",16,42,58,7,13,20,1,79
Rockwall,2,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,16,14,30,1,4,5,2,37
Rockwall,2A,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,629,982,1611,119,204,323,139,2073
Rockwall,2A,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,174,346,520,33,78,111,58,689
Rockwall,2A,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",14,29,43,7,14,21,6,70
Rockwall,2A,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,8,18,26,4,8,12,4,42
Rockwall,2B,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,249,406,655,70,112,182,38,875
Rockwall,2B,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,58,195,253,12,53,65,21,339
Rockwall,2B,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",12,30,42,3,11,14,1,57
Rockwall,2B,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,7,8,15,2,2,4,0,19
Rockwall,2C,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,917,1203,2120,186,271,457,112,2689
Rockwall,2C,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,124,273,397,21,48,69,31,497
Rockwall,2C,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",21,33,54,10,16,26,5,85
Rockwall,2C,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,8,11,19,5,4,9,0,28
Rockwall,3,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,55,65,120,12,13,25,15,160
Rockwall,3,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,37,48,85,25,17,42,21,148
Rockwall,3,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",0,1,1,0,3,3,0,4
Rockwall,3,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,1,0,1,0,1,1,0,2
Rockwall,3A,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,115,159,274,39,69,108,26,408
Rockwall,3A,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,86,143,229,45,66,111,12,352
Rockwall,3A,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",10,9,19,2,6,8,0,27
Rockwall,3A,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,6,8,14,2,4,6,1,21
Rockwall,3B,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,360,522,882,142,114,256,35,1173
Rockwall,3B,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,120,373,493,67,79,146,27,666
Rockwall,3B,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",19,16,35,7,13,20,3,58
Rockwall,3B,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,5,8,13,5,7,12,0,25
Rockwall,3C,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,438,827,1265,75,140,215,91,1571
Rockwall,3C,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,60,111,171,13,33,46,15,232
Rockwall,3C,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",9,21,30,4,11,15,2,47
Rockwall,3C,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,1,6,7,1,0,1,0,8
Rockwall,3D,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,989,1428,2417,174,284,458,143,3018
Rockwall,3D,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,138,347,485,35,81,116,40,641
Rockwall,3D,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",24,44,68,4,10,14,1,83
Rockwall,3D,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,8,9,17,4,8,12,4,33
Rockwall,4,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,449,542,991,84,126,210,94,1295
Rockwall,4,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,65,144,209,13,34,47,29,285
Rockwall,4,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",21,22,43,8,15,23,0,66
Rockwall,4,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,4,5,9,1,5,6,0,15
Rockwall,4A,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,933,1411,2344,172,374,546,126,3016
Rockwall,4A,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,171,563,734,53,172,225,53,1012
Rockwall,4A,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",33,63,96,8,42,50,1,147
Rockwall,4A,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,13,34,47,7,12,19,3,69
Rockwall,4B,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,255,255,510,66,65,131,21,662
Rockwall,4B,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,67,96,163,29,39,68,13,244
Rockwall,4B,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",10,14,24,4,3,7,1,32
Rockwall,4B,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,5,7,12,3,1,4,0,16
Rockwall,4C,"Judge, Court of Criminal Appeals, Place 5",,,Scott Walker,404,662,1066,135,207,342,39,1447
Rockwall,4C,"Judge, Court of Criminal Appeals, Place 5",,,Betsy Johnson,92,244,336,36,75,111,17,464
Rockwall,4C,"Judge, Court of Criminal Appeals, Place 5",,,"William Bryan Strange, III",12,28,40,5,9,14,2,56
Rockwall,4C,"Judge, Court of Criminal Appeals, Place 5",,,Judith Sanders-Castro,4,14,18,3,5,8,0,26
Rockwall,1,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,771,1323,2094,105,267,372,142,2608
Rockwall,1,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,158,402,560,13,78,91,50,701
Rockwall,1,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,29,51,80,7,18,25,2,107
Rockwall,1A,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,556,673,1229,133,146,279,99,1607
Rockwall,1A,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,147,287,434,45,90,135,65,634
Rockwall,1A,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,20,58,78,6,14,20,4,102
Rockwall,1B,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,814,1268,2082,154,286,440,130,2652
Rockwall,1B,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,107,317,424,20,58,78,35,537
Rockwall,1B,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,32,55,87,16,15,31,1,119
Rockwall,1C,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,533,773,1306,111,197,308,92,1706
Rockwall,1C,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,69,209,278,17,38,55,25,358
Rockwall,1C,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,22,36,58,6,15,21,3,82
Rockwall,2,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,693,969,1662,87,184,271,209,2142
Rockwall,2,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,156,290,446,26,59,85,51,582
Rockwall,2,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,29,57,86,10,19,29,3,118
Rockwall,2A,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,626,979,1605,116,204,320,139,2064
Rockwall,2A,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,175,344,519,36,79,115,63,697
Rockwall,2A,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,24,49,73,10,21,31,6,110
Rockwall,2B,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,251,406,657,70,118,188,37,882
Rockwall,2B,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,62,204,266,14,52,66,23,355
Rockwall,2B,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,13,27,40,3,8,11,1,52
Rockwall,2C,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,909,1207,2116,187,272,459,113,2688
Rockwall,2C,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,124,263,387,19,49,68,29,484
Rockwall,2C,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,33,45,78,17,18,35,6,119
Rockwall,3,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,53,64,117,13,13,26,16,159
Rockwall,3,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,40,45,85,22,18,40,20,145
Rockwall,3,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,0,5,5,3,3,6,0,11
Rockwall,3A,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,113,165,278,43,71,114,27,419
Rockwall,3A,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,85,143,228,42,63,105,11,344
Rockwall,3A,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,18,11,29,3,8,11,0,40
Rockwall,3B,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,359,518,877,148,115,263,33,1173
Rockwall,3B,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,122,370,492,66,82,148,29,669
Rockwall,3B,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,23,27,50,8,15,23,3,76
Rockwall,3C,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,441,823,1264,76,142,218,90,1572
Rockwall,3C,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,56,107,163,11,29,40,14,217
Rockwall,3C,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,10,27,37,6,12,18,4,59
Rockwall,3D,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,979,1426,2405,173,289,462,142,3009
Rockwall,3D,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,137,340,477,33,82,115,45,637
Rockwall,3D,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,39,60,99,11,14,25,1,125
Rockwall,4,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,452,543,995,86,128,214,94,1303
Rockwall,4,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,60,137,197,11,34,45,28,270
Rockwall,4,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,27,31,58,9,17,26,1,85
Rockwall,4A,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,931,1412,2343,177,373,550,124,3017
Rockwall,4A,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,167,566,733,48,174,222,56,1011
Rockwall,4A,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,51,85,136,14,51,65,3,204
Rockwall,4B,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,253,256,509,71,66,137,22,668
Rockwall,4B,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,65,96,161,22,39,61,12,234
Rockwall,4B,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,17,19,36,7,3,10,1,47
Rockwall,4C,"Judge, Court of Criminal Appeals, Place 6",,,Michael E. Keasler,402,678,1080,132,209,341,39,1460
Rockwall,4C,"Judge, Court of Criminal Appeals, Place 6",,,Robert Burns,88,238,326,33,74,107,17,450
Rockwall,4C,"Judge, Court of Criminal Appeals, Place 6",,,Mark W. Bennett,20,34,54,13,13,26,2,82
Rockwall,1,"Member, State Board of Education",9,,Keven M. Ellis,755,1302,2057,105,252,357,132,2546
Rockwall,1,"Member, State Board of Education",9,,Amanda M. Rudolph,176,427,603,12,88,100,47,750
Rockwall,1,"Member, State Board of Education",9,,Anastasia Wilford,31,48,79,9,24,33,4,116
Rockwall,1A,"Member, State Board of Education",9,,Keven M. Ellis,539,670,1209,131,144,275,88,1572
Rockwall,1A,"Member, State Board of Education",9,,Amanda M. Rudolph,157,303,460,46,89,135,57,652
Rockwall,1A,"Member, State Board of Education",9,,Anastasia Wilford,25,47,72,9,19,28,4,104
Rockwall,1B,"Member, State Board of Education",9,,Keven M. Ellis,802,1256,2058,146,275,421,111,2590
Rockwall,1B,"Member, State Board of Education",9,,Amanda M. Rudolph,122,336,458,27,66,93,34,585
Rockwall,1B,"Member, State Board of Education",9,,Anastasia Wilford,27,50,77,15,17,32,1,110
Rockwall,1C,"Member, State Board of Education",9,,Keven M. Ellis,523,771,1294,109,202,311,86,1691
Rockwall,1C,"Member, State Board of Education",9,,Amanda M. Rudolph,82,219,301,23,37,60,24,385
Rockwall,1C,"Member, State Board of Education",9,,Anastasia Wilford,20,31,51,3,11,14,3,68
Rockwall,2,"Member, State Board of Education",9,,Keven M. Ellis,681,956,1637,86,174,260,195,2092
Rockwall,2,"Member, State Board of Education",9,,Amanda M. Rudolph,165,305,470,29,70,99,52,621
Rockwall,2,"Member, State Board of Education",9,,Anastasia Wilford,32,57,89,7,18,25,3,117
Rockwall,2A,"Member, State Board of Education",9,,Keven M. Ellis,606,967,1573,110,205,315,126,2014
Rockwall,2A,"Member, State Board of Education",9,,Amanda M. Rudolph,186,362,548,38,80,118,65,731
Rockwall,2A,"Member, State Board of Education",9,,Anastasia Wilford,34,43,77,14,18,32,7,116
Rockwall,2B,"Member, State Board of Education",9,,Keven M. Ellis,248,408,656,72,109,181,32,869
Rockwall,2B,"Member, State Board of Education",9,,Amanda M. Rudolph,63,205,268,11,56,67,23,358
Rockwall,2B,"Member, State Board of Education",9,,Anastasia Wilford,13,28,41,2,13,15,0,56
Rockwall,2C,"Member, State Board of Education",9,,Keven M. Ellis,887,1185,2072,181,265,446,107,2625
Rockwall,2C,"Member, State Board of Education",9,,Amanda M. Rudolph,135,286,421,24,50,74,29,524
Rockwall,2C,"Member, State Board of Education",9,,Anastasia Wilford,38,51,89,19,25,44,6,139
Rockwall,3,"Member, State Board of Education",9,,Keven M. Ellis,53,63,116,10,12,22,15,153
Rockwall,3,"Member, State Board of Education",9,,Amanda M. Rudolph,39,49,88,23,19,42,19,149
Rockwall,3,"Member, State Board of Education",9,,Anastasia Wilford,0,2,2,4,3,7,2,11
Rockwall,3A,"Member, State Board of Education",9,,Keven M. Ellis,113,160,273,43,71,114,25,412
Rockwall,3A,"Member, State Board of Education",9,,Amanda M. Rudolph,92,146,238,39,65,104,12,354
Rockwall,3A,"Member, State Board of Education",9,,Anastasia Wilford,10,14,24,6,8,14,0,38
Rockwall,3B,"Member, State Board of Education",9,,Keven M. Ellis,352,521,873,140,112,252,30,1155
Rockwall,3B,"Member, State Board of Education",9,,Amanda M. Rudolph,125,378,503,72,84,156,27,686
Rockwall,3B,"Member, State Board of Education",9,,Anastasia Wilford,22,21,43,10,18,28,1,72
Rockwall,3C,"Member, State Board of Education",9,,Keven M. Ellis,431,826,1257,76,140,216,85,1558
Rockwall,3C,"Member, State Board of Education",9,,Amanda M. Rudolph,61,110,171,12,32,44,20,235
Rockwall,3C,"Member, State Board of Education",9,,Anastasia Wilford,13,25,38,5,12,17,2,57
Rockwall,3D,"Member, State Board of Education",9,,Keven M. Ellis,985,1410,2395,169,282,451,129,2975
Rockwall,3D,"Member, State Board of Education",9,,Amanda M. Rudolph,134,352,486,36,90,126,37,649
Rockwall,3D,"Member, State Board of Education",9,,Anastasia Wilford,34,67,101,11,15,26,2,129
Rockwall,4,"Member, State Board of Education",9,,Keven M. Ellis,437,538,975,85,122,207,87,1269
Rockwall,4,"Member, State Board of Education",9,,Amanda M. Rudolph,73,144,217,14,37,51,25,293
Rockwall,4,"Member, State Board of Education",9,,Anastasia Wilford,23,30,53,7,19,26,1,80
Rockwall,4A,"Member, State Board of Education",9,,Keven M. Ellis,912,1403,2315,171,368,539,105,2959
Rockwall,4A,"Member, State Board of Education",9,,Amanda M. Rudolph,187,572,759,54,188,242,51,1052
Rockwall,4A,"Member, State Board of Education",9,,Anastasia Wilford,53,93,146,14,46,60,3,209
Rockwall,4B,"Member, State Board of Education",9,,Keven M. Ellis,247,245,492,68,63,131,22,645
Rockwall,4B,"Member, State Board of Education",9,,Amanda M. Rudolph,68,103,171,30,40,70,13,254
Rockwall,4B,"Member, State Board of Education",9,,Anastasia Wilford,19,23,42,3,5,8,0,50
Rockwall,4C,"Member, State Board of Education",9,,Keven M. Ellis,398,668,1066,137,212,349,34,1449
Rockwall,4C,"Member, State Board of Education",9,,Amanda M. Rudolph,96,252,348,36,74,110,15,473
Rockwall,4C,"Member, State Board of Education",9,,Anastasia Wilford,16,31,47,9,11,20,2,69
Rockwall,1,State Representative,33,,Justin Holland,784,1288,2072,112,268,380,124,2576
Rockwall,1,State Representative,33,,Karen Jacobs,181,464,645,12,87,99,47,791
Rockwall,1,State Representative,33,,Rick Donaldson,28,45,73,3,18,21,4,98
Rockwall,1A,State Representative,33,,Justin Holland,562,680,1242,133,145,278,87,1607
Rockwall,1A,State Representative,33,,Karen Jacobs,147,311,458,46,92,138,62,658
Rockwall,1A,State Representative,33,,Rick Donaldson,22,37,59,6,15,21,2,82
Rockwall,1B,State Representative,33,,Justin Holland,803,1273,2076,153,284,437,94,2607
Rockwall,1B,State Representative,33,,Karen Jacobs,126,345,471,26,63,89,38,598
Rockwall,1B,State Representative,33,,Rick Donaldson,25,41,66,12,13,25,3,94
Rockwall,1C,State Representative,33,,Justin Holland,526,767,1293,112,193,305,80,1678
Rockwall,1C,State Representative,33,,Karen Jacobs,92,231,323,20,39,59,24,406
Rockwall,1C,State Representative,33,,Rick Donaldson,17,36,53,3,19,22,3,78
Rockwall,2,State Representative,33,,Justin Holland,670,977,1647,87,186,273,181,2101
Rockwall,2,State Representative,33,,Karen Jacobs,185,319,504,33,67,100,44,648
Rockwall,2,State Representative,33,,Rick Donaldson,33,42,75,6,12,18,6,99
Rockwall,2A,State Representative,33,,Justin Holland,630,979,1609,121,209,330,125,2064
Rockwall,2A,State Representative,33,,Karen Jacobs,184,374,558,33,80,113,60,731
Rockwall,2A,State Representative,33,,Rick Donaldson,23,29,52,9,17,26,5,83
Rockwall,2B,State Representative,33,,Justin Holland,253,397,650,67,113,180,33,863
Rockwall,2B,State Representative,33,,Karen Jacobs,64,220,284,14,57,71,18,373
Rockwall,2B,State Representative,33,,Rick Donaldson,9,26,35,4,9,13,1,49
Rockwall,2C,State Representative,33,,Justin Holland,876,1178,2054,181,271,452,96,2602
Rockwall,2C,State Representative,33,,Karen Jacobs,174,323,497,32,55,87,34,618
Rockwall,2C,State Representative,33,,Rick Donaldson,33,44,77,15,21,36,8,121
Rockwall,3,State Representative,33,,Justin Holland,58,68,126,12,11,23,17,166
Rockwall,3,State Representative,33,,Karen Jacobs,37,46,83,23,20,43,18,144
Rockwall,3,State Representative,33,,Rick Donaldson,0,1,1,2,3,5,1,7
Rockwall,3A,State Representative,33,,Justin Holland,116,157,273,45,76,121,24,418
Rockwall,3A,State Representative,33,,Karen Jacobs,91,152,243,38,62,100,8,351
Rockwall,3A,State Representative,33,,Rick Donaldson,10,11,21,5,6,11,0,32
Rockwall,3B,State Representative,33,,Justin Holland,352,534,886,151,113,264,30,1180
Rockwall,3B,State Representative,33,,Karen Jacobs,129,374,503,64,85,149,22,674
Rockwall,3B,State Representative,33,,Rick Donaldson,20,18,38,9,15,24,1,63
Rockwall,3C,State Representative,33,,Justin Holland,423,822,1245,76,149,225,89,1559
Rockwall,3C,State Representative,33,,Karen Jacobs,73,138,211,12,32,44,15,270
Rockwall,3C,State Representative,33,,Rick Donaldson,15,21,36,6,6,12,2,50
Rockwall,3D,State Representative,33,,Justin Holland,981,1431,2412,178,283,461,111,2984
Rockwall,3D,State Representative,33,,Karen Jacobs,146,358,504,33,91,124,32,660
Rockwall,3D,State Representative,33,,Rick Donaldson,32,51,83,6,12,18,7,108
Rockwall,4,State Representative,33,,Justin Holland,455,546,1001,86,129,215,86,1302
Rockwall,4,State Representative,33,,Karen Jacobs,74,149,223,12,37,49,24,296
Rockwall,4,State Representative,33,,Rick Donaldson,20,22,42,8,14,22,2,66
Rockwall,4A,State Representative,33,,Justin Holland,946,1439,2385,177,379,556,90,3031
Rockwall,4A,State Representative,33,,Karen Jacobs,176,579,755,57,185,242,42,1039
Rockwall,4A,State Representative,33,,Rick Donaldson,39,65,104,10,39,49,6,159
Rockwall,4B,State Representative,33,,Justin Holland,252,258,510,71,64,135,20,665
Rockwall,4B,State Representative,33,,Karen Jacobs,75,97,172,28,42,70,13,255
Rockwall,4B,State Representative,33,,Rick Donaldson,11,18,29,2,3,5,0,34
Rockwall,4C,State Representative,33,,Justin Holland,403,673,1076,135,207,342,26,1444
Rockwall,4C,State Representative,33,,Karen Jacobs,96,249,345,35,76,111,16,472
Rockwall,4C,State Representative,33,,Rick Donaldson,14,33,47,13,12,25,2,74
Rockwall,1,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,786,1371,2157,112,279,391,138,2686
Rockwall,1,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,160,406,566,13,85,98,48,712
Rockwall,1A,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,568,704,1272,137,153,290,98,1660
Rockwall,1A,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,144,314,458,47,95,142,61,661
Rockwall,1B,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,837,1318,2155,165,294,459,122,2736
Rockwall,1B,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,108,320,428,23,60,83,32,543
Rockwall,1C,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,545,806,1351,116,208,324,89,1764
Rockwall,1C,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,73,211,284,19,41,60,25,369
Rockwall,2,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,714,993,1707,95,193,288,208,2203
Rockwall,2,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,154,310,464,25,66,91,49,604
Rockwall,2A,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,644,1013,1657,124,214,338,142,2137
Rockwall,2A,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,172,353,525,34,89,123,64,712
Rockwall,2B,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,255,440,695,71,124,195,36,926
Rockwall,2B,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,62,200,262,14,53,67,19,348
Rockwall,2C,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,926,1231,2157,195,284,479,115,2751
Rockwall,2C,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,127,277,404,24,48,72,30,506
Rockwall,3,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,54,67,121,11,15,26,17,164
Rockwall,3,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,39,48,87,26,19,45,19,151
Rockwall,3A,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,121,170,291,46,79,125,25,441
Rockwall,3A,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,92,147,239,42,64,106,12,357
Rockwall,3B,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,375,542,917,154,123,277,33,1227
Rockwall,3B,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,122,374,496,66,86,152,26,674
Rockwall,3C,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,447,849,1296,79,152,231,88,1615
Rockwall,3C,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,55,106,161,12,29,41,19,221
Rockwall,3D,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,1017,1474,2491,178,298,476,141,3108
Rockwall,3D,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,135,342,477,37,86,123,40,640
Rockwall,4,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,466,556,1022,88,141,229,90,1341
Rockwall,4,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,70,150,220,18,38,56,27,303
Rockwall,4A,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,969,1484,2453,190,397,587,119,3159
Rockwall,4A,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,169,571,740,47,194,241,51,1032
Rockwall,4B,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,262,274,536,70,70,140,23,699
Rockwall,4B,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,68,96,164,29,38,67,12,243
Rockwall,4C,"Justice, 5th Courtt of Appeals District, Place 4",,,Lana Myers,415,689,1104,144,218,362,36,1502
Rockwall,4C,"Justice, 5th Courtt of Appeals District, Place 4",,,Gena Slaughter,92,254,346,34,76,110,17,473
Rockwall,1,"Justice, 5th Court of Appeals District, Place 7",,,David John Schenck,784,1359,2143,110,272,382,139,2664
Rockwall,1,"Justice, 5th Court of Appeals District, Place 7",,,Dennise Garcia,164,420,584,14,93,107,48,739
Rockwall,1A,"Justice, 5th Court of Appeals District, Place 7",,,David John Schenck,566,696,1262,140,157,297,100,1659
Rockwall,1A,"Justice, 5th Court of Appeals District, Place 7",,,Dennise Garcia,149,323,472,44,93,137,60,669
Rockwall,1B,"Justice, 5th Court of Appeals District, Place 7",,,David John Schenck,835,1302,2137,161,290,451,121,2709
Rockwall,1B,"Justice, 5th Court of Appeals District, Place 7",,,Dennise Garcia,116,337,453,27,63,90,33,576
Rockwall,1C,"Justice, 5th Court of Appeals District, Place 7",,,David John Schenck,537,800,1337,115,208,323,90,1750
Rockwall,1C,"Justice, 5th Court of Appeals District, Place 7",,,Dennise Garcia,85,218,303,20,41,61,23,387
Rockwall,2,"Justice, 5th Court of Appeals District, Place 7",,,David John Schenck,707,989,1696,93,195,288,207,2191
Rockwall,2,"Justice, 5th Court of Appeals District, Place 7",,,Dennise Garcia,167,320,487,28,65,93,49,629
Rockwall,2A,"Justice, 5th Court of Appeals District, Place 7",,,David John Schenck,637,1000,1637,119,214,333,139,2109
Rockwall,2A,"Justice, 5th Court of Appeals District, Place 7",,,Dennise Garcia,183,366,549,38,88,126,68,743
Rockwall,2B,"Justice, 5th Court of Appeals District, Place 7",,,David John Schenck,255,426,681,73,119,192,36,909
Rockwall,2B,"Justice, 5th Court of Appeals District, Place 7",,,Dennise Garcia,63,215,278,12,57,69,21,368
Rockwall,2C,"Justice, 5th Court of Appeals District, Place 7",,,David John Schenck,922,1214,2136,196,279,475,115,2726
Rockwall,2C,"Justice, 5th Court of Appeals District, Place 7",,,Dennise Garcia,133,291,424,23,55,78,30,532
Rockwall,3,"Justice, 5th Court of Appeals District, Place 7",,,David John Schenck,54,65,119,13,14,27,16,162
