county,precinct,office,district,party,candidate,early_voting_paper,early_voting_ivo,early_voting,election_day_paper,election_day_ivo,election_day,mail_provisional,votes
Rockwall,1B,President,,,WRITE-IN,13,14,27,6,10,16,3,46
Rockwall,1C,President,,,Donald J. Trump / Mike Pence,516,723,1239,108,183,291,84,1614
Rockwall,1C,President,,,Hillary Clinton / Tim Kaine,88,253,341,24,45,69,32,442
Rockwall,1C,President,,,Gary Johnson / William Weld,28,43,71,2,16,18,5,94
Rockwall,1C,President,,,Jill Stein / Ajamu Baraka,1,8,9,1,2,3,0,12
Rockwall,1C,President,,,WRITE-IN,10,15,25,2,7,9,2,36
Rockwall,2,President,,,Donald J. Trump / Mike Pence,698,926,1624,87,175,262,195,2081
Rockwall,2,President,,,Hillary Clinton / Tim Kaine,181,354,535,27,71,98,67,700
Rockwall,2,President,,,Gary Johnson / William Weld,11,51,62,7,15,22,5,89
Rockwall,2,President,,,Jill Stein / Ajamu Baraka,9,8,17,1,1,2,2,21
Rockwall,2,President,,,WRITE-IN,12,7,19,5,5,10,4,33
Rockwall,2A,President,,,Donald J. Trump / Mike Pence,616,945,1561,120,196,316,128,2005
Rockwall,2A,President,,,Hillary Clinton / Tim Kaine,195,402,597,36,92,128,72,797
Rockwall,2A,President,,,Gary Johnson / William Weld,24,37,61,7,17,24,5,90
Rockwall,2A,President,,,Jill Stein / Ajamu Baraka,5,4,9,2,4,6,2,17
Rockwall,2A,President,,,WRITE-IN,13,7,20,1,5,6,4,30
Rockwall,2B,President,,,Donald J. Trump / Mike Pence,246,395,641,70,103,173,32,846
Rockwall,2B,President,,,Hillary Clinton / Tim Kaine,73,223,296,14,62,76,24,396
Rockwall,2B,President,,,Gary Johnson / William Weld,9,16,25,3,13,16,3,44
Rockwall,2B,President,,,Jill Stein / Ajamu Baraka,0,7,7,0,3,3,0,10
Rockwall,2B,President,,,WRITE-IN,1,3,4,2,5,7,0,11
Rockwall,2C,President,,,Donald J. Trump / Mike Pence,908,1155,2063,188,239,427,119,2609
Rockwall,2C,President,,,Hillary Clinton / Tim Kaine,156,344,500,27,78,105,33,638
Rockwall,2C,President,,,Gary Johnson / William Weld,24,35,59,11,24,35,5,99
Rockwall,2C,President,,,Jill Stein / Ajamu Baraka,3,4,7,2,2,4,0,11
Rockwall,2C,President,,,WRITE-IN,17,16,33,5,6,11,0,44
Rockwall,3,President,,,Donald J. Trump / Mike Pence,54,63,117,13,16,29,16,162
Rockwall,3,President,,,Hillary Clinton / Tim Kaine,40,47,87,27,18,45,18,150
Rockwall,3,President,,,Gary Johnson / William Weld,1,4,5,0,1,1,1,7
Rockwall,3,President,,,Jill Stein / Ajamu Baraka,0,0,0,0,0,0,1,1
Rockwall,3,President,,,WRITE-IN,1,1,2,1,0,1,0,3
Rockwall,3A,President,,,Donald J. Trump / Mike Pence,112,151,263,45,68,113,26,402
Rockwall,3A,President,,,Hillary Clinton / Tim Kaine,89,162,251,39,66,105,13,369
Rockwall,3A,President,,,Gary Johnson / William Weld,9,11,20,3,9,12,0,32
Rockwall,3A,President,,,Jill Stein / Ajamu Baraka,3,1,4,1,2,3,0,7
Rockwall,3A,President,,,WRITE-IN,4,1,5,1,4,5,0,10
Rockwall,3B,President,,,Donald J. Trump / Mike Pence,345,516,861,137,109,246,37,1144
Rockwall,3B,President,,,Hillary Clinton / Tim Kaine,139,390,529,69,91,160,32,721
Rockwall,3B,President,,,Gary Johnson / William Weld,19,24,43,8,10,18,0,61
Rockwall,3B,President,,,Jill Stein / Ajamu Baraka,1,2,3,5,3,8,0,11
Rockwall,3B,President,,,WRITE-IN,9,10,19,8,5,13,0,32
Rockwall,3C,President,,,Donald J. Trump / Mike Pence,442,801,1243,75,132,207,91,1541
Rockwall,3C,President,,,Hillary Clinton / Tim Kaine,67,143,210,16,40,56,20,286
Rockwall,3C,President,,,Gary Johnson / William Weld,7,31,38,1,10,11,3,52
Rockwall,3C,President,,,Jill Stein / Ajamu Baraka,0,1,1,0,0,0,2,3
Rockwall,3C,President,,,WRITE-IN,8,18,26,5,6,11,1,38
Rockwall,3D,President,,,Donald J. Trump / Mike Pence,994,1393,2387,171,272,443,138,2968
Rockwall,3D,President,,,Hillary Clinton / Tim Kaine,149,402,551,40,107,147,45,743
Rockwall,3D,President,,,Gary Johnson / William Weld,19,56,75,7,11,18,5,98
Rockwall,3D,President,,,Jill Stein / Ajamu Baraka,8,3,11,2,1,3,0,14
Rockwall,3D,President,,,WRITE-IN,11,18,29,7,6,13,1,43
Rockwall,4,President,,,Donald J. Trump / Mike Pence,463,541,1004,83,123,206,93,1303
Rockwall,4,President,,,Hillary Clinton / Tim Kaine,68,162,230,15,45,60,30,320
Rockwall,4,President,,,Gary Johnson / William Weld,12,20,32,4,9,13,3,48
Rockwall,4,President,,,Jill Stein / Ajamu Baraka,2,1,3,1,6,7,0,10
Rockwall,4,President,,,WRITE-IN,9,6,15,3,1,4,1,20
Rockwall,4A,President,,,Donald J. Trump / Mike Pence,931,1372,2303,170,367,537,118,2958
Rockwall,4A,President,,,Hillary Clinton / Tim Kaine,172,626,798,64,195,259,59,1116
Rockwall,4A,President,,,Gary Johnson / William Weld,35,82,117,11,33,44,4,165
Rockwall,4A,President,,,Jill Stein / Ajamu Baraka,11,14,25,0,5,5,2,32
Rockwall,4A,President,,,WRITE-IN,28,24,52,9,15,24,4,80
Rockwall,4B,President,,,Donald J. Trump / Mike Pence,269,262,531,70,66,136,20,687
Rockwall,4B,President,,,Hillary Clinton / Tim Kaine,65,104,169,25,37,62,12,243
Rockwall,4B,President,,,Gary Johnson / William Weld,9,14,23,6,3,9,2,34
Rockwall,4B,President,,,Jill Stein / Ajamu Baraka,5,1,6,1,0,1,0,7
Rockwall,4B,President,,,WRITE-IN,2,2,4,2,2,4,1,9
Rockwall,4C,President,,,Donald J. Trump / Mike Pence,416,656,1072,147,210,357,42,1471
Rockwall,4C,President,,,Hillary Clinton / Tim Kaine,91,259,350,34,78,112,17,479
Rockwall,4C,President,,,Gary Johnson / William Weld,7,34,41,4,9,13,0,54
Rockwall,4C,President,,,Jill Stein / Ajamu Baraka,1,5,6,1,3,4,1,11
Rockwall,4C,President,,,WRITE-IN,6,13,19,2,6,8,0,27
Rockwall,1,US Representative,4,,John Ratcliffe,830,1393,2223,116,281,397,133,2753
Rockwall,1,US Representative,4,,Cody Wommack,94,224,318,9,57,66,14,398
Rockwall,1A,US Representative,4,,John Ratcliffe,588,735,1323,146,158,304,91,1718
Rockwall,1A,US Representative,4,,Cody Wommack,91,160,251,32,58,90,11,352
Rockwall,1B,US Representative,4,,John Ratcliffe,844,1361,2205,163,296,459,97,2761
Rockwall,1B,US Representative,4,,Cody Wommack,80,170,250,22,50,72,18,340
Rockwall,1C,US Representative,4,,John Ratcliffe,556,813,1369,119,212,331,86,1786
Rockwall,1C,US Representative,4,,Cody Wommack,41,121,162,11,26,37,10,209
Rockwall,2,US Representative,4,,John Ratcliffe,725,1028,1753,95,210,305,193,2251
Rockwall,2,US Representative,4,,Cody Wommack,97,175,272,23,38,61,12,345
Rockwall,2A,US Representative,4,,John Ratcliffe,669,1059,1728,129,227,356,140,2224
Rockwall,2A,US Representative,4,,Cody Wommack,106,171,277,26,43,69,24,370
Rockwall,2B,US Representative,4,,John Ratcliffe,256,432,688,71,116,187,33,908
Rockwall,2B,US Representative,4,,Cody Wommack,45,107,152,14,36,50,6,208
Rockwall,2C,US Representative,4,,John Ratcliffe,959,1284,2243,204,298,502,112,2857
Rockwall,2C,US Representative,4,,Cody Wommack,94,158,252,19,34,53,15,320
Rockwall,3,US Representative,4,,John Ratcliffe,60,70,130,15,15,30,21,181
Rockwall,3,US Representative,4,,Cody Wommack,11,12,23,12,11,23,4,50
Rockwall,3A,US Representative,4,,John Ratcliffe,129,185,314,51,81,132,24,470
Rockwall,3A,US Representative,4,,Cody Wommack,46,57,103,19,31,50,4,157
Rockwall,3B,US Representative,4,,John Ratcliffe,381,591,972,162,137,299,29,1300
Rockwall,3B,US Representative,4,,Cody Wommack,71,149,220,31,41,72,6,298
Rockwall,3C,US Representative,4,,John Ratcliffe,456,878,1334,83,160,243,92,1669
Rockwall,3C,US Representative,4,,Cody Wommack,30,65,95,9,21,30,7,132
Rockwall,3D,US Representative,4,,John Ratcliffe,1017,1495,2512,176,303,479,125,3116
Rockwall,3D,US Representative,4,,Cody Wommack,92,195,287,24,51,75,15,377
Rockwall,4,US Representative,4,,John Ratcliffe,466,579,1045,91,143,234,88,1367
Rockwall,4,US Representative,4,,Cody Wommack,55,75,130,11,25,36,4,170
Rockwall,4A,US Representative,4,,John Ratcliffe,967,1508,2475,192,414,606,96,3177
Rockwall,4A,US Representative,4,,Cody Wommack,134,308,442,35,111,146,17,605
Rockwall,4B,US Representative,4,,John Ratcliffe,269,273,542,73,71,144,24,710
Rockwall,4B,US Representative,4,,Cody Wommack,42,51,93,20,18,38,5,136
Rockwall,4C,US Representative,4,,John Ratcliffe,428,721,1149,147,226,373,30,1552
Rockwall,4C,US Representative,4,,Cody Wommack,47,131,178,25,50,75,9,262
Rockwall,1,Railroad Commissioner,,,Wayne Christian,750,1285,2035,104,253,357,138,2530
Rockwall,1,Railroad Commissioner,,,Grady Yarbrough,163,384,547,13,83,96,46,689
Rockwall,1,Railroad Commissioner,,,Mark Miller,39,86,125,7,26,33,7,165
Rockwall,1,Railroad Commissioner,,,Martina Salinas,12,22,34,0,5,5,2,41
Rockwall,1A,Railroad Commissioner,,,Wayne Christian,532,650,1182,129,143,272,96,1550
Rockwall,1A,Railroad Commissioner,,,Grady Yarbrough,134,276,410,38,81,119,64,593
Rockwall,1A,Railroad Commissioner,,,Mark Miller,44,68,112,11,22,33,6,151
Rockwall,1A,Railroad Commissioner,,,Martina Salinas,15,24,39,9,9,18,3,60
Rockwall,1B,Railroad Commissioner,,,Wayne Christian,800,1247,2047,149,266,415,127,2589
Rockwall,1B,Railroad Commissioner,,,Grady Yarbrough,108,298,406,20,57,77,31,514
Rockwall,1B,Railroad Commissioner,,,Mark Miller,40,89,129,19,26,45,6,180
Rockwall,1B,Railroad Commissioner,,,Martina Salinas,7,16,23,2,8,10,1,34
Rockwall,1C,Railroad Commissioner,,,Wayne Christian,522,750,1272,106,192,298,88,1658
Rockwall,1C,Railroad Commissioner,,,Grady Yarbrough,74,201,275,17,28,45,26,346
Rockwall,1C,Railroad Commissioner,,,Mark Miller,30,54,84,7,22,29,4,117
Rockwall,1C,Railroad Commissioner,,,Martina Salinas,5,14,19,5,5,10,1,30
Rockwall,2,Railroad Commissioner,,,Wayne Christian,666,937,1603,76,179,255,206,2064
Rockwall,2,Railroad Commissioner,,,Grady Yarbrough,155,283,438,28,54,82,49,569
Rockwall,2,Railroad Commissioner,,,Mark Miller,53,74,127,16,20,36,7,170
Rockwall,2,Railroad Commissioner,,,Martina Salinas,15,24,39,3,9,12,2,53
Rockwall,2A,Railroad Commissioner,,,Wayne Christian,613,948,1561,113,201,314,132,2007
Rockwall,2A,Railroad Commissioner,,,Grady Yarbrough,163,332,495,32,70,102,59,656
Rockwall,2A,Railroad Commissioner,,,Mark Miller,38,69,107,15,23,38,13,158
Rockwall,2A,Railroad Commissioner,,,Martina Salinas,11,26,37,3,10,13,3,53
Rockwall,2B,Railroad Commissioner,,,Wayne Christian,241,395,636,67,112,179,35,850
Rockwall,2B,Railroad Commissioner,,,Grady Yarbrough,60,190,250,13,48,61,22,333
Rockwall,2B,Railroad Commissioner,,,Mark Miller,18,47,65,6,16,22,4,91
Rockwall,2B,Railroad Commissioner,,,Martina Salinas,7,9,16,1,4,5,0,21
Rockwall,2C,Railroad Commissioner,,,Wayne Christian,881,1175,2056,177,259,436,112,2604
Rockwall,2C,Railroad Commissioner,,,Grady Yarbrough,117,262,379,21,42,63,27,469
Rockwall,2C,Railroad Commissioner,,,Mark Miller,67,79,146,18,28,46,8,200
Rockwall,2C,Railroad Commissioner,,,Martina Salinas,9,17,26,7,9,16,1,43
Rockwall,3,Railroad Commissioner,,,Wayne Christian,54,62,116,12,12,24,16,156
Rockwall,3,Railroad Commissioner,,,Grady Yarbrough,36,49,85,20,16,36,19,140
Rockwall,3,Railroad Commissioner,,,Mark Miller,1,3,4,4,5,9,1,14
Rockwall,3,Railroad Commissioner,,,Martina Salinas,2,1,3,2,1,3,0,6
Rockwall,3A,Railroad Commissioner,,,Wayne Christian,117,162,279,41,71,112,26,417
Rockwall,3A,Railroad Commissioner,,,Grady Yarbrough,79,134,213,37,60,97,11,321
Rockwall,3A,Railroad Commissioner,,,Mark Miller,13,11,24,4,11,15,1,40
Rockwall,3A,Railroad Commissioner,,,Martina Salinas,9,11,20,6,4,10,1,31
Rockwall,3B,Railroad Commissioner,,,Wayne Christian,347,520,867,141,116,257,32,1156
Rockwall,3B,Railroad Commissioner,,,Grady Yarbrough,116,354,470,63,74,137,29,636
Rockwall,3B,Railroad Commissioner,,,Mark Miller,29,32,61,12,18,30,4,95
Rockwall,3B,Railroad Commissioner,,,Martina Salinas,13,17,30,7,5,12,0,42
Rockwall,3C,Railroad Commissioner,,,Wayne Christian,430,813,1243,75,145,220,85,1548
Rockwall,3C,Railroad Commissioner,,,Grady Yarbrough,50,97,147,11,27,38,19,204
Rockwall,3C,Railroad Commissioner,,,Mark Miller,24,47,71,5,12,17,1,89
Rockwall,3C,Railroad Commissioner,,,Martina Salinas,5,7,12,2,0,2,1,15
Rockwall,3D,Railroad Commissioner,,,Wayne Christian,970,1400,2370,167,279,446,140,2956
Rockwall,3D,Railroad Commissioner,,,Grady Yarbrough,136,322,458,30,81,111,41,610
Rockwall,3D,Railroad Commissioner,,,Mark Miller,42,92,134,8,18,26,4,164
Rockwall,3D,Railroad Commissioner,,,Martina Salinas,9,20,29,9,6,15,3,47
Rockwall,4,Railroad Commissioner,,,Wayne Christian,435,533,968,83,120,203,92,1263
Rockwall,4,Railroad Commissioner,,,Grady Yarbrough,61,133,194,11,32,43,28,265
Rockwall,4,Railroad Commissioner,,,Mark Miller,30,34,64,10,16,26,3,93
Rockwall,4,Railroad Commissioner,,,Martina Salinas,11,11,22,1,9,10,0,32
Rockwall,4A,Railroad Commissioner,,,Wayne Christian,914,1391,2305,163,361,524,123,2952
Rockwall,4A,Railroad Commissioner,,,Grady Yarbrough,167,535,702,43,167,210,48,960
Rockwall,4A,Railroad Commissioner,,,Mark Miller,56,112,168,26,51,77,7,252
Rockwall,4A,Railroad Commissioner,,,Martina Salinas,16,32,48,11,18,29,6,83
Rockwall,4B,Railroad Commissioner,,,Wayne Christian,251,247,498,67,65,132,22,652
Rockwall,4B,Railroad Commissioner,,,Grady Yarbrough,61,91,152,23,36,59,11,222
Rockwall,4B,Railroad Commissioner,,,Mark Miller,16,22,38,5,2,7,2,47
Rockwall,4B,Railroad Commissioner,,,Martina Salinas,7,11,18,7,4,11,0,29
Rockwall,4C,Railroad Commissioner,,,Wayne Christian,403,664,1067,134,205,339,37,1443
Rockwall,4C,Railroad Commissioner,,,Grady Yarbrough,83,231,314,31,69,100,14,428
Rockwall,4C,Railroad Commissioner,,,Mark Miller,21,34,55,10,13,23,4,82
Rockwall,4C,Railroad Commissioner,,,Martina Salinas,5,20,25,5,13,18,2,45
Rockwall,1,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,779,1321,2100,108,258,366,142,2608
Rockwall,1,"Justice, Supreme Court, Place 3",,,Mike Westergren,152,389,541,12,79,91,47,679
Rockwall,1,"Justice, Supreme Court, Place 3",,,Kathie Glass,29,59,88,5,26,31,4,123
Rockwall,1,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,7,13,20,1,4,5,0,25
Rockwall,1A,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,554,681,1235,126,144,270,98,1603
Rockwall,1A,"Justice, Supreme Court, Place 3",,,Mike Westergren,130,272,402,42,82,124,64,590
Rockwall,1A,"Justice, Supreme Court, Place 3",,,Kathie Glass,28,51,79,7,15,22,4,105
Rockwall,1A,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,13,18,31,10,13,23,1,55
Rockwall,1B,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,826,1290,2116,155,276,431,128,2675
Rockwall,1B,"Justice, Supreme Court, Place 3",,,Mike Westergren,100,292,392,20,58,78,36,506
Rockwall,1B,"Justice, Supreme Court, Place 3",,,Kathie Glass,29,53,82,14,20,34,1,117
Rockwall,1B,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,4,12,16,2,6,8,1,25
Rockwall,1C,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,543,788,1331,110,199,309,93,1733
Rockwall,1C,"Justice, Supreme Court, Place 3",,,Mike Westergren,63,191,254,19,31,50,26,330
Rockwall,1C,"Justice, Supreme Court, Place 3",,,Kathie Glass,21,41,62,4,15,19,1,82
Rockwall,1C,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,4,6,10,2,4,6,0,16
Rockwall,2,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,698,964,1662,89,186,275,211,2148
Rockwall,2,"Justice, Supreme Court, Place 3",,,Mike Westergren,154,289,443,24,52,76,47,566
Rockwall,2,"Justice, Supreme Court, Place 3",,,Kathie Glass,25,56,81,8,15,23,5,109
Rockwall,2,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,12,12,24,1,9,10,2,36
Rockwall,2A,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,630,986,1616,114,205,319,145,2080
Rockwall,2A,"Justice, Supreme Court, Place 3",,,Mike Westergren,165,328,493,32,74,106,53,652
Rockwall,2A,"Justice, Supreme Court, Place 3",,,Kathie Glass,28,44,72,17,18,35,8,115
Rockwall,2A,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,5,18,23,4,7,11,3,37
Rockwall,2B,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,251,409,660,70,112,182,37,879
Rockwall,2B,"Justice, Supreme Court, Place 3",,,Mike Westergren,58,193,251,13,52,65,22,338
Rockwall,2B,"Justice, Supreme Court, Place 3",,,Kathie Glass,12,30,42,3,12,15,2,59
Rockwall,2B,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,5,11,16,1,4,5,0,21
Rockwall,2C,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,917,1223,2140,182,274,456,117,2713
Rockwall,2C,"Justice, Supreme Court, Place 3",,,Mike Westergren,109,254,363,24,42,66,29,458
Rockwall,2C,"Justice, Supreme Court, Place 3",,,Kathie Glass,39,47,86,14,23,37,4,127
Rockwall,2C,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,7,10,17,4,2,6,0,23
Rockwall,3,"Justice, Supreme Court, Place 3",,,Debra Lehrmann,56,66,122,10,12,22,16,160
Rockwall,3,"Justice, Supreme Court, Place 3",,,Mike Westergren,37,45,82,24,18,42,20,144
Rockwall,3,"Justice, Supreme Court, Place 3",,,Kathie Glass,0,3,3,2,3,5,0,8
Rockwall,3,"Justice, Supreme Court, Place 3",,,Rodolfo Rivera Munoz,0,1,1,1,1,2,0,3
