county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting,provisional
Kleberg,0045,Referenda Item #4,,DEM,Against,8,0,5,3,0
Kleberg,0045,Referenda Item #5,,DEM,For,98,14,62,22,0
Kleberg,0045,Referenda Item #5,,DEM,Against,35,7,21,7,0
Kleberg,0045,Referenda Item #6,,DEM,For,123,20,76,27,0
Kleberg,0045,Referenda Item #6,,DEM,Against,12,1,7,4,0
county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting,provisional
Kleberg,0011,President,,REP,Donald J. Trump,71,0,36,35,0
Kleberg,0011,President,,REP,Mike Huckabee,1,0,1,0,0
Kleberg,0011,President,,REP,Ted Cruz,135,0,93,42,0
Kleberg,0011,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0011,President,,REP,Rand Paul,0,0,0,0,0
Kleberg,0011,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0011,President,,REP,Marco Rubio,66,3,42,21,0
Kleberg,0011,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0011,President,,REP,John R. Kasich,20,1,11,8,0
Kleberg,0011,President,,REP,Jeb Bush,1,0,0,1,0
Kleberg,0011,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0011,President,,REP,Ben Carson,16,0,14,2,0
Kleberg,0011,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0011,President,,REP,Uncommitted,2,0,2,0,0
Kleberg,0011,U.S. House,34,REP,"William ""Willie"" Vaden",146,1,90,55,0
Kleberg,0011,U.S. House,34,REP,Ray Gonzalez Jr,122,2,84,36,0
Kleberg,0011,Railroad Commissioner,,REP,John Greytok,36,0,23,13,0
Kleberg,0011,Railroad Commissioner,,REP,Weston Martinez,60,2,41,17,0
Kleberg,0011,Railroad Commissioner,,REP,Lance N. Christian,35,0,22,13,0
Kleberg,0011,Railroad Commissioner,,REP,Ron Hale,41,1,26,14,0
Kleberg,0011,Railroad Commissioner,,REP,Wayne Christian,26,0,17,9,0
Kleberg,0011,Railroad Commissioner,,REP,Doug Jeffrey,14,0,11,3,0
Kleberg,0011,Railroad Commissioner,,REP,Gary Gates,42,0,19,23,0
Kleberg,0011,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,148,0,100,48,0
Kleberg,0011,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,97,1,60,36,0
Kleberg,0011,"Justice, Supreme Court, Place 5",,REP,Rick Green,144,1,91,52,0
Kleberg,0011,"Justice, Supreme Court, Place 5",,REP,Paul Green,96,0,66,30,0
Kleberg,0011,"Justice, Supreme Court, Place 9",,REP,Joe Pool,114,1,70,43,0
Kleberg,0011,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,136,2,91,43,0
Kleberg,0011,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,77,0,46,31,0
Kleberg,0011,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,93,0,62,31,0
Kleberg,0011,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,64,1,44,19,0
Kleberg,0011,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,57,0,35,22,0
Kleberg,0011,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,119,1,70,48,0
Kleberg,0011,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,27,0,22,5,0
Kleberg,0011,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,36,0,28,8,0
Kleberg,0011,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,129,1,87,41,0
Kleberg,0011,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,100,0,64,36,0
Kleberg,0011,State Representative,43,REP,J. M. Lozano,266,3,174,89,0
Kleberg,0011,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,227,1,146,80,0
Kleberg,0011,District Attorney,,REP,John T. Hubert,261,2,169,90,0
Kleberg,0011,Sheriff,,REP,Richard Kirkpatrick,270,1,178,91,0
Kleberg,0011,"County Commissioner, Precinct No. 1",,REP,David Rosse,265,3,169,93,0
Kleberg,0011,"Constable, Precinct No. 1",,REP,Matthew D. Walbeck,229,1,150,78,0
Kleberg,0011,Proposition 1,,REP,Yes,205,3,131,71,0
Kleberg,0011,Proposition 1,,REP,No,86,0,60,26,0
Kleberg,0011,Proposition 2,,REP,Yes,201,4,129,68,0
Kleberg,0011,Proposition 2,,REP,No,98,0,66,32,0
Kleberg,0011,Proposition 3,,REP,Yes,251,4,159,88,0
Kleberg,0011,Proposition 3,,REP,No,49,0,35,14,0
Kleberg,0011,Proposition 4,,REP,Yes,285,4,187,94,0
Kleberg,0011,Proposition 4,,REP,No,11,0,4,7,0
Kleberg,0012,President,,REP,Donald J. Trump,57,0,37,20,0
Kleberg,0012,President,,REP,Mike Huckabee,0,0,0,0,0
Kleberg,0012,President,,REP,Ted Cruz,99,0,71,28,0
Kleberg,0012,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0012,President,,REP,Rand Paul,0,0,0,0,0
Kleberg,0012,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0012,President,,REP,Marco Rubio,44,2,27,15,0
Kleberg,0012,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0012,President,,REP,John R. Kasich,6,0,5,1,0
Kleberg,0012,President,,REP,Jeb Bush,2,0,1,1,0
Kleberg,0012,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0012,President,,REP,Ben Carson,8,0,6,2,0
Kleberg,0012,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0012,President,,REP,Uncommitted,2,1,1,0,0
Kleberg,0012,U.S. House,34,REP,"William ""Willie"" Vaden",111,1,72,38,0
Kleberg,0012,U.S. House,34,REP,Ray Gonzalez Jr,79,0,56,23,0
Kleberg,0012,Railroad Commissioner,,REP,John Greytok,28,0,22,6,0
Kleberg,0012,Railroad Commissioner,,REP,Weston Martinez,29,0,22,7,0
Kleberg,0012,Railroad Commissioner,,REP,Lance N. Christian,15,1,10,4,0
Kleberg,0012,Railroad Commissioner,,REP,Ron Hale,36,0,22,14,0
Kleberg,0012,Railroad Commissioner,,REP,Wayne Christian,14,0,7,7,0
Kleberg,0012,Railroad Commissioner,,REP,Doug Jeffrey,15,0,13,2,0
Kleberg,0012,Railroad Commissioner,,REP,Gary Gates,35,2,20,13,0
Kleberg,0012,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,108,3,64,41,0
Kleberg,0012,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,66,0,50,16,0
Kleberg,0012,"Justice, Supreme Court, Place 5",,REP,Rick Green,100,0,66,34,0
Kleberg,0012,"Justice, Supreme Court, Place 5",,REP,Paul Green,62,3,41,18,0
Kleberg,0012,"Justice, Supreme Court, Place 9",,REP,Joe Pool,81,1,51,29,0
Kleberg,0012,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,87,2,59,26,0
Kleberg,0012,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,60,0,39,21,0
Kleberg,0012,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,65,3,43,19,0
Kleberg,0012,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,31,0,21,10,0
Kleberg,0012,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,42,0,31,11,0
Kleberg,0012,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,84,2,52,30,0
Kleberg,0012,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,16,0,11,5,0
Kleberg,0012,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,21,1,13,7,0
Kleberg,0012,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,73,0,50,23,0
Kleberg,0012,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,83,3,56,24,0
Kleberg,0012,State Representative,43,REP,J. M. Lozano,195,1,134,60,0
Kleberg,0012,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,152,1,106,45,0
Kleberg,0012,District Attorney,,REP,John T. Hubert,187,1,129,57,0
Kleberg,0012,Sheriff,,REP,Richard Kirkpatrick,196,0,134,62,0
Kleberg,0012,"County Commissioner, Precinct No. 1",,REP,David Rosse,190,1,130,59,0
Kleberg,0012,"Constable, Precinct No. 1",,REP,Matthew D. Walbeck,157,1,105,51,0
Kleberg,0012,County Chairman,,REP,Brandon Wayne Barrera,174,1,119,54,0
Kleberg,0012,Proposition 1,,REP,Yes,140,2,88,50,0
Kleberg,0012,Proposition 1,,REP,No,62,1,47,14,0
Kleberg,0012,Proposition 2,,REP,Yes,148,2,101,45,0
Kleberg,0012,Proposition 2,,REP,No,58,1,35,22,0
Kleberg,0012,Proposition 3,,REP,Yes,180,3,116,61,0
Kleberg,0012,Proposition 3,,REP,No,26,0,21,5,0
Kleberg,0012,Proposition 4,,REP,Yes,194,3,127,64,0
Kleberg,0012,Proposition 4,,REP,No,11,0,10,1,0
Kleberg,0013/0014,President,,REP,Donald J. Trump,58,0,39,19,0
Kleberg,0013/0014,President,,REP,Mike Huckabee,0,0,0,0,0
Kleberg,0013/0014,President,,REP,Ted Cruz,93,0,65,27,1
Kleberg,0013/0014,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0013/0014,President,,REP,Rand Paul,0,0,0,0,0
Kleberg,0013/0014,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0013/0014,President,,REP,Marco Rubio,51,1,34,16,0
Kleberg,0013/0014,President,,REP,Lindsey Graham,2,0,2,0,0
Kleberg,0013/0014,President,,REP,John R. Kasich,10,0,7,3,0
Kleberg,0013/0014,President,,REP,Jeb Bush,2,0,0,2,0
Kleberg,0013/0014,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0013/0014,President,,REP,Ben Carson,7,0,5,2,0
Kleberg,0013/0014,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0013/0014,President,,REP,Uncommitted,0,0,0,0,0
Kleberg,0013/0014,U.S. House,34,REP,"William ""Willie"" Vaden",89,0,63,26,0
Kleberg,0013/0014,U.S. House,34,REP,Ray Gonzalez Jr,101,1,61,38,1
Kleberg,0013/0014,Railroad Commissioner,,REP,John Greytok,24,0,14,10,0
Kleberg,0013/0014,Railroad Commissioner,,REP,Weston Martinez,55,1,35,19,0
Kleberg,0013/0014,Railroad Commissioner,,REP,Lance N. Christian,23,0,16,6,1
Kleberg,0013/0014,Railroad Commissioner,,REP,Ron Hale,20,0,15,5,0
Kleberg,0013/0014,Railroad Commissioner,,REP,Wayne Christian,15,0,9,6,0
Kleberg,0013/0014,Railroad Commissioner,,REP,Doug Jeffrey,6,0,4,2,0
Kleberg,0013/0014,Railroad Commissioner,,REP,Gary Gates,28,0,20,8,0
Kleberg,0013/0014,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,108,1,73,34,0
Kleberg,0013/0014,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,61,0,40,20,1
Kleberg,0013/0014,"Justice, Supreme Court, Place 5",,REP,Rick Green,100,0,69,30,1
Kleberg,0013/0014,"Justice, Supreme Court, Place 5",,REP,Paul Green,60,1,35,24,0
Kleberg,0013/0014,"Justice, Supreme Court, Place 9",,REP,Joe Pool,77,0,46,30,1
Kleberg,0013/0014,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,98,1,66,31,0
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,50,0,27,23,0
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,87,1,62,24,0
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,25,0,19,5,1
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,30,0,16,13,1
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,91,0,63,28,0
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,18,1,13,4,0
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,25,0,18,7,0
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,83,0,55,27,1
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,74,0,53,21,0
Kleberg,0013/0014,State Representative,43,REP,J. M. Lozano,196,0,132,63,1
Kleberg,0013/0014,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,149,0,98,50,1
Kleberg,0013/0014,District Attorney,,REP,John T. Hubert,189,0,129,59,1
Kleberg,0013/0014,Sheriff,,REP,Richard Kirkpatrick,196,1,134,60,1
Kleberg,0013/0014,"County Commissioner, Precinct No. 1",,REP,David Rosse,190,1,126,62,1
Kleberg,0013/0014,"Constable, Precinct No. 1",,REP,Matthew D. Walbeck,151,0,101,49,1
Kleberg,0013/0014,County Chairman,,REP,Brandon Wayne Barrera,160,0,105,54,1
Kleberg,0013/0014,Proposition 1,,REP,Yes,143,0,94,49,0
Kleberg,0013/0014,Proposition 1,,REP,No,62,0,45,16,1
Kleberg,0013/0014,Proposition 2,,REP,Yes,142,0,97,45,0
Kleberg,0013/0014,Proposition 2,,REP,No,65,0,46,18,1
Kleberg,0013/0014,Proposition 3,,REP,Yes,175,0,120,54,1
Kleberg,0013/0014,Proposition 3,,REP,No,29,0,19,10,0
Kleberg,0013/0014,Proposition 4,,REP,Yes,188,0,125,62,1
Kleberg,0013/0014,Proposition 4,,REP,No,6,0,5,1,0
Kleberg,0021,President,,REP,Donald J. Trump,4,0,0,4,0
Kleberg,0021,President,,REP,Mike Huckabee,0,0,0,0,0
Kleberg,0021,President,,REP,Ted Cruz,6,0,2,4,0
Kleberg,0021,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0021,President,,REP,Rand Paul,0,0,0,0,0
Kleberg,0021,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0021,President,,REP,Marco Rubio,3,0,3,0,0
Kleberg,0021,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0021,President,,REP,John R. Kasich,0,0,0,0,0
Kleberg,0021,President,,REP,Jeb Bush,1,0,0,1,0
Kleberg,0021,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0021,President,,REP,Ben Carson,0,0,0,0,0
Kleberg,0021,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0021,President,,REP,Uncommitted,0,0,0,0,0
Kleberg,0021,U.S. House,34,REP,"William ""Willie"" Vaden",4,0,1,3,0
Kleberg,0021,U.S. House,34,REP,Ray Gonzalez Jr,7,0,3,4,0
Kleberg,0021,Railroad Commissioner,,REP,John Greytok,1,0,1,0,0
Kleberg,0021,Railroad Commissioner,,REP,Weston Martinez,8,0,2,6,0
Kleberg,0021,Railroad Commissioner,,REP,Lance N. Christian,0,0,0,0,0
Kleberg,0021,Railroad Commissioner,,REP,Ron Hale,0,0,0,0,0
Kleberg,0021,Railroad Commissioner,,REP,Wayne Christian,0,0,0,0,0
Kleberg,0021,Railroad Commissioner,,REP,Doug Jeffrey,1,0,1,0,0
Kleberg,0021,Railroad Commissioner,,REP,Gary Gates,2,0,1,1,0
Kleberg,0021,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,9,0,3,6,0
Kleberg,0021,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,1,0,1,0,0
Kleberg,0021,"Justice, Supreme Court, Place 5",,REP,Rick Green,6,0,3,3,0
Kleberg,0021,"Justice, Supreme Court, Place 5",,REP,Paul Green,3,0,1,2,0
Kleberg,0021,"Justice, Supreme Court, Place 9",,REP,Joe Pool,2,0,1,1,0
Kleberg,0021,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,9,0,4,5,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,2,0,0,2,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,6,0,3,3,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,2,0,2,0,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,3,0,0,3,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,8,0,4,4,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,0,0,0,0,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,1,0,1,0,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,4,0,2,2,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,7,0,3,4,0
Kleberg,0021,State Representative,43,REP,J. M. Lozano,10,0,5,5,0
Kleberg,0021,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,8,0,5,3,0
Kleberg,0021,District Attorney,,REP,John T. Hubert,11,0,5,6,0
Kleberg,0021,Sheriff,,REP,Richard Kirkpatrick,12,0,5,7,0
Kleberg,0021,County Chairman,,REP,Brandon Wayne Barrera,8,0,5,3,0
Kleberg,0021,Proposition 1,,REP,Yes,10,0,5,5,0
Kleberg,0021,Proposition 1,,REP,No,2,0,0,2,0
Kleberg,0021,Proposition 2,,REP,Yes,8,0,3,5,0
Kleberg,0021,Proposition 2,,REP,No,4,0,2,2,0
Kleberg,0021,Proposition 3,,REP,Yes,11,0,5,6,0
Kleberg,0021,Proposition 3,,REP,No,1,0,0,1,0
Kleberg,0021,Proposition 4,,REP,Yes,11,0,5,6,0
Kleberg,0021,Proposition 4,,REP,No,0,0,0,0,0
Kleberg,0022/0023,President,,REP,Donald J. Trump,51,0,34,17,0
Kleberg,0022/0023,President,,REP,Mike Huckabee,1,0,1,0,0
Kleberg,0022/0023,President,,REP,Ted Cruz,102,0,73,29,0
Kleberg,0022/0023,President,,REP,Carly Fiorina,1,0,1,0,0
Kleberg,0022/0023,President,,REP,Rand Paul,0,0,0,0,0
Kleberg,0022/0023,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0022/0023,President,,REP,Marco Rubio,37,0,27,10,0
Kleberg,0022/0023,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0022/0023,President,,REP,John R. Kasich,8,0,6,2,0
Kleberg,0022/0023,President,,REP,Jeb Bush,5,0,3,2,0
Kleberg,0022/0023,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0022/0023,President,,REP,Ben Carson,8,0,5,3,0
Kleberg,0022/0023,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0022/0023,President,,REP,Uncommitted,1,0,1,0,0
Kleberg,0022/0023,U.S. House,34,REP,"William ""Willie"" Vaden",94,0,67,27,0
Kleberg,0022/0023,U.S. House,34,REP,Ray Gonzalez Jr,82,0,56,26,0
Kleberg,0022/0023,Railroad Commissioner,,REP,John Greytok,30,0,19,11,0
Kleberg,0022/0023,Railroad Commissioner,,REP,Weston Martinez,38,0,28,10,0
Kleberg,0022/0023,Railroad Commissioner,,REP,Lance N. Christian,25,0,15,10,0
Kleberg,0022/0023,Railroad Commissioner,,REP,Ron Hale,32,0,23,9,0
Kleberg,0022/0023,Railroad Commissioner,,REP,Wayne Christian,8,0,7,1,0
Kleberg,0022/0023,Railroad Commissioner,,REP,Doug Jeffrey,10,0,7,3,0
Kleberg,0022/0023,Railroad Commissioner,,REP,Gary Gates,25,0,19,6,0
Kleberg,0022/0023,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,96,0,62,34,0
Kleberg,0022/0023,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,66,0,52,14,0
Kleberg,0022/0023,"Justice, Supreme Court, Place 5",,REP,Rick Green,92,0,65,27,0
Kleberg,0022/0023,"Justice, Supreme Court, Place 5",,REP,Paul Green,59,0,40,19,0
Kleberg,0022/0023,"Justice, Supreme Court, Place 9",,REP,Joe Pool,79,0,56,23,0
Kleberg,0022/0023,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,85,0,58,27,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,51,0,34,17,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,59,0,39,20,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,35,0,27,8,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,33,0,21,12,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,85,0,61,24,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,18,0,12,6,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,17,0,11,6,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,80,0,49,31,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,64,0,50,14,0
Kleberg,0022/0023,State Representative,43,REP,J. M. Lozano,176,0,121,55,0
Kleberg,0022/0023,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,131,0,87,44,0
Kleberg,0022/0023,District Attorney,,REP,John T. Hubert,178,0,122,56,0
Kleberg,0022/0023,Sheriff,,REP,Richard Kirkpatrick,183,0,125,58,0
Kleberg,0022/0023,County Chairman,,REP,Brandon Wayne Barrera,145,0,101,44,0
Kleberg,0022/0023,Proposition 1,,REP,Yes,143,0,98,45,0
Kleberg,0022/0023,Proposition 1,,REP,No,46,0,31,15,0
Kleberg,0022/0023,Proposition 2,,REP,Yes,130,0,87,43,0
Kleberg,0022/0023,Proposition 2,,REP,No,62,0,44,18,0
Kleberg,0022/0023,Proposition 3,,REP,Yes,164,0,107,57,0
Kleberg,0022/0023,Proposition 3,,REP,No,26,0,23,3,0
Kleberg,0022/0023,Proposition 4,,REP,Yes,174,0,116,58,0
Kleberg,0022/0023,Proposition 4,,REP,No,6,0,5,1,0
Kleberg,0024,President,,REP,Donald J. Trump,59,2,28,29,0
Kleberg,0024,President,,REP,Mike Huckabee,0,0,0,0,0
Kleberg,0024,President,,REP,Ted Cruz,47,0,34,13,0
Kleberg,0024,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0024,President,,REP,Rand Paul,2,1,1,0,0
Kleberg,0024,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0024,President,,REP,Marco Rubio,30,1,21,8,0
Kleberg,0024,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0024,President,,REP,John R. Kasich,6,1,3,2,0
Kleberg,0024,President,,REP,Jeb Bush,5,2,1,2,0
Kleberg,0024,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0024,President,,REP,Ben Carson,7,0,3,4,0
Kleberg,0024,President,,REP,Chris Christie,0,0,0,0,0
Kleberg,0024,President,,REP,Uncommitted,2,0,2,0,0
Kleberg,0024,U.S. House,34,REP,"William ""Willie"" Vaden",69,4,40,25,0
Kleberg,0024,U.S. House,34,REP,Ray Gonzalez Jr,71,3,45,23,0
Kleberg,0024,Railroad Commissioner,,REP,John Greytok,14,0,10,4,0
Kleberg,0024,Railroad Commissioner,,REP,Weston Martinez,35,0,19,16,0
Kleberg,0024,Railroad Commissioner,,REP,Lance N. Christian,18,0,13,5,0
Kleberg,0024,Railroad Commissioner,,REP,Ron Hale,23,1,11,11,0
Kleberg,0024,Railroad Commissioner,,REP,Wayne Christian,17,3,11,3,0
Kleberg,0024,Railroad Commissioner,,REP,Doug Jeffrey,6,1,4,1,0
Kleberg,0024,Railroad Commissioner,,REP,Gary Gates,24,1,16,7,0
Kleberg,0024,"Justice, Supreme Court, Place 3",,REP,Debra Lehrmann,82,6,48,28,0
Kleberg,0024,"Justice, Supreme Court, Place 3",,REP,Michael Massengale,50,0,30,20,0
Kleberg,0024,"Justice, Supreme Court, Place 5",,REP,Rick Green,79,1,48,30,0
Kleberg,0024,"Justice, Supreme Court, Place 5",,REP,Paul Green,44,5,24,15,0
Kleberg,0024,"Justice, Supreme Court, Place 9",,REP,Joe Pool,58,0,34,24,0
Kleberg,0024,"Justice, Supreme Court, Place 9",,REP,Eva Guzman,74,6,44,24,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Place 2",,REP,Ray Wheless,49,3,31,15,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Place 2",,REP,Mary Lou Keel,55,3,30,22,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Place 2",,REP,Chris Oldner,26,0,17,9,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Place 5",,REP,Steve Smith,33,1,17,15,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Place 5",,REP,Scott Walker,64,4,40,20,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Place 5",,REP,Sid Harle,9,0,6,3,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Place 5",,REP,Brent Webster,24,1,13,10,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Place 6",,REP,Michael E. Keasler,62,3,33,26,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Place 6",,REP,Richard Davis,62,3,41,18,0
Kleberg,0024,State Representative,43,REP,J. M. Lozano,143,7,84,52,0
Kleberg,0024,"Justice, 13th Court of Appeals District, Place 3",,REP,Greg Perkes,116,6,66,44,0
Kleberg,0024,District Attorney,,REP,John T. Hubert,144,7,82,55,0
Kleberg,0024,Sheriff,,REP,Richard Kirkpatrick,144,6,85,53,0
Kleberg,0024,County Chairman,,REP,Brandon Wayne Barrera,136,6,82,48,0
Kleberg,0024,Proposition 1,,REP,Yes,95,2,57,36,0
Kleberg,0024,Proposition 1,,REP,No,56,5,31,20,0
Kleberg,0024,Proposition 2,,REP,Yes,107,4,63,40,0
Kleberg,0024,Proposition 2,,REP,No,51,3,30,18,0
Kleberg,0024,Proposition 3,,REP,Yes,127,5,72,50,0
Kleberg,0024,Proposition 3,,REP,No,26,2,16,8,0
Kleberg,0024,Proposition 4,,REP,Yes,141,6,86,49,0
Kleberg,0024,Proposition 4,,REP,No,7,1,2,4,0
Kleberg,0031,President,,REP,Donald J. Trump,67,0,37,30,0
Kleberg,0031,President,,REP,Mike Huckabee,2,0,0,2,0
Kleberg,0031,President,,REP,Ted Cruz,114,1,85,28,0
Kleberg,0031,President,,REP,Carly Fiorina,0,0,0,0,0
Kleberg,0031,President,,REP,Rand Paul,2,1,1,0,0
Kleberg,0031,President,,REP,Rick Santorum,0,0,0,0,0
Kleberg,0031,President,,REP,Marco Rubio,43,2,25,16,0
Kleberg,0031,President,,REP,Lindsey Graham,0,0,0,0,0
Kleberg,0031,President,,REP,John R. Kasich,9,0,3,6,0
Kleberg,0031,President,,REP,Jeb Bush,3,0,0,3,0
Kleberg,0031,President,,REP,Elizabeth Gray,0,0,0,0,0
Kleberg,0031,President,,REP,Ben Carson,6,0,3,3,0
Kleberg,0031,President,,REP,Chris Christie,4,0,1,3,0
Kleberg,0031,President,,REP,Uncommitted,3,0,3,0,0
Kleberg,0031,U.S. House,34,REP,"William ""Willie"" Vaden",119,1,72,46,0
Kleberg,0031,U.S. House,34,REP,Ray Gonzalez Jr,93,3,59,31,0
Kleberg,0031,Railroad Commissioner,,REP,John Greytok,27,0,12,15,0
Kleberg,0031,Railroad Commissioner,,REP,Weston Martinez,39,0,30,9,0
Kleberg,0031,Railroad Commissioner,,REP,Lance N. Christian,19,2,12,5,0
Kleberg,0031,Railroad Commissioner,,REP,Ron Hale,30,0,16,14,0
Kleberg,0031,Railroad Commissioner,,REP,Wayne Christian,22,1,14,7,0
