county,precinct,office,district,party,candidate,votes,absentee,election_day,early_voting,provisional
Kleberg,0012,Referenda Item #5,,DEM,For,106,12,61,33,0
Kleberg,0012,Referenda Item #5,,DEM,Against,34,3,23,8,0
Kleberg,0012,Referenda Item #6,,DEM,For,125,14,74,37,0
Kleberg,0012,Referenda Item #6,,DEM,Against,16,1,10,5,0
Kleberg,0013/0014,Registered Voters - Total,,,,1824,,,,
Kleberg,0013/0014,Ballots Cast - Total,,REP,,197,1,124,71,1
Kleberg,0013/0014,Ballots Cast - Total,,DEM,,326,27,209,90,0
Kleberg,0013/0014,President,,DEM,Bernie Sanders,75,0,49,26,0
Kleberg,0013/0014,President,,DEM,Star Locke,1,0,1,0,0
Kleberg,0013/0014,President,,DEM,Martin J. O'Malley,1,0,1,0,0
Kleberg,0013/0014,President,,DEM,Willie L. Wilson,0,0,0,0,0
Kleberg,0013/0014,President,,DEM,Calvis L. Hawes,2,0,2,0,0
Kleberg,0013/0014,President,,DEM,Hillary Clinton,234,26,146,62,0
Kleberg,0013/0014,President,,DEM,"Roque ""Rocky"" De La Fuente",3,0,3,0,0
Kleberg,0013/0014,President,,DEM,Keith Judd,0,0,0,0,0
Kleberg,0013/0014,U.S. House,34,DEM,Filemon B. Vela,251,20,152,79,0
Kleberg,0013/0014,Railroad Commissioner,,DEM,Grady Yarbrough,134,12,85,37,0
Kleberg,0013/0014,Railroad Commissioner,,DEM,Cody Garrett,103,7,63,33,0
Kleberg,0013/0014,Railroad Commissioner,,DEM,Lon Burnam,21,2,11,8,0
Kleberg,0013/0014,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,223,20,135,68,0
Kleberg,0013/0014,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,241,19,146,76,0
Kleberg,0013/0014,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,217,18,132,67,0
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",208,18,126,64,0
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,212,17,129,66,0
Kleberg,0013/0014,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,207,17,125,65,0
Kleberg,0013/0014,State Senator,27,DEM,Eddie Lucio Jr,249,24,160,65,0
Kleberg,0013/0014,State Senator,27,DEM,O. Rodriguez Haro III,49,3,27,19,0
Kleberg,0013/0014,State Representative,43,DEM,Marisa Yvette Garcia-Utley,223,18,139,66,0
Kleberg,0013/0014,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,148,13,88,47,0
Kleberg,0013/0014,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,154,14,100,40,0
Kleberg,0013/0014,District Attorney,,DEM,Nathan P. Fugate,247,22,151,74,0
Kleberg,0013/0014,County Attorney,,DEM,Kira Talip,240,21,148,71,0
Kleberg,0013/0014,Sheriff,,DEM,Alex Perez,60,1,37,22,0
Kleberg,0013/0014,Sheriff,,DEM,Juan J. Gonzalez,141,15,92,34,0
Kleberg,0013/0014,Sheriff,,DEM,Tim Camarillo,92,10,52,30,0
Kleberg,0013/0014,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,256,23,158,75,0
Kleberg,0013/0014,"County Commissioner, Precinct No. 1",,DEM,Mario A. Mendietta,231,18,142,71,0
Kleberg,0013/0014,"Constable, Precinct No. 1",,DEM,Bill Hack,64,4,43,17,0
Kleberg,0013/0014,"Constable, Precinct No. 1",,DEM,Albert Rene Cavazos,220,19,136,65,0
Kleberg,0013/0014,County Chairman,,DEM,Kyle Benson,214,18,129,67,0
Kleberg,0013/0014,Referenda Item #1,,DEM,For,255,24,163,68,0
Kleberg,0013/0014,Referenda Item #1,,DEM,Against,20,0,14,6,0
Kleberg,0013/0014,Referenda Item #2,,DEM,For,260,22,165,73,0
Kleberg,0013/0014,Referenda Item #2,,DEM,Against,11,1,8,2,0
Kleberg,0013/0014,Referenda Item #3,,DEM,For,253,22,163,68,0
Kleberg,0013/0014,Referenda Item #3,,DEM,Against,28,2,19,7,0
Kleberg,0013/0014,Referenda Item #4,,DEM,For,274,27,175,72,0
Kleberg,0013/0014,Referenda Item #4,,DEM,Against,13,0,9,4,0
Kleberg,0013/0014,Referenda Item #5,,DEM,For,217,20,140,57,0
Kleberg,0013/0014,Referenda Item #5,,DEM,Against,72,5,48,19,0
Kleberg,0013/0014,Referenda Item #6,,DEM,For,259,21,165,73,0
Kleberg,0013/0014,Referenda Item #6,,DEM,Against,31,2,25,4,0
Kleberg,0021,Registered Voters - Total,,,,453,,,,
Kleberg,0021,Ballots Cast - Total,,REP,,14,0,5,9,0
Kleberg,0021,Ballots Cast - Total,,DEM,,79,11,48,20,0
Kleberg,0021,President,,DEM,Bernie Sanders,15,0,11,4,0
Kleberg,0021,President,,DEM,Star Locke,0,0,0,0,0
Kleberg,0021,President,,DEM,Martin J. O'Malley,0,0,0,0,0
Kleberg,0021,President,,DEM,Willie L. Wilson,0,0,0,0,0
Kleberg,0021,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Kleberg,0021,President,,DEM,Hillary Clinton,58,11,34,13,0
Kleberg,0021,President,,DEM,"Roque ""Rocky"" De La Fuente",2,0,1,1,0
Kleberg,0021,President,,DEM,Keith Judd,0,0,0,0,0
Kleberg,0021,U.S. House,34,DEM,Filemon B. Vela,54,11,28,15,0
Kleberg,0021,Railroad Commissioner,,DEM,Grady Yarbrough,40,6,23,11,0
Kleberg,0021,Railroad Commissioner,,DEM,Cody Garrett,16,3,8,5,0
Kleberg,0021,Railroad Commissioner,,DEM,Lon Burnam,3,0,3,0,0
Kleberg,0021,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,47,9,25,13,0
Kleberg,0021,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,57,11,30,16,0
Kleberg,0021,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,50,10,27,13,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",48,10,25,13,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,49,10,27,12,0
Kleberg,0021,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,51,10,28,13,0
Kleberg,0021,State Senator,27,DEM,Eddie Lucio Jr,57,11,31,15,0
Kleberg,0021,State Senator,27,DEM,O. Rodriguez Haro III,11,0,8,3,0
Kleberg,0021,State Representative,43,DEM,Marisa Yvette Garcia-Utley,48,11,26,11,0
Kleberg,0021,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,38,9,19,10,0
Kleberg,0021,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,30,2,20,8,0
Kleberg,0021,District Attorney,,DEM,Nathan P. Fugate,55,11,29,15,0
Kleberg,0021,County Attorney,,DEM,Kira Talip,52,11,26,15,0
Kleberg,0021,Sheriff,,DEM,Alex Perez,26,2,12,12,0
Kleberg,0021,Sheriff,,DEM,Juan J. Gonzalez,35,8,20,7,0
Kleberg,0021,Sheriff,,DEM,Tim Camarillo,12,1,10,1,0
Kleberg,0021,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,60,11,34,15,0
Kleberg,0021,"Constable, Precinct No. 2",,DEM,Pattie Garcia,26,5,16,5,0
Kleberg,0021,"Constable, Precinct No. 2",,DEM,Omar Rosales,43,6,24,13,0
Kleberg,0021,County Chairman,,DEM,Kyle Benson,47,11,25,11,0
Kleberg,0021,Referenda Item #1,,DEM,For,53,9,31,13,0
Kleberg,0021,Referenda Item #1,,DEM,Against,4,0,3,1,0
Kleberg,0021,Referenda Item #2,,DEM,For,52,8,30,14,0
Kleberg,0021,Referenda Item #2,,DEM,Against,5,1,4,0,0
Kleberg,0021,Referenda Item #3,,DEM,For,53,8,31,14,0
Kleberg,0021,Referenda Item #3,,DEM,Against,8,1,6,1,0
Kleberg,0021,Referenda Item #4,,DEM,For,53,9,29,15,0
Kleberg,0021,Referenda Item #4,,DEM,Against,6,0,6,0,0
Kleberg,0021,Referenda Item #5,,DEM,For,46,7,28,11,0
Kleberg,0021,Referenda Item #5,,DEM,Against,18,2,10,6,0
Kleberg,0021,Referenda Item #6,,DEM,For,52,8,31,13,0
Kleberg,0021,Referenda Item #6,,DEM,Against,10,1,6,3,0
Kleberg,0022/0023,Registered Voters - Total,,,,2004,,,,
Kleberg,0022/0023,Ballots Cast - Total,,REP,,208,0,145,63,0
Kleberg,0022/0023,Ballots Cast - Total,,DEM,,324,22,202,100,0
Kleberg,0022/0023,President,,DEM,Bernie Sanders,100,3,63,34,0
Kleberg,0022/0023,President,,DEM,Star Locke,0,0,0,0,0
Kleberg,0022/0023,President,,DEM,Martin J. O'Malley,3,0,1,2,0
Kleberg,0022/0023,President,,DEM,Willie L. Wilson,1,0,1,0,0
Kleberg,0022/0023,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Kleberg,0022/0023,President,,DEM,Hillary Clinton,202,18,129,55,0
Kleberg,0022/0023,President,,DEM,"Roque ""Rocky"" De La Fuente",7,0,3,4,0
Kleberg,0022/0023,President,,DEM,Keith Judd,1,0,1,0,0
Kleberg,0022/0023,U.S. House,34,DEM,Filemon B. Vela,251,19,149,83,0
Kleberg,0022/0023,Railroad Commissioner,,DEM,Grady Yarbrough,145,8,90,47,0
Kleberg,0022/0023,Railroad Commissioner,,DEM,Cody Garrett,84,2,55,27,0
Kleberg,0022/0023,Railroad Commissioner,,DEM,Lon Burnam,28,2,16,10,0
Kleberg,0022/0023,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,234,16,140,78,0
Kleberg,0022/0023,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,252,18,151,83,0
Kleberg,0022/0023,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,227,16,136,75,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",227,16,135,76,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,227,16,136,75,0
Kleberg,0022/0023,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,229,16,136,77,0
Kleberg,0022/0023,State Senator,27,DEM,Eddie Lucio Jr,233,19,136,78,0
Kleberg,0022/0023,State Senator,27,DEM,O. Rodriguez Haro III,49,1,32,16,0
Kleberg,0022/0023,State Representative,43,DEM,Marisa Yvette Garcia-Utley,237,16,141,80,0
Kleberg,0022/0023,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,167,13,97,57,0
Kleberg,0022/0023,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,120,7,79,34,0
Kleberg,0022/0023,District Attorney,,DEM,Nathan P. Fugate,245,16,151,78,0
Kleberg,0022/0023,County Attorney,,DEM,Kira Talip,238,16,143,79,0
Kleberg,0022/0023,Sheriff,,DEM,Alex Perez,73,2,43,28,0
Kleberg,0022/0023,Sheriff,,DEM,Juan J. Gonzalez,143,11,90,42,0
Kleberg,0022/0023,Sheriff,,DEM,Tim Camarillo,65,5,42,18,0
Kleberg,0022/0023,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,251,18,151,82,0
Kleberg,0022/0023,"Constable, Precinct No. 2",,DEM,Pattie Garcia,113,9,67,37,0
Kleberg,0022/0023,"Constable, Precinct No. 2",,DEM,Omar Rosales,181,10,114,57,0
Kleberg,0022/0023,County Chairman,,DEM,Kyle Benson,234,18,137,79,0
Kleberg,0022/0023,Referenda Item #1,,DEM,For,247,18,156,73,0
Kleberg,0022/0023,Referenda Item #1,,DEM,Against,29,0,15,14,0
Kleberg,0022/0023,Referenda Item #2,,DEM,For,247,17,145,85,0
Kleberg,0022/0023,Referenda Item #2,,DEM,Against,22,1,18,3,0
Kleberg,0022/0023,Referenda Item #3,,DEM,For,240,15,154,71,0
Kleberg,0022/0023,Referenda Item #3,,DEM,Against,41,3,21,17,0
Kleberg,0022/0023,Referenda Item #4,,DEM,For,241,18,147,76,0
Kleberg,0022/0023,Referenda Item #4,,DEM,Against,27,0,18,9,0
Kleberg,0022/0023,Referenda Item #5,,DEM,For,204,14,125,65,0
Kleberg,0022/0023,Referenda Item #5,,DEM,Against,80,4,50,26,0
Kleberg,0022/0023,Referenda Item #6,,DEM,For,252,19,154,79,0
Kleberg,0022/0023,Referenda Item #6,,DEM,Against,30,0,20,10,0
Kleberg,0024,Registered Voters - Total,,,,1231,,,,
Kleberg,0024,Ballots Cast - Total,,REP,,163,7,98,58,0
Kleberg,0024,Ballots Cast - Total,,DEM,,172,10,107,55,0
Kleberg,0024,President,,DEM,Bernie Sanders,66,3,48,15,0
Kleberg,0024,President,,DEM,Star Locke,0,0,0,0,0
Kleberg,0024,President,,DEM,Martin J. O'Malley,2,0,0,2,0
Kleberg,0024,President,,DEM,Willie L. Wilson,0,0,0,0,0
Kleberg,0024,President,,DEM,Calvis L. Hawes,0,0,0,0,0
Kleberg,0024,President,,DEM,Hillary Clinton,95,7,54,34,0
Kleberg,0024,President,,DEM,"Roque ""Rocky"" De La Fuente",3,0,0,3,0
Kleberg,0024,President,,DEM,Keith Judd,0,0,0,0,0
Kleberg,0024,U.S. House,34,DEM,Filemon B. Vela,141,9,87,45,0
Kleberg,0024,Railroad Commissioner,,DEM,Grady Yarbrough,73,7,44,22,0
Kleberg,0024,Railroad Commissioner,,DEM,Cody Garrett,55,2,37,16,0
Kleberg,0024,Railroad Commissioner,,DEM,Lon Burnam,15,0,6,9,0
Kleberg,0024,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,135,8,84,43,0
Kleberg,0024,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,138,8,85,45,0
Kleberg,0024,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,133,8,81,44,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",133,8,82,43,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,133,8,81,44,0
Kleberg,0024,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,131,8,81,42,0
Kleberg,0024,State Senator,27,DEM,Eddie Lucio Jr,134,9,77,48,0
Kleberg,0024,State Senator,27,DEM,O. Rodriguez Haro III,24,1,19,4,0
Kleberg,0024,State Representative,43,DEM,Marisa Yvette Garcia-Utley,135,9,82,44,0
Kleberg,0024,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,92,5,59,28,0
Kleberg,0024,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,65,5,36,24,0
Kleberg,0024,District Attorney,,DEM,Nathan P. Fugate,135,9,81,45,0
Kleberg,0024,County Attorney,,DEM,Kira Talip,141,8,86,47,0
Kleberg,0024,Sheriff,,DEM,Alex Perez,38,7,19,12,0
Kleberg,0024,Sheriff,,DEM,Juan J. Gonzalez,80,1,54,25,0
Kleberg,0024,Sheriff,,DEM,Tim Camarillo,35,2,19,14,0
Kleberg,0024,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,143,9,89,45,0
Kleberg,0024,"Constable, Precinct No. 2",,DEM,Pattie Garcia,69,2,38,29,0
Kleberg,0024,"Constable, Precinct No. 2",,DEM,Omar Rosales,92,8,61,23,0
Kleberg,0024,County Chairman,,DEM,Kyle Benson,136,9,83,44,0
Kleberg,0024,Referenda Item #1,,DEM,For,130,9,79,42,0
Kleberg,0024,Referenda Item #1,,DEM,Against,17,0,12,5,0
Kleberg,0024,Referenda Item #2,,DEM,For,139,9,85,45,0
Kleberg,0024,Referenda Item #2,,DEM,Against,10,0,6,4,0
Kleberg,0024,Referenda Item #3,,DEM,For,133,8,81,44,0
Kleberg,0024,Referenda Item #3,,DEM,Against,16,1,11,4,0
Kleberg,0024,Referenda Item #4,,DEM,For,133,8,82,43,0
Kleberg,0024,Referenda Item #4,,DEM,Against,13,1,8,4,0
Kleberg,0024,Referenda Item #5,,DEM,For,112,6,68,38,0
Kleberg,0024,Referenda Item #5,,DEM,Against,34,3,21,10,0
Kleberg,0024,Referenda Item #6,,DEM,For,134,9,84,41,0
Kleberg,0024,Referenda Item #6,,DEM,Against,14,0,7,7,0
Kleberg,0031,Registered Voters - Total,,,,1278,,,,
Kleberg,0031,Ballots Cast - Total,,REP,,253,4,158,91,0
Kleberg,0031,Ballots Cast - Total,,DEM,,162,16,102,44,0
Kleberg,0031,President,,DEM,Bernie Sanders,37,3,24,10,0
Kleberg,0031,President,,DEM,Star Locke,2,2,0,0,0
Kleberg,0031,President,,DEM,Martin J. O'Malley,2,0,0,2,0
Kleberg,0031,President,,DEM,Willie L. Wilson,0,0,0,0,0
Kleberg,0031,President,,DEM,Calvis L. Hawes,1,0,0,1,0
Kleberg,0031,President,,DEM,Hillary Clinton,110,9,71,30,0
Kleberg,0031,President,,DEM,"Roque ""Rocky"" De La Fuente",3,2,1,0,0
Kleberg,0031,President,,DEM,Keith Judd,3,0,2,1,0
Kleberg,0031,U.S. House,34,DEM,Filemon B. Vela,121,15,74,32,0
Kleberg,0031,Railroad Commissioner,,DEM,Grady Yarbrough,59,7,37,15,0
Kleberg,0031,Railroad Commissioner,,DEM,Cody Garrett,45,8,25,12,0
Kleberg,0031,Railroad Commissioner,,DEM,Lon Burnam,13,0,7,6,0
Kleberg,0031,"Justice, Supreme Court, Place 3",,DEM,Mike Westergren,116,15,71,30,0
Kleberg,0031,"Justice, Supreme Court, Place 5",,DEM,Dori Contreras Garza,118,15,73,30,0
Kleberg,0031,"Justice, Supreme Court, Place 9",,DEM,Savannah Robinson,105,14,65,26,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Pl 2",,DEM,"Lawrence ""Larry"" Meyers",106,14,65,27,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Pl 5",,DEM,Betsy Johnson,103,14,64,25,0
Kleberg,0031,"Judge, Court of Criminal Appeals, Pl 6",,DEM,Robert Burns,104,14,64,26,0
Kleberg,0031,State Senator,27,DEM,Eddie Lucio Jr,122,16,69,37,0
Kleberg,0031,State Senator,27,DEM,O. Rodriguez Haro III,19,0,16,3,0
Kleberg,0031,State Representative,43,DEM,Marisa Yvette Garcia-Utley,109,13,68,28,0
Kleberg,0031,"Justice, 13th Court of Appeals Dist, P3",,DEM,Leticia Hinojosa,50,8,28,14,0
Kleberg,0031,"Justice, 13th Court of Appeals Dist, P3",,DEM,Carlos Valdez,87,8,54,25,0
Kleberg,0031,District Attorney,,DEM,Nathan P. Fugate,120,12,78,30,0
Kleberg,0031,County Attorney,,DEM,Kira Talip,120,15,73,32,0
Kleberg,0031,Sheriff,,DEM,Alex Perez,30,3,20,7,0
Kleberg,0031,Sheriff,,DEM,Juan J. Gonzalez,67,7,38,22,0
Kleberg,0031,Sheriff,,DEM,Tim Camarillo,36,4,20,12,0
Kleberg,0031,County Tax Assessor-Collector,,DEM,Melissa T. De La Garza,120,16,72,32,0
Kleberg,0031,"County Commissioner, Precinct No. 3",,DEM,Roy Cantu,83,9,46,28,0
Kleberg,0031,"County Commissioner, Precinct No. 3",,DEM,Jesse Mendez Jr,56,6,38,12,0
Kleberg,0031,"Constable, Precinct No. 3",,DEM,Valarie Enzenbacher,45,4,24,17,0
Kleberg,0031,"Constable, Precinct No. 3",,DEM,Grace Moya Garcia,95,12,60,23,0
Kleberg,0031,County Chairman,,DEM,Kyle Benson,108,15,65,28,0
Kleberg,0031,Referenda Item #1,,DEM,For,113,10,78,25,0
Kleberg,0031,Referenda Item #1,,DEM,Against,26,3,8,15,0
Kleberg,0031,Referenda Item #2,,DEM,For,127,13,79,35,0
Kleberg,0031,Referenda Item #2,,DEM,Against,9,1,3,5,0
Kleberg,0031,Referenda Item #3,,DEM,For,121,15,78,28,0
Kleberg,0031,Referenda Item #3,,DEM,Against,20,0,8,12,0
Kleberg,0031,Referenda Item #4,,DEM,For,130,14,82,34,0
