county,precinct,office,district,candidate,party,early_voting,election_day,mail,early_voting_paper,votes
El Paso,081-SAN JUAN REC CTR,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,62,56,0,8,126
El Paso,081-SAN JUAN REC CTR,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,62,56,0,7,125
El Paso,081-SAN JUAN REC CTR,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,62,58,0,7,127
El Paso,081-SAN JUAN REC CTR,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,61,55,0,7,123
El Paso,081-SAN JUAN REC CTR,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,61,55,0,6,122
El Paso,081-SAN JUAN REC CTR,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,60,55,0,7,122
El Paso,081-SAN JUAN REC CTR,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,60,56,0,7,123
El Paso,081-SAN JUAN REC CTR,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,60,55,0,8,123
El Paso,081-SAN JUAN REC CTR,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,63,56,0,7,126
El Paso,081-SAN JUAN REC CTR,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,59,56,0,7,122
El Paso,081-SAN JUAN REC CTR,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,60,54,0,7,121
El Paso,081-SAN JUAN REC CTR,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,61,53,0,7,121
El Paso,081-SAN JUAN REC CTR,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,62,55,0,7,124
El Paso,081-SAN JUAN REC CTR,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,61,54,0,7,122
El Paso,081-SAN JUAN REC CTR,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,61,54,0,8,123
El Paso,081-SAN JUAN REC CTR,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,60,54,0,7,121
El Paso,081-SAN JUAN REC CTR,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,61,54,0,7,122
El Paso,081-SAN JUAN REC CTR,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,61,56,0,7,124
El Paso,081-SAN JUAN REC CTR,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,60,54,0,8,122
El Paso,081-SAN JUAN REC CTR,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,60,54,0,7,121
El Paso,081-SAN JUAN REC CTR,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,61,53,0,7,121
El Paso,081-SAN JUAN REC CTR,COUNTY CLERK,,DELIA BRIONES,DEM,61,57,0,7,125
El Paso,081-SAN JUAN REC CTR,COUNTY COMMISSIONER 2,,DAVID STOUT,DEM,60,55,0,7,122
El Paso,081-SAN JUAN REC CTR,JUSTICE OF THE PEACE 3,,JOSH HERRERA,DEM,62,56,0,7,125
El Paso,082-HAWKINS ELEM,EPISD TAX PROP,,FOR,NP,275,168,0,32,475
El Paso,082-HAWKINS ELEM,EPISD TAX PROP,,AGAINST,NP,195,111,1,29,336
El Paso,082-HAWKINS ELEM,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,211,136,0,30,377
El Paso,082-HAWKINS ELEM,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,250,135,1,34,420
El Paso,082-HAWKINS ELEM,Straight Party,,REPUBLICAN,REP,56,29,0,2,87
El Paso,082-HAWKINS ELEM,Straight Party,,DEMOCRAT,DEM,325,207,2,49,583
El Paso,082-HAWKINS ELEM,Straight Party,,LIBERTARIAN,LIB,3,1,0,0,4
El Paso,082-HAWKINS ELEM,U.S. Senate,,TED CRUZ,REP,73,46,0,6,125
El Paso,082-HAWKINS ELEM,U.S. Senate,,BETO OROURKE,DEM,432,258,3,69,762
El Paso,082-HAWKINS ELEM,U.S. Senate,,NEAL M DIKEMAN,LIB,5,2,0,0,7
El Paso,082-HAWKINS ELEM,U.S. House,16,RICK SEEBERGER,REP,73,45,0,3,121
El Paso,082-HAWKINS ELEM,U.S. House,16,VERONICA ESCOBAR,DEM,409,244,3,71,727
El Paso,082-HAWKINS ELEM,U.S. House,16,BEN MENDOZA,IND,21,10,0,1,32
El Paso,082-HAWKINS ELEM,U.S. House,16,Write-In,NP,0,1,0,0,1
El Paso,082-HAWKINS ELEM,GOVERNOR,,GREG ABBOTT,REP,94,55,0,9,158
El Paso,082-HAWKINS ELEM,GOVERNOR,,LUPE VALDEZ,DEM,396,238,3,66,703
El Paso,082-HAWKINS ELEM,GOVERNOR,,MARK JAY TIPPETTS,LIB,6,7,0,0,13
El Paso,082-HAWKINS ELEM,Lieutenant Governor,,DAN PATRICK,REP,80,44,0,11,135
El Paso,082-HAWKINS ELEM,Lieutenant Governor,,MIKE COLLIER,DEM,395,243,1,63,702
El Paso,082-HAWKINS ELEM,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,13,7,1,0,21
El Paso,082-HAWKINS ELEM,Attorney General,,KEN PAXTON,REP,78,40,0,6,124
El Paso,082-HAWKINS ELEM,Attorney General,,JUSTIN NELSON,DEM,394,238,2,66,700
El Paso,082-HAWKINS ELEM,Attorney General,,MICHAEL RAY HARRIS,LIB,14,11,0,3,28
El Paso,082-HAWKINS ELEM,Comptroller	of Public Accounts,,GLENN HEGAR,REP,74,40,0,5,119
El Paso,082-HAWKINS ELEM,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,390,232,1,64,687
El Paso,082-HAWKINS ELEM,Comptroller	of Public Accounts,,BEN SANDERS,LIB,22,19,1,5,47
El Paso,082-HAWKINS ELEM,Commissioner of the General Land Office,,GEORGE P BUSH,REP,96,49,1,10,156
El Paso,082-HAWKINS ELEM,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,384,240,2,62,688
El Paso,082-HAWKINS ELEM,Commissioner of the General Land Office,,MATT PINA,LIB,12,8,0,1,21
El Paso,082-HAWKINS ELEM,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,72,40,0,4,116
El Paso,082-HAWKINS ELEM,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,390,237,1,63,691
El Paso,082-HAWKINS ELEM,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,22,16,2,7,47
El Paso,082-HAWKINS ELEM,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,81,40,0,3,124
El Paso,082-HAWKINS ELEM,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,390,238,2,68,698
El Paso,082-HAWKINS ELEM,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,17,15,0,3,35
El Paso,082-HAWKINS ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,72,45,0,4,121
El Paso,082-HAWKINS ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,418,247,2,70,737
El Paso,082-HAWKINS ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,80,53,0,7,140
El Paso,082-HAWKINS ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,404,240,2,66,712
El Paso,082-HAWKINS ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,75,46,0,5,126
El Paso,082-HAWKINS ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,406,242,2,68,718
El Paso,082-HAWKINS ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,76,40,0,5,121
El Paso,082-HAWKINS ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,401,237,1,66,705
El Paso,082-HAWKINS ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,9,11,1,2,23
El Paso,082-HAWKINS ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,73,46,0,6,125
El Paso,082-HAWKINS ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,410,243,2,66,721
El Paso,082-HAWKINS ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,120,68,0,11,199
El Paso,082-HAWKINS ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,148,79,1,26,254
El Paso,082-HAWKINS ELEM,STATE REPRESENTATIVE,76,CESAR J BLANCO,DEM,429,256,3,71,759
El Paso,082-HAWKINS ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,435,256,3,70,764
El Paso,082-HAWKINS ELEM,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,432,253,2,70,757
El Paso,082-HAWKINS ELEM,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,431,252,3,70,756
El Paso,082-HAWKINS ELEM,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,431,249,3,70,753
El Paso,082-HAWKINS ELEM,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,432,250,2,70,754
El Paso,082-HAWKINS ELEM,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,431,252,3,69,755
El Paso,082-HAWKINS ELEM,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,432,251,3,69,755
El Paso,082-HAWKINS ELEM,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,427,254,3,69,753
El Paso,082-HAWKINS ELEM,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,429,250,2,68,749
El Paso,082-HAWKINS ELEM,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,432,256,3,68,759
El Paso,082-HAWKINS ELEM,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,426,251,2,69,748
El Paso,082-HAWKINS ELEM,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,427,254,2,69,752
El Paso,082-HAWKINS ELEM,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,428,254,2,69,753
El Paso,082-HAWKINS ELEM,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,428,255,3,69,755
El Paso,082-HAWKINS ELEM,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,426,255,2,69,752
El Paso,082-HAWKINS ELEM,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,426,249,2,69,746
El Paso,082-HAWKINS ELEM,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,426,253,3,69,751
El Paso,082-HAWKINS ELEM,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,426,251,3,70,750
El Paso,082-HAWKINS ELEM,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,428,250,3,69,750
El Paso,082-HAWKINS ELEM,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,432,251,2,69,754
El Paso,082-HAWKINS ELEM,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,426,250,2,69,747
El Paso,082-HAWKINS ELEM,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,425,248,2,69,744
El Paso,082-HAWKINS ELEM,COUNTY CLERK,,DELIA BRIONES,DEM,425,258,3,69,755
El Paso,082-HAWKINS ELEM,COUNTY COMMISSIONER 2,,DAVID STOUT,DEM,425,250,2,69,746
El Paso,082-HAWKINS ELEM,JUSTICE OF THE PEACE 3,,JOSH HERRERA,DEM,427,257,3,69,756
El Paso,083-HENDERSON MIDDLE,EPISD TAX PROP,,FOR,NP,140,146,2,21,309
El Paso,083-HENDERSON MIDDLE,EPISD TAX PROP,,AGAINST,NP,101,92,1,6,200
El Paso,083-HENDERSON MIDDLE,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,120,124,3,13,260
El Paso,083-HENDERSON MIDDLE,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,119,114,0,18,251
El Paso,083-HENDERSON MIDDLE,Straight Party,,REPUBLICAN,REP,20,23,0,3,46
El Paso,083-HENDERSON MIDDLE,Straight Party,,DEMOCRAT,DEM,163,156,3,23,345
El Paso,083-HENDERSON MIDDLE,Straight Party,,LIBERTARIAN,LIB,2,2,0,0,4
El Paso,083-HENDERSON MIDDLE,U.S. Senate,,TED CRUZ,REP,26,33,0,7,66
El Paso,083-HENDERSON MIDDLE,U.S. Senate,,BETO OROURKE,DEM,233,210,3,27,473
El Paso,083-HENDERSON MIDDLE,U.S. Senate,,NEAL M DIKEMAN,LIB,0,2,0,0,2
El Paso,083-HENDERSON MIDDLE,U.S. House,16,RICK SEEBERGER,REP,28,36,0,5,69
El Paso,083-HENDERSON MIDDLE,U.S. House,16,VERONICA ESCOBAR,DEM,220,194,3,26,443
El Paso,083-HENDERSON MIDDLE,U.S. House,16,BEN MENDOZA,IND,10,11,0,3,24
El Paso,083-HENDERSON MIDDLE,U.S. House,16,Write-In,NP,1,0,0,0,1
El Paso,083-HENDERSON MIDDLE,GOVERNOR,,GREG ABBOTT,REP,40,44,1,7,92
El Paso,083-HENDERSON MIDDLE,GOVERNOR,,LUPE VALDEZ,DEM,216,189,2,25,432
El Paso,083-HENDERSON MIDDLE,GOVERNOR,,MARK JAY TIPPETTS,LIB,7,7,0,1,15
El Paso,083-HENDERSON MIDDLE,Lieutenant Governor,,DAN PATRICK,REP,35,40,0,7,82
El Paso,083-HENDERSON MIDDLE,Lieutenant Governor,,MIKE COLLIER,DEM,216,192,3,26,437
El Paso,083-HENDERSON MIDDLE,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,6,5,0,0,11
El Paso,083-HENDERSON MIDDLE,Attorney General,,KEN PAXTON,REP,32,31,0,5,68
El Paso,083-HENDERSON MIDDLE,Attorney General,,JUSTIN NELSON,DEM,221,197,3,26,447
El Paso,083-HENDERSON MIDDLE,Attorney General,,MICHAEL RAY HARRIS,LIB,5,8,0,2,15
El Paso,083-HENDERSON MIDDLE,Comptroller	of Public Accounts,,GLENN HEGAR,REP,29,29,0,4,62
El Paso,083-HENDERSON MIDDLE,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,217,184,3,28,432
El Paso,083-HENDERSON MIDDLE,Comptroller	of Public Accounts,,BEN SANDERS,LIB,12,20,0,1,33
El Paso,083-HENDERSON MIDDLE,Commissioner of the General Land Office,,GEORGE P BUSH,REP,29,34,1,4,68
El Paso,083-HENDERSON MIDDLE,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,221,187,2,29,439
El Paso,083-HENDERSON MIDDLE,Commissioner of the General Land Office,,MATT PINA,LIB,6,13,0,0,19
El Paso,083-HENDERSON MIDDLE,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,25,31,0,4,60
El Paso,083-HENDERSON MIDDLE,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,222,192,3,29,446
El Paso,083-HENDERSON MIDDLE,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,6,10,0,0,16
El Paso,083-HENDERSON MIDDLE,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,30,31,1,3,65
El Paso,083-HENDERSON MIDDLE,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,217,192,2,28,439
El Paso,083-HENDERSON MIDDLE,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,7,8,0,2,17
El Paso,083-HENDERSON MIDDLE,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,33,33,0,3,69
El Paso,083-HENDERSON MIDDLE,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,221,198,3,30,452
El Paso,083-HENDERSON MIDDLE,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,29,36,0,4,69
El Paso,083-HENDERSON MIDDLE,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,226,197,3,27,453
El Paso,083-HENDERSON MIDDLE,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,32,35,0,4,71
El Paso,083-HENDERSON MIDDLE,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,225,198,3,26,452
El Paso,083-HENDERSON MIDDLE,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,31,30,0,3,64
El Paso,083-HENDERSON MIDDLE,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,220,194,3,27,444
El Paso,083-HENDERSON MIDDLE,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,5,8,0,0,13
El Paso,083-HENDERSON MIDDLE,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,31,36,1,3,71
El Paso,083-HENDERSON MIDDLE,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,221,197,2,27,447
El Paso,083-HENDERSON MIDDLE,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,64,59,1,6,130
El Paso,083-HENDERSON MIDDLE,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,87,85,0,10,182
El Paso,083-HENDERSON MIDDLE,STATE REPRESENTATIVE,76,CESAR J BLANCO,DEM,236,206,3,28,473
El Paso,083-HENDERSON MIDDLE,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 2",,YVONNE RODRIGUEZ,DEM,235,205,3,28,471
El Paso,083-HENDERSON MIDDLE,"JUSTICE, 8TH COURT OF APPEALS DISTRICT, PLACE 3",,GINA M PALAFOX,DEM,231,206,3,28,468
El Paso,083-HENDERSON MIDDLE,JUDGE 120TH JUDICIAL DISTRICT,,MARIA SALAS MENDOZA,DEM,231,205,3,28,467
El Paso,083-HENDERSON MIDDLE,JUDGE 168TH JUDICIAL DISTRICT,,MARCOS LIZARRAGA,DEM,230,202,3,28,463
El Paso,083-HENDERSON MIDDLE,JUDGE 171ST JUDICIAL DISTRICT,,BONNIE RANGEL,DEM,230,200,3,28,461
El Paso,083-HENDERSON MIDDLE,JUDGE 205TH JUDICIAL DISTRICT,,FRANCISCO X DOMINGUE,DEM,229,202,3,28,462
El Paso,083-HENDERSON MIDDLE,JUDGE 210TH JUDICIAL DISTRICT,,ALYSSA G PEREZ,DEM,228,202,3,28,461
El Paso,083-HENDERSON MIDDLE,JUDGE 243RD JUDICIAL DISTRICT,,SELENA SOLIS,DEM,231,204,3,28,466
El Paso,083-HENDERSON MIDDLE,JUDGE 327TH JUDICIAL DISTRICT,,LINDA YEE CHEW,DEM,230,202,3,28,463
El Paso,083-HENDERSON MIDDLE,EL PASO COUNTY JUDGE,,RICARDO SAMANIEGO,DEM,232,202,3,28,465
El Paso,083-HENDERSON MIDDLE,JUDGE COUNTY COURT AT LAW 1,,RUTH REYES,DEM,231,203,3,28,465
El Paso,083-HENDERSON MIDDLE,JUDGE COUNTY COURT AT LAW 2,,JULIE GONZALEZ,DEM,233,202,3,28,466
El Paso,083-HENDERSON MIDDLE,JUDGE COUNTY COURT AT LAW 3,,JAVIER ALVAREZ,DEM,231,201,3,28,463
El Paso,083-HENDERSON MIDDLE,JUDGE COUNTY COURT AT LAW 4,,ALEX GONZALEZ,DEM,232,201,3,28,464
El Paso,083-HENDERSON MIDDLE,JUDGE COUNTY COURT AT LAW 5,,JESUS RODRIGUEZ,DEM,229,201,3,28,461
El Paso,083-HENDERSON MIDDLE,JUDGE COUNTY COURT AT LAW 6,,M SUE KURITA,DEM,234,203,3,28,468
El Paso,083-HENDERSON MIDDLE,JUDGE COUNTY COURT AT LAW 7,,RUBEN MORALES,DEM,229,200,3,28,460
El Paso,083-HENDERSON MIDDLE,JUDGE COUNTY CRIMINAL COURT 1,,ALMA TREJO,DEM,231,202,3,28,464
El Paso,083-HENDERSON MIDDLE,JUDGE COUNTY CRIMINAL COURT 2,,ROBERT S ANCHONDO,DEM,233,200,3,28,464
El Paso,083-HENDERSON MIDDLE,JUDGE COUNTY PROBATE COURT 1,,PATRICIA B CHEW,DEM,228,201,3,28,460
El Paso,083-HENDERSON MIDDLE,JUDGE COUNTY PROBATE COURT 2,,EDUARDO GAMBOA,DEM,231,202,3,28,464
El Paso,083-HENDERSON MIDDLE,DISTRICT CLERK,,NORMA FAVELA BARCELE,DEM,230,202,3,28,463
El Paso,083-HENDERSON MIDDLE,COUNTY CLERK,,DELIA BRIONES,DEM,230,204,3,28,465
El Paso,083-HENDERSON MIDDLE,COUNTY COMMISSIONER 2,,DAVID STOUT,DEM,227,204,3,28,462
El Paso,083-HENDERSON MIDDLE,JUSTICE OF THE PEACE 3,,JOSH HERRERA,DEM,233,201,3,28,465
El Paso,084-CLARDY ELEM,EPISD TAX PROP,,FOR,NP,208,226,1,37,472
El Paso,084-CLARDY ELEM,EPISD TAX PROP,,AGAINST,NP,181,163,0,19,363
El Paso,084-CLARDY ELEM,"CITY REP OF EL PASO, DIST 8",,RICHARD RICH WRIGHT,NP,51,52,0,3,106
El Paso,084-CLARDY ELEM,"CITY REP OF EL PASO, DIST 8",,NICHOLAS ANTHONY VAS,NP,72,42,0,8,122
El Paso,084-CLARDY ELEM,"CITY REP OF EL PASO, DIST 8",,GREG BAINE,NP,28,25,1,1,55
El Paso,084-CLARDY ELEM,"CITY REP OF EL PASO, DIST 8",,CISSY LIZARRAGA,NP,191,203,0,38,432
El Paso,084-CLARDY ELEM,"CITY REP OF EL PASO, DIST 8",,DYLAN CORBETT,NP,22,23,0,4,49
El Paso,084-CLARDY ELEM,CITY OF EL PASO CHARTER PROP 1,,FOR,NP,177,203,0,24,404
El Paso,084-CLARDY ELEM,CITY OF EL PASO CHARTER PROP 1,,AGAINST,NP,183,167,1,33,384
El Paso,084-CLARDY ELEM,Straight Party,,REPUBLICAN,REP,39,45,0,3,87
El Paso,084-CLARDY ELEM,Straight Party,,DEMOCRAT,DEM,271,274,0,42,587
El Paso,084-CLARDY ELEM,Straight Party,,LIBERTARIAN,LIB,2,4,0,0,6
El Paso,084-CLARDY ELEM,U.S. Senate,,TED CRUZ,REP,53,67,1,4,125
El Paso,084-CLARDY ELEM,U.S. Senate,,BETO OROURKE,DEM,370,361,0,63,794
El Paso,084-CLARDY ELEM,U.S. Senate,,NEAL M DIKEMAN,LIB,3,3,0,0,6
El Paso,084-CLARDY ELEM,U.S. House,16,RICK SEEBERGER,REP,49,63,0,4,116
El Paso,084-CLARDY ELEM,U.S. House,16,VERONICA ESCOBAR,DEM,350,344,0,60,754
El Paso,084-CLARDY ELEM,U.S. House,16,BEN MENDOZA,IND,18,13,1,3,35
El Paso,084-CLARDY ELEM,U.S. House,16,Write-In,NP,0,0,0,0,0
El Paso,084-CLARDY ELEM,GOVERNOR,,GREG ABBOTT,REP,74,84,0,8,166
El Paso,084-CLARDY ELEM,GOVERNOR,,LUPE VALDEZ,DEM,345,327,0,58,730
El Paso,084-CLARDY ELEM,GOVERNOR,,MARK JAY TIPPETTS,LIB,5,10,0,1,16
El Paso,084-CLARDY ELEM,Lieutenant Governor,,DAN PATRICK,REP,67,80,0,8,155
El Paso,084-CLARDY ELEM,Lieutenant Governor,,MIKE COLLIER,DEM,333,317,1,57,708
El Paso,084-CLARDY ELEM,Lieutenant Governor,,KERRY DOUGLAS MCKENN,LIB,15,17,0,2,34
El Paso,084-CLARDY ELEM,Attorney General,,KEN PAXTON,REP,57,68,0,6,131
El Paso,084-CLARDY ELEM,Attorney General,,JUSTIN NELSON,DEM,338,324,1,58,721
El Paso,084-CLARDY ELEM,Attorney General,,MICHAEL RAY HARRIS,LIB,19,22,0,2,43
El Paso,084-CLARDY ELEM,Comptroller	of Public Accounts,,GLENN HEGAR,REP,59,61,0,4,124
El Paso,084-CLARDY ELEM,Comptroller	of Public Accounts,,JOI CHEVALIER,DEM,333,315,1,59,708
El Paso,084-CLARDY ELEM,Comptroller	of Public Accounts,,BEN SANDERS,LIB,24,33,0,3,60
El Paso,084-CLARDY ELEM,Commissioner of the General Land Office,,GEORGE P BUSH,REP,61,69,0,7,137
El Paso,084-CLARDY ELEM,Commissioner of the General Land Office,,MIGUEL SUAZO,DEM,341,327,0,57,725
El Paso,084-CLARDY ELEM,Commissioner of the General Land Office,,MATT PINA,LIB,15,17,0,2,34
El Paso,084-CLARDY ELEM,COMMISSIONER OF AGRICULTURE,,SID MILLER,REP,51,60,0,7,118
El Paso,084-CLARDY ELEM,COMMISSIONER OF AGRICULTURE,,KIM OLSON,DEM,340,325,0,57,722
El Paso,084-CLARDY ELEM,COMMISSIONER OF AGRICULTURE,,RICHARD CARPENTER,LIB,24,22,0,2,48
El Paso,084-CLARDY ELEM,RAILROAD COMMISSIONER,,CHRISTI CRADDICK,REP,54,67,0,4,125
El Paso,084-CLARDY ELEM,RAILROAD COMMISSIONER,,ROMAN MCALLEN,DEM,345,326,0,60,731
El Paso,084-CLARDY ELEM,RAILROAD COMMISSIONER,,MIKE WRIGHT,LIB,15,18,0,2,35
El Paso,084-CLARDY ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,JIMMY BLACKLOCK,REP,62,66,0,9,137
El Paso,084-CLARDY ELEM,"JUSTICE, SUPREME COURT, PLACE 2",,STEVE KIRKLAND,DEM,352,349,1,56,758
El Paso,084-CLARDY ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,JOHN DEVINE,REP,65,76,0,5,146
El Paso,084-CLARDY ELEM,"JUSTICE, SUPREME COURT, PLACE 4",,R K SANDILL,DEM,349,334,0,60,743
El Paso,084-CLARDY ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,JEFF BROWN,REP,55,72,0,5,132
El Paso,084-CLARDY ELEM,"JUSTICE, SUPREME COURT, PLACE 6",,KATHY CHENG,DEM,362,338,1,60,761
El Paso,084-CLARDY ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,SHARON KELLER,REP,54,69,0,4,127
El Paso,084-CLARDY ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,MARIA T TERRI JACKSO,DEM,353,328,0,61,742
El Paso,084-CLARDY ELEM,"PRESIDING JUDGE, COURT OF CRIMINAL APPEALS",,WILLIAM BRYAN STRANG,LIB,10,17,0,0,27
El Paso,084-CLARDY ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,BARBARA PARKER HERVE,REP,65,71,0,4,140
El Paso,084-CLARDY ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 7",,RAMONA FRANKLIN,DEM,347,338,0,61,746
El Paso,084-CLARDY ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MICHELLE SLAUGHTER,REP,113,116,0,12,241
El Paso,084-CLARDY ELEM,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 8",,MARK ASH,LIB,129,119,0,22,270
