county,precinct,office,district,party,candidate,votes,election_day,early_voting,early_voting_ts,early_voting_os
Sherman,201,Proposition #10,,DEM,FOR,2,1,1,1,0
Sherman,201,Proposition #10,,DEM,AGAINST,0,0,0,0,0
Sherman,201,Proposition #11,,DEM,FOR,1,1,0,0,0
Sherman,201,Proposition #11,,DEM,AGAINST,2,1,1,1,0
Sherman,201,Proposition #12,,DEM,FOR,2,1,1,1,0
Sherman,201,Proposition #12,,DEM,AGAINST,0,0,0,0,0
Sherman,202,U.S. Senator,,REP,Stefano de Stefano,0,0,0,0,0
Sherman,202,U.S. Senator,,REP,"Bruce Jacobson, Jr.",3,3,0,0,0
Sherman,202,U.S. Senator,,REP,Geraldine Sam,1,1,0,0,0
Sherman,202,U.S. Senator,,REP,Ted Cruz,47,29,18,14,4
Sherman,202,U.S. Senator,,REP,Mary Miller,0,0,0,0,0
Sherman,202,U.S. House,13,REP,Mac Thornberry,46,29,17,13,4
Sherman,202,Governor,,REP,SECEDE Kilgore,3,3,0,0,0
Sherman,202,Governor,,REP,Greg Abbott,44,27,17,13,4
Sherman,202,Governor,,REP,Barbara Krueger,5,4,1,1,0
Sherman,202,Lt. Governor,,REP,Scott Milder,14,13,1,1,0
Sherman,202,Lt. Governor,,REP,Dan Patrick,33,17,16,12,4
Sherman,202,Attorney General,,REP,Ken Paxton,44,29,15,12,3
Sherman,202,Comptroller of Public Accounts,,REP,Glenn Hegar,42,27,15,11,4
Sherman,202,Comm of the General Land Office,,REP,Davey Edwards,6,5,1,1,0
Sherman,202,Comm of the General Land Office,,REP,Jerry Patterson,4,3,1,1,0
Sherman,202,Comm of the General Land Office,,REP,George P. Bush,36,23,13,9,4
Sherman,202,Comm of the General Land Office,,REP,Rick Range,0,0,0,0,0
Sherman,202,Comm of Agriculture,,REP,Jim Hogan,13,10,3,3,0
Sherman,202,Comm of Agriculture,,REP,Sid Miller,20,12,8,6,2
Sherman,202,Comm of Agriculture,,REP,Trey Blocker,10,7,3,1,2
Sherman,202,Railroad Comm,,REP,Weston Martinez,9,7,2,2,0
Sherman,202,Railroad Comm,,REP,Christi Craddick,33,21,12,8,4
Sherman,202,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,38,25,13,9,4
Sherman,202,"Justice, Supreme Court, Place 4",,REP,John Devine,37,24,13,9,4
Sherman,202,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,38,24,14,10,4
Sherman,202,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,19,11,8,7,1
Sherman,202,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,17,14,3,0,3
Sherman,202,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara P. Hervey,36,24,12,8,4
Sherman,202,"Judge, Court of Criminal Apeals, Place 8",,REP,Jay Brandon,21,12,9,5,4
Sherman,202,"Judge, Court of Criminal Apeals, Place 8",,REP,Michelle Slaughter,10,8,2,2,0
Sherman,202,"Judge, Court of Criminal Apeals, Place 8",,REP,Dib Waldrip,4,3,1,1,0
Sherman,202,State Senator,31,REP,Victor Leal,10,7,3,3,0
Sherman,202,State Senator,31,REP,Mike Canon,12,11,1,1,0
Sherman,202,State Senator,31,REP,Kel Seliger,29,16,13,9,4
Sherman,202,State Representative,87,REP,Drew Brassfield,11,10,1,1,0
Sherman,202,State Representative,87,REP,Four Price,39,24,15,11,4
Sherman,202,"Justice, 7th Court of Appeals Dist, Place 2",,REP,Judy Parker,36,23,13,9,4
Sherman,202,"Justice, 7th Court Of Appeals Dist, Place 3",,REP,Pat Pirtle,36,23,13,9,4
Sherman,202,"District Judge, 69th Judicial Dist",,REP,Ron Enns,41,27,14,10,4
Sherman,202,County Judge,,REP,Terri Beth Carter,47,31,16,12,4
Sherman,202,District and County Clerk,,REP,Laura Rogers,34,23,11,7,4
Sherman,202,District and County Clerk,,REP,Maida Reyes,7,3,4,4,0
Sherman,202,District and County Clerk,,REP,Billye Zak,5,5,0,0,0
Sherman,202,County Treasurer,,REP,Doris Parsons,42,26,16,12,4
Sherman,202,"County Comm, Pct No. 2",,REP,Michael T. Helton,13,12,1,1,0
Sherman,202,"County Comm, Pct No. 2",,REP,Bart Thoreson,32,18,14,10,4
Sherman,202,"County Comm, Pct No. 2",,REP,Joe Zak,1,1,0,0,0
Sherman,202,"County Comm, Pct No. 2",,REP,Terry Mathews,6,3,3,3,0
Sherman,202,Justice of the Peace,,REP,Margaret Ewers,11,9,2,0,2
Sherman,202,Justice of the Peace,,REP,Shannon Sellers,6,4,2,0,2
Sherman,202,Justice of the Peace,,REP,Brenda J. Acker,32,19,13,13,0
Sherman,202,County Chairman,,REP,Susie E Spurlock,47,30,17,13,4
Sherman,202,Proposition 1,,REP,FOR,25,19,6,6,0
Sherman,202,Proposition 1,,REP,AGAINST,22,14,8,4,4
Sherman,202,Proposition 2,,REP,FOR,42,28,14,10,4
Sherman,202,Proposition 2,,REP,AGAINST,6,6,0,0,0
Sherman,202,Proposition 3,,REP,FOR,39,27,12,8,4
Sherman,202,Proposition 3,,REP,AGAINST,6,4,2,2,0
Sherman,202,Proposition 4,,REP,FOR,30,21,9,7,2
Sherman,202,Proposition 4,,REP,AGAINST,17,11,6,4,2
Sherman,202,Proposition 5,,REP,FOR,31,20,11,8,3
Sherman,202,Proposition 5,,REP,AGAINST,18,13,5,5,0
Sherman,202,Proposition 6,,REP,FOR,45,30,15,11,4
Sherman,202,Proposition 6,,REP,AGAINST,5,3,2,2,0
Sherman,202,Proposition 7,,REP,FOR,39,26,13,11,2
Sherman,202,Proposition 7,,REP,AGAINST,10,7,3,1,2
Sherman,202,Proposition 8,,REP,FOR,49,33,16,12,4
Sherman,202,Proposition 8,,REP,AGAINST,1,0,1,1,0
Sherman,202,Proposition 9,,REP,FOR,50,33,17,13,4
Sherman,202,Proposition 9,,REP,AGAINST,1,1,0,0,0
Sherman,202,Proposition 10,,REP,FOR,45,30,15,11,4
Sherman,202,Proposition 10,,REP,AGAINST,4,4,0,0,0
Sherman,202,Proposition 11,,REP,FOR,46,30,16,12,4
Sherman,202,Proposition 11,,REP,AGAINST,5,4,1,1,0
Sherman,202,U.S. Senator,,DEM,Edward Kimbrough,0,0,0,0,0
Sherman,202,U.S. Senator,,DEM,Beto O'Rourke,1,0,1,0,1
Sherman,202,U.S. Senator,,DEM,Sema Hernandez,0,0,0,0,0
Sherman,202,U.S. House,13,DEM,Greg Sagan,2,0,2,0,2
Sherman,202,Governor,,DEM,Adrian Ocegueda,0,0,0,0,0
Sherman,202,Governor,,DEM,Joe Mumbach,0,0,0,0,0
Sherman,202,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Sherman,202,Governor,,DEM,"Cedric Davis, Sr.",0,0,0,0,0
Sherman,202,Governor,,DEM,Jeffrey Payne,0,0,0,0,0
Sherman,202,Governor,,DEM,Tom Wakely,0,0,0,0,0
Sherman,202,Governor,,DEM,Lupe Valdez,0,0,0,0,0
Sherman,202,Governor,,DEM,Grady Yarbrough,0,0,0,0,0
Sherman,202,Governor,,DEM,Andrew White,1,0,1,0,1
Sherman,202,Lt. Governor,,DEM,Mike Collier,1,0,1,0,1
Sherman,202,Lt. Governor,,DEM,Michael Cooper,0,0,0,0,0
Sherman,202,Attorney General,,DEM,Justin Nelson,2,0,2,0,2
Sherman,202,Comptroller of Public Accounts,,DEM,Tim Mahoney,0,0,0,0,0
Sherman,202,Comptroller of Public Accounts,,DEM,Joi Chevalier,1,0,1,0,1
Sherman,202,Comm of the General Land Office,,DEM,Miguel Suazo,0,0,0,0,0
Sherman,202,Comm of the General Land Office,,DEM,Tex Morgan,1,0,1,0,1
Sherman,202,Comm of Agriculture,,DEM,Kim Olson,1,0,1,0,1
Sherman,202,Railroad Comm,,DEM,Roman McAllen,1,0,1,0,1
Sherman,202,Railroad Comm,,DEM,Chris Spellmon,0,0,0,0,0
Sherman,202,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,2,0,2,0,2
Sherman,202,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,2,0,2,0,2
Sherman,202,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,2,0,2,0,2
Sherman,202,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. Jackson,2,0,2,0,2
Sherman,202,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,1,0,1,0,1
Sherman,202,County Chair,,DEM,Mildred Hacker,0,0,0,0,0
Sherman,202,Proposition #1 ,,DEM,FOR,2,0,2,0,2
Sherman,202,Proposition #1 ,,DEM,AGAINST,0,0,0,0,0
Sherman,202,Proposition #2,,DEM,FOR,2,0,2,0,2
Sherman,202,Proposition #2,,DEM,AGAINST,0,0,0,0,0
Sherman,202,Proposition #3,,DEM,FOR,2,0,2,0,2
Sherman,202,Proposition #3,,DEM,AGAINST,0,0,0,0,0
Sherman,202,Proposition #4,,DEM,FOR,2,0,2,0,2
Sherman,202,Proposition #4,,DEM,AGAINST,0,0,0,0,0
Sherman,202,Proposition #5,,DEM,FOR,2,0,2,0,2
Sherman,202,Proposition #5,,DEM,AGAINST,0,0,0,0,0
Sherman,202,Proposition #6,,DEM,FOR,2,0,2,0,2
Sherman,202,Proposition #6,,DEM,AGAINST,0,0,0,0,0
Sherman,202,Proposition #7,,DEM,FOR,2,0,2,0,2
Sherman,202,Proposition #7,,DEM,AGAINST,0,0,0,0,0
Sherman,202,Proposition #8,,DEM,FOR,1,0,1,0,1
Sherman,202,Proposition #8,,DEM,AGAINST,1,0,1,0,1
Sherman,202,Proposition #9,,DEM,FOR,2,0,2,0,2
Sherman,202,Proposition #9,,DEM,AGAINST,0,0,0,0,0
Sherman,202,Proposition #10,,DEM,FOR,1,0,1,0,1
Sherman,202,Proposition #10,,DEM,AGAINST,1,0,1,0,1
Sherman,202,Proposition #11,,DEM,FOR,2,0,2,0,2
Sherman,202,Proposition #11,,DEM,AGAINST,0,0,0,0,0
Sherman,202,Proposition #12,,DEM,FOR,1,0,1,0,1
Sherman,202,Proposition #12,,DEM,AGAINST,1,0,1,0,1
Sherman,301,U.S. Senator,,REP,Stefano de Stefano,1,0,1,1,0
Sherman,301,U.S. Senator,,REP,"Bruce Jacobson, Jr.",5,3,2,2,0
Sherman,301,U.S. Senator,,REP,Geraldine Sam,2,2,0,0,0
Sherman,301,U.S. Senator,,REP,Ted Cruz,33,15,18,16,2
Sherman,301,U.S. Senator,,REP,Mary Miller,1,1,0,0,0
Sherman,301,U.S. House,13,REP,Mac Thornberry,36,17,19,17,2
Sherman,301,Governor,,REP,SECEDE Kilgore,3,2,1,1,0
Sherman,301,Governor,,REP,Greg Abbott,35,15,20,18,2
Sherman,301,Governor,,REP,Barbara Krueger,4,3,1,1,0
Sherman,301,Lt. Governor,,REP,Scott Milder,12,8,4,4,0
Sherman,301,Lt. Governor,,REP,Dan Patrick,27,10,17,15,2
Sherman,301,Attorney General,,REP,Ken Paxton,37,17,20,18,2
Sherman,301,Comptroller of Public Accounts,,REP,Glenn Hegar,34,17,17,15,2
Sherman,301,Comm of the General Land Office,,REP,Davey Edwards,3,1,2,2,0
Sherman,301,Comm of the General Land Office,,REP,Jerry Patterson,5,2,3,3,0
Sherman,301,Comm of the General Land Office,,REP,George P. Bush,30,13,17,15,2
Sherman,301,Comm of the General Land Office,,REP,Rick Range,5,5,0,0,0
Sherman,301,Comm of Agriculture,,REP,Jim Hogan,7,2,5,5,0
Sherman,301,Comm of Agriculture,,REP,Sid Miller,21,10,11,9,2
Sherman,301,Comm of Agriculture,,REP,Trey Blocker,9,7,2,2,0
Sherman,301,Railroad Comm,,REP,Weston Martinez,10,4,6,6,0
Sherman,301,Railroad Comm,,REP,Christi Craddick,29,16,13,11,2
Sherman,301,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,34,17,17,15,2
Sherman,301,"Justice, Supreme Court, Place 4",,REP,John Devine,33,16,17,15,2
Sherman,301,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,34,17,17,15,2
Sherman,301,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,15,8,7,5,2
Sherman,301,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,19,10,9,9,0
Sherman,301,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara P. Hervey,33,16,17,15,2
Sherman,301,"Judge, Court of Criminal Apeals, Place 8",,REP,Jay Brandon,15,5,10,9,1
Sherman,301,"Judge, Court of Criminal Apeals, Place 8",,REP,Michelle Slaughter,10,6,4,3,1
Sherman,301,"Judge, Court of Criminal Apeals, Place 8",,REP,Dib Waldrip,11,9,2,2,0
Sherman,301,State Senator,31,REP,Victor Leal,13,7,6,5,1
Sherman,301,State Senator,31,REP,Mike Canon,8,6,2,2,0
Sherman,301,State Senator,31,REP,Kel Seliger,21,7,14,13,1
Sherman,301,State Representative,87,REP,Drew Brassfield,11,6,5,5,0
Sherman,301,State Representative,87,REP,Four Price,32,15,17,15,2
Sherman,301,"Justice, 7th Court of Appeals Dist, Place 2",,REP,Judy Parker,32,16,16,14,2
Sherman,301,"Justice, 7th Court Of Appeals Dist, Place 3",,REP,Pat Pirtle,34,16,18,16,2
Sherman,301,"District Judge, 69th Judicial Dist",,REP,Ron Enns,36,18,18,16,2
Sherman,301,County Judge,,REP,Terri Beth Carter,35,18,17,15,2
Sherman,301,District and County Clerk,,REP,Laura Rogers,20,10,10,8,2
Sherman,301,District and County Clerk,,REP,Maida Reyes,9,2,7,7,0
Sherman,301,District and County Clerk,,REP,Billye Zak,11,8,3,3,0
Sherman,301,County Treasurer,,REP,Doris Parsons,37,17,20,18,2
Sherman,301,Justice of the Peace,,REP,Margaret Ewers,12,3,9,9,0
Sherman,301,Justice of the Peace,,REP,Shannon Sellers,0,0,0,0,0
Sherman,301,Justice of the Peace,,REP,Brenda J. Acker,30,17,13,11,2
Sherman,301,County Chairman,,REP,Susie E Spurlock,34,18,16,14,2
Sherman,301,Proposition 1,,REP,FOR,31,16,15,13,2
Sherman,301,Proposition 1,,REP,AGAINST,7,4,3,3,0
Sherman,301,Proposition 2,,REP,FOR,37,18,19,17,2
Sherman,301,Proposition 2,,REP,AGAINST,4,3,1,1,0
Sherman,301,Proposition 3,,REP,FOR,33,16,17,15,2
Sherman,301,Proposition 3,,REP,AGAINST,6,5,1,1,0
Sherman,301,Proposition 4,,REP,FOR,37,18,19,17,2
Sherman,301,Proposition 4,,REP,AGAINST,4,3,1,1,0
Sherman,301,Proposition 5,,REP,FOR,31,16,15,13,2
Sherman,301,Proposition 5,,REP,AGAINST,9,5,4,4,0
Sherman,301,Proposition 6,,REP,FOR,38,19,19,17,2
Sherman,301,Proposition 6,,REP,AGAINST,3,2,1,1,0
Sherman,301,Proposition 7,,REP,FOR,31,16,15,13,2
Sherman,301,Proposition 7,,REP,AGAINST,10,5,5,5,0
Sherman,301,Proposition 8,,REP,FOR,38,18,20,18,2
Sherman,301,Proposition 8,,REP,AGAINST,3,3,0,0,0
Sherman,301,Proposition 9,,REP,FOR,37,18,19,17,2
Sherman,301,Proposition 9,,REP,AGAINST,5,3,2,2,0
Sherman,301,Proposition 10,,REP,FOR,38,19,19,17,2
Sherman,301,Proposition 10,,REP,AGAINST,3,2,1,1,0
Sherman,301,Proposition 11,,REP,FOR,39,19,20,18,2
Sherman,301,Proposition 11,,REP,AGAINST,2,2,0,0,0
Sherman,301,U.S. Senator,,DEM,Edward Kimbrough,2,0,2,2,0
Sherman,301,U.S. Senator,,DEM,Beto O'Rourke,0,0,0,0,0
Sherman,301,U.S. Senator,,DEM,Sema Hernandez,1,1,0,0,0
Sherman,301,U.S. House,13,DEM,Greg Sagan,1,1,0,0,0
Sherman,301,Governor,,DEM,Adrian Ocegueda,1,0,1,1,0
Sherman,301,Governor,,DEM,Joe Mumbach,0,0,0,0,0
Sherman,301,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Sherman,301,Governor,,DEM,"Cedric Davis, Sr.",0,0,0,0,0
Sherman,301,Governor,,DEM,Jeffrey Payne,1,0,1,1,0
Sherman,301,Governor,,DEM,Tom Wakely,0,0,0,0,0
Sherman,301,Governor,,DEM,Lupe Valdez,0,0,0,0,0
Sherman,301,Governor,,DEM,Grady Yarbrough,1,1,0,0,0
Sherman,301,Governor,,DEM,Andrew White,0,0,0,0,0
Sherman,301,Lt. Governor,,DEM,Mike Collier,2,1,1,1,0
Sherman,301,Lt. Governor,,DEM,Michael Cooper,1,0,1,1,0
Sherman,301,Attorney General,,DEM,Justin Nelson,2,1,1,1,0
Sherman,301,Comptroller of Public Accounts,,DEM,Tim Mahoney,1,0,1,1,0
Sherman,301,Comptroller of Public Accounts,,DEM,Joi Chevalier,2,1,1,1,0
Sherman,301,Comm of the General Land Office,,DEM,Miguel Suazo,3,1,2,2,0
Sherman,301,Comm of the General Land Office,,DEM,Tex Morgan,0,0,0,0,0
Sherman,301,Comm of Agriculture,,DEM,Kim Olson,2,1,1,1,0
Sherman,301,Railroad Comm,,DEM,Roman McAllen,3,1,2,2,0
Sherman,301,Railroad Comm,,DEM,Chris Spellmon,0,0,0,0,0
Sherman,301,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,2,1,1,1,0
Sherman,301,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,2,1,1,1,0
Sherman,301,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,2,1,1,1,0
Sherman,301,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. Jackson,2,1,1,1,0
Sherman,301,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,2,1,1,1,0
Sherman,301,County Chair,,DEM,Mildred Hacker,2,1,1,1,0
Sherman,301,Proposition #1 ,,DEM,FOR,2,1,1,1,0
Sherman,301,Proposition #1 ,,DEM,AGAINST,0,0,0,0,0
Sherman,301,Proposition #2,,DEM,FOR,1,1,0,0,0
Sherman,301,Proposition #2,,DEM,AGAINST,0,0,0,0,0
Sherman,301,Proposition #3,,DEM,FOR,2,1,1,1,0
Sherman,301,Proposition #3,,DEM,AGAINST,0,0,0,0,0
Sherman,301,Proposition #4,,DEM,FOR,2,1,1,1,0
Sherman,301,Proposition #4,,DEM,AGAINST,0,0,0,0,0
Sherman,301,Proposition #5,,DEM,FOR,2,1,1,1,0
Sherman,301,Proposition #5,,DEM,AGAINST,0,0,0,0,0
Sherman,301,Proposition #6,,DEM,FOR,1,1,0,0,0
Sherman,301,Proposition #6,,DEM,AGAINST,0,0,0,0,0
Sherman,301,Proposition #7,,DEM,FOR,2,1,1,1,0
Sherman,301,Proposition #7,,DEM,AGAINST,0,0,0,0,0
Sherman,301,Proposition #8,,DEM,FOR,2,1,1,1,0
Sherman,301,Proposition #8,,DEM,AGAINST,0,0,0,0,0
Sherman,301,Proposition #9,,DEM,FOR,2,1,1,1,0
Sherman,301,Proposition #9,,DEM,AGAINST,0,0,0,0,0
Sherman,301,Proposition #10,,DEM,FOR,2,1,1,1,0
Sherman,301,Proposition #10,,DEM,AGAINST,0,0,0,0,0
Sherman,301,Proposition #11,,DEM,FOR,2,1,1,1,0
Sherman,301,Proposition #11,,DEM,AGAINST,0,0,0,0,0
Sherman,301,Proposition #12,,DEM,FOR,2,1,1,1,0
Sherman,301,Proposition #12,,DEM,AGAINST,0,0,0,0,0
Sherman,302,U.S. Senator,,REP,Stefano de Stefano,0,0,0,0,0
Sherman,302,U.S. Senator,,REP,"Bruce Jacobson, Jr.",1,1,0,0,0
Sherman,302,U.S. Senator,,REP,Geraldine Sam,0,0,0,0,0
Sherman,302,U.S. Senator,,REP,Ted Cruz,49,43,6,4,2
Sherman,302,U.S. Senator,,REP,Mary Miller,8,6,2,2,0
Sherman,302,U.S. House,13,REP,Mac Thornberry,55,48,7,5,2
Sherman,302,Governor,,REP,SECEDE Kilgore,3,3,0,0,0
Sherman,302,Governor,,REP,Greg Abbott,51,43,8,6,2
Sherman,302,Governor,,REP,Barbara Krueger,5,5,0,0,0
Sherman,302,Lt. Governor,,REP,Scott Milder,17,14,3,1,2
Sherman,302,Lt. Governor,,REP,Dan Patrick,40,35,5,5,0
Sherman,302,Attorney General,,REP,Ken Paxton,53,45,8,6,2
Sherman,302,Comptroller of Public Accounts,,REP,Glenn Hegar,48,40,8,6,2
Sherman,302,Comm of the General Land Office,,REP,Davey Edwards,6,4,2,2,0
Sherman,302,Comm of the General Land Office,,REP,Jerry Patterson,5,5,0,0,0
Sherman,302,Comm of the General Land Office,,REP,George P. Bush,41,35,6,4,2
Sherman,302,Comm of the General Land Office,,REP,Rick Range,3,3,0,0,0
Sherman,302,Comm of Agriculture,,REP,Jim Hogan,14,12,2,1,1
Sherman,302,Comm of Agriculture,,REP,Sid Miller,32,27,5,4,1
Sherman,302,Comm of Agriculture,,REP,Trey Blocker,7,6,1,1,0
Sherman,302,Railroad Comm,,REP,Weston Martinez,19,17,2,1,1
Sherman,302,Railroad Comm,,REP,Christi Craddick,35,29,6,5,1
Sherman,302,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,49,41,8,6,2
Sherman,302,"Justice, Supreme Court, Place 4",,REP,John Devine,48,40,8,6,2
Sherman,302,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,48,40,8,6,2
Sherman,302,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,25,23,2,1,1
Sherman,302,"Presiding Judge, Court of Criminal Appeals",,REP,David Bridges,25,19,6,5,1
Sherman,302,"Judge, Court Of Criminal Appeals, Place 7",,REP,Barbara P. Hervey,49,41,8,6,2
Sherman,302,"Judge, Court of Criminal Apeals, Place 8",,REP,Jay Brandon,27,22,5,4,1
Sherman,302,"Judge, Court of Criminal Apeals, Place 8",,REP,Michelle Slaughter,14,12,2,1,1
Sherman,302,"Judge, Court of Criminal Apeals, Place 8",,REP,Dib Waldrip,5,4,1,1,0
Sherman,302,State Senator,31,REP,Victor Leal,9,8,1,1,0
Sherman,302,State Senator,31,REP,Mike Canon,20,17,3,3,0
Sherman,302,State Senator,31,REP,Kel Seliger,29,25,4,2,2
Sherman,302,State Representative,87,REP,Drew Brassfield,17,16,1,1,0
Sherman,302,State Representative,87,REP,Four Price,41,34,7,5,2
Sherman,302,"Justice, 7th Court of Appeals Dist, Place 2",,REP,Judy Parker,49,41,8,6,2
Sherman,302,"Justice, 7th Court Of Appeals Dist, Place 3",,REP,Pat Pirtle,49,41,8,6,2
Sherman,302,"District Judge, 69th Judicial Dist",,REP,Ron Enns,51,44,7,5,2
Sherman,302,County Judge,,REP,Terri Beth Carter,51,43,8,6,2
Sherman,302,District and County Clerk,,REP,Laura Rogers,25,22,3,1,2
Sherman,302,District and County Clerk,,REP,Maida Reyes,12,11,1,1,0
Sherman,302,District and County Clerk,,REP,Billye Zak,21,17,4,4,0
Sherman,302,County Treasurer,,REP,Doris Parsons,53,45,8,6,2
Sherman,302,Justice of the Peace,,REP,Margaret Ewers,25,24,1,1,0
Sherman,302,Justice of the Peace,,REP,Shannon Sellers,4,4,0,0,0
Sherman,302,Justice of the Peace,,REP,Brenda J. Acker,30,23,7,5,2
Sherman,302,County Chairman,,REP,Susie E Spurlock,52,45,7,5,2
Sherman,302,Proposition 1,,REP,FOR,35,29,6,4,2
Sherman,302,Proposition 1,,REP,AGAINST,21,19,2,2,0
Sherman,302,Proposition 2,,REP,FOR,54,47,7,5,2
Sherman,302,Proposition 2,,REP,AGAINST,3,2,1,1,0
Sherman,302,Proposition 3,,REP,FOR,55,47,8,6,2
Sherman,302,Proposition 3,,REP,AGAINST,2,2,0,0,0
Sherman,302,Proposition 4,,REP,FOR,50,44,6,4,2
Sherman,302,Proposition 4,,REP,AGAINST,8,6,2,2,0
Sherman,302,Proposition 5,,REP,FOR,35,29,6,4,2
Sherman,302,Proposition 5,,REP,AGAINST,23,21,2,2,0
Sherman,302,Proposition 6,,REP,FOR,53,45,8,6,2
Sherman,302,Proposition 6,,REP,AGAINST,5,5,0,0,0
Sherman,302,Proposition 7,,REP,FOR,51,44,7,6,1
Sherman,302,Proposition 7,,REP,AGAINST,6,5,1,0,1
Sherman,302,Proposition 8,,REP,FOR,57,50,7,5,2
Sherman,302,Proposition 8,,REP,AGAINST,1,0,1,1,0
Sherman,302,Proposition 9,,REP,FOR,53,45,8,6,2
Sherman,302,Proposition 9,,REP,AGAINST,4,4,0,0,0
Sherman,302,Proposition 10,,REP,FOR,55,48,7,5,2
Sherman,302,Proposition 10,,REP,AGAINST,2,1,1,1,0
Sherman,302,Proposition 11,,REP,FOR,54,47,7,6,1
Sherman,302,Proposition 11,,REP,AGAINST,4,3,1,0,1
Sherman,302,U.S. Senator,,DEM,Edward Kimbrough,3,1,2,0,2
Sherman,302,U.S. Senator,,DEM,Beto O'Rourke,0,0,0,0,0
Sherman,302,U.S. Senator,,DEM,Sema Hernandez,0,0,0,0,0
Sherman,302,U.S. House,13,DEM,Greg Sagan,2,0,2,0,2
Sherman,302,Governor,,DEM,Adrian Ocegueda,0,0,0,0,0
Sherman,302,Governor,,DEM,Joe Mumbach,0,0,0,0,0
Sherman,302,Governor,,DEM,James Jolly Clark,1,0,1,0,1
Sherman,302,Governor,,DEM,"Cedric Davis, Sr.",1,0,1,0,1
Sherman,302,Governor,,DEM,Jeffrey Payne,0,0,0,0,0
Sherman,302,Governor,,DEM,Tom Wakely,0,0,0,0,0
Sherman,302,Governor,,DEM,Lupe Valdez,0,0,0,0,0
Sherman,302,Governor,,DEM,Grady Yarbrough,0,0,0,0,0
Sherman,302,Governor,,DEM,Andrew White,1,1,0,0,0
Sherman,302,Lt. Governor,,DEM,Mike Collier,1,0,1,0,1
Sherman,302,Lt. Governor,,DEM,Michael Cooper,2,1,1,0,1
Sherman,302,Attorney General,,DEM,Justin Nelson,3,1,2,0,2
Sherman,302,Comptroller of Public Accounts,,DEM,Tim Mahoney,2,1,1,0,1
Sherman,302,Comptroller of Public Accounts,,DEM,Joi Chevalier,1,0,1,0,1
Sherman,302,Comm of the General Land Office,,DEM,Miguel Suazo,1,0,1,0,1
Sherman,302,Comm of the General Land Office,,DEM,Tex Morgan,2,1,1,0,1
Sherman,302,Comm of Agriculture,,DEM,Kim Olson,3,1,2,0,2
Sherman,302,Railroad Comm,,DEM,Roman McAllen,1,1,0,0,0
Sherman,302,Railroad Comm,,DEM,Chris Spellmon,2,0,2,0,2
Sherman,302,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,3,1,2,0,2
Sherman,302,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,3,1,2,0,2
Sherman,302,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,3,1,2,0,2
Sherman,302,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. Jackson,2,0,2,0,2
Sherman,302,"Judge, Court Of Criminal Appeals, Place 7",,DEM,Ramona Franklin,3,1,2,0,2
Sherman,302,County Chair,,DEM,Mildred Hacker,2,0,2,0,2
Sherman,302,Proposition #1 ,,DEM,FOR,3,1,2,0,2
Sherman,302,Proposition #1 ,,DEM,AGAINST,0,0,0,0,0
Sherman,302,Proposition #2,,DEM,FOR,3,1,2,0,2
Sherman,302,Proposition #2,,DEM,AGAINST,0,0,0,0,0
Sherman,302,Proposition #3,,DEM,FOR,3,1,2,0,2
Sherman,302,Proposition #3,,DEM,AGAINST,0,0,0,0,0
Sherman,302,Proposition #4,,DEM,FOR,4,2,2,0,2
Sherman,302,Proposition #4,,DEM,AGAINST,0,0,0,0,0
Sherman,302,Proposition #5,,DEM,FOR,3,1,2,0,2
Sherman,302,Proposition #5,,DEM,AGAINST,0,0,0,0,0
Sherman,302,Proposition #6,,DEM,FOR,3,1,2,0,2
Sherman,302,Proposition #6,,DEM,AGAINST,0,0,0,0,0
Sherman,302,Proposition #7,,DEM,FOR,3,1,2,0,2
