county,office,district,candidate,party,precinct,precinct_name,early_voting,election_day,votes
Camp,U.S. Senate,,Rafael  Cruz,REP,4004,Courthouse First Floor,131,114,245
Camp,U.S. Senate,,Stefano de Stefano IV,REP,4004,Courthouse First Floor,1,0,1
Camp,U.S. House,4,John Ratcliffe,REP,1001,Fire Station,117,136,253
Camp,U.S. House,4,Johnny Cooper,REP,1001,Fire Station,11,17,28
Camp,U.S. House,4,John Ratcliffe,REP,2002,High School Auditorium,196,138,334
Camp,U.S. House,4,Johnny Cooper,REP,2002,High School Auditorium,25,13,38
Camp,U.S. House,4,John Ratcliffe,REP,3003,Courthouse Basement,66,53,119
Camp,U.S. House,4,Johnny Cooper,REP,3003,Courthouse Basement,5,1,6
Camp,U.S. House,4,John Ratcliffe,REP,4004,Courthouse First Floor,140,121,261
Camp,U.S. House,4,Johnny Cooper,REP,4004,Courthouse First Floor,13,13,26
Camp,Commissioner of the General Land Office,,George Bush,REP,1001,Fire Station,73,81,154
Camp,Commissioner of the General Land Office,,Jerry Patterson,REP,1001,Fire Station,39,48,87
Camp,Commissioner of the General Land Office,,Richard Range,REP,1001,Fire Station,5,5,10
Camp,Commissioner of the General Land Office,,William Edwards,REP,1001,Fire Station,3,10,13
Camp,Commissioner of the General Land Office,,George Bush,REP,2002,High School Auditorium,129,101,230
Camp,Commissioner of the General Land Office,,Jerry Patterson,REP,2002,High School Auditorium,64,35,99
Camp,Commissioner of the General Land Office,,Richard Range,REP,2002,High School Auditorium,4,9,13
Camp,Commissioner of the General Land Office,,William Edwards,REP,2002,High School Auditorium,9,5,14
Camp,Commissioner of the General Land Office,,George Bush,REP,3003,Courthouse Basement,45,33,78
Camp,Commissioner of the General Land Office,,Jerry Patterson,REP,3003,Courthouse Basement,23,16,39
Camp,Commissioner of the General Land Office,,Richard Range,REP,3003,Courthouse Basement,3,4,7
Camp,Commissioner of the General Land Office,,William Edwards,REP,3003,Courthouse Basement,1,1,2
Camp,Commissioner of the General Land Office,,George Bush,REP,4004,Courthouse First Floor,94,90,184
Camp,Commissioner of the General Land Office,,Jerry Patterson,REP,4004,Courthouse First Floor,41,24,65
Camp,Commissioner of the General Land Office,,Richard Range,REP,4004,Courthouse First Floor,7,9,16
Camp,Commissioner of the General Land Office,,William Edwards,REP,4004,Courthouse First Floor,5,5,10
Camp,State Representative,5,Joseph Hefner,REP,1001,Fire Station,105,125,230
Camp,State Representative,5,Joseph Hefner,REP,2002,High School Auditorium,185,140,325
Camp,State Representative,5,Joseph Hefner,REP,3003,Courthouse Basement,67,48,115
Camp,State Representative,5,Joseph Hefner,REP,4004,Courthouse First Floor,124,115,239
Camp,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,1001,Fire Station,30,38,68
Camp,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,2002,Auditorium,38,43,81
Camp,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,3003,Douglas Center,31,59,90
Camp,Commissioner of Agriculture,,Kimberly Dawn Olson,DEM,4004,Courthouse,24,31,55
Camp,U.S. Senate,,Edward Wayne Kimbrough,DEM,1001,Fire Station,13,11,24
Camp,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,1001,Fire Station,8,10,18
Camp,U.S. Senate,,Robert Francis O'Rourke,DEM,1001,Fire Station,17,21,38
Camp,U.S. Senate,,Edward Wayne Kimbrough,DEM,2002,Auditorium,12,9,21
Camp,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,2002,Auditorium,9,12,21
Camp,U.S. Senate,,Robert Francis O'Rourke,DEM,2002,Auditorium,21,30,51
Camp,U.S. Senate,,Edward Wayne Kimbrough,DEM,3003,Douglas Center,8,19,27
Camp,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,3003,Douglas Center,12,23,35
Camp,U.S. Senate,,Robert Francis O'Rourke,DEM,3003,Douglas Center,16,26,42
Camp,U.S. Senate,,Edward Wayne Kimbrough,DEM,4004,Courthouse,12,7,19
Camp,U.S. Senate,,Irasema Ramirez-Hernandez,DEM,4004,Courthouse,2,4,6
Camp,U.S. Senate,,Robert Francis O'Rourke,DEM,4004,Courthouse,12,27,39
Camp,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,1001,Fire Station,11,16,27
Camp,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,1001,Fire Station,23,25,48
Camp,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,2002,Auditorium,12,25,37
Camp,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,2002,Auditorium,28,22,50
Camp,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,3003,Douglas Center,7,23,30
Camp,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,3003,Douglas Center,27,42,69
Camp,Comptroller of Public Accounts,,Joi Lynne Chevalier,DEM,4004,Courthouse,12,9,21
Camp,Comptroller of Public Accounts,,Timothy Raymond Mahoney,DEM,4004,Courthouse,11,28,39
Camp,U.S. House,4,Catherine Neal Krantz,DEM,1001,Fire Station,21,32,53
Camp,U.S. House,4,"Lander Louis Bethel, Jr.",DEM,1001,Fire Station,16,9,25
Camp,U.S. House,4,Catherine Neal Krantz,DEM,2002,Auditorium,31,36,67
Camp,U.S. House,4,"Lander Louis Bethel, Jr.",DEM,2002,Auditorium,11,13,24
Camp,U.S. House,4,Catherine Neal Krantz,DEM,3003,Douglas Center,25,46,71
Camp,U.S. House,4,"Lander Louis Bethel, Jr.",DEM,3003,Douglas Center,7,17,24
Camp,U.S. House,4,Catherine Neal Krantz,DEM,4004,Courthouse,18,25,43
Camp,U.S. House,4,"Lander Louis Bethel, Jr.",DEM,4004,Courthouse,4,12,16
Camp,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,1001,Fire Station,18,21,39
Camp,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,1001,Fire Station,16,18,34
Camp,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,2002,Auditorium,22,20,42
Camp,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,2002,Auditorium,18,28,46
Camp,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,3003,Douglas Center,14,26,40
Camp,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,3003,Douglas Center,20,35,55
Camp,Commissioner of the General Land Office,,Carl Allen Morgan,DEM,4004,Courthouse,12,18,30
Camp,Commissioner of the General Land Office,,Miguel Andrs Suazo,DEM,4004,Courthouse,11,20,31
Camp,State Representative,5,William Howard Liebbe,DEM,1001,Fire Station,32,38,70
Camp,State Representative,5,William Howard Liebbe,DEM,2002,Auditorium,36,44,80
Camp,State Representative,5,William Howard Liebbe,DEM,3003,Douglas Center,30,57,87
Camp,State Representative,5,William Howard Liebbe,DEM,4004,Courthouse,22,34,56
Camp,Lieutenant Governor,,Michael  Cooper,DEM,1001,Fire Station,16,23,39
Camp,Lieutenant Governor,,Michael Edward Collier,DEM,1001,Fire Station,20,17,37
Camp,Lieutenant Governor,,Michael  Cooper,DEM,2002,Auditorium,16,19,35
Camp,Lieutenant Governor,,Michael Edward Collier,DEM,2002,Auditorium,25,31,56
Camp,Lieutenant Governor,,Michael  Cooper,DEM,3003,Douglas Center,17,35,52
Camp,Lieutenant Governor,,Michael Edward Collier,DEM,3003,Douglas Center,18,30,48
Camp,Lieutenant Governor,,Michael  Cooper,DEM,4004,Courthouse,6,19,25
Camp,Lieutenant Governor,,Michael Edward Collier,DEM,4004,Courthouse,16,17,33
Camp,Governor,,Adrian Ocegueda,DEM,1001,Fire Station,1,1,2
Camp,Governor,,"Cedric Wayne Davis, Sr.",DEM,1001,Fire Station,4,10,14
Camp,Governor,,Grady Yarbrough,DEM,1001,Fire Station,9,3,12
Camp,Governor,,Guadalupe Valdez,DEM,1001,Fire Station,8,11,19
Camp,Governor,,James Jolly Clark,DEM,1001,Fire Station,0,0,0
Camp,Governor,,Jeffrey Alan Payne,DEM,1001,Fire Station,7,5,12
Camp,Governor,,Joseph William Mumbach,DEM,1001,Fire Station,0,1,1
Camp,Governor,,Robert Andrew  White,DEM,1001,Fire Station,7,6,13
Camp,Governor,,Thomas John Wakely,DEM,1001,Fire Station,0,2,2
Camp,Governor,,Adrian Ocegueda,DEM,2002,Auditorium,1,1,2
Camp,Governor,,"Cedric Wayne Davis, Sr.",DEM,2002,Auditorium,1,5,6
Camp,Governor,,Grady Yarbrough,DEM,2002,Auditorium,11,9,20
Camp,Governor,,Guadalupe Valdez,DEM,2002,Auditorium,4,13,17
Camp,Governor,,James Jolly Clark,DEM,2002,Auditorium,2,6,8
Camp,Governor,,Jeffrey Alan Payne,DEM,2002,Auditorium,7,5,12
Camp,Governor,,Joseph William Mumbach,DEM,2002,Auditorium,0,3,3
Camp,Governor,,Robert Andrew  White,DEM,2002,Auditorium,11,6,17
Camp,Governor,,Thomas John Wakely,DEM,2002,Auditorium,3,2,5
Camp,Governor,,Adrian Ocegueda,DEM,3003,Douglas Center,0,2,2
Camp,Governor,,"Cedric Wayne Davis, Sr.",DEM,3003,Douglas Center,10,11,21
Camp,Governor,,Grady Yarbrough,DEM,3003,Douglas Center,5,8,13
Camp,Governor,,Guadalupe Valdez,DEM,3003,Douglas Center,7,10,17
Camp,Governor,,James Jolly Clark,DEM,3003,Douglas Center,0,5,5
Camp,Governor,,Jeffrey Alan Payne,DEM,3003,Douglas Center,4,10,14
Camp,Governor,,Joseph William Mumbach,DEM,3003,Douglas Center,0,3,3
Camp,Governor,,Robert Andrew  White,DEM,3003,Douglas Center,7,16,23
Camp,Governor,,Thomas John Wakely,DEM,3003,Douglas Center,2,0,2
Camp,Governor,,Adrian Ocegueda,DEM,4004,Courthouse,0,0,0
Camp,Governor,,"Cedric Wayne Davis, Sr.",DEM,4004,Courthouse,2,6,8
Camp,Governor,,Grady Yarbrough,DEM,4004,Courthouse,9,3,12
Camp,Governor,,Guadalupe Valdez,DEM,4004,Courthouse,5,5,10
Camp,Governor,,James Jolly Clark,DEM,4004,Courthouse,3,1,4
Camp,Governor,,Jeffrey Alan Payne,DEM,4004,Courthouse,2,11,13
Camp,Governor,,Joseph William Mumbach,DEM,4004,Courthouse,0,3,3
Camp,Governor,,Robert Andrew  White,DEM,4004,Courthouse,3,6,9
Camp,Governor,,Thomas John Wakely,DEM,4004,Courthouse,0,2,2
Camp,Attorney General,,Justin Adatto  Nelson,DEM,1001,Fire Station,29,38,67
Camp,Attorney General,,Justin Adatto  Nelson,DEM,2002,Auditorium,34,44,78
Camp,Attorney General,,Justin Adatto  Nelson,DEM,3003,Douglas Center,29,57,86
Camp,Attorney General,,Justin Adatto  Nelson,DEM,4004,Courthouse,22,34,56
