county,office,district,candidate,party,precinct,precinct_name,votes
Parmer,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,110,Early Vote,5
Parmer,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri)  Jackson,DEM,201,Bovina EMS,109
Parmer,"Presiding Judge, Court of Criminal Appeals",,Sharon  Keller,REP,201,Bovina EMS,151
Parmer,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,201,Bovina EMS,6
Parmer,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri)  Jackson,DEM,202,Friona Community Center,6
Parmer,"Presiding Judge, Court of Criminal Appeals",,Sharon  Keller,REP,202,Friona Community Center,122
Parmer,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,202,Friona Community Center,0
Parmer,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri)  Jackson,DEM,203,Rhea,1
Parmer,"Presiding Judge, Court of Criminal Appeals",,Sharon  Keller,REP,203,Rhea,42
Parmer,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,203,Rhea,1
Parmer,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri)  Jackson,DEM,301,Farwell,62
Parmer,"Presiding Judge, Court of Criminal Appeals",,Sharon  Keller,REP,301,Farwell,421
Parmer,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,301,Farwell,6
Parmer,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri)  Jackson,DEM,302,Oklahoma Lane,5
Parmer,"Presiding Judge, Court of Criminal Appeals",,Sharon  Keller,REP,302,Oklahoma Lane,126
Parmer,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,302,Oklahoma Lane,1
Parmer,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri)  Jackson,DEM,303,Bovina Ridgelea,6
Parmer,"Presiding Judge, Court of Criminal Appeals",,Sharon  Keller,REP,303,Bovina Ridgelea,29
Parmer,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,303,Bovina Ridgelea,0
Parmer,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri)  Jackson,DEM,401,Lazbuddie,9
Parmer,"Presiding Judge, Court of Criminal Appeals",,Sharon  Keller,REP,401,Lazbuddie,155
Parmer,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,401,Lazbuddie,2
Parmer,"Presiding Judge, Court of Criminal Appeals",,Maria T. (Terri)  Jackson,DEM,402,Friona Library,54
Parmer,"Presiding Judge, Court of Criminal Appeals",,Sharon  Keller,REP,402,Friona Library,79
Parmer,"Presiding Judge, Court of Criminal Appeals",,William Bryan Strange III,LIB,402,Friona Library,2
Parmer,U. S. Senator,,Beto  O'Rourke,DEM,101,Friona Calvary Baptist Ch,112
Parmer,U. S. Senator,,Neal M.  Dikeman,LIB,101,Friona Calvary Baptist Ch,4
Parmer,U. S. Senator,,Ted  Cruz,REP,101,Friona Calvary Baptist Ch,515
Parmer,U. S. Senator,,Beto  O'Rourke,DEM,110,Early Vote,72
Parmer,U. S. Senator,,Neal M.  Dikeman,LIB,110,Early Vote,2
Parmer,U. S. Senator,,Ted  Cruz,REP,110,Early Vote,683
Parmer,U. S. Senator,,Beto  O'Rourke,DEM,201,Bovina EMS,111
Parmer,U. S. Senator,,Neal M.  Dikeman,LIB,201,Bovina EMS,2
Parmer,U. S. Senator,,Ted  Cruz,REP,201,Bovina EMS,161
Parmer,U. S. Senator,,Beto  O'Rourke,DEM,202,Friona Community Center,9
Parmer,U. S. Senator,,Neal M.  Dikeman,LIB,202,Friona Community Center,0
Parmer,U. S. Senator,,Ted  Cruz,REP,202,Friona Community Center,119
Parmer,U. S. Senator,,Beto  O'Rourke,DEM,203,Rhea,0
Parmer,U. S. Senator,,Neal M.  Dikeman,LIB,203,Rhea,0
Parmer,U. S. Senator,,Ted  Cruz,REP,203,Rhea,45
Parmer,U. S. Senator,,Beto  O'Rourke,DEM,301,Farwell,61
Parmer,U. S. Senator,,Neal M.  Dikeman,LIB,301,Farwell,2
Parmer,U. S. Senator,,Ted  Cruz,REP,301,Farwell,436
Parmer,U. S. Senator,,Beto  O'Rourke,DEM,302,Oklahoma Lane,5
Parmer,U. S. Senator,,Neal M.  Dikeman,LIB,302,Oklahoma Lane,1
Parmer,U. S. Senator,,Ted  Cruz,REP,302,Oklahoma Lane,128
Parmer,U. S. Senator,,Beto  O'Rourke,DEM,303,Bovina Ridgelea,4
Parmer,U. S. Senator,,Neal M.  Dikeman,LIB,303,Bovina Ridgelea,0
Parmer,U. S. Senator,,Ted  Cruz,REP,303,Bovina Ridgelea,31
Parmer,U. S. Senator,,Beto  O'Rourke,DEM,401,Lazbuddie,14
Parmer,U. S. Senator,,Neal M.  Dikeman,LIB,401,Lazbuddie,0
Parmer,U. S. Senator,,Ted  Cruz,REP,401,Lazbuddie,157
Parmer,U. S. Senator,,Beto  O'Rourke,DEM,402,Friona Library,56
Parmer,U. S. Senator,,Neal M.  Dikeman,LIB,402,Friona Library,1
Parmer,U. S. Senator,,Ted  Cruz,REP,402,Friona Library,83
Parmer,Comptroller of Public Accounts,,Ben Sanders,LIB,101,Friona Calvary Baptist Ch,12
Parmer,Comptroller of Public Accounts,,Glenn  Hegar,REP,101,Friona Calvary Baptist Ch,511
Parmer,Comptroller of Public Accounts,,Joi  Chevalier,DEM,101,Friona Calvary Baptist Ch,98
Parmer,Comptroller of Public Accounts,,Ben Sanders,LIB,110,Early Vote,9
Parmer,Comptroller of Public Accounts,,Glenn  Hegar,REP,110,Early Vote,668
Parmer,Comptroller of Public Accounts,,Joi  Chevalier,DEM,110,Early Vote,70
Parmer,Comptroller of Public Accounts,,Ben Sanders,LIB,201,Bovina EMS,10
Parmer,Comptroller of Public Accounts,,Glenn  Hegar,REP,201,Bovina EMS,154
Parmer,Comptroller of Public Accounts,,Joi  Chevalier,DEM,201,Bovina EMS,102
Parmer,Comptroller of Public Accounts,,Ben Sanders,LIB,202,Friona Community Center,2
Parmer,Comptroller of Public Accounts,,Glenn  Hegar,REP,202,Friona Community Center,119
Parmer,Comptroller of Public Accounts,,Joi  Chevalier,DEM,202,Friona Community Center,7
Parmer,Comptroller of Public Accounts,,Ben Sanders,LIB,203,Rhea,0
Parmer,Comptroller of Public Accounts,,Glenn  Hegar,REP,203,Rhea,45
Parmer,Comptroller of Public Accounts,,Joi  Chevalier,DEM,203,Rhea,0
Parmer,Comptroller of Public Accounts,,Ben Sanders,LIB,301,Farwell,13
Parmer,Comptroller of Public Accounts,,Glenn  Hegar,REP,301,Farwell,413
Parmer,Comptroller of Public Accounts,,Joi  Chevalier,DEM,301,Farwell,63
Parmer,Comptroller of Public Accounts,,Ben Sanders,LIB,302,Oklahoma Lane,4
Parmer,Comptroller of Public Accounts,,Glenn  Hegar,REP,302,Oklahoma Lane,121
Parmer,Comptroller of Public Accounts,,Joi  Chevalier,DEM,302,Oklahoma Lane,4
Parmer,Comptroller of Public Accounts,,Ben Sanders,LIB,303,Bovina Ridgelea,1
Parmer,Comptroller of Public Accounts,,Glenn  Hegar,REP,303,Bovina Ridgelea,28
Parmer,Comptroller of Public Accounts,,Joi  Chevalier,DEM,303,Bovina Ridgelea,6
Parmer,Comptroller of Public Accounts,,Ben Sanders,LIB,401,Lazbuddie,3
Parmer,Comptroller of Public Accounts,,Glenn  Hegar,REP,401,Lazbuddie,152
Parmer,Comptroller of Public Accounts,,Joi  Chevalier,DEM,401,Lazbuddie,13
Parmer,Comptroller of Public Accounts,,Ben Sanders,LIB,402,Friona Library,4
Parmer,Comptroller of Public Accounts,,Glenn  Hegar,REP,402,Friona Library,81
Parmer,Comptroller of Public Accounts,,Joi  Chevalier,DEM,402,Friona Library,51
Parmer,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,101,Friona Calvary Baptist Ch,509
Parmer,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,101,Friona Calvary Baptist Ch,107
Parmer,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,110,Early Vote,670
Parmer,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,110,Early Vote,70
Parmer,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,201,Bovina EMS,156
Parmer,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,201,Bovina EMS,109
Parmer,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,202,Friona Community Center,120
Parmer,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,202,Friona Community Center,7
Parmer,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,203,Rhea,43
Parmer,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,203,Rhea,1
Parmer,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,301,Farwell,425
Parmer,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,301,Farwell,65
Parmer,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,302,Oklahoma Lane,124
Parmer,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,302,Oklahoma Lane,7
Parmer,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,303,Bovina Ridgelea,31
Parmer,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,303,Bovina Ridgelea,4
Parmer,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,401,Lazbuddie,157
Parmer,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,401,Lazbuddie,10
Parmer,"Justice, Supreme Court, Place 2",,Jimmy  Blacklock,REP,402,Friona Library,80
Parmer,"Justice, Supreme Court, Place 2",,Steven  Kirkland,DEM,402,Friona Library,55
Parmer,U.S. House,19,Jodey  Arrington,REP,101,Friona Calvary Baptist Ch,521
Parmer,U.S. House,19,Miguel  Levario,DEM,101,Friona Calvary Baptist Ch,102
Parmer,U.S. House,19,Jodey  Arrington,REP,110,Early Vote,685
Parmer,U.S. House,19,Miguel  Levario,DEM,110,Early Vote,62
Parmer,U.S. House,19,Jodey  Arrington,REP,201,Bovina EMS,155
Parmer,U.S. House,19,Miguel  Levario,DEM,201,Bovina EMS,108
Parmer,U.S. House,19,Jodey  Arrington,REP,202,Friona Community Center,122
Parmer,U.S. House,19,Miguel  Levario,DEM,202,Friona Community Center,6
Parmer,U.S. House,19,Jodey  Arrington,REP,203,Rhea,45
Parmer,U.S. House,19,Miguel  Levario,DEM,203,Rhea,0
Parmer,U.S. House,19,Jodey  Arrington,REP,301,Farwell,436
Parmer,U.S. House,19,Miguel  Levario,DEM,301,Farwell,59
Parmer,U.S. House,19,Jodey  Arrington,REP,302,Oklahoma Lane,130
Parmer,U.S. House,19,Miguel  Levario,DEM,302,Oklahoma Lane,4
Parmer,U.S. House,19,Jodey  Arrington,REP,303,Bovina Ridgelea,31
Parmer,U.S. House,19,Miguel  Levario,DEM,303,Bovina Ridgelea,4
Parmer,U.S. House,19,Jodey  Arrington,REP,401,Lazbuddie,158
Parmer,U.S. House,19,Miguel  Levario,DEM,401,Lazbuddie,11
Parmer,U.S. House,19,Jodey  Arrington,REP,402,Friona Library,78
Parmer,U.S. House,19,Miguel  Levario,DEM,402,Friona Library,57
Parmer,"Justice, Supreme Court, Place 4",,John  Devine,REP,101,Friona Calvary Baptist Ch,506
Parmer,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,101,Friona Calvary Baptist Ch,107
Parmer,"Justice, Supreme Court, Place 4",,John  Devine,REP,110,Early Vote,670
Parmer,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,110,Early Vote,69
Parmer,"Justice, Supreme Court, Place 4",,John  Devine,REP,201,Bovina EMS,158
Parmer,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,201,Bovina EMS,107
Parmer,"Justice, Supreme Court, Place 4",,John  Devine,REP,202,Friona Community Center,122
Parmer,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,202,Friona Community Center,6
Parmer,"Justice, Supreme Court, Place 4",,John  Devine,REP,203,Rhea,43
Parmer,"Justice, Supreme Court, Place 4",,John  Devine,REP,203,Rhea,43
Parmer,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,203,Rhea,1
Parmer,"Justice, Supreme Court, Place 4",,John  Devine,REP,301,Farwell,426
Parmer,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,301,Farwell,62
Parmer,"Justice, Supreme Court, Place 4",,John  Devine,REP,302,Oklahoma Lane,124
Parmer,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,302,Oklahoma Lane,5
Parmer,"Justice, Supreme Court, Place 4",,John  Devine,REP,303,Bovina Ridgelea,31
Parmer,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,303,Bovina Ridgelea,4
Parmer,"Justice, Supreme Court, Place 4",,John  Devine,REP,401,Lazbuddie,155
Parmer,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,401,Lazbuddie,12
Parmer,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,401,Lazbuddie,12
Parmer,"Justice, Supreme Court, Place 4",,John  Devine,REP,402,Friona Library,82
Parmer,"Justice, Supreme Court, Place 4",,R.K.  Sandill,DEM,402,Friona Library,53
Parmer,State Representative,86,John  Smithee,REP,101,Friona Calvary Baptist Ch,521
Parmer,State Representative,86,Mike  Purcell,DEM,101,Friona Calvary Baptist Ch,106
Parmer,State Representative,86,John  Smithee,REP,110,Early Vote,664
Parmer,State Representative,86,Mike  Purcell,DEM,110,Early Vote,74
Parmer,State Representative,86,John  Smithee,REP,201,Bovina EMS,152
Parmer,State Representative,86,Mike  Purcell,DEM,201,Bovina EMS,110
Parmer,State Representative,86,John  Smithee,REP,202,Friona Community Center,119
Parmer,State Representative,86,Mike  Purcell,DEM,202,Friona Community Center,8
Parmer,State Representative,86,John  Smithee,REP,203,Rhea,44
Parmer,State Representative,86,Mike  Purcell,DEM,203,Rhea,0
Parmer,State Representative,86,John  Smithee,REP,301,Farwell,413
Parmer,State Representative,86,Mike  Purcell,DEM,301,Farwell,62
Parmer,State Representative,86,John  Smithee,REP,302,Oklahoma Lane,123
Parmer,State Representative,86,Mike  Purcell,DEM,302,Oklahoma Lane,7
Parmer,State Representative,86,John  Smithee,REP,303,Bovina Ridgelea,30
Parmer,State Representative,86,Mike  Purcell,DEM,303,Bovina Ridgelea,5
Parmer,State Representative,86,John  Smithee,REP,401,Lazbuddie,154
Parmer,State Representative,86,Mike  Purcell,DEM,401,Lazbuddie,13
Parmer,State Representative,86,John  Smithee,REP,402,Friona Library,81
Parmer,State Representative,86,Mike  Purcell,DEM,402,Friona Library,54
Parmer,"Justice, 7th Court of Appeals District, Place 2",,Judy  Parker,REP,110,Early Vote,672
Parmer,"Justice, 7th Court of Appeals District, Place 2",,Judy  Parker,REP,201,Bovina EMS,183
Parmer,"Justice, 7th Court of Appeals District, Place 2",,Judy  Parker,REP,202,Friona Community Center,125
Parmer,"Justice, 7th Court of Appeals District, Place 2",,Judy  Parker,REP,203,Rhea,44
Parmer,"Justice, 7th Court of Appeals District, Place 2",,Judy  Parker,REP,301,Farwell,420
Parmer,"Justice, 7th Court of Appeals District, Place 2",,Judy  Parker,REP,302,Oklahoma Lane,127
Parmer,"Justice, 7th Court of Appeals District, Place 2",,Judy  Parker,REP,303,Bovina Ridgelea,33
Parmer,"Justice, 7th Court of Appeals District, Place 2",,Judy  Parker,REP,401,Lazbuddie,155
Parmer,"Justice, 7th Court of Appeals District, Place 2",,Judy  Parker,REP,402,Friona Library,108
Parmer,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,101,Friona Calvary Baptist Ch,513
Parmer,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,101,Friona Calvary Baptist Ch,102
Parmer,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,110,Early Vote,666
Parmer,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,110,Early Vote,72
Parmer,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,201,Bovina EMS,155
Parmer,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,201,Bovina EMS,108
Parmer,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,202,Friona Community Center,119
Parmer,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,202,Friona Community Center,9
Parmer,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,203,Rhea,44
Parmer,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,203,Rhea,0
Parmer,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,301,Farwell,421
Parmer,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,301,Farwell,65
Parmer,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,302,Oklahoma Lane,126
Parmer,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,302,Oklahoma Lane,126
Parmer,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,302,Oklahoma Lane,5
Parmer,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,302,Oklahoma Lane,5
Parmer,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,303,Bovina Ridgelea,30
Parmer,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,303,Bovina Ridgelea,4
Parmer,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,401,Lazbuddie,154
Parmer,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,401,Lazbuddie,12
Parmer,"Judge, Court of Criminal Appeals Place 7",,Barbara Parker  Hervey,REP,402,Friona Library,82
Parmer,"Judge, Court of Criminal Appeals Place 7",,Ramona  Franklin,DEM,402,Friona Library,52
Parmer,Railroad Commissioner,,Christi  Craddick,REP,101,Friona Calvary Baptist Ch,509
Parmer,Railroad Commissioner,,Mike Wright,LIB,101,Friona Calvary Baptist Ch,11
Parmer,Railroad Commissioner,,Roman  McAllen,DEM,101,Friona Calvary Baptist Ch,102
Parmer,Railroad Commissioner,,Christi  Craddick,REP,110,Early Vote,663
Parmer,Railroad Commissioner,,Mike Wright,LIB,110,Early Vote,12
Parmer,Railroad Commissioner,,Roman  McAllen,DEM,110,Early Vote,70
Parmer,Railroad Commissioner,,Christi  Craddick,REP,201,Bovina EMS,153
Parmer,Railroad Commissioner,,Mike Wright,LIB,201,Bovina EMS,10
Parmer,Railroad Commissioner,,Roman  McAllen,DEM,201,Bovina EMS,103
Parmer,Railroad Commissioner,,Christi  Craddick,REP,202,Friona Community Center,120
Parmer,Railroad Commissioner,,Mike Wright,LIB,202,Friona Community Center,0
Parmer,Railroad Commissioner,,Roman  McAllen,DEM,202,Friona Community Center,8
Parmer,Railroad Commissioner,,Christi  Craddick,REP,203,Rhea,41
Parmer,Railroad Commissioner,,Mike Wright,LIB,203,Rhea,3
Parmer,Railroad Commissioner,,Roman  McAllen,DEM,203,Rhea,0
Parmer,Railroad Commissioner,,Christi  Craddick,REP,301,Farwell,414
Parmer,Railroad Commissioner,,Mike Wright,LIB,301,Farwell,12
Parmer,Railroad Commissioner,,Roman  McAllen,DEM,301,Farwell,63
Parmer,Railroad Commissioner,,Christi  Craddick,REP,302,Oklahoma Lane,120
Parmer,Railroad Commissioner,,Mike Wright,LIB,302,Oklahoma Lane,4
Parmer,Railroad Commissioner,,Roman  McAllen,DEM,302,Oklahoma Lane,7
Parmer,Railroad Commissioner,,Christi  Craddick,REP,303,Bovina Ridgelea,28
Parmer,Railroad Commissioner,,Mike Wright,LIB,303,Bovina Ridgelea,1
Parmer,Railroad Commissioner,,Roman  McAllen,DEM,303,Bovina Ridgelea,6
Parmer,Railroad Commissioner,,Christi  Craddick,REP,401,Lazbuddie,151
Parmer,Railroad Commissioner,,Mike Wright,LIB,401,Lazbuddie,4
Parmer,Railroad Commissioner,,Roman  McAllen,DEM,401,Lazbuddie,13
Parmer,Railroad Commissioner,,Christi  Craddick,REP,402,Friona Library,80
Parmer,Railroad Commissioner,,Christi  Craddick,REP,402,Friona Library,53
Parmer,Railroad Commissioner,,Mike Wright,LIB,402,Friona Library,4
Parmer,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,101,Friona Calvary Baptist Ch,50
Parmer,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,101,Friona Calvary Baptist Ch,524
Parmer,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,110,Early Vote,33
Parmer,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,110,Early Vote,674
Parmer,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,201,Bovina EMS,38
Parmer,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,201,Bovina EMS,167
Parmer,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,202,Friona Community Center,6
Parmer,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,202,Friona Community Center,121
Parmer,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,203,Rhea,1
Parmer,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,203,Rhea,43
Parmer,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,301,Farwell,38
Parmer,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,301,Farwell,426
Parmer,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,302,Oklahoma Lane,3
Parmer,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,302,Oklahoma Lane,125
Parmer,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,303,Bovina Ridgelea,1
Parmer,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,303,Bovina Ridgelea,32
Parmer,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,401,Lazbuddie,9
Parmer,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,401,Lazbuddie,154
Parmer,"Judge, Court of Criminal Appeals Place 8",,Mark Ash,LIB,402,Friona Library,32
Parmer,"Judge, Court of Criminal Appeals Place 8",,Michelle  Slaughter,REP,402,Friona Library,87
Parmer,"Justice, 7th Court of Appeals District, Place 3",,Pat  Pirtle,REP,101,Friona Calvary Baptist Ch,548
Parmer,"Justice, 7th Court of Appeals District, Place 3",,Pat  Pirtle,REP,110,Early Vote,666
Parmer,"Justice, 7th Court of Appeals District, Place 3",,Pat  Pirtle,REP,201,Bovina EMS,184
Parmer,"Justice, 7th Court of Appeals District, Place 3",,Pat  Pirtle,REP,202,Friona Community Center,125
Parmer,"Justice, 7th Court of Appeals District, Place 3",,Pat  Pirtle,REP,203,Rhea,43
Parmer,"Justice, 7th Court of Appeals District, Place 3",,Pat  Pirtle,REP,301,Farwell,417
Parmer,"Justice, 7th Court of Appeals District, Place 3",,Pat  Pirtle,REP,302,Oklahoma Lane,123
Parmer,"Justice, 7th Court of Appeals District, Place 3",,Pat  Pirtle,REP,303,Bovina Ridgelea,32
Parmer,"Justice, 7th Court of Appeals District, Place 3",,Pat  Pirtle,REP,401,Lazbuddie,155
Parmer,"Justice, 7th Court of Appeals District, Place 3",,Pat  Pirtle,REP,402,Friona Library,108
Parmer,Lieutenant Governor,,Dan  Patrick,REP,101,Friona Calvary Baptist Ch,460
Parmer,Lieutenant Governor,,Kerry Douglas McKennon,LIB,101,Friona Calvary Baptist Ch,6
Parmer,Lieutenant Governor,,Mike  Collier,DEM,101,Friona Calvary Baptist Ch,159
Parmer,Lieutenant Governor,,Dan  Patrick,REP,110,Early Vote,626
Parmer,Lieutenant Governor,,Kerry Douglas McKennon,LIB,110,Early Vote,4
Parmer,Lieutenant Governor,,Mike  Collier,DEM,110,Early Vote,119
Parmer,Lieutenant Governor,,Dan  Patrick,REP,201,Bovina EMS,152
Parmer,Lieutenant Governor,,Kerry Douglas McKennon,LIB,201,Bovina EMS,3
Parmer,Lieutenant Governor,,Mike  Collier,DEM,201,Bovina EMS,114
Parmer,Lieutenant Governor,,Dan  Patrick,REP,202,Friona Community Center,112
Parmer,Lieutenant Governor,,Kerry Douglas McKennon,LIB,202,Friona Community Center,0
Parmer,Lieutenant Governor,,Mike  Collier,DEM,202,Friona Community Center,14
Parmer,Lieutenant Governor,,Dan  Patrick,REP,203,Rhea,42
Parmer,Lieutenant Governor,,Kerry Douglas McKennon,LIB,203,Rhea,1
Parmer,Lieutenant Governor,,Mike  Collier,DEM,203,Rhea,1
Parmer,Lieutenant Governor,,Dan  Patrick,REP,301,Farwell,390
Parmer,Lieutenant Governor,,Kerry Douglas McKennon,LIB,301,Farwell,7
