county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional,limited
Kleberg,11,Registered Voters,,,,1701,,,,,
Kleberg,12,Registered Voters,,,,1262,,,,,
Kleberg,13.14,Registered Voters,,,,1799,,,,,
Kleberg,21,Registered Voters,,,,448,,,,,
Kleberg,22.23,Registered Voters,,,,2160,,,,,
Kleberg,24,Registered Voters,,,,1268,,,,,
Kleberg,31,Registered Voters,,,,1285,,,,,
Kleberg,32,Registered Voters,,,,1114,,,,,
Kleberg,33.34,Registered Voters,,,,1246,,,,,
Kleberg,35,Registered Voters,,,,1070,,,,,
Kleberg,41.42,Registered Voters,,,,1472,,,,,
Kleberg,43,Registered Voters,,,,1508,,,,,
Kleberg,44,Registered Voters,,,,520,,,,,
Kleberg,45,Registered Voters,,,,817,,,,,
Kleberg,Total,Registered Voters,,,,17670,,,,,
Kleberg,11,Ballots Cast,,REP,,155,71,76,7,1,0
Kleberg,12,Ballots Cast,,REP,,135,78,50,7,0,0
Kleberg,13.14,Ballots Cast,,REP,,121,46,66,9,0,0
Kleberg,21,Ballots Cast,,REP,,10,4,5,1,0,0
Kleberg,22.23,Ballots Cast,,REP,,141,80,53,8,0,0
Kleberg,24,Ballots Cast,,REP,,92,56,31,5,0,0
Kleberg,31,Ballots Cast,,REP,,133,69,56,8,0,0
Kleberg,32,Ballots Cast,,REP,,75,37,32,6,0,0
Kleberg,33.34,Ballots Cast,,REP,,248,184,57,7,0,0
Kleberg,35,Ballots Cast,,REP,,112,76,35,1,0,0
Kleberg,41.42,Ballots Cast,,REP,,24,11,9,4,0,0
Kleberg,43,Ballots Cast,,REP,,84,51,32,1,0,0
Kleberg,44,Ballots Cast,,REP,,24,11,12,1,0,0
Kleberg,45,Ballots Cast,,REP,,22,14,8,0,0,0
Kleberg,Total,Ballots Cast,,REP,,1376,788,522,65,1,0
Kleberg,11,Ballots Cast,,DEM,,135,72,47,14,0,2
Kleberg,12,Ballots Cast,,DEM,,90,51,30,9,0,0
Kleberg,13.14,Ballots Cast,,DEM,,218,96,91,31,0,0
Kleberg,21,Ballots Cast,,DEM,,46,22,17,7,0,0
Kleberg,22.23,Ballots Cast,,DEM,,199,110,72,17,0,0
Kleberg,24,Ballots Cast,,DEM,,113,71,29,13,0,0
Kleberg,31,Ballots Cast,,DEM,,114,60,46,8,0,0
Kleberg,32,Ballots Cast,,DEM,,106,62,37,7,0,0
Kleberg,33.34,Ballots Cast,,DEM,,125,84,34,7,0,0
Kleberg,35,Ballots Cast,,DEM,,102,66,27,9,0,0
Kleberg,41.42,Ballots Cast,,DEM,,234,99,99,36,0,0
Kleberg,43,Ballots Cast,,DEM,,204,92,93,19,0,0
Kleberg,44,Ballots Cast,,DEM,,50,17,25,8,0,0
Kleberg,45,Ballots Cast,,DEM,,172,76,67,28,1,0
Kleberg,Total,Ballots Cast,,DEM,,1908,978,714,213,1,2
Kleberg,11,U.S. Senate,,REP,Geraldine Sam,2,1,1,0,0,0
Kleberg,12,U.S. Senate,,REP,Geraldine Sam,5,2,3,0,0,0
Kleberg,13.14,U.S. Senate,,REP,Geraldine Sam,5,0,5,0,0,0
Kleberg,21,U.S. Senate,,REP,Geraldine Sam,1,0,1,0,0,0
Kleberg,22.23,U.S. Senate,,REP,Geraldine Sam,3,2,1,0,0,0
Kleberg,24,U.S. Senate,,REP,Geraldine Sam,4,3,0,1,0,0
Kleberg,31,U.S. Senate,,REP,Geraldine Sam,3,1,2,0,0,0
Kleberg,32,U.S. Senate,,REP,Geraldine Sam,3,0,3,0,0,0
Kleberg,33.34,U.S. Senate,,REP,Geraldine Sam,5,4,1,0,0,0
Kleberg,35,U.S. Senate,,REP,Geraldine Sam,1,1,0,0,0,0
Kleberg,41.42,U.S. Senate,,REP,Geraldine Sam,0,0,0,0,0,0
Kleberg,43,U.S. Senate,,REP,Geraldine Sam,5,3,2,0,0,0
Kleberg,44,U.S. Senate,,REP,Geraldine Sam,0,0,0,0,0,0
Kleberg,45,U.S. Senate,,REP,Geraldine Sam,0,0,0,0,0,0
Kleberg,Total,U.S. Senate,,REP,Geraldine Sam,37,17,19,1,0,0
Kleberg,11,U.S. Senate,,REP,Ted Cruz,133,60,65,7,1,0
Kleberg,12,U.S. Senate,,REP,Ted Cruz,108,66,36,6,0,0
Kleberg,13.14,U.S. Senate,,REP,Ted Cruz,93,37,49,7,0,0
Kleberg,21,U.S. Senate,,REP,Ted Cruz,9,4,4,1,0,0
Kleberg,22.23,U.S. Senate,,REP,Ted Cruz,124,68,48,8,0,0
Kleberg,24,U.S. Senate,,REP,Ted Cruz,76,43,30,3,0,0
Kleberg,31,U.S. Senate,,REP,Ted Cruz,117,60,49,8,0,0
Kleberg,32,U.S. Senate,,REP,Ted Cruz,64,32,27,5,0,0
Kleberg,33.34,U.S. Senate,,REP,Ted Cruz,206,156,43,7,0,0
Kleberg,35,U.S. Senate,,REP,Ted Cruz,96,62,33,1,0,0
Kleberg,41.42,U.S. Senate,,REP,Ted Cruz,18,8,6,4,0,0
Kleberg,43,U.S. Senate,,REP,Ted Cruz,71,44,26,1,0,0
Kleberg,44,U.S. Senate,,REP,Ted Cruz,15,7,7,1,0,0
Kleberg,45,U.S. Senate,,REP,Ted Cruz,15,8,7,0,0,0
Kleberg,Total,U.S. Senate,,REP,Ted Cruz,1145,655,430,59,1,0
Kleberg,11,U.S. Senate,,REP,Bruce Jacobson. Jr.,8,4,4,0,0,0
Kleberg,12,U.S. Senate,,REP,Bruce Jacobson. Jr.,4,2,2,0,0,0
Kleberg,13.14,U.S. Senate,,REP,Bruce Jacobson. Jr.,6,2,2,2,0,0
Kleberg,21,U.S. Senate,,REP,Bruce Jacobson. Jr.,0,0,0,0,0,0
Kleberg,22.23,U.S. Senate,,REP,Bruce Jacobson. Jr.,5,4,1,0,0,0
Kleberg,24,U.S. Senate,,REP,Bruce Jacobson. Jr.,5,4,0,1,0,0
Kleberg,31,U.S. Senate,,REP,Bruce Jacobson. Jr.,4,2,2,0,0,0
Kleberg,32,U.S. Senate,,REP,Bruce Jacobson. Jr.,5,2,2,1,0,0
Kleberg,33.34,U.S. Senate,,REP,Bruce Jacobson. Jr.,7,4,3,0,0,0
Kleberg,35,U.S. Senate,,REP,Bruce Jacobson. Jr.,5,5,0,0,0,0
Kleberg,41.42,U.S. Senate,,REP,Bruce Jacobson. Jr.,0,0,0,0,0,0
Kleberg,43,U.S. Senate,,REP,Bruce Jacobson. Jr.,1,1,0,0,0,0
Kleberg,44,U.S. Senate,,REP,Bruce Jacobson. Jr.,3,1,2,0,0,0
Kleberg,45,U.S. Senate,,REP,Bruce Jacobson. Jr.,0,0,0,0,0,0
Kleberg,Total,U.S. Senate,,REP,Bruce Jacobson. Jr.,53,31,18,4,0,0
Kleberg,11,U.S. Senate,,REP,Mary Miller,5,2,3,0,0,0
Kleberg,12,U.S. Senate,,REP,Mary Miller,4,4,3,1,0,0
Kleberg,13.14,U.S. Senate,,REP,Mary Miller,8,4,4,0,0,0
Kleberg,21,U.S. Senate,,REP,Mary Miller,0,0,0,0,0,0
Kleberg,22.23,U.S. Senate,,REP,Mary Miller,6,5,1,0,0,0
Kleberg,24,U.S. Senate,,REP,Mary Miller,4,3,1,0,0,0
Kleberg,31,U.S. Senate,,REP,Mary Miller,4,3,1,0,0,0
Kleberg,32,U.S. Senate,,REP,Mary Miller,0,0,0,0,0,0
Kleberg,33.34,U.S. Senate,,REP,Mary Miller,12,9,3,0,0,0
Kleberg,35,U.S. Senate,,REP,Mary Miller,2,2,0,0,0,0
Kleberg,41.42,U.S. Senate,,REP,Mary Miller,0,0,0,0,0,0
Kleberg,43,U.S. Senate,,REP,Mary Miller,1,0,1,0,0,0
Kleberg,44,U.S. Senate,,REP,Mary Miller,3,2,1,0,0,0
Kleberg,45,U.S. Senate,,REP,Mary Miller,1,1,0,0,0,0
Kleberg,Total,U.S. Senate,,REP,Mary Miller,50,35,18,1,0,0
Kleberg,11,U.S. Senate,,REP,Stefano de Stefano,1,1,0,0,0,0
Kleberg,12,U.S. Senate,,REP,Stefano de Stefano,5,3,2,0,0,0
Kleberg,13.14,U.S. Senate,,REP,Stefano de Stefano,0,0,0,0,0,0
Kleberg,21,U.S. Senate,,REP,Stefano de Stefano,0,0,0,0,0,0
Kleberg,22.23,U.S. Senate,,REP,Stefano de Stefano,2,1,1,0,0,0
Kleberg,24,U.S. Senate,,REP,Stefano de Stefano,0,0,0,0,0,0
Kleberg,31,U.S. Senate,,REP,Stefano de Stefano,1,0,1,0,0,0
Kleberg,32,U.S. Senate,,REP,Stefano de Stefano,0,0,0,0,0,0
Kleberg,33.34,U.S. Senate,,REP,Stefano de Stefano,8,5,3,0,0,0
Kleberg,35,U.S. Senate,,REP,Stefano de Stefano,3,3,0,0,0,0
Kleberg,41.42,U.S. Senate,,REP,Stefano de Stefano,1,0,1,0,0,0
Kleberg,43,U.S. Senate,,REP,Stefano de Stefano,1,0,1,0,0,0
Kleberg,44,U.S. Senate,,REP,Stefano de Stefano,0,0,0,0,0,0
Kleberg,45,U.S. Senate,,REP,Stefano de Stefano,0,0,0,0,0,0
Kleberg,Total,U.S. Senate,,REP,Stefano de Stefano,22,13,9,0,0,0
Kleberg,11,U.S. House,34,REP,Rey Gonzalez,113,57,48,7,1,0
Kleberg,12,U.S. House,34,REP,Rey Gonzalez,97,58,33,6,0,0
Kleberg,13.14,U.S. House,34,REP,Rey Gonzalez,92,36,49,7,0,0
Kleberg,21,U.S. House,34,REP,Rey Gonzalez,8,3,4,1,0,0
Kleberg,22.23,U.S. House,34,REP,Rey Gonzalez,106,61,39,6,0,0
Kleberg,24,U.S. House,34,REP,Rey Gonzalez,72,45,23,4,0,0
Kleberg,31,U.S. House,34,REP,Rey Gonzalez,89,45,36,8,0,0
Kleberg,32,U.S. House,34,REP,Rey Gonzalez,54,24,25,5,0,0
Kleberg,33.34,U.S. House,34,REP,Rey Gonzalez,172,124,42,6,0,0
Kleberg,35,U.S. House,34,REP,Rey Gonzalez,81,58,23,0,0,0
Kleberg,41.42,U.S. House,34,REP,Rey Gonzalez,14,5,5,4,0,0
Kleberg,43,U.S. House,34,REP,Rey Gonzalez,68,41,26,1,0,0
Kleberg,44,U.S. House,34,REP,Rey Gonzalez,16,8,7,1,0,0
Kleberg,45,U.S. House,34,REP,Rey Gonzalez,13,9,4,0,0,0
Kleberg,Total,U.S. House,34,REP,Rey Gonzalez,995,574,364,56,1,0
Kleberg,11,Governor,,REP,SECEDE Kilgore,1,0,1,0,0,0
Kleberg,12,Governor,,REP,SECEDE Kilgore,5,3,2,0,0,0
Kleberg,13.14,Governor,,REP,SECEDE Kilgore,4,1,3,0,0,0
Kleberg,21,Governor,,REP,SECEDE Kilgore,0,0,0,0,0,0
Kleberg,22.23,Governor,,REP,SECEDE Kilgore,1,1,0,0,0,0
Kleberg,24,Governor,,REP,SECEDE Kilgore,2,2,0,0,0,0
Kleberg,31,Governor,,REP,SECEDE Kilgore,0,0,0,0,0,0
Kleberg,32,Governor,,REP,SECEDE Kilgore,0,0,0,0,0,0
Kleberg,33.34,Governor,,REP,SECEDE Kilgore,0,0,0,0,0,0
Kleberg,35,Governor,,REP,SECEDE Kilgore,2,2,0,0,0,0
Kleberg,41.42,Governor,,REP,SECEDE Kilgore,0,0,0,0,0,0
Kleberg,43,Governor,,REP,SECEDE Kilgore,1,0,1,0,0,0
Kleberg,44,Governor,,REP,SECEDE Kilgore,1,0,0,1,0,0
Kleberg,45,Governor,,REP,SECEDE Kilgore,0,0,0,0,0,0
Kleberg,Total,Governor,,REP,SECEDE Kilgore,17,9,7,1,0,0
Kleberg,11,Governor,,REP,Barbara Krueger,10,5,5,0,0,0
Kleberg,12,Governor,,REP,Barbara Krueger,11,4,7,0,0,0
Kleberg,13.14,Governor,,REP,Barbara Krueger,6,2,4,0,0,0
Kleberg,21,Governor,,REP,Barbara Krueger,0,0,0,0,0,0
Kleberg,22.23,Governor,,REP,Barbara Krueger,12,5,7,0,0,0
Kleberg,24,Governor,,REP,Barbara Krueger,2,2,0,0,0,0
Kleberg,31,Governor,,REP,Barbara Krueger,13,7,6,0,0,0
Kleberg,32,Governor,,REP,Barbara Krueger,4,2,2,0,0,0
Kleberg,33.34,Governor,,REP,Barbara Krueger,19,16,3,0,0,0
Kleberg,35,Governor,,REP,Barbara Krueger,7,3,4,0,0,0
Kleberg,41.42,Governor,,REP,Barbara Krueger,1,0,1,0,0,0
Kleberg,43,Governor,,REP,Barbara Krueger,3,1,2,0,0,0
Kleberg,44,Governor,,REP,Barbara Krueger,2,1,1,0,0,0
Kleberg,45,Governor,,REP,Barbara Krueger,2,2,0,0,0,0
Kleberg,Total,Governor,,REP,Barbara Krueger,92,50,42,0,0,0
Kleberg,11,Governor,,REP,Greg Abbott,141,65,68,7,1,0
Kleberg,12,Governor,,REP,Greg Abbott,116,71,38,7,0,0
Kleberg,13.14,Governor,,REP,Greg Abbott,105,40,56,9,0,0
Kleberg,21,Governor,,REP,Greg Abbott,10,4,5,1,0,0
Kleberg,22.23,Governor,,REP,Greg Abbott,127,73,46,8,0,0
Kleberg,24,Governor,,REP,Greg Abbott,86,50,31,5,0,0
Kleberg,31,Governor,,REP,Greg Abbott,119,62,49,8,0,0
Kleberg,32,Governor,,REP,Greg Abbott,68,32,30,6,0,0
Kleberg,33.34,Governor,,REP,Greg Abbott,219,161,51,7,0,0
Kleberg,35,Governor,,REP,Greg Abbott,99,70,28,1,0,0
Kleberg,41.42,Governor,,REP,Greg Abbott,21,10,7,4,0,0
Kleberg,43,Governor,,REP,Greg Abbott,77,48,28,1,0,0
Kleberg,44,Governor,,REP,Greg Abbott,19,9,10,0,0,0
Kleberg,45,Governor,,REP,Greg Abbott,16,9,7,0,0,0
Kleberg,Total,Governor,,REP,Greg Abbott,1223,704,454,64,1,0
Kleberg,11,Lieutenant Governor,,REP,Scott Milder,24,9,15,0,0,0
Kleberg,12,Lieutenant Governor,,REP,Scott Milder,27,14,13,0,0,0
Kleberg,13.14,Lieutenant Governor,,REP,Scott Milder,16,5,11,0,0,0
Kleberg,21,Lieutenant Governor,,REP,Scott Milder,2,0,1,1,0,0
Kleberg,22.23,Lieutenant Governor,,REP,Scott Milder,18,9,8,1,0,0
Kleberg,24,Lieutenant Governor,,REP,Scott Milder,16,13,3,0,0,0
Kleberg,31,Lieutenant Governor,,REP,Scott Milder,23,6,15,2,0,0
Kleberg,32,Lieutenant Governor,,REP,Scott Milder,10,4,4,2,0,0
Kleberg,33.34,Lieutenant Governor,,REP,Scott Milder,47,38,9,0,0,0
Kleberg,35,Lieutenant Governor,,REP,Scott Milder,17,12,5,0,0,0
Kleberg,41.42,Lieutenant Governor,,REP,Scott Milder,5,1,1,3,0,0
Kleberg,43,Lieutenant Governor,,REP,Scott Milder,13,7,6,0,0,0
Kleberg,44,Lieutenant Governor,,REP,Scott Milder,3,0,2,1,0,0
Kleberg,45,Lieutenant Governor,,REP,Scott Milder,1,1,0,0,0,0
Kleberg,Total,Lieutenant Governor,,REP,Scott Milder,222,119,93,10,0,0
Kleberg,11,Lieutenant Governor,,REP,Dan Patrick,121,59,54,7,1,0
Kleberg,12,Lieutenant Governor,,REP,Dan Patrick,96,56,33,7,0,0
Kleberg,13.14,Lieutenant Governor,,REP,Dan Patrick,90,38,43,9,0,0
Kleberg,21,Lieutenant Governor,,REP,Dan Patrick,8,4,4,0,0,0
Kleberg,22.23,Lieutenant Governor,,REP,Dan Patrick,109,62,40,7,0,0
Kleberg,24,Lieutenant Governor,,REP,Dan Patrick,63,35,23,5,0,0
Kleberg,31,Lieutenant Governor,,REP,Dan Patrick,103,59,38,6,0,0
Kleberg,32,Lieutenant Governor,,REP,Dan Patrick,59,28,27,4,0,0
Kleberg,33.34,Lieutenant Governor,,REP,Dan Patrick,177,129,41,7,0,0
Kleberg,35,Lieutenant Governor,,REP,Dan Patrick,86,57,28,1,0,0
Kleberg,41.42,Lieutenant Governor,,REP,Dan Patrick,13,6,6,1,0,0
Kleberg,43,Lieutenant Governor,,REP,Dan Patrick,62,39,22,1,0,0
Kleberg,44,Lieutenant Governor,,REP,Dan Patrick,16,9,7,0,0,0
Kleberg,45,Lieutenant Governor,,REP,Dan Patrick,15,9,6,0,0,0
Kleberg,Total,Lieutenant Governor,,REP,Dan Patrick,1018,590,372,55,1,0
Kleberg,11,Attorney General,,REP,Ken Paxton,124,58,58,7,1,0
Kleberg,12,Attorney General,,REP,Ken Paxton,102,61,35,6,0,0
Kleberg,13.14,Attorney General,,REP,Ken Paxton,95,38,49,8,0,0
Kleberg,21,Attorney General,,REP,Ken Paxton,9,3,5,1,0,0
Kleberg,22.23,Attorney General,,REP,Ken Paxton,114,66,41,7,0,0
Kleberg,24,Attorney General,,REP,Ken Paxton,70,42,24,4,0,0
Kleberg,31,Attorney General,,REP,Ken Paxton,102,53,41,8,0,0
Kleberg,32,Attorney General,,REP,Ken Paxton,56,24,27,5,0,0
Kleberg,33.34,Attorney General,,REP,Ken Paxton,182,136,40,6,0,0
Kleberg,35,Attorney General,,REP,Ken Paxton,86,59,26,1,0,0
Kleberg,41.42,Attorney General,,REP,Ken Paxton,16,7,5,4,0,0
Kleberg,43,Attorney General,,REP,Ken Paxton,67,42,24,1,0,0
Kleberg,44,Attorney General,,REP,Ken Paxton,18,8,9,1,0,0
Kleberg,45,Attorney General,,REP,Ken Paxton,13,8,5,0,0,0
Kleberg,Total,Attorney General,,REP,Ken Paxton,1054,605,389,59,1,0
Kleberg,11,Comptroller of Public Accounts,,REP,Glenn Hegar,117,58,51,7,1,0
Kleberg,12,Comptroller of Public Accounts,,REP,Glenn Hegar,97,59,32,6,0,0
Kleberg,13.14,Comptroller of Public Accounts,,REP,Glenn Hegar,88,34,46,8,0,0
Kleberg,21,Comptroller of Public Accounts,,REP,Glenn Hegar,8,3,4,1,0,0
Kleberg,22.23,Comptroller of Public Accounts,,REP,Glenn Hegar,103,58,39,6,0,0
Kleberg,24,Comptroller of Public Accounts,,REP,Glenn Hegar,69,41,24,4,0,0
Kleberg,31,Comptroller of Public Accounts,,REP,Glenn Hegar,98,49,41,8,0,0
Kleberg,32,Comptroller of Public Accounts,,REP,Glenn Hegar,56,25,26,5,0,0
Kleberg,33.34,Comptroller of Public Accounts,,REP,Glenn Hegar,175,132,37,6,0,0
Kleberg,35,Comptroller of Public Accounts,,REP,Glenn Hegar,82,55,26,1,0,0
Kleberg,41.42,Comptroller of Public Accounts,,REP,Glenn Hegar,15,7,4,4,0,0
Kleberg,43,Comptroller of Public Accounts,,REP,Glenn Hegar,66,42,23,1,0,0
Kleberg,44,Comptroller of Public Accounts,,REP,Glenn Hegar,17,8,8,1,0,0
Kleberg,45,Comptroller of Public Accounts,,REP,Glenn Hegar,13,9,4,0,0,0
Kleberg,Total,Comptroller of Public Accounts,,REP,Glenn Hegar,1004,580,365,58,1,0
Kleberg,11,Commissioner of the General Land Office,,REP,George P. Bush,88,37,47,4,0,0
Kleberg,12,Commissioner of the General Land Office,,REP,George P. Bush,65,51,29,5,0,0
Kleberg,13.14,Commissioner of the General Land Office,,REP,George P. Bush,82,31,43,8,0,0
Kleberg,21,Commissioner of the General Land Office,,REP,George P. Bush,8,4,3,1,0,0
Kleberg,22.23,Commissioner of the General Land Office,,REP,George P. Bush,88,55,29,4,0,0
Kleberg,24,Commissioner of the General Land Office,,REP,George P. Bush,62,37,21,4,0,0
Kleberg,31,Commissioner of the General Land Office,,REP,George P. Bush,90,47,36,7,0,0
Kleberg,32,Commissioner of the General Land Office,,REP,George P. Bush,50,24,23,3,0,0
Kleberg,33.34,Commissioner of the General Land Office,,REP,George P. Bush,160,122,34,4,0,0
Kleberg,35,Commissioner of the General Land Office,,REP,George P. Bush,74,51,22,1,0,0
Kleberg,41.42,Commissioner of the General Land Office,,REP,George P. Bush,12,5,3,4,0,0
Kleberg,43,Commissioner of the General Land Office,,REP,George P. Bush,54,32,21,1,0,0
Kleberg,44,Commissioner of the General Land Office,,REP,George P. Bush,16,6,9,1,0,0
Kleberg,45,Commissioner of the General Land Office,,REP,George P. Bush,14,9,5,0,0,0
Kleberg,Total,Commissioner of the General Land Office,,REP,George P. Bush,863,511,325,47,0,0
Kleberg,11,Commissioner of the General Land Office,,REP,Jerry Patterson,42,21,18,3,0,0
Kleberg,12,Commissioner of the General Land Office,,REP,Jerry Patterson,30,18,10,2,0,0
Kleberg,13.14,Commissioner of the General Land Office,,REP,Jerry Patterson,20,8,11,1,0,0
Kleberg,21,Commissioner of the General Land Office,,REP,Jerry Patterson,1,0,1,0,0,0
Kleberg,22.23,Commissioner of the General Land Office,,REP,Jerry Patterson,32,13,16,3,0,0
Kleberg,24,Commissioner of the General Land Office,,REP,Jerry Patterson,16,9,7,0,0,0
Kleberg,31,Commissioner of the General Land Office,,REP,Jerry Patterson,30,14,15,1,0,0
Kleberg,32,Commissioner of the General Land Office,,REP,Jerry Patterson,12,6,4,2,0,0
Kleberg,33.34,Commissioner of the General Land Office,,REP,Jerry Patterson,48,29,16,3,0,0
Kleberg,35,Commissioner of the General Land Office,,REP,Jerry Patterson,14,10,4,0,0,0
Kleberg,41.42,Commissioner of the General Land Office,,REP,Jerry Patterson,1,1,0,0,0,0
Kleberg,43,Commissioner of the General Land Office,,REP,Jerry Patterson,16,11,5,0,0,0
Kleberg,44,Commissioner of the General Land Office,,REP,Jerry Patterson,6,4,2,0,0,0
Kleberg,45,Commissioner of the General Land Office,,REP,Jerry Patterson,1,0,1,0,0,0
Kleberg,Total,Commissioner of the General Land Office,,REP,Jerry Patterson,269,144,110,15,0,0
Kleberg,11,Commissioner of the General Land Office,,REP,Rick Range,4,2,2,0,0,0
Kleberg,12,Commissioner of the General Land Office,,REP,Rick Range,9,6,0,0,0,0
Kleberg,13.14,Commissioner of the General Land Office,,REP,Rick Range,5,1,4,0,0,0
Kleberg,21,Commissioner of the General Land Office,,REP,Rick Range,0,0,0,0,0,0
Kleberg,22.23,Commissioner of the General Land Office,,REP,Rick Range,7,4,3,0,0,0
Kleberg,24,Commissioner of the General Land Office,,REP,Rick Range,4,4,0,0,0,0
Kleberg,31,Commissioner of the General Land Office,,REP,Rick Range,2,1,1,0,0,0
Kleberg,32,Commissioner of the General Land Office,,REP,Rick Range,4,2,1,1,0,0
Kleberg,33.34,Commissioner of the General Land Office,,REP,Rick Range,11,11,0,0,0,0
Kleberg,35,Commissioner of the General Land Office,,REP,Rick Range,3,2,1,0,0,0
Kleberg,41.42,Commissioner of the General Land Office,,REP,Rick Range,3,2,1,0,0,0
Kleberg,43,Commissioner of the General Land Office,,REP,Rick Range,3,2,1,0,0,0
Kleberg,44,Commissioner of the General Land Office,,REP,Rick Range,0,0,0,0,0,0
Kleberg,45,Commissioner of the General Land Office,,REP,Rick Range,1,1,0,0,0,0
Kleberg,Total,Commissioner of the General Land Office,,REP,Rick Range,56,38,14,1,0,0
Kleberg,11,Commissioner of the General Land Office,,REP,Davey Edwards,11,6,4,0,1,0
Kleberg,12,Commissioner of the General Land Office,,REP,Davey Edwards,4,2,2,0,0,0
Kleberg,13.14,Commissioner of the General Land Office,,REP,Davey Edwards,5,2,3,0,0,0
Kleberg,21,Commissioner of the General Land Office,,REP,Davey Edwards,1,0,1,0,0,0
Kleberg,22.23,Commissioner of the General Land Office,,REP,Davey Edwards,6,3,3,0,0,0
Kleberg,24,Commissioner of the General Land Office,,REP,Davey Edwards,2,1,1,0,0,0
Kleberg,31,Commissioner of the General Land Office,,REP,Davey Edwards,4,2,2,0,0,0
Kleberg,32,Commissioner of the General Land Office,,REP,Davey Edwards,2,0,2,0,0,0
Kleberg,33.34,Commissioner of the General Land Office,,REP,Davey Edwards,9,8,1,0,0,0
Kleberg,35,Commissioner of the General Land Office,,REP,Davey Edwards,8,3,5,0,0,0
Kleberg,41.42,Commissioner of the General Land Office,,REP,Davey Edwards,1,0,1,0,0,0
Kleberg,43,Commissioner of the General Land Office,,REP,Davey Edwards,8,3,5,0,0,0
