county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Falls,104,OTTO COMMUNITY ,Commissioner of the General Land Office,,LIB,Matt Pina,9,4,5
Falls,104,OTTO COMMUNITY ,Commissioner of the General Land Office,,DEM,Miguel  Suazo,50,21,29
Falls,105,CHURCH OF CHRIST ANNEX,Commissioner of the General Land Office,,REP,George P.  Bush,273,89,184
Falls,105,CHURCH OF CHRIST ANNEX,Commissioner of the General Land Office,,LIB,Matt Pina,9,5,4
Falls,105,CHURCH OF CHRIST ANNEX,Commissioner of the General Land Office,,DEM,Miguel  Suazo,138,63,75
Falls,201,REAGAN BUILDING,Commissioner of the General Land Office,,REP,George P.  Bush,246,87,159
Falls,201,REAGAN BUILDING,Commissioner of the General Land Office,,LIB,Matt Pina,3,2,1
Falls,201,REAGAN BUILDING,Commissioner of the General Land Office,,DEM,Miguel  Suazo,47,15,32
Falls,203,DAVIS CHAPEL CHURCH,Commissioner of the General Land Office,,REP,George P.  Bush,20,3,17
Falls,203,DAVIS CHAPEL CHURCH,Commissioner of the General Land Office,,LIB,Matt Pina,1,0,1
Falls,203,DAVIS CHAPEL CHURCH,Commissioner of the General Land Office,,DEM,Miguel  Suazo,199,97,102
Falls,204,BTW ALUMNI,Commissioner of the General Land Office,,REP,George P.  Bush,78,27,51
Falls,204,BTW ALUMNI,Commissioner of the General Land Office,,LIB,Matt Pina,6,2,4
Falls,204,BTW ALUMNI,Commissioner of the General Land Office,,DEM,Miguel  Suazo,238,96,142
Falls,301,PLEASANT GROVE HALL,Commissioner of the General Land Office,,REP,George P.  Bush,256,128,128
Falls,301,PLEASANT GROVE HALL,Commissioner of the General Land Office,,LIB,Matt Pina,7,5,2
Falls,301,PLEASANT GROVE HALL,Commissioner of the General Land Office,,DEM,Miguel  Suazo,50,19,31
Falls,302,MARLIN HOUSING,Commissioner of the General Land Office,,REP,George P.  Bush,109,33,76
Falls,302,MARLIN HOUSING,Commissioner of the General Land Office,,LIB,Matt Pina,4,1,3
Falls,302,MARLIN HOUSING,Commissioner of the General Land Office,,DEM,Miguel  Suazo,43,16,27
Falls,303,WESTPHALIA HALL,Commissioner of the General Land Office,,REP,George P.  Bush,331,174,157
Falls,303,WESTPHALIA HALL,Commissioner of the General Land Office,,LIB,Matt Pina,9,4,5
Falls,303,WESTPHALIA HALL,Commissioner of the General Land Office,,DEM,Miguel  Suazo,25,13,12
Falls,304,D BROWN LIBRARY,Commissioner of the General Land Office,,REP,George P.  Bush,337,238,99
Falls,304,D BROWN LIBRARY,Commissioner of the General Land Office,,LIB,Matt Pina,18,11,7
Falls,304,D BROWN LIBRARY,Commissioner of the General Land Office,,DEM,Miguel  Suazo,129,91,38
Falls,403,CHILTON VOL DEPT,Commissioner of the General Land Office,,REP,George P.  Bush,387,187,200
Falls,403,CHILTON VOL DEPT,Commissioner of the General Land Office,,LIB,Matt Pina,19,11,8
Falls,403,CHILTON VOL DEPT,Commissioner of the General Land Office,,DEM,Miguel  Suazo,129,66,63
Falls,404,LOTT FIRE DEPT,Commissioner of the General Land Office,,REP,George P.  Bush,344,251,93
Falls,404,LOTT FIRE DEPT,Commissioner of the General Land Office,,LIB,Matt Pina,10,9,1
Falls,404,LOTT FIRE DEPT,Commissioner of the General Land Office,,DEM,Miguel  Suazo,87,67,20
Falls,405,GOLINDA CITY HALL,Commissioner of the General Land Office,,REP,George P.  Bush,267,140,127
Falls,405,GOLINDA CITY HALL,Commissioner of the General Land Office,,LIB,Matt Pina,16,8,8
Falls,405,GOLINDA CITY HALL,Commissioner of the General Land Office,,DEM,Miguel  Suazo,93,48,45
Falls,101,METHODIST CHURCH HALL,Comptroller of Public Accounts,,LIB,Ben Sanders,8,3,5
Falls,101,METHODIST CHURCH HALL,Comptroller of Public Accounts,,REP,Glenn  Hegar,152,54,98
Falls,101,METHODIST CHURCH HALL,Comptroller of Public Accounts,,DEM,Joi  Chevalier,125,60,65
Falls,104,OTTO COMMUNITY ,Comptroller of Public Accounts,,LIB,Ben Sanders,10,8,2
Falls,104,OTTO COMMUNITY ,Comptroller of Public Accounts,,REP,Glenn  Hegar,340,156,184
Falls,104,OTTO COMMUNITY ,Comptroller of Public Accounts,,DEM,Joi  Chevalier,56,24,32
Falls,105,CHURCH OF CHRIST ANNEX,Comptroller of Public Accounts,,LIB,Ben Sanders,13,6,7
Falls,105,CHURCH OF CHRIST ANNEX,Comptroller of Public Accounts,,REP,Glenn  Hegar,265,89,176
Falls,105,CHURCH OF CHRIST ANNEX,Comptroller of Public Accounts,,DEM,Joi  Chevalier,138,60,78
Falls,201,REAGAN BUILDING,Comptroller of Public Accounts,,LIB,Ben Sanders,3,3,0
Falls,201,REAGAN BUILDING,Comptroller of Public Accounts,,REP,Glenn  Hegar,241,85,156
Falls,201,REAGAN BUILDING,Comptroller of Public Accounts,,DEM,Joi  Chevalier,53,16,37
Falls,203,DAVIS CHAPEL CHURCH,Comptroller of Public Accounts,,LIB,Ben Sanders,1,0,1
Falls,203,DAVIS CHAPEL CHURCH,Comptroller of Public Accounts,,REP,Glenn  Hegar,20,3,17
Falls,203,DAVIS CHAPEL CHURCH,Comptroller of Public Accounts,,DEM,Joi  Chevalier,199,97,102
Falls,204,BTW ALUMNI,Comptroller of Public Accounts,,LIB,Ben Sanders,8,2,6
Falls,204,BTW ALUMNI,Comptroller of Public Accounts,,REP,Glenn  Hegar,73,27,46
Falls,204,BTW ALUMNI,Comptroller of Public Accounts,,DEM,Joi  Chevalier,241,95,146
Falls,301,PLEASANT GROVE HALL,Comptroller of Public Accounts,,LIB,Ben Sanders,3,0,3
Falls,301,PLEASANT GROVE HALL,Comptroller of Public Accounts,,REP,Glenn  Hegar,268,135,133
Falls,301,PLEASANT GROVE HALL,Comptroller of Public Accounts,,DEM,Joi  Chevalier,43,19,24
Falls,302,MARLIN HOUSING,Comptroller of Public Accounts,,LIB,Ben Sanders,4,1,3
Falls,302,MARLIN HOUSING,Comptroller of Public Accounts,,REP,Glenn  Hegar,110,34,76
Falls,302,MARLIN HOUSING,Comptroller of Public Accounts,,DEM,Joi  Chevalier,41,15,26
Falls,303,WESTPHALIA HALL,Comptroller of Public Accounts,,LIB,Ben Sanders,8,4,4
Falls,303,WESTPHALIA HALL,Comptroller of Public Accounts,,REP,Glenn  Hegar,325,169,156
Falls,303,WESTPHALIA HALL,Comptroller of Public Accounts,,DEM,Joi  Chevalier,30,16,14
Falls,304,D BROWN LIBRARY,Comptroller of Public Accounts,,LIB,Ben Sanders,10,7,3
Falls,304,D BROWN LIBRARY,Comptroller of Public Accounts,,REP,Glenn  Hegar,344,239,105
Falls,304,D BROWN LIBRARY,Comptroller of Public Accounts,,DEM,Joi  Chevalier,123,88,35
Falls,403,CHILTON VOL DEPT,Comptroller of Public Accounts,,LIB,Ben Sanders,18,9,9
Falls,403,CHILTON VOL DEPT,Comptroller of Public Accounts,,REP,Glenn  Hegar,384,185,199
Falls,403,CHILTON VOL DEPT,Comptroller of Public Accounts,,DEM,Joi  Chevalier,129,68,61
Falls,404,LOTT FIRE DEPT,Comptroller of Public Accounts,,LIB,Ben Sanders,10,8,2
Falls,404,LOTT FIRE DEPT,Comptroller of Public Accounts,,REP,Glenn  Hegar,342,254,88
Falls,404,LOTT FIRE DEPT,Comptroller of Public Accounts,,DEM,Joi  Chevalier,84,63,21
Falls,405,GOLINDA CITY HALL,Comptroller of Public Accounts,,LIB,Ben Sanders,18,9,9
Falls,405,GOLINDA CITY HALL,Comptroller of Public Accounts,,REP,Glenn  Hegar,263,139,124
Falls,405,GOLINDA CITY HALL,Comptroller of Public Accounts,,DEM,Joi  Chevalier,95,47,48
Falls,101,METHODIST CHURCH HALL,Governor,,REP,Greg  Abbott,178,69,109
Falls,101,METHODIST CHURCH HALL,Governor,,DEM,Lupe  Valdez,112,50,62
Falls,101,METHODIST CHURCH HALL,Governor,,LIB,Mark Jay Tippetts,4,1,3
Falls,104,OTTO COMMUNITY ,Governor,,REP,Greg  Abbott,362,170,192
Falls,104,OTTO COMMUNITY ,Governor,,DEM,Lupe  Valdez,48,22,26
Falls,104,OTTO COMMUNITY ,Governor,,LIB,Mark Jay Tippetts,1,1,0
Falls,105,CHURCH OF CHRIST ANNEX,Governor,,REP,Greg  Abbott,291,99,192
Falls,105,CHURCH OF CHRIST ANNEX,Governor,,DEM,Lupe  Valdez,131,60,71
Falls,105,CHURCH OF CHRIST ANNEX,Governor,,LIB,Mark Jay Tippetts,3,0,3
Falls,201,REAGAN BUILDING,Governor,,REP,Greg  Abbott,254,87,167
Falls,201,REAGAN BUILDING,Governor,,DEM,Lupe  Valdez,44,17,27
Falls,201,REAGAN BUILDING,Governor,,LIB,Mark Jay Tippetts,2,1,1
Falls,203,DAVIS CHAPEL CHURCH,Governor,,REP,Greg  Abbott,23,4,19
Falls,203,DAVIS CHAPEL CHURCH,Governor,,DEM,Lupe  Valdez,194,95,99
Falls,203,DAVIS CHAPEL CHURCH,Governor,,LIB,Mark Jay Tippetts,3,1,2
Falls,204,BTW ALUMNI,Governor,,REP,Greg  Abbott,85,31,54
Falls,204,BTW ALUMNI,Governor,,DEM,Lupe  Valdez,237,92,145
Falls,204,BTW ALUMNI,Governor,,LIB,Mark Jay Tippetts,1,0,1
Falls,301,PLEASANT GROVE HALL,Governor,,REP,Greg  Abbott,275,138,137
Falls,301,PLEASANT GROVE HALL,Governor,,DEM,Lupe  Valdez,40,18,22
Falls,301,PLEASANT GROVE HALL,Governor,,LIB,Mark Jay Tippetts,4,1,3
Falls,302,MARLIN HOUSING,Governor,,REP,Greg  Abbott,117,37,80
Falls,302,MARLIN HOUSING,Governor,,DEM,Lupe  Valdez,36,13,23
Falls,302,MARLIN HOUSING,Governor,,LIB,Mark Jay Tippetts,3,1,2
Falls,303,WESTPHALIA HALL,Governor,,REP,Greg  Abbott,345,178,167
Falls,303,WESTPHALIA HALL,Governor,,DEM,Lupe  Valdez,25,15,10
Falls,303,WESTPHALIA HALL,Governor,,LIB,Mark Jay Tippetts,2,0,2
Falls,304,D BROWN LIBRARY,Governor,,REP,Greg  Abbott,367,259,108
Falls,304,D BROWN LIBRARY,Governor,,DEM,Lupe  Valdez,117,83,34
Falls,304,D BROWN LIBRARY,Governor,,LIB,Mark Jay Tippetts,5,2,3
Falls,403,CHILTON VOL DEPT,Governor,,REP,Greg  Abbott,409,200,209
Falls,403,CHILTON VOL DEPT,Governor,,DEM,Lupe  Valdez,126,67,59
Falls,403,CHILTON VOL DEPT,Governor,,LIB,Mark Jay Tippetts,6,4,2
Falls,404,LOTT FIRE DEPT,Governor,,REP,Greg  Abbott,361,267,94
Falls,404,LOTT FIRE DEPT,Governor,,DEM,Lupe  Valdez,78,58,20
Falls,404,LOTT FIRE DEPT,Governor,,LIB,Mark Jay Tippetts,2,2,0
Falls,405,GOLINDA CITY HALL,Governor,,REP,Greg  Abbott,277,147,130
Falls,405,GOLINDA CITY HALL,Governor,,DEM,Lupe  Valdez,98,49,49
Falls,405,GOLINDA CITY HALL,Governor,,LIB,Mark Jay Tippetts,3,2,1
Falls,101,METHODIST CHURCH HALL,Lieutenant Governor,,REP,Dan  Patrick,164,60,104
Falls,101,METHODIST CHURCH HALL,Lieutenant Governor,,LIB,Kerry Douglas McKennon,4,3,1
Falls,101,METHODIST CHURCH HALL,Lieutenant Governor,,DEM,Mike  Collier,126,57,69
Falls,104,OTTO COMMUNITY ,Lieutenant Governor,,REP,Dan  Patrick,347,163,184
Falls,104,OTTO COMMUNITY ,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,2,0
Falls,104,OTTO COMMUNITY ,Lieutenant Governor,,DEM,Mike  Collier,61,26,35
Falls,105,CHURCH OF CHRIST ANNEX,Lieutenant Governor,,REP,Dan  Patrick,271,93,178
Falls,105,CHURCH OF CHRIST ANNEX,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,2,3
Falls,105,CHURCH OF CHRIST ANNEX,Lieutenant Governor,,DEM,Mike  Collier,147,63,84
Falls,201,REAGAN BUILDING,Lieutenant Governor,,REP,Dan  Patrick,236,80,156
Falls,201,REAGAN BUILDING,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,0,1
Falls,201,REAGAN BUILDING,Lieutenant Governor,,DEM,Mike  Collier,62,25,37
Falls,203,DAVIS CHAPEL CHURCH,Lieutenant Governor,,REP,Dan  Patrick,18,3,15
Falls,203,DAVIS CHAPEL CHURCH,Lieutenant Governor,,LIB,Kerry Douglas McKennon,3,2,1
Falls,203,DAVIS CHAPEL CHURCH,Lieutenant Governor,,DEM,Mike  Collier,200,95,105
Falls,204,BTW ALUMNI,Lieutenant Governor,,REP,Dan  Patrick,73,24,49
Falls,204,BTW ALUMNI,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,2,0
Falls,204,BTW ALUMNI,Lieutenant Governor,,DEM,Mike  Collier,247,98,149
Falls,301,PLEASANT GROVE HALL,Lieutenant Governor,,REP,Dan  Patrick,265,132,133
Falls,301,PLEASANT GROVE HALL,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,1,1
Falls,301,PLEASANT GROVE HALL,Lieutenant Governor,,DEM,Mike  Collier,49,22,27
Falls,302,MARLIN HOUSING,Lieutenant Governor,,REP,Dan  Patrick,107,31,76
Falls,302,MARLIN HOUSING,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,0,2
Falls,302,MARLIN HOUSING,Lieutenant Governor,,DEM,Mike  Collier,47,19,28
Falls,303,WESTPHALIA HALL,Lieutenant Governor,,REP,Dan  Patrick,322,165,157
Falls,303,WESTPHALIA HALL,Lieutenant Governor,,LIB,Kerry Douglas McKennon,6,1,5
Falls,303,WESTPHALIA HALL,Lieutenant Governor,,DEM,Mike  Collier,42,27,15
Falls,304,D BROWN LIBRARY,Lieutenant Governor,,REP,Dan  Patrick,342,241,101
Falls,304,D BROWN LIBRARY,Lieutenant Governor,,LIB,Kerry Douglas McKennon,9,5,4
Falls,304,D BROWN LIBRARY,Lieutenant Governor,,DEM,Mike  Collier,139,98,41
Falls,403,CHILTON VOL DEPT,Lieutenant Governor,,REP,Dan  Patrick,374,183,191
Falls,403,CHILTON VOL DEPT,Lieutenant Governor,,LIB,Kerry Douglas McKennon,17,7,10
Falls,403,CHILTON VOL DEPT,Lieutenant Governor,,DEM,Mike  Collier,148,78,70
Falls,404,LOTT FIRE DEPT,Lieutenant Governor,,REP,Dan  Patrick,352,257,95
Falls,404,LOTT FIRE DEPT,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,5,0
Falls,404,LOTT FIRE DEPT,Lieutenant Governor,,DEM,Mike  Collier,85,66,19
Falls,405,GOLINDA CITY HALL,Lieutenant Governor,,REP,Dan  Patrick,257,132,125
Falls,405,GOLINDA CITY HALL,Lieutenant Governor,,LIB,Kerry Douglas McKennon,9,7,2
Falls,405,GOLINDA CITY HALL,Lieutenant Governor,,DEM,Mike  Collier,112,57,55
Falls,101,METHODIST CHURCH HALL,Railroad Commissioner,,REP,Christi  Craddick,162,60,102
Falls,101,METHODIST CHURCH HALL,Railroad Commissioner,,LIB,Mike Wright,7,2,5
Falls,101,METHODIST CHURCH HALL,Railroad Commissioner,,DEM,Roman  McAllen,119,57,62
Falls,104,OTTO COMMUNITY ,Railroad Commissioner,,REP,Christi  Craddick,348,161,187
Falls,104,OTTO COMMUNITY ,Railroad Commissioner,,LIB,Mike Wright,6,4,2
Falls,104,OTTO COMMUNITY ,Railroad Commissioner,,DEM,Roman  McAllen,52,24,28
Falls,105,CHURCH OF CHRIST ANNEX,Railroad Commissioner,,REP,Christi  Craddick,258,85,173
Falls,105,CHURCH OF CHRIST ANNEX,Railroad Commissioner,,LIB,Mike Wright,15,4,11
Falls,105,CHURCH OF CHRIST ANNEX,Railroad Commissioner,,DEM,Roman  McAllen,143,63,80
Falls,201,REAGAN BUILDING,Railroad Commissioner,,REP,Christi  Craddick,245,86,159
Falls,201,REAGAN BUILDING,Railroad Commissioner,,LIB,Mike Wright,1,0,1
Falls,201,REAGAN BUILDING,Railroad Commissioner,,DEM,Roman  McAllen,50,17,33
Falls,203,DAVIS CHAPEL CHURCH,Railroad Commissioner,,REP,Christi  Craddick,22,3,19
Falls,203,DAVIS CHAPEL CHURCH,Railroad Commissioner,,LIB,Mike Wright,0,0,0
Falls,203,DAVIS CHAPEL CHURCH,Railroad Commissioner,,DEM,Roman  McAllen,198,97,101
Falls,204,BTW ALUMNI,Railroad Commissioner,,REP,Christi  Craddick,76,27,49
Falls,204,BTW ALUMNI,Railroad Commissioner,,LIB,Mike Wright,7,3,4
Falls,204,BTW ALUMNI,Railroad Commissioner,,DEM,Roman  McAllen,240,95,145
Falls,301,PLEASANT GROVE HALL,Railroad Commissioner,,REP,Christi  Craddick,259,128,131
Falls,301,PLEASANT GROVE HALL,Railroad Commissioner,,LIB,Mike Wright,8,3,5
Falls,301,PLEASANT GROVE HALL,Railroad Commissioner,,DEM,Roman  McAllen,46,23,23
Falls,302,MARLIN HOUSING,Railroad Commissioner,,REP,Christi  Craddick,110,33,77
Falls,302,MARLIN HOUSING,Railroad Commissioner,,LIB,Mike Wright,2,0,2
Falls,302,MARLIN HOUSING,Railroad Commissioner,,DEM,Roman  McAllen,42,17,25
Falls,303,WESTPHALIA HALL,Railroad Commissioner,,REP,Christi  Craddick,322,171,151
Falls,303,WESTPHALIA HALL,Railroad Commissioner,,LIB,Mike Wright,11,2,9
Falls,303,WESTPHALIA HALL,Railroad Commissioner,,DEM,Roman  McAllen,32,20,12
Falls,304,D BROWN LIBRARY,Railroad Commissioner,,REP,Christi  Craddick,342,240,102
Falls,304,D BROWN LIBRARY,Railroad Commissioner,,LIB,Mike Wright,18,11,7
Falls,304,D BROWN LIBRARY,Railroad Commissioner,,DEM,Roman  McAllen,119,86,33
Falls,403,CHILTON VOL DEPT,Railroad Commissioner,,REP,Christi  Craddick,383,184,199
Falls,403,CHILTON VOL DEPT,Railroad Commissioner,,LIB,Mike Wright,20,12,8
Falls,403,CHILTON VOL DEPT,Railroad Commissioner,,DEM,Roman  McAllen,126,65,61
Falls,404,LOTT FIRE DEPT,Railroad Commissioner,,REP,Christi  Craddick,345,254,91
Falls,404,LOTT FIRE DEPT,Railroad Commissioner,,LIB,Mike Wright,10,8,2
Falls,404,LOTT FIRE DEPT,Railroad Commissioner,,DEM,Roman  McAllen,84,64,20
Falls,405,GOLINDA CITY HALL,Railroad Commissioner,,REP,Christi  Craddick,261,138,123
Falls,405,GOLINDA CITY HALL,Railroad Commissioner,,LIB,Mike Wright,11,4,7
Falls,405,GOLINDA CITY HALL,Railroad Commissioner,,DEM,Roman  McAllen,105,54,51
Falls,101,METHODIST CHURCH HALL,State Representative,12,REP,Kyle  Kacal,170,62,108
Falls,101,METHODIST CHURCH HALL,State Representative,12,DEM,Marianne  Arnold,125,59,66
Falls,104,OTTO COMMUNITY ,State Representative,12,REP,Kyle  Kacal,353,165,188
Falls,104,OTTO COMMUNITY ,State Representative,12,DEM,Marianne  Arnold,56,27,29
Falls,105,CHURCH OF CHRIST ANNEX,State Representative,12,REP,Kyle  Kacal,277,93,184
Falls,105,CHURCH OF CHRIST ANNEX,State Representative,12,DEM,Marianne  Arnold,141,61,80
Falls,201,REAGAN BUILDING,State Representative,12,REP,Kyle  Kacal,251,89,162
Falls,201,REAGAN BUILDING,State Representative,12,DEM,Marianne  Arnold,48,16,32
Falls,203,DAVIS CHAPEL CHURCH,State Representative,12,REP,Kyle  Kacal,21,3,18
Falls,203,DAVIS CHAPEL CHURCH,State Representative,12,DEM,Marianne  Arnold,199,97,102
Falls,204,BTW ALUMNI,State Representative,12,REP,Kyle  Kacal,79,27,52
Falls,204,BTW ALUMNI,State Representative,12,DEM,Marianne  Arnold,242,96,146
Falls,301,PLEASANT GROVE HALL,State Representative,12,REP,Kyle  Kacal,271,136,135
