county,precinct,office,district,candidate,party,early_voting,election day,votes
Mills,9,State Representative,59,J.D. Sheffield,,,,153
Mills,9,State Representative,59,Totals,,,,216
Mills,11,Ballots Cast,,,,37,23,60
Mills,11,U.S. Senate,,Ted Cruz,,,,54
Mills,11,U.S. Senate,,Stefano de Stefano,,,,0
Mills,11,U.S. Senate,,Geraldine Sam,,,,1
Mills,11,U.S. Senate,,"Bruce Jacobson, Jr.",,,,0
Mills,11,U.S. Senate,,Mary Miller,,,,3
Mills,11,U.S. Senate,,Totals,,,,58
Mills,11,U.S. House,11,Paul Myers,,,,5
Mills,11,U.S. House,11,Mike Conaway,,,,51
Mills,11,U.S. House,11,Totals,,,,56
Mills,11,Governor,,Greg Abbott,,,,58
Mills,11,Governor,,Barbara Krueger,,,,2
Mills,11,Governor,,SECEDE Kilgore,,,,0
Mills,11,Governor,,Totals,,,,60
Mills,11,Lieutenant Governor,,Dan Patrick,,,,47
Mills,11,Lieutenant Governor,,Scott Milder,,,,9
Mills,11,Lieutenant Governor,,Totals,,,,56
Mills,11,Attorney General,,Ken Paxton,,,,52
Mills,11,Attorney General,,Totals,,,,52
Mills,11,Comptroller of Public Accounts,,Glenn Hegar,,,,52
Mills,11,Comptroller of Public Accounts,,Totals,,,,52
Mills,11,Commissioner of the General Land Office,,Davey Edwards,,,,6
Mills,11,Commissioner of the General Land Office,,Rick Range,,,,3
Mills,11,Commissioner of the General Land Office,,George P. Bush,,,,22
Mills,11,Commissioner of the General Land Office,,Jerry Patterson,,,,22
Mills,11,Commissioner of the General Land Office,,Totals,,,,53
Mills,11,Commissioner of Agriculture,,Sid Miller,,,,44
Mills,11,Commissioner of Agriculture,,Jim Hogan,,,,5
Mills,11,Commissioner of Agriculture,,Trey Blocker,,,,5
Mills,11,Commissioner of Agriculture,,Totals,,,,54
Mills,11,Railroad Commissioner,,Christi Craddick,,,,41
Mills,11,Railroad Commissioner,,Weston Martinez,,,,6
Mills,11,Railroad Commissioner,,Totals,,,,47
Mills,11,State Representative,59,Chris Evans,,,,22
Mills,11,State Representative,59,J.D. Sheffield,,,,35
Mills,11,State Representative,59,Totals,,,,57
Mills,1,Ballots Cast,,,,9,2,11
Mills,1,U.S. Senate,,Beto O'Rourke,,,,7
Mills,1,U.S. Senate,,Sema Hernandez,,,,1
Mills,1,U.S. Senate,,Edward Kimbrough,,,,1
Mills,1,U.S. Senate,,Totals,,,,9
Mills,1,U.S. House,11,Jennie Lou Leeder,,,,8
Mills,1,U.S. House,11,Eric Pfalzgraf,,,,1
Mills,1,U.S. House,11,Totals,,,,9
Mills,1,Governor,,Adrian Ocegueda,,,,2
Mills,1,Governor,,Lupe Valdez,,,,2
Mills,1,Governor,,Grady Yarbrough,,,,2
Mills,1,Governor,,"Cedric Davis, Sr.",,,,0
Mills,1,Governor,,Joe Mumbach,,,,0
Mills,1,Governor,,Jeffrey Payne,,,,1
Mills,1,Governor,,Andrew White,,,,2
Mills,1,Governor,,James Jolly Clark,,,,0
Mills,1,Governor,,Tom Wakely,,,,0
Mills,1,Governor,,Totals,,,,9
Mills,1,Lieutenant Governor,,Mike Collier,,,,6
Mills,1,Lieutenant Governor,,Michael Cooper,,,,3
Mills,1,Lieutenant Governor,,Totals,,,,9
Mills,1,Attorney General,,Justin Nelson,,,,9
Mills,1,Attorney General,,Totals,,,,9
Mills,1,Comptroller of Public Accounts,,Joi Chevalier,,,,5
Mills,1,Comptroller of Public Accounts,,Tim Mahoney,,,,4
Mills,1,Comptroller of Public Accounts,,Totals,,,,9
Mills,1,Commissioner of the General Land Office,,Miguel Suazo,,,,7
Mills,1,Commissioner of the General Land Office,,Tex Morgan,,,,2
Mills,1,Commissioner of the General Land Office,,Totals,,,,9
Mills,1,Commissioner of Agriculture,,Kim Olson,,,,10
Mills,1,Commissioner of Agriculture,,Totals,,,,10
Mills,1,Railroad Commissioner,,Roman McAllen,,,,7
Mills,1,Railroad Commissioner,,Chris Spellmon,,,,2
Mills,1,Railroad Commissioner,,Totals,,,,9
Mills,2,Ballots Cast,,,,2,0,2
Mills,2,U.S. Senate,,Beto O'Rourke,,,,1
Mills,2,U.S. Senate,,Sema Hernandez,,,,0
Mills,2,U.S. Senate,,Edward Kimbrough,,,,1
Mills,2,U.S. Senate,,Totals,,,,2
Mills,2,U.S. House,11,Jennie Lou Leeder,,,,2
Mills,2,U.S. House,11,Eric Pfalzgraf,,,,0
Mills,2,U.S. House,11,Totals,,,,2
Mills,2,Governor,,Adrian Ocegueda,,,,0
Mills,2,Governor,,Lupe Valdez,,,,0
Mills,2,Governor,,Grady Yarbrough,,,,0
Mills,2,Governor,,"Cedric Davis, Sr.",,,,1
Mills,2,Governor,,Joe Mumbach,,,,0
Mills,2,Governor,,Jeffrey Payne,,,,0
Mills,2,Governor,,Andrew White,,,,0
Mills,2,Governor,,James Jolly Clark,,,,0
Mills,2,Governor,,Tom Wakely,,,,0
Mills,2,Governor,,Totals,,,,1
Mills,2,Lieutenant Governor,,Mike Collier,,,,0
Mills,2,Lieutenant Governor,,Michael Cooper,,,,1
Mills,2,Lieutenant Governor,,Totals,,,,1
Mills,2,Attorney General,,Justin Nelson,,,,2
Mills,2,Attorney General,,Totals,,,,2
Mills,2,Comptroller of Public Accounts,,Joi Chevalier,,,,0
Mills,2,Comptroller of Public Accounts,,Tim Mahoney,,,,1
Mills,2,Comptroller of Public Accounts,,Totals,,,,1
Mills,2,Commissioner of the General Land Office,,Miguel Suazo,,,,0
Mills,2,Commissioner of the General Land Office,,Tex Morgan,,,,1
Mills,2,Commissioner of the General Land Office,,Totals,,,,1
Mills,2,Commissioner of Agriculture,,Kim Olson,,,,2
Mills,2,Commissioner of Agriculture,,Totals,,,,2
Mills,2,Railroad Commissioner,,Roman McAllen,,,,0
Mills,2,Railroad Commissioner,,Chris Spellmon,,,,1
Mills,2,Railroad Commissioner,,Totals,,,,1
Mills,4,Ballots Cast,,,,2,1,3
Mills,4,U.S. Senate,,Beto O'Rourke,,,,1
Mills,4,U.S. Senate,,Sema Hernandez,,,,0
Mills,4,U.S. Senate,,Edward Kimbrough,,,,2
Mills,4,U.S. Senate,,Totals,,,,3
Mills,4,U.S. House,11,Jennie Lou Leeder,,,,3
Mills,4,U.S. House,11,Eric Pfalzgraf,,,,0
Mills,4,U.S. House,11,Totals,,,,3
Mills,4,Governor,,Adrian Ocegueda,,,,0
Mills,4,Governor,,Lupe Valdez,,,,0
Mills,4,Governor,,Grady Yarbrough,,,,1
Mills,4,Governor,,"Cedric Davis, Sr.",,,,1
Mills,4,Governor,,Joe Mumbach,,,,0
Mills,4,Governor,,Jeffrey Payne,,,,0
Mills,4,Governor,,Andrew White,,,,1
Mills,4,Governor,,James Jolly Clark,,,,0
Mills,4,Governor,,Tom Wakely,,,,0
Mills,4,Governor,,Totals,,,,3
Mills,4,Lieutenant Governor,,Mike Collier,,,,0
Mills,4,Lieutenant Governor,,Michael Cooper,,,,3
Mills,4,Lieutenant Governor,,Totals,,,,3
Mills,4,Attorney General,,Justin Nelson,,,,3
Mills,4,Attorney General,,Totals,,,,3
Mills,4,Comptroller of Public Accounts,,Joi Chevalier,,,,0
Mills,4,Comptroller of Public Accounts,,Tim Mahoney,,,,3
Mills,4,Comptroller of Public Accounts,,Totals,,,,3
Mills,4,Commissioner of the General Land Office,,Miguel Suazo,,,,2
Mills,4,Commissioner of the General Land Office,,Tex Morgan,,,,1
Mills,4,Commissioner of the General Land Office,,Totals,,,,3
Mills,4,Commissioner of Agriculture,,Kim Olson,,,,2
Mills,4,Commissioner of Agriculture,,Totals,,,,2
Mills,4,Railroad Commissioner,,Roman McAllen,,,,0
Mills,4,Railroad Commissioner,,Chris Spellmon,,,,3
Mills,4,Railroad Commissioner,,Totals,,,,3
Mills,6,Ballots Cast,,,,0,2,2
Mills,6,U.S. Senate,,Beto O'Rourke,,,,1
Mills,6,U.S. Senate,,Sema Hernandez,,,,1
Mills,6,U.S. Senate,,Edward Kimbrough,,,,0
Mills,6,U.S. Senate,,Totals,,,,2
Mills,6,U.S. House,11,Jennie Lou Leeder,,,,1
Mills,6,U.S. House,11,Eric Pfalzgraf,,,,0
Mills,6,U.S. House,11,Totals,,,,1
Mills,6,Governor,,Adrian Ocegueda,,,,0
Mills,6,Governor,,Lupe Valdez,,,,2
Mills,6,Governor,,Grady Yarbrough,,,,0
Mills,6,Governor,,"Cedric Davis, Sr.",,,,0
Mills,6,Governor,,Joe Mumbach,,,,0
Mills,6,Governor,,Jeffrey Payne,,,,0
Mills,6,Governor,,Andrew White,,,,0
Mills,6,Governor,,James Jolly Clark,,,,0
Mills,6,Governor,,Tom Wakely,,,,0
Mills,6,Governor,,Totals,,,,2
Mills,6,Lieutenant Governor,,Mike Collier,,,,0
Mills,6,Lieutenant Governor,,Michael Cooper,,,,2
Mills,6,Lieutenant Governor,,Totals,,,,2
Mills,6,Attorney General,,Justin Nelson,,,,2
Mills,6,Attorney General,,Totals,,,,2
Mills,6,Comptroller of Public Accounts,,Joi Chevalier,,,,1
Mills,6,Comptroller of Public Accounts,,Tim Mahoney,,,,1
Mills,6,Comptroller of Public Accounts,,Totals,,,,2
Mills,6,Commissioner of the General Land Office,,Miguel Suazo,,,,1
Mills,6,Commissioner of the General Land Office,,Tex Morgan,,,,1
Mills,6,Commissioner of the General Land Office,,Totals,,,,2
Mills,6,Commissioner of Agriculture,,Kim Olson,,,,2
Mills,6,Commissioner of Agriculture,,Totals,,,,2
Mills,6,Railroad Commissioner,,Roman McAllen,,,,1
Mills,6,Railroad Commissioner,,Chris Spellmon,,,,1
Mills,6,Railroad Commissioner,,Totals,,,,2
Mills,8,Ballots Cast,,,,5,11,16
Mills,8,U.S. Senate,,Beto O'Rourke,,,,9
Mills,8,U.S. Senate,,Sema Hernandez,,,,4
Mills,8,U.S. Senate,,Edward Kimbrough,,,,2
Mills,8,U.S. Senate,,Totals,,,,15
Mills,8,U.S. House,11,Jennie Lou Leeder,,,,13
Mills,8,U.S. House,11,Eric Pfalzgraf,,,,1
Mills,8,U.S. House,11,Totals,,,,14
Mills,8,Governor,,Adrian Ocegueda,,,,1
Mills,8,Governor,,Lupe Valdez,,,,7
Mills,8,Governor,,Grady Yarbrough,,,,0
Mills,8,Governor,,"Cedric Davis, Sr.",,,,0
Mills,8,Governor,,Joe Mumbach,,,,0
Mills,8,Governor,,Jeffrey Payne,,,,1
Mills,8,Governor,,Andrew White,,,,6
Mills,8,Governor,,James Jolly Clark,,,,0
Mills,8,Governor,,Tom Wakely,,,,0
Mills,8,Governor,,Totals,,,,15
Mills,8,Lieutenant Governor,,Mike Collier,,,,11
Mills,8,Lieutenant Governor,,Michael Cooper,,,,3
Mills,8,Lieutenant Governor,,Totals,,,,14
Mills,8,Attorney General,,Justin Nelson,,,,14
Mills,8,Attorney General,,Totals,,,,14
Mills,8,Comptroller of Public Accounts,,Joi Chevalier,,,,5
Mills,8,Comptroller of Public Accounts,,Tim Mahoney,,,,10
Mills,8,Comptroller of Public Accounts,,Totals,,,,15
Mills,8,Commissioner of the General Land Office,,Miguel Suazo,,,,8
Mills,8,Commissioner of the General Land Office,,Tex Morgan,,,,7
Mills,8,Commissioner of the General Land Office,,Totals,,,,15
Mills,8,Commissioner of Agriculture,,Kim Olson,,,,12
Mills,8,Commissioner of Agriculture,,Totals,,,,12
Mills,8,Railroad Commissioner,,Roman McAllen,,,,8
Mills,8,Railroad Commissioner,,Chris Spellmon,,,,6
Mills,8,Railroad Commissioner,,Totals,,,,14
Mills,9,Ballots Cast,,,,6,4,10
Mills,9,U.S. Senate,,Beto O'Rourke,,,,7
Mills,9,U.S. Senate,,Sema Hernandez,,,,2
Mills,9,U.S. Senate,,Edward Kimbrough,,,,1
Mills,9,U.S. Senate,,Totals,,,,10
Mills,9,U.S. House,11,Jennie Lou Leeder,,,,10
Mills,9,U.S. House,11,Eric Pfalzgraf,,,,0
Mills,9,U.S. House,11,Totals,,,,10
Mills,9,Governor,,Adrian Ocegueda,,,,2
Mills,9,Governor,,Lupe Valdez,,,,3
Mills,9,Governor,,Grady Yarbrough,,,,0
Mills,9,Governor,,"Cedric Davis, Sr.",,,,1
Mills,9,Governor,,Joe Mumbach,,,,0
Mills,9,Governor,,Jeffrey Payne,,,,0
Mills,9,Governor,,Andrew White,,,,1
Mills,9,Governor,,James Jolly Clark,,,,0
Mills,9,Governor,,Tom Wakely,,,,1
Mills,9,Governor,,Totals,,,,8
Mills,9,Lieutenant Governor,,Mike Collier,,,,5
Mills,9,Lieutenant Governor,,Michael Cooper,,,,4
Mills,9,Lieutenant Governor,,Totals,,,,9
Mills,9,Attorney General,,Justin Nelson,,,,8
Mills,9,Attorney General,,Totals,,,,8
Mills,9,Comptroller of Public Accounts,,Joi Chevalier,,,,5
Mills,9,Comptroller of Public Accounts,,Tim Mahoney,,,,2
Mills,9,Comptroller of Public Accounts,,Totals,,,,7
Mills,9,Commissioner of the General Land Office,,Miguel Suazo,,,,5
Mills,9,Commissioner of the General Land Office,,Tex Morgan,,,,2
Mills,9,Commissioner of the General Land Office,,Totals,,,,7
Mills,9,Commissioner of Agriculture,,Kim Olson,,,,9
Mills,9,Commissioner of Agriculture,,Totals,,,,9
Mills,9,Railroad Commissioner,,Roman McAllen,,,,5
Mills,9,Railroad Commissioner,,Chris Spellmon,,,,2
Mills,9,Railroad Commissioner,,Totals,,,,7
Mills,11,Ballots Cast,,,,0,1,1
Mills,11,U.S. Senate,,Beto O'Rourke,,,,1
Mills,11,U.S. Senate,,Sema Hernandez,,,,0
Mills,11,U.S. Senate,,Edward Kimbrough,,,,0
Mills,11,U.S. Senate,,Totals,,,,1
Mills,11,U.S. House,11,Jennie Lou Leeder,,,,1
Mills,11,U.S. House,11,Eric Pfalzgraf,,,,0
Mills,11,U.S. House,11,Totals,,,,1
Mills,11,Governor,,Adrian Ocegueda,,,,0
Mills,11,Governor,,Lupe Valdez,,,,1
Mills,11,Governor,,Grady Yarbrough,,,,0
Mills,11,Governor,,"Cedric Davis, Sr.",,,,0
Mills,11,Governor,,Joe Mumbach,,,,0
Mills,11,Governor,,Jeffrey Payne,,,,0
Mills,11,Governor,,Andrew White,,,,0
Mills,11,Governor,,James Jolly Clark,,,,0
Mills,11,Governor,,Tom Wakely,,,,0
Mills,11,Governor,,Totals,,,,1
Mills,11,Lieutenant Governor,,Mike Collier,,,,0
Mills,11,Lieutenant Governor,,Michael Cooper,,,,0
Mills,11,Lieutenant Governor,,Totals,,,,0
Mills,11,Attorney General,,Justin Nelson,,,,0
Mills,11,Attorney General,,Totals,,,,0
Mills,11,Comptroller of Public Accounts,,Joi Chevalier,,,,0
Mills,11,Comptroller of Public Accounts,,Tim Mahoney,,,,0
Mills,11,Comptroller of Public Accounts,,Totals,,,,0
Mills,11,Commissioner of the General Land Office,,Miguel Suazo,,,,0
Mills,11,Commissioner of the General Land Office,,Tex Morgan,,,,0
Mills,11,Commissioner of the General Land Office,,Totals,,,,0
Mills,11,Commissioner of Agriculture,,Kim Olson,,,,0
Mills,11,Commissioner of Agriculture,,Totals,,,,0
Mills,11,Railroad Commissioner,,Roman McAllen,,,,0
Mills,11,Railroad Commissioner,,Chris Spellmon,,,,0
Mills,11,Railroad Commissioner,,Totals,,,,0
