county,office,district,party,candidate,incumbent,votes,pct
ANDERSON,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,788,100.00
ANDERSON,"Justice, Supreme Court, Place 6",,,Total,,788,
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,796,100.00
ANDERSON,"Presiding Judge, Court of Criminal Appeals",,,Total,,796,
ANDERSON,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,793,100.00
ANDERSON,Judge Court of Criminal Appeals,7,,Total,,793,
ANDERSON,State Senator,3,DEM,Shirley Layton,False,789,100.00
ANDERSON,State Senator,3,,Total,,789,
ANDERSON,State Representative,8,DEM,Wesley D. Ratcliff,False,796,100.00
ANDERSON,State Representative,8,,Total,,796,
ANDERSON,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,859,94.92
ANDERSON,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,46,5.08
ANDERSON,Prop 1 Right to a 21st Century Public Education,,,Total,,905,
ANDERSON,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,829,92.52
ANDERSON,Prop 2 Student Loan Debt,,DEM,AGAINST,False,67,7.48
ANDERSON,Prop 2 Student Loan Debt,,,Total,,896,
ANDERSON,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,841,93.44
ANDERSON,Prop 3 Right to Healthcare,,DEM,AGAINST,False,59,6.56
ANDERSON,Prop 3 Right to Healthcare,,,Total,,900,
ANDERSON,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,864,96.00
ANDERSON,Prop 4 Right to Economic Security,,DEM,AGAINST,False,36,4.00
ANDERSON,Prop 4 Right to Economic Security,,,Total,,900,
ANDERSON,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,811,91.23
ANDERSON,Prop 5 National Jobs Program,,DEM,AGAINST,False,78,8.77
ANDERSON,Prop 5 National Jobs Program,,,Total,,889,
ANDERSON,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,883,98.22
ANDERSON,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,16,1.78
ANDERSON,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,899,
ANDERSON,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,852,94.77
ANDERSON,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,47,5.23
ANDERSON,Prop 7 Right to Dignity & Respect,,,Total,,899,
ANDERSON,Prop 8 Right to Housing,,DEM,IN FAVOR,False,813,91.35
ANDERSON,Prop 8 Right to Housing,,DEM,AGAINST,False,77,8.65
ANDERSON,Prop 8 Right to Housing,,,Total,,890,
ANDERSON,Prop 9 Right to Vote,,DEM,IN FAVOR,False,832,92.86
ANDERSON,Prop 9 Right to Vote,,DEM,AGAINST,False,64,7.14
ANDERSON,Prop 9 Right to Vote,,,Total,,896,
ANDERSON,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,843,93.88
ANDERSON,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,55,6.12
ANDERSON,Prop 10 Right to a Fair Criminal Justice System,,,Total,,898,
ANDERSON,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,819,91.82
ANDERSON,Prop 11 Immigrant Rights,,DEM,AGAINST,False,73,8.18
ANDERSON,Prop 11 Immigrant Rights,,,Total,,892,
ANDERSON,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,861,95.77
ANDERSON,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,38,4.23
ANDERSON,Prop 12 Right to Fair Taxation,,,Total,,899,
ANDREWS,U. S. Senator,,DEM,Edward Kimbrough,False,8,15.38
ANDREWS,U. S. Senator,,DEM,Beto O'Rourke,False,26,50.00
ANDREWS,U. S. Senator,,DEM,Sema Hernandez,False,18,34.62
ANDREWS,U. S. Senator,,,Total,,52,
ANDREWS,U. S. Representative,11,DEM,Jennie Lou Leeder,False,38,76.00
ANDREWS,U. S. Representative,11,DEM,Eric Pfalzgraf,False,12,24.00
ANDREWS,U. S. Representative,11,,Total,,50,
ANDREWS,Governor,,DEM,James Jolly Clark,False,3,6.12
ANDREWS,Governor,,DEM,"Cedric Davis, Sr.",False,3,6.12
ANDREWS,Governor,,DEM,Joe Mumbach,False,1,2.04
ANDREWS,Governor,,DEM,Adrian Ocegueda,False,5,10.20
ANDREWS,Governor,,DEM,Jeffrey Payne,False,4,8.16
ANDREWS,Governor,,DEM,Lupe Valdez,False,17,34.69
ANDREWS,Governor,,DEM,Tom Wakely,False,1,2.04
ANDREWS,Governor,,DEM,Andrew White,False,10,20.41
ANDREWS,Governor,,DEM,Grady Yarbrough,False,5,10.20
ANDREWS,Governor,,,Total,,49,
ANDREWS,Lieutenant Governor,,DEM,Mike Collier,False,28,56.00
ANDREWS,Lieutenant Governor,,DEM,Michael Cooper,False,22,44.00
ANDREWS,Lieutenant Governor,,,Total,,50,
ANDREWS,Attorney General,,DEM,Justin Nelson,False,44,100.00
ANDREWS,Attorney General,,,Total,,44,
ANDREWS,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,14,28.57
ANDREWS,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,35,71.43
ANDREWS,Comptroller of Public Accounts,,,Total,,49,
ANDREWS,Commissioner of the General Land Office,,DEM,Tex Morgan,False,25,51.02
ANDREWS,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,24,48.98
ANDREWS,Commissioner of the General Land Office,,,Total,,49,
ANDREWS,Commissioner of Agriculture,,DEM,Kim Olson,False,45,100.00
ANDREWS,Commissioner of Agriculture,,,Total,,45,
ANDREWS,Railroad Commissioner,,DEM,Roman McAllen,False,19,42.22
ANDREWS,Railroad Commissioner,,DEM,Chris Spellmon,False,26,57.78
ANDREWS,Railroad Commissioner,,,Total,,45,
ANDREWS,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,47,100.00
ANDREWS,"Justice, Supreme Court, Place 2",,,Total,,47,
ANDREWS,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,49,100.00
ANDREWS,"Justice, Supreme Court, Place 4",,,Total,,49,
ANDREWS,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,47,100.00
ANDREWS,"Justice, Supreme Court, Place 6",,,Total,,47,
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,48,100.00
ANDREWS,"Presiding Judge, Court of Criminal Appeals",,,Total,,48,
ANDREWS,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,50,100.00
ANDREWS,Judge Court of Criminal Appeals,7,,Total,,50,
ANDREWS,State Representative,81,DEM,Armando Gamboa,False,48,100.00
ANDREWS,State Representative,81,,Total,,48,
ANDREWS,"Justice, 8th Court of Appeals District, Place 2",,DEM,Yvonne Rodriguez,True,46,100.00
ANDREWS,"Justice, 8th Court of Appeals District, Place 2",,,Total,,46,
ANDREWS,"Justice, 8th Court of Appeals District, Place 3",,DEM,Gina M. Palafox,True,47,100.00
ANDREWS,"Justice, 8th Court of Appeals District, Place 3",,,Total,,47,
ANDREWS,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,48,92.31
ANDREWS,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,4,7.69
ANDREWS,Prop 1 Right to a 21st Century Public Education,,,Total,,52,
ANDREWS,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,45,84.91
ANDREWS,Prop 2 Student Loan Debt,,DEM,AGAINST,False,8,15.09
ANDREWS,Prop 2 Student Loan Debt,,,Total,,53,
ANDREWS,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,49,94.23
ANDREWS,Prop 3 Right to Healthcare,,DEM,AGAINST,False,3,5.77
ANDREWS,Prop 3 Right to Healthcare,,,Total,,52,
ANDREWS,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,48,90.57
ANDREWS,Prop 4 Right to Economic Security,,DEM,AGAINST,False,5,9.43
ANDREWS,Prop 4 Right to Economic Security,,,Total,,53,
ANDREWS,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,45,90.00
ANDREWS,Prop 5 National Jobs Program,,DEM,AGAINST,False,5,10.00
ANDREWS,Prop 5 National Jobs Program,,,Total,,50,
ANDREWS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,49,96.08
ANDREWS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,2,3.92
ANDREWS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,51,
ANDREWS,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,51,98.08
ANDREWS,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,1,1.92
ANDREWS,Prop 7 Right to Dignity & Respect,,,Total,,52,
ANDREWS,Prop 8 Right to Housing,,DEM,IN FAVOR,False,49,96.08
ANDREWS,Prop 8 Right to Housing,,DEM,AGAINST,False,2,3.92
ANDREWS,Prop 8 Right to Housing,,,Total,,51,
ANDREWS,Prop 9 Right to Vote,,DEM,IN FAVOR,False,48,94.12
ANDREWS,Prop 9 Right to Vote,,DEM,AGAINST,False,3,5.88
ANDREWS,Prop 9 Right to Vote,,,Total,,51,
ANDREWS,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,47,92.16
ANDREWS,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,4,7.84
ANDREWS,Prop 10 Right to a Fair Criminal Justice System,,,Total,,51,
ANDREWS,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,48,92.31
ANDREWS,Prop 11 Immigrant Rights,,DEM,AGAINST,False,4,7.69
ANDREWS,Prop 11 Immigrant Rights,,,Total,,52,
ANDREWS,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,50,98.04
ANDREWS,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,1,1.96
ANDREWS,Prop 12 Right to Fair Taxation,,,Total,,51,
ANGELINA,U. S. Senator,,DEM,Edward Kimbrough,False,467,26.64
ANGELINA,U. S. Senator,,DEM,Beto O'Rourke,False,927,52.88
ANGELINA,U. S. Senator,,DEM,Sema Hernandez,False,359,20.48
ANGELINA,U. S. Senator,,,Total,,1753,
ANGELINA,U. S. Representative,1,DEM,Brent Beal,False,971,55.45
ANGELINA,U. S. Representative,1,DEM,Shirley J. McKellar,False,780,44.55
ANGELINA,U. S. Representative,1,,Total,,1751,
ANGELINA,Governor,,DEM,James Jolly Clark,False,58,3.40
ANGELINA,Governor,,DEM,"Cedric Davis, Sr.",False,344,20.15
ANGELINA,Governor,,DEM,Joe Mumbach,False,41,2.40
ANGELINA,Governor,,DEM,Adrian Ocegueda,False,96,5.62
ANGELINA,Governor,,DEM,Jeffrey Payne,False,103,6.03
ANGELINA,Governor,,DEM,Lupe Valdez,False,427,25.01
ANGELINA,Governor,,DEM,Tom Wakely,False,45,2.64
ANGELINA,Governor,,DEM,Andrew White,False,327,19.16
ANGELINA,Governor,,DEM,Grady Yarbrough,False,266,15.58
ANGELINA,Governor,,,Total,,1707,
ANGELINA,Lieutenant Governor,,DEM,Mike Collier,False,690,41.17
ANGELINA,Lieutenant Governor,,DEM,Michael Cooper,False,986,58.83
ANGELINA,Lieutenant Governor,,,Total,,1676,
ANGELINA,Attorney General,,DEM,Justin Nelson,False,1540,100.00
ANGELINA,Attorney General,,,Total,,1540,
ANGELINA,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,689,42.45
ANGELINA,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,934,57.55
ANGELINA,Comptroller of Public Accounts,,,Total,,1623,
ANGELINA,Commissioner of the General Land Office,,DEM,Tex Morgan,False,764,46.70
ANGELINA,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,872,53.30
ANGELINA,Commissioner of the General Land Office,,,Total,,1636,
ANGELINA,Commissioner of Agriculture,,DEM,Kim Olson,False,1551,100.00
ANGELINA,Commissioner of Agriculture,,,Total,,1551,
ANGELINA,Railroad Commissioner,,DEM,Roman McAllen,False,690,42.67
ANGELINA,Railroad Commissioner,,DEM,Chris Spellmon,False,927,57.33
ANGELINA,Railroad Commissioner,,,Total,,1617,
ANGELINA,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,1545,100.00
ANGELINA,"Justice, Supreme Court, Place 2",,,Total,,1545,
ANGELINA,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,1499,100.00
ANGELINA,"Justice, Supreme Court, Place 4",,,Total,,1499,
ANGELINA,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,1522,100.00
ANGELINA,"Justice, Supreme Court, Place 6",,,Total,,1522,
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,1531,100.00
ANGELINA,"Presiding Judge, Court of Criminal Appeals",,,Total,,1531,
ANGELINA,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,1507,100.00
ANGELINA,Judge Court of Criminal Appeals,7,,Total,,1507,
ANGELINA,State Senator,3,DEM,Shirley Layton,False,1571,100.00
ANGELINA,State Senator,3,,Total,,1571,
ANGELINA,State Representative,57,DEM,Jason Rogers,False,1522,100.00
ANGELINA,State Representative,57,,Total,,1522,
ANGELINA,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,1738,95.34
ANGELINA,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,85,4.66
ANGELINA,Prop 1 Right to a 21st Century Public Education,,,Total,,1823,
ANGELINA,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,1714,94.18
ANGELINA,Prop 2 Student Loan Debt,,DEM,AGAINST,False,106,5.82
ANGELINA,Prop 2 Student Loan Debt,,,Total,,1820,
ANGELINA,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,1705,93.32
ANGELINA,Prop 3 Right to Healthcare,,DEM,AGAINST,False,122,6.68
ANGELINA,Prop 3 Right to Healthcare,,,Total,,1827,
ANGELINA,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,1757,96.38
ANGELINA,Prop 4 Right to Economic Security,,DEM,AGAINST,False,66,3.62
ANGELINA,Prop 4 Right to Economic Security,,,Total,,1823,
ANGELINA,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,1666,92.81
ANGELINA,Prop 5 National Jobs Program,,DEM,AGAINST,False,129,7.19
ANGELINA,Prop 5 National Jobs Program,,,Total,,1795,
ANGELINA,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,1792,97.98
ANGELINA,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,37,2.02
ANGELINA,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,1829,
ANGELINA,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,1741,95.92
ANGELINA,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,74,4.08
ANGELINA,Prop 7 Right to Dignity & Respect,,,Total,,1815,
ANGELINA,Prop 8 Right to Housing,,DEM,IN FAVOR,False,1661,91.92
ANGELINA,Prop 8 Right to Housing,,DEM,AGAINST,False,146,8.08
ANGELINA,Prop 8 Right to Housing,,,Total,,1807,
ANGELINA,Prop 9 Right to Vote,,DEM,IN FAVOR,False,1709,94.06
ANGELINA,Prop 9 Right to Vote,,DEM,AGAINST,False,108,5.94
ANGELINA,Prop 9 Right to Vote,,,Total,,1817,
ANGELINA,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,1748,96.04
ANGELINA,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,72,3.96
ANGELINA,Prop 10 Right to a Fair Criminal Justice System,,,Total,,1820,
ANGELINA,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,1669,92.11
ANGELINA,Prop 11 Immigrant Rights,,DEM,AGAINST,False,143,7.89
ANGELINA,Prop 11 Immigrant Rights,,,Total,,1812,
ANGELINA,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,1765,96.40
ANGELINA,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,66,3.60
ANGELINA,Prop 12 Right to Fair Taxation,,,Total,,1831,
ARANSAS,U. S. Senator,,DEM,Edward Kimbrough,False,58,10.32
ARANSAS,U. S. Senator,,DEM,Beto O'Rourke,False,384,68.33
ARANSAS,U. S. Senator,,DEM,Sema Hernandez,False,120,21.35
ARANSAS,U. S. Senator,,,Total,,562,
ARANSAS,U. S. Representative,27,DEM,Raul (Roy) Barrera,False,150,27.68
ARANSAS,U. S. Representative,27,DEM,Vanessa Edwards Foster,False,189,34.87
ARANSAS,U. S. Representative,27,DEM,Eric Holguin,False,134,24.72
ARANSAS,U. S. Representative,27,DEM,Ronnie McDonald,False,69,12.73
ARANSAS,U. S. Representative,27,,Total,,542,
ARANSAS,Governor,,DEM,James Jolly Clark,False,17,3.19
ARANSAS,Governor,,DEM,"Cedric Davis, Sr.",False,22,4.13
ARANSAS,Governor,,DEM,Joe Mumbach,False,8,1.50
ARANSAS,Governor,,DEM,Adrian Ocegueda,False,21,3.94
ARANSAS,Governor,,DEM,Jeffrey Payne,False,30,5.63
ARANSAS,Governor,,DEM,Lupe Valdez,False,206,38.65
ARANSAS,Governor,,DEM,Tom Wakely,False,45,8.44
ARANSAS,Governor,,DEM,Andrew White,False,129,24.20
ARANSAS,Governor,,DEM,Grady Yarbrough,False,55,10.32
ARANSAS,Governor,,,Total,,533,
ARANSAS,Lieutenant Governor,,DEM,Mike Collier,False,300,57.03
ARANSAS,Lieutenant Governor,,DEM,Michael Cooper,False,226,42.97
ARANSAS,Lieutenant Governor,,,Total,,526,
ARANSAS,Attorney General,,DEM,Justin Nelson,False,505,100.00
ARANSAS,Attorney General,,,Total,,505,
ARANSAS,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,262,50.29
ARANSAS,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,259,49.71
ARANSAS,Comptroller of Public Accounts,,,Total,,521,
ARANSAS,Commissioner of the General Land Office,,DEM,Tex Morgan,False,180,34.29
ARANSAS,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,345,65.71
ARANSAS,Commissioner of the General Land Office,,,Total,,525,
ARANSAS,Commissioner of Agriculture,,DEM,Kim Olson,False,511,100.00
ARANSAS,Commissioner of Agriculture,,,Total,,511,
ARANSAS,Railroad Commissioner,,DEM,Roman McAllen,False,282,56.06
ARANSAS,Railroad Commissioner,,DEM,Chris Spellmon,False,221,43.94
ARANSAS,Railroad Commissioner,,,Total,,503,
ARANSAS,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,496,100.00
ARANSAS,"Justice, Supreme Court, Place 2",,,Total,,496,
ARANSAS,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,492,100.00
ARANSAS,"Justice, Supreme Court, Place 4",,,Total,,492,
ARANSAS,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,500,100.00
ARANSAS,"Justice, Supreme Court, Place 6",,,Total,,500,
ARANSAS,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,504,100.00
ARANSAS,"Presiding Judge, Court of Criminal Appeals",,,Total,,504,
ARANSAS,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,494,100.00
ARANSAS,Judge Court of Criminal Appeals,7,,Total,,494,
ARANSAS,Member State Board of Education,2,DEM,"Ruben Cortez, Jr.",True,139,26.18
ARANSAS,Member State Board of Education,2,DEM,Michelle Arévalo Dávila,False,392,73.82
ARANSAS,Member State Board of Education,2,,Total,,531,
ARANSAS,State Representative,30,DEM,Robin Hayter,False,494,100.00
ARANSAS,State Representative,30,,Total,,494,
ARANSAS,"Chief Justice, 13th Court of Appeals District",,DEM,Dori Contreras,False,353,67.37
ARANSAS,"Chief Justice, 13th Court of Appeals District",,DEM,Ray Thomas,False,171,32.63
ARANSAS,"Chief Justice, 13th Court of Appeals District",,,Total,,524,
ARANSAS,"Justice, 13th Court of Appeals District, Place 2",,DEM,Nora Longoria,True,504,100.00
ARANSAS,"Justice, 13th Court of Appeals District, Place 2",,,Total,,504,
ARANSAS,"Justice, 13th Court of Appeals District, Place 4",,DEM,Rudy Delgado,False,490,100.00
ARANSAS,"Justice, 13th Court of Appeals District, Place 4",,,Total,,490,
ARANSAS,"Justice, 13th Court of Appeals District, Place 5",,DEM,Gina Benavides,True,494,100.00
ARANSAS,"Justice, 13th Court of Appeals District, Place 5",,,Total,,494,
ARANSAS,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,548,97.68
ARANSAS,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,13,2.32
ARANSAS,Prop 1 Right to a 21st Century Public Education,,,Total,,561,
ARANSAS,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,527,94.44
ARANSAS,Prop 2 Student Loan Debt,,DEM,AGAINST,False,31,5.56
ARANSAS,Prop 2 Student Loan Debt,,,Total,,558,
ARANSAS,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,540,95.91
ARANSAS,Prop 3 Right to Healthcare,,DEM,AGAINST,False,23,4.09
ARANSAS,Prop 3 Right to Healthcare,,,Total,,563,
ARANSAS,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,545,97.67
ARANSAS,Prop 4 Right to Economic Security,,DEM,AGAINST,False,13,2.33
ARANSAS,Prop 4 Right to Economic Security,,,Total,,558,
ARANSAS,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,532,96.20
ARANSAS,Prop 5 National Jobs Program,,DEM,AGAINST,False,21,3.80
ARANSAS,Prop 5 National Jobs Program,,,Total,,553,
ARANSAS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,562,100.00
ARANSAS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,0,0.00
ARANSAS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,562,
ARANSAS,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,555,98.58
ARANSAS,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,8,1.42
ARANSAS,Prop 7 Right to Dignity & Respect,,,Total,,563,
ARANSAS,Prop 8 Right to Housing,,DEM,IN FAVOR,False,510,91.40
ARANSAS,Prop 8 Right to Housing,,DEM,AGAINST,False,48,8.60
ARANSAS,Prop 8 Right to Housing,,,Total,,558,
ARANSAS,Prop 9 Right to Vote,,DEM,IN FAVOR,False,547,97.68
ARANSAS,Prop 9 Right to Vote,,DEM,AGAINST,False,13,2.32
ARANSAS,Prop 9 Right to Vote,,,Total,,560,
ARANSAS,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,549,98.39
ARANSAS,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,9,1.61
ARANSAS,Prop 10 Right to a Fair Criminal Justice System,,,Total,,558,
ARANSAS,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,546,97.33
ARANSAS,Prop 11 Immigrant Rights,,DEM,AGAINST,False,15,2.67
ARANSAS,Prop 11 Immigrant Rights,,,Total,,561,
ARANSAS,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,548,97.86
ARANSAS,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,12,2.14
ARANSAS,Prop 12 Right to Fair Taxation,,,Total,,560,
ARCHER,U. S. Senator,,DEM,Edward Kimbrough,False,20,18.02
ARCHER,U. S. Senator,,DEM,Beto O'Rourke,False,73,65.77
ARCHER,U. S. Senator,,DEM,Sema Hernandez,False,18,16.22
ARCHER,U. S. Senator,,,Total,,111,
ARCHER,U. S. Representative,13,DEM,Greg Sagan,False,95,100.00
ARCHER,U. S. Representative,13,,Total,,95,
ARCHER,Governor,,DEM,James Jolly Clark,False,7,6.67
ARCHER,Governor,,DEM,"Cedric Davis, Sr.",False,5,4.76
ARCHER,Governor,,DEM,Joe Mumbach,False,3,2.86
ARCHER,Governor,,DEM,Adrian Ocegueda,False,1,0.95
ARCHER,Governor,,DEM,Jeffrey Payne,False,14,13.33
ARCHER,Governor,,DEM,Lupe Valdez,False,29,27.62
ARCHER,Governor,,DEM,Tom Wakely,False,5,4.76
ARCHER,Governor,,DEM,Andrew White,False,27,25.71
ARCHER,Governor,,DEM,Grady Yarbrough,False,14,13.33
ARCHER,Governor,,,Total,,105,
ARCHER,Lieutenant Governor,,DEM,Mike Collier,False,56,52.34
ARCHER,Lieutenant Governor,,DEM,Michael Cooper,False,51,47.66
ARCHER,Lieutenant Governor,,,Total,,107,
ARCHER,Attorney General,,DEM,Justin Nelson,False,97,100.00
ARCHER,Attorney General,,,Total,,97,
ARCHER,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,38,35.51
ARCHER,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,69,64.49
ARCHER,Comptroller of Public Accounts,,,Total,,107,
ARCHER,Commissioner of the General Land Office,,DEM,Tex Morgan,False,53,50.48
ARCHER,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,52,49.52
