county,office,district,party,candidate,incumbent,votes,pct
TERRELL,Judge Court of Criminal Appeals,7,,Total,,145,
TERRELL,State Representative,74,DEM,Poncho Nevárez,True,150,100.00
TERRELL,State Representative,74,,Total,,150,
TERRELL,"Justice, 8th Court of Appeals District, Place 2",,DEM,Yvonne Rodriguez,True,145,100.00
TERRELL,"Justice, 8th Court of Appeals District, Place 2",,,Total,,145,
TERRELL,"Justice, 8th Court of Appeals District, Place 3",,DEM,Gina M. Palafox,True,137,100.00
TERRELL,"Justice, 8th Court of Appeals District, Place 3",,,Total,,137,
TERRELL,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,201,82.38
TERRELL,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,43,17.62
TERRELL,Prop 1 Right to a 21st Century Public Education,,,Total,,244,
TERRELL,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,207,82.14
TERRELL,Prop 2 Student Loan Debt,,DEM,AGAINST,False,45,17.86
TERRELL,Prop 2 Student Loan Debt,,,Total,,252,
TERRELL,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,184,75.10
TERRELL,Prop 3 Right to Healthcare,,DEM,AGAINST,False,61,24.90
TERRELL,Prop 3 Right to Healthcare,,,Total,,245,
TERRELL,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,201,82.72
TERRELL,Prop 4 Right to Economic Security,,DEM,AGAINST,False,42,17.28
TERRELL,Prop 4 Right to Economic Security,,,Total,,243,
TERRELL,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,151,66.52
TERRELL,Prop 5 National Jobs Program,,DEM,AGAINST,False,76,33.48
TERRELL,Prop 5 National Jobs Program,,,Total,,227,
TERRELL,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,212,86.89
TERRELL,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,32,13.11
TERRELL,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,244,
TERRELL,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,193,79.42
TERRELL,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,50,20.58
TERRELL,Prop 7 Right to Dignity & Respect,,,Total,,243,
TERRELL,Prop 8 Right to Housing,,DEM,IN FAVOR,False,159,67.09
TERRELL,Prop 8 Right to Housing,,DEM,AGAINST,False,78,32.91
TERRELL,Prop 8 Right to Housing,,,Total,,237,
TERRELL,Prop 9 Right to Vote,,DEM,IN FAVOR,False,164,71.00
TERRELL,Prop 9 Right to Vote,,DEM,AGAINST,False,67,29.00
TERRELL,Prop 9 Right to Vote,,,Total,,231,
TERRELL,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,182,76.79
TERRELL,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,55,23.21
TERRELL,Prop 10 Right to a Fair Criminal Justice System,,,Total,,237,
TERRELL,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,161,66.26
TERRELL,Prop 11 Immigrant Rights,,DEM,AGAINST,False,82,33.74
TERRELL,Prop 11 Immigrant Rights,,,Total,,243,
TERRELL,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,196,85.22
TERRELL,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,34,14.78
TERRELL,Prop 12 Right to Fair Taxation,,,Total,,230,
TERRY,U. S. Senator,,DEM,Edward Kimbrough,False,18,14.40
TERRY,U. S. Senator,,DEM,Beto O'Rourke,False,57,45.60
TERRY,U. S. Senator,,DEM,Sema Hernandez,False,50,40.00
TERRY,U. S. Senator,,,Total,,125,
TERRY,U. S. Representative,19,DEM,Miguel Levario,False,105,100.00
TERRY,U. S. Representative,19,,Total,,105,
TERRY,Governor,,DEM,James Jolly Clark,False,3,2.54
TERRY,Governor,,DEM,"Cedric Davis, Sr.",False,8,6.78
TERRY,Governor,,DEM,Joe Mumbach,False,2,1.69
TERRY,Governor,,DEM,Adrian Ocegueda,False,11,9.32
TERRY,Governor,,DEM,Jeffrey Payne,False,6,5.08
TERRY,Governor,,DEM,Lupe Valdez,False,48,40.68
TERRY,Governor,,DEM,Tom Wakely,False,3,2.54
TERRY,Governor,,DEM,Andrew White,False,17,14.41
TERRY,Governor,,DEM,Grady Yarbrough,False,20,16.95
TERRY,Governor,,,Total,,118,
TERRY,Lieutenant Governor,,DEM,Mike Collier,False,59,50.43
TERRY,Lieutenant Governor,,DEM,Michael Cooper,False,58,49.57
TERRY,Lieutenant Governor,,,Total,,117,
TERRY,Attorney General,,DEM,Justin Nelson,False,97,100.00
TERRY,Attorney General,,,Total,,97,
TERRY,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,51,45.54
TERRY,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,61,54.46
TERRY,Comptroller of Public Accounts,,,Total,,112,
TERRY,Commissioner of the General Land Office,,DEM,Tex Morgan,False,36,30.00
TERRY,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,84,70.00
TERRY,Commissioner of the General Land Office,,,Total,,120,
TERRY,Commissioner of Agriculture,,DEM,Kim Olson,False,105,100.00
TERRY,Commissioner of Agriculture,,,Total,,105,
TERRY,Railroad Commissioner,,DEM,Roman McAllen,False,65,57.02
TERRY,Railroad Commissioner,,DEM,Chris Spellmon,False,49,42.98
TERRY,Railroad Commissioner,,,Total,,114,
TERRY,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,100,100.00
TERRY,"Justice, Supreme Court, Place 2",,,Total,,100,
TERRY,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,96,100.00
TERRY,"Justice, Supreme Court, Place 4",,,Total,,96,
TERRY,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,98,100.00
TERRY,"Justice, Supreme Court, Place 6",,,Total,,98,
TERRY,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,103,100.00
TERRY,"Presiding Judge, Court of Criminal Appeals",,,Total,,103,
TERRY,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,104,100.00
TERRY,Judge Court of Criminal Appeals,7,,Total,,104,
TERRY,State Representative,83,DEM,Drew Landry,False,100,100.00
TERRY,State Representative,83,,Total,,100,
TERRY,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,121,91.67
TERRY,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,11,8.33
TERRY,Prop 1 Right to a 21st Century Public Education,,,Total,,132,
TERRY,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,122,91.73
TERRY,Prop 2 Student Loan Debt,,DEM,AGAINST,False,11,8.27
TERRY,Prop 2 Student Loan Debt,,,Total,,133,
TERRY,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,119,90.84
TERRY,Prop 3 Right to Healthcare,,DEM,AGAINST,False,12,9.16
TERRY,Prop 3 Right to Healthcare,,,Total,,131,
TERRY,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,124,95.38
TERRY,Prop 4 Right to Economic Security,,DEM,AGAINST,False,6,4.62
TERRY,Prop 4 Right to Economic Security,,,Total,,130,
TERRY,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,111,91.74
TERRY,Prop 5 National Jobs Program,,DEM,AGAINST,False,10,8.26
TERRY,Prop 5 National Jobs Program,,,Total,,121,
TERRY,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,128,100.00
TERRY,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,0,0.00
TERRY,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,128,
TERRY,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,126,96.92
TERRY,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,4,3.08
TERRY,Prop 7 Right to Dignity & Respect,,,Total,,130,
TERRY,Prop 8 Right to Housing,,DEM,IN FAVOR,False,111,88.10
TERRY,Prop 8 Right to Housing,,DEM,AGAINST,False,15,11.90
TERRY,Prop 8 Right to Housing,,,Total,,126,
TERRY,Prop 9 Right to Vote,,DEM,IN FAVOR,False,119,94.44
TERRY,Prop 9 Right to Vote,,DEM,AGAINST,False,7,5.56
TERRY,Prop 9 Right to Vote,,,Total,,126,
TERRY,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,125,98.43
TERRY,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,2,1.57
TERRY,Prop 10 Right to a Fair Criminal Justice System,,,Total,,127,
TERRY,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,119,93.70
TERRY,Prop 11 Immigrant Rights,,DEM,AGAINST,False,8,6.30
TERRY,Prop 11 Immigrant Rights,,,Total,,127,
TERRY,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,125,96.90
TERRY,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,4,3.10
TERRY,Prop 12 Right to Fair Taxation,,,Total,,129,
THROCKMORTON,U. S. Senator,,DEM,Edward Kimbrough,False,0,0.00
THROCKMORTON,U. S. Senator,,DEM,Beto O'Rourke,False,5,71.43
THROCKMORTON,U. S. Senator,,DEM,Sema Hernandez,False,2,28.57
THROCKMORTON,U. S. Senator,,,Total,,7,
THROCKMORTON,U. S. Representative,19,DEM,Miguel Levario,False,6,100.00
THROCKMORTON,U. S. Representative,19,,Total,,6,
THROCKMORTON,Governor,,DEM,James Jolly Clark,False,0,0.00
THROCKMORTON,Governor,,DEM,"Cedric Davis, Sr.",False,0,0.00
THROCKMORTON,Governor,,DEM,Joe Mumbach,False,0,0.00
THROCKMORTON,Governor,,DEM,Adrian Ocegueda,False,0,0.00
THROCKMORTON,Governor,,DEM,Jeffrey Payne,False,0,0.00
THROCKMORTON,Governor,,DEM,Lupe Valdez,False,3,50.00
THROCKMORTON,Governor,,DEM,Tom Wakely,False,0,0.00
THROCKMORTON,Governor,,DEM,Andrew White,False,2,33.33
THROCKMORTON,Governor,,DEM,Grady Yarbrough,False,1,16.67
THROCKMORTON,Governor,,,Total,,6,
THROCKMORTON,Lieutenant Governor,,DEM,Mike Collier,False,3,50.00
THROCKMORTON,Lieutenant Governor,,DEM,Michael Cooper,False,3,50.00
THROCKMORTON,Lieutenant Governor,,,Total,,6,
THROCKMORTON,Attorney General,,DEM,Justin Nelson,False,6,100.00
THROCKMORTON,Attorney General,,,Total,,6,
THROCKMORTON,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,2,33.33
THROCKMORTON,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,4,66.67
THROCKMORTON,Comptroller of Public Accounts,,,Total,,6,
THROCKMORTON,Commissioner of the General Land Office,,DEM,Tex Morgan,False,0,0.00
THROCKMORTON,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,5,100.00
THROCKMORTON,Commissioner of the General Land Office,,,Total,,5,
THROCKMORTON,Commissioner of Agriculture,,DEM,Kim Olson,False,5,100.00
THROCKMORTON,Commissioner of Agriculture,,,Total,,5,
THROCKMORTON,Railroad Commissioner,,DEM,Roman McAllen,False,0,0.00
THROCKMORTON,Railroad Commissioner,,DEM,Chris Spellmon,False,5,100.00
THROCKMORTON,Railroad Commissioner,,,Total,,5,
THROCKMORTON,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,6,100.00
THROCKMORTON,"Justice, Supreme Court, Place 2",,,Total,,6,
THROCKMORTON,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,6,100.00
THROCKMORTON,"Justice, Supreme Court, Place 4",,,Total,,6,
THROCKMORTON,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,6,100.00
THROCKMORTON,"Justice, Supreme Court, Place 6",,,Total,,6,
THROCKMORTON,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,6,100.00
THROCKMORTON,"Presiding Judge, Court of Criminal Appeals",,,Total,,6,
THROCKMORTON,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,6,100.00
THROCKMORTON,Judge Court of Criminal Appeals,7,,Total,,6,
THROCKMORTON,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,7,100.00
THROCKMORTON,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,0,0.00
THROCKMORTON,Prop 1 Right to a 21st Century Public Education,,,Total,,7,
THROCKMORTON,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,7,100.00
THROCKMORTON,Prop 2 Student Loan Debt,,DEM,AGAINST,False,0,0.00
THROCKMORTON,Prop 2 Student Loan Debt,,,Total,,7,
THROCKMORTON,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,7,87.50
THROCKMORTON,Prop 3 Right to Healthcare,,DEM,AGAINST,False,1,12.50
THROCKMORTON,Prop 3 Right to Healthcare,,,Total,,8,
THROCKMORTON,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,7,100.00
THROCKMORTON,Prop 4 Right to Economic Security,,DEM,AGAINST,False,0,0.00
THROCKMORTON,Prop 4 Right to Economic Security,,,Total,,7,
THROCKMORTON,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,7,100.00
THROCKMORTON,Prop 5 National Jobs Program,,DEM,AGAINST,False,0,0.00
THROCKMORTON,Prop 5 National Jobs Program,,,Total,,7,
THROCKMORTON,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,7,100.00
THROCKMORTON,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,0,0.00
THROCKMORTON,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,7,
THROCKMORTON,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,6,85.71
THROCKMORTON,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,1,14.29
THROCKMORTON,Prop 7 Right to Dignity & Respect,,,Total,,7,
THROCKMORTON,Prop 8 Right to Housing,,DEM,IN FAVOR,False,7,100.00
THROCKMORTON,Prop 8 Right to Housing,,DEM,AGAINST,False,0,0.00
THROCKMORTON,Prop 8 Right to Housing,,,Total,,7,
THROCKMORTON,Prop 9 Right to Vote,,DEM,IN FAVOR,False,7,100.00
THROCKMORTON,Prop 9 Right to Vote,,DEM,AGAINST,False,0,0.00
THROCKMORTON,Prop 9 Right to Vote,,,Total,,7,
THROCKMORTON,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,7,100.00
THROCKMORTON,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,0,0.00
THROCKMORTON,Prop 10 Right to a Fair Criminal Justice System,,,Total,,7,
THROCKMORTON,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,7,100.00
THROCKMORTON,Prop 11 Immigrant Rights,,DEM,AGAINST,False,0,0.00
THROCKMORTON,Prop 11 Immigrant Rights,,,Total,,7,
THROCKMORTON,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,7,100.00
THROCKMORTON,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,0,0.00
THROCKMORTON,Prop 12 Right to Fair Taxation,,,Total,,7,
TITUS,U. S. Senator,,DEM,Edward Kimbrough,False,221,38.91
TITUS,U. S. Senator,,DEM,Beto O'Rourke,False,183,32.22
TITUS,U. S. Senator,,DEM,Sema Hernandez,False,164,28.87
TITUS,U. S. Senator,,,Total,,568,
TITUS,U. S. Representative,4,DEM,Lander Bethel,False,144,26.92
TITUS,U. S. Representative,4,DEM,Catherine Krantz,False,391,73.08
TITUS,U. S. Representative,4,,Total,,535,
TITUS,Governor,,DEM,James Jolly Clark,False,6,1.08
TITUS,Governor,,DEM,"Cedric Davis, Sr.",False,84,15.19
TITUS,Governor,,DEM,Joe Mumbach,False,7,1.27
TITUS,Governor,,DEM,Adrian Ocegueda,False,22,3.98
TITUS,Governor,,DEM,Jeffrey Payne,False,62,11.21
TITUS,Governor,,DEM,Lupe Valdez,False,155,28.03
TITUS,Governor,,DEM,Tom Wakely,False,29,5.24
TITUS,Governor,,DEM,Andrew White,False,112,20.25
TITUS,Governor,,DEM,Grady Yarbrough,False,76,13.74
TITUS,Governor,,,Total,,553,
TITUS,Lieutenant Governor,,DEM,Mike Collier,False,279,50.54
TITUS,Lieutenant Governor,,DEM,Michael Cooper,False,273,49.46
TITUS,Lieutenant Governor,,,Total,,552,
TITUS,Attorney General,,DEM,Justin Nelson,False,494,100.00
TITUS,Attorney General,,,Total,,494,
TITUS,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,167,30.31
TITUS,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,384,69.69
TITUS,Comptroller of Public Accounts,,,Total,,551,
TITUS,Commissioner of the General Land Office,,DEM,Tex Morgan,False,308,56.20
TITUS,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,240,43.80
TITUS,Commissioner of the General Land Office,,,Total,,548,
TITUS,Commissioner of Agriculture,,DEM,Kim Olson,False,501,100.00
TITUS,Commissioner of Agriculture,,,Total,,501,
TITUS,Railroad Commissioner,,DEM,Roman McAllen,False,254,46.69
TITUS,Railroad Commissioner,,DEM,Chris Spellmon,False,290,53.31
TITUS,Railroad Commissioner,,,Total,,544,
TITUS,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,501,100.00
TITUS,"Justice, Supreme Court, Place 2",,,Total,,501,
TITUS,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,489,100.00
TITUS,"Justice, Supreme Court, Place 4",,,Total,,489,
TITUS,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,493,100.00
TITUS,"Justice, Supreme Court, Place 6",,,Total,,493,
TITUS,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,495,100.00
TITUS,"Presiding Judge, Court of Criminal Appeals",,,Total,,495,
TITUS,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,491,100.00
TITUS,Judge Court of Criminal Appeals,7,,Total,,491,
TITUS,State Representative,5,DEM,Bill Liebbe,False,0,0.00
TITUS,State Representative,5,,Total,,0,
TITUS,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,573,94.71
TITUS,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,32,5.29
TITUS,Prop 1 Right to a 21st Century Public Education,,,Total,,605,
TITUS,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,565,93.54
TITUS,Prop 2 Student Loan Debt,,DEM,AGAINST,False,39,6.46
TITUS,Prop 2 Student Loan Debt,,,Total,,604,
TITUS,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,559,92.86
TITUS,Prop 3 Right to Healthcare,,DEM,AGAINST,False,43,7.14
TITUS,Prop 3 Right to Healthcare,,,Total,,602,
TITUS,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,574,95.99
TITUS,Prop 4 Right to Economic Security,,DEM,AGAINST,False,24,4.01
TITUS,Prop 4 Right to Economic Security,,,Total,,598,
TITUS,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,531,91.24
TITUS,Prop 5 National Jobs Program,,DEM,AGAINST,False,51,8.76
TITUS,Prop 5 National Jobs Program,,,Total,,582,
TITUS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,583,98.31
TITUS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,10,1.69
TITUS,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,593,
TITUS,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,563,95.59
TITUS,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,26,4.41
TITUS,Prop 7 Right to Dignity & Respect,,,Total,,589,
TITUS,Prop 8 Right to Housing,,DEM,IN FAVOR,False,535,90.99
TITUS,Prop 8 Right to Housing,,DEM,AGAINST,False,53,9.01
TITUS,Prop 8 Right to Housing,,,Total,,588,
TITUS,Prop 9 Right to Vote,,DEM,IN FAVOR,False,556,94.24
TITUS,Prop 9 Right to Vote,,DEM,AGAINST,False,34,5.76
TITUS,Prop 9 Right to Vote,,,Total,,590,
TITUS,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,562,96.23
TITUS,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,22,3.77
TITUS,Prop 10 Right to a Fair Criminal Justice System,,,Total,,584,
TITUS,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,533,91.11
TITUS,Prop 11 Immigrant Rights,,DEM,AGAINST,False,52,8.89
TITUS,Prop 11 Immigrant Rights,,,Total,,585,
TITUS,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,550,96.49
TITUS,Prop 12 Right to Fair Taxation,,DEM,AGAINST,False,20,3.51
TITUS,Prop 12 Right to Fair Taxation,,,Total,,570,
TOM GREEN,U. S. Senator,,DEM,Edward Kimbrough,False,182,10.08
TOM GREEN,U. S. Senator,,DEM,Beto O'Rourke,False,1355,75.03
TOM GREEN,U. S. Senator,,DEM,Sema Hernandez,False,269,14.89
TOM GREEN,U. S. Senator,,,Total,,1806,
TOM GREEN,U. S. Representative,11,DEM,Jennie Lou Leeder,False,1276,79.35
TOM GREEN,U. S. Representative,11,DEM,Eric Pfalzgraf,False,332,20.65
TOM GREEN,U. S. Representative,11,,Total,,1608,
TOM GREEN,Governor,,DEM,James Jolly Clark,False,30,1.75
TOM GREEN,Governor,,DEM,"Cedric Davis, Sr.",False,78,4.56
TOM GREEN,Governor,,DEM,Joe Mumbach,False,14,0.82
TOM GREEN,Governor,,DEM,Adrian Ocegueda,False,140,8.18
TOM GREEN,Governor,,DEM,Jeffrey Payne,False,88,5.14
TOM GREEN,Governor,,DEM,Lupe Valdez,False,571,33.35
TOM GREEN,Governor,,DEM,Tom Wakely,False,72,4.21
TOM GREEN,Governor,,DEM,Andrew White,False,566,33.06
TOM GREEN,Governor,,DEM,Grady Yarbrough,False,153,8.94
TOM GREEN,Governor,,,Total,,1712,
TOM GREEN,Lieutenant Governor,,DEM,Mike Collier,False,815,50.18
TOM GREEN,Lieutenant Governor,,DEM,Michael Cooper,False,809,49.82
TOM GREEN,Lieutenant Governor,,,Total,,1624,
TOM GREEN,Attorney General,,DEM,Justin Nelson,False,1467,100.00
TOM GREEN,Attorney General,,,Total,,1467,
TOM GREEN,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,897,57.10
TOM GREEN,Comptroller of Public Accounts,,DEM,Tim Mahoney,False,674,42.90
TOM GREEN,Comptroller of Public Accounts,,,Total,,1571,
TOM GREEN,Commissioner of the General Land Office,,DEM,Tex Morgan,False,492,30.77
TOM GREEN,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,1107,69.23
TOM GREEN,Commissioner of the General Land Office,,,Total,,1599,
TOM GREEN,Commissioner of Agriculture,,DEM,Kim Olson,False,1497,100.00
TOM GREEN,Commissioner of Agriculture,,,Total,,1497,
TOM GREEN,Railroad Commissioner,,DEM,Roman McAllen,False,727,47.18
TOM GREEN,Railroad Commissioner,,DEM,Chris Spellmon,False,814,52.82
TOM GREEN,Railroad Commissioner,,,Total,,1541,
TOM GREEN,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,1458,100.00
TOM GREEN,"Justice, Supreme Court, Place 2",,,Total,,1458,
TOM GREEN,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,1436,100.00
TOM GREEN,"Justice, Supreme Court, Place 4",,,Total,,1436,
TOM GREEN,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,1462,100.00
TOM GREEN,"Justice, Supreme Court, Place 6",,,Total,,1462,
TOM GREEN,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,1492,100.00
TOM GREEN,"Presiding Judge, Court of Criminal Appeals",,,Total,,1492,
TOM GREEN,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,1474,100.00
TOM GREEN,Judge Court of Criminal Appeals,7,,Total,,1474,
TOM GREEN,"Justice, 3rd Court of Appeals District, Place 2",,DEM,Edward Smith,False,1437,100.00
TOM GREEN,"Justice, 3rd Court of Appeals District, Place 2",,,Total,,1437,
TOM GREEN,"Justice, 3rd Court of Appeals District, Place 3",,DEM,Chari Kelly,False,1452,100.00
TOM GREEN,"Justice, 3rd Court of Appeals District, Place 3",,,Total,,1452,
TOM GREEN,"Justice, 3rd Court of Appeals District, Place 5",,DEM,Thomas J. Baker,False,1409,100.00
TOM GREEN,"Justice, 3rd Court of Appeals District, Place 5",,,Total,,1409,
TOM GREEN,"Justice, 3rd Court of Appeals District, Place 6",,DEM,Gisela D. Triana,False,1465,100.00
TOM GREEN,"Justice, 3rd Court of Appeals District, Place 6",,,Total,,1465,
TOM GREEN,Prop 1 Right to a 21st Century Public Education,,DEM,IN FAVOR,False,1739,95.87
TOM GREEN,Prop 1 Right to a 21st Century Public Education,,DEM,AGAINST,False,75,4.13
TOM GREEN,Prop 1 Right to a 21st Century Public Education,,,Total,,1814,
TOM GREEN,Prop 2 Student Loan Debt,,DEM,IN FAVOR,False,1700,93.66
TOM GREEN,Prop 2 Student Loan Debt,,DEM,AGAINST,False,115,6.34
TOM GREEN,Prop 2 Student Loan Debt,,,Total,,1815,
TOM GREEN,Prop 3 Right to Healthcare,,DEM,IN FAVOR,False,1722,94.93
TOM GREEN,Prop 3 Right to Healthcare,,DEM,AGAINST,False,92,5.07
TOM GREEN,Prop 3 Right to Healthcare,,,Total,,1814,
TOM GREEN,Prop 4 Right to Economic Security,,DEM,IN FAVOR,False,1757,96.91
TOM GREEN,Prop 4 Right to Economic Security,,DEM,AGAINST,False,56,3.09
TOM GREEN,Prop 4 Right to Economic Security,,,Total,,1813,
TOM GREEN,Prop 5 National Jobs Program,,DEM,IN FAVOR,False,1700,94.97
TOM GREEN,Prop 5 National Jobs Program,,DEM,AGAINST,False,90,5.03
TOM GREEN,Prop 5 National Jobs Program,,,Total,,1790,
TOM GREEN,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,IN FAVOR,False,1806,98.85
TOM GREEN,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,DEM,AGAINST,False,21,1.15
TOM GREEN,"Prop 6 Right to Clean Air, Safe Water, and a Healthy Environment",,,Total,,1827,
TOM GREEN,Prop 7 Right to Dignity & Respect,,DEM,IN FAVOR,False,1784,98.51
TOM GREEN,Prop 7 Right to Dignity & Respect,,DEM,AGAINST,False,27,1.49
TOM GREEN,Prop 7 Right to Dignity & Respect,,,Total,,1811,
TOM GREEN,Prop 8 Right to Housing,,DEM,IN FAVOR,False,1654,92.30
TOM GREEN,Prop 8 Right to Housing,,DEM,AGAINST,False,138,7.70
TOM GREEN,Prop 8 Right to Housing,,,Total,,1792,
TOM GREEN,Prop 9 Right to Vote,,DEM,IN FAVOR,False,1735,95.96
TOM GREEN,Prop 9 Right to Vote,,DEM,AGAINST,False,73,4.04
TOM GREEN,Prop 9 Right to Vote,,,Total,,1808,
TOM GREEN,Prop 10 Right to a Fair Criminal Justice System,,DEM,IN FAVOR,False,1767,97.84
TOM GREEN,Prop 10 Right to a Fair Criminal Justice System,,DEM,AGAINST,False,39,2.16
TOM GREEN,Prop 10 Right to a Fair Criminal Justice System,,,Total,,1806,
TOM GREEN,Prop 11 Immigrant Rights,,DEM,IN FAVOR,False,1741,96.13
TOM GREEN,Prop 11 Immigrant Rights,,DEM,AGAINST,False,70,3.87
TOM GREEN,Prop 11 Immigrant Rights,,,Total,,1811,
TOM GREEN,Prop 12 Right to Fair Taxation,,DEM,IN FAVOR,False,1752,97.77
