county,precinct,office,district,party,candidate,election_day,early_voting,votes
Hansford,2,Lieutenant Governor,,LIB,Kerry Douglas McKennon,0,0,0
Hansford,2,Attorney General,,REP,Ken Paxton,12,14,26
Hansford,2,Attorney General,,DEM,Justin Nelson,0,4,4
Hansford,2,Attorney General,,LIB,Michael Ray Harris,1,0,1
Hansford,2,Comptroller of Public Accounts,,REP,Glenn Hegar,12,14,26
Hansford,2,Comptroller of Public Accounts,,DEM,Joi Chevalier,0,4,4
Hansford,2,Comptroller of Public Accounts,,LIB,Ben Sanders,1,0,1
Hansford,2,Commissioner of The General Land Office,,REP,George P. Bush,12,14,26
Hansford,2,Commissioner of The General Land Office,,DEM,Miguel Suazo,0,4,4
Hansford,2,Commissioner of The General Land Office,,LIB,Matt Pina,1,0,1
Hansford,2,Commissioner of Agriculture,,REP,Sid Miller,12,14,26
Hansford,2,Commissioner of Agriculture,,DEM,Kim Olson,0,4,4
Hansford,2,Commissioner of Agriculture,,LIB,Richard Carpenter,1,0,1
Hansford,2,Railroad Commissioner,,REP,Christi Craddick,12,14,26
Hansford,2,Railroad Commissioner,,DEM,Roman McAllen,0,4,4
Hansford,2,Railroad Commissioner,,LIB,Mike Wright,1,0,1
Hansford,2,State Senate,31,REP,Kel Seliger,11,14,25
Hansford,2,State Senate,31,LIB,Jack B. Westbrook,2,3,5
Hansford,2,State Representative,88,REP,Ken King,12,14,26
Hansford,2,State Representative,88,DEM,Ezekiel Barron,0,3,3
Hansford,3,Straight Party,,REP,Republican,38,49,87
Hansford,3,Straight Party,,DEM,Democratic,0,0,0
Hansford,3,Straight Party,,LIB,Libertarian,0,0,0
Hansford,3,U.S. Senate,,REP,Ted Cruz,70,85,155
Hansford,3,U.S. Senate,,DEM,Beto O'Rourke,3,2,5
Hansford,3,U.S. Senate,,LIB,Neal M. Dikeman,2,9,11
Hansford,3,U.S. House,13,REP,Mac Thornberry,72,84,156
Hansford,3,U.S. House,13,DEM,Greg Sagan,2,2,4
Hansford,3,U.S. House,13,LIB,Calvin DeWeese,1,0,1
Hansford,3,Governor,,REP,Greg Abbott,67,84,151
Hansford,3,Governor,,DEM,Lupe Valdez,5,1,6
Hansford,3,Governor,,LIB,Mark Jay Tippetts,3,2,5
Hansford,3,Lieutenant Governor,,REP,Dan Patrick,54,66,120
Hansford,3,Lieutenant Governor,,DEM,Mike Collier,18,15,33
Hansford,3,Lieutenant Governor,,LIB,Kerry Douglas McKennon,3,2,5
Hansford,3,Attorney General,,REP,Ken Paxton,68,81,149
Hansford,3,Attorney General,,DEM,Justin Nelson,6,3,9
Hansford,3,Attorney General,,LIB,Michael Ray Harris,1,2,3
Hansford,3,Comptroller of Public Accounts,,REP,Glenn Hegar,69,86,155
Hansford,3,Comptroller of Public Accounts,,DEM,Joi Chevalier,1,1,2
Hansford,3,Comptroller of Public Accounts,,LIB,Ben Sanders,2,0,2
Hansford,3,Commissioner of The General Land Office,,REP,George P. Bush,66,84,150
Hansford,3,Commissioner of The General Land Office,,DEM,Miguel Suazo,6,0,6
Hansford,3,Commissioner of The General Land Office,,LIB,Matt Pina,1,3,4
Hansford,3,Commissioner of Agriculture,,REP,Sid Miller,69,83,152
Hansford,3,Commissioner of Agriculture,,DEM,Kim Olson,1,3,4
Hansford,3,Commissioner of Agriculture,,LIB,Richard Carpenter,3,1,4
Hansford,3,Railroad Commissioner,,REP,Christi Craddick,70,84,154
Hansford,3,Railroad Commissioner,,DEM,Roman McAllen,1,2,3
Hansford,3,Railroad Commissioner,,LIB,Mike Wright,2,1,3
Hansford,3,State Senate,31,REP,Kel Seliger,70,81,151
Hansford,3,State Senate,31,LIB,Jack B. Westbrook,4,6,10
Hansford,3,State Representative,88,REP,Ken King,70,82,152
Hansford,3,State Representative,88,DEM,Ezekiel Barron,5,3,8
Hansford,4,Straight Party,,REP,Republican,90,104,194
Hansford,4,Straight Party,,DEM,Democratic,0,0,0
Hansford,4,Straight Party,,LIB,Libertarian,0,0,0
Hansford,4,U.S. Senate,,REP,Ted Cruz,134,180,314
Hansford,4,U.S. Senate,,DEM,Beto O'Rourke,18,5,23
Hansford,4,U.S. Senate,,LIB,Neal M. Dikeman,0,2,2
Hansford,4,U.S. House,13,REP,Mac Thornberry,136,183,319
Hansford,4,U.S. House,13,DEM,Greg Sagan,13,3,16
Hansford,4,U.S. House,13,LIB,Calvin DeWeese,1,1,2
Hansford,4,Governor,,REP,Greg Abbott,135,180,315
Hansford,4,Governor,,DEM,Lupe Valdez,15,5,20
Hansford,4,Governor,,LIB,Mark Jay Tippetts,0,1,1
Hansford,4,Lieutenant Governor,,REP,Dan Patrick,118,151,269
Hansford,4,Lieutenant Governor,,DEM,Mike Collier,28,31,59
Hansford,4,Lieutenant Governor,,LIB,Kerry Douglas McKennon,2,1,3
Hansford,4,Attorney General,,REP,Ken Paxton,127,173,300
Hansford,4,Attorney General,,DEM,Justin Nelson,19,9,28
Hansford,4,Attorney General,,LIB,Michael Ray Harris,3,1,4
Hansford,4,Comptroller of Public Accounts,,REP,Glenn Hegar,132,178,310
Hansford,4,Comptroller of Public Accounts,,DEM,Joi Chevalier,11,4,15
Hansford,4,Comptroller of Public Accounts,,LIB,Ben Sanders,3,1,4
Hansford,4,Commissioner of The General Land Office,,REP,George P. Bush,133,182,315
Hansford,4,Commissioner of The General Land Office,,DEM,Miguel Suazo,11,3,14
Hansford,4,Commissioner of The General Land Office,,LIB,Matt Pina,4,1,5
Hansford,4,Commissioner of Agriculture,,REP,Sid Miller,125,173,298
Hansford,4,Commissioner of Agriculture,,DEM,Kim Olson,19,7,26
Hansford,4,Commissioner of Agriculture,,LIB,Richard Carpenter,4,2,6
Hansford,4,Railroad Commissioner,,REP,Christi Craddick,136,170,306
Hansford,4,Railroad Commissioner,,DEM,Roman McAllen,8,5,13
Hansford,4,Railroad Commissioner,,LIB,Mike Wright,3,5,8
Hansford,4,State Senate,31,REP,Kel Seliger,136,178,314
Hansford,4,State Senate,31,LIB,Jack B. Westbrook,9,6,15
Hansford,4,State Representative,88,REP,Ken King,138,184,322
Hansford,4,State Representative,88,DEM,Ezekiel Barron,13,2,15
Hansford,5,Straight Party,,REP,Republican,79,91,170
Hansford,5,Straight Party,,DEM,Democratic,2,3,5
Hansford,5,Straight Party,,LIB,Libertarian,0,0,0
Hansford,5,U.S. Senate,,REP,Ted Cruz,133,140,273
Hansford,5,U.S. Senate,,DEM,Beto O'Rourke,11,11,22
Hansford,5,U.S. Senate,,LIB,Neal M. Dikeman,1,0,1
Hansford,5,U.S. House,13,REP,Mac Thornberry,133,142,275
Hansford,5,U.S. House,13,DEM,Greg Sagan,6,8,14
Hansford,5,U.S. House,13,LIB,Calvin DeWeese,4,1,5
Hansford,5,Governor,,REP,Greg Abbott,131,142,273
Hansford,5,Governor,,DEM,Lupe Valdez,11,9,20
Hansford,5,Governor,,LIB,Mark Jay Tippetts,1,0,1
Hansford,5,Lieutenant Governor,,REP,Dan Patrick,118,133,251
Hansford,5,Lieutenant Governor,,DEM,Mike Collier,21,15,36
Hansford,5,Lieutenant Governor,,LIB,Kerry Douglas McKennon,1,0,1
Hansford,5,Attorney General,,REP,Ken Paxton,128,138,266
Hansford,5,Attorney General,,DEM,Justin Nelson,11,13,24
Hansford,5,Attorney General,,LIB,Michael Ray Harris,3,0,3
Hansford,5,Comptroller of Public Accounts,,REP,Glenn Hegar,127,137,264
Hansford,5,Comptroller of Public Accounts,,DEM,Joi Chevalier,7,8,15
Hansford,5,Comptroller of Public Accounts,,LIB,Ben Sanders,4,1,5
Hansford,5,Commissioner of The General Land Office,,REP,George P. Bush,122,141,263
Hansford,5,Commissioner of The General Land Office,,DEM,Miguel Suazo,12,8,20
Hansford,5,Commissioner of The General Land Office,,LIB,Matt Pina,6,2,8
Hansford,5,Commissioner of Agriculture,,REP,Sid Miller,125,131,256
Hansford,5,Commissioner of Agriculture,,DEM,Kim Olson,6,12,18
Hansford,5,Commissioner of Agriculture,,LIB,Richard Carpenter,6,5,11
Hansford,5,Railroad Commissioner,,REP,Christi Craddick,129,140,269
Hansford,5,Railroad Commissioner,,DEM,Roman McAllen,9,7,16
Hansford,5,Railroad Commissioner,,LIB,Mike Wright,4,2,6
Hansford,5,State Senate,31,REP,Kel Seliger,134,141,275
Hansford,5,State Senate,31,LIB,Jack B. Westbrook,8,3,11
Hansford,5,State Representative,88,REP,Ken King,130,140,270
Hansford,5,State Representative,88,DEM,Ezekiel Barron,13,9,22
Hansford,6,Straight Party,,REP,Republican,115,138,253
Hansford,6,Straight Party,,DEM,Democratic,1,4,5
Hansford,6,Straight Party,,LIB,Libertarian,1,0,1
Hansford,6,U.S. Senate,,REP,Ted Cruz,161,189,350
Hansford,6,U.S. Senate,,DEM,Beto O'Rourke,21,16,37
Hansford,6,U.S. Senate,,LIB,Neal M. Dikeman,2,0,2
Hansford,6,U.S. House,13,REP,Mac Thornberry,161,193,354
Hansford,6,U.S. House,13,DEM,Greg Sagan,17,12,29
Hansford,6,U.S. House,13,LIB,Calvin DeWeese,4,0,4
Hansford,6,Governor,,REP,Greg Abbott,166,186,352
Hansford,6,Governor,,DEM,Lupe Valdez,15,15,30
Hansford,6,Governor,,LIB,Mark Jay Tippetts,3,3,6
Hansford,6,Lieutenant Governor,,REP,Dan Patrick,146,175,321
Hansford,6,Lieutenant Governor,,DEM,Mike Collier,28,21,49
Hansford,6,Lieutenant Governor,,LIB,Kerry Douglas McKennon,5,3,8
Hansford,6,Attorney General,,REP,Ken Paxton,158,183,341
Hansford,6,Attorney General,,DEM,Justin Nelson,21,16,37
Hansford,6,Attorney General,,LIB,Michael Ray Harris,2,2,4
Hansford,6,Comptroller of Public Accounts,,REP,Glenn Hegar,154,178,332
Hansford,6,Comptroller of Public Accounts,,DEM,Joi Chevalier,16,13,29
Hansford,6,Comptroller of Public Accounts,,LIB,Ben Sanders,6,3,9
Hansford,6,Commissioner of The General Land Office,,REP,George P. Bush,153,184,337
Hansford,6,Commissioner of The General Land Office,,DEM,Miguel Suazo,18,14,32
Hansford,6,Commissioner of The General Land Office,,LIB,Matt Pina,7,1,8
Hansford,6,Commissioner of Agriculture,,REP,Sid Miller,156,180,336
Hansford,6,Commissioner of Agriculture,,DEM,Kim Olson,16,15,31
Hansford,6,Commissioner of Agriculture,,LIB,Richard Carpenter,5,1,6
Hansford,6,Railroad Commissioner,,REP,Christi Craddick,152,181,333
Hansford,6,Railroad Commissioner,,DEM,Roman McAllen,18,10,28
Hansford,6,Railroad Commissioner,,LIB,Mike Wright,6,4,10
Hansford,6,State Senate,31,REP,Kel Seliger,158,187,345
Hansford,6,State Senate,31,LIB,Jack B. Westbrook,14,9,23
Hansford,6,State Representative,88,REP,Ken King,158,184,342
Hansford,6,State Representative,88,DEM,Ezekiel Barron,14,15,29
Hansford,7,Straight Party,,REP,Republican,13,6,19
Hansford,7,Straight Party,,DEM,Democratic,0,0,0
Hansford,7,Straight Party,,LIB,Libertarian,0,0,0
Hansford,7,U.S. Senate,,REP,Ted Cruz,22,7,29
Hansford,7,U.S. Senate,,DEM,Beto O'Rourke,0,0,0
Hansford,7,U.S. Senate,,LIB,Neal M. Dikeman,1,0,1
Hansford,7,U.S. House,13,REP,Mac Thornberry,23,7,30
Hansford,7,U.S. House,13,DEM,Greg Sagan,0,0,0
Hansford,7,U.S. House,13,LIB,Calvin DeWeese,0,0,0
Hansford,7,Governor,,REP,Greg Abbott,23,7,30
Hansford,7,Governor,,DEM,Lupe Valdez,0,0,0
Hansford,7,Governor,,LIB,Mark Jay Tippetts,0,0,0
Hansford,7,Lieutenant Governor,,REP,Dan Patrick,23,7,30
Hansford,7,Lieutenant Governor,,DEM,Mike Collier,0,0,0
Hansford,7,Lieutenant Governor,,LIB,Kerry Douglas McKennon,0,0,0
Hansford,7,Attorney General,,REP,Ken Paxton,21,7,28
Hansford,7,Attorney General,,DEM,Justin Nelson,0,0,0
Hansford,7,Attorney General,,LIB,Michael Ray Harris,1,0,1
Hansford,7,Comptroller of Public Accounts,,REP,Glenn Hegar,22,7,29
Hansford,7,Comptroller of Public Accounts,,DEM,Joi Chevalier,0,0,0
Hansford,7,Comptroller of Public Accounts,,LIB,Ben Sanders,0,0,0
Hansford,7,Commissioner of The General Land Office,,REP,George P. Bush,22,7,29
Hansford,7,Commissioner of The General Land Office,,DEM,Miguel Suazo,0,0,0
Hansford,7,Commissioner of The General Land Office,,LIB,Matt Pina,0,0,0
Hansford,7,Commissioner of Agriculture,,REP,Sid Miller,22,7,29
Hansford,7,Commissioner of Agriculture,,DEM,Kim Olson,0,0,0
Hansford,7,Commissioner of Agriculture,,LIB,Richard Carpenter,1,0,1
Hansford,7,Railroad Commissioner,,REP,Christi Craddick,22,7,29
Hansford,7,Railroad Commissioner,,DEM,Roman McAllen,0,0,0
Hansford,7,Railroad Commissioner,,LIB,Mike Wright,0,0,0
Hansford,7,State Senate,31,REP,Kel Seliger,23,7,30
Hansford,7,State Senate,31,LIB,Jack B. Westbrook,0,0,0
Hansford,7,State Representative,88,REP,Ken King,21,6,27
Hansford,7,State Representative,88,DEM,Ezekiel Barron,1,1,2
Hansford,8,Straight Party,,REP,Republican,520,,520
Hansford,8,Straight Party,,DEM,Democratic,11,,11
Hansford,8,Straight Party,,LIB,Libertarian,0,,0
Hansford,8,U.S. Senate,,REP,Ted Cruz,813,,813
Hansford,8,U.S. Senate,,DEM,Beto O'Rourke,54,,54
Hansford,8,U.S. Senate,,LIB,Neal M. Dikeman,11,,11
Hansford,8,U.S. House,13,REP,Mac Thornberry,818,,818
Hansford,8,U.S. House,13,DEM,Greg Sagan,41,,41
Hansford,8,U.S. House,13,LIB,Calvin DeWeese,5,,5
Hansford,8,Governor,,REP,Greg Abbott,809,,809
Hansford,8,Governor,,DEM,Lupe Valdez,45,,45
Hansford,8,Governor,,LIB,Mark Jay Tippetts,8,,8
Hansford,8,Lieutenant Governor,,REP,Dan Patrick,725,,725
Hansford,8,Lieutenant Governor,,DEM,Mike Collier,112,,112
Hansford,8,Lieutenant Governor,,LIB,Kerry Douglas McKennon,11,,11
Hansford,8,Attorney General,,REP,Ken Paxton,782,,782
Hansford,8,Attorney General,,DEM,Justin Nelson,66,,66
Hansford,8,Attorney General,,LIB,Michael Ray Harris,6,,6
Hansford,8,Comptroller of Public Accounts,,REP,Glenn Hegar,792,,792
Hansford,8,Comptroller of Public Accounts,,DEM,Joi Chevalier,40,,40
Hansford,8,Comptroller of Public Accounts,,LIB,Ben Sanders,7,,7
Hansford,8,Commissioner of The General Land Office,,REP,George P. Bush,804,,804
Hansford,8,Commissioner of The General Land Office,,DEM,Miguel Suazo,38,,38
Hansford,8,Commissioner of The General Land Office,,LIB,Matt Pina,13,,13
Hansford,8,Commissioner of Agriculture,,REP,Sid Miller,778,,778
Hansford,8,Commissioner of Agriculture,,DEM,Kim Olson,56,,56
Hansford,8,Commissioner of Agriculture,,LIB,Richard Carpenter,12,,12
Hansford,8,Railroad Commissioner,,REP,Christi Craddick,794,,794
Hansford,8,Railroad Commissioner,,DEM,Roman McAllen,38,,38
Hansford,8,Railroad Commissioner,,LIB,Mike Wright,14,,14
Hansford,8,State Senate,31,REP,Kel Seliger,803,,803
Hansford,8,State Senate,31,LIB,Jack B. Westbrook,34,,34
Hansford,8,State Representative,88,REP,Ken King,806,,806
Hansford,8,State Representative,88,DEM,Ezekiel Barron,44,,44
Hansford,9,Straight Party,,REP,Republican,13,5,18
Hansford,9,Straight Party,,DEM,Democratic,1,0,1
Hansford,9,Straight Party,,LIB,Libertarian,0,0,0
Hansford,9,U.S. Senate,,REP,Ted Cruz,47,13,60
Hansford,9,U.S. Senate,,DEM,Beto O'Rourke,5,0,5
Hansford,9,U.S. Senate,,LIB,Neal M. Dikeman,1,0,1
Hansford,9,U.S. House,13,REP,Mac Thornberry,49,12,61
Hansford,9,U.S. House,13,DEM,Greg Sagan,4,0,4
Hansford,9,U.S. House,13,LIB,Calvin DeWeese,0,0,0
Hansford,9,Governor,,REP,Greg Abbott,47,13,60
Hansford,9,Governor,,DEM,Lupe Valdez,5,0,5
Hansford,9,Governor,,LIB,Mark Jay Tippetts,3,0,3
Hansford,9,Lieutenant Governor,,REP,Dan Patrick,38,12,50
Hansford,9,Lieutenant Governor,,DEM,Mike Collier,13,0,13
Hansford,9,Lieutenant Governor,,LIB,Kerry Douglas McKennon,3,0,3
Hansford,9,Attorney General,,REP,Ken Paxton,44,12,56
Hansford,9,Attorney General,,DEM,Justin Nelson,7,0,7
Hansford,9,Attorney General,,LIB,Michael Ray Harris,4,0,4
Hansford,9,Comptroller of Public Accounts,,REP,Glenn Hegar,42,13,55
Hansford,9,Comptroller of Public Accounts,,DEM,Joi Chevalier,6,0,6
Hansford,9,Comptroller of Public Accounts,,LIB,Ben Sanders,5,0,5
Hansford,9,Commissioner of The General Land Office,,REP,George P. Bush,45,13,58
Hansford,9,Commissioner of The General Land Office,,DEM,Miguel Suazo,6,0,6
Hansford,9,Commissioner of The General Land Office,,LIB,Matt Pina,3,0,3
Hansford,9,Commissioner of Agriculture,,REP,Sid Miller,41,13,54
Hansford,9,Commissioner of Agriculture,,DEM,Kim Olson,8,0,8
Hansford,9,Commissioner of Agriculture,,LIB,Richard Carpenter,5,0,5
Hansford,9,Railroad Commissioner,,REP,Christi Craddick,48,13,61
Hansford,9,Railroad Commissioner,,DEM,Roman McAllen,5,0,5
Hansford,9,Railroad Commissioner,,LIB,Mike Wright,1,0,1
Hansford,9,State Senate,31,REP,Kel Seliger,48,13,61
Hansford,9,State Senate,31,LIB,Jack B. Westbrook,5,0,5
Hansford,9,State Representative,88,REP,Ken King,52,13,65
Hansford,9,State Representative,88,DEM,Ezekiel Barron,1,0,1
