county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional
Wilson,Box 101,Justice Supreme Ct P4,,DEM,R.K. Sandill,99,51,28,20,0
Wilson,Box 101,Justice Supreme Ct P6,,REP,Jeff Brown,200,100,77,23,0
Wilson,Box 101,Justice Supreme Ct P6,,DEM,Kathy Cheng,101,52,29,20,0
Wilson,Box 101,Presiding Criminal Appeals,,REP,David Bridges,99,51,37,11,0
Wilson,Box 101,Presiding Criminal Appeals,,REP,Sharon Keller,125,62,51,12,0
Wilson,Box 101,Presiding Criminal Appeals,,DEM,Maria T. Jackson,99,51,28,20,0
Wilson,Box 101,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,200,100,77,23,0
Wilson,Box 101,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,100,51,29,20,0
Wilson,Box 101,Criminal Appeals Jdg P8,,REP,Dib Waldrip,31,18,11,2,0
Wilson,Box 101,Criminal Appeals Jdg P8,,REP,Jay Brandon,75,40,27,8,0
Wilson,Box 101,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,117,56,49,12,0
Wilson,Box 101,State Bd Ed D3,,DEM,Dan Arellano,25,12,8,5,0
Wilson,Box 101,State Bd Ed D3,,DEM,Marisa B. Perez,77,42,20,15,0
Wilson,Box 101,State Representative,44,REP,John Kuempel,208,107,78,23,0
Wilson,Box 101,State Representative,44,DEM,John D. Rodgers,99,50,29,20,0
Wilson,Box 101,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,199,101,75,23,0
Wilson,Box 101,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,100,51,29,20,0
Wilson,Box 101,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,203,103,77,23,0
Wilson,Box 101,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,102,53,29,20,0
Wilson,Box 101,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,200,101,76,23,0
Wilson,Box 101,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,102,53,29,20,0
Wilson,Box 101,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,201,100,78,23,0
Wilson,Box 101,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,101,52,29,20,0
Wilson,Box 101,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,201,100,79,22,0
Wilson,Box 101,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,104,55,29,20,0
Wilson,Box 101,District Judge D81,,REP,Lynn Ellison,205,104,78,23,0
Wilson,Box 101,District Judge D81,,DEM,Errlinda Castillo,101,52,29,20,0
Wilson,Box 101,District Judge D218,,REP,Russell Wilson,202,103,76,23,0
Wilson,Box 101,County Judge,,REP,Alena Berlanga,98,52,38,8,0
Wilson,Box 101,County Judge,,REP,Richard L. Jackson,142,68,56,18,0
Wilson,Box 101,District Clerk,,REP,Deborah Bryan,198,98,77,23,0
Wilson,Box 101,County Clerk,,DEM,Eva S. Martinez,102,55,27,20,0
Wilson,Box 101,County Treasurer,,REP,Debra Foster,112,63,41,8,0
Wilson,Box 101,County Treasurer,,REP,Jan Hartl,130,59,54,17,0
Wilson,Box 101,Justice Peace P1,,DEM,Johnny T. Villarreal,101,53,29,19,0
Wilson,Box 101,County Chairman,,REP,Ruby Manen,161,82,64,15,0
Wilson,Box 101,County Chairman,,DEM,Juan Mancias,103,54,29,20,0
Wilson,Box 101,Proposition 1,,REP,YES,167,91,62,14,0
Wilson,Box 101,Proposition 1,,REP,NO,74,30,33,11,0
Wilson,Box 101,Proposition 2,,REP,YES,236,117,92,27,0
Wilson,Box 101,Proposition 2,,REP,NO,15,8,7,0,0
Wilson,Box 101,Proposition 3,,REP,YES,217,111,81,25,0
Wilson,Box 101,Proposition 3,,REP,NO,29,14,13,2,0
Wilson,Box 101,Proposition 4,,REP,YES,234,118,91,25,0
Wilson,Box 101,Proposition 4,,REP,NO,16,8,7,1,0
Wilson,Box 101,Proposition 5,,REP,YES,206,104,82,20,0
Wilson,Box 101,Proposition 5,,REP,NO,45,23,16,6,0
Wilson,Box 101,Proposition 6,,REP,YES,231,111,94,26,0
Wilson,Box 101,Proposition 6,,REP,NO,15,10,5,0,0
Wilson,Box 101,Proposition 7,,REP,YES,168,85,64,19,0
Wilson,Box 101,Proposition 7,,REP,NO,82,40,34,8,0
Wilson,Box 101,Proposition 8,,REP,YES,246,122,97,27,0
Wilson,Box 101,Proposition 8,,REP,NO,5,3,2,0,0
Wilson,Box 101,Proposition 9,,REP,YES,229,115,89,25,0
Wilson,Box 101,Proposition 9,,REP,NO,21,10,10,1,0
Wilson,Box 101,Proposition 10,,REP,YES,237,116,95,26,0
Wilson,Box 101,Proposition 10,,REP,NO,11,8,3,0,0
Wilson,Box 101,Proposition 11,,REP,YES,218,108,89,21,0
Wilson,Box 101,Proposition 11,,REP,NO,31,17,9,5,0
Wilson,Box 101,Proposition 1,,DEM,FOR,103,56,29,18,0
Wilson,Box 101,Proposition 1,,DEM,AGAINST,6,2,1,3,0
Wilson,Box 101,Proposition 2,,DEM,FOR,93,51,25,17,0
Wilson,Box 101,Proposition 2,,DEM,AGAINST,15,6,5,4,0
Wilson,Box 101,Proposition 3,,DEM,FOR ,101,52,29,20,0
Wilson,Box 101,Proposition 3,,DEM,AGAINST,8,6,1,1,0
Wilson,Box 101,Proposition 4,,DEM,FOR,107,56,30,21,0
Wilson,Box 101,Proposition 4,,DEM,AGAINST,2,2,0,0,0
Wilson,Box 101,Proposition 5,,DEM,FOR,99,51,29,19,0
Wilson,Box 101,Proposition 5,,DEM,AGAINST,9,6,1,2,0
Wilson,Box 101,Proposition 6,,DEM,FOR,104,54,29,21,0
Wilson,Box 101,Proposition 6,,DEM,AGAINST ,1,1,0,0,0
Wilson,Box 101,Proposition 7,,DEM,FOR ,104,53,30,21,0
Wilson,Box 101,Proposition 7,,DEM,AGAINST,3,3,0,0,0
Wilson,Box 101,Proposition 8,,DEM,FOR,98,51,29,18,0
Wilson,Box 101,Proposition 8,,DEM,AGAINST,10,6,1,3,0
Wilson,Box 101,Proposition 9,,DEM,FOR,100,51,30,19,0
Wilson,Box 101,Proposition 9,,DEM,AGAINST ,8,6,0,2,0
Wilson,Box 101,Proposition 10,,DEM,FOR,102,53,28,21,0
Wilson,Box 101,Proposition 10,,DEM,AGAINST,5,3,2,0,0
Wilson,Box 101,Proposition 11,,DEM,FOR ,98,51,28,19,0
Wilson,Box 101,Proposition 11,,DEM,AGAINST,10,6,2,2,0
Wilson,Box 101,Proposition 12,,DEM,FOR ,105,55,30,20,0
Wilson,Box 101,Proposition 12,,DEM,AGAINST,3,2,0,1,0
Wilson,Box 102,US Senator,,REP,Geraldine Sam,5,2,3,0,0
Wilson,Box 102,US Senator,,REP,Mary Miller,10,0,10,0,0
Wilson,Box 102,US Senator,,REP,"Bruce Jacobson, Jr.",5,1,4,0,0
Wilson,Box 102,US Senator,,REP,Stefano de Stefano,2,2,0,0,0
Wilson,Box 102,US Senator,,REP,Ted Cruz,96,40,52,4,0
Wilson,Box 102,US Senator,,DEM,Edward Kimbrough,15,2,8,5,0
Wilson,Box 102,US Senator,,DEM,Sema Hernandez,41,10,15,16,0
Wilson,Box 102,US Senator,,DEM,Beto O'Rourke,37,17,8,12,0
Wilson,Box 102,US Representative,28,DEM,Henry Cuellar,79,26,26,27,0
Wilson,Box 102,Governor,,REP,SECEDE Kilgore,3,1,2,0,0
Wilson,Box 102,Governor,,REP,Greg Abbott,95,37,53,5,0
Wilson,Box 102,Governor,,REP,Barbara Krueger,19,7,12,0,0
Wilson,Box 102,Governor,,DEM,Joe Mumbach,2,0,1,1,0
Wilson,Box 102,Governor,,DEM,Lupe Valdez,49,14,15,20,0
Wilson,Box 102,Governor,,DEM,Tom Wakely,3,0,1,2,0
Wilson,Box 102,Governor,,DEM,Grady Yarbrough,12,4,4,4,0
Wilson,Box 102,Governor,,DEM,"Cedric Davis, Sr.",1,0,1,0,0
Wilson,Box 102,Governor,,DEM,Jeffrey Payne,3,0,3,0,0
Wilson,Box 102,Governor,,DEM,Andrew White,16,8,2,6,0
Wilson,Box 102,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Wilson,Box 102,Governor,,DEM,Adrian Ocegueda,6,2,3,1,0
Wilson,Box 102,Lt. Governor,,REP,Scott Milder,42,15,27,0,0
Wilson,Box 102,Lt. Governor,,REP,Dan Patrick,75,28,43,4,0
Wilson,Box 102,Lt. Governor,,DEM,Mike Collier,46,12,14,20,0
Wilson,Box 102,Lt. Governor,,DEM,Michael Cooper,40,14,16,10,0
Wilson,Box 102,Attorney General,,REP,Ken Paxton,95,31,60,4,0
Wilson,Box 102,Attorney General,,DEM,Justin Nelson,67,20,25,22,0
Wilson,Box 102,Comptroller Public Accts,,REP,Glenn Hegar,93,30,61,2,0
Wilson,Box 102,Comptroller Public Accts,,DEM,Tim Mahoney,47,15,15,17,0
Wilson,Box 102,Comptroller Public Accts,,DEM,Joi Chevalier,35,10,15,10,0
Wilson,Box 102,Commissioner Gen Land Office,,REP,Jerry Patterson,35,16,19,0,0
Wilson,Box 102,Commissioner Gen Land Office,,REP,Rick Range,11,5,4,2,0
Wilson,Box 102,Commissioner Gen Land Office,,REP,Davey Edwards,12,2,10,0,0
Wilson,Box 102,Commissioner Gen Land Office,,REP,George P. Bush,53,19,34,0,0
Wilson,Box 102,Commissioner Gen Land Office,,DEM,Miguel Suazo,74,26,20,28,0
Wilson,Box 102,Commissioner Gen Land Office,,DEM,Tex Morgan,17,3,10,4,0
Wilson,Box 102,Commissioner of Agriculture,,REP,Trey Blocker,31,16,14,1,0
Wilson,Box 102,Commissioner of Agriculture,,REP,Sid Miller,46,14,30,2,0
Wilson,Box 102,Commissioner of Agriculture,,REP,Jim Hogan,28,7,20,1,0
Wilson,Box 102,Commissioner of Agriculture,,DEM,Kim Olson,76,22,27,27,0
Wilson,Box 102,Railroad Commissioner,,REP,Christi Craddick,76,24,50,2,0
Wilson,Box 102,Railroad Commissioner,,REP,Weston Martinez,34,18,16,0,0
Wilson,Box 102,Railroad Commissioner,,DEM,Chris Spellmon,28,6,9,13,0
Wilson,Box 102,Railroad Commissioner,,DEM,Roman McAllen,61,23,20,18,0
Wilson,Box 102,Justice Supreme Ct P2,,REP,Jimmy Blacklock,94,32,60,2,0
Wilson,Box 102,Justice Supreme Ct P2,,DEM,Steven Kirkland,73,21,25,27,0
Wilson,Box 102,Justice Supreme Ct P4,,REP,John Devine,94,32,60,2,0
Wilson,Box 102,Justice Supreme Ct P4,,DEM,R.K. Sandill,72,21,24,27,0
Wilson,Box 102,Justice Supreme Ct P6,,REP,Jeff Brown,94,32,60,2,0
Wilson,Box 102,Justice Supreme Ct P6,,DEM,Kathy Cheng,71,20,24,27,0
Wilson,Box 102,Presiding Criminal Appeals,,REP,David Bridges,49,16,31,2,0
Wilson,Box 102,Presiding Criminal Appeals,,REP,Sharon Keller,58,24,34,0,0
Wilson,Box 102,Presiding Criminal Appeals,,DEM,Maria T. Jackson,76,24,26,26,0
Wilson,Box 102,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,93,34,57,2,0
Wilson,Box 102,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,75,22,25,28,0
Wilson,Box 102,Criminal Appeals Jdg P8,,REP,Dib Waldrip,16,7,9,0,0
Wilson,Box 102,Criminal Appeals Jdg P8,,REP,Jay Brandon,34,9,23,2,0
Wilson,Box 102,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,53,22,31,0,0
Wilson,Box 102,State Bd Ed D3,,DEM,Dan Arellano,18,3,5,10,0
Wilson,Box 102,State Bd Ed D3,,DEM,Marisa B. Perez,71,26,24,21,0
Wilson,Box 102,State Representative,44,REP,John Kuempel,105,40,61,4,0
Wilson,Box 102,State Representative,44,DEM,John D. Rodgers,72,21,24,27,0
Wilson,Box 102,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,97,36,59,2,0
Wilson,Box 102,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,72,22,24,26,0
Wilson,Box 102,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,96,34,60,2,0
Wilson,Box 102,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,79,21,27,31,0
Wilson,Box 102,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,94,33,59,2,0
Wilson,Box 102,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,82,24,28,30,0
Wilson,Box 102,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,95,34,59,2,0
Wilson,Box 102,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,87,27,29,31,0
Wilson,Box 102,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,94,33,59,2,0
Wilson,Box 102,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,81,23,28,30,0
Wilson,Box 102,District Judge D81,,REP,Lynn Ellison,95,34,59,2,0
Wilson,Box 102,District Judge D81,,DEM,Errlinda Castillo,79,23,26,30,0
Wilson,Box 102,District Judge D218,,REP,Russell Wilson,100,36,61,3,0
Wilson,Box 102,County Judge,,REP,Alena Berlanga,51,18,32,1,0
Wilson,Box 102,County Judge,,REP,Richard L. Jackson,74,29,41,4,0
Wilson,Box 102,District Clerk,,REP,Deborah Bryan,107,39,65,3,0
Wilson,Box 102,County Clerk,,DEM,Eva S. Martinez,90,28,32,30,0
Wilson,Box 102,County Treasurer,,REP,Debra Foster,45,16,27,2,0
Wilson,Box 102,County Treasurer,,REP,Jan Hartl,77,31,45,1,0
Wilson,Box 102,Justice Peace P1,,DEM,Johnny T. Villarreal,91,28,30,33,0
Wilson,Box 102,County Chairman,,REP,Ruby Manen,86,33,52,1,0
Wilson,Box 102,County Chairman,,DEM,Juan Mancias,81,25,28,28,0
Wilson,Box 102,Proposition 1,,REP,YES,70,27,41,2,0
Wilson,Box 102,Proposition 1,,REP,NO,47,15,30,2,0
Wilson,Box 102,Proposition 2,,REP,YES,113,41,68,4,0
Wilson,Box 102,Proposition 2,,REP,NO,6,2,4,0,0
Wilson,Box 102,Proposition 3,,REP,YES,92,34,54,4,0
Wilson,Box 102,Proposition 3,,REP,NO,24,8,16,0,0
Wilson,Box 102,Proposition 4,,REP,YES,113,40,69,4,0
Wilson,Box 102,Proposition 4,,REP,NO,5,3,2,0,0
Wilson,Box 102,Proposition 5,,REP,YES,90,29,57,4,0
Wilson,Box 102,Proposition 5,,REP,NO,28,14,14,0,0
Wilson,Box 102,Proposition 6,,REP,YES,110,40,66,4,0
Wilson,Box 102,Proposition 6,,REP,NO,7,2,5,0,0
Wilson,Box 102,Proposition 7,,REP,YES,78,27,47,4,0
Wilson,Box 102,Proposition 7,,REP,NO,39,16,23,0,0
Wilson,Box 102,Proposition 8,,REP,YES,114,39,71,4,0
Wilson,Box 102,Proposition 8,,REP,NO,4,4,0,0,0
Wilson,Box 102,Proposition 9,,REP,YES,97,35,58,4,0
Wilson,Box 102,Proposition 9,,REP,NO,21,8,13,0,0
Wilson,Box 102,Proposition 10,,REP,YES,113,42,67,4,0
Wilson,Box 102,Proposition 10,,REP,NO,5,1,4,0,0
Wilson,Box 102,Proposition 11,,REP,YES,107,41,62,4,0
Wilson,Box 102,Proposition 11,,REP,NO,13,3,10,0,0
Wilson,Box 102,Proposition 1,,DEM,FOR,94,29,33,32,0
Wilson,Box 102,Proposition 1,,DEM,AGAINST,3,2,0,1,0
Wilson,Box 102,Proposition 2,,DEM,FOR,93,31,30,32,0
Wilson,Box 102,Proposition 2,,DEM,AGAINST,4,0,3,1,0
Wilson,Box 102,Proposition 3,,DEM,FOR ,90,28,31,31,0
Wilson,Box 102,Proposition 3,,DEM,AGAINST,5,3,2,0,0
Wilson,Box 102,Proposition 4,,DEM,FOR,96,32,33,31,0
Wilson,Box 102,Proposition 4,,DEM,AGAINST,1,1,0,0,0
Wilson,Box 102,Proposition 5,,DEM,FOR,86,25,31,30,0
Wilson,Box 102,Proposition 5,,DEM,AGAINST,8,5,1,2,0
Wilson,Box 102,Proposition 6,,DEM,FOR,95,31,33,31,0
Wilson,Box 102,Proposition 6,,DEM,AGAINST ,0,0,0,0,0
Wilson,Box 102,Proposition 7,,DEM,FOR ,94,30,32,32,0
Wilson,Box 102,Proposition 7,,DEM,AGAINST,2,1,1,0,0
Wilson,Box 102,Proposition 8,,DEM,FOR,81,22,29,30,0
Wilson,Box 102,Proposition 8,,DEM,AGAINST,15,9,4,2,0
Wilson,Box 102,Proposition 9,,DEM,FOR,90,27,32,31,0
Wilson,Box 102,Proposition 9,,DEM,AGAINST ,5,3,1,1,0
Wilson,Box 102,Proposition 10,,DEM,FOR,91,29,31,31,0
Wilson,Box 102,Proposition 10,,DEM,AGAINST,3,1,2,0,0
Wilson,Box 102,Proposition 11,,DEM,FOR ,90,28,30,32,0
Wilson,Box 102,Proposition 11,,DEM,AGAINST,7,4,3,0,0
Wilson,Box 102,Proposition 12,,DEM,FOR ,95,30,33,32,0
Wilson,Box 102,Proposition 12,,DEM,AGAINST,2,2,0,0,0
Wilson,Box 103,US Senator,,REP,Geraldine Sam,9,4,3,2,0
Wilson,Box 103,US Senator,,REP,Mary Miller,15,8,4,3,0
Wilson,Box 103,US Senator,,REP,"Bruce Jacobson, Jr.",8,3,5,0,0
Wilson,Box 103,US Senator,,REP,Stefano de Stefano,6,2,2,2,0
Wilson,Box 103,US Senator,,REP,Ted Cruz,181,102,64,15,0
Wilson,Box 103,US Senator,,DEM,Edward Kimbrough,5,1,1,3,0
Wilson,Box 103,US Senator,,DEM,Sema Hernandez,28,16,2,10,0
Wilson,Box 103,US Senator,,DEM,Beto O'Rourke,43,29,4,10,0
Wilson,Box 103,US Representative,28,DEM,Henry Cuellar,65,37,6,22,0
Wilson,Box 103,Governor,,REP,SECEDE Kilgore,1,0,0,1,0
Wilson,Box 103,Governor,,REP,Greg Abbott,203,110,74,19,0
Wilson,Box 103,Governor,,REP,Barbara Krueger,20,11,7,2,0
Wilson,Box 103,Governor,,DEM,Joe Mumbach,1,1,0,0,0
Wilson,Box 103,Governor,,DEM,Lupe Valdez,39,23,4,12,0
Wilson,Box 103,Governor,,DEM,Tom Wakely,3,3,0,0,0
Wilson,Box 103,Governor,,DEM,Grady Yarbrough,9,3,0,6,0
Wilson,Box 103,Governor,,DEM,"Cedric Davis, Sr.",2,2,0,0,0
Wilson,Box 103,Governor,,DEM,Jeffrey Payne,4,3,1,0,0
Wilson,Box 103,Governor,,DEM,Andrew White,14,8,2,4,0
Wilson,Box 103,Governor,,DEM,James Jolly Clark,0,0,0,0,0
Wilson,Box 103,Governor,,DEM,Adrian Ocegueda,4,3,0,1,0
Wilson,Box 103,Lt. Governor,,REP,Scott Milder,46,21,18,7,0
Wilson,Box 103,Lt. Governor,,REP,Dan Patrick,173,97,61,15,0
Wilson,Box 103,Lt. Governor,,DEM,Mike Collier,43,26,5,12,0
Wilson,Box 103,Lt. Governor,,DEM,Michael Cooper,31,18,2,11,0
Wilson,Box 103,Attorney General,,REP,Ken Paxton,181,100,65,16,0
Wilson,Box 103,Attorney General,,DEM,Justin Nelson,66,39,6,21,0
Wilson,Box 103,Comptroller Public Accts,,REP,Glenn Hegar,178,100,60,18,0
Wilson,Box 103,Comptroller Public Accts,,DEM,Tim Mahoney,38,24,3,11,0
Wilson,Box 103,Comptroller Public Accts,,DEM,Joi Chevalier,36,21,4,11,0
Wilson,Box 103,Commissioner Gen Land Office,,REP,Jerry Patterson,77,42,21,14,0
Wilson,Box 103,Commissioner Gen Land Office,,REP,Rick Range,12,8,3,1,0
Wilson,Box 103,Commissioner Gen Land Office,,REP,Davey Edwards,6,2,2,2,0
Wilson,Box 103,Commissioner Gen Land Office,,REP,George P. Bush,110,55,50,5,0
Wilson,Box 103,Commissioner Gen Land Office,,DEM,Miguel Suazo,59,34,5,20,0
Wilson,Box 103,Commissioner Gen Land Office,,DEM,Tex Morgan,15,10,2,3,0
Wilson,Box 103,Commissioner of Agriculture,,REP,Trey Blocker,53,31,17,5,0
Wilson,Box 103,Commissioner of Agriculture,,REP,Sid Miller,98,45,41,12,0
Wilson,Box 103,Commissioner of Agriculture,,REP,Jim Hogan,42,23,14,5,0
Wilson,Box 103,Commissioner of Agriculture,,DEM,Kim Olson,67,39,6,22,0
Wilson,Box 103,Railroad Commissioner,,REP,Christi Craddick,154,79,59,16,0
Wilson,Box 103,Railroad Commissioner,,REP,Weston Martinez,38,21,13,4,0
Wilson,Box 103,Railroad Commissioner,,DEM,Chris Spellmon,25,17,0,8,0
Wilson,Box 103,Railroad Commissioner,,DEM,Roman McAllen,50,28,7,15,0
Wilson,Box 103,Justice Supreme Ct P2,,REP,Jimmy Blacklock,179,99,63,17,0
Wilson,Box 103,Justice Supreme Ct P2,,DEM,Steven Kirkland,69,41,6,22,0
Wilson,Box 103,Justice Supreme Ct P4,,REP,John Devine,176,98,61,17,0
Wilson,Box 103,Justice Supreme Ct P4,,DEM,R.K. Sandill,68,40,6,22,0
Wilson,Box 103,Justice Supreme Ct P6,,REP,Jeff Brown,175,96,62,17,0
Wilson,Box 103,Justice Supreme Ct P6,,DEM,Kathy Cheng,67,39,6,22,0
Wilson,Box 103,Presiding Criminal Appeals,,REP,David Bridges,83,53,19,11,0
Wilson,Box 103,Presiding Criminal Appeals,,REP,Sharon Keller,100,48,45,7,0
Wilson,Box 103,Presiding Criminal Appeals,,DEM,Maria T. Jackson,66,39,6,21,0
Wilson,Box 103,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,171,95,59,17,0
Wilson,Box 103,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,67,40,6,21,0
Wilson,Box 103,Criminal Appeals Jdg P8,,REP,Dib Waldrip,32,20,10,2,0
Wilson,Box 103,Criminal Appeals Jdg P8,,REP,Jay Brandon,49,28,20,1,0
Wilson,Box 103,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,96,48,35,13,0
Wilson,Box 103,State Bd Ed D3,,DEM,Dan Arellano,15,11,1,3,0
Wilson,Box 103,State Bd Ed D3,,DEM,Marisa B. Perez,58,32,6,20,0
Wilson,Box 103,State Representative,44,REP,John Kuempel,190,103,68,19,0
Wilson,Box 103,State Representative,44,DEM,John D. Rodgers,68,40,6,22,0
Wilson,Box 103,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,172,93,62,17,0
Wilson,Box 103,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,68,40,6,22,0
Wilson,Box 103,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,169,92,60,17,0
Wilson,Box 103,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,67,39,6,22,0
Wilson,Box 103,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,165,90,58,17,0
Wilson,Box 103,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,68,40,6,22,0
Wilson,Box 103,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,165,90,58,17,0
Wilson,Box 103,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,67,39,6,22,0
Wilson,Box 103,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,165,89,59,17,0
Wilson,Box 103,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,67,40,6,21,0
Wilson,Box 103,District Judge D81,,REP,Lynn Ellison,170,94,59,17,0
Wilson,Box 103,District Judge D81,,DEM,Errlinda Castillo,68,40,6,22,0
Wilson,Box 103,District Judge D218,,REP,Russell Wilson,180,98,66,16,0
Wilson,Box 103,County Judge,,REP,Alena Berlanga,76,42,25,9,0
Wilson,Box 103,County Judge,,REP,Richard L. Jackson,155,82,57,16,0
Wilson,Box 103,District Clerk,,REP,Deborah Bryan,186,99,69,18,0
Wilson,Box 103,County Clerk,,DEM,Eva S. Martinez,67,40,6,21,0
