county,precinct,precinct_name,office,district,party,candidate,votes,election_day,early_voting
Somervell,3,EXPO,U.S. House,25,DEM,Edward Westerguard Hansen,6,2,4
Somervell,3,EXPO,U.S. House,25,DEM,Julie Lynn Oliver,8,4,4
Somervell,3,EXPO,U.S. House,25,DEM,Kathleen Thomas,5,2,3
Somervell,4,OAK DALE,U.S. House,25,DEM,Chetan Gopal Panda,1,1,0
Somervell,4,OAK DALE,U.S. House,25,DEM,Christopher Michael Perri,10,6,4
Somervell,4,OAK DALE,U.S. House,25,DEM,Edward Westerguard Hansen,2,1,1
Somervell,4,OAK DALE,U.S. House,25,DEM,Julie Lynn Oliver,11,6,5
Somervell,4,OAK DALE,U.S. House,25,DEM,Kathleen Thomas,6,2,4
Somervell,1,ANNEX,Attorney General,,DEM,Justin Adatto  Nelson,22,10,12
Somervell,2,CITIZEN CENTER,Attorney General,,DEM,Justin Adatto  Nelson,40,15,25
Somervell,3,EXPO,Attorney General,,DEM,Justin Adatto  Nelson,27,12,15
Somervell,4,OAK DALE,Attorney General,,DEM,Justin Adatto  Nelson,27,16,11
Somervell,1,ANNEX,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,19,8,11
Somervell,2,CITIZEN CENTER,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,42,16,26
Somervell,3,EXPO,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,26,12,14
Somervell,4,OAK DALE,Commissioner of Agriculture,,DEM,Kimberly Dawn Olson,27,17,10
