county,precinct,office,district,party,candidate,votes,election_day,early_voting,mail,provisional
Wilson,Box 101,Justice Supreme Ct P2,,DEM,Steven Kirkland,479,141,293,45,0
Wilson,Box 101,Justice Supreme Ct P4,,REP,John Devine,817,241,526,50,0
Wilson,Box 101,Justice Supreme Ct P4,,DEM,R.K. Sandill,469,141,284,44,0
Wilson,Box 101,Justice Supreme Ct P6,,REP,Jeff Brown,809,236,520,53,0
Wilson,Box 101,Justice Supreme Ct P6,,DEM,Kathy Cheng,477,145,290,42,0
Wilson,Box 101,Presiding Criminal Appeals,,REP,Sharon Keller,812,240,519,53,0
Wilson,Box 101,Presiding Criminal Appeals,,DEM,Maria T. Jackson,453,132,279,42,0
Wilson,Box 101,Presiding Criminal Appeals,,LIB,William Strange III,27,13,14,0,0
Wilson,Box 101,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,819,241,525,53,0
Wilson,Box 101,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,469,142,285,42,0
Wilson,Box 101,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,861,259,547,55,0
Wilson,Box 101,Criminal Appeals Jdg P8,,LIB,Mark Ash,254,71,167,16,0
Wilson,Box 101,State Bd Ed D3,,DEM,Marisa B. Perez,668,219,401,48,0
Wilson,Box 101,State Representative,44,REP,John Kuempel,819,243,526,50,0
Wilson,Box 101,State Representative,44,DEM,John D. Rodgers,477,141,291,45,0
Wilson,Box 101,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,817,241,524,52,0
Wilson,Box 101,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,473,142,288,43,0
Wilson,Box 101,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,805,234,519,52,0
Wilson,Box 101,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,482,147,292,43,0
Wilson,Box 101,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,803,235,518,50,0
Wilson,Box 101,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,483,146,292,45,0
Wilson,Box 101,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,816,243,522,51,0
Wilson,Box 101,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,471,139,288,44,0
Wilson,Box 101,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,798,236,511,51,0
Wilson,Box 101,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,489,144,301,44,0
Wilson,Box 101,District Judge D81,,REP,Lynn Ellison,817,238,527,52,0
Wilson,Box 101,District Judge D81,,DEM,Errlinda Castillo,471,143,285,43,0
Wilson,Box 101,District Judge D218,,REP,Russell Wilson,971,292,619,60,0
Wilson,Box 101,County Judge,,REP,Richard L. Jackson,964,293,615,56,0
Wilson,Box 101,District Clerk,,REP,Deborah Bryan,974,291,624,59,0
Wilson,Box 101,County Clerk,,DEM,Eva S. Martinez,720,231,437,52,0
Wilson,Box 101,County Treasurer,,REP,Jan Hartl,969,289,621,59,0
Wilson,Box 101,Justice Peace P1,,DEM,Johnny T. Villarreal,708,232,428,48,0
Wilson,Box 102,Straight Party,,REP,Republican,188,63,123,2,0
Wilson,Box 102,Straight Party,,DEM,Democratic,347,114,151,81,1
Wilson,Box 102,Straight Party,,LIB,Libertarian,12,4,6,2,0
Wilson,Box 102,U.S. Senate,,REP,Ted Cruz,402,144,237,21,0
Wilson,Box 102,U.S. Senate,,DEM,Beto O'Rourke,582,202,279,100,1
Wilson,Box 102,U.S. Senate,,LIB,Neal M. Dikeman,8,5,2,1,0
Wilson,Box 102,U.S. House,28,DEM,Henry Cuellar,714,260,347,106,1
Wilson,Box 102,U.S. House,28,LIB,Arthur Thomas IV,114,40,69,5,0
Wilson,Box 102,Governor,,REP,Greg Abbott,486,194,267,25,0
Wilson,Box 102,Governor,,DEM,Lupe Valdez,501,154,249,97,1
Wilson,Box 102,Governor,,LIB,Mark Jay Tippetts,8,4,4,0,0
Wilson,Box 102,Lt. Governor,,REP,Dan Patrick,400,144,234,22,0
Wilson,Box 102,Lt. Governor,,DEM,Mike Collier,558,197,263,97,1
Wilson,Box 102,Lt. Governor,,LIB,K. Douglas McKennon,28,8,18,2,0
Wilson,Box 102,Attorney General,,REP,Ken Paxton,395,156,222,17,0
Wilson,Box 102,Attorney General,,DEM,Justin Nelson,558,179,274,104,1
Wilson,Box 102,Attorney General,,LIB,Michael Ray Harris,31,12,18,1,0
Wilson,Box 102,Comptroller Public Accts,,REP,Glenn Hegar,375,137,222,16,0
Wilson,Box 102,Comptroller Public Accts,,DEM,Joi Chevalier,547,183,263,100,1
Wilson,Box 102,Comptroller Public Accts,,LIB,Ben Sanders,57,23,30,4,0
Wilson,Box 102,Commissioner Gen Land Office,,REP,George P. Bush,402,146,232,24,0
Wilson,Box 102,Commissioner Gen Land Office,,DEM,Miguel Suazo,533,183,253,96,1
Wilson,Box 102,Commissioner Gen Land Office,,LIB,Matt Pina,47,16,31,0,0
Wilson,Box 102,Commissioner of Agriculture,,REP,Sid Miller,375,136,220,19,0
Wilson,Box 102,Commissioner of Agriculture,,DEM,Kim Olson,566,193,271,101,1
Wilson,Box 102,Commissioner of Agriculture,,LIB,Richard Carpenter,36,12,23,1,0
Wilson,Box 102,Railroad Commissioner,,REP,Christi Craddick,381,137,226,18,0
Wilson,Box 102,Railroad Commissioner,,DEM,Roman McAllen,551,190,260,100,1
Wilson,Box 102,Railroad Commissioner,,LIB,Mike Wright,47,15,29,3,0
Wilson,Box 102,Justice Supreme Ct P2,,REP,Jimmy Blacklock,385,141,226,18,0
Wilson,Box 102,Justice Supreme Ct P2,,DEM,Steven Kirkland,586,196,286,103,1
Wilson,Box 102,Justice Supreme Ct P4,,REP,John Devine,402,143,240,19,0
Wilson,Box 102,Justice Supreme Ct P4,,DEM,R.K. Sandill,565,192,271,101,1
Wilson,Box 102,Justice Supreme Ct P6,,REP,Jeff Brown,394,148,228,18,0
Wilson,Box 102,Justice Supreme Ct P6,,DEM,Kathy Cheng,578,190,284,103,1
Wilson,Box 102,Presiding Criminal Appeals,,REP,Sharon Keller,381,133,230,18,0
Wilson,Box 102,Presiding Criminal Appeals,,DEM,Maria T. Jackson,573,196,274,102,1
Wilson,Box 102,Presiding Criminal Appeals,,LIB,William Strange III,23,12,10,1,0
Wilson,Box 102,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,393,143,231,19,0
Wilson,Box 102,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,581,197,281,102,1
Wilson,Box 102,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,489,179,283,27,0
Wilson,Box 102,Criminal Appeals Jdg P8,,LIB,Mark Ash,245,84,137,24,0
Wilson,Box 102,State Bd Ed D3,,DEM,Marisa B. Perez,731,253,367,110,1
Wilson,Box 102,State Representative,44,REP,John Kuempel,402,153,232,17,0
Wilson,Box 102,State Representative,44,DEM,John D. Rodgers,573,189,281,102,1
Wilson,Box 102,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,396,144,236,16,0
Wilson,Box 102,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,578,195,278,104,1
Wilson,Box 102,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,371,138,218,15,0
Wilson,Box 102,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,600,201,292,106,1
Wilson,Box 102,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,372,134,222,16,0
Wilson,Box 102,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,600,206,289,104,1
Wilson,Box 102,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,372,137,218,17,0
Wilson,Box 102,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,603,206,293,103,1
Wilson,Box 102,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,359,129,212,18,0
Wilson,Box 102,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,617,212,301,103,1
Wilson,Box 102,District Judge D81,,REP,Lynn Ellison,371,133,222,16,0
Wilson,Box 102,District Judge D81,,DEM,Errlinda Castillo,603,209,289,104,1
Wilson,Box 102,District Judge D218,,REP,Russell Wilson,588,216,335,37,0
Wilson,Box 102,County Judge,,REP,Richard L. Jackson,593,219,337,37,0
Wilson,Box 102,District Clerk,,REP,Deborah Bryan,598,216,344,38,0
Wilson,Box 102,County Clerk,,DEM,Eva S. Martinez,778,272,391,114,1
Wilson,Box 102,County Treasurer,,REP,Jan Hartl,606,219,349,38,0
Wilson,Box 102,Justice Peace P1,,DEM,Johnny T. Villarreal,759,269,378,111,1
Wilson,Box 103,Straight Party,,REP,Republican,306,116,171,19,0
Wilson,Box 103,Straight Party,,DEM,Democratic,194,105,60,29,0
Wilson,Box 103,Straight Party,,LIB,Libertarian,3,1,2,0,0
Wilson,Box 103,U.S. Senate,,REP,Ted Cruz,579,237,304,38,0
Wilson,Box 103,U.S. Senate,,DEM,Beto O'Rourke,334,166,118,50,0
Wilson,Box 103,U.S. Senate,,LIB,Neal M. Dikeman,13,7,6,0,0
Wilson,Box 103,U.S. House,28,DEM,Henry Cuellar,459,223,178,58,0
Wilson,Box 103,U.S. House,28,LIB,Arthur Thomas IV,189,84,91,14,0
Wilson,Box 103,Governor,,REP,Greg Abbott,612,255,318,39,0
Wilson,Box 103,Governor,,DEM,Lupe Valdez,296,143,105,48,0
Wilson,Box 103,Governor,,LIB,Mark Jay Tippetts,16,10,5,1,0
Wilson,Box 103,Lt. Governor,,REP,Dan Patrick,568,233,297,38,0
Wilson,Box 103,Lt. Governor,,DEM,Mike Collier,323,157,117,49,0
Wilson,Box 103,Lt. Governor,,LIB,K. Douglas McKennon,29,16,12,1,0
Wilson,Box 103,Attorney General,,REP,Ken Paxton,548,225,289,34,0
Wilson,Box 103,Attorney General,,DEM,Justin Nelson,341,164,123,54,0
Wilson,Box 103,Attorney General,,LIB,Michael Ray Harris,32,18,14,0,0
Wilson,Box 103,Comptroller Public Accts,,REP,Glenn Hegar,564,230,299,35,0
Wilson,Box 103,Comptroller Public Accts,,DEM,Joi Chevalier,309,150,108,51,0
Wilson,Box 103,Comptroller Public Accts,,LIB,Ben Sanders,42,24,16,2,0
Wilson,Box 103,Commissioner Gen Land Office,,REP,George P. Bush,561,230,299,32,0
Wilson,Box 103,Commissioner Gen Land Office,,DEM,Miguel Suazo,300,148,102,50,0
Wilson,Box 103,Commissioner Gen Land Office,,LIB,Matt Pina,53,26,21,6,0
Wilson,Box 103,Commissioner of Agriculture,,REP,Sid Miller,552,227,290,35,0
Wilson,Box 103,Commissioner of Agriculture,,DEM,Kim Olson,328,156,120,52,0
Wilson,Box 103,Commissioner of Agriculture,,LIB,Richard Carpenter,35,20,14,1,0
Wilson,Box 103,Railroad Commissioner,,REP,Christi Craddick,567,233,301,33,0
Wilson,Box 103,Railroad Commissioner,,DEM,Roman McAllen,315,152,110,53,0
Wilson,Box 103,Railroad Commissioner,,LIB,Mike Wright,34,19,13,2,0
Wilson,Box 103,Justice Supreme Ct P2,,REP,Jimmy Blacklock,568,231,304,33,0
Wilson,Box 103,Justice Supreme Ct P2,,DEM,Steven Kirkland,346,169,122,55,0
Wilson,Box 103,Justice Supreme Ct P4,,REP,John Devine,576,234,308,34,0
Wilson,Box 103,Justice Supreme Ct P4,,DEM,R.K. Sandill,336,166,117,53,0
Wilson,Box 103,Justice Supreme Ct P6,,REP,Jeff Brown,582,238,304,40,0
Wilson,Box 103,Justice Supreme Ct P6,,DEM,Kathy Cheng,330,162,121,47,0
Wilson,Box 103,Presiding Criminal Appeals,,REP,Sharon Keller,555,229,293,33,0
Wilson,Box 103,Presiding Criminal Appeals,,DEM,Maria T. Jackson,328,156,119,53,0
Wilson,Box 103,Presiding Criminal Appeals,,LIB,William Strange III,25,15,9,1,0
Wilson,Box 103,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,578,242,303,33,0
Wilson,Box 103,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,327,155,118,54,0
Wilson,Box 103,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,621,257,315,49,0
Wilson,Box 103,Criminal Appeals Jdg P8,,LIB,Mark Ash,154,76,65,13,0
Wilson,Box 103,State Bd Ed D3,,DEM,Marisa B. Perez,479,238,184,57,0
Wilson,Box 103,State Representative,44,REP,John Kuempel,588,238,313,37,0
Wilson,Box 103,State Representative,44,DEM,John D. Rodgers,324,163,111,50,0
Wilson,Box 103,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,573,235,304,34,0
Wilson,Box 103,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,332,162,118,52,0
Wilson,Box 103,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,574,239,301,34,0
Wilson,Box 103,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,337,161,123,53,0
Wilson,Box 103,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,572,236,305,31,0
Wilson,Box 103,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,337,163,118,56,0
Wilson,Box 103,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,576,239,303,34,0
Wilson,Box 103,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,329,158,118,53,0
Wilson,Box 103,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,572,237,302,33,0
Wilson,Box 103,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,337,161,122,54,0
Wilson,Box 103,District Judge D81,,REP,Lynn Ellison,587,239,310,38,0
Wilson,Box 103,District Judge D81,,DEM,Errlinda Castillo,324,162,113,49,0
Wilson,Box 103,District Judge D218,,REP,Russell Wilson,678,299,327,52,0
Wilson,Box 103,County Judge,,REP,Richard L. Jackson,680,304,328,48,0
Wilson,Box 103,District Clerk,,REP,Deborah Bryan,688,299,336,53,0
Wilson,Box 103,County Clerk,,DEM,Eva S. Martinez,533,258,217,58,0
Wilson,Box 103,County Treasurer,,REP,Jan Hartl,682,298,333,51,0
Wilson,Box 103,Justice Peace P1,,DEM,Johnny T. Villarreal,507,256,194,57,0
Wilson,Box 104,Straight Party,,REP,Republican,204,99,101,4,0
Wilson,Box 104,Straight Party,,DEM,Democratic,74,45,26,3,0
Wilson,Box 104,Straight Party,,LIB,Libertarian,3,2,1,0,0
Wilson,Box 104,U.S. Senate,,REP,Ted Cruz,410,191,211,8,0
Wilson,Box 104,U.S. Senate,,DEM,Beto O'Rourke,154,91,55,8,0
Wilson,Box 104,U.S. Senate,,LIB,Neal M. Dikeman,5,3,2,0,0
Wilson,Box 104,U.S. House,28,DEM,Henry Cuellar,261,145,104,12,0
Wilson,Box 104,U.S. House,28,LIB,Arthur Thomas IV,95,45,48,2,0
Wilson,Box 104,Governor,,REP,Greg Abbott,435,214,211,10,0
Wilson,Box 104,Governor,,DEM,Lupe Valdez,129,68,54,7,0
Wilson,Box 104,Governor,,LIB,Mark Jay Tippetts,4,1,3,0,0
Wilson,Box 104,Lt. Governor,,REP,Dan Patrick,412,196,206,10,0
Wilson,Box 104,Lt. Governor,,DEM,Mike Collier,146,80,59,7,0
Wilson,Box 104,Lt. Governor,,LIB,K. Douglas McKennon,7,4,3,0,0
Wilson,Box 104,Attorney General,,REP,Ken Paxton,407,194,203,10,0
Wilson,Box 104,Attorney General,,DEM,Justin Nelson,148,78,63,7,0
Wilson,Box 104,Attorney General,,LIB,Michael Ray Harris,7,5,2,0,0
Wilson,Box 104,Comptroller Public Accts,,REP,Glenn Hegar,405,189,208,8,0
Wilson,Box 104,Comptroller Public Accts,,DEM,Joi Chevalier,136,76,53,7,0
Wilson,Box 104,Comptroller Public Accts,,LIB,Ben Sanders,10,5,4,1,0
Wilson,Box 104,Commissioner Gen Land Office,,REP,George P. Bush,382,185,195,2,0
Wilson,Box 104,Commissioner Gen Land Office,,DEM,Miguel Suazo,140,73,57,10,0
Wilson,Box 104,Commissioner Gen Land Office,,LIB,Matt Pina,33,15,14,4,0
Wilson,Box 104,Commissioner of Agriculture,,REP,Sid Miller,390,176,207,7,0
Wilson,Box 104,Commissioner of Agriculture,,DEM,Kim Olson,142,80,55,7,0
Wilson,Box 104,Commissioner of Agriculture,,LIB,Richard Carpenter,18,14,2,2,0
Wilson,Box 104,Railroad Commissioner,,REP,Christi Craddick,405,187,209,9,0
Wilson,Box 104,Railroad Commissioner,,DEM,Roman McAllen,135,75,53,7,0
Wilson,Box 104,Railroad Commissioner,,LIB,Mike Wright,11,7,4,0,0
Wilson,Box 104,Justice Supreme Ct P2,,REP,Jimmy Blacklock,403,185,210,8,0
Wilson,Box 104,Justice Supreme Ct P2,,DEM,Steven Kirkland,149,85,56,8,0
Wilson,Box 104,Justice Supreme Ct P4,,REP,John Devine,409,191,210,8,0
Wilson,Box 104,Justice Supreme Ct P4,,DEM,R.K. Sandill,142,78,56,8,0
Wilson,Box 104,Justice Supreme Ct P6,,REP,Jeff Brown,406,192,206,8,0
Wilson,Box 104,Justice Supreme Ct P6,,DEM,Kathy Cheng,147,78,61,8,0
Wilson,Box 104,Presiding Criminal Appeals,,REP,Sharon Keller,394,182,205,7,0
Wilson,Box 104,Presiding Criminal Appeals,,DEM,Maria T. Jackson,141,77,57,7,0
Wilson,Box 104,Presiding Criminal Appeals,,LIB,William Strange III,16,9,5,2,0
Wilson,Box 104,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,403,187,207,9,0
Wilson,Box 104,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,146,80,59,7,0
Wilson,Box 104,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,415,194,212,9,0
Wilson,Box 104,Criminal Appeals Jdg P8,,LIB,Mark Ash,77,43,30,4,0
Wilson,Box 104,State Bd Ed D3,,DEM,Marisa B. Perez,241,137,95,9,0
Wilson,Box 104,State Representative,44,REP,John Kuempel,418,197,211,10,0
Wilson,Box 104,State Representative,44,DEM,John D. Rodgers,136,74,55,7,0
Wilson,Box 104,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,407,189,209,9,0
Wilson,Box 104,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,144,80,56,8,0
Wilson,Box 104,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,406,188,209,9,0
Wilson,Box 104,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,148,83,58,7,0
Wilson,Box 104,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,403,187,207,9,0
Wilson,Box 104,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,150,84,59,7,0
Wilson,Box 104,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,407,189,210,8,0
Wilson,Box 104,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,145,81,56,8,0
Wilson,Box 104,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,398,184,206,8,0
Wilson,Box 104,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,155,86,61,8,0
Wilson,Box 104,District Judge D81,,REP,Lynn Ellison,422,196,216,10,0
Wilson,Box 104,District Judge D81,,DEM,Errlinda Castillo,134,77,51,6,0
Wilson,Box 104,District Judge D218,,REP,Russell Wilson,453,220,225,8,0
Wilson,Box 104,County Judge,,REP,Richard L. Jackson,445,219,218,8,0
Wilson,Box 104,District Clerk,,REP,Deborah Bryan,452,224,220,8,0
Wilson,Box 104,County Clerk,,DEM,Eva S. Martinez,286,160,113,13,0
Wilson,Box 104,County Treasurer,,REP,Jan Hartl,456,226,221,9,0
Wilson,Box 104,Justice Peace P1,,DEM,Johnny T. Villarreal,272,154,106,12,0
Wilson,Box 205,Straight Party,,REP,Republican,370,211,134,24,1
Wilson,Box 205,Straight Party,,DEM,Democratic,151,76,45,30,0
Wilson,Box 205,Straight Party,,LIB,Libertarian,2,1,1,0,0
Wilson,Box 205,U.S. Senate,,REP,Ted Cruz,744,408,307,28,1
Wilson,Box 205,U.S. Senate,,DEM,Beto O'Rourke,275,148,86,41,0
Wilson,Box 205,U.S. Senate,,LIB,Neal M. Dikeman,2,1,1,0,0
Wilson,Box 205,U.S. House,28,DEM,Henry Cuellar,482,256,182,44,0
Wilson,Box 205,U.S. House,28,LIB,Arthur Thomas IV,160,90,69,1,0
Wilson,Box 205,Governor,,REP,Greg Abbott,785,436,315,33,1
Wilson,Box 205,Governor,,DEM,Lupe Valdez,231,119,76,36,0
Wilson,Box 205,Governor,,LIB,Mark Jay Tippetts,5,2,3,0,0
Wilson,Box 205,Lt. Governor,,REP,Dan Patrick,728,404,293,30,1
Wilson,Box 205,Lt. Governor,,DEM,Mike Collier,270,141,91,38,0
Wilson,Box 205,Lt. Governor,,LIB,K. Douglas McKennon,21,11,10,0,0
Wilson,Box 205,Attorney General,,REP,Ken Paxton,703,379,293,30,1
Wilson,Box 205,Attorney General,,DEM,Justin Nelson,297,164,96,37,0
Wilson,Box 205,Attorney General,,LIB,Michael Ray Harris,14,10,4,0,0
Wilson,Box 205,Comptroller Public Accts,,REP,Glenn Hegar,719,394,295,29,1
Wilson,Box 205,Comptroller Public Accts,,DEM,Joi Chevalier,253,132,83,38,0
Wilson,Box 205,Comptroller Public Accts,,LIB,Ben Sanders,22,12,10,0,0
Wilson,Box 205,Commissioner Gen Land Office,,REP,George P. Bush,734,401,301,31,1
Wilson,Box 205,Commissioner Gen Land Office,,DEM,Miguel Suazo,234,126,71,37,0
Wilson,Box 205,Commissioner Gen Land Office,,LIB,Matt Pina,37,22,15,0,0
Wilson,Box 205,Commissioner of Agriculture,,REP,Sid Miller,709,386,292,30,1
Wilson,Box 205,Commissioner of Agriculture,,DEM,Kim Olson,274,145,93,36,0
Wilson,Box 205,Commissioner of Agriculture,,LIB,Richard Carpenter,20,13,7,0,0
Wilson,Box 205,Railroad Commissioner,,REP,Christi Craddick,729,399,300,29,1
Wilson,Box 205,Railroad Commissioner,,DEM,Roman McAllen,256,135,84,37,0
Wilson,Box 205,Railroad Commissioner,,LIB,Mike Wright,14,8,5,1,0
Wilson,Box 205,Justice Supreme Ct P2,,REP,Jimmy Blacklock,725,395,300,29,1
Wilson,Box 205,Justice Supreme Ct P2,,DEM,Steven Kirkland,271,148,85,38,0
Wilson,Box 205,Justice Supreme Ct P4,,REP,John Devine,721,394,297,29,1
Wilson,Box 205,Justice Supreme Ct P4,,DEM,R.K. Sandill,267,144,85,38,0
Wilson,Box 205,Justice Supreme Ct P6,,REP,Jeff Brown,730,400,299,30,1
Wilson,Box 205,Justice Supreme Ct P6,,DEM,Kathy Cheng,260,139,84,37,0
Wilson,Box 205,Presiding Criminal Appeals,,REP,Sharon Keller,728,399,298,30,1
Wilson,Box 205,Presiding Criminal Appeals,,DEM,Maria T. Jackson,256,133,86,37,0
Wilson,Box 205,Presiding Criminal Appeals,,LIB,William Strange III,12,8,4,0,0
Wilson,Box 205,Criminal Appeals Jdg P7,,REP,B. Parker Hervey,730,399,301,29,1
Wilson,Box 205,Criminal Appeals Jdg P7,,DEM,Ramona Franklin,258,138,82,38,0
Wilson,Box 205,Criminal Appeals Jdg P8,,REP,Michelle Slaughter,761,422,308,30,1
Wilson,Box 205,Criminal Appeals Jdg P8,,LIB,Mark Ash,105,56,41,8,0
Wilson,Box 205,State Bd Ed D3,,DEM,Marisa B. Perez,454,246,167,41,0
Wilson,Box 205,State Representative,44,REP,John Kuempel,751,414,306,30,1
Wilson,Box 205,State Representative,44,DEM,John D. Rodgers,255,133,84,38,0
Wilson,Box 205,Justice Ct Appeals D4 P2,,REP,Marialyn Barnard,725,398,297,29,1
Wilson,Box 205,Justice Ct Appeals D4 P2,,DEM,Beth Watkins,264,141,85,38,0
Wilson,Box 205,Justice Ct Appeals D4 P3,,REP,Jason Pulliam,726,397,299,29,1
Wilson,Box 205,Justice Ct Appeals D4 P3,,DEM,P. O'Connell Alvarez,268,147,83,38,0
Wilson,Box 205,Justice Ct Appeals D4 P4,,REP,Patrick Ballantyne,723,396,295,31,1
Wilson,Box 205,Justice Ct Appeals D4 P4,,DEM,Luz Elena Chapa,268,147,85,36,0
Wilson,Box 205,Justice Ct Appeals D4 P5,,REP,Rebecca Simmons,730,403,297,29,1
Wilson,Box 205,Justice Ct Appeals D4 P5,,DEM,Liza Rodriguez,267,144,85,38,0
Wilson,Box 205,Justice Ct Appeals D4 P7,,REP,Shane Stolarczyk,737,405,302,29,1
Wilson,Box 205,Justice Ct Appeals D4 P7,,DEM,Rebeca Martinez,270,148,85,37,0
Wilson,Box 205,District Judge D81,,REP,Lynn Ellison,747,411,302,33,1
Wilson,Box 205,District Judge D81,,DEM,Errlinda Castillo,263,142,87,34,0
Wilson,Box 205,District Judge D218,,REP,Russell Wilson,826,462,331,32,1
Wilson,Box 205,County Judge,,REP,Richard L. Jackson,829,462,333,33,1
Wilson,Box 205,District Clerk,,REP,Deborah Bryan,834,465,336,32,1
Wilson,Box 205,County Clerk,,DEM,Eva S. Martinez,578,314,220,44,0
Wilson,Box 205,County Treasurer,,REP,Jan Hartl,828,460,334,33,1
Wilson,Box 205,County Commissioner P2,,REP,Paul Pfeil,811,454,320,36,1
Wilson,Box 205,Justice Peace P2,,REP,Sara Canady,820,458,327,34,1
Wilson,Box 206,Straight Party,,REP,Republican,352,109,216,27,0
