county,office,district,party,candidate,incumbent,votes,pct
LUBBOCK,Commissioner of Agriculture,,,Total,,90070,
LUBBOCK,Railroad Commissioner,,REP,Christi Craddick,True,60229,66.95
LUBBOCK,Railroad Commissioner,,DEM,Roman McAllen,False,26988,30.00
LUBBOCK,Railroad Commissioner,,LIB,Mike Wright,False,2745,3.05
LUBBOCK,Railroad Commissioner,,,Total,,89962,
LUBBOCK,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,60640,67.39
LUBBOCK,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,29343,32.61
LUBBOCK,"Justice, Supreme Court, Place 2",,,Total,,89983,
LUBBOCK,"Justice, Supreme Court, Place 4",,REP,John Devine,True,60850,67.76
LUBBOCK,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,28953,32.24
LUBBOCK,"Justice, Supreme Court, Place 4",,,Total,,89803,
LUBBOCK,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,60639,67.49
LUBBOCK,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,29207,32.51
LUBBOCK,"Justice, Supreme Court, Place 6",,,Total,,89846,
LUBBOCK,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,59390,66.09
LUBBOCK,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,28016,31.18
LUBBOCK,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,2454,2.73
LUBBOCK,"Presiding Judge, Court of Criminal Appeals",,,Total,,89860,
LUBBOCK,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,60872,67.95
LUBBOCK,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,28706,32.05
LUBBOCK,Judge Court of Criminal Appeals,7,,Total,,89578,
LUBBOCK,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,64145,79.80
LUBBOCK,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,16235,20.20
LUBBOCK,Judge Court of Criminal Appeals,8,,Total,,80380,
LUBBOCK,State Representative,83,REP,Dustin Burrows,True,33135,75.53
LUBBOCK,State Representative,83,DEM,Drew Landry,False,10735,24.47
LUBBOCK,State Representative,83,,Total,,43870,
LUBBOCK,State Representative,84,REP,John Frullo,True,27528,60.15
LUBBOCK,State Representative,84,DEM,Samantha Carrillo Fields,False,18237,39.85
LUBBOCK,State Representative,84,,Total,,45765,
LUBBOCK,"Justice, 7th Court of Appeals District, Place 2",,REP,Judy Parker,True,69477,100.00
LUBBOCK,"Justice, 7th Court of Appeals District, Place 2",,,Total,,69477,
LUBBOCK,"Justice, 7th Court of Appeals District, Place 3",,REP,Pat Pirtle,True,68480,100.00
LUBBOCK,"Justice, 7th Court of Appeals District, Place 3",,,Total,,68480,
LUBBOCK,District Judge,137th Judicial District,REP,John ,True,68489,100.00
LUBBOCK,District Judge,137th Judicial District,,Total,,68489,
LUBBOCK,District Judge,237th Judicial District,REP,Les Hatch,True,68333,100.00
LUBBOCK,District Judge,237th Judicial District,,Total,,68333,
LUBBOCK,District Judge,364th Judicial District,REP,Billy Eichman,True,67720,100.00
LUBBOCK,District Judge,364th Judicial District,,Total,,67720,
LUBBOCK,Criminal,Attorney Lubbock County,REP,K. Sunshine Stanek,False,68209,100.00
LUBBOCK,Criminal,Attorney Lubbock County,,Total,,68209,
LYNN,U. S. Senator,,REP,Ted Cruz,True,1369,80.67
LYNN,U. S. Senator,,DEM,Beto O'Rourke,False,323,19.03
LYNN,U. S. Senator,,LIB,Neal M. Dikeman,False,5,0.29
LYNN,U. S. Senator,,,Total,,1697,
LYNN,U. S. Representative,19,REP,Jodey Arrington,True,1393,82.52
LYNN,U. S. Representative,19,DEM,Miguel Levario,False,295,17.48
LYNN,U. S. Representative,19,,Total,,1688,
LYNN,Governor,,REP,Greg Abbott,True,1380,81.37
LYNN,Governor,,DEM,Lupe Valdez,False,302,17.81
LYNN,Governor,,LIB,Mark Jay Tippetts,False,14,0.83
LYNN,Governor,,,Total,,1696,
LYNN,Lieutenant Governor,,REP,Dan Patrick,True,1160,69.01
LYNN,Lieutenant Governor,,DEM,Mike Collier,False,480,28.55
LYNN,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,41,2.44
LYNN,Lieutenant Governor,,,Total,,1681,
LYNN,Attorney General,,REP,Ken Paxton,True,1282,76.35
LYNN,Attorney General,,DEM,Justin Nelson,False,365,21.74
LYNN,Attorney General,,LIB,Michael Ray Harris,False,32,1.91
LYNN,Attorney General,,,Total,,1679,
LYNN,Comptroller of Public Accounts,,REP,Glenn Hegar,True,1323,79.51
LYNN,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,294,17.67
LYNN,Comptroller of Public Accounts,,LIB,Ben Sanders,False,47,2.82
LYNN,Comptroller of Public Accounts,,,Total,,1664,
LYNN,Commissioner of the General Land Office,,REP,George P. Bush,True,1329,79.87
LYNN,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,284,17.07
LYNN,Commissioner of the General Land Office,,LIB,Matt Pina,False,51,3.06
LYNN,Commissioner of the General Land Office,,,Total,,1664,
LYNN,Commissioner of Agriculture,,REP,Sid Miller,True,1315,78.84
LYNN,Commissioner of Agriculture,,DEM,Kim Olson,False,329,19.72
LYNN,Commissioner of Agriculture,,LIB,Richard Carpenter,False,24,1.44
LYNN,Commissioner of Agriculture,,,Total,,1668,
LYNN,Railroad Commissioner,,REP,Christi Craddick,True,1327,79.56
LYNN,Railroad Commissioner,,DEM,Roman McAllen,False,296,17.75
LYNN,Railroad Commissioner,,LIB,Mike Wright,False,45,2.70
LYNN,Railroad Commissioner,,,Total,,1668,
LYNN,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,1350,80.94
LYNN,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,318,19.06
LYNN,"Justice, Supreme Court, Place 2",,,Total,,1668,
LYNN,"Justice, Supreme Court, Place 4",,REP,John Devine,True,1343,81.00
LYNN,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,315,19.00
LYNN,"Justice, Supreme Court, Place 4",,,Total,,1658,
LYNN,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,1342,80.94
LYNN,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,316,19.06
LYNN,"Justice, Supreme Court, Place 6",,,Total,,1658,
LYNN,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,1326,79.83
LYNN,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,310,18.66
LYNN,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,25,1.51
LYNN,"Presiding Judge, Court of Criminal Appeals",,,Total,,1661,
LYNN,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,1344,80.96
LYNN,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,316,19.04
LYNN,Judge Court of Criminal Appeals,7,,Total,,1660,
LYNN,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,1381,90.44
LYNN,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,146,9.56
LYNN,Judge Court of Criminal Appeals,8,,Total,,1527,
LYNN,State Representative,83,REP,Dustin Burrows,True,1336,79.62
LYNN,State Representative,83,DEM,Drew Landry,False,342,20.38
LYNN,State Representative,83,,Total,,1678,
LYNN,"Justice, 7th Court of Appeals District, Place 2",,REP,Judy Parker,True,1428,100.00
LYNN,"Justice, 7th Court of Appeals District, Place 2",,,Total,,1428,
LYNN,"Justice, 7th Court of Appeals District, Place 3",,REP,Pat Pirtle,True,1409,100.00
LYNN,"Justice, 7th Court of Appeals District, Place 3",,,Total,,1409,
LYNN,District Judge,106th Judicial District,REP,Reed Filley,False,1398,100.00
LYNN,District Judge,106th Judicial District,,Total,,1398,
MADISON,U. S. Senator,,REP,Ted Cruz,True,3033,79.17
MADISON,U. S. Senator,,DEM,Beto O'Rourke,False,780,20.36
MADISON,U. S. Senator,,LIB,Neal M. Dikeman,False,18,0.47
MADISON,U. S. Senator,,,Total,,3831,
MADISON,U. S. Representative,8,REP,Kevin Brady,True,3046,79.95
MADISON,U. S. Representative,8,DEM,Steven David,False,732,19.21
MADISON,U. S. Representative,8,LIB,Chris Duncan,False,32,0.84
MADISON,U. S. Representative,8,,Total,,3810,
MADISON,Governor,,REP,Greg Abbott,True,3081,80.40
MADISON,Governor,,DEM,Lupe Valdez,False,722,18.84
MADISON,Governor,,LIB,Mark Jay Tippetts,False,29,0.76
MADISON,Governor,,,Total,,3832,
MADISON,Lieutenant Governor,,REP,Dan Patrick,True,2768,72.44
MADISON,Lieutenant Governor,,DEM,Mike Collier,False,993,25.99
MADISON,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,60,1.57
MADISON,Lieutenant Governor,,,Total,,3821,
MADISON,Attorney General,,REP,Ken Paxton,True,2921,76.79
MADISON,Attorney General,,DEM,Justin Nelson,False,829,21.79
MADISON,Attorney General,,LIB,Michael Ray Harris,False,54,1.42
MADISON,Attorney General,,,Total,,3804,
MADISON,Comptroller of Public Accounts,,REP,Glenn Hegar,True,2993,78.99
MADISON,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,719,18.98
MADISON,Comptroller of Public Accounts,,LIB,Ben Sanders,False,77,2.03
MADISON,Comptroller of Public Accounts,,,Total,,3789,
MADISON,Commissioner of the General Land Office,,REP,George P. Bush,True,2928,77.34
MADISON,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,763,20.15
MADISON,Commissioner of the General Land Office,,LIB,Matt Pina,False,95,2.51
MADISON,Commissioner of the General Land Office,,,Total,,3786,
MADISON,Commissioner of Agriculture,,REP,Sid Miller,True,2948,77.68
MADISON,Commissioner of Agriculture,,DEM,Kim Olson,False,801,21.11
MADISON,Commissioner of Agriculture,,LIB,Richard Carpenter,False,46,1.21
MADISON,Commissioner of Agriculture,,,Total,,3795,
MADISON,Railroad Commissioner,,REP,Christi Craddick,True,2996,78.88
MADISON,Railroad Commissioner,,DEM,Roman McAllen,False,728,19.17
MADISON,Railroad Commissioner,,LIB,Mike Wright,False,74,1.95
MADISON,Railroad Commissioner,,,Total,,3798,
MADISON,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,2995,79.38
MADISON,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,778,20.62
MADISON,"Justice, Supreme Court, Place 2",,,Total,,3773,
MADISON,"Justice, Supreme Court, Place 4",,REP,John Devine,True,3003,79.66
MADISON,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,767,20.34
MADISON,"Justice, Supreme Court, Place 4",,,Total,,3770,
MADISON,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,3010,79.84
MADISON,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,760,20.16
MADISON,"Justice, Supreme Court, Place 6",,,Total,,3770,
MADISON,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,2984,79.00
MADISON,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,735,19.46
MADISON,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,58,1.54
MADISON,"Presiding Judge, Court of Criminal Appeals",,,Total,,3777,
MADISON,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,3019,79.91
MADISON,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,759,20.09
MADISON,Judge Court of Criminal Appeals,7,,Total,,3778,
MADISON,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,3083,89.96
MADISON,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,344,10.04
MADISON,Judge Court of Criminal Appeals,8,,Total,,3427,
MADISON,State Senator,5,REP,Charles Schwertner,True,2967,78.00
MADISON,State Senator,5,DEM,Meg Walsh,False,778,20.45
MADISON,State Senator,5,LIB,Amy Lyons,False,59,1.55
MADISON,State Senator,5,,Total,,3804,
MADISON,State Representative,57,REP,Trent Ashby,True,3097,81.16
MADISON,State Representative,57,DEM,Jason Rogers,False,719,18.84
MADISON,State Representative,57,,Total,,3816,
MADISON,"Chief Justice, 10th Court of Appeals District",,REP,Tom Gray,True,3212,100.00
MADISON,"Chief Justice, 10th Court of Appeals District",,,Total,,3212,
MADISON,District Judge,278th Judicial District,REP,Hal R. Ridley,True,3210,100.00
MADISON,District Judge,278th Judicial District,,Total,,3210,
MADISON,Criminal,Attorney Madison County,REP,Brian L. Risinger,True,3246,100.00
MADISON,Criminal,Attorney Madison County,,Total,,3246,
MARION,U. S. Senator,,REP,Ted Cruz,True,2448,70.00
MARION,U. S. Senator,,DEM,Beto O'Rourke,False,1018,29.11
MARION,U. S. Senator,,LIB,Neal M. Dikeman,False,31,0.89
MARION,U. S. Senator,,,Total,,3497,
MARION,U. S. Representative,4,REP,John Ratcliffe,True,2484,70.85
MARION,U. S. Representative,4,DEM,Catherine Krantz,False,993,28.32
MARION,U. S. Representative,4,LIB,Ken Ashby,False,29,0.83
MARION,U. S. Representative,4,,Total,,3506,
MARION,Governor,,REP,Greg Abbott,True,2553,72.43
MARION,Governor,,DEM,Lupe Valdez,False,939,26.64
MARION,Governor,,LIB,Mark Jay Tippetts,False,33,0.94
MARION,Governor,,,Total,,3525,
MARION,Lieutenant Governor,,REP,Dan Patrick,True,2419,68.98
MARION,Lieutenant Governor,,DEM,Mike Collier,False,1044,29.77
MARION,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,44,1.25
MARION,Lieutenant Governor,,,Total,,3507,
MARION,Attorney General,,REP,Ken Paxton,True,2445,69.68
MARION,Attorney General,,DEM,Justin Nelson,False,1026,29.24
MARION,Attorney General,,LIB,Michael Ray Harris,False,38,1.08
MARION,Attorney General,,,Total,,3509,
MARION,Comptroller of Public Accounts,,REP,Glenn Hegar,True,2463,70.45
MARION,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,968,27.69
MARION,Comptroller of Public Accounts,,LIB,Ben Sanders,False,65,1.86
MARION,Comptroller of Public Accounts,,,Total,,3496,
MARION,Commissioner of the General Land Office,,REP,George P. Bush,True,2441,69.48
MARION,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,973,27.70
MARION,Commissioner of the General Land Office,,LIB,Matt Pina,False,99,2.82
MARION,Commissioner of the General Land Office,,,Total,,3513,
MARION,Commissioner of Agriculture,,REP,Sid Miller,True,2418,69.09
MARION,Commissioner of Agriculture,,DEM,Kim Olson,False,1026,29.31
MARION,Commissioner of Agriculture,,LIB,Richard Carpenter,False,56,1.60
MARION,Commissioner of Agriculture,,,Total,,3500,
MARION,Railroad Commissioner,,REP,Christi Craddick,True,2453,70.03
MARION,Railroad Commissioner,,DEM,Roman McAllen,False,985,28.12
MARION,Railroad Commissioner,,LIB,Mike Wright,False,65,1.86
MARION,Railroad Commissioner,,,Total,,3503,
MARION,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,2467,70.75
MARION,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,1020,29.25
MARION,"Justice, Supreme Court, Place 2",,,Total,,3487,
MARION,"Justice, Supreme Court, Place 4",,REP,John Devine,True,2482,71.24
MARION,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,1002,28.76
MARION,"Justice, Supreme Court, Place 4",,,Total,,3484,
MARION,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,2477,70.99
MARION,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,1012,29.01
MARION,"Justice, Supreme Court, Place 6",,,Total,,3489,
MARION,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,2459,70.14
MARION,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,996,28.41
MARION,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,51,1.45
MARION,"Presiding Judge, Court of Criminal Appeals",,,Total,,3506,
MARION,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,2477,70.97
MARION,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,1013,29.03
MARION,Judge Court of Criminal Appeals,7,,Total,,3490,
MARION,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,2526,89.10
MARION,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,309,10.90
MARION,Judge Court of Criminal Appeals,8,,Total,,2835,
MARION,State Representative,9,REP,Chris Paddie,True,2648,100.00
MARION,State Representative,9,,Total,,2648,
MARION,"Justice, 6th Court of Appeals District, Place 2",,REP,Scott Stevens,False,2624,100.00
MARION,"Justice, 6th Court of Appeals District, Place 2",,,Total,,2624,
MARION,District Judge,115th Judicial District,REP,Dean Fowler,False,2634,100.00
MARION,District Judge,115th Judicial District,,Total,,2634,
MARION,District Judge,276th Judicial District,REP,Robert Rolston,True,2631,100.00
MARION,District Judge,276th Judicial District,,Total,,2631,
MARTIN,U. S. Senator,,REP,Ted Cruz,True,1297,83.46
MARTIN,U. S. Senator,,DEM,Beto O'Rourke,False,243,15.64
MARTIN,U. S. Senator,,LIB,Neal M. Dikeman,False,14,0.90
MARTIN,U. S. Senator,,,Total,,1554,
MARTIN,U. S. Representative,11,REP,Mike Conaway,True,1309,85.56
MARTIN,U. S. Representative,11,DEM,Jennie Lou Leeder,False,201,13.14
MARTIN,U. S. Representative,11,LIB,Rhett Rosenquest Smith,False,20,1.31
MARTIN,U. S. Representative,11,,Total,,1530,
MARTIN,Governor,,REP,Greg Abbott,True,1303,84.28
MARTIN,Governor,,DEM,Lupe Valdez,False,229,14.81
MARTIN,Governor,,LIB,Mark Jay Tippetts,False,14,0.91
MARTIN,Governor,,,Total,,1546,
MARTIN,Lieutenant Governor,,REP,Dan Patrick,True,1179,76.81
MARTIN,Lieutenant Governor,,DEM,Mike Collier,False,324,21.11
MARTIN,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,32,2.08
MARTIN,Lieutenant Governor,,,Total,,1535,
MARTIN,Attorney General,,REP,Ken Paxton,True,1247,81.29
MARTIN,Attorney General,,DEM,Justin Nelson,False,260,16.95
MARTIN,Attorney General,,LIB,Michael Ray Harris,False,27,1.76
MARTIN,Attorney General,,,Total,,1534,
MARTIN,Comptroller of Public Accounts,,REP,Glenn Hegar,True,1273,83.75
MARTIN,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,220,14.47
MARTIN,Comptroller of Public Accounts,,LIB,Ben Sanders,False,27,1.78
MARTIN,Comptroller of Public Accounts,,,Total,,1520,
MARTIN,Commissioner of the General Land Office,,REP,George P. Bush,True,1263,82.23
MARTIN,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,220,14.32
MARTIN,Commissioner of the General Land Office,,LIB,Matt Pina,False,53,3.45
MARTIN,Commissioner of the General Land Office,,,Total,,1536,
MARTIN,Commissioner of Agriculture,,REP,Sid Miller,True,1274,83.05
MARTIN,Commissioner of Agriculture,,DEM,Kim Olson,False,233,15.19
MARTIN,Commissioner of Agriculture,,LIB,Richard Carpenter,False,27,1.76
MARTIN,Commissioner of Agriculture,,,Total,,1534,
MARTIN,Railroad Commissioner,,REP,Christi Craddick,True,1246,81.76
MARTIN,Railroad Commissioner,,DEM,Roman McAllen,False,228,14.96
MARTIN,Railroad Commissioner,,LIB,Mike Wright,False,50,3.28
MARTIN,Railroad Commissioner,,,Total,,1524,
MARTIN,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,1287,84.78
MARTIN,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,231,15.22
MARTIN,"Justice, Supreme Court, Place 2",,,Total,,1518,
MARTIN,"Justice, Supreme Court, Place 4",,REP,John Devine,True,1289,84.97
MARTIN,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,228,15.03
MARTIN,"Justice, Supreme Court, Place 4",,,Total,,1517,
MARTIN,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,1274,83.93
MARTIN,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,244,16.07
MARTIN,"Justice, Supreme Court, Place 6",,,Total,,1518,
MARTIN,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,1264,82.99
MARTIN,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,234,15.36
MARTIN,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,25,1.64
MARTIN,"Presiding Judge, Court of Criminal Appeals",,,Total,,1523,
MARTIN,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,1275,84.44
MARTIN,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,235,15.56
MARTIN,Judge Court of Criminal Appeals,7,,Total,,1510,
MARTIN,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,1316,93.00
MARTIN,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,99,7.00
MARTIN,Judge Court of Criminal Appeals,8,,Total,,1415,
MARTIN,State Senator,31,REP,Kel Seliger,True,1334,92.64
MARTIN,State Senator,31,LIB,Jack B. Westbrook,False,106,7.36
MARTIN,State Senator,31,,Total,,1440,
MARTIN,State Representative,82,REP,Tom Craddick,True,1268,83.59
MARTIN,State Representative,82,DEM,Spencer Bounds,False,249,16.41
MARTIN,State Representative,82,,Total,,1517,
MARTIN,"Chief Justice, 11th Court of Appeals District",,REP,John Bailey,False,1349,100.00
MARTIN,"Chief Justice, 11th Court of Appeals District",,,Total,,1349,
MARTIN,District Judge,118th Judicial District,REP,Timothy D. Yeats,True,1338,100.00
MARTIN,District Judge,118th Judicial District,,Total,,1338,
MASON,U. S. Senator,,REP,Ted Cruz,True,1560,79.31
MASON,U. S. Senator,,DEM,Beto O'Rourke,False,402,20.44
MASON,U. S. Senator,,LIB,Neal M. Dikeman,False,5,0.25
MASON,U. S. Senator,,,Total,,1967,
MASON,U. S. Representative,11,REP,Mike Conaway,True,1579,80.73
MASON,U. S. Representative,11,DEM,Jennie Lou Leeder,False,364,18.61
MASON,U. S. Representative,11,LIB,Rhett Rosenquest Smith,False,13,0.66
MASON,U. S. Representative,11,,Total,,1956,
MASON,Governor,,REP,Greg Abbott,True,1605,81.93
MASON,Governor,,DEM,Lupe Valdez,False,333,17.00
MASON,Governor,,LIB,Mark Jay Tippetts,False,21,1.07
MASON,Governor,,,Total,,1959,
MASON,Lieutenant Governor,,REP,Dan Patrick,True,1468,75.59
MASON,Lieutenant Governor,,DEM,Mike Collier,False,444,22.86
MASON,Lieutenant Governor,,LIB,Kerry Douglas McKennon,False,30,1.54
MASON,Lieutenant Governor,,,Total,,1942,
MASON,Attorney General,,REP,Ken Paxton,True,1502,77.26
MASON,Attorney General,,DEM,Justin Nelson,False,409,21.04
MASON,Attorney General,,LIB,Michael Ray Harris,False,33,1.70
MASON,Attorney General,,,Total,,1944,
MASON,Comptroller of Public Accounts,,REP,Glenn Hegar,True,1544,80.25
MASON,Comptroller of Public Accounts,,DEM,Joi Chevalier,False,339,17.62
MASON,Comptroller of Public Accounts,,LIB,Ben Sanders,False,41,2.13
MASON,Comptroller of Public Accounts,,,Total,,1924,
MASON,Commissioner of the General Land Office,,REP,George P. Bush,True,1520,78.59
MASON,Commissioner of the General Land Office,,DEM,Miguel Suazo,False,343,17.74
MASON,Commissioner of the General Land Office,,LIB,Matt Pina,False,71,3.67
MASON,Commissioner of the General Land Office,,,Total,,1934,
MASON,Commissioner of Agriculture,,REP,Sid Miller,True,1526,78.82
MASON,Commissioner of Agriculture,,DEM,Kim Olson,False,382,19.73
MASON,Commissioner of Agriculture,,LIB,Richard Carpenter,False,28,1.45
MASON,Commissioner of Agriculture,,,Total,,1936,
MASON,Railroad Commissioner,,REP,Christi Craddick,True,1502,78.15
MASON,Railroad Commissioner,,DEM,Roman McAllen,False,362,18.83
MASON,Railroad Commissioner,,LIB,Mike Wright,False,58,3.02
MASON,Railroad Commissioner,,,Total,,1922,
MASON,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,True,1542,80.31
MASON,"Justice, Supreme Court, Place 2",,DEM,Steven Kirkland,False,378,19.69
MASON,"Justice, Supreme Court, Place 2",,,Total,,1920,
MASON,"Justice, Supreme Court, Place 4",,REP,John Devine,True,1549,81.27
MASON,"Justice, Supreme Court, Place 4",,DEM,R.K. Sandill,False,357,18.73
MASON,"Justice, Supreme Court, Place 4",,,Total,,1906,
MASON,"Justice, Supreme Court, Place 6",,REP,Jeff Brown,True,1547,80.95
MASON,"Justice, Supreme Court, Place 6",,DEM,Kathy Cheng,False,364,19.05
MASON,"Justice, Supreme Court, Place 6",,,Total,,1911,
MASON,"Presiding Judge, Court of Criminal Appeals",,REP,Sharon Keller,True,1524,79.62
MASON,"Presiding Judge, Court of Criminal Appeals",,DEM,Maria T. (Terri) Jackson,False,360,18.81
MASON,"Presiding Judge, Court of Criminal Appeals",,LIB,William Bryan Strange III,False,30,1.57
MASON,"Presiding Judge, Court of Criminal Appeals",,,Total,,1914,
MASON,Judge Court of Criminal Appeals,7,REP,Barbara Parker Hervey,True,1553,81.35
MASON,Judge Court of Criminal Appeals,7,DEM,Ramona Franklin,False,356,18.65
MASON,Judge Court of Criminal Appeals,7,,Total,,1909,
MASON,Judge Court of Criminal Appeals,8,REP,Michelle Slaughter,False,1586,91.31
MASON,Judge Court of Criminal Appeals,8,LIB,Mark Ash,False,151,8.69
MASON,Judge Court of Criminal Appeals,8,,Total,,1737,
MASON,State Representative,53,REP,Andrew S. Murr,True,1592,82.10
MASON,State Representative,53,DEM,Stephanie Lochte Ertel,False,347,17.90
MASON,State Representative,53,,Total,,1939,
MASON,"Justice, 4th Court of Appeals District, Place 2",,REP,Marialyn Barnard,True,1532,80.55
MASON,"Justice, 4th Court of Appeals District, Place 2",,DEM,Beth Watkins,False,370,19.45
MASON,"Justice, 4th Court of Appeals District, Place 2",,,Total,,1902,
MASON,"Justice, 4th Court of Appeals District, Place 3",,REP,Jason Pulliam,False,1534,80.61
MASON,"Justice, 4th Court of Appeals District, Place 3",,DEM,Patricia O'Connell Alvarez,True,369,19.39
MASON,"Justice, 4th Court of Appeals District, Place 3",,,Total,,1903,
MASON,"Justice, 4th Court of Appeals District, Place 4",,REP,Patrick Ballantyne,False,1528,80.29
MASON,"Justice, 4th Court of Appeals District, Place 4",,DEM,Luz Elena Chapa,True,375,19.71
MASON,"Justice, 4th Court of Appeals District, Place 4",,,Total,,1903,
MASON,"Justice, 4th Court of Appeals District, Place 5",,REP,Rebecca Simmons,False,1544,81.05
MASON,"Justice, 4th Court of Appeals District, Place 5",,DEM,Liza Rodriguez,False,361,18.95
MASON,"Justice, 4th Court of Appeals District, Place 5",,,Total,,1905,
MASON,"Justice, 4th Court of Appeals District, Place 7",,REP,Shane Stolarczyk,False,1544,80.63
MASON,"Justice, 4th Court of Appeals District, Place 7",,DEM,Rebeca Martinez,True,371,19.37
MASON,"Justice, 4th Court of Appeals District, Place 7",,,Total,,1915,
MASON,District Judge,452nd Judicial District,REP,"Robert R. ""Rob"" Hofmann",True,1725,100.00
MASON,District Judge,452nd Judicial District,,Total,,1725,
MASON,District Attorney,452nd Judicial District,REP,Tonya Spaeth Ahlschwede,True,1690,100.00
MASON,District Attorney,452nd Judicial District,,Total,,1690,
MATAGORDA,U. S. Senator,,REP,Ted Cruz,True,7330,70.10
MATAGORDA,U. S. Senator,,DEM,Beto O'Rourke,False,3049,29.16
MATAGORDA,U. S. Senator,,LIB,Neal M. Dikeman,False,78,0.75
MATAGORDA,U. S. Senator,,,Total,,10457,
MATAGORDA,U. S. Representative,27,REP,Michael Cloud,False,7109,68.60
MATAGORDA,U. S. Representative,27,DEM,Eric Holguin,False,2755,26.58
